en,fr,tr,de,title,speaker,duration,tags
"
","
","
","
",12 truths I learned from life and writing,Anne Lamott,15:55,"aging,art,beauty,books,birds,communication,Christianity,family,friendship,humanity,God,funny,love,personal growth,self,writing,society"
"
											My seven-year-old grandson
sleeps just down the hall from me,
											and he wakes up a lot of mornings
											and he says,
											""You know, this could be
the best day ever.""
											And other times,
in the middle of the night,
											he calls out in a tremulous voice,
											""Nana, will you ever get sick and die?""
									","
											Mon petit-fils de sept ans
dort au bout du couloir
											et souvent le matin au réveil,
il dit :
											« Ce pourrait être
la meilleure journée qu'il soit ».
											Et d'autres fois, au milieu de la nuit,
											il appelle d'une voix chevrotante :
											« Mamie, vas-tu un jour
tomber malade et mourir ? »
									","
											Yedi yaşındaki torunumun
odası benimkiyle aynı koridorda,
											çoğu sabah kalktığında
											şunu söyler,
											""Biliyor musun, 
bu en iyi gün olabilir.
											Başka zamanlarda ise 
gecenin bir yarısı
											huzursuz bir sesle şöyle bağırır
											""Nine, bir gün hastalanıp ölecek misin?""
									","
											Mein 7-jähriger Enkel schläft von mir
aus gesehen einfach den Gang runter,
											und oftmals wacht er morgens auf und sagt:
											""Das könnte der beste Tag
meines Lebens werden.""
											Ein anderes Mal ruft er mitten
in der Nacht mit zittriger Stimme:
											""Oma, wirst du irgendwann
krank und stirbst?""
									",12 truths I learned from life and writing,Anne Lamott,15:55,"aging,art,beauty,books,birds,communication,Christianity,family,friendship,humanity,God,funny,love,personal growth,self,writing,society"
"
","
","
","
",12 truths I learned from life and writing,Anne Lamott,15:55,"aging,art,beauty,books,birds,communication,Christianity,family,friendship,humanity,God,funny,love,personal growth,self,writing,society"
"
											I think this pretty much says it for me
and most of the people I know,
											that we're a mixed grill
of happy anticipation
											and dread.
											So I sat down a few days
before my 61st birthday,
											and I decided to compile a list
of everything I know for sure.
											There's so little truth
in the popular culture,
											and it's good to be sure of a few things.
									","
											Je pense que ça résume bien les choses
pour moi et les gens que je connais,
											nous sommes un mélange
d'anticipation heureuse
											et de terreur.
											Je me suis assise quelques jours
avant mon 61e anniversaire
											et j'ai décidé d'établir une liste
de tout ce dont je suis certaine.
											Il y a si peu de vérité
dans la culture populaire
											et il est bon d'être sûr
de quelques choses.
									","
											Sanırım bu durum hem kendim,
hem de çevremdeki pek çok insan için
											önemli bir şeyi söylüyor;
hepimiz mutlu bir beklenti hâlinin ve
											yılgınlığın karışımıyız.
											61. doğum günümden birkaç gün önceydi,
											doğruluğundan emin olduğum her şeyin bir 
listesini yapmaya karar verdim.
											Popüler kültürde doğru olan
şeylerin sayısı çok az
											ve birkaç şeyden tamamen 
emin olmak iyi olabilir.
									","
											Das trifft es irgendwie finde ich;
stimmt für mich und alle anderen.
											Wir sind ein gemischter ""Grillteller""
aus glücklicher Vorfreude und Furcht.
											Also setzte ich mich einige Tage
vor meinem 61. Geburtstag hin
											und beschloss, alles aufzulisten,
was ich sicher wusste.
											Es gibt wenig Wahrheit in der Volkskultur
											und da ist es gut,
wenn man einiges sicher weiß.
									",12 truths I learned from life and writing,Anne Lamott,15:55,"aging,art,beauty,books,birds,communication,Christianity,family,friendship,humanity,God,funny,love,personal growth,self,writing,society"
"
","
","
","
",12 truths I learned from life and writing,Anne Lamott,15:55,"aging,art,beauty,books,birds,communication,Christianity,family,friendship,humanity,God,funny,love,personal growth,self,writing,society"
"
											For instance, I am no longer 47,
											although this is the age I feel,
											and the age I like to think
of myself as being.
											My friend Paul used to say in his late 70s
											that he felt like a young man
with something really wrong with him.
									","
											Par exemple, je n'ai plus 47 ans,
											même si j'en ai l'impression
											et que j'aime penser que j'ai cet âge-là.
											A l'approche de ses 80 ans,
mon ami Paul aimait dire
											qu'il avait l'impression
d'être un jeune homme
											chez qui quelque chose clochait.
									","
											Örneğin; artık 47 yaşında değilim.
											Halbuki, olduğumu hissettiğim
											ve olmak istediğim yaş 47.
											Paul adlı bir arkadaşım, 70'li 
yaşlarının sonlarındaydı
											ancak kendisini büyük bir tersliği olan
genç bir erkek gibi hissederdi.
									","
											Zum Beispiel bin ich nicht länger 47,
											obwohl ich mich so alt fühle.
											Das ist das Alter, 
das ich mir geben würde.
											Mein Freund Paul sagte immer,
als er Ende 70 war,
											er fühle sich wie ein junger Mann,
mit dem etwas nicht stimmt.
									",12 truths I learned from life and writing,Anne Lamott,15:55,"aging,art,beauty,books,birds,communication,Christianity,family,friendship,humanity,God,funny,love,personal growth,self,writing,society"
"
","
","
","
",12 truths I learned from life and writing,Anne Lamott,15:55,"aging,art,beauty,books,birds,communication,Christianity,family,friendship,humanity,God,funny,love,personal growth,self,writing,society"
"
											(Laughter)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Lachen)
									",12 truths I learned from life and writing,Anne Lamott,15:55,"aging,art,beauty,books,birds,communication,Christianity,family,friendship,humanity,God,funny,love,personal growth,self,writing,society"
"
","
","
","
",12 truths I learned from life and writing,Anne Lamott,15:55,"aging,art,beauty,books,birds,communication,Christianity,family,friendship,humanity,God,funny,love,personal growth,self,writing,society"
"
											Our true person is outside
of time and space,
											but looking at the paperwork,
											I can, in fact, see
that I was born in 1954.
											My inside self is outside
of time and space.
											It doesn't have an age.
											I'm every age I've ever been,
and so are you,
											although I can't help
mentioning as an aside
											that it might have been helpful
if I hadn't followed
											the skin care rules of the '60s,
											which involved getting
as much sun as possible
											while slathered in baby oil
											and basking in the glow
of a tinfoil reflector shield.
									","
											Notre vraie personne
est hors du temps et de l'espace
											mais en regardant mes papiers,
											je peux voir que je suis née en 1954.
											Mon moi intérieur
est hors du temps et de l'espace.
											Il n'a pas d'âge.
											Je suis tous les âges que j'ai été,
tout comme vous,
											même si je ne peux m'empêcher de dire,
c'est une parenthèse,
											que cela aurait pu aider
si je n'avais pas suivi
											les conseils de soins cutanés
des années 60
											qui incluaient s'exposer
au soleil autant que possible
											en étant badigeonné d'huile pour bébé
											et se prélasser à la lueur
d'un écran réflecteur en aluminium.
									","
											Gerçek kişiliğimiz zaman ve
mekândan bağımsız olmakla birlikte,
											resmi evraklara baktığımda gerçekten
											1954 yılında doğmuş olduğumu
görebiliyorum.
											İç kişiliğim, zaman ve mekân 
düzleminden bağımsız.
											İç kişiliğimin bir yaşı yok.
											Ben şu ana dek gün aldığım ve bitirdiğim
tüm yaşlarımdayım, sizin gibi.
											Ama yine de bir şeyi itiraf etmeliyim,
											keşke 60'lardaki cilt bakımı trendlerini
											uygulamasaydım.
											Bu trend, güneşe mümkün olduğunca
çok maruz kalmayı ve bunu yaparken de
											bol bol bebek yağı sürmeyi
											ve alüminyum folyoyu da reflektör olarak 
kullanmayı gerektiyordu.
									","
											Unsere wahre Persönlichkeit
liegt außerhalb von Zeit und Raum,
											aber schaue ich in die Papiere,
											sehe ich tatsächlich,
dass ich 1954 geboren wurde.
											Mein inneres Ich liegt
außerhalb von Zeit und Raum.
											Es besitzt kein Alter.
											Ich bin so alt, wie ich
bereits war, und Sie auch,
											obwohl ich nebenbei erwähnen muss,
											dass es besser gewesen wäre,
											wenn ich nicht die Hautpflegeregeln
der 60er befolgt hätte,
											die besagten: so viel Sonne
wie nur möglich,
											mit dick aufgetragenem Babyöl
											und sonnen in der Glut eines
Reflektorenschutzes aus Alufolie.
									",12 truths I learned from life and writing,Anne Lamott,15:55,"aging,art,beauty,books,birds,communication,Christianity,family,friendship,humanity,God,funny,love,personal growth,self,writing,society"
