en,es,fr,de,tr,title,speaker,duration,tags
"
","
","
","
","
",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
											I worked on a film called ""Apollo 13,""
											and when I worked on this film, I discovered something
											about how our brains work, and how our brains work
											is that, when we're sort of infused with
											either enthusiasm or awe or fondness or whatever,
											it changes and alters our perception of things.
											It changes what we see. It changes what we remember.
											And as an experiment, because I dauntingly create
											a task for myself of recreating a Saturn V launch
											for this particular movie, because I put it out there,
											I felt a little nervous about it, so I need to do an experiment
											and bring a group of people like this in a projection room
											and play this stock footage, and when I played this
											stock footage, I simply wanted to find out
											what people remembered, what was memorable about it?
											What should I actually try to replicate?
											What should I try to emulate to some degree?
									","
											Trabajé en la película Apolo 13
											y mientras lo hacía, descubrí algo
											sobre cómo trabajan nuestros cerebros, y cómo este trabajo
											es tal, cuando estamos como inundados por
											entusiasmo o asombro o afecto o lo que sea,
											que se afecta y altera nuestra percepción de las cosas.
											Cambia lo que vemos y recordamos.
											Como un experimento, porque me di a la abrumadora
											tarea de recrear el despegue del Saturno V
											para esta película, porque todos lo iban a ver,
											me puse un poco nervioso y necesité hacer un experimento
											y llevar a un grupo de personas, como éste, a una sala de proyección
											y mostrarles estas imágenes de archivo, y cuando
											las proyecté, quería averiguar simplemente:
											¿Qué recordaban? ¿Qué era inolvidable?
											¿Qué debería realmente tratar de reproducir?
											¿Qué debería tratar de imitar en cierto grado?
									","
											J'ai travaillé sur un film intitulé « Apollo 13 »,
											et en travaillant sur ce film, j'ai appris quelque chose
											sur le fonctionnement de notre cerveau,
											et c'est que quand on est en quelque sorte saisi
											d'enthousiasme, d'admiration,
d'affection, peu importe,
											ça change et altère notre perception des choses.
											Ça change ce qu'on voit.
Ça change ce dont on se souvient.
											Pour faire une expérience,
parce que je me suis assigné
											la tâche intimidante de recréer
un lancement de Saturn V
											pour ce film là, parce que je m'étais engagé,
											je me sentais un petit peu nerveux,
donc j'avais besoin de faire une expérience
											et de rassembler un groupe de personnes
comme celui-ci dans une salle de projection
											et de montrer ces séquences d’archive,
et quand j'ai montré cette séquence,
											je voulais simplement savoir
											ce dont les gens se rappelaient,
ce qu'il y avait de mémorable à ce sujet.
											Que devrais-je essayer de reproduire, en fait ?
											Que devrais-je essayer d'imiter au mieux ?
									","
											Ich habe an dem Film ""Apollo 13"" mitgearbeitet
											und während dieser Arbeit 
entdeckte ich etwas
											über die Funktionsweise 
unserer Gehirne.
											Es ist nämlich so: 
Wenn wir in einem Zustand
											von Begeisterung, Staunen oder 
Zuneigung oder so etwas sind,
											verändert dies unsere Wahrnehmung.
											Es verändert, was wir sehen 
und woran wir uns erinnern.
											Ich hatte mir als Experiment
die überwältigende Aufgabe gestellt,
											für einen Film den Start der 
""Saturn V""-Rakete nachzustellen
											Weil ich dies rausposaunt hatte,
											war ich etwas nervös. 
Also musste ich ein paar Leute
											wie hier in einem Vorführraum
zusammenbringen
											und diese Archivaufnahmen zeigen.
											Damit wollte ich einfach herausfinden,
											woran sich die Leute erinnerten.
Was war daran unvergesslich?
											Was sollte ich tatsächlich nachstellen?
											Was sollte ich zu einem
gewissen Grad nachahmen?
									","
											""Apollo 13"" adlı bir filmde çalıştım
											ve çalışırken, beyinlerimizin nasıl
											çalıştığına dair bir şey
keşfettim; beyinlerimiz,
											bizler coşku, korku
ya da sevgi içerisindeyken
											bazı şeyleri algılama biçimimizi
											değiştiriyor ve başkalaştırıyor.
											Gördüğümüzü, hatırladığımızı değiştiriyor.
											Bir tecrübe olarak,
o film için Saturn V'in
											fırlatılmasını dehşet biçimde
yeniden yaratma görevi edindim,
											çünkü onu oraya ben koymuştum,
											biraz gergin hissediyordum ve bir deneyle,
											proje odasına bir grup insan
getirerek bu görüntüyü oynattım
											ve görüntüyü oynattığımda, yalnızca
											insanların neyi hatırladıklarını,
											neyin hatırlamaya değer
olduğunu merak ediyordum.
											Yani ne üretmem gerekiyordu?
											Neyi daha iyi hâle getirmeliydim?
									",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
","
","
","
","
",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
											So this is the footage that I was showing everybody.
											And what I discovered is, because of the nature
											of the footage and the fact that we're doing this film,
											there was an emotion that was built into it
											and our collective memories of what this launch meant to us
											and all these various things.
											When I showed it, and I asked, immediately after
											the screening was over, what they thought of it,
											what was your memorable shots, they changed them.
											They were — had camera moves on them.
											They had all kinds of things. Shots were combined,
											and I was just really curious, I mean, what the hell
											were you looking at just a few minutes ago
											and how come, how'd you come up with this sort of description?
											And what I discovered is, what I should do is not actually
											replicate what they saw, is replicate what they remembered.
									","
											Estas son las imágenes que les mostré.
											Y descubrí que debido al tipo de
											imágenes y al hecho de que estábamos filmado esta película,
											había una emoción incorporada a ellas
											y a nuestra memoria colectiva del significado
											de este despegue para nosotros y todo esto.
											Cuando las mostré y les pregunté, justo después
											de la proyección, su opinión, cuáles eran
											las tomas que más recordaban, ellos las habían cambiado.
											Ellos... los estuve filmando...
											tenían todo tipo de respuestas. Las tomas estaban mezcladas
											y tuve curiosidad, es decir, me pregunté, ¿qué demonios
											vieron hace solo unos minutos y
											cómo llegaron a este tipo de descripción?
											Y descubrí que no debería tratar de reproducir
											lo que vieron, sino lo que recordaban.
									","
											Voilà donc la séquence
que je montrais à tout le monde.
											Et ce que j'ai découvert,
c'est que de par la nature
											de cette séquence
et du fait que nous étions en train de faire ce film,
											elle portait une émotion par elle-même,
											dans la mémoire collective de ce que ce lancement représentait pour nous
											et toutes ces choses.
											Quand je l'ai montrée,
j'ai immédiatement demandé,
											dès que la projection était finie,
ce qu'ils en pensaient,
											quelles étaient les plans les plus marquants,
ils les ont changés.
											Ils y ont rajouté des mouvements de caméra.
											Ils y ont rajouté toutes sortes de choses.
Les plans étaient mélangés,
											et j'étais très curieux — je veux dire,
											que diable regardiez-vous
il y a juste quelques minutes
											et d'où sortez-vous
une telle description ?
											Ce que j'ai découvert,
c'est que je ne devais pas reproduire
											ce qu'ils ont vu,
mais reproduire ce dont ils se souvenaient.
									","
											Hier sind die Aufnahmen,
die ich den Leuten gezeigt habe.
											Und ich entdeckte, 
dass aufgrund der Art
											der Aufnahmen und der Tatsache,
dass wir diesen Film machten,
											bestimmte Emotionen 
daran gebunden waren,
											was dieser Start in unserem
kollektiven Gedächtnis bedeutete
											und so weiter.
											Als ich die Aufnahmen zeigte und
											sofort nach der Vorführung fragte, 
wie sie die Aufnahmen fanden,
											was sich ihnen einprägte,
veränderten die Leute diese.
											Sie machten eigene Aufnahmen.
											Sie machten ganz verschiedene Sachen. 
Sie kombinierten Einstellungen.
											Und ich war sehr neugierig! 
Ich meine, was zum Teufel
											habt ihr euch gerade vor 
ein paar Minuten angeschaut
											und wie kommt ihr 
auf diese Art von Beschreibung?
											Und was ich herausfand war, 
dass ich nicht versuchen sollte
											nachzustellen, was sie gesehen hatten, 
sondern an was sie sich erinnerten.
									","
											İşte bu herkese gösterdiğim görüntü.
											Şunu keşfettim;
görüntünün doğasından ötürü
											ve bu filmi çekiyor olmamızdan ötürü,
											ona yüklenen bir duygu vardı ve bu roket
											fırlatılmasının kolektif hafızalarımızda
											oluşturduğu bir anlam vardı.
											Gösterdiğimde ve görüntü biter bitmez
											ne düşündüklerini, 
akıllarında ne kaldığını
											sorduğumda, fikir değiştirdiler.
											Kamera hareketleri vardı.
											Bir sürü şey vardı.
Çekimler birleştirilmişti
											ve merak ediyordum,
yani, birkaç dakika önce
											neye bakıyordunuz ve
											nasıl böyle bir
tanımda bulunabiliyorsunuz ki?
											Keşfettiğim şey şuydu, yapmam
gereken kesinlikle gördüklerini değil,
											hatırladıklarını değiştirmeliydim.
									",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
","
","
","
","
",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
											So this is our footage of the launch, based on, basically,
											taking notes, asking people what they thought, and then
											the combination of all the different shots and all
											the different things put together created their sort of
											collective consciousness of what they remembered
											it looked like, but not what it really looked like.
											So this is what we created for ""Apollo 13.""
									","
											Estas son nuestras secuencias del despegue, basadas, principalmente,
											en nuestras notas, las opiniones de las personas, y entonces,
											la combinación de todas las diferentes tomas
											y cosas juntas crearon una especie de
											conciencia colectiva de lo que ellos recordaban había sido
											pero que realmente no lo era.
											Entonces, esto es lo que creamos para Apolo 13.
									","
											Voici notre séquence du lancement,
basée principalement sur les notes
											qu'on a prises en demandant aux gens
ce qu'ils pensaient,
											et puis la mise en commun
de tous les différents plans
											et des différentes choses combinées
											recréait en quelque sorte la conscience collective
de ce dont ils se souvenaient,
											mais pas ce à quoi ça ressemblait vraiment.
											Voilà donc ce que nous avons créé
pour « Apollo 13 ».
									","
											Also, das sind unsere Aufnahmen 
des Starts, basierend auf
											Notizen der Gespräche, in denen Leute 
erzählten, was sie dachten.
											Und dann erschuf die Kombination 
all dieser verschiedenen Einstellungen
											und all der verschiedenen Dinge 
zusammengemischt diese Art
											kollektives Bewusstsein von dem 
an was sie sich erinnerten,
											aber nicht so wie es tatsächlich aussah.
											Also, das ist, was wir
für ""Apollo 13"" geschaffen haben.
									","
											Temel olarak insanlara düşüncelerini
sorup not alarak oluşturduğumuz
											fırlatılma görüntüsü bu
ve tamamen farklı çekimlerin
											birleşiminden, farklı nesnelerin bir araya
											gelmesinden oluşuyor; bu hatırladıkları
											şeye dair kolektif bilinçlerini oluşturdu,
											neye benzediğine dair değil.
											""Apollo 13"" için yarattığımız şey bu.
									",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
","
","
","
","
",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
											(Launch noises)
									","
											(Ruidos del despegue)
									","
											(Bruit du lancement)
									","
											(Start-Geräusche)
									","
											(Fırlatılma sesleri)
									",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
","
","
","
","
",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
											So literally what you're seeing now is the confluence
											of a bunch of different people, a bunch of different memories,
											including my own, of taking a little bit of liberty
											with the subject matter.
											I basically shot everything with short lenses,
											which means that you're very close to the action,
											but framed it very similarly to the long lens shots
											which gives you a sense of distance, so I was basically
											was setting up something that would remind you
											of something you haven't really quite seen before. (Music)
											And then I'm going to show you exactly what it is
											that you were reacting to when you were reacting to it.
									","
											Lo que ven ahora, es literalmente la confluencia de
											un conjunto de diferentes opiniones y memorias,
											incluyendo la mía, con un cierto grado de libertad
											respecto al tema en cuestión.
											Prácticamente filmé todo con lentes de corta distancia,
											lo que significa que uno está muy cerca a la acción,
											pero con un encuadre similar al de tomas con lentes de larga distancia
											lo que da una sensación de distancia, entonces, estaba
											creando algo que les recordaría
											lo que realmente nunca habían visto antes. (Música)
											Y ahora les voy a mostrar exactamente a lo que
											reaccionaban en el mismo instante de su reacción.
									","
											Littéralement, ce que vous voyez
c'est la confluence
											d'une série de différentes personnes,
une série de souvenirs différents,
											y compris les miens,
et la prise de quelques petites libertés
											avec le sujet.
											Fondamentalement j'ai tout tourné
avec des courtes focales,
											ce qui signifie que vous êtes tout près de l'action,
											mais j'ai cadré comme si c'était
des longues focales,
											ce qui vous donne un sens de la distance,
donc, au fond,
											je créais un dispositif qui devait vous rappeler
											quelque chose que vous n'aviez jamais vraiment vu.
(Musique)
											Je vais ensuite vous montrer exactement ce à quoi
											vous avez réagi quand vous avez réagi.
									","
											Also, was Sie gerade sehen, 
ist wortwörtlich der Zusammenfluss
											verschiedener Erinnerungen verschiedener Leute,
											inklusive meiner eigenen, 
und ein bisschen künstlerischer Freiheit
											mit der Materie.
											Ich habe im Grunde alles 
mit Kurzbrennweite gefilmt,
											was bedeutet, dass man 
sehr nah dran ist.
											Aber gestaltet habe ich es sehr ähnlich 
wie die Aufnahmen mit Teleobjektiv,
											was einem das Gefühl von Abstand 
vermittelt. Sodass ich im Grunde
											etwas aufbaute, das einen 
an etwas erinnern würde,
											was man eigentlich noch nie 
gesehen hat. (Musik)
											Und dann werde ich Ihnen 
zeigen, worauf genau Sie
											eigentlich gerade reagiert haben, 
als sie darauf reagiert haben.
									","
											Şu an gördüğünüz şey,
bir takım farklı insanların,
											benimki de dâhil bir takım anıların ve
											konuyla elde ettiğimiz
											özgürlüğün birleşimidir.
											Temelde her şeyi kısa lenslerle çekiyorum,
											bu da eyleme çok yakınsınız demektir,
											fakat uzun lens
çekimleri gibi şekillendiriyorum,
											bu da bir mesafe hissi
yaratıyor, yani daha önce
											görmediğiniz bir şeyi hatırlatabilecek
											bir şeyler yapıyordum. (Müzik)
											Tepki verdiğiniz zaman,
tepki verdiğiniz şeyin tam
											olarak ne olduğunu
göstereceğim daha sonra.
									",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
