en,es,title,speaker,duration,tags
"
","
",The importance of diversity in the comic book universe,Sana Amanat,16:35,"art,design,culture,media"
"
											Now, I am actually going to do something
that you guys do every single day.
											I'm going to ask you guys
to judge me right now.
											The Bumbys were just doing it;
it's very appropriate.
											Take a good look,
and describe me in your head.
											Now, based on those descriptions, 
how would you categorize me?
											By my height?
											By my skin color?
											By my hair?
											Now, would any of those descriptions
scream comic-book editor?
											Maybe my t-shirt, actually;
I think that might have given it away.
											But no, probably not.
											I'm actually one of the few South Asian,
female comic-book editors out there.
											I think, actually,
I might be the only one,
											so for any of you South Asian females
interested, it's a good gig.
											I highly recommend it.
									","
											Ahora voy a hacer algo
que Uds. hacen todos los días.
											Voy a pedirles que me juzguen ahora mismo.
											'The Bumbys' lo hicieron,
así que es muy oportuno.
											Echen un buen vistazo,
y descríbanme en sus cabezas.
											Ahora bien, basándose en esas 
descripciones, ¿cómo me clasificarían?
											¿Por mi altura?
											¿Por mi color de piel?
											¿Por mi pelo?
											¿Alguna de esas descripciones 
incluye ser editora de cómics?
											Quizá mi camiseta pudo haberlo delatado.
											Pero no, probablemente no.
											En realidad, soy una de las pocas
editoras de cómics del sur de Asia.
											Creo, de hecho, que podría ser la única,
											así que a las interesadas que son
del sur de Asia, es un gran trabajo.
											Lo recomiendo de verdad.
									",The importance of diversity in the comic book universe,Sana Amanat,16:35,"art,design,culture,media"
"
","
",The importance of diversity in the comic book universe,Sana Amanat,16:35,"art,design,culture,media"
"
											Holler at my ladies? No?
											All right, that's cool.
											Now, what I do as a comic-book editor
is I make things up.
											I work with creators
											to tell the most uncanny,
amazing, sensational stories
											about seemingly ordinary individuals
											who come to possess
extraordinary identities.
											We call them superheroes.
											Now, when I was first asked
to speak at this event,
											it was actually after the announcement
of a character I had co-created:
											Ms. Marvel, the all-new Ms. Marvel,
											was the first Muslim American superhero 
to have her own series.
											It really was the most obvious thing 
in the world in my mind.
											I had created a character 
that I could identify with.
											And yet it was quite possibly
											the biggest publicity that Marvel
had seen in quite some time.
											Parents called us,
thanking us for creating a book
											that they could finally share
with their daughter.
											Fans called us thanking us
											for creating a character
that they could finally relate to.
											We'd clearly tapped
into something really powerful,
											something people had been craving 
for quite some time.
											And yet it was the simplest idea, 
just masked as the craziest.
											Now, to understand
the origins of Ms. Marvel,
											we have to take a trip
											to a land far, far away,
											[It was New Jersey]
											(Laughter)
											a long, long time ago,
											where - come on -
											where a young girl with a cowlick
and bad taste in clothes
											never felt like she could fit in.
											She didn't look like
the other girls in her class,
											couldn't eat the delicious,
delicious BLTs that they could eat.
											She began to become fascinated with bacon.
											What is that delicious meat?
											She had no idea.
											Her parents weren't on the PTA.
											She didn't get Christmas presents.
											And in fact, she had to wear a t-shirt 
over her bathing suit
											every single time she swam.
											So clearly this girl was different.
											But she did have an outlet,
											and it wasn't her parents, who she adored,
											who just didn't quite understand her yet,
											or her three older brothers,
											who were too busy
with hair gel and light sabers
											to pay any attention to her.
											It was something else
altogether different.
											It was the X-Men.
											Yes! Yes!
											(Applause)
											The X-Men were mutants,
											individuals with mutated and enhanced
genes that triggered in adolescence,
											giving them superpowers.
											It was the coolest thing in the world.
											A woman with brown skin and white hair
who can manipulate the weather,
											a gigantic beast of a man with blue fur,
											a shy girl with a Southern drawl
who couldn't touch anyone.
											So these people were
that little girl's safe place.
											These people she understood
because they, too, were different.
											And it also helped that they
also wore ridiculous-looking outfits.
											I don't know, Mom, I have no idea
what you were doing in that picture.
											I apologize.
											So, the X-Men embraced who they are.
											Adamantium claws, weird
weather-controlling habits, mutations.
											They owned it:
											they knew who they were,
and they would defend it, no matter what.
											So every Saturday morning,
											when this little girl used to rush
down the stairs to watch that show,
											she felt a little less alone
											because they had fulfilled a need
to see herself in the world outside.
											So, let's talk about why that need
existed in the first place.
											Now, remember when I was asking 
you guys earlier about categories?
											Why don't you guys think about
the categories that you all belong to.
											I'm going to do that up here for myself.
											So, I am a Muslim, a woman,
an American, a comic book editor,
											a short person, a lazy person, a nerd -
											you can ignore that, though.
											Now, the strange thing
about defining yourself in this way
											is that it simplifies who you are.
											How can everything that I am
be encompassed into a label?
											Now, some of these labels
we choose for ourselves,
											others we're born into
and others are assigned for us.
											But regardless, all of them
come with preconceived notions -
											assumptions and expectations -
											of what they mean.
											So if I'm Muslim,
											people may expect that I cover my head,
											that I don't associate with men,
											that I don't drink alcohol.
											Others may assume that I'm a terrorist -
											I'm not -
											that I hate Americans.
											Well, I'm an American,
so I certainly don't hate myself,
											sometimes.
											I'm an oppressed woman.
											I'm way too stubborn for that.
											You can ask my poor parents;
they deal with it every day.
											Now, because we allow others
to create these definitions for us,
											we inherently accept them to be true,
											whether it's a conscious decision or not.
											So at some point, the line between
perspective and reality begins to blur.
											When we are told by others,
constantly and incessantly, who we are,
											when we allow others to define ourselves -
											whether it's the media, 
our parents, our friends -
											we begin to accept a standard of self
that is not of our own choosing.
											We become a splintered version
of the person we are destined to be.
											I remember in junior high school -
											it was actually right after
the first World Trade Center bombing,
											and it was a very confusing time for me
for a bunch of reasons,
											but in particular
because it was the first time
											my religion was made
synonymous with violence
											in such a public way.
											I'd walked into school the next morning,
											and a classmate who I'd never
actually talked to before
											tapped me on the shoulder, 

											and he said, ""Hey, tell your people
to stop attacking us.""
											I was confused, hurt, stunned.
											""Us?""
											I thought I was ""us.""
											I certainly wasn't ""them,"" was I?
											That would be the first time
											that I saw the way the world viewed
the category I belonged to.
											Names like Muhammed, Ahmed, Sharif,
											names I had grown up with all of my life
											were equated with terms
like ""terrorist,"" ""hate monger,"" ""enemy.""
											I was angry at those men who had warped
my faith into a vengeful weapon,
											and at the same time at the media
for propagating those stereotypes.
											I swung from self-defense to self-doubt,
											pride to shame.
											Who was I? What side was I on?
Where did I fit in?
											I had no idea.
											For years, I had
constantly measured myself
											against images
that looked nothing like me.
											I didn't see myself in the TV,
in the classroom or in magazines.
											And suddenly, my face was everywhere
with a big red X painted over it.
											Why did I feel so uncertain
and insecure about my identity?
											I'm going to throw some
social-psychological jargon out at you
									","
											¿Un grito para mis chicas? ¿No?
											Está bien, perfecto.
											Mi tarea como editora
de cómics es inventar cosas.
											Trabajo con creadores
											para contar las historias más
extrañas, maravillosas y sensacionales
											de individuos aparentemente comunes
que poseen identidades extraordinarias.
											Los llamamos superhéroes.
											Cuando me pidieron hablar 
por primera vez en este evento,
											fue justo después del anuncio
de un personaje que yo había cocreado:
											Ms. Marvel.
											La nueva Ms. Marvel fue la primera
superheroína musulmana estadounidense
											en tener su propia serie.
											Era lo más obvio del mundo para mí.
											Había creado un personaje
con el que me podía identificar.
											Y sin embargo, fue posiblemente
											la mayor publicidad que Marvel 
haya visto en mucho tiempo.
											Los padres nos llamaban
para agradecernos por crear un libro
											que por fin podrían 
compartir con sus hijas.
											Los seguidores nos agradecieron
											por crear un personaje
con el que se podían identificar.
											Claramente, logramos llegar
a algo realmente poderoso,
											algo que la gente había 
deseado por largo tiempo.
											Y sin embargo fue la idea más simple, 
enmascarada como la más loca.
											Ahora bien, para comprender
los orígenes de Ms. Marvel,
											tenemos que viajar
											a una tierra muy, muy lejana,
											[Era Nueva Jersey]
											(Risas)
											hace mucho, mucho tiempo,
											[No hace tanto tiempo. Soy joven]
											donde una chica con cabello 
rebelde y mal gusto para vestirse
											nunca sintió que pudiera 
encajar en ningún lugar.
											No se parecía a las otras 
chicas en la clase,
											no podía comer los deliciosos sándwiches 
de tocino que comían las otras.
											Empezó a fascinarse con el tocino.
											¿Qué es esa carne deliciosa?
											No tenía ni idea.
											Sus padres no estaban
en el consejo estudiantil.
											No recibía regalos de Navidad.
											Y, de hecho, tenía que llevar
una camiseta sobre su traje de baño
											cada vez que hacía natación.
											Claramente, esta chica era diferente.
											Pero tenía una vía de escape,
											y no eran sus padres, a quienes adoraba,
											quienes no la entendían todavía,
											ni tampoco sus tres hermanos mayores,
											muy ocupados con gel 
para el cabello y sables de luz
											para prestarle atención.
											Era algo completamente diferente.
											Eran los X-Men.
											¡Sí! ¡Sí!
											(Aplausos)
											Los X-Men eran mutantes,
											individuos con genes mutados y mejorados
											que se activaron en la adolescencia
y les dieron superpoderes.
											Era lo más genial del mundo.
											Una mujer de piel oscura y pelo
blanco que puede manipular el clima,
											un gigante con pelo azul,
											una chica tímida con acento 
sureño que no puede tocar a nadie.
											Estas personas eran
el refugio de esta chica.
											Ella comprendía a estas personas,
porque también eran diferentes.
											Y también ayudó que llevaran
atuendos de aspecto ridículo.
											No sé, mamá, no tengo idea 
de qué tratabas de lograr en esa foto.
											Me disculpo.
											Así que, los X-Men se aceptaron como son.
											Garras de adamantio, raros hábitos 
para controlar el clima, mutaciones.
											Ellos se apropiaron de todo eso,
											sabían quiénes eran
y lo defendían, a cualquier precio.
											Cada sábado por la mañana,
											cuando esta chica bajaba corriendo
las escaleras para ver ese programa,
											se sentía un poco menos sola
											porque habían satisfecho su necesidad 
de reflejarse en el mundo exterior.
											Veamos primero por qué 
esa necesidad existió.
											¿Recuerdan cuando les pregunté
antes sobre las categorías?
											¿Por qué no piensan en las categorías 
a las que Uds. pertenecen?
											Yo voy a hacerlo aquí sobre mi persona.
											Soy musulmana, mujer,
estadounidense, editora de cómics,
											de baja estatura, perezosa, una 'nerd'...
											pero no consideren esa parte.
											Y lo extraño de definirse
a sí mismo de esa forma
											es que simplifica quién eres.
											¿Cómo abarcar todo
lo que soy con una etiqueta?
											Algunas de esas etiquetas
son las que elegimos,
											otras son con las que nacemos 
y otras son asignadas por los demás.
											Pero todas vienen
con nociones preconcebidas
											suposiciones y expectativas 
de lo que significan.
											Así que si soy musulmana,
											la gente podría esperar 
que me cubra la cabeza,
											que no me relacione con hombres,
											que no beba alcohol.
											Otros podrían suponer 
que soy una terrorista,
											y no lo soy,
											que odio a los estadounidenses.
											De hecho, soy estadounidense,
y no me odio a mí misma...
											a veces,
											que soy una mujer oprimida,
											pero soy muy terca para serlo.
											Pueden preguntar a mis pobres
padres, que lidian con eso cada día.
											Al permitir que otros nos definan,
											inherentemente aceptamos 
que son definiciones ciertas,
											sean conscientes o no.
											En algún punto, la línea entre
la perspectiva y realidad se difumina.
											Cuando otros nos dicen, constante
e incesantemente, quiénes somos,
											cuando permitimos que otros nos definan,
											tanto si son los medios, nuestros
padres, nuestros amigos,
											comenzamos a aceptar una definición
de nosotros mismos que no hemos elegido.
											Nos volvemos una versión fragmentada
de la persona que estamos destinada a ser.
											Recuerdo que durante la secundaria,
											justo después del primer 
atentado al 'World Trade Center',
											fue un momento muy confuso 
para mí por muchas razones,
											pero particularmente 
porque fue la primera vez
											que mi religión se convirtió 
en sinónimo de violencia
											de una forma tan pública.
											Entré en la escuela a la mañana siguiente,
											y un compañero con el que 
nunca había hablado antes
											me tocó el hombro, y me dijo:
											""Oye, dile a tu gente 
que paren de atacarnos"".
											Estaba confusa, herida, sorprendida.
											""¿Nosotros?"".
											Pensé que yo era parte de ese ""nosotros"".
											Ciertamento yo no era ""ellos"", ¿o sí?
											Esa fue la primera vez
											que vi cómo el mundo percibe 
la categoría a la que pertenezco.
											Nombres como Muhammed, Ahmed, Sharif,
											nombres con los que crecí toda mi vida,
											fueron igualados con términos
											como ""terrorista"", ""incitador 
al odio"", ""enemigo"".
											Me enfadé con esos hombres que 
convirtieron mi fe en un arma de venganza,
											y al mismo tiempo con los medios
por propagar esos estereotipos.
											Oscilé entre la defensa propia
y la autoestima baja,
											entre el orgullo y la vergüenza.
											¿Quién era? ¿De qué lado estaba?
¿Dónde encajaba?
											No tenía ni idea.
											Durante años, me comparé constantemente
											con imágenes que no 
se parecían en nada a mí.
											No me veía reflejada en la tele,
ni en el aula, ni en las revistas.
											Y de repente, mi cara apareció en todas 
partes con una gran X roja sobre ella.
											¿Por qué me sentí tan indecisa
e insegura sobre mi identidad?
											Les diré una palabra técnica
del ámbito socio-psicológico
									",The importance of diversity in the comic book universe,Sana Amanat,16:35,"art,design,culture,media"
"
","
",The importance of diversity in the comic book universe,Sana Amanat,16:35,"art,design,culture,media"
"
											to make myself sound really smart.
											There's something
called a ""stereotype threat,""
											and what it says is that individuals
of a particular group
											internalize and react to the negative
stereotypes associated with that group.
											So because I'm so afraid
of everybody thinking
											that all those bad things
that people say about me are true,
											sometimes, I don't act
to the best of my abilities.
											I underperform.
											Whether it's academically, socially -
											I was definitely
an introvert for a reason.
											And basically what that means
is that you act against your true nature
											because you're constantly trying
to live up to other people's expectations
											or deny their assumptions.
											You mask who you truly are.
											So, how to we deflect these threats?
											Yes, you're right: with more jargon!
											There is something
called a ""mirror-neuron theory.""
											What it means is that your brain neurons
react in the same way,
											whether or not you
are the one doing the action.
											So, if I'm watching you
eat a really delicious cheeseburger,
											my brain is reacting in the same way
											as if I was eating that really delicious
cheeseburger myself.
											Which is why the Food Network
											is quite possibly the greatest
programming of all time.
											Only show I watch!
											Now, imagine if what we saw on the media
											reflected a positive portrayal
of the group that we belonged to.
											How would our brains react?
											How would our perceptions change?
											That was the secret of the success
of the show ""The Cosby Show,""
											the groundbreaking and intelligent sitcom
									","
											que me haga parecer inteligente.
											Existe la llamada
""amenaza del estereotipo"",
											según la cual los individuos
de un grupo particular
											internalizan y reaccionan a estereotipos 
negativos asociados con ese grupo.
											Entonces, como tengo tanto 
miedo de que la gente piense
											que todas las cosas malas
que otros dicen sobre mí sean ciertas,
											a veces, no muestro lo mejor de mí.
											Rindo menos de lo esperado,
											ya sea en el ámbito académico o social.
											Definitivamente, tenía
un motivo para ser introvertida.
											Y básicamente eso significa 
que actúas contra tu verdadera naturaleza
											porque tratas constantemente 
de cumplir con las expectativas de otros
											o de negar sus suposiciones.
											Enmascaras quién eres realmente.
											¿Cómo evitamos estas amenazas?
											Sí, tienen razón: ¡con más jerga!
											Hay algo llamado
""teoría de la neurona espejo"".
											Significa que las neuronas
reaccionan de la misma forma
											sin importar si realizas la acción o no.
											Es decir que si los veo comer 
una hamburguesa realmente deliciosa,
											mi cerebro reacciona de la misma forma
											como si yo misma estuviera comiendo
esa deliciosa hamburguesa.
											Es por eso que 'Food Network'
											tenga quizá la mejor programación
de todos los tiempos.
											¡El único programa que veo!
											Ahora, imaginen si lo que 
vemos en los medios
											reflejara de manera positiva
al grupo al que pertenecemos.
											¿Cómo reaccionaría nuestro cerebro?
											¿Cómo cambiarían nuestras percepciones?
											Ese fue el secreto del éxito
de la serie ""The Cosby Show"",
											la revolucionaria e inteligente comedia
									",The importance of diversity in the comic book universe,Sana Amanat,16:35,"art,design,culture,media"
"
","
",The importance of diversity in the comic book universe,Sana Amanat,16:35,"art,design,culture,media"
"
											that truly helped to adjust
perception of African Americans.
											It was the first of its kind.
											By focusing on the comedic
trials and tribulations
											of a successful and lovable family
that just happened to be African American,
											it took away those
limiting qualifiers of race
											and helped to redefine what it meant
to just be an American family,
											all through the power of story.
											Now while we look to the media to bring us
the stark realities of humankind,
											we seek stories to find
some emotional connectivity with it.
											Stories give us a glimpse into
the inner workings of the human spirit,
											its pitfalls and its potentials.
											And they stir within us a desire
to reach the excesses of our imagination.
											They challenge us and force us to look
at one another for who we truly are
											in the hopes of possibly
connecting our souls,
											and for that reason, they are sacred.
											And at the same time,
											they can be the shields
against the threats to our soul,
											threats to our identity.
											So what the mirror-neuron theory is saying
									","
											que ayudó a cambiar la visión 
que se tenía de los afroestadounidenses.
											Fue el primero en su tipo.
											Al centrarse en las pruebas 
cómicas y las tribulaciones
											de una familia exitosa y adorable
de afroestadounidenses,
											eliminó las limitantes etiquetas de raza
											y ayudó a redefinir simplemente qué 
significa ser una familia estadounidense,
											todo a través del poder de una historia.
											Así como recurrimos a los medios
											para conocer las duras 
realidades de la humanidad,
											buscamos historias para encontrar
alguna conexión emocional con ellas.
											Las historias nos muestran 
el interior del espíritu humano,
											sus obstáculos y potenciales.
											Y despiertan en nosotros 
el deseo de forzar al máximo
											nuestra imaginación.
											Nos desafían y obligan buscar
quiénes somos realmente
											con la esperanza
de conectar nuestras almas,
											y por esa razón, son sagradas.
											Y al mismo tiempo,
											pueden ser escudos contra
las amenazas a nuestra alma,
											las amenazas a nuestra identidad.
											La teoría de la neurona-espejo dice
									",The importance of diversity in the comic book universe,Sana Amanat,16:35,"art,design,culture,media"
"
","
",The importance of diversity in the comic book universe,Sana Amanat,16:35,"art,design,culture,media"
"
											is that it's human nature
to follow the actions of the masses.
											We repeat and/or believe
what people tell us to believe -
											about others and about ourselves.
											So why not tell stories
that are empowering and aspirational
											and challenge us to be better?
											(Applause)
											That is exactly what superhero stories do.
											The history of comics is about the misfit,
											the unlikely hero,
											the ability to create greatness
where there was once doubt.
											The unassuming Peter Parker,
											the wallflower who's picked on
and misunderstood,
											gets bitten by a radioactive spider
											that gives him extraordinary powers
and extraordinary responsibilities.
											Yet his path is filled with villains
who would doubt his determination,
											who would threaten those he loves,
											threaten his life choices.
											And yet Spider-Man, being the hero
that he is, would always swing back,
											he'd always beat the bad guy
											and he'd always get the girl.
											Or girls, in Spider-Man's case.
											Lots of love drama there.
											For 75 years, Marvel has been telling
the tale of the outcast behind the mask.
											It's through his flaws and desires that we
connect with the heart of the character
											so that when he emerges as a hero,
we have a real reason to champion him
											because we understand
those struggles too, don't we?
											And we also want to move past them.
											Heroes make a choice to fight injustice,
to protect the innocent,
											to put the balance back
on the side of the good,
											no matter how much
they sacrifice of themselves.
											They're willing to die for it
because they've chosen who they are.
											And they will defend it no matter what.
											So when that little girl
sat rapt to attention,
											all those years ago
at her television screen,
											watching the X-Men,
											it wasn't just because they had taken her
on an astonishing adventure.
											It's because they told her
that it was okay to be different.
											In fact, you had to fight for it.
											Because we all
want to be heroes, don't we?
											And wouldn't it be amazing
if heroes looked just like us?
											So why does a character like Kamala Khan
resonate with so many people?
											Like the first African-American
and Latino Spider-Man, Miles Morales,
											Kamala Khan is so much larger
than just a pop-culture icon.
											She came together
											in response to that global
subconscious desire for representation
											for those Muslim American,
bacon-sniffing, short, nerdy girls like me
											and for anyone else,
											regardless of their gender,
sexuality, race, religion,
											who just feel like misfits themselves.
											In the actual Ms. Marvel series,
											Kamala Khan is just a girl
trying to fit in.
											She's constantly negotiating,
renegotiating who she is
											and all of the rules that come with it.
											Where does she belong?
											She has no idea.
											She's still figuring out
that journey to her authentic self.
											But all she knows
											is that she does not want to be limited
by the labels imposed upon her.
											So really, Kamala Khan's story
is everyone's.
											It's about confronting the labels
you've been assigned
											and sculpting them and redefining them
											until you figure out who you truly are
and what you actually believe.
											One of my favorite mottos -
											actually I have it written
on a post-it over my computer.
											I look at it every single day,
											and it was said by a poet named Rumi.
											And it goes,
											""Do not be satisfied with stories,
that which has come before.
											Unfold your own myth.""
											And that is our challenge.
											Every single one of us,
no matter the categories we've inherited,
											we must unfold our own myth.
											And it won't be easy.
											We're constantly navigating,
rearranging, reinventing
											others' expectations
of ourselves every day.
											But every word we write
in the narrative of our own lives,
											we come closer to uncovering 
what's beneath our own masks,
											maybe even embracing that true misfit,
that true crazy one within.
											Oh, it'll be a fight, that's for sure.
											But that battle for your soul,
											for your authentic self,
											it's worth it, isn't it?
											It's bold; it's brave.
											In fact, I would say it's heroic.
											So now it's your turn.
											Tell me your story.
											Thank you.
											(Applause)
									","
											que es la naturaleza humana
seguir a las masas.
											Repetimos o creemos lo que 
la gente nos dice que creamos,
											sobre otros y sobre nosotros mismos.
											Entonces ¿por qué no contar historias 
que empoderen, tengan aspiraciones
											y nos desafíen a ser mejores?
											(Aplausos)
											Eso es exactamente lo que hacen 
las historias de superhéroes.
											La historia de los cómics
es sobre los inadaptados,
											sobre héroes poco convencionales,
											sobre la habilidad de crear grandeza 
donde alguna vez hubo duda.
											El sencillo Peter Parker,
											el tímido que es molestado
e incomprendido,
											es picado por una araña radioactiva
											que le da poderes extraordinarios
y responsabilidades extraordinarias.
											Aun así, su camino está lleno de villanos
que dudan de su determinación,
											que amenazan a sus seres queridos,
											que amenazan sus decisiones de vida.
											Y sin embargo, Spider-Man, siendo 
el héroe que es, siempre regresa,
											siempre le gana al tipo malo,
											y siempre consigue a la chica,
											o chicas, en el caso de Spider-Man.
											Mucho drama amoroso ahí.
											Por 75 años, Marvel ha estado contando
historias de marginados tras una máscara.
											Es a través de sus defectos y deseos que
conectamos con el corazón del personaje,
											para que cuando emerja como héroe,
tengamos una razón real para defenderlo
											porque comprendemos 
esas dificultades también, ¿o no?
											Y también queremos dejarlas atrás.
											Los héroes eligen luchar contra
lo injusto, proteger inocentes,
											para volver a inclinar 
la balanza hacia el lado del bien,
											no importa cuánto se sacrifiquen.
											Están dispuestos a morir por ello 
porque han decidido ser quienes son.
											Y lo defenderán a cualquier precio.
											Así que cuando esa niña se sentaba
prestando absoluta atención,
											todos esos años atrás, 
frente a su televisor,
											viendo los X-Men,
											no fue solo porque la habían llevado
a una aventura asombrosa.
											Es porque le dijeron que 
estaba bien ser diferente.
											De hecho, tenías que luchar por ello.
											Porque todos queremos 
ser héroes, ¿no es así?
											¿Y no sería genial si los héroes 
fueran como nosotros?
											¿Por qué un personaje como Kamala Khan
tiene la aceptación de tanta gente?
											Como el primer hombre araña
afroestadounidense latino, Miles Morales,
											Kamala Khan es mucho más
que un simple ícono de la cultura pop.
											Ella vino
											en respuesta al deseo subconsciente 
de la gente por sentirse representada,
											como esas chicas
musulmanas estadounidenses,
											afectas al tocino, bajitas
y 'nerds' como yo
											y como cualquier otra persona,
											independientemente de su género, 
sexualidad, raza, religión,
											que simplemente se sienten inadaptados.
											En la serie de Ms. Marvel,
											Kamala Khan es solo una chica
que trata de adaptarse.
											Está constantemente negociando
y renegociando quién es ella
											y todas las reglas que vienen con ello.
											¿A dónde pertenece ella?
											No tiene ni idea.
											Está aún tratando de encontrar
ese viaje hacia su auténtico yo.
											Pero todo lo que sabe
											es que no quiere estar limitada
por las etiquetas que se le imponen.
											En realidad, la historia de Kamala Khan
es la historia de todos,
											la de confrontar las etiquetas
que nos han asignado,
											darles forma y redefinirlas
											hasta descubrir quién eres realmente
y qué crees en verdad.
											Uno de mis lemas favoritos,
que de hecho tengo escrito
											en un papelito adhesivo 
sobre mi computadora,
											lo miro todos los días,
											y fue dicho por un poeta llamado Rumi.
											Y dice:
											""No te conformes con las historias
de cómo le han ido las cosas a los demás.
											Revela tu propio mito"".
											Y ese es nuestro desafío.
											Cada uno de nosotros, sin importar 
las categorías que hayamos heredado,
											debemos revelar nuestro propio mito.
											Y no será sencillo.
											Constantemente soportamos, 
reorganizamos, reinventamos
											las expectativas de los demás 
sobre nosotros mismos cada día.
											Pero con cada palabra que escribimos
en el relato de nuestras vidas,
											nos acercamos más a descubrir
qué hay debajo de nuestras máscaras,
											tal vez enorgulleciéndonos del auténtico 
inadaptado, ese loco en nuestro interior.
											Eso sí: será una lucha, seguro.
											Pero esa batalla por el alma,
											por el auténtico yo,
											vale la pena, ¿o no?
											Es audaz, es valiente.
											De hecho, diría que es heroico.
											Ahora es el turno de ustedes.
											Cuéntenme su historia.
											Gracias.
											(Aplausos)
									",The importance of diversity in the comic book universe,Sana Amanat,16:35,"art,design,culture,media"
