es,en,fr,de,title,speaker,duration,tags
"
","
","
","
","Sculpted space, within and without",Antony Gormley,15:56,"art,design,public spaces"
"
											Voy a hablarles de por qué me convertí en escultor,
											y puede que Uds. piensen:
											bueno, que tratan con conceptos abstractos, con objetos,
											con cuerpos,
											pero realmente creo que lo más importante para mí
											es crear espacio, y por eso he llamado a esta charla:
											Crear espacio.
											Espacio que existe dentro de nosotros,
											y sin nosotros.
									","
											I'm going to tell you about why I became a sculptor,
											and you may think that sculptors,
											well, they deal with meta, they deal with objects,
											they deal with bodies,
											but I think, really, what I care about most
											is making space, and that's what I've called this talk:
											Making Space.
											Space that exists within us,
											and without us.
									","
											Je vais vous raconter pourquoi je suis devenu sculpteur,
											et vous pensez peut-être que les sculpteurs,
											traitent de meta, ils traitent d'objets,
											ils traitent le corps,
											mais je pense, vraiment, que ce qui me tient le plus à coeur,
											c'est créer de l'espace, et c'est comme ça que j'ai intitulé cet exposé :
											Créer de l'espace.
											L'espace qui existe en nous,
											et sans nous.
									","
											Heute werde ich Ihnen erzählen, 
warum ich Bildhauer geworden bin.
											Vielleicht glauben Sie, dass Bildhauer
											sich nur mit Materie, mit Objekten
											oder mit Körpern befassen.
											Was mich aber am meisten beschäftigt,
											ist, Raum zu erschaffen.
Und so nenne ich diesen Vortrag:
											Raum erschaffen.
											Raum, der innerhalb und
											außerhalb von uns existiert.
									","Sculpted space, within and without",Antony Gormley,15:56,"art,design,public spaces"
"
","
","
","
","Sculpted space, within and without",Antony Gormley,15:56,"art,design,public spaces"
"
											Cuando era un niño,
											no sé cuántos de ustedes crecieron en los 50,
											pero me mandaban arriba obligado para que descansara. (Risas)
											Es una muy mala idea. Quiero decir, después del almuerzo
											y teniendo seis años lo que quieres hacer es subir a un árbol.
											Pero tenía que ir arriba, a este diminuto cuarto
											que en realidad estaba hecho en un viejo balcón,
											por lo que era increíblemente caluroso, pequeño e iluminado,
											y tenía que recostarme allí. Era ridículo.
											En todo caso, por alguna razón, me prometía
											que no me iba a mover,
											que iba a hacer lo que mamá
											quería que hiciera.
											Y allí estaba, tumbado en este pequeño espacio,
											caluroso, oscuro, claustrofóbico, del tamaño de una caja de cerillas, detrás de mis ojos.
											Pero fue realmente extraño: después de hacer esto
											durante días, semanas, meses, el espacio se hacía mayor
											y más oscuro y más frío
											hasta el punto en el que deseaba realmente la llegada de esa media hora
											de inmovilidad forzada y descanso,
											y deseaba realmente ir a ese lugar
											de oscuridad.
									","
											So, when I was a child,
											I don't know how many of you grew up in the '50s,
											but I was sent upstairs for an enforced rest. (Laughter)
											It's a really bad idea. I mean, after lunch, you're, you know,
											you're six, and you want to go and climb a tree.
											But I had to go upstairs, this tiny little room
											that was actually made out of an old balcony,
											so it was incredibly hot, small and light,
											and I had to lie there. It was ridiculous.
											But anyway, for some reason, I promised myself
											that I wasn't going to move,
											that I was going to do this thing that Mummy
											wanted me to do.
											And there I was, lying there in this tiny space,
											hot, dark, claustrophobic, matchbox-sized, behind my eyes,
											but it was really weird, like, after this went on
											for days, weeks, months, that space would get bigger
											and darker and cooler
											until I really looked forward to that half an hour
											of enforced immobility and rest,
											and I really looked forward to going to that place
											of darkness.
									","
											Lorsque j'étais enfant,
											je ne sais pas combien d'entre vous ont grandi dans les années 50,
											mais on m'envoyait dans ma chambre pour un repos forcé. (Rires)
											C'est une très mauvaise idée. Je veux dire, après le déjeuner, vous le savez,
											vous avez 6 ans, et vous voulez aller grimper à un arbre.
											Mais je devais aller dans ma chambre, cette pièce minuscule
											qui était en réalité un vieux balcon,
											incroyablement chaude, petite et lumineuse,
											et je devais me coucher là. C'était ridicule.
											Mais bon, pour une raison quelconque, je me suis promis
											que je ne bougerais pas,
											que j'allais faire ce truc que maman
											voulait que je fasse.
											Et j'étais là, allongé dans cet espace minuscule,
											chaud, sombre, claustrophobe, grand comme une boîte d'allumettes, derrière mes yeux,
											mais c'était vraiment bizarre, après avoir fait ça
											pendant des jours, des semaines, des mois, cet espace devenait plus grand,
											plus sombre et plus frais
											jusqu'à ce que je sois vraiment impatient d'avoir cette demi heure
											d'immobilité et de repos forcé
											et j'étais vraiment impatient d'aller dans ce lieu
											d'obscurité.
									","
											Als ich ein Kind war,
											– ich weiß nicht, wie viele von Ihnen 
in den 50ern aufgewachsen sind –
											wurde ich für eine Zwangspause
nach oben geschickt. (Gelächter)
											Das ist wirklich eine schlechte Idee.
Mit sechs Jahren will man nach dem Essen
											nach draußen gehen und 
auf einen Baum klettern.
											Aber ich musste hoch gehen,
in dieses winzig kleine Zimmer,
											das eigentlich aus einem 
alten Balkon bestand.
											Darum war es unglaublich 
heiß, klein und hell
											und ich musste da liegen. 
Es war lächerlich.
											Aber aus irgendeinem Grund
hatte ich mir geschworen,
											dass ich mich nicht 
bewegen würde,
											dass ich tun würde, 
was meine Mama
											von mir wollte.
											Und so lag ich in 
dem winzigen Raum,
											heiß, dunkel, klaustrophobisch, 
sehr klein hinter meinen Augen,
											aber es war wirklich komisch, denn, 
nachdem das so weiter ging,
											für Tage, Wochen, Monate, 
wurde dieser Raum immer größer
											und dunkler und kühler,
											bis ich mich richtig auf 
diese halbe Stunde
											der erzwungenen Reglosigkeit 
und Erholung gefreut habe
											und ich habe mich richtig 
darauf gefreut, an diesen Ort
											der Dunkelheit zu gehen.
									","Sculpted space, within and without",Antony Gormley,15:56,"art,design,public spaces"
"
","
","
","
","Sculpted space, within and without",Antony Gormley,15:56,"art,design,public spaces"
"
											¿Les importa si hacemos algo completamente diferente?
											¿Podemos cerrar los ojos todos durante un minuto?
											No va a ser nada raro.
											No es nada de culto. (Risas)
											Simplemente me gustaría que fuéramos todos allí.
											Así que voy a hacerlo también. Todos estaremos juntos.
									","
											Do you mind if we do something completely different?
											Can we all just close our eyes for a minute?
											Now, this isn't going to be freaky.
											It isn't some cultic thing. (Laughter)
											It's just, it's just, I just would like us all to go there.
											So I'm going to do it too. We'll all be there together.
									","
											Ça vous embête si nous faisons quelque chose de complètement différent ?
											Pouvons-nous tous simplement fermer les yeux pendant une minute ?
											Ça ne sera pas bizarre.
											Ce n'est pas quelque chose de sectaire. (Rires)
											Je voudrais juste que nous y allions tous.
											Je vais donc le faire aussi. Nous allons tous y aller ensemble.
									","
											Würde es Ihnen etwas ausmachen, 
etwas ganz anderes zu machen?
											Können wir alle unsere Augen
für eine Minute schließen?
											Das wird jetzt nichts Abgefahrenes.
											Es ist auch nicht so ein 
kultisches Ding. (Gelächter)
											Ich möchte nur, dass wir 
uns alle dorthin begeben.
											Deswegen werde ich es auch tun. 
Wir werden dort alle zusammen sein.
									","Sculpted space, within and without",Antony Gormley,15:56,"art,design,public spaces"
"
","
","
","
","Sculpted space, within and without",Antony Gormley,15:56,"art,design,public spaces"
"
											Así que cierren sus ojos durante un minuto.
											Aquí estamos, en un espacio,
											el espacio subjetivo, colectivo de la oscuridad del cuerpo.
											Creo que este es el lugar de la imaginación,
											de potencial,
											pero ¿cuáles son sus cualidades?
											Carece de objetos. No hay nada en él.
											Es adimensional. Es ilimitado.
											Es interminable.
									","
											So close your eyes for a minute.
											Here we are, in a space,
											the subjective, collective space of the darkness of the body.
											I think of this as the place of imagination,
											of potential,
											but what are its qualities?
											It is objectless. There are no things in it.
											It is dimensionless. It is limitless.
											It is endless.
									","
											Alors fermez les yeux pendant une minute.
											Nous sommes ici, dans un espace,
											l'espace subjectif et collectif de l'obscurité du corps.
											Je le vois comme le lieu de l'imagination,
											du potentiel,
											mais quelles sont ses qualités ?
											Il est sans objet. Il ne contient rien.
											Il est sans dimension. Il est sans limite.
											Il est sans fin.
									","
											Also, schließen Sie Ihre
Augen für eine Minute.
											Hier sind wir, in einem Raum,
											dem subjektiven, kollektiven Raum 
der Dunkelheit des Körpers.
											Ich halte das für einen 
Ort der Imagination,
											des Potentials,
											aber was sind seine Eigenschaften?
											Er íst objektlos. 
Dort gibt es keine Dinge.
											Er ist dimensionslos. 
Er ist grenzenlos.
											Er ist endlos.
									","Sculpted space, within and without",Antony Gormley,15:56,"art,design,public spaces"
"
","
","
","
","Sculpted space, within and without",Antony Gormley,15:56,"art,design,public spaces"
"
											Bien, abran los ojos.
									","
											Okay, open your eyes.
									","
											Bon, ouvrez vos yeux.
									","
											Okay, öffnen Sie Ihre Augen.
									","Sculpted space, within and without",Antony Gormley,15:56,"art,design,public spaces"
