en,tr,pt,title,speaker,duration,tags
"
","
","
","How I climbed a 3,000-foot vertical cliff — without ropes",Alex Honnold,11:49,"nature,adventure,exploration,storytelling,personal growth,extreme sports"
"
											Hello. I'd like to show you guys
30 seconds of the best day of my life.
									","
											Selam. Size hayatımın en güzel gününden
30 saniye göstermek istiyorum.
									","
											Olá, quero mostrar-vos 30 segundos
do dia mais feliz da minha vida.
									","How I climbed a 3,000-foot vertical cliff — without ropes",Alex Honnold,11:49,"nature,adventure,exploration,storytelling,personal growth,extreme sports"
"
","
","
","How I climbed a 3,000-foot vertical cliff — without ropes",Alex Honnold,11:49,"nature,adventure,exploration,storytelling,personal growth,extreme sports"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","How I climbed a 3,000-foot vertical cliff — without ropes",Alex Honnold,11:49,"nature,adventure,exploration,storytelling,personal growth,extreme sports"
"
","
","
","How I climbed a 3,000-foot vertical cliff — without ropes",Alex Honnold,11:49,"nature,adventure,exploration,storytelling,personal growth,extreme sports"
"
											So that was El Capitan
in California's Yosemite National Park,
											and in case you couldn't tell,
											I was climbing by myself without a rope,
											a style of a climbing
known as free soloing.
											That was the culmination
of a nearly decade-long dream,
											and in the video I'm over
2,500 feet off the ground.
											Seems scary? Yeah, it is,
											which is why I spent so many years
dreaming about soloing El Cap
											and not actually doing it.
											But on the day that that video was taken,
											it didn't feel scary at all.
											It felt as comfortable and natural
as a walk in the park,
											which is what most folks
were doing in Yosemite that day.
									","
											Kaliforniya'da Yosemite Park'taki
El Capitan kayalığı
											ve eğer fark etmediyseniz
											tamamen kendi başıma ipsiz tırmanıyordum.
											Bu tırmanış şekline serbest solo diyoruz.
											Neredeyse on yıllık bir hayalin ürünü bu
											ve gördüğünüz videoda yerden
tam 762 metre yüksekteyim.
											Korkutucu mu? Evet öyle,
											bu yüzden bu kayalığa
tırmanmanın hayaliyle
											o kadar yıl geçirdim.
											Bu videonun çekildiği gün ise...
											hiç de korkunç görünmedi.
											Parkta yürüyüş yapar gibi
rahat ve doğal bir histi,
											Yosemite Park'ta da
insanların yaptığı genellikle bu.
									","
											Isto foi o El Capitan no Parque Nacional
Yosemite na Califórnia,
											e caso não tenham reparado,
											eu estava a escalar sozinho e sem corda,
											um estilo de escalada
conhecido por escalada livre.
											Foi o culminar de um sonho 
de quase uma década
											e no vídeo, estou a mais
de 760 metros do chão.
											Parece assustador, não é?
Sim, é mesmo.
											Por isso é que passei anos
a sonhar em escalar o El Cap
											sem me atrever a fazê-lo.
											Mas no dia em que
aquele vídeo foi filmado,
											não senti medo nenhum.
											Foi tão confortável e natural 
como passear por um parque,
											algo que as pessoas estavam
a fazer no Yosemite naquele dia.
									","How I climbed a 3,000-foot vertical cliff — without ropes",Alex Honnold,11:49,"nature,adventure,exploration,storytelling,personal growth,extreme sports"
"
","
","
","How I climbed a 3,000-foot vertical cliff — without ropes",Alex Honnold,11:49,"nature,adventure,exploration,storytelling,personal growth,extreme sports"
"
											Today I'd like to talk about
how I was able to feel so comfortable
											and how I overcame my fear.
											I'll start with a very brief version
of how I became a climber,
											and then tell the story
of my two most significant free solos.
											They were both successful,
which is why I'm here.
									","
											Bugün nasıl bu kadar rahat hissettiğimi
											ve korkumu nasıl yendiğimi
anlatmak istiyorum.
											Nasıl dağcı olduğumu kısaca
açıklayarak başlayacağım
											sonra da en önemli iki solo
tırmanışımın hikâyesi var.
											İkisi de başarılıydı,
zaten bu yüzden buradayım.
									","
											Hoje gostava de falar sobre
como me senti tão confortável
											e como ultrapassei o medo.
											Começarei por contar
como me tornei alpinista
											e a história das duas escaladas
mais importantes para mim.
											Ambas foram um sucesso,
por isso é que aqui estou.
									","How I climbed a 3,000-foot vertical cliff — without ropes",Alex Honnold,11:49,"nature,adventure,exploration,storytelling,personal growth,extreme sports"
"
","
","
","How I climbed a 3,000-foot vertical cliff — without ropes",Alex Honnold,11:49,"nature,adventure,exploration,storytelling,personal growth,extreme sports"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risos)
									","How I climbed a 3,000-foot vertical cliff — without ropes",Alex Honnold,11:49,"nature,adventure,exploration,storytelling,personal growth,extreme sports"
"
","
","
","How I climbed a 3,000-foot vertical cliff — without ropes",Alex Honnold,11:49,"nature,adventure,exploration,storytelling,personal growth,extreme sports"
