en,es,tr,pt,title,speaker,duration,tags
"
","
","
","
",The discoveries awaiting us in the ocean's twilight zone,Heidi M. Sosik,10:01,"animals,biosphere,biodiversity,biology,chemistry,climate change,environment,future,nature,oceans,science,water,marine biology,Audacious Project"
"
											I bet all of you are familiar
with this view of the ocean,
											but the thing is,
											most of the ocean looks nothing like this.
											Below the sunlit surface waters,
											there's an otherworldly realm
											known as the twilight zone.
											At 200 to 1,000 meters below the surface,
											sunlight is barely a glimmer.
											Tiny particles swirl down
through the darkness
											while flashes of bioluminescence
											give us a clue that
these waters teem with life:
											microbes, plankton, fish.
											Everything that lives here
has amazing adaptations
											for the challenges
of such an extreme environment.
											These animals help support
top predators such as whales, tuna,
											swordfish and sharks.
											There could be 10 times
more fish biomass here
											than previously thought.
											In fact, maybe more
than all the rest of the ocean combined.
											There are countless
undiscovered species in deep waters,
											and life in the twilight zone
is intertwined with earth's climate.
									","
											Apuesto a que están familiarizados 
con esta vista del océano,
											pero ocurre que
											la mayor parte del océano 
no se parece en nada a esto.
											Bajo las aguas superficiales 
iluminadas por el sol,
											hay un reino de otro mundo
											conocido como la zona crepuscular.
											Entre los 200 y los 1000 metros 
debajo de la superficie,
											la luz solar es apenas un rayo.
											Diminutas partículas 
se arremolinan en la oscuridad
											mientras destellos de bioluminiscencia
											nos dan una pista de que 
estas aguas están colmadas de vida:
											microbios, plancton, peces.
											Todo lo que vive aquí 
tiene adaptaciones increíbles
											para los desafíos 
de un entorno tan extremo.
											Estos animales apoyan a depredadores 
superiores como las ballenas, el atún,
											el pez espada y el tiburón.
											Podría haber 10 veces más 
biomasa de peces aquí
											de lo que se pensaba.
											De hecho, quizás más que en todo 
el resto del océano combinado.
											Hay un sinnúmero de especies 
no descubiertas en aguas profundas,
											y la vida en la zona crepuscular 
se entrelaza con el clima terrestre.
									","
											Bu okyanus manzarasına
aşina olduğunuzdan eminim,
											fakat bilmelisiniz ki
											okyanusun büyük bölümü
buna hiç benzemiyor.
											Güneşin aydınlattığı yüzeyin altında,
											alacakaranlık bölge dediğimiz
											bambaşka bir dünya var.
											Yüzeyin 200 ile 1.000 metre altında
											güneş ışığı zar zor parıldıyor.
											Çok küçük partiküller
karanlığın arasında dönerken
											biyoluminesans ışıkları
											suyun bu kısmında hayata dair
neler olduğu hakkında bize ipucu veriyor:
											Mikroplar, planktonlar ve balıklar.
											Bu kısımda yaşayan her şey
böylesi uç noktada bir ortamdaki
											zorluklara ilişkin
inanılmaz adaptasyon geçirmişler.
											Bu hayvanlar balina, ton balığı,
kılıç balığı ve yılan balığı gibi
											başlıca avcıları da destekliyorlar.
											Burada daha önce düşünülenden
tam on kat daha fazla
											biyolojik kütle var.
											Hatta belki de okyanusun kalan kısmındaki
tüm canlıların toplamından daha fazla.
											Okyanusun derinliklerinde
keşfedilmemiş sayısız tür var
											ve alacakaranlık bölgesindeki hayat
Dünya iklimiyle iç içe geçmiş durumda.
									","
											Aposto que todos conhecem
esta imagem do oceano
											mas o que acontece
											é que a maior parte do oceano
não tem este aspeto.
											Por baixo das águas superficiais
iluminadas pelo sol,
											há um reino sobrenatural
conhecido por ""zona intermédia"".
											Entre 200 a 1000 metros
abaixo da superfície,
											só há um vislumbre da luz do sol.
											Pequenas partículas rodopiam
através da escuridão
											enquanto faíscas de bioluminescência
											nos dão uma ideia de que
estas águas fervilham de vida:
											micróbios, plâncton, peixes.
											Tudo o que vive aqui 
tem adaptações espantosas
											para os desafios
deste ambiente tão radical.
											Estes animais ajudam a sustentar
os predadores de topo, como a baleia,
											o atum, o espadarte e o tubarão.
											Pode haver aqui uma biomassa de peixes
											dez vezes superior ao que se julgava.
											Na verdade, pode haver mais
do que em todo o resto do oceano junto.
											Há inúmeras espécies por descobrir
nas águas profundas
											e a vida na zona crepuscular
está interligada com o clima da Terra.
									",The discoveries awaiting us in the ocean's twilight zone,Heidi M. Sosik,10:01,"animals,biosphere,biodiversity,biology,chemistry,climate change,environment,future,nature,oceans,science,water,marine biology,Audacious Project"
"
","
","
","
",The discoveries awaiting us in the ocean's twilight zone,Heidi M. Sosik,10:01,"animals,biosphere,biodiversity,biology,chemistry,climate change,environment,future,nature,oceans,science,water,marine biology,Audacious Project"
"
											Yet the twilight zone
is virtually unexplored.
											There are so many things
we still don't know about it.
									","
											Sin embargo, la zona crepuscular 
está prácticamente inexplorada.
											Hay muchas cosas que todavía 
no sabemos al respecto.
									","
											Ancak alacakaranlık bölgesi
neredeyse araştırılmıyor.
											Hâlâ hakkında bilmediğimiz
pek çok şey var.
									","
											Mas a zona crepuscular
está praticamente inexplorada.
											Há tantas coisas
que ainda não conhecemos.
									",The discoveries awaiting us in the ocean's twilight zone,Heidi M. Sosik,10:01,"animals,biosphere,biodiversity,biology,chemistry,climate change,environment,future,nature,oceans,science,water,marine biology,Audacious Project"
"
","
","
","
",The discoveries awaiting us in the ocean's twilight zone,Heidi M. Sosik,10:01,"animals,biosphere,biodiversity,biology,chemistry,climate change,environment,future,nature,oceans,science,water,marine biology,Audacious Project"
"
											I think we can change that.
											I was drawn to oceanography
by just this kind of challenge.
											To me it represents
the perfect intersection
											of science, technology and the unknown,
											the spark for so many breakthrough
discoveries about life on our planet.
									","
											Pienso que podemos cambiar eso.
											Precisamente por este desafío
fue que me atrajo la oceanografía.
											Para mí representa 
la intersección perfecta
											de ciencia, tecnología y lo desconocido;
											la chispa de tantos descubrimientos
sobre la vida en nuestro planeta.
									","
											Bence bunu değiştirebiliriz.
											Yalnızca bu tür bir iddiayla
kendimi okyanus biliminin içinde buldum.
											Bence bilim, teknoloji ve bilinmeyeni
											gezegenimizdeki hayata dair
											çığır açacak keşiflerin ilk adımını
ortak noktada buluşturuyor.
									","
											Penso que podemos mudar isso.
											Fui atraída pela oceanografia
exatamente por este tipo de problemas.
											Para mim, isso representa
a perfeita intersecção
											entre a ciência, a tecnologia
e o desconhecido,
											a faísca para tantas descobertas
revolucionárias sobre a vida no planeta.
									",The discoveries awaiting us in the ocean's twilight zone,Heidi M. Sosik,10:01,"animals,biosphere,biodiversity,biology,chemistry,climate change,environment,future,nature,oceans,science,water,marine biology,Audacious Project"
"
","
","
","
",The discoveries awaiting us in the ocean's twilight zone,Heidi M. Sosik,10:01,"animals,biosphere,biodiversity,biology,chemistry,climate change,environment,future,nature,oceans,science,water,marine biology,Audacious Project"
"
											As a college student,
											I went on an expedition
across the Atlantic
											with a team of scientists
using a high-powered laser
											to measure microscopic algae.
											The wild thing that happened on that trip
											is that we discovered what everyone
who looked before had completely missed:
											photosynthetic cells
smaller than anyone thought possible.
											We now know those tiny cells
are the most abundant
											photosynthetic organisms on earth.
											This amazing discovery happened
because we used new technology
											to see life in the ocean in a new way.
											I am convinced that the discoveries
awaiting us in the twilight zone
											will be just as breathtaking.
									","
											Como estudiante universitaria,
											hice una expedición 
al otro lado del Atlántico
											con un equipo de científicos que 
usaban un láser de alta potencia
											para medir algas microscópicas.
											En ese viaje descubrimos algo
											que todos anteriormente 
habían pasado por alto:
											células fotosintéticas más pequeñas 
de lo que nadie pensó posible.
											Ahora sabemos que esas pequeñas células
											son los organismos fotosintéticos 
más abundantes del planeta.
											Este descubrimiento asombroso fue posible
porque usamos nueva tecnología
											para ver la vida en el océano 
de una nueva manera.
											Estoy segura de que los descubrimientos 
que nos esperan en la zona crepuscular
											serán igualmente impresionantes.
									","
											Üniversite öğrencisiyken
											bilim insanlarından oluşan bir ekiple
											çok güçlü lazerler yardımıyla
mikroskopik algleri ölçmek için
											Atlantik Okyanusu'nu keşfe çıktım.
											Bu yolculukta yaşadığım inanılmaz şey,
											inceleme yapan herkesin gözünden kaçan
bir şeyi keşfetmiş olmamız:
											Herkesin sandığından 
daha küçük fotosentetik hücreler.
											Bu küçük hücrelerin artık
Dünya'da en çok bulunan
											fotosentetik organizmalar
olduğunu biliyoruz.
											Bu harika keşfin gerçekleşme sebebi
okyanustaki yaşamı farklı bir açıdan
											inceleyebilmek için 
teknolojiyi kullanmamız.
											Alacakaranlık bölgesinde
bizi bekleyen bu keşiflerin de
											nefes kesici olacağından şüphem yok.
									","
											Enquanto estudante universitária,
											fui numa expedição ao Atlântico,
											com uma equipa de cientistas,
											e com um laser de alta potência,
para medir algas microscópicas.
											Nessa viagem aconteceu uma coisa estranha.
											Descobrimos que todos os que tinham
investigado anteriormente
											tinham ignorado totalmente
células tão pequenas que ninguém conhecia.
											Sabemos hoje que essas células minúsculas
											são os organismos fotossintéticos
mais abundantes do planeta.
											Esta descoberta espantosa foi possível
porque usámos uma nova tecnologia
											para ver a vida no oceano
sob uma nova forma.
											Estou convencida que as descobertas
que nos aguardam na zona crepuscular
											serão igualmente revolucionárias.
									",The discoveries awaiting us in the ocean's twilight zone,Heidi M. Sosik,10:01,"animals,biosphere,biodiversity,biology,chemistry,climate change,environment,future,nature,oceans,science,water,marine biology,Audacious Project"
"
","
","
","
",The discoveries awaiting us in the ocean's twilight zone,Heidi M. Sosik,10:01,"animals,biosphere,biodiversity,biology,chemistry,climate change,environment,future,nature,oceans,science,water,marine biology,Audacious Project"
"
											We know so little about the twilight zone
because it's difficult to study.
											It's exceedingly large,
											spanning from the Arctic
to the Southern Ocean
											and around the globe.
											It's different from place to place.
											It changes quickly
as the water and animals move.
											And it's deep and dark and cold,
and the pressures there are enormous.
									","
											Sabemos muy poco de la zona crepuscular 
porque es difícil de estudiar.
											Es excesivamente grande,
											va desde el Ártico
hasta el océano Antártico
											y alrededor del mundo.
											Es diferente de un lugar a otro.
											Cambia rápidamente conforme 
se mueven el agua y los animales.
											Y es profunda, oscura y fría, 
y las presiones allí son enormes.
									","
											Alacakaranlık bölgesi hakkında çok az şey
biliyoruz, çünkü çalışılması zor bir alan.
											İnanılmaz derecede büyük,
											Arktik'lerden Güney Okyanusu‘na
											tüm Dünya boyunca uzanıyor.
											Bölgeden bölgeye farklılık gösteriyor.
											Su ve hayvanlar hareket ettikçe
değişiklik oluyor.
											Derin, karanlık ve soğuk,
ayrıca basınç aşırı yüksek.
									","
											Sabemos muito pouco
sobre a zona crepuscular
											porque é difícil de estudar.
											É extremamente grande,
											estende-se desde o Ártico
ao oceano do sul e por todo o globo.
											É diferente de local para local.
											Muda rapidamente, à medida que
a água e os animais se movimentam.
											É profundo, escuro e frio
e as pressões são enormes.
									",The discoveries awaiting us in the ocean's twilight zone,Heidi M. Sosik,10:01,"animals,biosphere,biodiversity,biology,chemistry,climate change,environment,future,nature,oceans,science,water,marine biology,Audacious Project"
"
","
","
","
",The discoveries awaiting us in the ocean's twilight zone,Heidi M. Sosik,10:01,"animals,biosphere,biodiversity,biology,chemistry,climate change,environment,future,nature,oceans,science,water,marine biology,Audacious Project"
