en,pt,tr,title,speaker,duration,tags
"
","
","
",From slave to rebel gladiator: The life of Spartacus,Fiona Radford,5:03,"animation,TED-Ed,war,history,ancient world,Slavery"
"
											As the warrior slept,
											a snake coiled around his face.
											Instead of a threat, his wife saw an omen–
											a fearsome power that would lead
her husband to either glory or doom.
											For now, however, he was only a slave –
											one of millions taken from the territories
											conquered by Rome to work the mines,
											till the fields,
											or fight for the crowd’s entertainment.
											A nomadic Thracian from 
what is now Bulgaria,
											he had served in the Roman Army 
but was imprisoned for desertion.
											His name was Spartacus.
									","
											Enquanto o guerreiro dormia,
											uma cobra enrolou-se na cara dele.
											Em vez duma ameaça, a mulher dele
considerou aquilo um bom presságio
											— um poder temível que levaria
o marido à glória ou à perdição.
											Mas, para já, ele não passava
de um escravo
											— um entre milhões
capturados nos territórios
											conquistados por Roma
para trabalhar nas minas,
											trabalhar nos campos
											ou lutar para entretenimento da multidão.
											Um trácio nómada do que é hoje a Bulgária,
											tinha prestado serviço no exército romano
mas fora preso por deserção.
											Chamava-se Espártaco.
									","
											Savaşçı uyurken
											yüzüne bir yılan çöreklendi
											ama karısı bunu bir işaret olarak gördü-
											korkutucu bir güç kocasını ya zafere 
ya da felakete götürecekti.
											Fakat şimdilik sadece bir köle -
											madenlerde çalışması,
toprağı sürmesi veya
											kalabalıkları eğlendirme amacıyla
dövüşmesi için
											Roma'nın fethettiği
											topraklardan getirilen milyonlardan biri.
											Şimdiki Bulgaristan'dan
Trakyalı bir göçebeydi,
											Roma Ordusunda askerdi
ama firar ettiği için hapse atılmıştı.
											Adı Spartaküs'tü.
									",From slave to rebel gladiator: The life of Spartacus,Fiona Radford,5:03,"animation,TED-Ed,war,history,ancient world,Slavery"
"
","
","
",From slave to rebel gladiator: The life of Spartacus,Fiona Radford,5:03,"animation,TED-Ed,war,history,ancient world,Slavery"
"
											Spartacus had been brought to Capua 
by Batiatus, a lanista,
											or trainer of gladiators.
											And life at the ludus, or gladiator 
school, was unforgiving.
											New recruits were forced to swear an oath
											“to be burned, to be bound, to be beaten, 
and to be killed by the sword,”
											and to obey their master’s will 
without question.
											But even harsh discipline couldn’t 
break Spartacus’s spirit.
											In 73 BCE, Spartacus led 73 other slaves
											to seize knives and skewers from the 
kitchen and fight their way out,
											hijacking a wagon of gladiator equipment 
along the way.
											They were done fighting for others–
											now, they fought for their freedom.
									","
											Espártaco tinha sido levado
para Cápua por Batiato, um ""lanista"",
											ou seja, um treinador de gladiadores.
											A vida no ""ludus"", ou seja, 
a escola de gladiadores, era implacável.
											Os novos recrutas eram obrigados
a prestar o juramento
											de ""ser queimado, ser atado,
ser espancado e ser morto pela espada""
											e obedecer à vontade do seu dono,
sem questionar.
											Mas mesmo esta disciplina rígida
não quebrou o espírito de Espártaco.
											Em 73 a.C., Espártaco liderou
73 outros escravos
											a apoderarem-se de facas e espetos
de cozinha e a lutar para fugirem,
											apoderando-se de um vagão
de armamento de gladiadores, pelo caminho.
											Estavam fartos de lutar por outros
											— agora, lutavam pela sua liberdade.
									","
											Spartaküs'ü Capua şehrine
bir lanista yani gladyatör eğitmeni olan
											Batias getirmişti.
											Ludus, yani gladyatör okulunda
hayat çok acımasızdı.
											Acemiler şu yemini etmek zorundaydı,
											""Yanacağıma, bağlanacağıma, dövüleceğime
ve kılıçla öldürüleceğime ant içerim.""
											Sahiplerine kayıtsız şartsız
itaat etmeleri istenirdi.
											Fakat bu acımasız disiplin bile
Spartaküs'ün ruhunu esir alamamıştı.
											MÖ 73 yılında, Spartaküs
yanındaki 73 köleyle birlikte
											mutfaktan bıçak ve şişler alıp
çarpışarak kaçmayı başardı
											ve yolda bir araba dolusu
gladyatör teçhizatı ele geçirdiler.
											Başkaları için savaşmaktan bıkmışlardı
											ve artık kendi hürriyetleri
için savaşıyorlardı.
									",From slave to rebel gladiator: The life of Spartacus,Fiona Radford,5:03,"animation,TED-Ed,war,history,ancient world,Slavery"
"
","
","
",From slave to rebel gladiator: The life of Spartacus,Fiona Radford,5:03,"animation,TED-Ed,war,history,ancient world,Slavery"
"
											When the news reached Rome,
											the Senate was too busy with wars in 
Spain and the Pontic Empire
											to worry about some unruly slaves.
											Unconcerned, praetor Claudius Glaber took 
an army of three thousand men
											to the rebel’s refuge at Mount Vesuvius,
											and blocked off the only passage 
up the mountain.
											All that remained was to wait and 
starve them out–
											or so he thought.
											In the dead of night,
											the rebels lowered themselves down the 
cliffside on ropes made from vines,
											and flanked Glaber’s unguarded camp.
											Thus began the legend of Rome’s 
defiant gladiator.
									","
											Quando as notícias chegaram a Roma,
											o Senado estava ocupado com as guerras
em Espanha e no Reino do Ponto
											para se preocupar
com uns escravos rebeldes.
											Despreocupado, o pretor Cláudio Glabro
chefiou um exército de 3000 homens
											até ao refúgio dos rebeldes
no Monte Vesúvio
											e bloqueou a única passagem
para a montanha.
											Bastava-lhe esperar
que eles morressem de fome,
											pelo menos, era o que pensava.
											Pela calada da noite,
											os rebeldes desceram a escarpa
com cordas feitas de lianas,
											e cercaram o acampamento
de Glabro, sem guarda.
											Assim começou a lenda do gladiador
que desafiou Roma.
									","
											Haber Roma'ya ulaştığında
											Senato, İspanya ve Pontus İmparatorluğu
ile yapılan savaşlarla meşgüldü
											ve birkaç asi köleyi 
düşünecek hâlde değildi.
											Durumu çok önemsemeyen vali
Cladius Glaber üç bin kişilik bir orduyla
											isyancıların sığındığı
Vezüv Dağı'na doğru yürüdü
											ve dağın tek geçidini kapattı.
											Orada bekleyecek ve isyancılar 
açlıktan ölecekti
											veya o öyle sanıyordu.
											Bir gece yarısı,
											isyancılar asma dallarından yapılma
sarmaşıklarla uçurumdan aşağı indiler
											ve Glaber'in korumasız karargâhını
iki yandan kuşattılar
											ve böylece Roma gladyatör isyanı 
efsanesi başladı.
									",From slave to rebel gladiator: The life of Spartacus,Fiona Radford,5:03,"animation,TED-Ed,war,history,ancient world,Slavery"
"
","
","
",From slave to rebel gladiator: The life of Spartacus,Fiona Radford,5:03,"animation,TED-Ed,war,history,ancient world,Slavery"
"
											As news of the rebellion spread,
											its ranks swelled with escaped slaves,
											deserting soldiers, and hungry peasants.
											Many were untrained,
											but Spartacus’s clever tactics 
transformed them
											into an effective guerrilla force.
											A second Roman expedition led by praetor
Varinius,
											was ambushed while the officer bathed.
											To elude the remaining Roman forces,
											the rebels used their enemy’s corpses as
decoy guards,
											stealing Varinius’s own horse 
to aid their escape.
									","
											Quando se espalharam
as notícias da rebelião,
											as suas fileiras engrossaram
com escravos fugitivos,
											soldados desertores
e camponeses esfomeados.
											Muitos deles não tinham qualquer treino
											mas as inteligentes táticas de Espártaco
											transformaram-nos
numa força de guerrilha eficaz.
											Uma segunda expedição romana
liderada pelo pretor Varínio
											foi emboscada quando o oficial
tomava banho.
											Para escapar às restantes forças romanas,
											os rebeldes usaram os cadáveres do inimigo
para atrair os guardas,
											roubando o próprio cavalo de Varínio
para facilitar a sua fuga.
									","
											İsyan haberi yayılmaya başlayınca
											kaçak köleler, firari askerler 
ve aç köylüler
											onlara katıldı ve sayıları arttı.
											Çoğunun askeri eğitimi yoktu
											fakat Spartaküs'ün zekice taktikleri ile
											etkili bir gerilla gücüne dönüştüler.
											Roma'nın ikinci askeri seferine
vali Varinius komuta etti
											ama subaylar banyo yaparken
pusuya düşürüldüler.
											Arta kalan Roma kuvvetlerini
saf dışı etmek için
											isyancılar düşman cesetlerini
sahte hedef olarak kullandılar
											ve Varinius'un atını bile
çalıp kaçtılar.
									",From slave to rebel gladiator: The life of Spartacus,Fiona Radford,5:03,"animation,TED-Ed,war,history,ancient world,Slavery"
"
","
","
",From slave to rebel gladiator: The life of Spartacus,Fiona Radford,5:03,"animation,TED-Ed,war,history,ancient world,Slavery"
"
											Thanks to his inspiring victories 
and policy of distributing spoils equally,
											Spartacus continued attracting followers,
											and gained control of villages
											where new weapons could be forged.
											The Romans soon realized they were 
no longer facing ragtag fugitives,
											and in the spring of 72 BCE,
											the Senate retaliated with 
the full force of two legions.
											The rebels left victorious,
											but many lives were lost in the battle,
											including Spartacus’ lieutenant Crixus.
											To honor him, 
Spartacus held funeral games,
											forcing his Roman prisoners to play the 
role his fellow rebels had once endured.
									","
											Graças às suas vitórias inspiradoras
											e à política de distribuir
o espólio equitativamente,
											Espártaco continuou a atrair seguidores,
											e conseguiu o controlo de aldeias,
											onde eram forjadas novas armas.
											Os romanos depressa perceberam
											que já não enfrentavam
fugitivos maltrapilhos
											e, na primavera de 72 a.C.,
											o Senado retaliou com uma força
de duas legiões.
											Os rebeldes saíram vitoriosos,
											mas perderam-se muitas vidas na batalha,
											incluindo Criso, o tenente de Espártaco.
											Em honra dele, Espártaco
realizou jogos fúnebres,
											forçando os prisioneiros romanos
a desempenhar o papel
											que os seus camaradas rebeldes
tinham sido obrigados a fazer,
									","
											Bu heyecan veren zaferler ve 
eşit ganimet paylaşımı sayesinde
											Spartaküs daha fazla kişiyi kendine çekti
											ve silah üretimi yapılabilecek
											bazı köylerin kontrolünü ele geçirdi.
											Romalılar çok geçmeden karşılarındakinin
firari çapulcu takımı olmadığını anladı
											ve MÖ 72 yılının baharında
											Sanato tam teşekküllü
iki lejyonla karşılık verdi.
											Zafer yine isyancıların olmuştu
											fakat ağır kayıplar verdiler
											ve Spartaküs'ün sağ kolu Crixus'da öldü.
											Spartaküs onu onurlandırmak
için bir cenaze töreni düzenledi
											ve Romalı esirleri bir zamanlar
onlara yaptıklarını yapmaya zorladı.
									",From slave to rebel gladiator: The life of Spartacus,Fiona Radford,5:03,"animation,TED-Ed,war,history,ancient world,Slavery"
