en,es,pt,fr,title,speaker,duration,tags
"
","
","
","
",Ink made of air pollution,Anirudh Sharma,8:24,"pollution,science,technology,design,environment,art,invention,Anthropocene"
"
											Every year, more than four
to five million people die
											due to exposure to outdoor air pollution
											around the world.
											This petri dish that you are looking at
											contains approximately
20 minutes' worth of pollution
											captured off a pyrolysis plant.
											This is PM 2.5.
											These particles —
you can see it right now,
											but when they're out there
in the air, you won't see them.
											These are so tiny that our lungs —
											our bodies cannot filter them,
and they end up in our bodies —
											give us asthma and lung cancer
if not treated in the right time.
									","
											Cada año mueren entre cuatro
y cinco millones de personas
											por exposición al aire contaminado
											en todo el mundo.
											Esta placa de Petri que ven aquí
											contiene unos 20 minutos de contaminación
											captada fuera de una planta de pirólisis.
											Esto es material particulado fino: MP2,5.
											Estas partículas ahora las pueden ver,
											pero cuando están en el aire,
ahí afuera, son invisibles.
											Son tan pequeñas que nuestro organismo,
nuestros pulmones no las pueden filtrar.
											Finalmente acaban en nuestro cuerpo
											y nos dan asma y cáncer de pulmón
si no se tratan en el momento correcto.
									","
											Todos os anos, morrem mais
de quatro a cinco milhões de pessoas
											devido à exposição ao ar poluído,
											no mundo inteiro.
											Esta placa de Petri que estão a ver
											contém o equivalente a cerca de
20 minutos de poluição
											captada por pirólise.
											Isto é PM 2,5.
											Estas partículas —
podem vê-las neste momento,
											mas, quando elas estão no ar,
não as conseguimos ver.
											São tão minúsculas
que os pulmões —
											— o nosso corpo não consegue filtrá-las
e elas acabam dentro de nós —
											que acabamos por sofrer de asma
e de cancro do pulmão,
											se não formos tratados atempadamente.
									","
											Chaque année, quatre à cinq
millions de personnes meurent
											à cause de l'exposition à la
pollution atmosphérique
											dans le monde.
											Cette coupelle que vous regardez
											contient environ l'équivalent de
20 minutes de pollution
											récoltée dans une usine de pyrolyse.
											Ce sont des particules fines 2.5.
											Vous pouvez les voir maintenant,
											mais dehors, dans l'air,
elles sont invisibles.
											Elles sont si petites que nos poumons,
											nos corps, ne peuvent pas les filtrer,
et elles finissent en nous,
											créant asthme et cancer du poumon
si elles ne sont pas traitées à temps.
									",Ink made of air pollution,Anirudh Sharma,8:24,"pollution,science,technology,design,environment,art,invention,Anthropocene"
"
","
","
","
",Ink made of air pollution,Anirudh Sharma,8:24,"pollution,science,technology,design,environment,art,invention,Anthropocene"
"
											On a trip back to India,
when I was a student in 2012,
											I took this picture.
											This picture stuck in my head.
											On one side, you see this exhaust
of a diesel generator,
											the same generator
which is a sign of human progress,
											which is a sign of rapid industrialization
											and what we have become
as a society in the last 100 years,
											generating energy.
											But on the other side,
											you see this very interesting
triangular, black-colored swatch,
											that is produced by the same
residual particulate waste
											created by the emissions of the generator.
									","
											En 2012, en un viaje a la India,
cuando era estudiante,
											tomé esta foto.
											Esta imagen se me grabó en la mente.
											Por un lado, pueden ver el escape
de un generador diesel,
											el mismo generador que es
símbolo del progreso humano,
											símbolo de la rápida industrialización
											y de lo que hemos llegado a ser
como sociedad en los últimos 100 años
											con la generación de energía.
											Pero, por el otro lado,
											pueden ver esta interesante 
muestra triangular de color negro
											que es producida por los mismos 
desechos de partículas residual
											creados por las emisiones del generador.
									","
											Numa viagem de regresso à Índia,
quando eu era estudante, em 2012,
											tirei esta fotografia.
											Esta imagem ficou na minha cabeça.
											Por um lado, vemos o escape
de um gerador de diesel,
											o mesmo gerador que
é sinal do progresso humano,
											que é sinal duma rápida industrialização
											e no que se tornou a sociedade
nos últimos cem anos,
											para gerar energia.
											Mas, por outro lado,
											vemos esta interessante
mancha triangular, negra,
											que é o produto do desperdício
das partículas residuais
											criadas pelas emissões do gerador.
									","
											Quand j'étais étudiant en 2012,
lors d'un voyage en Inde,
											j'ai pris cette photo.
											Je ne l'ai jamais oubliée.
											D'un côté, vous voyez les émissions
du générateur diesel,
											celui-là même qui symbolise
le progrès humain,
											un signe de l'industrialisation rapide
											et de ce que la société est devenue
en ces 100 dernières années,
											créant de l'énergie.
											De l'autre côté,
											vous pouvez voir ce prélèvement 
triangulaire et noir,
											produit par les particules
											créées par les émissions du générateur.
									",Ink made of air pollution,Anirudh Sharma,8:24,"pollution,science,technology,design,environment,art,invention,Anthropocene"
"
","
","
","
",Ink made of air pollution,Anirudh Sharma,8:24,"pollution,science,technology,design,environment,art,invention,Anthropocene"
"
											Now, this picture gave me an idea
											and got me thinking about rethinking
both pollution and inks,
											because it was making
that black-colored mark.
											Now, the reality is that most of the black
ink that we use conventionally
											is traditionally produced
											by conventionally burning
fossil fuels in factories.
											There are factories around the world
that are burning fossil fuels
											to produce carbon black,
											to make black inks that we use
on an everyday basis.
											But given that millions
of liters of fossil fuels
											are already being burned out there
											by our cars, our engines
and our exhaust out there,
											what if you could capture that pollution
											and use it to recycle and make those inks?
									","
											Ahora bien, esta imagen me dio una idea
											y me hizo pensar sobre reconsiderar 
la contaminación y las tintas,
											ya que estaba creando esa marca negra.
											Ahora bien, la mayoría de la tinta negra 
que usamos convencionalmente
											es producida mediante la quema tradicional
de combustibles fósiles en las fábricas.
											En todo el mundo hay fábricas 
que queman combustibles fósiles
											para producir carbón negro,
											para hacer la tinta negra 
que usamos día a día.
											Pero si ya estamos quemando
millones de litros de combustible fósil
											con nuestros autos, motores y escapes,
											¿no podríamos captar esa contaminación,
											reciclarla y usarla para hacer tinta?
									","
											Esta imagem deu-me uma ideia
											e fez-me pensar em repensar
a poluição e as tintas,
											porque estava a causar
aquela marca negra.
											A realidade é que a maior parte
da tinta preta que usamos habitualmente
											é normalmente produzida
											pela queima convencional
de combustíveis fósseis em fábricas.
											São fábricas em todo o mundo
que queimam combustíveis fósseis
											para produzir o negro de carvão,
											para fazer as tintas pretas
que usamos diariamente.
											Mas, perante os milhões
de litros de combustíveis fósseis
											que já são queimados ao ar livre,
											pelos carros, pelos motores
e pelos tubos de escape,
											será que podíamos captar essa poluição
											e usá-la para reciclar
e fazer essas tintas?
									","
											Cette photo m'a donné une idée
											et m'a poussé à repenser à la fois
à la pollution et aux encres,
											parce qu'il faisait cette marque noire.
											Le fait est que l'encre noire que 
nous avons l'habitude d'utiliser
											est souvent produite
											par la combustion d'énergies fossiles
dans des usines.
											Des usines du monde entier
brûlent des combustibles fossiles
											pour du noir de carbone
											afin de produire l'encre noire
que nous utilisons.
											Étant donné que des millions
de litres de combustibles fossiles
											sont déjà brûlés dehors
											par nos voitures, nos moteurs
et nos pots d'échappement,
											pourrions-nous capturer cette pollution
											et l'utiliser pour recycler 
et produire cette encre ?
									",Ink made of air pollution,Anirudh Sharma,8:24,"pollution,science,technology,design,environment,art,invention,Anthropocene"
"
","
","
","
",Ink made of air pollution,Anirudh Sharma,8:24,"pollution,science,technology,design,environment,art,invention,Anthropocene"
"
											I decided to give this experiment a shot.
											I went back to my lab back in Boston
and conducted a small experiment.
											In Boston, I couldn't find
much pollution to play with,
											so I resorted to using a candle.
											This was an experiment.
											I burnt a candle,
											built this contraption
that would suck in that candle soot,
											mixed it with some
vegetable oil and vodka,
											because to a DIY hacker,
these were really easily available.
									","
											Decidí darle una oportunidad
a este experimento.
											Volví a mi laboratorio en Boston
e hice un pequeño experimento.
											En Boston no pude encontrar 
mucha contaminación,
											así que recurrí a una vela.
											Este fue un experimento.
											Encendí una vela,
											construí este dispositivo 
para aspirar el hollín de la vela,
											lo mezclé con algo de 
aceite vegetal y vodka,
											porque para un pirata del bricolaje 
eran muy fáciles de conseguir.
									","
											Decidi tentar essa experiência.
											Voltei ao meu laboratório em Boston
e realizei uma pequena experiência.
											Em Boston, não encontrei
muita poluição para experimentar,
											por isso recorri ao uso de uma vela.
											Isto era uma experiência.
											Queimei uma vela,
											construí esta geringonça
para sugar a fuligem dessa vela,
											misturei-a com óleo vegetal e vodka,
											coisas de fácil acesso
para quem usa ""faz tu mesmo"".
									","
											J'ai décidé de tenter l'expérience.
											Je suis retourné dans mon labo à Boston
et fait une petite expérience.
											À Boston, je n'ai pas trouvé
beaucoup de pollution
											donc j'ai utilisé une bougie.
											C'était un essai.
											J'ai brûlé une bougie,
											construit une machine pour
aspirer la suie, l'a mélangée
											avec de l'huile végétale et de la vodka,
											parce que c'était facile à trouver
pour un bricolo.
									",Ink made of air pollution,Anirudh Sharma,8:24,"pollution,science,technology,design,environment,art,invention,Anthropocene"
"
","
","
","
",Ink made of air pollution,Anirudh Sharma,8:24,"pollution,science,technology,design,environment,art,invention,Anthropocene"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Rires)
									",Ink made of air pollution,Anirudh Sharma,8:24,"pollution,science,technology,design,environment,art,invention,Anthropocene"
