es,pt,tr,en,de,title,speaker,duration,tags
"
","
","
","
","
",Play with smart materials,Catarina Mota,9:55,"TED Fellows,creativity,design,technology,manufacturing,science"
"
											Tengo un amigo en Portugal
											cuyo abuelo construyó un vehículo
con una bicicleta
											y una lavadora para poder
transportar a su familia.
											Lo construyó porque no podía pagar un auto,
											pero también porque sabía cómo hacerlo.
											En una época sabíamos
cómo funcionaban las cosas
											y cómo estaban hechas,
por eso las podíamos construir y reparar,
											o por lo menos
											tomar buenas decisiones de compra.
											Muchas de estas prácticas caseras
											se perdieron en la segunda
mitad del siglo XX.
											Pero ahora, la comunidad de hacedores
y el modelo de código abierto
											traen de vuelta a nuestras vidas 
este conocimiento sobre
											cómo funcionan las cosas y de qué están hechas,
											y creo que tenemos que pasar al siguiente nivel,
											y saber de qué están hechos
los componentes de las cosas.
									","
											Eu tenho um amigo em Portugal
											cujo avô construiu um veículo com uma bicicleta
											e uma máquina de lavar para que pudesse 
transportar a sua família.
											Ele fê-lo porque não conseguia comprar um carro,
											mas também porque sabia como o fazer.
											Houve um tempo em que entendíamos 
como as coisas funcionavam
											e como eram feitas, para as podermos construir 
e consertar
											ou, no mínimo,
											tomar decisões conscientes sobre o
que comprar.
											Muitas dessas práticas ""faça você mesmo""
											foram perdidas na segunda metade
do século XX.
											Mas agora, a comunidade de criadores e
o modelo <i>open-source</i>
											estão a trazer de volta às nossas vidas 
esse tipo de conhecimento
											sobre como as coisas funcionam 
e do que são feitas,
											e eu acredito que precisamos de as levar
ao próximo nível,
											aos componentes dos quais as coisas são feitas.
									","
											Portekiz'de bir arkadaşımın dedesi
											bir bisiklet ve çamaşır makinesi parçaları ile ailesi
											için bir taşıt yapmış. Bu sayede ailesini taşıyabilmiş.
											Bir araba satın alacak imkanı olmadığı için bunu yapmış,
											ama aynı zamanda da nasıl yapacağını bildiği için elbette.
											Bir zamanlar biz bazı şeylerin nasıl çalıştığını
											ve yapıldığını bilirdik, onları yeniden yapabilir veya tamir edebilirdik
											ya da en azından
											neyi satın alacağımız konusunda daha bilinçli kararlar verirdik.
											Birçok ""kendin yap"" işi
											20. yüzyılın ikinci yarısında kayboldu.
											Ama şimdi, Üretici topluluk ve açık kaynak modeli
											bize bu işlerin nasıl yapılacağına dair yeniden bilgi veriyor
											ve onlar tüm bunları hayatımıza geri getiriyor.
											Bir şeyleri meydana getirme işini,
											sonraki seviyeye taşımamız gerektiğine inanıyoruz.,
									","
											I have a friend in Portugal
											whose grandfather built a vehicle out of a bicycle
											and a washing machine so he could transport his family.
											He did it because he couldn't afford a car,
											but also because he knew how to build one.
											There was a time when we understood how things worked
											and how they were made, so we could build and repair them,
											or at the very least
											make informed decisions about what to buy.
											Many of these do-it-yourself practices
											were lost in the second half of the 20th century.
											But now, the maker community and the open-source model
											are bringing this kind of knowledge about how things work
											and what they're made of back into our lives,
											and I believe we need to take them to the next level,
											to the components things are made of.
									","
											Ich habe einen Freund in Portugal,
											dessen Großvater aus einem Fahrrad
											und einer Waschmaschine ein Gefährt baute, 
um seine Familie zu transportieren.
											Er tat das zum einen, weil er 
sich kein Auto leisten konnte,
											aber auch, weil er einfach wusste, wie es gebaut wird.
											Es gab eine Zeit, da wussten wir, 
wie Dinge funktionieren
											und wie sie gemacht wurden, sodass 
wir sie bauen und reparieren
											oder wenigstens
											beim Einkaufen fundierte 
Entscheidungen treffen konnten.
											Viele dieser do-it-yourself-Bräuche
											sind im späten 20. Jahrhundert verloren gegangen.
											Doch jetzt bringen die Maker-Community 
und das Open-Source-Modell
											genau diese Art des Wissens, wie Dinge funktionieren
											und woraus sie gemacht sind, zurück in unser Leben
											und ich glaube, dass wir damit 
noch einen Schritt weiter gehen sollten:
											zu den Einzelteilen, aus denen Sachen gemacht sind.
									",Play with smart materials,Catarina Mota,9:55,"TED Fellows,creativity,design,technology,manufacturing,science"
"
","
","
","
","
",Play with smart materials,Catarina Mota,9:55,"TED Fellows,creativity,design,technology,manufacturing,science"
"
											En general, aún conocemos
											de qué están hechos los materiales tradicionales
como el papel y los textiles
											y cómo se producen.
											Pero ahora tenemos esos increíbles compuestos futuristas,
											plásticos que cambian de forma,
											pinturas que conducen electricidad,
											pigmentos que cambian de color,
tejidos que se encienden.
											Les mostraré ejemplos.
									","
											Na maior parte, ainda sabemos
											de que são feitos materiais tradicionais 
como o papel e os têxteis
											e como são produzidos.
											Mas hoje temos esses compostos incríveis,
futuristas —
											plásticos que mudam de forma,
											tintas que conduzem eletricidade,
											pigmentos que mudam de cor, tecidos 
que se iluminam.
											Vou mostrar-vos alguns exemplos.
									","
											Çoğumuz, hala, kağıt ve tekstil gibi geleneksel
											malzemelerin neyden yapıldığını ve nasıl
											üretildiğini biliyor.
											Ama şimdi elimizde şekil değiştiren plastikler,
											Elektriği ileten boyalar
											renk değiştiren boylar, parlayan kumaşlar
											gibi muhteşem malzemeler var.
											Size birkaç örnek göstereyim.
									","
											For the most part, we still know
											what traditional materials like paper and textiles are made of
											and how they are produced.
											But now we have these amazing, futuristic composites —
											plastics that change shape,
											paints that conduct electricity,
											pigments that change color, fabrics that light up.
											Let me show you some examples.
									","
											Hauptsächlich wissen wir immer noch,
											woraus traditionelle Materialien wie 
Papier und Textilien gemacht sind
											und wie sie produziert werden.
											Doch jetzt haben wir diese fantastischen, 
futuristischen Kompositmaterialien –
											Plastik, das die Form wandelt,
											Farben, die Strom leiten,
											Pigmente, die ihre Farbe ändern 
und Stoffe, die aufleuchten.
											Hier sind ein paar Beispiele.
									",Play with smart materials,Catarina Mota,9:55,"TED Fellows,creativity,design,technology,manufacturing,science"
"
","
","
","
","
",Play with smart materials,Catarina Mota,9:55,"TED Fellows,creativity,design,technology,manufacturing,science"
"
											La tinta conductora
nos permite pintar circuitos
											en vez de usar las tradicionales
											placas de circuitos impresos o los cables.
											En el caso de este pequeño ejemplo
que tengo en la mano,
											lo usamos para crear un sensor táctil
que reacciona con la piel
											encendiendo esta pequeña luz.
											Los artistas han usado esta tinta conductora,
											pero desarrollos recientes indican
que pronto podremos usarla
											en impresoras láser y plumas.
											Y esta es una lámina de acrílico que tiene
											partículas incoloras difusoras de la luz.
											Esto significa que,
mientras que el acrílico normal
											sólo difunde luz por los bordes,
											éste ilumina toda la superficie
											cuando enciendo la luz de su alrededor.
											Dos de las aplicaciones
conocidas de este material
											son el diseño interior
y los sistemas multi-táctiles.
											Y los pigmentos termocrómicos
											cambian de color a una temperatura dada.
											Por eso colocaré esto en una placa caliente
											que está a una temperatura
levemente superior a la ambiente
											y verán lo que pasa.
											Uno de los principales usos
de este material está
											en los biberones, entre otras cosas,
											e indica cuándo el contenido
está bien para beber.
									","
											Então, a tinta condutora permite que
pintemos circuitos
											ao invés de usarmos as tradicionais
											placas de circuitos impressos, ou fios.
											No caso deste pequeno exemplo
que estou a segurar,
											usámo-la para criar um sensor de toque que
reage à minha pele
											acendendo esta pequena luz.
											A tinta condutora tem sido usada por artistas,
											mas descobertas recentes indicam que
em breve poderemos
											usá-la em impressoras a laser e canetas.
											E esta é uma folha de acrílico infundida
											com partículas incolores de difusão de luz.
											Isso significa que, enquanto o acrílico comum
											difunde apenas a luz nas margens,
											este ilumina toda a superfície
											quando eu acendo as luzes ao seu redor.
											Duas das aplicações conhecidas para este material
											incluem o <i>design</i> de interiores 
e os sistemas multitácteis.
											...e pigmentos termocrómicos
											que mudam de cor a uma determinada temperatura.
											Vou colocar isto num prato quente
											que está ajustado a uma temperatura levemente 
mais alta que a ambiente
											e vocês podem ver o que acontece.
											Uma das aplicações iniciais para
este material
											é, entre outras coisas, em biberões,
											para indicar quando o conteúdo está 
suficientemente arrefecido para se beber.
									","
											mesela yazıcıdan çıkarılmış devre kartları
											kullanmak yerine iletken boyalarla
											devre çizebiliriz.
											benim tenime, ışık yakarak
											tepki veren bu aleti
											üretmekte kullandığımız gibi.
											İletken mürekkep şuanda sanatçılar tarafından kullanılıyor,
											fakat son gelişmeler ile lazer yazıcılar ve kalemler için
											yakında bizimde kullanımımız da olacak.
											Ve bu bir renksiz, ışık yayıcı partikul
											emdirilmiş akrilik kağıdı.
											Nasıl yani?, normal akrilik
											ışığı sadece kenarlara yayarken
											bu örnek ona ışık verdiğimde
											ışığı bütün yüzeye yayar.
											Bu materyal için bilinen iki kullanım
											iç tasarım ve multi-touch sistemlerdir.
											Ve termokromik pigmentler ise
											ısı verilince renk değiştirir.
											Şimdi bu parçayı, ortam ısısından
											daha sıcak olan bir tabağa koyucam,
											ve ne olacağını göreceksiniz.
											Bu malzemenin temel kullanım alanı ise
											bebek biberonları gibi ürünlerdir.
											Bu şekilde içindeki içmek için yeterince ılık mı anlayabilirsiniz.
									","
											So conductive ink allows us to paint circuits
											instead of using the traditional
											printed circuit boards or wires.
											In the case of this little example I'm holding,
											we used it to create a touch sensor that reacts to my skin
											by turning on this little light.
											Conductive ink has been used by artists,
											but recent developments indicate that we will soon be able
											to use it in laser printers and pens.
											And this is a sheet of acrylic infused
											with colorless light-diffusing particles.
											What this means is that, while regular acrylic
											only diffuses light around the edges,
											this one illuminates across the entire surface
											when I turn on the lights around it.
											Two of the known applications for this material
											include interior design and multi-touch systems.
											And thermochromic pigments
											change color at a given temperature.
											So I'm going to place this on a hot plate
											that is set to a temperature only slightly higher than ambient
											and you can see what happens.
											So one of the principle applications for this material
											is, amongst other things, in baby bottles,
											so it indicates when the contents are cool enough to drink.
									","
											Elektrisch leitfähige Tinte etwa 
lässt uns Stromkreise malen,
											anstatt auf die traditionelle Art und Weise
											gedruckte Platinen oder Kabel zu benutzen.
											Für das kleine Beispiel, das ich hier in der Hand halte,
											haben wir einen Berührungssensor benutzt, 
der auf meine Haut reagiert,
											indem dieses kleine Licht leuchtet.
											Leitfähige Tinte wurde schon von Künstlern benutzt,
											aber die jüngste Entwicklung zeigt, 
dass wir bald in der Lage sein werden,
											sie in Laserdruckern und Stiften zu verwenden.
											Das hier ist ein acryldurchzogenes Blatt
											mit farblosen, lichtleitenden Partikeln.
											Während sich also bei regulärem Acryl
											nur Licht an den Kanten ausbreitet,
											leuchtet bei diesem hier die ganze Oberfläche,
											wenn ich die Lampen drumherum anschalte.
											Zwei der schon bekannten Anwendungsbereiche 
für dieses Material
											sind etwa Innendesign und Multi-Touch-Systeme.
											Thermochromische Pigmente, zum Beispiel,
											verändern ihre Farbe bei Temperaturänderungen.
											Ich werde das hier auf eine warme Platte legen,
											die nur ein bisschen wärmer ist als Raumtemperatur
											und Sie können sehen, was passiert.
											Eine der grundlegenden Anwendungen für dieses Material
											ist, neben vielen anderen, in Babyfläschchen,
											die so anzeigen, wann ihr Inhalt 
auf Trinktemperatur abgekühlt ist.
									",Play with smart materials,Catarina Mota,9:55,"TED Fellows,creativity,design,technology,manufacturing,science"
"
","
","
","
","
",Play with smart materials,Catarina Mota,9:55,"TED Fellows,creativity,design,technology,manufacturing,science"
"
											Estos son sólo algunos de los
comúnmente llamados
											materiales inteligentes.
											En pocos años, estarán
en muchos de los objetos
											y tecnologías que usamos a diario.
											Puede que aún no tengamos los autos voladores
que nos prometió la ciencia ficción,
											pero podemos tener paredes
que cambien de color
											en función de la temperatura,
											teclados que se enrollan,
											y ventanas que se vuelven opacas
accionando un interruptor.
									","
											Estes são apenas alguns dos materiais
conhecidos como
											materiais inteligentes.
											Daqui a alguns anos, estarão em muitos dos objetos
											e tecnologias que usamos diariamente.
											Podemos ainda não ter os carros voadores que
a ficção científica nos prometeu,
											mas podemos ter paredes que mudam de cor
											dependendo da temperatura,
											teclados que podem ser enrolados,
											e janelas que se tornam opacas ao
apertar de um botão.
									","
											Bunlar bizim genel olarak akıllı malzemeler
											bildiğimiz materyallerden yalnızca birkaçı.
											Birkaç yıl içinde, günlük hayatta kullandığımız birçok
											malzemede kullanılmaya başlanacaklar.
											Henüz bilim kurgu filmlerinin bize vaat ettiği uçan arabaları üretemesek de
											ısıya göre renk
											değiştiren duvarlar,
											kıvrılabilen klavyeler ve
											düğmeye bastığınızda opak hale geçen camlar üretebiliyoruz.
									","
											So these are just a few of what are commonly known
											as smart materials.
											In a few years, they will be in many of the objects
											and technologies we use on a daily basis.
											We may not yet have the flying cars science fiction promised us,
											but we can have walls that change color
											depending on temperature,
											keyboards that roll up,
											and windows that become opaque at the flick of a switch.
									","
											Das ist nur wenige Beispiele für
											Smart Materials.
											In ein paar Jahren werden sie in vielen Dingen stecken
											und Grundlage von Technologien sein, 
die wir dann täglich benutzen.
											Wir haben vielleicht noch nicht 
die fliegenden Autos aus der Science Fiction,
											aber wir haben Wände, die die Farbe ändern,
											abhängig von der Temperatur,
											Tastaturen, die sich einrollen lassen,
											und Fenster, die sich auf Knopfdruck abtönen.
									",Play with smart materials,Catarina Mota,9:55,"TED Fellows,creativity,design,technology,manufacturing,science"
"
","
","
","
","
",Play with smart materials,Catarina Mota,9:55,"TED Fellows,creativity,design,technology,manufacturing,science"
"
											Soy científica social de profesión,
											entonces, ¿por qué estoy aquí hoy
hablando de materiales inteligentes?
											Bueno, ante todo, porque soy una hacedora.
											Siento curiosidad por el
funcionamiento de las cosas
											y por cómo están hechas,
											pero también porque creo que
deberíamos entender mejor
											los elementos que componen nuestro mundo,
											y, hoy por hoy, no sabemos mucho
											de esos compuestos de alta tecnología
que conformarán nuestro futuro.
											Los materiales inteligentes son difíciles
de conseguir en pequeñas cantidades.
											Hay poca información de cómo usarlos
											y se habla muy poco de cómo se producen.
											Por el momento, sólo existen en el área
											de los secretos comerciales
y de las patentes
											al que sólo tienen acceso
las universidades y empresas.
									","
											Eu sou uma cientista social
na prática,
											então por que razão estou aqui hoje a falar
sobre materiais inteligentes?
											Bem, primeiramente, porque sou uma criadora.
											Sou curiosa sobre como as
coisas funcionam
											e como são feitas,
											mas também porque acredito que devemos
ter uma compreensão mais profunda
											sobre os componentes que constituem o
nosso mundo,
											e neste momento, não sabemos
o suficiente sobre
											estes compostos de alta tecnologia dos quais
o nosso futuro será feito.
											É difícil obter materiais inteligentes 
em pequenas quantidades.
											Há pouquíssima informação disponível
sobre como os usar,
											e muito pouco é dito sobre como são produzidos.
											Então, neste momento, eles existem
muito mais neste reino
											de segredos comerciais e patentes
											a que somente universidades e 
grandes empresas têm acesso.
									","
											Ben Toplum Bilimi üzerine eğitim aldım,
											Peki neden burada durmuş akıllı malzemeler üzerine konuşuyorum ?
											Öncelikle, ben bir üreticiyim.
											Bir şeylerin nasıl çalıştığını
											ve nasıl yapıldığını merak ediyorum
											ve ayrıca bu bileşenlerin dünyamızı nasıl değiştirebileceğini
											daha iyi anlamamız gerektiğine inanıyorum
											ve görüyorum ki, geleceğimizi inşa edecek olan
											bu yüksek teknoloji ürünlerini tanımıyoruz.
											Akıllı malzemelerden küçük miktarlarda edinmek zordur.
											Bunları nasıl kullanabileceğimiz
											ve nasıl üretebileceğimiz hakkında çok az bilgi var.
											Şİmdilik bu bilgiler de sadece üniversiteler
											ve şirketlerin erişebildiği
											ticaret sırları ve patentlerden oluşuyor.
									","
											So I'm a social scientist by training,
											so why am I here today talking about smart materials?
											Well first of all, because I am a maker.
											I'm curious about how things work
											and how they are made,
											but also because I believe we should have a deeper understanding
											of the components that make up our world,
											and right now, we don't know enough about
											these high-tech composites our future will be made of.
											Smart materials are hard to obtain in small quantities.
											There's barely any information available on how to use them,
											and very little is said about how they are produced.
											So for now, they exist mostly in this realm
											of trade secrets and patents
											only universities and corporations have access to.
									","
											Ich bin gelernte Sozialwissenschaftlerin,
											warum rede ich heute hier über Smart Materials?
											Zuerst, weil ich ein Maker bin.
											Mich interessiert, wie Dinge funktionieren
											und woraus sie gemacht sind,
											aber auch weil ich glaube, 
dass wir ein fundierteres Verständnis
											über die Teile haben sollten, 
aus denen unsere Welt besteht,
											und gerade jetzt wissen wir noch nicht genug darüber,
											woraus die High-Tech-Materalien 
der Zukunft gemacht sind.
											Smart Materials sind nur schwer 
in kleinen Mengen zu produzieren.
											Es gibt kaum Information darüber, 
wie man sie verwenden kann
											und nur ganz wenig, wie sie produziert werden.
											Momentan existieren sie hauptsächlich in einem Bereich
											der Handelsgeheimnisse und Patente,
											zu denen nur Universitäten und 
Großfirmen Zugang haben.
									",Play with smart materials,Catarina Mota,9:55,"TED Fellows,creativity,design,technology,manufacturing,science"
