en,tr,es,de,title,speaker,duration,tags
"
","
","
","
",A bold plan to empower 1.6 million out-of-school girls in India,Safeena Husain,9:59,"children,education,social change,india,technology,community,activism,teaching,Audacious Project,gender equality"
"
											The world today has many problems.
											And they're all very complicated
and interconnected and difficult.
											But there is something we can do.
											I believe
											that girls' education is the closest thing
we have to a silver bullet
											to help solve some of the world's
most difficult problems.
											But you don't have to take my word for it.
									","
											Günümüzde dünya birçok
problemle yüzleşiyor.
											Üstelik her biri birbiriyle ilişkili, 
karmaşık ve çetin problemler.
											Ancak yapabileceğimiz bir şey var.
											İnanıyorum ki
											kız çocuklarının eğitim ve öğretimi bu
problemlerin bir kısmının çözümünde
											aradığımız sihirli değnek dokunuşunu
bize sağlayacaktır.
											Tabii benim sözüme güvenmek
zorunda değilsiniz.
									","
											El mundo de hoy tiene muchos problemas,
											que son muy complicados, difíciles,
y están interconectados.
											Pero hay algo que podemos hacer.
											Creo que la educación de las niñas
se parece mucho a una solución milagrosa
											para ayudar a resolver algunos de 
los problemas más difíciles del mundo.
											Pero no deben creerlo
solo porque yo lo digo.
									","
											Die heutige Welt hat viele Probleme.
											Sie sind sehr kompliziert,
verwickelt und schwierig.
											Aber wir können etwas tun.
											Ich bin überzeugt, die Bildung
von Mädchen ist quasi der Königsweg,
											um einige der weltweit
schwierigsten Probleme zu lösen.
											Sie müssen mir das nicht glauben.
									",A bold plan to empower 1.6 million out-of-school girls in India,Safeena Husain,9:59,"children,education,social change,india,technology,community,activism,teaching,Audacious Project,gender equality"
"
","
","
","
",A bold plan to empower 1.6 million out-of-school girls in India,Safeena Husain,9:59,"children,education,social change,india,technology,community,activism,teaching,Audacious Project,gender equality"
"
											The World Bank says
											that girls' education
is one of the best investments
											that a country can make.
											It helps to positively impact
											nine of the 17 Sustainable
Development Goals.
											Everything from health,
nutrition, employment —
											all of these are positively impacted
when girls are educated.
											Additionally, climate scientists
have recently rated girls' education
											at number six out of 80 actions
to reverse global warming.
											At number six, it's rated higher
than solar panels and electric cars.
									","
											Dünya Bankası,
											bir ülkenin yapacağı en iyi yatırımın
											kızların eğitim ve öğretimi üzerine
olduğunu doğruluyor.
											On yedi Sürdürebilir Kalkınma Amacı'ndan
											dokuzunun olumlu yönde etkilenmesine
sebebiyet veriyor böylece.
											Şimdiye kadar sağlıktan tutun,
beslenme ve işsizliğe kadar
											her bir amaç kız çocuklarının eğitimiyle
olumlu yönde etkilendi.
											Buna ek olarak iklim bilimciler
kızların eğitim ve öğretimini
											küresel ısınmayı tersine döndürecek
80 faaliyetten altıncısı seçti.
											Güneş panelleri ve elektrikli
arabalardan daha üstte yani.
									","
											El Banco Mundial dice
											que la educación de las niñas es
una de las mejores inversiones
											que puede realizar un país.
											Ayuda a producir un impacto positivo
											en nueve de los 17 Objetivos 
de Desarrollo Sostenible.
											Cosas como la salud, 
la nutrición, el empleo...
											son afectadas positivamente
cuando las niñas reciben educación.
											Además, recientemente, los climatólogos 
colocaron la educación de las niñas
											en el número seis de las 80 acciones
para revertir el calentamiento global.
											Esto la hace más valiosa que los paneles 
solares y los autos eléctricos.
											(Risas)
									","
											Laut Weltbank ist die Bildung von Mädchen
											eine der besten Investitionen,
die ein Land tätigen kann.
											Sie hat positive Auswirkungen
											auf 9 der 17 Ziele
für nachhaltige Entwicklung.
											Alles, von Gesundheit 
über Ernährung und Erwerbstätigkeit,
											wird durch die Bildung von Mädchen
positiv beeinflusst.
											KlimaforscherInnen stufen derzeit
die Bildung von Mädchen
											auf Platz 6 von 80 Maßnahmen ein,
											um den Klimawandel umzukehren.
											Das ist eine höhere Platzierung
als bei Solaranlagen und Elektroautos.
									",A bold plan to empower 1.6 million out-of-school girls in India,Safeena Husain,9:59,"children,education,social change,india,technology,community,activism,teaching,Audacious Project,gender equality"
"
","
","
","
",A bold plan to empower 1.6 million out-of-school girls in India,Safeena Husain,9:59,"children,education,social change,india,technology,community,activism,teaching,Audacious Project,gender equality"
"
											And that's because
when girls are educated,
											they have smaller families,
											and the resulting reduction in population
											reduces carbon emissions significantly.
											But more than that, you know,
it's a problem we have to solve once.
											Because an educated mother
is more than twice as likely
											to educate her children.
											Which means that by doing it once,
											we can close the gender
and literacy gap forever.
									","
											Sebebi de kadınlar eğitimli olduğunda
											daha küçük aileler kuruyorlar
											ve sonucunda popülasyonda
oluşan azalma da
											karbon emisyonunu gözle görülür
biçimde düşürüyor.
											Bunun da ötesinde,
çözülmesi gereken bir problem.
											Çünkü eğitimli bir annenin
çocuğunu da eğitme olasılığı
											normalden neredeyse iki kat daha yüksek.
											Bu da bu problemi çözerek
											hem cinsiyet hem de okuryazarlık ayrımını
sonsuza kadar kapatabiliriz demek.
									","
											Porque si se educa a las niñas,
											ellas tienen familias más pequeñas,
											y el resultado de reducir la población
											es una disminución significativa
de las emisiones de carbón.
											Pero, más que eso, es un problema
que solo debemos resolver una vez.
											Porque una madre educada tiene
más del doble de probabilidades
											de educar a sus hijos.
											Lo que significa que, al hacerlo una vez,
											podemos cerrar para siempre la brecha
del analfabetismo y entre los géneros.
									","
											Mädchen mit Bildung
haben kleinere Familien.
											Das führt zu einem Bevölkerungsrückgang,
											was die Kohlenstoffemissionen
erheblich reduziert.
											Dieses Problem werden wir
ohnehin einmal lösen müssen.
											Denn eine gebildete Mutter wird 
mit mehr als doppelter Wahrscheinlichkeit
											ihre Kinder in die Schule schicken.
											Wenn das also einmal geschieht,
											lässt sich die Lücke bezüglich Gender
und Alphabetisierung schließen.
									",A bold plan to empower 1.6 million out-of-school girls in India,Safeena Husain,9:59,"children,education,social change,india,technology,community,activism,teaching,Audacious Project,gender equality"
"
","
","
","
",A bold plan to empower 1.6 million out-of-school girls in India,Safeena Husain,9:59,"children,education,social change,india,technology,community,activism,teaching,Audacious Project,gender equality"
"
											I work in India,
											which has made incredible progress
											in bringing elementary education for all.
											However, we still have
four million out-of-school girls,
											one of the highest in the world.
											And girls are out of school
because of, obviously poverty,
											social, cultural factors.
											But there's also this
underlying factor of mindset.
											I have met a girl
whose name was Naraaz Nath.
											Naaraaz means angry.
											And when I asked her,
""Why is your name 'angry'?""
											she said, ""Because everybody
was so angry when a girl was born.""
											Another girl called Antim Bala,
											which means the last girl.
											Because everybody hoped
that would be the last girl to be born.
											A girl called Aachuki.
											It means somebody who has arrived.
											Not wanted, but arrived.
											And it is this mindset
											that keeps girls from school
or completing their education.
											It's this belief that a goat is an asset
											and a girl is a liability.
									","
											Ben Hindistan'da çalışıyorum,
											ilköğretim adına olağanüstü
ilerleme kaydetmiş bir ülkede.
											Ne yazık ki hâlâ, okula gitmeyen
dört milyon kız çocuğuyla birlikte
											dünyadaki yüksek rakamlardan biri bizde.
											Kızların okula gidememe nedeni de
açıkça görüldüğü üzere yoksulluk,
											sosyal ve kültürel etkenler.
											Bir de hepsinin esas nedeni
olan kafa yapısı var tabii.
											Naraaz Nath adında bir kızla tanışmıştım.
											Naraaz sinirli anlamına gelir.
											Ona adının neden sinirli
olduğunu sorduğumda dedi ki,
											""Çünkü herkes bir kız çocuğunun
doğmasına sinirlenmiş.""
											Yine başka bir kız ismi, Antim Bala.
											Anlamı ise son kız.
											Çünkü herkes, doğacak son
kız olmasını umuyordu.
											Aachuki adında bir kız daha.
											Gelip kapına dayanan demek Aachuki.
											Beklediğin değil, kapına dayanan.
											İşte bu,
											kızların eğitimlerine başlayıp bitirmesine
engel olan bir kafa yapısı.
											İşte bu keçinin bir mülk,
											kız evladın ise yükümlülük olduğu inancı.
									","
											Trabajo en India,
											que ha progresado increíblemente
											para brindar educación 
primaria para todos.
											Sin embargo, todavía tenemos cuatro 
millones de niñas excluidas de la escuela,
											lo que está entre los índices
más altos del mundo.
											Y las niñas no van a la escuela, 
obviamente, debido a la pobreza,
											y a factores sociales y culturales.
											Pero también está el factor
subyacente de la mentalidad.
											Conocí a una niña llamada Naaraaz Nath.
											Naaraaz significa enojado.
											Y cuando le pregunté: ""¿Por qué
te llamas 'enojada'?"",
											ella me dijo: ""Porque todos estaban
enojados de que hubiera nacido una niña"".
											Otra niña se llamaba Antim Bala,
											que significa 'la última niña',
											porque todos esperaban que fuera 
la última niña que naciera.
											Una niña se llamada Aachuki.
											Significa 'alguien que ha llegado'.
											No alguien deseado, sino que llegó.
											Y esta es la mentalidad
											que evita que las niñas vayan 
a la escuela o completen su educación.
											Es la creencia de que 
una cabra es un recurso
											y una niña es una carga.
									","
											Ich arbeite in Indien,
											wo bei der Grundschulbildung für alle
											erheblicher Fortschritt gemacht wurde.
											Dennoch gibt es noch 4 Millionen Mädchen,
die nicht zur Schule gehen,
											eine der höchsten Zahlen weltweit.
											Die Gründe sind Armut
sowie soziale und kulturelle Faktoren.
											Aber da gibt es auch Einstellungen,
die weit tiefer gehen.
											Ich lernte ein Mädchen 
namens Naraaz Nath kennen.
											""Naraaz"" bedeutet ""wütend"".
											Ich fragte: ""Warum heißt du 'Wütend'?""
											Sie sagte: ""Weil alle so wütend waren, 
dass ein Mädchen geboren wurde.""
											Ein anderes Mädchen hieß Antim Bala,
also ""das letzte Mädchen"",
											weil alle hofften,
											sie wäre das letzte Mädchen,
das geboren würde.
											Ein Mädchen hieß Aachuki,
											also ""jemand, der gekommen ist"".
											Nicht gewollt, aber gekommen.
											Diese Einstellung hindert Mädchen daran,
											in die Schule zu gehen
oder sie zu beenden.
											Es ist die Denkweise, 
dass eine Ziege ein Gewinn ist
											und ein Mädchen eine Belastung.
									",A bold plan to empower 1.6 million out-of-school girls in India,Safeena Husain,9:59,"children,education,social change,india,technology,community,activism,teaching,Audacious Project,gender equality"
"
","
","
","
",A bold plan to empower 1.6 million out-of-school girls in India,Safeena Husain,9:59,"children,education,social change,india,technology,community,activism,teaching,Audacious Project,gender equality"
"
											My organization Educate Girls
works to change this.
											And we work in some
of the most difficult, rural,
											remote and tribal villages.
											And how do we do it?
											We first and foremost find
											young, passionate, educated youth
from the same villages.
											Both men and women.
											And we call them Team Balika,
											balika just means the girl child,
											so this is a team that we are creating
for the girl child.
											And so once we recruit
our community volunteers,
											we train them, we mentor them,
we hand-hold them.
											That's when our work starts.
											And the first piece we do
is about identifying every single girl
											who's not going to school.
									","
											Organizasyonum ""Educate Girls""
bu inancı değiştirmeye çalışıyor.
											Gözden ırak, kırsal
ve kabile hâlinde yaşayan
											bazı köylerde çalışıyoruz.
											Peki bunu nasıl yapıyoruz?
											En önemli önceliğimiz,
											bu köylerden genç, hırslı
ve eğitimli gençler bulmak.
											Hem kadın hem erkek.
											Onlara Ekip Balika diyoruz,
											bu ekip kız çocuklar için olduğundan
											adını kız çocuğu anlamına
gelen balika koyduk.
											Yeterli sayıda gönüllü
elde ettikten sonra,
											onları eğitiyor, rehberlik ediyor
ve onlara destek oluyoruz.
											Asıl işimiz de burada başlıyor.
											İşimizin ilk kısmı da
											okula gitmeyen her bir kızı belirlemek.
									","
											Mi organización ""Educate Girls""
trabaja para cambiar esto.
											Trabajamos en algunos de los pueblos
más difíciles, rurales,
											remotos y tribales.
											¿Cómo lo hacemos?
											Ante todo, buscamos a jóvenes
											entusiastas, comprometidos y educados 
de esos mismos pueblos.
											Hombres y mujeres.
											Los llamamos ""equipo Balika""
											–balika significa ""la niña""–.
											Es un equipo que creamos para las niñas.
											Y una vez que hemos reclutado
nuestro grupo de voluntarios locales,
											los entrenamos, les enseñamos
y los guiamos.
											Así empieza nuestro trabajo.
											Y lo primero que hacemos 
es identificar a cada una de las niñas
											que no va a la escuela en ese lugar.
									","
											Meine Organisation ""Educate Girls"" 
möchte das ändern.
											Wir arbeiten in sehr problematischen,
abgelegenen Dörfern.
											Wie machen wir das?
											Wir suchen zunächst junge, passionierte,
gebildete Jugendliche in diesen Dörfern,
											Männer und Frauen.
											Das ist das ""Balika-Team"".
											""Balika"" heißt ""kleines Mädchen"",
											es ist also unser Team für kleine Mädchen.
											Wir werben also Freiwillige
für die Gemeinde an,
											bilden sie aus, betreuen sie, 
nehmen sie an die Hand.
											So fängt unsere Arbeit an.
											Der erste Schritt ist,
											jedes Mädchen zu finden,
das nicht zur Schule geht.
									",A bold plan to empower 1.6 million out-of-school girls in India,Safeena Husain,9:59,"children,education,social change,india,technology,community,activism,teaching,Audacious Project,gender equality"
