en,fr,pt,title,speaker,duration,tags
"
","
","
",Technology that knows what you're feeling,Poppy Crum,12:42,"technology,AI,emotions,psychology,humanity,communication,computers,virtual reality,science,science and art"
"
											What happens when technology
knows more about us than we do?
											A computer now can detect
our slightest facial microexpressions
											and be able to tell the difference
between a real smile and a fake one.
											That's only the beginning.
											Technology has become
incredibly intelligent
											and already knows a lot
about our internal states.
											And whether we like it or not,
											we already are sharing
parts of our inner lives
											that's out of our control.
											That seems like a problem,
											because a lot of us like to keep
what's going on inside
											from what people actually see.
											We want to have agency
over what we share and what we don't.
											We all like to have a poker face.
									","
											Qu'arrive-t-il quand la technologie
en sait plus sur nous que nous-mêmes ?
											Un ordinateur peut maintenant détecter
les expressions les plus infimes du visage
											pour faire la différence entre
un véritable sourire et un sourire forcé.
											Et ce n'est qu'un début.
											La technologie est devenue
incroyablement intelligente
											et en connaît déjà beaucoup
sur nos états intérieurs.
											Que ça nous plaise ou non,
											nous partageons déjà une partie
de nos vies intimes
											qui est hors de notre contrôle.
											Ça semble être un problème,
											car plusieurs préfèrent garder caché
ce qui se passe à l'intérieur
											plutôt que de le montrer aux autres.
											On souhaite avoir le contrôle sur
ce qu'on choisit, ou non, de partager.
											On aime tous avoir un « poker face ».
									","
											O que acontece quando a tecnologia
sabe mais sobre nós do que nós próprios?
											Um computador hoje pode detetar as nossas
microexpressões faciais mais leves
											e ser capaz de dizer a diferença entre
um sorriso verdadeiro e um falso.
											Isto é apenas o princípio.
											A tecnologia tornou-se
incrivelmente inteligente
											e já sabe bastante acerca de nós
e dos nossos estados interiores.
											Quer gostemos quer não,
											já estamos a partilhar partes
das nossas vidas pessoais
											que estão fora do nosso controlo.
											Isto parece um problema,
											porque muitos de nós gostamos
de manter o que se passa cá dentro
											longe do olhar dos outros.
											Nós queremos ter controlo sobre
o que partilhamos e o que não partilhamos.
											Todos gostamos de ter uma cara impassível.
									",Technology that knows what you're feeling,Poppy Crum,12:42,"technology,AI,emotions,psychology,humanity,communication,computers,virtual reality,science,science and art"
"
","
","
",Technology that knows what you're feeling,Poppy Crum,12:42,"technology,AI,emotions,psychology,humanity,communication,computers,virtual reality,science,science and art"
"
											But I'm here to tell you
that I think that's a thing of the past.
											And while that might sound scary,
it's not necessarily a bad thing.
											I've spent a lot of time
studying the circuits in the brain
											that create the unique perceptual
realities that we each have.
											And now I bring that together
											with the capabilities
of current technology
											to create new technology
that does make us better,
											feel more, connect more.
											And I believe to do that,
											we have to be OK
losing some of our agency.
									","
											Je suis ici pour vous dire que
je crois que c'est une chose du passé.
											Et même si ça peut sembler effrayant,
ce n'est pas nécessairement mauvais.
											J'ai passé beaucoup de temps
à étudier les circuits du cerveau
											qui créent l'unique réalité perceptuelle
que chacun de nous a.
											Je rassemble cela avec les capacités
de la technologie actuelle
											pour créer une nouvelle technologie
nous permettant de s'améliorer,
											de ressentir et se connecter davantage.
											Je crois que pour ce faire,
											nous devons accepter de céder
un peu de notre contrôle.
									","
											Mas estou aqui para vos dizer
que penso que isso é coisa do passado.
											E mesmo que isto possa parecer assustador,
não é necessariamente uma coisa má.
											Eu passei bastante tempo
a estudar os circuitos do cérebro
											que criam as realidades percetivas
únicas que cada um de nós tem.
											Agora junto isso tudo
											às capacidades da tecnologia atual
											para criar uma nova tecnologia
que nos torne melhores,
											que sinta mais e se interligue mais.
											Acredito que, para o fazer,
											temos que aceitar
perder parte do nosso controlo.
									",Technology that knows what you're feeling,Poppy Crum,12:42,"technology,AI,emotions,psychology,humanity,communication,computers,virtual reality,science,science and art"
"
","
","
",Technology that knows what you're feeling,Poppy Crum,12:42,"technology,AI,emotions,psychology,humanity,communication,computers,virtual reality,science,science and art"
"
											With some animals, it's really amazing,
											and we get to see into
their internal experiences.
											We get this upfront look
at the mechanistic interaction
											between how they respond
to the world around them
											and the state of their biological systems.
											This is where evolutionary pressures
like eating, mating
											and making sure we don't get eaten
											drive deterministic behavioral responses
to information in the world.
											And we get to see into this window,
											into their internal states
and their biological experiences.
											It's really pretty cool.
											Now, stay with me for a moment —
I'm a violinist, not a singer.
											But the spider's already
given me a critical review.
									","
											Avec certains animaux, c'est fascinant ;
											on peut observer
leurs expériences intérieures.
											On a un accès privilégié
aux interactions mécanistes
											entre la façon dont ils réagissent
au monde qui les entoure
											et l'état de leur système biologique.
											C'est là où les pressions de l'évolution,
comme se nourrir, se reproduire
											ou s'assurer de ne pas être dévoré,
											transfèrent des comportements
déterministes en données vers le monde.
											On a alors la chance de regarder
à travers cette fenêtre,
											d'observer leur état intérieur
et leurs expériences biologiques.
											C'est vraiment chouette !
											Restez avec moi un moment —
je suis violoniste et non pas chanteuse.
											L'araignée a déjà fait la critique
de ma performance.
									","
											Com alguns animais,
é realmente fantástico,
											como podemos ver através
das suas experiências internas.
											Temos uma visão direta
da interação mecanicista
											entre como eles respondem
ao mundo em redor deles
											e o estado dos seus sistemas biológicos.
											É aqui que as pressões evolutivas
como comer, acasalar
											e garantir que não somos comidos
											conduzem as respostas comportamentais
deterministas à informação no mundo.
											Podemos ver através desta janela,
											os seus estados internos
e as suas experiências biológicas.
											É mesmo muito fixe.
											Agora, tomem atenção por um momento
- sou violinista, não sou cantora.
											Mas a aranha já me fez
uma revisão crítica.
									",Technology that knows what you're feeling,Poppy Crum,12:42,"technology,AI,emotions,psychology,humanity,communication,computers,virtual reality,science,science and art"
"
","
","
",Technology that knows what you're feeling,Poppy Crum,12:42,"technology,AI,emotions,psychology,humanity,communication,computers,virtual reality,science,science and art"
"
											(Video) (Singing in a low pitch)
									","
											(Vidéo) (Chante à voix grave)
									","
											(Vídeo) (A cantar num tom baixo)
									",Technology that knows what you're feeling,Poppy Crum,12:42,"technology,AI,emotions,psychology,humanity,communication,computers,virtual reality,science,science and art"
"
","
","
",Technology that knows what you're feeling,Poppy Crum,12:42,"technology,AI,emotions,psychology,humanity,communication,computers,virtual reality,science,science and art"
"
											(Singing in a middle pitch)
									","
											(Chante à voix médiane)
									","
											(A cantar num tom médio)
									",Technology that knows what you're feeling,Poppy Crum,12:42,"technology,AI,emotions,psychology,humanity,communication,computers,virtual reality,science,science and art"
