en,es,pt,tr,de,title,speaker,duration,tags
"
","
","
","
","
",How my son's short life made a lasting difference,Sarah Gray,10:17,"children,death,decision-making,choice,family,life,medical research,medicine,parenting,science,TEDMED"
"
											I was three months pregnant with twins
											when my husband Ross and I
went to my second sonogram.
									","
											Estaba en el tercer mes 
de embarazo de gemelos
											cuando mi marido Ross y yo 
fuimos a mi segunda ecografía.
									","
											Eu estava grávida de gémeos há três meses
											quando o meu marido Ross e eu,
fomos fazer a minha segunda ecografia.
									","
											Eşim Ross ve ben, ikinci sonogramıma
gittiğimizde,
											ikizlerime üç aylık hamileydim.
									","
											Ich war im dritten Monat
mit Zwillingen schwanger,
											als ich mit meinem Ehemann Ross
zu meinem zweiten Ultraschall ging.
									",How my son's short life made a lasting difference,Sarah Gray,10:17,"children,death,decision-making,choice,family,life,medical research,medicine,parenting,science,TEDMED"
"
","
","
","
","
",How my son's short life made a lasting difference,Sarah Gray,10:17,"children,death,decision-making,choice,family,life,medical research,medicine,parenting,science,TEDMED"
"
											I was 35 years old at the time,
											and I knew that that meant
we had a higher risk
											of having a child with a birth defect.
											So, Ross and I researched
the standard birth defects,
											and we felt reasonably prepared.
									","
											Yo tenía 35 años en ese momento,
											y sabía que eso significaba 
un mayor riesgo
											de tener un hijo con 
un defecto congénito.
											Así que, Ross y yo investigamos 
los defectos comunes del nacimiento,
											y nos sentimos bastante preparados.
									","
											Eu tinha 35 anos na época
											e sabia que isso significava que
teríamos um risco mais elevado
											de ter um filho com defeito de nascença.
											Então, Ross e eu pesquisámos
os defeitos congénitos habituais,
											e sentimo-nos relativamente
bem preparados.
									","
											O zamanlar, 35 yaşındaydım
											ve bunun, doğuştan özürlü bir çocuğumuz
											olma ihtimalinin yüksek olduğu
anlamına geldiğini biliyordum
											Dolayısıyla, Ross ve ben standart doğum
kusurlarını araştırdık
											ve kendimizi bu duruma karşı oldukça
hazırlıklı hissettik.
									","
											Ich war damals 35
											und mir war bewusst,
dass es in diesem Alter
											eher zu Geburtsfehlern kommen kann.
											Ross und ich forschten nach
den häufigsten Geburtsfehlern
											und fühlten uns daher gut vorbereitet.
									",How my son's short life made a lasting difference,Sarah Gray,10:17,"children,death,decision-making,choice,family,life,medical research,medicine,parenting,science,TEDMED"
"
","
","
","
","
",How my son's short life made a lasting difference,Sarah Gray,10:17,"children,death,decision-making,choice,family,life,medical research,medicine,parenting,science,TEDMED"
"
											Well, nothing would have prepared us
											for the bizarre diagnosis
that we were about to face.
											The doctor explained
that one of our twins, Thomas,
											had a fatal birth defect
called anencephaly.
											This means that his brain
was not formed correctly
											because part of his skull was missing.
											Babies with this diagnosis
typically die in utero
											or within a few minutes, hours
or days of being born.
											But the other twin, Callum,
											appeared to be healthy,
as far as the doctor could tell,
											and these twins were identical,
											genetically identical.
									","
											Pero nada nos habría preparado
											para el diagnóstico extraño que 
estábamos a punto de enfrentar.
											El médico explicó que 
uno de nuestros gemelos, Thomas,
											tenía un defecto de nacimiento 
fatal llamado anencefalia.
											Esto significa que su cerebro 
no se formó correctamente
											porque parte de su cráneo 
había desaparecido.
											Los bebés con este diagnóstico 
normalmente mueren en el útero
											o en pocos minutos, horas o días 
tras haber nacido.
											Pero el otro gemelo, Callum,
											parecía estar bien de salud, 
hasta lo que el médico podía ver.
											y estos gemelos eran idénticos,
											idénticos genéticamente.
									","
											Mas nada nos poderia ter preparado
											para o estranho diagnóstico
que estávamos prestes a enfrentar.
											O médico explicou
que um dos nossos gémeos, o Thomas,
											tinha um defeito congénito fatal
chamado anencefalia.
											Significa que o cérebro dele
não estava corretamente formado
											porque faltava-lhe parte do crânio.
											Bebés com este diagnóstico
normalmente morrem no útero
											ou poucos minutos, horas ou dias
depois de terem nascido.
											Mas o outro gémeo, o Callum,
											parecia estar saudável,
tanto quanto o médico podia dizer.
											Estes gémeos eram idênticos,
											geneticamente idênticos.
									","
											Tabii ki de, hiçbir şey bizi
											yüzleşeceğimiz tuhaf 
teşhise hazırlayamazdı.
											Doktor, ikizlerimizden, Thomas'ın 
ölümcül bir

											kusur olan anasefalisi olduğunu söyledi.
											Bunun anlamı, beyni düzgün şekilde
biçimlenmemişti,
											çünkü kafatasının parçası eksikti.
											Bu şekilde teşhis edilen bebekler
genellikle rahim içinde ölürler
											ya da doğumlarından sonra, dakikalar,
saatler belkide günler için de ölürler.
											Diğer ikiz, Callum,
											doktorun söylediklerine göre,
sağlıklı görünüyordu,
											ve bu ikizler tek yumurta ikiziydi
											genetik açıdan birebir.
									","
											Wir waren nicht auf das vorbereitet,
											was uns als bizarre Diagnose erreichte.
											Der Arzt erklärte, dass einer
der Zwillinge, Thomas,
											einen fatalen Geburtsfehler
aufwies — Anenzephalie.
											Sein Gehirn war unförmig,
											denn es fehlte ein Teil seines Schädels.
											Mit dieser Diagnose sterben
Babys normalerweise im Uterus
											oder innerhalb weniger Minuten,
Stunden oder Tagen nach der Geburt.
											Callum, der andere Zwilling,
											schien gesund zu sein, soweit
dies der Arzt feststellen konnte.
											Zudem waren sie eineiige Zwillinge,
											genetisch identisch.
									",How my son's short life made a lasting difference,Sarah Gray,10:17,"children,death,decision-making,choice,family,life,medical research,medicine,parenting,science,TEDMED"
"
","
","
","
","
",How my son's short life made a lasting difference,Sarah Gray,10:17,"children,death,decision-making,choice,family,life,medical research,medicine,parenting,science,TEDMED"
"
											So after a lot of questions about
how this could have possibly happened,
											a selective reduction was mentioned,
											and while this procedure
was not impossible,
											it posed some unique risks
for the healthy twin and for me,
											so we decided to carry
the pregnancy to term.
											So there I was, three months pregnant,
with two trimesters ahead of me,
											and I had to find a way to manage
my blood pressure and my stress.
											And it felt like having a roommate
point a loaded gun at you for six months.
											But I stared down
the barrel of that gun for so long
											that I saw a light
at the end of the tunnel.
											While there was nothing we could do
to prevent the tragedy,
											I wanted to find a way
for Thomas's brief life
											to have some kind of positive impact.
									","
											Así que tras muchas preguntas 
sobre cómo esto pudo haber sucedido,
											se mencionó una reducción selectiva,
											y, si bien este procedimiento 
no era imposible,
											planteaba algunos riesgos 
para el gemelo sano y para mí,
											por lo que decidimos llevar 
el embarazo a término.
											Así que ahí estaba yo, embarazada de 
tres meses, ante dos trimestres más,
											teniendo que ver cómo controlar 
mi presión arterial y mi estrés.
											Y era como tener un compañero de cuarto
											apuntándome con una pistola 
durante seis meses.
											Miré por el cañón de la pistola 
durante tanto tiempo
											que vi una luz al final del túnel.
											Si bien no había nada que hacer 
para evitar la tragedia,
											yo quería encontrar una manera 
para que la breve vida de Thomas
											tuviera algún tipo de impacto positivo.
									","
											Então, depois de uma série de perguntas,
sobre o que podia ter acontecido,
											foi referida uma redução seletiva.
											Embora este procedimento
não fosse impossível,
											representava alguns riscos únicos
para o gémeo saudável e para mim.
											Por isso, decidimos levar
a gravidez até ao fim.
											Então ali estava eu, grávida de três meses,
com dois trimestres à minha frente,
											a tentar encontrar uma maneira
											de gerir a minha tensão arterial
e o meu stress.
											Sentia-me como se tivesse
uma companheira de quarto
											com uma arma apontada 
para mim durante seis meses.
											Mas tanto olhei para o cano daquela arma
											que vi uma luz no fim do túnel.
											Embora não houvesse nada a fazer
para evitar a tragédia,
											queria encontrar uma forma
para que a breve vida de Thomas
											tivesse algum tipo de impacto positivo.
									","
											Dolayısıyla, böyle bir şeyin nasıl 
olabileceği ile ilgili onca sorudan sonra,
											seçici indirgeme'den bahseldildi
											ve bu yöntem imkansız olmasa da,
											ben ve sağlıklı ikiz için bazı
emsalsiz riskler arz ediyordu
											ve hamileliği sonuna kadar
devam ettirmeye karar verdik.
											İşte üç aylık hamileydim ve önümde 
gebeliğin iki dönemi daha vardı
											ve ben, kan basıncımı ve 
stresimi kontrol altında 

											tutmanın bir yolunu bulmak zorundaydım.
											Bu sanki, oda arkadaşınızın 
size altı ay boyunca

											silah doğrultması gibi hissetirdi.
											Fakat, silahın namlusuna o kadar 
uzun süre baktım ki,
											tünelin ucunda bir ışık gördüm.
											Trajediyi önlemek için, bizim
yapabilecek hiçbir şeyimiz olmasa da
											Thomas'ın kısacık hayatında, 
olumlu bir etki bırakması için
											bir yol bulmak istedim.
									","
											Zuerst gab es viele Fragen 
zum Wie und Warum,
											dann wurde mir eine selektive
Reduktion vorgeschlagen.
											Dieser Eingriff war zwar möglich,

											barg aber spezifische Risiken
für mein gesundes Baby und mich.
											Also entschlossen wir, 
beide Kinder auszutragen.
											Hier stand ich also, im 3. Monat schwanger
und noch ganze 6 vor mir.
											Ich musste meinen Blutdruck
und meinen Stress kontrollieren.
											Es war, als würde mich jemand 6 Monate
lang mit geladener Waffe begleiten.
											Ich starrte so lange in diesen Gewehrlauf,
											bis ich Licht am Ende des Tunnels sah.
											Obwohl nichts diese Tragödie
aufhalten konnte,
											wollte ich das kurze Leben von Thomas
											in eine positive Sache umwandeln.
									",How my son's short life made a lasting difference,Sarah Gray,10:17,"children,death,decision-making,choice,family,life,medical research,medicine,parenting,science,TEDMED"
"
","
","
","
","
",How my son's short life made a lasting difference,Sarah Gray,10:17,"children,death,decision-making,choice,family,life,medical research,medicine,parenting,science,TEDMED"
"
											So I asked my nurse about organ,
eye and tissue donation.
											She connected with our local
organ-procurement organization,
											the Washington Regional
Transplant Community.
											WRTC explained to me
											that Thomas would probably be too small
at birth to donate for transplant,
											and I was shocked:
											I didn't even know
you could be rejected for that.
											But they said that he would be
a good candidate to donate for research.
											This helped me see Thomas in a new light.
											As opposed to just a victim of a disease,
											I started to see him as a possible key
to unlock a medical mystery.
									","
											Así que le pregunté a mi enfermera por 
la donación de órganos, ojos y tejidos.
											Ella conectó con la organización 
de obtención de órganos locales,
											la Comunidad Regional de Washington 
de Trasplantes (WRTC).
											La WRTC me explicó que probablemente
											Thomas sería demasiado pequeño al nacer 
para donarlo para el trasplante,
											y me sorprendió:
											Ni siquiera sabía que pudiera 
ser rechazada por ello.
											Sin embargo, dijeron que sería un buen 
candidato para donar a la investigación.
											Esto me ayudó a ver a Thomas 
con una nueva luz.
											En vez de verle solo como 
víctima de una enfermedad,
											empecé a verlo como una posible clave 
para resolver un misterio médico.
									","
											Falei com a minha enfermeira 
sobre doação de órgãos, olhos e tecidos.
											Ela entrou em contacto com a nossa
organização local de colheita de órgãos,
											a Comunidade Regional de 
Transplante de Washington.
											A WRTC explicou-me
											que Thomas seria provavelmente muito 
pequeno ao nascer para doar transplantes
											e eu fiquei chocada.
											Não sabia que podíamos 
ser rejeitados por causa disso.
											Mas disseram que ele seria um
bom candidato para doar para investigação.
											Isso ajudou-me a ver Thomas
a uma nova luz.
											Em vez de ser apenas vítima de uma doença,
											comecei a vê-lo como uma chave possível
para desvendar um mistério médico.
									","
											Ve hemşireme, organ, göz ve
doku bağışı ile ilgili sorular sordum.
											O da, yerel organ tedarik kurumuyla
bağlantı kurdu,
											Washington Bölgesel Organ Nakli Topluluğu.
											WBONT bana,
											Thomas'ın organ bağışlayamayacak kadar
küçük olabileceğini ifade etti
											ve ben çok şaşırdım:
											Böyle bir sebepten ötürü,

											reddedebileceklerini
bile bilmiyordum.
											Fakat, onun, araştırmaya
bağış yapabilecek 

											iyi bir aday olduğunu söylediler.
											Bu, bana Thomas'ı yeni 
bir ışıkta görmemi sağladı.
											Bir hastalığın kurbanı olmasının aksine,
											onu, tıbbi bir gizemi çözecek muhtemel
bir anahtar olarak görmeye başladım.
									","
											Daher erkundigte ich mich über Organ-,
Augen- und Gewebstransplantationen.
											Ich trat mit unserer örtlichen
Organspende-Organisation in Kontakt:
											der Washington Regional 
Transplant Community.
											Dort erklärten sie mir,
											dass Thomas bei der Geburt wohl 
zu klein sein würde, um Organe zu spenden.
											Das schockierte mich:
											Ich wusste nicht,
dass so etwas möglich ist.
											Sie sagten aber, man könne seine 
Organe für die Wissenschaft spenden.
											Dadurch sah ich Thomas
in einem neuen Licht:
											Nicht als ein von Krankheit 
gebeuteltes Opfer,
											sondern als Schlüssel zur Erforschung
unbekannter medizinischer Rätsel.
									",How my son's short life made a lasting difference,Sarah Gray,10:17,"children,death,decision-making,choice,family,life,medical research,medicine,parenting,science,TEDMED"
