en,tr,de,title,speaker,duration,tags
"
","
","
",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
											It began with one question:
											If Africa was a bar, what would
your country be drinking or doing?
											I kicked it off with a guess
about South Africa,
											which wasn't exactly
according to the rules
											because South Africa's not my country.
											But alluding to the country's
continual attempts
											to build a postracial society
											after being ravaged
for decades by apartheid,
											I tweeted, #ifafricawasabar South Africa
would be drinking all kinds of alcohol
											and begging them
to get along in its stomach.
									","
											Bu, bir soruyla başladı.
											Afrika bir bar olsaydı,
senin ülken ne içer ya da ne yapardı?
											Güney Afrika hakkında
kurallara tamamen aykırı
											bir tahmin ile başlattım bunu.
											çünkü Güney Afrikalı değilim.
											fakat ırkçılık yüzünden
yıllarca perişan olan
											ülkenin ırkçılığın olmadığı
bir düzen kurmak için
											devamlı girişimlerini
gördüğüm için
											şöyle tweetledim, #afrikabirbarolsaydı
Güney Afrika her tür alkolü içerdi ve
											midelerini bozmaması 
için yalvarırlardı.
									","
											Es fing an mit einer Frage:
											Wenn Afrika eine Bar wäre, was würde
dein Land trinken oder machen?
											Ich begann mit einer
Vermutung über Südafrika,
											was eigentlich nicht den Regeln entsprach,
											denn Südafrika ist nicht mein Heimatland.
											Doch in Anspielung auf
die Versuche Südafrikas,
											eine vom Rassismus befreite
Gesellschaft zu konstruieren,
											nachdem es jahrzehntelang von
Apartheid verwüstet wurde,
											twitterte ich: ""#ifafricawasabar Südafrika
würde sämtliche Sorten trinken
											und sie anflehen, sich doch
seinem Magen zu vertragen.""
									",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
","
","
",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
											And then I waited.
											And then I had that funny feeling
where I wondered if I crossed the line.
											So, I sent out a few other tweets
about my own country
											and a few other African countries
I'm familiar with.
											And then I waited again,
											but this time
											I read through almost every tweet
I had ever tweeted
											to convince myself,
											no, to remind myself that I'm really funny
											and that if nobody gets it, that's fine.
									","
											Sonrasında bekledim.
											Sonra acaba biraz abartım mı diye
merak ederek komik bir hisse kapıldım
											Kendi ülkem hakkında ve bir kaç 
tanıdığım Afrika ülkesi hakkında
											bir kaç tweet daha attım.
											Ve sonra tekrar bekledim.
											ancak bu kez,
											attığım nerdeyse her tweet'i
											kendimi ikna etmek için değil de
											kendime komik olduğumu 
hatırlatmak için okudum
											ve bunları kimse anlamıyorsa, sorun yok.
									","
											Und dann wartete ich.
											Da überkam mich ein komisches Gefühl. 
Hatte ich eine Grenze überschritten?
											Und so twittterte ich
mehr über mein eigenes Land
											und andere afrikanische Länder, 
die ich kenne.
											Und ich wartete wieder.
											Diese Mal jedoch
											las ich fast alle
meiner Tweets noch einmal,
											um mich selbst davon zu überzeugen
											oder eher mich daran zu erinnern,
dass ich wirklich witzig bin,
											und wenn andere das nicht verstehen,
dann ist das eben so.
									",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
","
","
",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
											But luckily,
											I didn't have to do that for very long.
											Very soon, people were participating.
											In fact, by the end of that week in July,
											the hashtag #ifafricawasabar
											would have garnered around 60,000 tweets,
											lit up the continent
											and made its way to publications
all over the world.
									","
											Ama iyi ki
											bunu uzun bir süre yapmak
zorunda kalmadım.
											İnsanlar çok kısa süre içinde
katılmaya başladı.
											Aslında temmuzun sonuyla birlikte
											#afrikabirbarolsaydı etiketi
											nerdeyse 60.000 tweet almıştır.
											bulunduğu bölgeyi tamamen dolaşmış
											ve sonra da yoluna tüm dünyada
yayınlanarak devam etmiş.
									","
											Doch zum Glück verstanden mich die Leute.
											Die Leute fingen nämlich an mitzumachen.
											Am Ende dieser Woche im Juli
											hatte der Hashtag #ifafricawasabar
											mehr als 60 000 Tweets gesammelt,
											erhellte den afrikanischen Kontinent
											und verbreitete sich schließlich weltweit.
									",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
","
","
",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
											People were using the hashtag
to do many different things.
											To poke fun at their stereotypes:
											[#IfAfricaWasABar
Nigeria would be outside explaining
											that he will pay the entrance fee,
											all he needs is
the bouncer's account details.]
									","
											İnsanlar etiketleri(#) kendi klişeleriyle
eğlenmek gibi
											birçok değişik
şey yapmak için kullanırlar.
											[#IfAfricaWasABar(#Afrikabirbarolsaydı)
Nijerya dışarıda giriş ücretini
											ödeyeceğini açıklamakla meşgul olur
ve
											tüm ihtiyacıysa, kapı güvenliğinin
hesap numarası.
									","
											Der Hashtag fand viele 
verschiedene Anwendungen,
											z. B. um sich über Klischees
lustig zu machen:
											[# ... Nigeria würde
versuchen zu erklären,
											dass es den Eintritt nur bezahlen würde,
											wenn es die Kontonummer
des Türstehers hätte.]
									",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
","
","
",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Gelächter)
									",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
","
","
",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
											To criticize government spending:
											[#ifafricawasabar South Africa would be
ordering bottles it can't pronounce
											running a tab it won't be able to pay]
									","
											Devlet harcamalarını eleştirecek olursak:
											[#ifafricawasabar(#afrikabirbarolsaydı) Güney Afrika
telaffuz edemeyeceği içecekler isterdi ve
											ödeyemeyeceği masaya otururdu.
									","
											Oder um Ausgaben von der 
Regierung zu kritisieren:
											[# ... Südafrika würde Flaschen bestellen,
											deren Namen es nicht aussprechen
											und eine Rechnung bekommen,
die es nicht bezahlen kann.]
									",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
","
","
",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
											To make light of geopolitical tensions:
											[#IfAfricaWasABar
South Sudan would be the new guy
											with serious anger management issues.]
									","
											Jeopolitik gerginlikleri kale almayacak
olursak
											[#ifafricawasabar (#Afrikabirbarolsaydı)
Güney Sudan öfke hakimiyeti
											konusunda ciddi sıkıntıları olan
kişi olurdu.]
									","
											Um geopolitische Spannungen 
herunterzuspielen:
											[# ... Südsudan wäre dieser neue Typ
											mit Aggressionsbewältigungsproblemen.]
											Und um noch weniger bekannte
afrikanische Länder zu nennen:
									",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
","
","
",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
											To remind us that even in Africa
											there are some countries
we don't know exist:
											[#IfAfricaWasABar
Lesotho would be that person
											who nobody really knows
but is always in the pictures.]
									","
											Afrika'da dahi varlığından
											bihaber olduğumuz ülkeler var.
											[#AfrikaBirBarOlsaydı Lesotho hep
fotoğraflarda
											olan ancak kimsenin bilmediği
kişi olurdu.]
									","
											[# ... Lesotho wäre dieser Jemand,
											den keiner kennt, 
der aber auf allen Fotos ist.]
											Um sich über die lustig zu machen,
die denken, sie lägen nicht in Afrika:
									",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
","
","
",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
											And also to make fun of the countries
that don't think that they're in Africa:
											[#IfAfricaWasABar Egypt, Libya,
Tunisia, Algeria and Morocco
											be like ""What the hell
are we doing here?!!""]
									","
											Ve elbette Afrikada olmadığını
sanan ülkeler için espri yapmak için:
											[#AfrikaBirBarOlsaydı Mısır, Libya
Tunus, Cezayir ve Fas
											""biz burda ne halt yiyoruz ?!!""
derlerdi.
									","
											[# ... Ägypten, Libyen, Tunesien,
Algerien und Marokko
											würden sich fragen, was sie 
denn eigentlich hier machen.]
											(Gelächter)
									",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
","
","
",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											Um auf Veränderungen
aufmerksam zu machen:
									",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
","
","
",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
											And to note the countries
that had made a big turnaround:
											[#ifAfricawasabar
Rwanda would be that girl
											that comes with no money and no transport
but leaves drunk, happy and rich]
									","
											Ve büyük devrim yapan ülkeleri
belirtmek için:
											[#Afrikabirbarolsaydı Rwanda mekana
											parasız ve vasıtasız gelen ancak
sarhoş ve zengin ayrılan kız olurdu.]
									","
											[# ... Ruanda wäre das Mädchen,
dass ohne alles kommt,
											aber fröhlich und
angetrunken wieder geht.]
											Das Wichtigste jedoch:

									",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
","
","
",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
											But most importantly,
											people were using the hashtag to connect.
											People were connecting
over their Africanness.
											So for one week in July,
											Twitter became a real African bar.
											And I was really thrilled,
											mainly because I realized
that Pan-Africanism could work,
											that we had before us,
between us, at our fingertips
											a platform that just needed a small spark
											to light in us a hunger for each other.
									","
											Fakat en önemlisi,
											insanlar etiketleri iletişim kurmak
için kullanıyordu.
											İnsanlar diğer Afrikalı akranlarıyla
iletişim kuruyordu.
											Yani temmuzda bir haftalığına
											Twitter gerçekten bir Afrika barı olmuştu.
											Ve gerçekten korkmuştum.
											Özellikle şu sebepten ötürü;
Pan-Afrikanizm hayat bulabilirdi,
											bunu biz daha önce, kendi aramızda
parmak uçlarımızda
											birbirimizin değerini anlamak için
bir ışık tutacak
											sadece ufak bir kıvılcıma ihtiyacı olan
bir şeydi.
									","
											Der Hashtag verband die Menschen.
											Ihre afrikanische Zugehörigkeit
verband sie miteinander.
											Für eine Woche im Juli
											wurde aus Twitter
eine echte afrikanische Bar.
											Ich war begeistert, denn ich erkannte,
											dass Pan-Afrikanismus
wirklich gelingen könnte.
											Eine Plattform war zum Greifen nah,
											die nur einen kleinen Anstupser brauchte,
											um uns näher zusammen zu bringen.
									",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
","
","
",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
"
											My name is Siyanda Mohutsiwa,
											I'm 22 years old
											and I am Pan-Africanist by birth.
											Now, I say I'm Pan-Africanist by birth
											because my parents are
from two different African countries.
											My father's from a country
called Botswana in southern Africa.
											It's only slightly bigger than Germany.
											This year we celebrate
our 50th year of stable democracy.
											And it has some very progressive
social policies.
											My mother's country
is the Kingdom of Swaziland.
											It's a very, very small country,
also in southern Africa.
											It is Africa's last complete monarchy.
											So it's been ruled by a king
and a royal family
											in line with their tradition,
											for a very long time.
									","
											Benim adım Siyanda Mohutsiwa,
											22 yaşındayım.
											Ve doğuştan Pan-Afrikanistim.
											Yani, doğuştan Pan-Afrikanistim diyorum
											çünkü ebeveynlerim iki farklı
Afrika ülkesinde doğdu.
											Babam, Güney Afrikada bulunan
Botswana'lı biri.
											Almanya'dan sadece birazcık büyük.
											Bu yıl, demokrasimizin 50. yılını
kutluyoruz.
											Ve çok gelişme kaydeden bir
politikası var.
											Annemin ait olduğu ülke ise,
Svaziland Krallığı.
											Çok ama çok küçük bir ülke 
Güney Afrikada.
											Afrika'nın son monarşik sisteme
sahip ülkesi.
											Yani çok uzun bir süredir
bir kral ve asil bir aile
											tarafından geleneklerine
											bağlı kalınarak yönetiliyor.
									","
											Mein Name ist Siyanda Mohutsiwa,
											ich bin 22 Jahre alt
											und bin von Natur aus Pan-Afrikanistin.
											Damit meine ich,
											dass meine Eltern aus zwei verschiedenen 
afrikanischen Ländern stammen.
											Mein Vater kommt
aus Botswana in Südafrika.
											Es ist ein wenig größer als Deutschland.
											Botswana feiert dieses Jahr
50 Jahre stabile Demokratie.
											Es hat außerdem eine
ehr fortschrittliche Sozialpolitik.
											Meine Mutter kommt aus
dem Königreich Swasiland.
											Es ist ein sehr,
sehr kleines Land in Südafrika.
											Zudem ist es die letzte
absolute Monarchie.
											Es wird von einem König
und dessen Familie regiert,
											auf traditionelle Weise,
											schon seit sehr langer Zeit.
									",How young Africans found a voice on Twitter,Siyanda Mohutsiwa,14:22,"Africa,democracy,community,Internet,future,identity,politics,potential,government,global development,global issues"
