en,pt,fr,tr,de,title,speaker,duration,tags
"
","
","
","
","
",A brief history of dogs,David Ian Howe,4:40,"animals,TED-Ed,history,evolution,world cultures,animation,culture"
"
											Since their emergence 
over 200,000 years ago,
											modern humans have established 
homes and communities all over the planet.
											But they didn’t do it alone.
											Whatever corner of the globe you find 
homo sapiens in today,
											you’re likely to find another 
species nearby:
											Canis lupus familiaris.
											Whether they’re herding, hunting, 
sledding, or slouching
											the sheer variety of domestic 
dogs is staggering.
											But what makes the story of man’s 
best friend so surprising
											is that they all evolved from a creature
											often seen as one of our oldest rivals:
											Canis lupus, or the gray wolf.
									","
											Desde que surgiram
há mais de 200 000 anos,
											os seres humanos instituíram
casas e comunidades por todo o planeta.
											Mas não o fizeram sozinhos.
											Em todos os cantos do globo
onde encontramos hoje o Homo sapiens,
											muito provavelmente encontramos
outra espécie junto dele:
											Canis lupus familiaris.
											Quer sejam cães pastores,
cães de caça, de trenós ou de companhia,
											a enorme variedade de cães
domésticos é espantosa.
											Mas o que torna tão surpreendente
a história do melhor amigo do homem
											é que todos eles evoluíram
a partir de uma criatura
											que é vista sobretudo
como um dos nossos rivais mais antigos:
											o Canis lupus, ou seja, o lobo-cinzento.
									","
											[ L'Histoire des chiens ]
											Dès leur apparition
il y a plus de 200 000 ans,
											les êtres humains modernes
ont établi des maisons
											et des communautés partout dans le monde.
											Mais ils ne l'ont pas fait seuls.
											Dans tous les coins du monde
où l'on trouve l'homo sapiens aujourd'hui,
											on trouve probablement
une autre espèce non loin de là :
											le canis lupus familiaris.
											Qu'ils rassemblent des troupeaux,
chassent, tirent un traîneau ou s'amusent,
											la variété des chiens domestiques
est impressionnante.
											Mais ce qui rend l'histoire du meilleur
ami de l'homme si surprenante
											est qu'ils ont tous évolué d'une espèce
											souvent considérée comme
l'un de nos plus vieux rivaux :
											le canis lupus ou loup gris.
									","
											200.000 yıl önce ortaya çıkışlarından beri
											modern insanlar gezegen üzerinde
topluluklar ve evler kurdular.
											Ama bunu tek başına yapmadılar.
											Bugün yer kürenin her köşesinde
insan bulabileceğiniz gibi
											yakınlarında büyük olasılıkla
başka bir tür daha bulacaksınız:
											Canis lupus familiaris.
											Otlasalar da, avlansalar da,
kızak çekseler de ya da dolaşsalar da
											evcil köpeklerin
bütün çeşitleri sendeliyor.
											Ama insanoğlunun
en iyi arkadaşını ilginç yapan şey ise
											hepsinin sık sık
en eski düşmanlarımızdan biri olan
											bir yaratıktan gelmiş olması:
											Canis lupus ya da gri kurt.
									","
											Seit ihrem Aufkommen
vor mehr als 200.000 Jahren
											schaffen moderne Menschen Häuser
und Gemeinden in aller Welt.
											Jedoch nicht alleine.
											Egal wo man den Homo sapiens
heutzutage trifft
											ist auch eine andere Spezies nicht weit:
											Canis lupus familiaris.
											Ob sie nun hüten, jagen,
Schlitten ziehen oder herumlümmeln,
											die Vielfalt von Haushunden
ist überwältigend.
											Was die Geschichte des besten Freund
des Menschens so verblüffend macht,
											ist seine Abstammung von der Kreatur,
											die oft als einer
unserer ältesten Rivalen gilt:
											Canis lupus, oder der Grauwolf.
									",A brief history of dogs,David Ian Howe,4:40,"animals,TED-Ed,history,evolution,world cultures,animation,culture"
"
","
","
","
","
",A brief history of dogs,David Ian Howe,4:40,"animals,TED-Ed,history,evolution,world cultures,animation,culture"
"
											When our Paleolithic ancestors first 
settled Eurasia roughly 100,000 years ago,
											wolves were one of their main rivals 
at the top of the food chain.
											Able to exert over 300 lbs. of pressure 
in one bone-crushing bite
											and sniff out prey more than a mile away,
											these formidable predators didn’t have 
much competition.
											Much like human hunter-gatherers,
											they lived and hunted 
in complex social groups
											consisting of a few nuclear families,
											and used their social skills to 
cooperatively take down larger creatures.
											Using these group tactics,
											they operated as effective 
persistence hunters,
											relying not on outrunning their prey,
											but pursuing it to the point 
of exhaustion.
									","
											Quando os nossos antepassados
do Paleolítico
											se instalaram na Eurásia
há uns 100 000 anos,
											os lobos eram um dos principais rivais
no topo da cadeia alimentar.
											Capazes de exercer uma pressão
de mais de 130 kg
											numa só mordida para esmagar ossos
											e de farejar uma presa a mais 
de um quilómetro e meio,
											estes predadores formidáveis
não tinham muita competição.
											Tal como os caçadores-recoletores humanos,
											viviam e caçavam 
em complexos grupos sociais
											formados por algumas famílias nucleares,
											e usavam as suas capacidades sociais
											para atacar criaturas maiores,
de forma cooperativa.
											Usando táticas de grupo,
											funcionavam como caçadores
de persistência eficaz,
											não deixando a presa escapar
											mas perseguindo-a até
ao ponto de exaustão.
									","
											Lorsque nos ancêtres paléolithiques
											se sont installés en Eurasie
il y a 100 000 ans,
											les loups étaient l'un
de leurs principaux rivaux
											au sommet de la chaîne alimentaire.
											Capables d'exercer plus de 136 kilos
de pression par leur morsure écrasante
											et de flairer une proie
à plus d'un kilomètre de distance,
											ces prédateurs formidables
n'avaient pas beaucoup de concurrents.
											Tout comme les humains
chasseurs-cueilleurs,
											ils vivaient et chassaient
dans des groupes sociaux complexes
											composés de quelques familles nucléaires
											et utilisaient leurs compétences sociales
pour vaincre des animaux plus gros.
											Grâce à ces tactiques de groupe,
											ils opéraient comme des chasseurs
persistants et efficaces,
											qui ne voulaient pas abattre leur proie
											mais qui la poursuivaient
jusqu'à l'épuisement.
									","
											Yontma taş devrindeki atalarımız yaklaşık
100.000 yıl önce Avrasya'ya yerleştiğinde
											kurtlar onların besin zincirindeki
başlıca düşmanlarından biriydi.
											Kemik kırıcı bir ısırışta 
136 kg üstünde baskı gücü kullanabilen
											ve avını 1,5 km'yi geçkin
bir mesafeden koklayabilen
											bu güçlü yırtıcıların
fazla bir rakibi yoktu.
											İnsan avcı-toplayıcılar gibi
											onlar da birkaç çekirdek aileden oluşan
											karışık sosyal gruplarda
yaşadılar ve avlandılar
											ve sosyal becerilerini işbirliğiyle büyük
yaratıkları devirmek için kullandılar.
											Bu grup taktiklerini kullanarak
											inatçı avcılar olarak
											sadece avlarını alt etmeye inanmazlar
											aynı zamanda tükenme noktasına 
kadar takip etmeye inanırlar.
									","
											Als unsere Ahnen der Altsteinzeit vor
rund 100.000 Jahren Eurasien besiedelten,
											war der Wolf einer ihrer Hauptrivalen
an der Spitze der Nahrungskette.
											Fähig mit mehr als 136 kg Druck
Knochen zu zermalmen
											und Beute innerhalb
eines Kilometers zu riechen,
											hatten diese grandiosen
Räuber nicht viel Konkurrenz.
											Wie menschliche Jäger und Sammler
											lebten und jagten sie in
komplexen Sozialgruppen,
											die aus einigen Kernfamilien bestanden,
											und nutzten ihre Sozialkompetenzen,
um größere Tiere vereint zu erlegen.
											Mit diesen Gruppentaktiken
agierten sie als effektive Ausdauerjäger.
											Dabei bauten sie nicht auf das Überholen,
											sondern auf die Erschöpfung ihrer Beute.
									",A brief history of dogs,David Ian Howe,4:40,"animals,TED-Ed,history,evolution,world cultures,animation,culture"
"
","
","
","
","
",A brief history of dogs,David Ian Howe,4:40,"animals,TED-Ed,history,evolution,world cultures,animation,culture"
"
											But when pitted against the similar
strengths of their invasive new neighbors,
											wolves found themselves at a crossroads.
											For most packs,
											these bourgeoning bipeds represented 
a serious threat to their territory.
											But for some wolves,
											especially those without a pack,
											human camps offered new opportunities.
											Wolves that showed less aggression
towards humans
											could come closer to their encampments,
											feeding on leftovers.
											And as these more docile scavengers 
outlasted their aggressive brethren,
											their genetic traits were passed on,
											gradually breeding tamer wolves
in areas near human populations.
									","
											Mas, quando enfrentaram
forças semelhantes dos seus novos vizinhos
											os lobos viram-se numa encruzilhada.
											Para a maior parte das matilhas,
											estes bípedes invasores representaram
uma séria ameaça ao seu território.
											Mas, para alguns lobos,
											especialmente os que não tinham matilha,
											os acampamentos dos homens
ofereciam novas oportunidades.
											Os lobos que se mostravam
menos agressivos
											aproximavam-se mais dos acampamentos,
											alimentando-se dos sobejos.
											Quando estes carniceiros mais dóceis
abandonaram os seus irmãos agressivos,
											as suas características genéticas
foram-se transmitindo,
											dando origem gradualmente
a lobos mais dóceis
											nas áreas próximas
das populações humanas.
									","
											Mais quand ils furent opposés
à la force similaire
											de leurs nouveaux voisins invasifs,
											les loups se trouvèrent à un tournant.
											Pour la majorité des meutes,
											ces bipèdes naissants représentaient
une forte menace à leur territoire.
											Mais pour certains loups,
											notamment ceux sans une meute,
											les camps humains offraient
de nouvelles opportunités.
											Les loups qui se montraient
moins agressifs envers les hommes
											pouvaient s'approcher de leurs campements
											et manger leurs restes.
											À mesure que ces charognards plus dociles
survivaient à leurs frères agressifs,
											leurs traits génétiques furent transmis
											et, graduellement, des loups domestiqués
surgirent près des populations humaines.
									","
											Ancak istilacı yeni komşularının
benzer güçleriyle karşılaşınca
											kurtlar kendilerini
bir dönüm noktasında buldular.
											Sürülerin çoğu için
											bu burjuva iki ayaklılar kendi
bölgeleri için ciddi bir tehditti.
											Fakat bazı kurtlar için,
											özellikle de sürüsü olmayanlar için,
											insanlar yeni fırsatlar sunuyordu.
											İnsanlara karşı saldırgan olmayan kurtlar
											kamp yerlerinin yakınına gelip
											artıklarıyla beslenebiliyordu.
											Bu daha uysal leş yiyiciler,
agresif kardeşlerini geride bıraktılar,
											genetik özellikleri devam etti
											ve yavaş yavaş insan nüfusu yakınındaki
alanlarda terbiye edilmiş kurtlara geçti.
									","
											Jedoch beim Paroli bieten
des aufdringlichen Nachbarn,
											fanden sich Wölfe am Scheideweg wieder.
											Für die meisten Rudel
											stellten diese aufkeimenden Zweibeiner
ernste Territoriumsbedrohungen dar.
											Jedoch für ein paar Wölfe,
besonders die ohne Rudel,
											boten die Lager der Menschen
neue Möglichkeiten.
											Wölfe, die weniger aggressiv
gegenüber Menschen waren,
											durften näher an die Lager
und wurden mit Resten gefüttert.
											Da diese fügsameren Aasgeier
ihre aggressiven Brüder überlebten,
											wurden ihre genetischen Merkmale vererbt.
											Somit wurden allmählich zahmere Wölfe
in Menschennähe gezüchtet.
									",A brief history of dogs,David Ian Howe,4:40,"animals,TED-Ed,history,evolution,world cultures,animation,culture"
"
","
","
","
","
",A brief history of dogs,David Ian Howe,4:40,"animals,TED-Ed,history,evolution,world cultures,animation,culture"
"
											Over time humans found a multitude of uses
for these docile wolves.
											They helped to track and hunt prey,
											and might have served as sentinels
to guard camps
											and warn of approaching enemies.
											Their similar social structure made
it easy to integrate with human families
											and learn to understand their commands.
											Eventually they moved from the fringes 
of our communities into our homes,
											becoming humanity’s 
first domesticated animal.
									","
											Com o tempo,
os seres humanos encontraram
											uma série de usos para estes lobos dóceis.
											Ajudavam a encontrar e a caçar as presas
											e podiam servir de sentinelas
para guardar os acampamentos
											e avisar a aproximação de inimigos.
											A sua estrutura social similar facilitou
a sua integração nas famílias humanas
											e aprenderam a perceber as suas ordens.
											Por fim, passaram das franjas
das comunidades para dentro de casa,
											tornando-se o primeiro animal
domesticado da humanidade.
									","
											Au fil du temps,
											les hommes trouvèrent diverses façons
d'utiliser ces loups dociles.
											Ils les aidaient à suivre
et chasser les proies
											et pouvaient faire office de sentinelles
pour protéger les camps
											et signaler l'arrivée des ennemis.
											La structure sociale similaire
											leur permit de s'intégrer aisément
dans les familles humaines
											et d'apprendre à comprendre
leurs commandes.
											Finalement, ils se déplacèrent
des marges de nos communautés
											à l'intérieur de nos maisons,
											devenant le premier animal
domestique de l'humanité.
									","
											Zamanla insanlar bu uysal kurtlar için
çok sayıda kullanım şekli buldu.
											Avlarını izlemeye
ve avlamaya yardım ettiler,
											kampları korumak ve yaklaşmakta olan
düşmanları uyarmak için
											nöbetçi olarak 
görev yapmış bile olabilirler.
											Onların benzer sosyal yapısı,
insan aileleriyle bütünleşmeyi
											ve onların komutlarını
anlamayı kolaylaştırdı.
											Sonunda, insanlığın
ilk evcil hayvanı haline gelip
											topluluklarımızın
sınırlarından evimize taşındılar.
									","
											Mit der Zeit fanden die Menschen
viele Nutzen für diese gefügigen Wölfe.
											Sie halfen Beute aufzuspüren und zu jagen,
											dienten wohl als Wachen der Lager
											und warnten vor nahenden Feinden.
											Ähnliche Sozialstrukturen
erleichterten die Integration in Familien
											und das Erlernen ihrer Kommandos.
											Schließlich zogen sie von den
Gemeindenrändern in unsere Häuser
											und wurden die ersten
gezähmten Haustiere der Menschheit.
									",A brief history of dogs,David Ian Howe,4:40,"animals,TED-Ed,history,evolution,world cultures,animation,culture"
"
","
","
","
","
",A brief history of dogs,David Ian Howe,4:40,"animals,TED-Ed,history,evolution,world cultures,animation,culture"
"
											The earliest of these Proto-Dogs
or Wolf-Dogs,
											seem to have appeared around 
33,000 years ago,
											and would not have looked all that 
different from their wild cousins.
											They were primarily distinguished 
by their smaller size
											and a shorter snout full of 
comparatively smaller teeth.
											But as human cultures and occupations 
became more diverse and specialized,
											so did our friends.
											Short stocky dogs to herd livestock 
by nipping their heels;
											elongated dogs to flush badgers 
and foxes out of burrows;
											thin and sleek dogs for racing;
											and large, muscular dogs for guard duty.
											With the emergence of kennel clubs and 
dog shows during England’s Victorian era,
											these dog types were standardized 
into breeds,
											with many new ones bred 
purely for appearance.
											Sadly, while all dog breeds are the 
product of artificial selection,
											some are healthier than others.
											Many of these aesthetic characteristics 
come with congenital health problems,
											such as difficulty breathing 
or being prone to spinal injuries.
									","
											Os primeiros destes protocães,
ou seja os cães-lobos,
											devem ter aparecido
há uns 33 000 anos
											e não deviam ter um aspeto
muito diferente dos seus primos selvagens.
											Distinguiam-se sobretudo
por um tamanho menor
											e por um focinho mais curto,
											cheio de dentes
comparativamente mais pequenos.
											Mas à medida que as culturas
e as ocupações dos homens
											se tornavam mais diversificadas,
											o mesmo aconteceu aos nossos amigos.
											Cães baixos e robustos para pastorear 
rebanhos, mordendo-lhes os calcanhares;
											cães alongados para fazer sair
texugos e raposas das tocas;
											cães magros e elegantes para corridas;
											e cães grandes e musculados para guarda.
											Com o aparecimento de clubes caninos
e exibições de cães
											durante a era vitoriana em Inglaterra,
											estes tipos de cães foram 
classificados como raças
											e foram criadas muitas outras
apenas pelo seu aspeto.
											Infelizmente, embora
todas as raças de cães
											sejam produto duma seleção artificial,
											algumas delas são mais saudáveis
do que outras.
											Muitas destas características estéticas
											são acompanhadas de problemas
de saúde congénitos,
											como a dificuldade de respirar
ou a propensão para lesões da coluna.
									","
											Les premiers proto-chiens ou chiens-loups
											semblent être apparus
il y a environ 33 000 ans
											et étaient très semblables
à leurs cousins sauvages.
											Ce qui les distinguait était
leur taille plus petite
											et un museau plus court plein
de dents relativement plus petites.
											Mais, à mesure que les cultures
et les occupations humaines
											devenaient plus diverses et spécialisées,
											nos amis changeaient aussi.
											Les chiens courts et trapus rassemblaient
le bétail en mordant leurs talons ;
											les chiens allongés débusquaient blaireaux
et renards hors de leurs terriers ;
											on utilisait les chiens maigres
et élancés pour la course
											et les chiens larges et musclés
pour la garde.
											Avec l'émergence de clubs
et de concours canins en Angleterre
											pendant l'époque victorienne,
											ces types de chiens
furent standardisés en races,
											dont quelques-unes étaient sélectionnées
seulement pour leur apparence.
											Malheureusement, même si toutes les races
résultent d'une sélection artificielle,
											certaines sont en meilleure santé.
											Beaucoup des caractéristiques esthétiques
											viennent avec des problèmes
de santé congénitaux,
											comme une respiration difficile
ou des lésions rachidiennes.
									","
											Bu İlk Köpek ya da Kurt-Köpek'ler
											en erken 33.000 yıl
önce ortaya çıkmış olabilirler
											ve vahşi kuzenlerinden
o kadar farklı görünmüyorlardı.
											Temel olarak daha küçük boyutlarıyla
											ve nispeten daha küçük dişlerle dolu
daha kısa bir burunla ayırt edilirlerdi.
											Ancak insan kültürleri ve meslekleri
daha çeşitli ve uzmanlaşmış hale gelince
											arkadaşlarımız da öyle oldu.
											Kısa boylu köpekler, topuklarını
ısırarak hayvan sürülerini otlatır;
											uzun köpekler porsukları
ve tilkileri yuvalardan çıkarır;
											ince ve parlak türlü köpekler yarışırlar
											ve büyük, kaslı köpekler bekçilik yapar.
											İngiltere’nin Viktorya döneminde
											köpek kulüplerinin ve köpek 
gösterilerinin ortaya çıkmasıyla
											bu köpek türleri
ırkları standart hale getirildi
											ve çoğu yeni olanlar
sadece görünüm için üretildi.
											Ne yazık ki, tüm köpek
ırkları yapay seçilimin ürünü iken
											bazıları diğerlerinden daha sağlıklıdır.
											Bu estetik özelliklerin birçoğu, nefes
almada zorluk veya spinal yaralanmalara
											yatkın olma gibi doğuştan
sağlık sorunları ile birlikte gelir.
									","
											Die ersten dieser Proto-Hunde
oder Wolfshunde
											tauchten vor circa 33.000 Jahren auf
											und sahen nicht sehr anders aus
als ihre wilden Cousins.
											Primär unterschieden sie sich
durch ihre geringere Größe
											und einer kleineren Schnauze
mit vergleichsweise kleineren Zähnen.
											Nur so wie Menschen und ihre Berufe
diverser und spezialisierter wurden,
											wurden es auch unsere Freunde.
											Kleine, stämmige Hunde zum Vieh hüten,
da sie in deren Fersen bissen;
											längliche Hunde, um Dachse und Füchse 
aus ihren Bauen zu scheuchen;
											schlanke Hunde für Rennen;
											und große, muskuläre Hunde
für Wachdienste.
											Mit dem Aufkommen von Hundezuchtvereinen
und Hundeshows in der viktorianischen Ära,
											wurden Hundearten in der Zucht genormt,
											mit einigen Neuen nur für das Aussehen.
											Da leider alle Hunderassen
Produkte künstlicher Auswahl sind,
											sind manche gesünder als andere.
											Viele ästhetische Merkmale treten
mit erblichen Gesundheitsproblemen auf,
											wie Atemnot oder die
Anfälligkeit für Wirbelsäulenprobleme.
									",A brief history of dogs,David Ian Howe,4:40,"animals,TED-Ed,history,evolution,world cultures,animation,culture"
