en,es,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
",Experiments that hint of longer lives,Cynthia Kenyon,16:23,"aging,biotech,genetics,medicine,science,technology,molecular biology,synthetic biology,innovation,medical research,DNA"
"
											Have you ever wanted to stay young a little longer
											and put off aging?
											This is a dream of the ages.
											But scientists have for a long time
											thought this just was never going to be possible.
											They thought you just wear out, there's nothing you can do about it —
											kind of like an old shoe.
											But if you look in nature,
											you see that different kinds of animals
											can have really different lifespans.
											Now these animals are different from one another,
											because they have different genes.
											So that suggests
											that somewhere in these genes, somewhere in the DNA,
											are genes for aging,
											genes that allow them to have different lifespans.
											So if there are genes like that,
											then you can imagine that,
											if you could change one of the genes in an experiment,
											an aging gene,
											maybe you could slow down aging and extend lifespan.
											And if you could do that, then you could find the genes for aging.
											And if they exist and you can find them,
											then maybe one could eventually do something about it.
									","
											¿Alguna vez han querido permanecer jóvenes un poco más
											y retrasar el envejecimiento?
											Este ha sido el sueño por siglos.
											Pero los científicos durante un largo periodo
											han pensado que esto simplemente sería imposible.
											Pensaban que uno se desgasta y no hay nada que hacer...
											como un zapato viejo.
											Pero si miramos la naturaleza,
											veremos que diferentes tipos de animales
											pueden tener esperanzas de vida muy distintas.
											Ahora, estos animales son diferentes unos de otros
											porque tienen diferentes genes.
											Esto sugiere
											que en algún lugar de esos genes, en algún lugar del ADN,
											hay genes para el envejecimiento,
											genes que les permiten tener diferentes esperanzas de vida.
											Si hay genes así,
											entonces podemos imaginar que
											si pudiéramos cambiar uno de esos genes en un experimento,
											un gen del envejecimiento,
											tal vez se podría retrasar el envejecimiento y extender la esperanza de vida.
											Y, de hacerlo, podríamos encontrar genes para el envejecimiento.
											Y si existen y los encontramos,
											tal vez uno podría eventualmente hacer algo con eso.
									","
											Alguma vez desejaram ficar jovens mais um pouco
											e adiar o envelhecimento?
											Este é um sonho de todos os tempos.
											Mas os cientistas durante muito tempo
											pensaram que isto nunca iria ser possível.
											Pensaram que simplesmente nos desgastamos, não há nada a fazer —
											tal como um sapato velho.
											Mas se olharmos para a natureza,
											vemos que diferentes tipos de animais
											podem ter tempos de vida mesmo diferentes.
											Ora estes animais são diferentes uns dos outros,
											porque têm genes diferentes.
											E isso sugere
											que algures nesses genes, algures no ADN,
											estão genes para o envelhecimento,
											genes que lhes permitem ter diferentes tempos de vida.
											Então, se há genes assim,
											então podemos imaginar que,
											se pudéssemos mudar um dos genes numa experiência,
											um gene do envelhecimento,
											talvez pudéssemos desacelerar o envelhecimento e prolongar o tempo de vida.
											E se pudéssemos fazer isso, então poderíamos encontrar os genes do envelhecimento.
											E se eles existirem e os conseguirmos encontrar,
											então talvez pudéssemos fazer algo com eles, eventualmente.
									","
											Hiç daha uzun süre genç kalmayı ve yaşlanmayı ...
											durdurmayı istediniz mi?
											Asırlardır süregelen bir rüya .
											Ama bilim adamları uzun bir süre bunun ...
											... asla mümkün olmayacağını düşündüler.
											Bu konuda hiç bir şey yapılamayacağını, eski bir ayakkabı gibi ...
											... yıpranacağımızı düşündüler.
											Fakat, tabiata bakarsanız,
											farklı hayvan türlerinin,
											farklı yaşam sürelerini görebilirsiniz.
											Bu hayvanlar diğerlerinden farklıdır,
											çünkü farklı genlere sahiplerdir.
											Böylece ...
											... bazen bu genlerin, bazen de DNA' nın ...
											... farklı yaşam sürelerine sahip olmasına ...
											... izin veren genlerdir.
											Eğer böyle genler var ise ...
											... uzun yaşamı hayal edebilirsiniz.
											Eğer bir deneyle genlerimizden ...
											... yaşlanan bir geni değiştirebilirseniz,belki de yaşlanmayı ...
											... yavaşlatabilirdiniz ve ömrünüzü uzatabilirdiniz.
											Ve bunu yapabilirseniz, yaşlanan geni bulabilirsiniz.
											Eğer var iseler, onları bulabilirsiniz, ...
											... belkide yaşlanan bir gen üzerinde bir takım şeyler yapabilirsiniz.
									","
											N'avez-vous jamais eu envie de rester jeune un peu plus longtemps
											et de stopper le vieillissement ?
											C'est un rêve depuis toujours.
											Mais pendant longtemps, les scientifiques
											ont pensé que ce ne serait jamais possible.
											Ils pensaient que l'on s'use, c'est tout, on ne peut rien y faire,
											un peu comme une vieille chaussure.
											Mais si vous observez la nature,
											vous découvrez que diverses sortes d'animaux
											peuvent avoir des durées de vie très différentes.
											Or, si ces animaux sont différents les uns des autres,
											c'est parce qu'ils ont des gènes différents.
											Cela semble indiquer
											que quelque part dans ces gènes, quelque part dans l'ADN,
											il y a des gènes pour le vieillissement,
											des gènes qui leur donnent des durées de vies différentes.
											Si ces gènes existent,
											alors vous pouvez imaginer
											que s'il était possible de changer expérimentalement l'un d'entre eux,
											un gène du vieillissement,
											peut-être que l'on pourrait ralentir le vieillissement, et allonger la durée de vie.
											Et si l'on pouvait faire ça, alors on pourrait isoler les gènes du vieillissement.
											Et s'ils existent, et qu'on peut les trouver,
											alors peut-être qu'on pourrait enfin régler le problème.
									","
											Wolltest Du schon immer ein bisschen jünger bleiben,
											und das Altern auf später verschieben?
											Dieser Traum existiert sein Urzeiten.
											Aber Wissenschaftler dachten für lange Zeit,
											dass das niemals möglich sein würde.
											Sie dachten, dass man langsam abnützt und man nichts dagegen tun kann —
											wie ein alter Schuh.
											Aber wenn man auf die Natur achtet,
											sieht man, dass verschiedene Tierarten
											ganz verschiedene Lebenserwartungen besitzen.
											Nun, diese Tiere differenzieren sich voneinander,
											weil sie unterschiedliche Gene besitzen.
											Das weist darauf hin,
											dass sich irgendwo in diesen Genen, irgendwo in der DNA
											Gene für das Altern
											und die unterschiedlichen Lebenserwartungen befinden.
											Wenn solche Gene existieren,
											kann man sich vorstellen,
											dass wenn man diese Gene in einem Experiment verändert,
											diese Alters Gene,
											könnte man das Altern verlangsamen und die Lebenserwartung ausdehnen.
											Und wenn man das tun könnte, könnte man die Gene für das Altern finden.
											Und wenn sie existieren und man sie finden kann,
											könnte jemand sich möglicherweise etwas mit ihnen anfangen.
									",Experiments that hint of longer lives,Cynthia Kenyon,16:23,"aging,biotech,genetics,medicine,science,technology,molecular biology,synthetic biology,innovation,medical research,DNA"
"
","
","
","
","
","
",Experiments that hint of longer lives,Cynthia Kenyon,16:23,"aging,biotech,genetics,medicine,science,technology,molecular biology,synthetic biology,innovation,medical research,DNA"
"
											So we've set out to look for genes that control aging.
											And we didn't study any of these animals.
											Instead, we studied a little, tiny, round worm called C. elegans,
											which is just about the size of a comma in a sentence.
											And we were really optimistic that we could find something
											because there had been a report of a long-lived mutant.
											So we started to change genes at random,
											looking for long-lived animals.
											And we were very lucky to find
											that mutations that damage one single gene called daf-2
											doubled the lifespan of the little worm.
									","
											Así que comenzamos a buscar genes que controlan el envejecimiento.
											Y no estudiamos ninguno de estos animales.
											En cambio, estudiamos un gusanito redondo llamado C. elegans,
											del tamaño de una coma en una oración.
											Éramos muy optimistas de que encontraríamos algo
											porque hubo un reporte de un mutante de vida longeva.
											Así que empezamos a cambiar genes al azar,
											buscando animales longevos.
											Y tuvimos la fortuna de encontrar
											que las mutaciones que dañan un solo gen llamado daf-2
											duplican la esperanza de vida del gusanito.
									","
											Então fomos à procura de genes que regulassem o envelhecimento.
											E não estudámos nenhum destes animais.
											Em vez disso, estudámos um pequeno, minúsculo, verme redondo, chamado Caenorhabditis elegans,
											que é apenas do tamanho de uma vírgula numa frase.
											E estávamos bastante optimistas que conseguiríamos encontrar algo
											porque tinha havido um relatório sobre um mutante de vida longa.
											Por isso começámos a mudar genes aleatoriamente,
											procurando animais de vida longa.
											E tivemos bastante sorte em descobrir
											que as mutações que danificam um único gene chamado daf-2
											duplicam o tempo de vida daquele pequeno verme.
									","
											Böylece, bizde yaşlanmayı kontrol eden gen için yola çıktık.
											Ve bu hayvanların hiçbiriyle çalışmadık.
											Bunun yerine, C. elegans dediğimiz,...
											... cümle aralığı kadar minik olan yuvarlak solucanlarla çalıştık.
											Ve bir şeyler bulabileceğimiz konusunda umutluyduk ...
											... çünkü uzun ömürlü bir mutant rapor edilmişti.
											Böylece, rastgele genleri değiştirmeye ...
											... uzun ömürlü hayvanları aramaya başladık.
											Daf-2 dediğimiz, küçük solucanın yaşam süresini ...
											... iki katına çıkaran değişime uğramış ....
											... tek bir gen bulduğumuz için çok şanslıydık.
									","
											Et donc, nous nous sommes mis à chercher les gènes qui contrôlent le vieillissement.
											Nous n'avons étudié aucun de ces animaux.
											A la place, nous avons étudié un petit, tout petit ver rond appelé C. Elegans,
											qui a juste la taille d'une virgule dans une phrase.
											Et nous étions très confiants dans nos chances de réussite
											parce qu'un mutant avec une longue durée de vie avait été signalé.
											Nous avons commencé à changer des gènes au hasard,
											en guettant des animaux à longue vie.
											Et nous avons eu beaucoup de chance de trouver
											que les mutations qui endommagent un unique gène, appelé daf-2,
											doublaient la durée de vie du petit ver.
									","
											Also haben wir uns daran gemacht, Gene zu finden, die das Altern kontrollieren.
											Und wir haben keine dieser Tiere studiert.
											Stattdessen, studierten wir einen winzigen, kleinen, runden Wurm namens C. elegans,
											welcher nur so gross ist, wie das Komma in einem Satz.
											Und wir waren wirklich optimistisch etwas zu finden,
											denn es existierte ein Bericht über einen langlebigen Mutanten.
											Also änderten wir nach Zufallsprinzip Gene ab,
											nach langlebigen Tieren suchend.
											Und wir hatten das Glück herauszufinden,
											dass Mutationen, die ein einzelnes Gen namens Daf-2 beschädigten,
											die Lebenserwartung des kleinen Wurms verdoppelten.
									",Experiments that hint of longer lives,Cynthia Kenyon,16:23,"aging,biotech,genetics,medicine,science,technology,molecular biology,synthetic biology,innovation,medical research,DNA"
"
","
","
","
","
","
",Experiments that hint of longer lives,Cynthia Kenyon,16:23,"aging,biotech,genetics,medicine,science,technology,molecular biology,synthetic biology,innovation,medical research,DNA"
"
											So you can see in black, after a month —
											they're very short-lived; that's why we like to study them
											for studies of aging —
											in black, after a month, the normal worms are all dead.
											But at that time,
											most of the mutant worms are still alive.
											And it isn't until twice as long
											that they're all dead.
											And now I want to show what they actually look like in this movie here.
											So the first thing you're going to see
											is the normal worm
											when it's about college student age — a young adult.
											It's quite a cute little fellow.
											And next you're going to see the long-lived mutant when it's young.
											So this animal is going to live twice as long.
											Is it miserable? It doesn't seem to be.
											It's active. You can't tell the difference really.
											And they can be completely fertile —
											have the same number of progeny as the normal worms do.
									","
											Así que pueden ver en negro, después de un mes
											-tienen una vida muy corta; es por eso que nos gusta estudiarlos
											para estudios de envejecimiento-
											en negro, después de un mes, todos los gusanos normales están muertos.
											Pero en ese momento,
											la mayoría de los gusanos mutantes siguen vivos.
											Y no es sino hasta el doble de tiempo
											que todos están muertos.
											Y ahora quiero mostrarles cómo se ven realmente en esta película.
											Así que lo primero que verán
											es el gusano normal
											cuando tiene la edad de un estudiante universitario; un adulto joven.
											Es un lindo gusanito.
											Lo siguiente que verán es el mutante longevo cuando es joven.
											Así que estos animales vivirán el doble.
											¿Está triste? No parece.
											Está activo. No se nota la diferencia.
											Son completamente fértiles...
											tienen la misma descendencia que los gusanos normales.
									","
											Podem ver em preto, depois de um mês —
											eles têm uma vida muito curta; é por isso que gostamos de estudá-los
											em estudos sobre envelhecimento —
											em preto, depois de um mês, os vermes normais estão todos mortos.
											Mas nessa altura,
											a maioria dos vermes mutantes ainda está viva.
											E só depois do dobro do tempo
											é que todos morrem.
											E agora quero mostrar-vos qual o seu verdadeiro aspecto neste filme aqui.
											Então a primeira coisa que vão ver
											é o verme normal
											quando tem mais ou menos a idade de um estudante universitário — um jovem adulto.
											É um tipo bastante giro.
											E a seguir vão ver o mutante de vida longa quando jovem.
											Então, este animal vai viver o dobro do tempo.
											Será infeliz? Não parece ser.
											É activo. Não se conseguem ver diferenças, na verdade.
											E conseguem ser completamente férteis —
											ter o mesmo número de descendentes que os vermes normais.
									","
											Siyah olan çizgide görebilirsiniz, bir ay sonra ...
											... çok kısa yaşıyorlar, bu yüzden onlarla yaşlanma çalışmalarını ...
											... çalışmayı seviyoruz ....
											... normal solucanlar öldü, siyah çizgide olan..
											Ama şimdilerde, ...
											... değişime uğramış solucanların bir çoğu canlı.
											Daha uzun yaşamadan ...
											... hepsi öldü.
											Şimdi, bu filmde aslında nasıl göründüklerini göstermek istiyorum.
											İlk olarak, normal olan solucanları ...
											... genç bir yetişkin olduğunu ...
											... zamanı göreceksiniz ...
											Tatlı minik hemcins.
											Ve sonra, gençken değişime uğramış uzun ömürlü mutantı göreceksiniz.
											Bu solucan iki katı daha uzun yaşayacak.
											Zavallı mı? Hayır, öyle görünmüyor.
											O faal. Farklı olduğunu söyleyemezsiniz.
											Normal aynı kuşak solucanların yaptığı gibi, ...
											... tamamiyle doğurgan olabilirler.
									","
											Vous pouvez voir en noir, après un mois —
											ils ont une vie très courte, c'est pour cela que nous aimons les utiliser
											dans les études sur le vieillissement —
											en noir, après un mois, les vers normaux sont tous morts.
											Mais à ce stade,
											la plupart des vers mutants sont encore en vie.
											Et ce n'est qu'au bout d'une période deux fois plus longue
											qu'ils sont tous morts.
											Maintenant je voudrais vous montrer à quoi ils ressemblent vraiment dans ce film.
											La première chose que vous allez voir
											est un ver normal
											quand il a environ l'âge d'aller à la fac, un jeune adulte.
											C'est un assez mignon petit bonhomme.
											Ensuite vous allez voir le mutant à longue vie quand il est jeune.
											Cet animal va vivre deux fois plus longtemps.
											Est-il malheureux ? Il n'en a pas l'air.
											Il est actif. Vous ne pouvez vraiment pas voir de différence.
											Et ils peuvent être totalement fertiles,
											avoir le même nombre de descendants que les vers normaux.
									","
											In Schwarz sieht man, nach einem Monat —
											sie sind sehr kurzlebig, deshalb studieren wir sie gerne
											für Studien über das Altern —
											in Schwarz, nach einem Monat, sind alle normalen Würmer tot.
											Aber zu diesem Zeitpunkt,
											sind die meisten Mutanten Würmer noch am Leben.
											Und es dauert doppelt so lang,
											bis alle tot sind.
											Und nun möchte ich zeigen, wie sie tatsächlich aussehen, in diesem Film hier.
											So, das Erste, dass ihr sehen werdet,
											ist der normale Wurm
											wenn er ungefähr im Studenten Alter ist — ein junger Erwachsener.
											Er ist ein eigentlich ganz süsser Genosse.
											Und als nächstes seht ihr den langlebigen Mutanten, wenn er noch jung ist.
											Dieses Tier wird doppelt so lange leben.
											Geht es ihm schlecht? Es scheint nicht so.
											Er ist aktiv. Man kann keinen wirklichen Unterschied feststellen.
											Und sie können vollständig fruchtbar sein —
											die gleiche Nummer an Nachkommen wie normale Würmer haben.
									",Experiments that hint of longer lives,Cynthia Kenyon,16:23,"aging,biotech,genetics,medicine,science,technology,molecular biology,synthetic biology,innovation,medical research,DNA"
"
","
","
","
","
","
",Experiments that hint of longer lives,Cynthia Kenyon,16:23,"aging,biotech,genetics,medicine,science,technology,molecular biology,synthetic biology,innovation,medical research,DNA"
"
											Now get out your handkerchiefs here.
											You're going to see, in just two weeks,
											the normal worms are old.
											You can see the little head moving down at the bottom there.
											But everything else is just lying there.
											The animal's clearly in the nursing home.
											And if you look at the tissues of the animal, they're starting to deteriorate.
											You know, even if you've never seen one of these little C. elegans —
											which probably most of you haven't seen one —
											you can tell they're old — isn't that interesting?
									","
											Ahora saquen sus pañuelos.
											Verán, en sólo dos semanas,
											los gusanos normales ya son viejos.
											Allí ven la pequeña cabeza moviéndose en la parte inferior.
											Pero todo lo demás sólo está ahí.
											El animal está claramente en el asilo.
											Y si observan los tejidos del animal, se están comenzando a deteriorar.
											Saben, aún si nunca han visto uno de estos pequeños C. elegans
											-probablemente la mayoría de Uds nunca ha visto uno-
											pueden darse cuenta de que son viejos, ¿no es interesante?
									","
											Agora peguem nos vossos lenços.
											Irão ver, em apenas duas semanas,
											que os vermes normais estão velhos.
											Podem ver a pequena cabeça movendo-se para baixo ali ao fundo.
											Mas tudo o resto simplesmente está ali parado.
											O animal claramente está no lar de terceira idade.
											E se olharmos para os tecidos do animal, estão a começar a deteriorar-se.
											Sabem, mesmo se nunca tiverem visto um destes pequenos Caenorhabditis elegans —
											e provavelmente a maior parte nunca viu um —
											conseguem perceber que são velhos — o que é interessante, não é?
									","
											Şimdi, mendilinizi buraya çıkarın.
											Sadece iki haftada, ...
											... normal solucanlar yaşlıdır.
											Aşağıya doğru hareket eden küçük bir kafa görebilirsiniz.
											Ama diğer her şey sadece yalan söylüyor.
											Açıkça hayvan bakım evi.
											Hayvanların dokularına bakarsanız, kötüleşmeye başlıyor.
											Eğer hiç bu küçük C. eleganslardan bir tane görmediyseniz, ...
											... ki muhtemelen hiç biriniz görmediniz ...
											... yaşlandıklarını söyleyebilirsiniz, ilginç değil mi?
									","
											Et maintenant, sortez vos mouchoirs.
											Vous allez voir, en seulement deux semaines,
											les vers normaux sont vieux.
											Vous pouvez voir la petite tête bouger en bas, là.
											Mais tout le reste est inerte.
											Cet animal est clairement à l'hospice.
											Et si vous regardez les tissus de l'animal, ils commencent à se détériorer.
											Vous savez, même si vous n'aviez jamais vu l'un de ces petits C. Elegans —
											ce qui est probablement le cas de la plupart d'entre vous —
											vous pouvez dire qu'il est vieux — n'est-ce pas intéressant ?
									","
											Nun dürft ihr eure Taschentücher hervornehmen.
											Ihr werdet sehen, dass in nur zwei Wochen,
											die normalen Würmer alt sind.
											Ihr seht hier unten, wie der kleine Kopf sich bewegt.
											Aber alles andere liegt nur da.
											Das Tier ist offensichtlich im Altersheim.
											Und, wenn ihr das Gewebe der Tiere betrachtet, sieht man, wie sie anfangen zu zerfallen.
											Ihr wisst, sogar wenn ihr noch nie einen dieser kleinen C. elgans gesehen habt —
											die meisten von euch haben wahrscheinlich noch keinen gesehen —
											dass sie alt sind — ist das nicht interessant?
									",Experiments that hint of longer lives,Cynthia Kenyon,16:23,"aging,biotech,genetics,medicine,science,technology,molecular biology,synthetic biology,innovation,medical research,DNA"
"
","
","
","
","
","
",Experiments that hint of longer lives,Cynthia Kenyon,16:23,"aging,biotech,genetics,medicine,science,technology,molecular biology,synthetic biology,innovation,medical research,DNA"
"
											So there's something about aging that's kind of universal.
											And now here is the daf-2 mutant.
											One gene is changed out of 20,000, and look at it.
											It's the same age, but it's not in the nursing home;
											it's going skiing.
											This is what's really cool: it's aging more slowly.
											It takes this worm two days
											to age as much as the normal worm ages in one day.
											And when I tell people about this,
											they tend to think of maybe an 80 or 90 year-old person
											who looks really good for being 90 or 80.
											But it's really more like this:
											let's say you're a 30 year-old guy — or in your 30s —
											and you're a bachelor and you're dating people.
											And you meet someone you really like, you get to know her.
											And you're in a restaurant, and you say, ""Well how old are you?""
											She says, ""I'm 60.""
											That's what it's like. And you would never know.
											You would never know, until she told you.
									","
											Así que hay algo en el envejecimiento que es universal.
											Este es el mutante daf-2.
											Se cambia un gen de los 20.000, y mírenlo.
											Tiene la misma edad, pero no está en el asilo;
											se va a esquiar.
											Esto es realmente genial: está envejeciendo lentamente.
											A un gusano le lleva dos días
											envejecer tanto como el gusano normal en un día.
											Y cuando cuento esto,
											se piensa en una persona de 80 o 90 años
											que se ve muy bien para tener 80 o 90.
											Pero en realidad se parece más a esto:
											digamos que uno tiene 30 años -o treinta y pico-
											es soltero y sale con alguien.
											Y conoce a alguien que realmente te gusta, llega a conocerla.
											Uno está en un restaurant, y dice: ""¿Qué edad tienes?""
											Ella dice: ""Tengo 60"".
											Es así. No nos daríamos cuenta.
											No lo sabríamos hasta que lo dijera.
									","
											Ora aqui está algo sobre o envelhecimento que é um pouco universal.
											E agora aqui está o mutante daf-2.
											É mudado um gene em 20.000, e olhem para ele.
											É da mesma idade, mas não está no lar de terceira idade;
											está a esquiar.
											É isto que é realmente interessante: está a envelhecer mais lentamente.
											Este verme demora dois dias
											a envelhecer tanto como o verme normal envelhece num dia.
											E quando eu digo isto às pessoas,
											elas tendem a pensar talvez numa pessoa de 80 ou 90 anos
											que tem mesmo bom aspecto para alguém de 90 ou 80 anos.
											Mas é mais assim:
											digamos que têm 30 anos — ou que estão na casa dos 30 —
											e que são solteiros e andam a namorar.
											E conhecem alguém de que gostam, e que se tornam íntimos.
											E estão num restaurante, e dizem, ""Bem, que idade tens?""
											E ela diz, ""Tenho 60.""
											É assim. E nunca iriam adivinhar.
											Nunca iriam adivinhar, até que ela vos dissesse.
									","
											Bu yüzden evrensel yaşlanma diye bir şey vardır.
											Ve, şimdi burada olan daf-2 mutantı
											Bir gen 20.000 defa değiştirildi, şuna bakın.
											Aynı yaşta ama bakım evinde değil; ...
											.... ve giderek hızlanacak.
											Harika olan şey: daha yavaş yaşlanmadır.
											Yaşlanma normal solucanın bir gününü alırken ...
											... bu solucanın iki gününü alır.
											Ve ben bunu insanlara söylediğimde, ...
											... yaşına göre gerçekten iyi görünen 80 ya da 90 yaşında ki ...
											... birinin bakımıyla meşgul olduğunu söylüyor.
											Ama bu gerçekten hoş: ...
											... 30 yaşında ya da 30'lu yaşlarda olduğunu söylüyorsun ...
											... bekar bir erkeksin ve flört ediyorsun.
											Biriyle buluştun çok hoş görünüyorsun ve onunda hoş olduğunu biliyorsun.
											Bir restauranttasınız, ve sen ' Kaç yaşındasın? ' diyorsun.
											O da ' 60 yaşındayım' dedi.
											Dış görünüşünden bunu asla anlayamazsınız.
											Size söleyene kadar kadar asla bilemezsiniz
									","
											C'est qu'il y a quelque chose dans le vieillissement qui est universel.
											Et maintenant voici le mutant daf-2.
											On a changé un seul gène sur 20 000, et regardez le résultat.
											Il a le même âge, mais il n'est pas à l'hospice.
											Il est parti faire du ski.
											C'est ça qui est vraiment super : il vieillit plus lentement.
											Cela prend deux jours à ce ver
											pour vieillir autant que le ver normal en un jour.
											Quand je raconte ça aux gens,
											ils ont tendance à imaginer une personne de peut-être 80 ou 90 ans,
											qui a l'air vraiment en forme pour 90 ou 80 ans.
											Mais en réalité, voilà comment ça se passerait :
											disons que vous êtes un type de 30 ans, un trentenaire,
											et vous êtes célibataire, et vous faites des rencontres.
											Et vous rencontrez une femme qui vous plaît vraiment, vous faites plus ample connaissance.
											Vous êtes au restaurant, et vous lui demandez : ""Alors, quel âge as-tu ?""
											Et elle répond : ""J'ai 60 ans.""
											Ça se passerait comme ça. Et vous n'en sauriez rien.
											Vous n'en sauriez rien jusqu'à ce qu'elle vous le dise.
									","
											Hier ist nun etwas über das Altern, das universal ist.
											Und hier haben wir nun den Daf-2 Mutanten.
											Ein Gen von 20,000 wurde modifiziert, und schaut es an.
											Es ist im gleichen Alter, aber es ist nicht im Altersheim;
											es geht Ski-Fahren.
											Das ist, was richtig cool ist: Es altert langsamer.
											Dieser Wurm braucht zwei Tage,
											um so viel zu altern, wie der normale Wurm an einem Tag.
											Und wenn ich Leuten dies erzähle,
											tendieren sie dazu, an Leute zu denken, welche 80 oder 90 Jahre alt sind,
											aber wirklich gut für ihr Alter von 90 oder 80 Jahren aussehen.
											Aber eigentlich ist es eher so:
											sagen wir, du bist ein 30-jähriger Typ — oder in deinen 30ern —
											und du bist ein Bachelor und gehst mit Leuten aus.
											Und du triffst jemanden, den du wirklich magst, du möchtest sie gerne kennenlernen.
											Und ihr seid in einem Restaurant, und du sagst, ""Nun, wie alt bist du?""
											Und sie sagt, ""Ich bin 60.""
											So ist es. Und du würdest es nie wissen.
											Du würdest es nie wissen, bis sie es dir sagen würde.
									",Experiments that hint of longer lives,Cynthia Kenyon,16:23,"aging,biotech,genetics,medicine,science,technology,molecular biology,synthetic biology,innovation,medical research,DNA"
