fr,en,es,title,speaker,duration,tags
"
","
","
",Life in Second Life,Philip Rosedale,28:31,"cities,communication,community,computers,entertainment,entrepreneur,life,technology,virtual reality,Best of the Web"
"
											Vous savez, nous allons faire les choses un peu différemment.
											Je ne vais pas vous faire une présentation, je vais vous parler.
											Et en même temps, nous allons regarder des images
											d'une suite de photos, pratiquement en direct, de choses qui —
											de clichés de Second Life. Donc cela devrait être fascinant.
											Vous pouvez — je fais le poids pour garder votre attention pendant que
											vous regardez ces étranges images de là-bas sur l'écran.
											J'aimerais commencer par vous parler un peu de quelques grandes idées qui sont derrière ce projet
											et ensuite demander à John de me rejoindre ici pour nous puissions dialoguer,
											réfléchir et poser des questions.
											Vous savez, j'imagine que la première question est
											pourquoi créer un monde virtuel?
											Et je pense que la réponse se trouve en partie
											dans la personnalité des gens qui ont été assez fous
											pour lancer ce projet.
									","
											You know, we're going to do things a little differently.
											I'm not going to show you a presentation. I'm going to talk to you.
											And at the same time, we're going to look at just images
											from a photo stream that is pretty close to live of things that —
											snapshots from Second Life. So hopefully this will be fascinating.
											You can — I can compete for your attention with the strange pictures
											that you see on screen that come from there.
											I thought I'd talk a little bit about some just big ideas about this,
											and then get John back out here so we can talk interactively
											a little bit more and think and ask questions.
											You know, I guess the first question is,
											why build a virtual world at all?
											And I think the answer to that is always going to be
											at least driven to a certain extent by the people
											initially crazy enough to start the project, you know.
									","
											Saben, vamos a hacer las cosas un poco diferente diferente.
											No voy a hacer una presentación. Voy a conversar con ustedes.
											Y al mismo tiempo, vamos a ver imágenes
											de una serie de fotografías que se asemejan bastante a la vida real, de cosas que —-
											fotografías de Second Life. Espero que sea fascinante.
											Me va a costar captar su atención con las extrañas imágenes
											que ven en pantalla, que vienen de allí.
											He pensado que voy a hablar un poco de algunos conceptos generales,
											y luego le pediré a John que venga, para mantener una charla interactiva
											un rato más y pensar y hacer preguntas.
											Supongo que la primera pregunta sería,
											¿Por qué construir un mundo virtual?
											Y creo que la respuesta siempre tendrá
											su origen, al menos en cierta medida, en las personas
											que en un principio estuvieron lo bastante locas como para iniciar el proyecto.
									",Life in Second Life,Philip Rosedale,28:31,"cities,communication,community,computers,entertainment,entrepreneur,life,technology,virtual reality,Best of the Web"
"
","
","
",Life in Second Life,Philip Rosedale,28:31,"cities,communication,community,computers,entertainment,entrepreneur,life,technology,virtual reality,Best of the Web"
"
											Alors laissez moi vous en dire un peu plus sur moi
											et sur ce qui me fascinait quand - en fait déjà quand j'étais adolescent
											et ensuite en tant qu'adulte, et qui m'a poussé à vraiment essayer de construire ce genre de chose.
											J'étais un gamin très créatif qui lisait beaucoup, et je me suis d'abord intéressé à l'électronique,
											et puis plus tard à la programmation, quand j'étais vraiment jeune.
											J'étais tout le temps en train d'essayer de créer des choses.
											Ce qui m'obsédait, c'était démonter des trucs et en créer,
											et tout ce que je pouvais faire avec mes mains ou du bois
											ou de l'électronique ou du métal ou n'importe quoi.
											Et par exemple - et c'est une chose géniale de Second Life - j'avais une chambre.
											Et chaque enfant, vous savez, quand il est ado, a sa chambre où il se refugie
											mais je voulais que ma porte, je pensais que ce serait cool si ma porte s'élevait verticalement
											au lieu de s'ouvrir normalement, comme dans Star Trek.
											Je pensais que ce serait génial de pouvoir faire ça. Alors je suis monté au grenier
											et j'ai fait des fentes au travers du plafond, à la plus grande joie de mes parents,
											et j'y ai mis la porte, vous voyez, pour qu'elle passe au travers.
									","
											So I can give you a little bit of first background just on me
											and what moved me as a — really going back as far as a teenager
											and then an adult, to actually try and build this kind of thing.
											I was a very creative kid who read a lot, and got into electronics first,
											and then later, programming computers, when I was really young.
											I was just always trying to make things.
											I was just obsessed with taking things apart and building things,
											and just anything I could do with my hands or with wood
											or electronics or metal or anything else.
											And so, for example — and it's a great Second Life thing — I had a bedroom.
											And every kid, you know, as a teenager, has got his bedroom he retreats to —
											but I wanted my door, I thought it would be cool if my door went up
											rather than opened, like on Star Trek.
											I thought it would be neat to do that. And so I got up in the ceiling
											and I cut through the ceiling joists, much to my parents' delight,
											and put the door, you know, being pulled up through the ceiling.
									","
											Así que puedo hablarles primero un poco de mí,
											y lo que me motivó incluso cuando era solo un adolescente,
											y luego ya de adulto, a intentar y construir algo así.
											Yo era un niño muy creativo que leía mucho; primero me interesó la electrónica,
											y luego la programación de computadores, cuando era muy pequeño.
											Siempre estaba tratando de hacer cosas.
											Estaba obsesionado con desbaratar cosas y construir cosas,
											con todo aquello que pudiera hacer con mis manos, con madera
											con aparatos electrónicos, metales o cualquier otra cosa.
											Por ejemplo,y esto es algo genial de Second Life, yo tenía un dormitorio.
											Ya saben, todo chico de adolescente tiene un dormitorio donde se refugia,
											pero yo quería que mi puerta, pensé que sería estupendo si mi puerta fuera hacia arriba
											en vez de abrirse, como en Star Trek.
											Pensé que sería genial conseguirlo. Así que subí al techo
											y para delicia de mis padres, corté las vigas del techo
											y coloqué la puerta, ya saben, que se elevara hacia el techo.
									",Life in Second Life,Philip Rosedale,28:31,"cities,communication,community,computers,entertainment,entrepreneur,life,technology,virtual reality,Best of the Web"
"
","
","
",Life in Second Life,Philip Rosedale,28:31,"cities,communication,community,computers,entertainment,entrepreneur,life,technology,virtual reality,Best of the Web"
"
											J'ai construit - j'ai installé une ouverture de porte électrique
											dans le grenier pour faire monter la porte.
											Vous pouvez imaginer combien de temps ça m'a pris de mettre ça en place dans la maison
											et le mécontentement de mes parents.
											Ce qui m'a toujours frappé c'est qu'en tant que personnes
											nous puissions avoir avoir tant d'idées fantastiques de choses que nous aimerions faire
											mais que nous soyons bien souvent incapables, dans le monde réel, de faire ces choses —
											de réunir les matériaux
											et de passer à la phase d'exécution de quelque chose
											qu'on avait imaginé.
											Et donc pour moi, je sais que quand Internet est apparu
											et que je faisais de la programmation et que je m'occupais, vous savez,
											simplement de gérer ma propre petite société
											et de trouver quoi faire avec Internet et les ordinateurs,
											il m'est venu tout de suite venu à l'esprit que la chose à faire, la chose
											que vous voudriez faire avec Internet et des ordinateurs
											ce serait d'utiliser Internet et le réseau d'ordinateurs
											pour simuler un monde pour en quelque sorte re-inventer les lois de la physique
											et les règles de comment les choses marchent ensemble -
											un peu comme - la notion d'atomes et comment créer des choses,
											et de mettre tout ça dans un ordinateur où nous pourrions tous aller et faire des trucs.
									","
											I built — I put a garage-door opener up in the attic
											that would pull this door up.
											You can imagine the amount of time that it took me to do this to the house
											and the displeasure of my parents.
											The thing that was always striking to me was that we as people
											could have so many really amazing ideas about things we'd like to do,
											but are so often unable, in the real world, to actually do those things —
											to actually cobble together the materials
											and go through the actual execution phase of building something
											that you imagine from a design perspective.
											And so for me, I know that when the Internet came around
											and I was doing computer programming and just, you know,
											just generally trying to run my own little company
											and figure out what to do with the Internet and with computers,
											I was just immediately struck by how the ultimate thing
											that you would really want to do with the Internet and with computers
											would be to use the Internet and connected computers
											to simulate a world to sort of recreate the laws of physics
											and the rules of how things went together —
											the sort of — the idea of atoms and how to make things,
											and do that inside a computer so that we could all get in there and make stuff.
									","
											Construí, puse un mecanismo de apertura de puertas de garaje en el ático
											para que empujase la puerta hacia arriba.
											Imaginense lo que tardé en hacerle esto a la casa
											y lo poco que les gustó a mis padres.
											Lo que siempre me llamó la atención fue que a nosotros, como personas,
											se nos pueden ocurrir muchas cosas geniales que nos gustaría hacer,
											pero a menudo, en el mundo real, no podemos llevarlas a cabo,
											ensamblar los materiales
											y pasar la fase de ejecución, y construir algo
											cuyo diseño tenemos en mente.
											Así que yo, yo sé que cuando Internet apareció
											y yo me dedicaba a programar computadores, bueno,
											en general estaba intentando llevar mi propia pequeña empresa,
											y descubrí lo que podía hacer con Internet y computadores,
											enseguida me llamó la atención que lo máximo
											que uno querría hacer con Internet y los computadores
											sería utilizar Internet y conectar computadores
											para simular un mundo que recrease más o menos las leyes de la Física
											y las reglas de cómo se formaron las cosas
											del tipo de la idea de los átomos y cómo crear cosas,
											y hacerlo dentro de un computador para que todos pudiéramos entrar y fabricar cosas.
									",Life in Second Life,Philip Rosedale,28:31,"cities,communication,community,computers,entertainment,entrepreneur,life,technology,virtual reality,Best of the Web"
"
","
","
",Life in Second Life,Philip Rosedale,28:31,"cities,communication,community,computers,entertainment,entrepreneur,life,technology,virtual reality,Best of the Web"
"
											Pour moi c'était ça qui était si attirant.
											Je voulais vraiment cet endroit où on pourrait construire des choses.
											Et je pense que vous retrouvez ça dans la genèse
											de ce qui s'est passé avec Second Life, et je crois que c'est important.
											Je crois aussi que de façon plus générale, utiliser Internet et la technologie
											comme un espace partagé pour la créativité et l'imagination est une tendance générale.
											C'est - une sorte de progrès fantastique pour l'humanité.
											En général la technologie est utilisée pour nous permettre de créer
											d'une manière aussi collaborative et sociable que possible.
											Et je crois que Second Life et les mondes virtuels en genéral
											sont la meilleure façon de faire ça aujourd'hui.
											Vous savez, une autre façon d'y penser
											pour le contenu, et vous savez, l'espace, c'est en quelque sorte
											de penser aux mondes virtuels comme à l'espace.
											Je pensais que ça pourrait être intéressant de parler de ça pour une minute.
											Si vous y pensez, aller dans l'espace, c'est une chose fascinante.
											On en a fait tant de films, il y a tant de gosses, on en a tous
											plus ou moins rêvé. Mais pourquoi?
											Arrêtons nous un moment et demandons-nous : pourquoi cette fascination?
											Pourquoi est-ce que nous voulons faire ça?
											Je pense qu'il y a plusieurs choses. Il y a ce qu'on voit dans les films —
											vous savez, c'est ce rêve qu'on partage tous.
									","
											And so for me that was the thing that was so enticing.
											I just wanted this place where you could build things.
											And so I think you see that in the genesis
											of what has happened with Second Life, and I think it's important.
											I also think that more generally, the use of the Internet and technology
											as a kind of a space between us for creativity and design is a general trend.
											It is a — sort of a great human progress.
											Technology is just generally being used to allow us to create
											in as shared and social a way as possible.
											And I think that Second Life and virtual worlds more generally
											represent the best we can do to achieve that right now.
											You know, another way to look at that,
											and related to the content and, you know, thinking about space,
											is to connect sort of virtual worlds to space.
											I thought that might be a fun thing to talk about for a second.
											If you think about going into space, it's a fascinating thing.
											So many movies, so many kids, we all sort of
											dream about exploring space. Now, why is that?
											Stop for a moment and ask, why that conceit?
											Why do we as people want to do that?
											I think there's a couple of things. It's what we see in the movies —
											you know, it's this dream that we all share.
									","
											Eso era lo que me atraía tanto.
											Yo solo quería un lugar donde se pudieran construir cosas.
											Creo que eso lo pueden ver en el comienzo
											de lo que ha pasado con Second Life y creo que es importante.
											También creo que, de manera más general, el uso del Internet y la tecnología
											como un tipo de espacio entre nosotros para la creatividad y el diseño, es una tendencia generalizada.
											Es una especie de gran avance de la humanidad.
											En general estamos utilizando la tecnología para crear
											de una forma tan compartida y social como sea posible.
											Y creo que Second Life y los mundos virtuales de manera más general
											son lo máximo que podemos hacer ahora mismo para conseguirlo.
											Otra forma de verlo,
											relacionada con el tema y pensando en el espacio,
											sería conectar una especie de mundos virtuales al espacio.
											Pensé que podría ser divertido hablar de esto unos segundos.
											Pensar en viajar al espacio es algo fascinante.
											Hay tantas películas, tantos niños, todos en cierto modo
											soñamos con viajar al espacio. ¿Y por qué?
											Paren un momento y pregúntense ¿por qué tanta vanidad?
											¿Por qué, siendo personas, queremos hacerlo?
											Creo que es por un par de cosas. Es lo que vemos en las películas,
											el sueño que todos compartimos.
									",Life in Second Life,Philip Rosedale,28:31,"cities,communication,community,computers,entertainment,entrepreneur,life,technology,virtual reality,Best of the Web"
"
","
","
",Life in Second Life,Philip Rosedale,28:31,"cities,communication,community,computers,entertainment,entrepreneur,life,technology,virtual reality,Best of the Web"
"
											Celui qu'en allant dans l'espace, on pourrait tout recommencer à zéro.
											Dans un sens, on deviendrait quelqu'un d'autre en faisant ce voyage,
											parce qu'il n'y aurait pas - vous quitteriez la société et laisseriez la vie que vous avez, derrière vous.
											et donc, bien sûr, vous vous transformeriez —
											probablement pour toujours — en vous lançant dans cette exploration.
											Et la deuxième chose c'est qu'il y a cette intuition si forte
											que si vous voyagiez assez loin, vous découvririez que —
											oh oui — dans l'espace vous n'avez aucune idée de ce que vous allez trouver
											en y arrivant.
											Ce sera différent d'ici.
											En fait, ce sera tellement différent de ce qu'on connait ici sur terre
											que tout sera possible.
											Donc c'est un peu ça l'idée — en tant qu'humains on rêve de
											se créer une nouvelle identité et de partir quelque part où tout est possible.
											Et je crois qu'en y réfléchissant vraiment,
											les mondes virtuels, et la direction dans laquelle nous allons
											avec de plus en plus de technologie informatique,
											c'est au fond la version à notre portée, vraiment faisable,
											de l'exploration de l'espace.
											L'idée des mondes virtuels nous attire parce que, comme l'espace,
											ils nous permettent de nous réinventer et on y trouve tout et le reste,
											et que probablement tout peut y arriver.
									","
											One is that if you went into space you'd be able to begin again.
											In some sense, you would become someone else in that journey,
											because there wouldn't be — you'd leave society and life as you know it, behind.
											And so inevitably, you would transform yourself —
											irreversibly, in all likelihood — as you began this exploration.
											And then the second thing is that there's this tangible sense
											that if you travel far enough, you can find out there —
											oh, yeah — you have no idea what you're going to find
											once you get there, into space.
											It's going to be different than here.
											And in fact, it's going to be so different than what we see here on earth
											that anything is going to be possible.
											So that's kind of the idea — we as humans crave the idea of
											creating a new identity and going into a place where anything is possible.
											And I think that if you really sit and think about it,
											virtual worlds, and where we're going
											with more and more computing technology,
											represent essentially the likely, really tactically possible
											version of space exploration.
											We are moved by the idea of virtual worlds because, like space,
											they allow us to reinvent ourselves and they contain anything
											and everything, and probably anything could happen there.
									","
											Una es que si fuéramos al espacio, podríamos comenzar de nuevo.
											En cierto modo, uno se convertiría en otra persona durante ese viaje,
											porque no habría, dejaríamos atrás la sociedad y la vida como la conocemos,
											de manera que, inevitablemente, sufriríamos una transformación,
											de forma irreversible, lo más probable, al empezar el viaje.
											Y la segunda cosa es que existe esa sensación real de
											que si viajas lo bastante lejos, puedes encontrar allá fuera
											— ya, bueno — uno no tiene ni idea de lo que va a encontrar
											una vez que llegue allí, al espacio.
											Será diferente que acá.
											Y de hecho, será tan distinto de lo que vemos aquí en la Tierra
											que cualquier cosa será posible.
											Así que más o menos esa es la idea, a nosotros como humanos nos encanta la idea de
											conseguir una nueva identidad e ir a un lugar donde todo sea posible.
											Y creo que si de verdad se sientan a pensar en ello,
											los mundos virtuales y el lugar al que nos dirigimos
											con más y más tecnología computacional,
											en esencia representan una versión de viaje espacial
											que es probable y metodológicamente posible.
											La idea de los mundos virtuales nos atrae porque, como el espacio,
											nos permiten reinventarnos a nosotros mismos y lo contienen todo,
											y probablemente cualquier cosa podría pasar en ellos.
									",Life in Second Life,Philip Rosedale,28:31,"cities,communication,community,computers,entertainment,entrepreneur,life,technology,virtual reality,Best of the Web"
