es,fr,de,title,speaker,duration,tags
"
","
","
","Non-lethal weapons, a moral hazard?",Stephen Coleman,17:32,"TEDx,corruption,culture,global issues,military,morality,technology,war"
"
											Hoy quiero hablarles de algunos problemas
											que afrontan los ejércitos occidentales
											de Australia, EEUU, RU, etc.,
											en algunos despliegues de tropas
											que ocurren hoy en el mundo moderno.
											Si piensan en los lugares
											a los que hemos enviado tropas australianas en los años recientes
											algunos son obvios como Irak y Afganistán.
											Pero hay otros como Timor Oriental,
											las Islas Salomón, etc.
									","
											Je voudrais vous parler aujourd'hui
											d'un des problèmes auxquels les armées occidentales —
											Australie, États-Unis, Angleterre, etc. —
											sont confrontées dans certaines des opérations
											qu'elles effectuent dans le monde moderne en ce moment.
											Si vous réfléchissez à ce vers quoi
											nous avons envoyé les militaires australiens ces dernières années,
											vous pensez forcément à l'Irak et à l'Afghanistan,
											mais il y a aussi le Timor Oriental
											et les Îles Salomon entre autres.
									","
											Ich möchte heute darüber reden,
											auf welche Probleme das Militär einiger westlicher Staaten –
											Australien, die USA, England und so weiter –
											bei einigen Einsätzen trifft,
											die sie in der modernen Welt durchführen.
											Denken Sie darüber nach,
											wo wir unsere Soldaten in den letzten Jahren hingeschickt haben,
											es gibt offensichtliche Ziele wie den Irak und Afghanistan,
											aber auch Gegenden wie Ost-Timor
											und die Salomonen und so weiter.
									","Non-lethal weapons, a moral hazard?",Stephen Coleman,17:32,"TEDx,corruption,culture,global issues,military,morality,technology,war"
"
","
","
","Non-lethal weapons, a moral hazard?",Stephen Coleman,17:32,"TEDx,corruption,culture,global issues,military,morality,technology,war"
"
											Estamos enviando tropas
											actualmente
											a guerras no tradicionales.
											Muchas de las tareas
											que pedimos al personal militar que haga en estas situaciones
											son cosas que, en sus propios países, Australia, EEUU, etc.,
											harían los oficiales de policía.
											Por eso surgen muchos problemas
											con el personal militar en estas situaciones
											porque hacen tareas para las que no se les capacitó
											y son cosas
											que quienes las realizan en sus países
											reciben una capacitación
											y un equipamiento muy diferentes.
									","
											Nombre de ces opérations
											où nous envoyons effectivement nos troupes
											ne sont pas des guerres traditionnelles.
											En réalité, beaucoup des missions
											que nous attribuons aux militaires dans ces opérations
											sont considérées, dans leurs pays respectifs, l'Australie, les États-Unis, etc.,
											comme des missions de police.
											Il y ainsi plein de problèmes qui tombent sur
											les militaires dans ces situations,
											parce qu'ils font des choses pour lesquelles ils n'ont pas été entraînés,
											et ils font des choses
											pour lesquelles, dans leurs pays respectifs,
											ceux qui les font sont entraînés
											et équipés de manière très différente.
									","
											Und in vielen dieser Einsatzorte,
											in die wir heutzutage Soldaten schicken,
											wird kein traditioneller Krieg geführt.
											Ein großer Teil der Arbeit,
											mit der wir militärisches Personal in diesen Situationen beauftragen,
											ist Arbeit, die in den Heimatländern der Soldaten, Australien, USA und so weiter,
											von Polizisten erledigt werden würde.
											Das wirft einen Haufen Probleme
											für Soldaten in diesen Situationen auf,
											weil sie Arbeit verrichten, für die sie nicht ausgebildet wurden,
											und sie verrichten Dinge,
											für die die eigentlichen Verantwortlichen in den Heimatländern
											ganz anders ausgebildet
											und ausgestattet werden.
									","Non-lethal weapons, a moral hazard?",Stephen Coleman,17:32,"TEDx,corruption,culture,global issues,military,morality,technology,war"
"
","
","
","Non-lethal weapons, a moral hazard?",Stephen Coleman,17:32,"TEDx,corruption,culture,global issues,military,morality,technology,war"
"
											Hay muchas razones por la que
											enviamos personal militar en vez
											de policía para hacer estas tareas.
											Si Australia mañana tuviera que enviar miles de personas
											a Papúa Occidental, por ejemplo,
											no tenemos mil oficiales de policía disponibles
											que mañana podrían acudir,
											pero sí tenemos mil soldados que podrían ir.
											Así, si tenemos que enviar a alguien, enviamos al ejército.
											Porque ellos están disponibles,
											y, caramba, están acostumbrados a salir a hacer eso,
											a valerse por sí mismos,
											sin todo ese apoyo adicional.
											Así que, en ese sentido, pueden hacerlo.
											Pero no tienen el entrenamiento de los oficiales de policía
											y, desde luego, tampoco el equipamiento de los oficiales de policía.
									","
											Il y a tout un tas de raisons pour lesquelles
											nous envoyons des militaires plutôt
											que des policiers faire ce boulot.
											Si l'Australie devait envoyer demain un millier de personnes
											en Papouasie Occidentale par exemple,
											nous n'aurions pas un millier de policiers disponibles
											pour s'y rendre dès demain
											mais nous avons un millier de soldats prêts à partir.
											Donc quand nous devons envoyer quelqu'un, nous envoyons l'armée —
											puisqu'ils sont là, disponibles,
											et puis quoi! ils sont habitués à partir faire tout ça,
											se débrouiller tout seuls,
											sans autre soutien.
											De ce point de vue, ils en sont capables.
											Mais ils n'ont pas la même formation que les policiers,
											et sûrement pas le même équipement que les policiers.
									","
											Es gibt viele Gründe, aus denen wir
											Soldaten und nicht Polizisten schicken,
											um diese Aufgaben zu erledigen.
											Wenn Australien morgen etwa tausend Mann
											beispielsweise nach West-Papua schicken müsste,
											dann hätten wir keine tausend Polizisten irgendwo rumhängen,
											die morgen einfach losziehen könnten,
											aber wir haben tausend Soldaten, die gehen können.
											Wenn wir also jemanden schicken, dann schicken wir das Militär –
											weil es da ist, verfügbar ist,
											und weil die Soldaten daran gewöhnt sind, weggeschickt zu werden,
											unter sich zu leben
											und unter widrigen Umständen.
											Die Soldaten kriegen das irgendwie hin.
											Aber sie sind nicht genau so ausgebildet wie es Polizisten sind
											und sie sind sicherlich nicht genau so ausgerüstet.
									","Non-lethal weapons, a moral hazard?",Stephen Coleman,17:32,"TEDx,corruption,culture,global issues,military,morality,technology,war"
"
","
","
","Non-lethal weapons, a moral hazard?",Stephen Coleman,17:32,"TEDx,corruption,culture,global issues,military,morality,technology,war"
"
											Esto puso planteó una serie de problemas
											frente a este tipo de cuestiones.
											En particular algo
											que me interesa sobre todo
											es si, cuando enviamos
											personal militar a hacer este tipo de tareas
											deberíamos equiparlos de manera diferente.
											En particular, si deberíamos proveerles
											de las armas no letales que tiene la policía.
											Dado que hacen el mismo tipo de tareas,
											quizá deberían tener alguna de estas cosas.
									","
											Ceci leur a donc créé nombre de problèmes
											au moment de traiter ces questions.
											Il y a une question
											qui m'intéresse tout particulièrement
											c'est de savoir si,
											quand nous envoyons des troupes faire ces missions,
											nous devrions les équiper différemment,
											et notamment, est-ce que nous devrions leur donner accès
											à certaines des armes non létales dont dispose la police.
											Puisqu'ils ont les mêmes missions,
											ils devraient peut-être avoir les mêmes armes.
									","
											Deswegen treten eine Menge Probleme auf
											in diesen Situationen.
											Ein besonderer Aspekt,
											der mich besonders interessiert,
											ist die Frage, ob wir,
											wenn wir Soldaten diese Aufgaben auferlegen,
											diese speziell ausrüsten müssen,
											und besonders, ob wir ihnen Zugriff
											auf nicht-tödliche Waffen geben, wie sie die Polizei benutzt.
											Sie erledigen ja quasi die gleiche Arbeit,
											sollten also vielleicht einige dieser Dinge bekommen.
									","Non-lethal weapons, a moral hazard?",Stephen Coleman,17:32,"TEDx,corruption,culture,global issues,military,morality,technology,war"
"
","
","
","Non-lethal weapons, a moral hazard?",Stephen Coleman,17:32,"TEDx,corruption,culture,global issues,military,morality,technology,war"
"
											Y, claro, hay muchos lugares
											en los que esas cosas serían muy útiles.
											Por ejemplo, en los puestos de control militares,
											Si alguien se acerca al puesto de control
											y el personal militar no está seguro
											de si esa persona es peligrosa o no...
											digamos que esta persona se acerca
											y ellos dicen: ""¿es un suicida o no?
											¿Tiene algo escondido debajo de la ropa o no? ¿Qué pasará?""
											No saben si la persona es peligrosa o no.
											Si esta persona no sigue las instrucciones
											quizá terminen disparándole
											para luego averiguar
											si, en efecto, le dieron a la persona correcta
											o, si sólo era un inocente
											que no entendió lo ocurrido.
											Si tuvieran armas no letales
											dirían: ""Bueno, podemos usarlas en esas situaciones.
											Si le disparamos a alguien que no era peligroso
											al menos no lo mataremos"".
									","
											Bien sûr, on peut imaginer toutes sortes d'endroits
											où ces armes pourraient être utiles.
											Par exemple, les postes de contrôle.
											Des gens approchent de ces postes,
											mais les militaires ne savent pas
											s'il s'agit d'une menace ou non.
											Par exemple, cette personne qui s'approche ici,
											ils se disent : ""Est-ce un kamikaze ou pas?
											A-t-il quelque chose caché sous ses vêtements? Que va-t-il se passer?""
											Ils ne savent pas si cette personne est une menace.
											Si elle ne respecte pas leurs ordres,
											ils peuvent très bien lui tirer dessus
											et découvrir ensuite
											si, oui, ils ont bien fait
											ou non, c'était un innocent
											qui n'avait pas compris ce qui se passait.
											S'ils disposaient d'armes non létales,
											ils pourraient se dire : ""Nous pouvons nous en servir dans ce cas précis.
											Si on tire sur quelqu'un qui n'était pas hostile,
											au moins on ne l'aura pas tué.""
									","
											Und natürlich gibt es eine ganze Reihe von Situationen,
											wo diese Waffen nützlich sein könnten.
											An militärischen Kontrollpunkten zum Beispiel.
											Wenn Personen sich diesen Kontrollpunkten nähern
											und die Soldaten sich nicht sicher sind,
											ob es sich um eine Bedrohung handelt oder nicht.
											Sagen wir mal, diese Person kommt an,
											und sie denken: ""Ist das jetzt ein Selbstmordattentäter oder nicht?
											Hat er vielleicht etwas unter seinen Kleidern versteckt? Was wird passieren?""
											Sie wissen nicht, ob die Person eine Bedrohung darstellt.
											Und wenn die Person den Anweisungen nicht folgt,
											erschießen die Soldaten sie vielleicht,
											nur um später herauszufinden,
											entweder, ja, wir haben richtig gehandelt,
											oder, nein, das Opfer war unschuldig
											und hat einfach nicht verstanden, was wir wollten.
											Wenn sie also nicht-tödliche Waffen hätten,
											könnten sie sagen: ""Wir könnten sie ja in diesen Situationen benutzen.
											Wenn wir dann auf jemand unschuldigen schießen
											töten wir ihn wenigstens nicht.""
									","Non-lethal weapons, a moral hazard?",Stephen Coleman,17:32,"TEDx,corruption,culture,global issues,military,morality,technology,war"
