en,tr,es,fr,pt,title,speaker,duration,tags
"
","
","
","
","
",3 ways to be a better ally in the workplace,Melinda Epler,9:37,"success,work,diversity,communication,community,leadership,social change,inequality,business,personal growth"
"
											In 2013, I was an executive
at an international engineering firm
											in San Francisco.
											It was my dream job.
											A culmination of all the skills
that I've acquired over the years:
											storytelling, social impact,
behavior change.
											I was the head of marketing and culture
											and I worked with the nation's
largest health care systems,
											using technology and culture change
											to radically reduce
their energy and water use
											and to improve their social impact.
											I was creating real change in the world.
											And it was the worst
professional experience of my life.
									","
											2013 yılında uluslararası 
bir mühendislik şirketinde yöneticiydim.
											San Francisco'da.
											Bu benim hayalimdeki meslekti.
											Yıllar boyunca edindiğim
tüm becerilerin bir sonucu:
											hikaye anlatımı, sosyal etki,
davranış değişikliği.
											Pazarlama ve kültür şefiydim,
											ülkenin en büyük sağlık
kurumlarıyla çalıştım,
											teknoloji ve kültürel
değişiklik kullanarak
											enerji ve su kullanımlarını azaltmak
											ve sosyal etkilerini
geliştirmek için çalışıyorduk.
											Dünyada gerçek bir değişim yaratıyordum.
											Ve hayatımın en kötü 
profesyonel tecrübesiydi.
									","
											En 2013, era una ejecutiva en
una firma internacional de ingeniería
											en San Francisco.
											Era mi trabajo soñado.
											Un conjunto de todas las habilidades
que adquirí en los años fueron:
											contar historias, impacto social
y cambio de comportamiento.
											Era la jefa del mercadeo y la cultura
											y trabajé con los sistemas de salud
más grandes de la nación,
											usando cambios tecnológicos y culturales
											para reducir radicalmente
su uso de energía y agua
											y mejorar su impacto social.
											Estaba haciendo
un cambio real en el mundo.
											Pero fue la peor experiencia
profesional de mi vida.
									","
											En 2013, j'étais cadre dans une société
internationale d'ingénierie
											à San Francisco.
											C'était le boulot de mes rêves.
											L'aboutissement de toutes les compétences
acquises au fil des années :
											la narration, l'impact social,
le changement de comportement.
											Je dirigeais le marketing et la culture
											et travaillais avec les plus gros systèmes
de santé de la nation,
											via des technologies
et changement culturels
											afin de réduire leur consommation
en énergie et en eau
											et d'améliorer leur impact social.
											J'étais à l'origine
d'un changement dans le monde.
											Et cela a été la pire
expérience professionnelle de ma vie.
									","
											Em 2013, eu era uma executiva
numa empresa internacional de engenharia
											em São Francisco.
											Era o meu emprego de sonho.
											Um culminar de todas as competências
que adquiri ao longo dos anos:
											a narrativa, o impacto social,
a mudança de comportamentos.
											Eu era responsável
pelo ""marketing"" e pela cultura,
											e trabalhava com os maiores sistemas
nacionais de saúde,
											usando a mudança comportamental
e tecnológica
											para reduzir, radicalmente,
o consumo de energia e água,
											bem como para melhorar
o seu impacto social.
											Estava a criar uma mudança real no mundo.
											E foi a pior experiência profissional
da minha vida.
									",3 ways to be a better ally in the workplace,Melinda Epler,9:37,"success,work,diversity,communication,community,leadership,social change,inequality,business,personal growth"
"
","
","
","
","
",3 ways to be a better ally in the workplace,Melinda Epler,9:37,"success,work,diversity,communication,community,leadership,social change,inequality,business,personal growth"
"
											I hit the glass ceiling hard.
											It hurt like hell.
											While there were bigger issues,
											most of what happened
were little behaviors and patterns
											that slowly chipped away
at my ability to do my work well.
											They ate away at my confidence,
my leadership, my capacity to innovate.
											For example, my first
presentation at the company.
											I walk up to the front of the room
											to give a presentation on the strategy
that I believe is right for the company.
											The one they hired me to create.
											And I look around the room
at my fellow executives.
											And I watch as they
pick up their cell phones
											and look down at their laptops.
											They're not paying attention.
											As soon as I start to speak,
the interruptions begin
											and people talk over me
again and again and again.
											Some of my ideas are flat out dismissed
											and then brought up
by somebody else and championed.
											I was the only woman in that room.
											And I could have used an ally.
									","
											Duvara çok kötü tosladım.
											Fena acıttı.
											Daha büyük sorunlar olsa da
											Olanların çoğu yavaş yavaş 
işimi iyi yapmama engel olan
											küçük davranışlar ve durumlardı.
											Öz güvenimi, yöneticiliğimi
ve yenilikçi kapasitemi aşındırdılar.
											Örneğin şirketteki ilk sunumum.
											Odanın önüne doğru yürüdüm,
											şirket için doğru olduğuna inandığım 
strateji hakkında bir sunum yapacaktım.
											Beni işe aldıkları sunum için.
											Odadaki diğer iş 
arkadaşlarıma baktım.
											Telefonları ellerine alışlarını
											ve bilgisayarlarına bakmalarını izledim.
											Bana dikkat vermiyorlardı.
											Konuşmaya başladığım anda,
sözümü kesmeye
											ve tekrar tekrar konuşmaya başladılar.
											Fikirlerimden bazıları hiç umursanmadı,
											sonra başkaları tarafından 
söylendi ve ödüllendirildi.
											Odadaki tek kadın bendim.
											Bir arkadaşa ihtiyacım vardı.
									","
											Choqué contra la pared muy duro.
											Dolió como el demonio.
											Mientras había problemas más graves,
											lo que pasó principalmente fueron
pequeñas conductas y patrones
											que poco a poco disolvieron
mi habilidad de trabajar bien.
											Se comieron mi confianza, mi liderazgo, 
mi capacidad de innovar.
											Por ejemplo, mi primera
presentación en la compañía.
											Caminé hasta el frente de la sala
											para dar una presentación de las tácticas
que yo creía mejor para la compañía.
											Esa para la cual me contrataron.
											Y observé la sala,
a mis colegas ejecutivos.
											Y miré cómo tomaban sus teléfonos
											y miraban a sus portátiles.
											No prestaban atención.
											Ni bien comencé a hablar,
empezaron las interrupciones
											y la gente hablaba
por encima de mí una y otra vez.
											Algunas de mis ideas 
fueron rechazadas en seguida
											y luego las dijo alguien más
y las defendieron.
											Era la única mujer en esa sala.
											Me hubiera venido bien un aliado.
									","
											Je me suis heurtée au plafond de verre.
											Je m'y suis heurtée violemment.
											S'il y avait d'autres problèmes,
											c'étaient surtout de petits
comportements et tendances
											qui ont lentement écorné
ma capacité à bien travailler.
											Ils ont rongé ma confiance en moi,
mon leadership, ma capacité d'innovation.
											Par exemple, ma première
présentation dans l'entreprise.
											Je vais jusqu'à l'avant de la pièce
											pour donner une présentation
sur une stratégie que je pense adéquate.
											Pour laquelle ils m'ont engagée.
											Je regarde les autres exécutifs
dans la pièce.
											Je les regarde prendre leurs téléphones
											et baisser les yeux sur leurs ordinateurs.
											Ils ne prêtent pas attention.
											Dès que je parle,
les interruptions commencent
											les gens parlent en même temps
que moi à maintes reprises.
											Certaines de mes idées sont écartées
											puis évoquées par quelqu'un
d'autre et soutenues.
											J'étais la seule femme dans cette pièce.
											J'aurais eu besoin d'un allié.
									","
											Bati com muita força no tecto de vidro.
											Doeu bastante.
											Embora houvesse outros problemas,
											a maior parte do que aconteceu
foram pequenos comportamentos e padrões
											que foram comprometendo, lentamente,
a minha capacidade de trabalhar bem.
											Arrasaram a minha confiança,
a minha liderança, a capacidade de inovar.
											Por exemplo, a minha primeira
apresentação na empresa.
											Estava em frente de uma sala
											para apresentar a estratégia
que eu achava ser a adequada,
											para a que eu julgava ter sido contratada.
											Olhei para os meus colegas.
											Vi que uns pegavam nos seus telemóveis
											e outros olhavam para os seus
computadores.
											Não estavam a prestar atenção!
											Assim que comecei a falar,
começaram as interrupções
											e as pessoas falavam ao mesmo
tempo que eu, sem parar.
											Algumas das minhas ideias perderam-se
											e surgiram de novo por outras pessoas,
acabando por vingar.
											Eu era a única mulher na sala.
											E ter-me-ia dado jeito um aliado.
									",3 ways to be a better ally in the workplace,Melinda Epler,9:37,"success,work,diversity,communication,community,leadership,social change,inequality,business,personal growth"
"
","
","
","
","
",3 ways to be a better ally in the workplace,Melinda Epler,9:37,"success,work,diversity,communication,community,leadership,social change,inequality,business,personal growth"
"
											Little behaviors and pattern like this,
every day, again and again,
											they wear you down.
											Pretty soon, my energy
was absolutely tapped.
											At a real low point, I read an article
											about toxic workplace culture
and microaggressions.
											Microaggressions —
everyday slights, insults,
											negative verbal
and nonverbal communication,
											whether intentional or not,
											that impede your ability
to do your work well.
											That sounded familiar.
											I started to realize
that I wasn't failing.
											The culture around me was failing me.
											And I wasn't alone.
									","
											Her gün tekrar eden böyle 
küçük davranış ve durumlar
											sizi yıpratır.
											Çok geçmeden, enerjim tamamen bitmişti.
											Gerçekten kötü hissederken 
bir makale okudum,
											toksik işyeri kültürü
ve mikroagresyonlar hakkında.
											Mikroagresyonlar —
her günkü önemsizlikler, aşağılanmalar,
											olumsuz sözel ya da sözsüz iletişim,
											kasıtlı olsun ya da olmasın,
											işinizi iyi yapabilmenizi engeller.
											Tanıdık geliyor.
											Hatayı yapanın ben değil
											etrafımdaki insanlar olduğunu
anlamaya başladım.
											Ve yalnız değildim.
									","
											Pequeñas conductas y patrones
como este, cada día, una y otra vez,
											te desgastan.
											Muy pronto, mis energías estaban 
totalmente explotadas.
											En una etapa muy baja, leí un artículo
											acerca de la cultura de lugares 
de trabajos tóxicos y microagresiones.
											Microagresiones... desprecios, insultos,
											comunicación negativa verbal y no verbal,
											sea intencional o no,
											que impiden tu capacidad 
de trabajar bien.
											Eso sonaba familiar.
											Me empecé a dar cuenta
de que no estaba fallando.
											La cultura a mi alrededor
estaba fallándome.
											Y no estaba sola.
									","
											De tels comportements et tendances,
chaque jour, à maintes reprises,
											vous accablent.
											Très vite, je n'ai plus eu d'énergie.
											Lors d'un mauvais moment,
j'ai lu un article
											sur la culture organisationnelle toxique
et les micro-agressions.
											Les micro-agressions —
Au quotidien, les offenses, les insultes,
											la communication verbale
et non-verbale négative,
											intentionnelle ou non,
											qui entrave votre capacité
à bien faire votre travail.
											Cela semblait familier.
											J'ai commencé à réaliser
que je ne défaillais pas.
											La culture autour de moi
me faisait défaut.
											Et je n'étais pas seule.
									","
											Pequenos comportamentos e padrões destes,
todos os dias, em repetição,
											acabam por nos levar à exaustão.
											A minha energia desapareceu rapidamente.
											Num dos meus momentos maus, li um artigo
											sobre ambientes de trabalho tóxicos
e microagressões.
											Microagressões são
pequenos insultos diários,
											verbalizações e comunicações
não-verbais negativas,
											quer intencionais ou não,
											que interferem na nossa capacidade
de trabalhar bem.
											Era-me familiar!
											Percebi que não era eu
quem estava a falhar.
											A cultura à minha volta é que estava
a deixar-me mal.
											E não estava sozinha.
									",3 ways to be a better ally in the workplace,Melinda Epler,9:37,"success,work,diversity,communication,community,leadership,social change,inequality,business,personal growth"
"
","
","
","
","
",3 ways to be a better ally in the workplace,Melinda Epler,9:37,"success,work,diversity,communication,community,leadership,social change,inequality,business,personal growth"
"
											Behaviors and patterns like this
											every day affect underrepresented people
of all backgrounds in the workplace.
											And that has a real impact
											on our colleagues, on our companies
											and our collective capacity to innovate.
											So, in the tech industry,
we want quick solutions.
											But there is no magic wand
for correcting diversity and inclusion.
											Change happens one person at a time,
											one act at a time, one word at a time.
									","
											Bu gibi davranış ve durumlar
											her gün, iş yerinde kendini temsil
edemeyen kişileri etkiler.
											Bu durumun ciddi bir etkisi var,
											iş arkadaşlarımız, şirketler
											ve yenilikçi kolektif
kapasitemiz üzerinde.
											Teknoloji sektöründe
hızlı çözümler istiyoruz.
											Ancak çeşitliliği ve katılımı
düzeltebilen sihirli bir değnek yok.
											Değişim her seferinde bir kişi,
											bir eylem ve bir söz ile olur.
									","
											Conductas y patrones como este a diario
											afectan a personas subrepresentadas
en todos los espacios laborales.
											Y eso tiene un impacto real
											en nuestros colegas, nuestras compañías
											y nuestra capacidad colectiva de innovar.
											En la industria tecnológica
queremos soluciones rápidas.
											Pero no hay varita mágica 
para corregir la diversidad e inclusión.
											El cambio empieza una persona a la vez,
											un acto a la vez, una palabra a la vez.
									","
											De tels comportements et tendances
											nuisent au quotidien au travail
aux personnes sous-représentées
											issues de tous les milieux.
											Cela a un réel impact
											sur nos collègues, nos entreprises
											et notre capacité d'innovation collective.
											Dans l'industrie technologique,
nous voulons des solutions rapides.
											Mais il n'y a pas de baguette magique
pour corriger la diversité et l'inclusion.
											Le changement se produit
une personne à la fois,
											un geste à la fois, un mot à la fois.
									","
											Comportamentos e padrões assim
											afectam, diariamente, minorias no emprego
com diferentes características.
											E isso tem um impacto real
											nos nossos colegas, nas nossas empresas
											e na nossa capacidade
colectiva de inovação.
											Na indústria tecnológica,
procuramos soluções rápidas.
											Mas não existe nenhuma varinha mágica
que corrija a diversidade e a inclusão.
											A mudança ocorre numa pessoa de cada vez,
											num acto de cada vez,
numa palava de cada vez.
									",3 ways to be a better ally in the workplace,Melinda Epler,9:37,"success,work,diversity,communication,community,leadership,social change,inequality,business,personal growth"
"
","
","
","
","
",3 ways to be a better ally in the workplace,Melinda Epler,9:37,"success,work,diversity,communication,community,leadership,social change,inequality,business,personal growth"
"
											We make a mistake
when we see diversity and inclusion
											as that side project over there
the diversity people are working on,
											rather than this work inside all of us
that we need to do together.
											And that work begins
											with unlearning what we know
about success and opportunity.
											We've been told our whole lives
											that if we work hard,
that hard work pays off,
											we'd get what we deserve,
we'd live our dream.
											But that isn't true for everyone.
											Some people have to work 10 times as hard
											to get to the same place
											due to many barriers
put in front of them by society.
											Your gender, your race, your ethnicity,
											your religion, your disability,
your sexual orientation,
											your class, your geography,
											all of these can give you more
of fewer opportunities for success.
									","
											Çeşitlilik ve katılıma olan bakış açımız
											hepimizin birlikte yapması
gereken bir çalışma değil de
											farklı insanların yan projesi
gibi olduğunda hata yapıyoruz.
											Ve bu çalışma,
											başarı ve fırsatlar hakkında 
neyi bilmediğimizle başlar.
											Tüm hayatımız boyunca bize şu söylendi:
											çok çalışırsak, karşılığını alırız,
											hak ettiğimizi alırız
ve hayalimizi yaşarız.
											Fakat bu, herkes için doğru değil.
											Bazıları aynı yere gelmek için
											çevre tarafından önüne koyulan
											birçok engel karşısında on kat
daha fazla çalışmak zorunda.
											Cinsiyetiniz, ırkınız, kökeniniz
											inancınız, engeliniz, cinsel yöneliminiz,
											sınıfınız, mevkiniz,
											bunların hepsi size başarı için 
daha çok veya az fırsat verebilir.
									","
											Cometemos un error cuando vemos
la diversidad y la inclusión
											como un proyecto secundario en el que
las personas de las diversidades trabajan,
											en vez de este trabajo dentro de todos 
que debemos hacer juntos.
											Y ese trabajo comienza
											con desaprender lo que sabemos
del éxito y las oportunidades.
											Nos han dicho toda nuestra vida
											que si trabajamos duro
esto será recompensado,
											que obtendremos lo que merecemos,
que viviremos nuestro sueño.
											Pero esa no es la verdad para todos.
											Algunos tienen que trabajar
10 veces más duro
											para llegar al mismo lugar
											por las muchas barreras
que les pone en frente la sociedad.
											Tu género, tu raza, tu etnicidad,
											tu religión, tu discapacidad,
tu orientación sexual,
											tu clase, tu geografía,
											todo esto puede dar más 
o menos oportunidades para el éxito.
									","
											Nous commettons une erreur
en voyant la diversité et l'inclusion
											comme un projet connexe sur lequel
les gens de la diversité travaillent,
											plutôt qu'un travail en nous
que nous devons réaliser ensemble.
											Ce travail commence
											en désapprenant ce que nous savons
sur la réussite et les opportunités.
											Toute notre vie, on nous a dit
											qu'en travaillant dur, cela payerait,
											nous aurions ce que nous mériterions,
nous vivrions notre rêve.
											Cela n'est pas vrai pour tout le monde.
											Certains doivent travailler
dix fois plus dur
											pour arriver à la même chose
											du fait des nombreux obstacles
que la société place devant eux.
											Votre sexe, votre race, votre ethnicité,
											votre religion, votre handicap,
votre orientation sexuelle,
											votre classe, votre géographie,
											tout cela peut vous donner plus ou moins
d'opportunités pour réussir.
									","
											Erramos quando olhamos para
a diversidade e inclusão
											como um projecto à parte onde trabalham 
as pessoas relacionadas com a diversidade,
											em vez de ser um trabalho feito
no interior de cada um, todos juntos.
											E esse trabalho começa
											com um desaprender o que sabemos
sobre sucesso e oportunidade.
											Sempre nos disseram
											que, se trabalharmos muito,
somos recompensados,
											recebemos o que merecemos,
vivemos o nosso sonho!
											Mas isso não é verdade para todos.
											Algumas pessoas têm de
trabalhar dez vezes mais
											para estar no mesmo patamar,
											devido a inúmeras barreiras
colocadas pela sociedade.
											O sexo, a raça, a etnia,
											a religião, o grau de deficiência,
a orientação sexual,
											o estrato social, a geografia,
											tudo isto pode dar-nos mais ou menos
oportunidades de sucesso.
									",3 ways to be a better ally in the workplace,Melinda Epler,9:37,"success,work,diversity,communication,community,leadership,social change,inequality,business,personal growth"
