en,tr,title,speaker,duration,tags
"
","
","Thoughts on humanity, fame and love",Shah Rukh Khan,17:51,"aging,art,dance,communication,entertainment,family,happiness,future,movies,india,humanity,music,personal growth,technology,success,love"
"
											Namaskar.
									","
											Namaskar [Merhaba].
									","Thoughts on humanity, fame and love",Shah Rukh Khan,17:51,"aging,art,dance,communication,entertainment,family,happiness,future,movies,india,humanity,music,personal growth,technology,success,love"
"
","
","Thoughts on humanity, fame and love",Shah Rukh Khan,17:51,"aging,art,dance,communication,entertainment,family,happiness,future,movies,india,humanity,music,personal growth,technology,success,love"
"
											I'm a movie star, I'm 51 years of age,
											and I don't use Botox as yet.
									","
											Ben bir film yıldızıyım,51 yaşındayım,
											Ve henüz botoks yaptırmadım.
									","Thoughts on humanity, fame and love",Shah Rukh Khan,17:51,"aging,art,dance,communication,entertainment,family,happiness,future,movies,india,humanity,music,personal growth,technology,success,love"
"
","
","Thoughts on humanity, fame and love",Shah Rukh Khan,17:51,"aging,art,dance,communication,entertainment,family,happiness,future,movies,india,humanity,music,personal growth,technology,success,love"
"
											(Laughter)
									","
											(Kahkahalar)
									","Thoughts on humanity, fame and love",Shah Rukh Khan,17:51,"aging,art,dance,communication,entertainment,family,happiness,future,movies,india,humanity,music,personal growth,technology,success,love"
"
","
","Thoughts on humanity, fame and love",Shah Rukh Khan,17:51,"aging,art,dance,communication,entertainment,family,happiness,future,movies,india,humanity,music,personal growth,technology,success,love"
"
											So I'm clean, but I do behave like you saw
like a 21-year-old in my movies.
											Yeah, I do that.
											I sell dreams, and I peddle love
to millions of people back home in India
											who assume that I'm
the best lover in the world.
									","
											Yani temizim ama gördüğünüz gibi,
filmlerimde 21 yaşında gibi davranıyorum.
											Evet, bunu yapıyorum.
											Hindistan'da beni dünyanın 
en iyi aşığı sanan milyonlarca insana
											hayaller satıp, sevgi dağıtıyorum.
									","Thoughts on humanity, fame and love",Shah Rukh Khan,17:51,"aging,art,dance,communication,entertainment,family,happiness,future,movies,india,humanity,music,personal growth,technology,success,love"
"
","
","Thoughts on humanity, fame and love",Shah Rukh Khan,17:51,"aging,art,dance,communication,entertainment,family,happiness,future,movies,india,humanity,music,personal growth,technology,success,love"
"
											(Laughter)
									","
											(Kahkahalar)
									","Thoughts on humanity, fame and love",Shah Rukh Khan,17:51,"aging,art,dance,communication,entertainment,family,happiness,future,movies,india,humanity,music,personal growth,technology,success,love"
"
","
","Thoughts on humanity, fame and love",Shah Rukh Khan,17:51,"aging,art,dance,communication,entertainment,family,happiness,future,movies,india,humanity,music,personal growth,technology,success,love"
"
											If you don't tell anyone,
I'm going to tell you I'm not,
											but I never let that assumption go away.
									","
											Kimseye söylemezseniz
öyle olmadığımı belirteceğim
											Ama bu varsayımın yok olmasına da
müsaade etmem.
									","Thoughts on humanity, fame and love",Shah Rukh Khan,17:51,"aging,art,dance,communication,entertainment,family,happiness,future,movies,india,humanity,music,personal growth,technology,success,love"
"
","
","Thoughts on humanity, fame and love",Shah Rukh Khan,17:51,"aging,art,dance,communication,entertainment,family,happiness,future,movies,india,humanity,music,personal growth,technology,success,love"
"
											(Laughter)
									","
											(Kahkahalar)
									","Thoughts on humanity, fame and love",Shah Rukh Khan,17:51,"aging,art,dance,communication,entertainment,family,happiness,future,movies,india,humanity,music,personal growth,technology,success,love"
"
","
","Thoughts on humanity, fame and love",Shah Rukh Khan,17:51,"aging,art,dance,communication,entertainment,family,happiness,future,movies,india,humanity,music,personal growth,technology,success,love"
"
											I've also been made to understand
											there are lots of you here
who haven't seen my work,
											and I feel really sad for you.
									","
											Ayrıca burada 
birçoğunuzun
											çalışmalarımı görmediğini
farkettim.
											ve sizler için çok üzüldüm.
									","Thoughts on humanity, fame and love",Shah Rukh Khan,17:51,"aging,art,dance,communication,entertainment,family,happiness,future,movies,india,humanity,music,personal growth,technology,success,love"
"
","
","Thoughts on humanity, fame and love",Shah Rukh Khan,17:51,"aging,art,dance,communication,entertainment,family,happiness,future,movies,india,humanity,music,personal growth,technology,success,love"
"
											(Laughter)
									","
											(Kahkahalar)
									","Thoughts on humanity, fame and love",Shah Rukh Khan,17:51,"aging,art,dance,communication,entertainment,family,happiness,future,movies,india,humanity,music,personal growth,technology,success,love"
"
","
","Thoughts on humanity, fame and love",Shah Rukh Khan,17:51,"aging,art,dance,communication,entertainment,family,happiness,future,movies,india,humanity,music,personal growth,technology,success,love"
"
											(Applause)
									","
											(Alkışlar)
									","Thoughts on humanity, fame and love",Shah Rukh Khan,17:51,"aging,art,dance,communication,entertainment,family,happiness,future,movies,india,humanity,music,personal growth,technology,success,love"
"
","
","Thoughts on humanity, fame and love",Shah Rukh Khan,17:51,"aging,art,dance,communication,entertainment,family,happiness,future,movies,india,humanity,music,personal growth,technology,success,love"
"
											That doesn't take away from the fact
that I'm completely self-obsessed,
											as a movie star should be.
									","
											Bu benim kendime takıntılı olduğum 
gerçeğini değiştirmiyor —
											tıpkı bir film yıldızının 
olması gerektiği gibi.
									","Thoughts on humanity, fame and love",Shah Rukh Khan,17:51,"aging,art,dance,communication,entertainment,family,happiness,future,movies,india,humanity,music,personal growth,technology,success,love"
"
","
","Thoughts on humanity, fame and love",Shah Rukh Khan,17:51,"aging,art,dance,communication,entertainment,family,happiness,future,movies,india,humanity,music,personal growth,technology,success,love"
