en,fr,pt,title,speaker,duration,tags
"
","
","
",How technology can fight extremism and online harassment,Yasmin Green,13:40,"technology,violence,Internet,terrorism,online video,politics"
"
											My relationship with the internet
reminds me of the setup
											to a clichéd horror movie.
											You know, the blissfully happy family
moves in to their perfect new home,
											excited about their perfect future,
											and it's sunny outside
and the birds are chirping ...
											And then it gets dark.
											And there are noises from the attic.
											And we realize that that perfect
new house isn't so perfect.
									","
											Ma relation avec internet
me rappelle le début stéréotypé
											d'un film d'horreur.
											La famille parfaitement heureuse
emménage dans sa parfaite nouvelle maison,
											enthousiaste au sujet
de son parfait avenir,
											il fait beau dehors
et les oiseaux pépient...
											Puis la nuit tombe.
											Il y a des bruits dans le grenier.
											Nous réalisons que cette parfaite
nouvelle maison n'est pas si parfaite.
									","
											A minha relação com a Internet
											é semelhante ao enredo
de um filme de horror clichê.
											Uma família encantada e feliz
que se muda para uma casa nova e perfeita,
											entusiasmada com o seu futuro perfeito.
											Lá fora está sol, os pássaros chilreiam...
											E então escurece.
											Ouvem-se barulhos no sótão.
											E percebemos que aquela casa nova
e perfeita, não é assim tão perfeita.
									",How technology can fight extremism and online harassment,Yasmin Green,13:40,"technology,violence,Internet,terrorism,online video,politics"
"
","
","
",How technology can fight extremism and online harassment,Yasmin Green,13:40,"technology,violence,Internet,terrorism,online video,politics"
"
											When I started working at Google in 2006,
											Facebook was just a two-year-old,
											and Twitter hadn't yet been born.
											And I was in absolute awe
of the internet and all of its promise
											to make us closer
											and smarter
											and more free.
											But as we were doing the inspiring work
of building search engines
											and video-sharing sites
and social networks,
											criminals, dictators and terrorists
were figuring out
											how to use those same
platforms against us.
											And we didn't have
the foresight to stop them.
											Over the last few years, geopolitical
forces have come online to wreak havoc.
											And in response,
											Google supported a few colleagues and me
to set up a new group called Jigsaw,
											with a mandate to make people safer
from threats like violent extremism,
											censorship, persecution —
											threats that feel very personal to me
because I was born in Iran,
											and I left in the aftermath
of a violent revolution.
											But I've come to realize
that even if we had all of the resources
											of all of the technology
companies in the world,
											we'd still fail
											if we overlooked one critical ingredient:
											the human experiences of the victims
and perpetrators of those threats.
									","
											Quand j'ai commencé à travailler
chez Google en 2006,
											Facebook n'avait que deux ans
											et Twitter n'était pas encore né.
											J'étais totalement émerveillée
par internet et sa promesse
											de nous rapprocher,
											de nous rendre
plus intelligents et plus libres.
											Alors que nous créions
des moteurs de recherche,
											des sites de partage de vidéos
et des réseaux sociaux,
											les criminels, les dictateurs
et les terroristes comprenaient
											comment utiliser
ces mêmes plateformes contre nous.
											Nous n'avons pas eu la clairvoyance
de les en empêcher.
											Ces dernières années,
des forces géopolitiques
											ont causé des ravages en ligne.
											En réponse à cela,
											Google a soutenu quelques collègues et moi
dans la création d'un groupe, Jigsaw,
											ayant pour mandat de protéger les gens
des menaces comme l'extrémisme violent,
											la censure, la persécution...
											Des menaces qui me semblent
très personnelles car je suis née en Iran
											et je suis partie au lendemain
d'une révolution violente.
											Mais j'ai réalisé que,
même si nous avions toutes les ressources
											de toutes les entreprises
de technologie du monde,
											nous échouerions
											si nous négligions un ingrédient crucial :
											les expériences humaines des victimes
et des auteurs de ces menaces.
									","
											Quando comecei a trabalhar 
na Google, em 2006,
											o Facebook ainda só tinha dois anos
											e o Twitter ainda nem tinha nascido.
											Eu estava absolutamente
maravilhada com a Internet
											e a sua promessa
de nos tornar mais próximos,
											mais inteligentes
											e mais livres.
											Mas enquanto fazíamos 
o trabalho inspirador
											de construir motores de pesquisa,
											""sites"" de partilha de vídeos 
e redes sociais,
											criminosos, ditadores e terroristas
estavam a tentar descobrir
											como usar estas plataformas contra nós.
											E nós não nos antecipámos 
de forma a impedi-los.
											Nos últimos anos, apareceram ""online""
forças geopolíticas para causar danos.
											Como resposta, a Google apoiou-me 
a mim e a um grupo de colegas,
											na criação dum novo grupo chamado Jigsaw,
											cuja missão era proteger as pessoas 
de ameaças como o extremismo violento,
											a censura e a perseguição,
											ameaças que sinto como muito pessoais,
porque eu nasci no Irão
											de onde parti, no rescaldo 
de uma revolução violenta.
											Mas cheguei à conclusão de que, 
mesmo com acesso a todos os recursos
											de todas as empresas tecnológicas 
do mundo,
											continuaríamos a falhar
											enquanto ignorássemos um fator chave:
											as experiências humanas das vítimas
e dos autores dessas ameaças.
									",How technology can fight extremism and online harassment,Yasmin Green,13:40,"technology,violence,Internet,terrorism,online video,politics"
"
","
","
",How technology can fight extremism and online harassment,Yasmin Green,13:40,"technology,violence,Internet,terrorism,online video,politics"
"
											There are many challenges
I could talk to you about today.
											I'm going to focus on just two.
											The first is terrorism.
											So in order to understand
the radicalization process,
											we met with dozens of former members
of violent extremist groups.
											One was a British schoolgirl,
											who had been taken off of a plane
at London Heathrow
											as she was trying to make her way
to Syria to join ISIS.
											And she was 13 years old.
											So I sat down with her and her father,
and I said, ""Why?""
											And she said,
											""I was looking at pictures
of what life is like in Syria,
											and I thought I was going to go
and live in the Islamic Disney World.""
											That's what she saw in ISIS.
											She thought she'd meet and marry
a jihadi Brad Pitt
											and go shopping in the mall all day
and live happily ever after.
									","
											Je pourrais vous parler
de nombreux défis aujourd'hui.
											Je vais me concentrer sur deux.
											Le premier est le terrorisme.
											Afin de comprendre
le processus de radicalisation,
											nous avons rencontré
											des dizaines d'anciens membres
de groupes extrémistes violents.
											Parmi eux, il y avait
une écolière britannique
											qui avait été sortie d'un avion
à l'aéroport de Londres
											alors qu'elle essayait
d'aller en Syrie pour rejoindre Daech.
											Elle avait 13 ans.
											Nous avons discuté avec elle et son père
et j'ai demandé : « Pourquoi ? »
											Elle a dit :
											« Je regardais des photos
de ce à quoi la vie ressemblait en Syrie
											et je pensais que j'allais vivre
dans un Disneyland islamique. »
											Voilà ce qu'elle a vu en Daech.
											Elle pensait qu'elle allait rencontrer
et épouser un Brad Pitt djihadiste,
											aller faire du shopping
toute la journée et vivre heureuse.
									","
											Há vários problemas
de que vos poderia falar hoje.
											Vou-me focar apenas em dois:
											O primeiro é o terrorismo.
											Para compreendermos 
o processo de radicalização,
											conhecemos dezenas de antigos membros
de grupos extremistas violentos.
											Um deles era uma estudante britânica,
											que tinha sido retirada de um avião
no aeroporto de Heathrow, em Londres,
											quando tentava chegar à Síria,
para se juntar ao ISIS.
											Tinha 13 anos.
											Eu sentei-me com ela e com o pai dela
e perguntei-lhe: ""Porquê?""
											E ela respondeu:
											""Eu estive a ver fotos da vida na Síria,
											""e achei que iria viver na 
Disneylândia islâmica.""
											Foi isso que ela viu no ISIS.
											Achou que ia conhecer e casar-se
com um Brad Pitt jihadista,
											passar o dia nas compras
no centro comercial
											e viver feliz para sempre.
									",How technology can fight extremism and online harassment,Yasmin Green,13:40,"technology,violence,Internet,terrorism,online video,politics"
"
","
","
",How technology can fight extremism and online harassment,Yasmin Green,13:40,"technology,violence,Internet,terrorism,online video,politics"
"
											ISIS understands what drives people,
											and they carefully craft a message
for each audience.
											Just look at how many languages
											they translate their
marketing material into.
											They make pamphlets,
radio shows and videos
											in not just English and Arabic,
											but German, Russian,
French, Turkish, Kurdish,
											Hebrew,
											Mandarin Chinese.
											I've even seen an ISIS-produced
video in sign language.
											Just think about that for a second:
											ISIS took the time and made the effort
											to ensure their message is reaching
the deaf and hard of hearing.
											It's actually not tech-savviness
											that is the reason why
ISIS wins hearts and minds.
											It's their insight into the prejudices,
the vulnerabilities, the desires
											of the people they're trying to reach
											that does that.
											That's why it's not enough
											for the online platforms
to focus on removing recruiting material.
											If we want to have a shot
at building meaningful technology
											that's going to counter radicalization,
											we have to start with the human
journey at its core.
									","
											Daech comprend ce qui motive les gens
											et ils élaborent soigneusement
un message pour chaque public.
											Regardez en combien de langues
											leur matériel promotionnel est traduit.
											Ils créent des brochures,
des émissions de radio, des vidéos,
											pas seulement en anglais et en arabe
											mais en allemand, en russe,
en français, en turc, en kurde,
											en hébreu,
											en mandarin.
											J'ai même vu une vidéo
produite par Daech en langue des signes.
											Réfléchissez-y un instant :
											Daech a pris le temps et a fait l'effot
											de s'assurer que son message touche
les sourds et malentendants.
											Ce n'est pas leur savoir-faire
technologique
											qui permet de conquérir
les cœurs et les esprits.
											C'est leur connaissance des préjugés,
des vulnérabilités, des désirs
											des gens qu'ils tentent d'atteindre
											qui le leur permet.
											Il ne suffit donc pas
											que les plateformes en ligne
											se concentrent sur le retrait
des contenus de recrutement.
											Si nous voulons avoir une chance
de développer une technologie utile
											pour lutter contre la radicalisation,
											nous devons commencer
par le voyage humain qui est en son cœur.
									","
											O ISIS percebe aquilo que move as pessoas
											e cria cuidadosamente uma mensagem
para cada público-alvo.
											Basta ver o número de línguas
											para as quais traduzem o seu 
material de ""marketing"".
											Têm panfletos, programas de rádio e vídeos
											não só em árabe e inglês,
											mas também em alemão, russo, 
francês, turco, curdo,
											hebreu,
											mandarim...
											Vi até um vídeo produzido pelo ISIS
em linguagem gestual.
											Pensem nisso por um momento:
											o ISIS dedicou tempo e esforço
											para garantir que a sua mensagem
chega a surdos e deficientes auditivos.
											Não é pelo conhecimento tecnológico.
											que o ISIS conquista corações e mentes.
											Fazem-no através do conhecimento
dos preconceitos,
											das vulnerabilidades e dos desejos
											das pessoas a que 
estão a tentar chegar.
											Por isso, é insuficiente
											focarmo-nos na remoção de materiais
de recrutamento de plataformas ""online"".
											Se queremos ter uma hipótese
na construção de tecnologias
											que consigam combater a radicalização
											temos de começar pelo cerne
deste percurso humano.
									",How technology can fight extremism and online harassment,Yasmin Green,13:40,"technology,violence,Internet,terrorism,online video,politics"
"
","
","
",How technology can fight extremism and online harassment,Yasmin Green,13:40,"technology,violence,Internet,terrorism,online video,politics"
"
											So we went to Iraq
											to speak to young men
who'd bought into ISIS's promise
											of heroism and righteousness,
											who'd taken up arms to fight for them
											and then who'd defected
											after they witnessed
the brutality of ISIS's rule.
											And I'm sitting there in this makeshift
prison in the north of Iraq
											with this 23-year-old who had actually
trained as a suicide bomber
											before defecting.
											And he says,
											""I arrived in Syria full of hope,
											and immediately, I had two
of my prized possessions confiscated:
											my passport and my mobile phone.""
											The symbols of his physical
and digital liberty
											were taken away from him on arrival.
											And then this is the way he described
that moment of loss to me.
											He said,
											""You know in 'Tom and Jerry,'
											when Jerry wants to escape,
and then Tom locks the door
											and swallows the key
											and you see it bulging out
of his throat as it travels down?""
											And of course, I really could see
the image that he was describing,
											and I really did connect with the feeling
that he was trying to convey,
											which was one of doom,
											when you know there's no way out.
									","
											Nous sommes allés en Irak
											pour parler à des jeunes hommes
convaincus par la promesse de Daech
											d'héroïsme et de vertu,
											qui avaient pris les armes pour eux
											et qui s'étaient enfuis
											après avoir été témoins
de la brutalité du règne de Daech.
											Je me suis retrouvée dans cette prison
de fortune dans le nord de l'Irak
											avec ce jeune de 23 ans qui avait été
formé pour être un kamikaze
											avant de s'enfuir.
											Il disait :
											« Je suis arrivé en Syrie plein d'espoir
											et immédiatement, deux de mes biens
les plus précieux ont été confisqués :
											mon passeport et mon téléphone portable. »
											Les symboles de sa liberté
physique et numérique
											lui ont été ôtés à son arrivée.
											Voici comment il m'a décrit
ce moment de perte.
											Il a dit :
											« Vous savez, dans « Tom et Jerry »,
											quand Jerry veut s'échapper
et que Tom ferme la porte à clé
											et avale la clé
											et vous la voyez passer dans sa gorge ? »
											Bien sûr, je pouvais voir
l'image qu'il décrivait
											et l'associer au sentiment
qu'il essayait de communiquer,
											le sentiment d'être condamné,
											quand vous savez qu'il n'y a pas d'issue.
									","
											Então, fomos para o Iraque
											para falar com jovens adultos
que tinham caído na promessa
											de heroísmo e justiça do ISIS,
											que estavam dispostos
a pegar em armas por eles,
											mas que desertaram
											quando testemunharam
a brutalidade do domínio do ISIS.
											Eu estou sentada numa prisão
provisória no norte do Iraque
											com um jovem de 23 anos que treinou
para ser bombista suicida
											antes de ter abandonado o ISIS.
											E ele diz-me:
											""Eu cheguei à Síria cheio de esperança,
											""e, imediatamente, eles confiscaram-me
dois dos meus bens mais preciosos:
											""o meu passaporte e o meu telemóvel.""
											Os símbolos da sua liberdade.
física e digital.
											foram-lhe retirados assim que ele chegou.
											E ele descreveu-me este momento de perda
											dizendo:
											""Sabes como no 'Tom e Jerry',
											""quando o Jerry quer fugir
											""mas o Tom tranca a porta 
e engole a chave,
											""e conseguimos vê-la saliente
enquanto desce ao longo da garganta?""
											Claro, eu conseguia ver a imagem
que ele estava a descrever,
											e liguei-me ao sentimento
que ele estava a tentar transmitir,
											ao desespero e fatalidade,
											quando sabemos que não há nenhuma saída.
									",How technology can fight extremism and online harassment,Yasmin Green,13:40,"technology,violence,Internet,terrorism,online video,politics"
