en,fr,pt,tr,title,speaker,duration,tags
"
","
","
","
",What's the smallest thing in the universe?,Jonathan Butterworth,5:06,"TED-Ed,physics,science,quantum physics"
"
											If you were to take any everyday object, 
say a coffee cup, and break it in half,
											then in half again, and keep carrying on, 
where would you end up?
											Could you keep on going forever?
											Or would you find a set of 
indivisible building blocks
											out of which everything is made?
											Physicists have found the latter- that 
matter is made of fundamental particles,
											the smallest things in the universe.
											Particles interact with each other according
to a theory called the “Standard Model”.
									","
											Si l'on prenait un objet du quotidien,
disons une tasse, qu'on la brisait en deux
											et encore en deux, ainsi de suite,
où cela finirait-il ?
											Pourrait-on continuer indéfiniment ?
											Ou trouverait-on un ensemble
de composants indivisibles
											avec lesquelles tout est fabriqué ?
											Les physiciens ont trouvé cet ensemble ;
											que la matière est formée
de particules élémentaires,
											les plus petites choses de l'univers.
											Les particules interagissent entre elles
selon la théorie du « Modèle Standard ».
									","
											Se agarrarmos num objeto do dia-a-dia,
											digamos uma caneca de café,
e a partirmos ao meio,
											e continuarmos a parti-la ao meio,
onde é que acabaremos?
											Podemos continuar a fazê-lo
eternamente?
											Ou encontraremos um conjunto
de componentes indivisíveis
											que constituem a composição
de todas as coisas?
											Os físicos demonstraram
que a matéria é feita
											de partículas fundamentais,
as coisas mais pequenas do universo.
											As partículas interagem entre si, segundo
uma teoria chamada ""Modelo Padrão"".
									","
											Herhangi bir sıradan nesneyi, 
örneğin bir kahve fincanını alıp
											ikiye bölün sonra tekrar ikiye bölün 
ve bölmeye devam edin, nereye varırdınız?
											Sonsuza dek devam edebilir miydiniz?
											Yoksa her şeyin yapı taşı olan
bölünemez parçalar mı bulurdunuz?
											Fizikçiler ikincisini, yani maddenin
evrendeki en küçük şey olan
											temel parçacıktan yapıldığını buldular.
											Parçacıklar ""Standart Model"" adlı teoriye
göre birbirleriyle etkileşime geçerler.
									",What's the smallest thing in the universe?,Jonathan Butterworth,5:06,"TED-Ed,physics,science,quantum physics"
"
","
","
","
",What's the smallest thing in the universe?,Jonathan Butterworth,5:06,"TED-Ed,physics,science,quantum physics"
"
											The Standard Model is a remarkably 
elegant encapsulation
											of the strange quantum world of
indivisible, infinitely small particles.
											It also covers the forces that govern
how particles move,
											interact, and bind together to give shape
to the world around us.
									","
											Le Modèle Standard est une encapsulation
remarquable et élégante
											du monde quantique étrange
des particules indivisibles et minuscules.
											Il couvre aussi les forces qui régissent
le mouvement des particules,
											leurs interactions et leurs liens,
ce qui forme le monde autour de nous.
									","
											O Modelo Padrão é uma teoria
notavelmente elegante
											do estranho mundo quântico das partículas
indivisíveis e infinitamente pequenas.
											Também abrange as forças que regem
a forma como as partículas se movem,
											interagem e se ligam, para dar forma
ao mundo que nos rodeia.
									","
											Standart Model, çok güzel 
ve bölünemez olan garip kuantum dünyasının
											ve sınırsız sayıdaki küçük
parçacıkların bir kapsüllemesi.
											Ayrıca parçacıkların hareketlerini
kontrol eden gücü etkileşimlerini
											ve dünyaya şekil vermek için
birbirlerine bağlanmalarını içeriyor.
									",What's the smallest thing in the universe?,Jonathan Butterworth,5:06,"TED-Ed,physics,science,quantum physics"
"
","
","
","
",What's the smallest thing in the universe?,Jonathan Butterworth,5:06,"TED-Ed,physics,science,quantum physics"
"
											So how does it work?
									","
											Comment cela fonctionne-t-il ?
									","
											Como é que isso funciona?
									","
											Peki, nasıl çalışıyor?
									",What's the smallest thing in the universe?,Jonathan Butterworth,5:06,"TED-Ed,physics,science,quantum physics"
"
","
","
","
",What's the smallest thing in the universe?,Jonathan Butterworth,5:06,"TED-Ed,physics,science,quantum physics"
"
											Zooming in on the fragments of the cup,
											we see molecules, made of atoms
bound up together.
											A molecule is the smallest unit 
of any chemical compound.
											An atom is the smallest unit of any 
element in the periodic table.
									","
											En zoomant sur les fragments de la tasse,
											nous voyons des molécules,
faites d'atomes reliés entre eux.
											La molécule est l'unité la plus petite
de l'espèce chimique.
											L'atome est l'unité la plus petite
des éléments du tableau périodique.
									","
											Se ampliarmos os fragmentos da chávena,
											veremos moléculas feitas de átomos,
ligadas entre si.
											Uma molécula é a unidade mais pequena
de qualquer composto químico.
											Um átomo é a unidade mais pequena
de qualquer elemento da tabela periódica.
									","
											Fincandaki kırık parçalara yakınlaşınca
											atomlardan meydana gelip
bağlanan moleküller görürüz.
											Molekül her bir kimyasal
bileşiğin en küçük birimidir.
											Atom, periyodik tablodaki
her elementin en küçük birimidir.
									",What's the smallest thing in the universe?,Jonathan Butterworth,5:06,"TED-Ed,physics,science,quantum physics"
"
","
","
","
",What's the smallest thing in the universe?,Jonathan Butterworth,5:06,"TED-Ed,physics,science,quantum physics"
"
											But the atom is not the 
smallest unit of matter.
											Experiments found that each atom 
has a tiny, dense nucleus,
											surrounded by a cloud 
of even tinier electrons.
											The electron is, as far as we know,
											one of the fundamental, indivisible 
building blocks of the universe.
											It was the first Standard Model
particle ever discovered.
											Electrons are bound to an atom’s 
nucleus by electromagnetism.
											They attract each other by exchanging 
particles called photons,
											which are quanta of light that carry 
the electromagnetic force,
											one of the fundamental 
forces of the Standard Model.
									","
											Mais l'atome n'est pas l'unité
la plus petite de la matière.
											Les expériences montrent que chaque atome
possède un noyau minuscule et dense,
											englobé par un nuage d'électrons
encore plus infimes.
											L'électron est, d'après nos connaissances,
											l'une des briques fondamentales
et indivisibles de l'univers.
											C'est la première particule
du Modèle Standard à avoir été découverte.
											Les électrons sont liés au noyau
d'un atome de manière électromagnétique.
											Ils s'attirent entre eux en échangeant
des particules appelées photons,
											qui sont des quanta de lumière
transportant la force électromagnétique,
											l'une des forces fondamentales
du Modèle Standard.
									","
											Mas o átomo não é a unidade
mais pequena da matéria.
											As experiências revelaram que cada átomo
tem um núcleo minúsculo e denso,
											rodeado por uma nuvem
de eletrões ainda mais pequenos.
											O eletrão, tanto quanto sabemos,
											é um dos blocos constituintes
fundamentais e indivisíveis, do universo.
											Foi a primeira partícula
descoberta do Modelo Padrão.
											Os eletrões estão ligados ao núcleo
de um átomo por eletromagnetismo.
											Atraem-se uns aos outros
trocando partículas chamadas fotões
											que são ""quanta"" de luz que transportam
a força eletromagnética,
											uma das forças fundamentais
do Modelo Padrão.
									","
											Ama atom maddenin
en küçük birimi değildir.
											Deneyler gösterdi ki her bir atomun
çekirdekten de ufak olan
											ve elektron bulutu tarafından çevrilmiş
küçücük ve yoğun çekirdeği var.
											Bildiğimiz kadarıyla elektron
											evrenin bölünemez 
temel yapı taşlarından biri.
											Elektron, keşfedilmiş 
ilk Standart Model parçacığı.
											Elektronlar, elektromanyetizma yoluyla
atomun çekirdeğine bağlanırlar.
											Elektronlar, elektromanyetik
kuvvet taşıyan ışığın miktarı olan
											ve Standart Modelin temel kuvvetlerinden
biri olan foton parçacıklarını
											değiş tokuş ederek birbirlerini çekerler.
									",What's the smallest thing in the universe?,Jonathan Butterworth,5:06,"TED-Ed,physics,science,quantum physics"
