en,es,tr,de,title,speaker,duration,tags
"
","
","
","
",How computers are learning to be creative,Blaise Agüera y Arcas,17:34,"AI,algorithm,beauty,art,collaboration,brain,future,demo,innovation,intelligence,machine learning,science and art,science,visualizations"
"
											So, I lead a team at Google
that works on machine intelligence;
											in other words, the engineering discipline
of making computers and devices
											able to do some of the things
that brains do.
											And this makes us
interested in real brains
											and neuroscience as well,
											and especially interested
in the things that our brains do
											that are still far superior
to the performance of computers.
									","
											Coordino un equipo de Google que 
trabaja en inteligencia artificial;
											es decir, en la disciplina de ingeniería 
para fabricar computadoras y dispositivos
											capaces de hacer algunas cosas 
que hacen los cerebros.
											Y esto hace que nos interese 
mucho el cerebro real,
											la neurociencia
											y, especialmente, nos interesan 
las cosas que hace nuestro cerebro
											que todavía son muy superiores 
al rendimiento de las computadoras.
									","
											Google'da makine zekâsı üzerine çalışan
bir takımı yönetiyorum;
											yani, bilgisayar ve 
makineleri yapan mühendislik disiplini
											beynin yaptığı bazı şeyleri yapabiliyor.
											Bu da bizim gerçek beyinlere
											ve nörolojiye de
											ve özellikle bilgisayarların 
performansından hâlâ üstün olan
											beynimizin yaptığı şeylere 
ilgi duymamızı sağlıyor.
											Tarihsel olarak bu 
alanlardan biri algıdır,
											dünyada algılanarak var olan şeyler —
											sesler ve resimler gibi —
											zihinde kavramlara dönüşebilir.
											Bu beynimiz için vazgeçilmezdir
											ve bir bilgisayarda da oldukça 
kullanışlıdır.
											Takımımın yaptığı makine
algı algoritmaları örneğin,
											Google Fotoğraflar'da resimlerinizdeki
şeyleri baz alarak onların aranabilir
											olmasını sağlıyor.
											Algının diğer yüzü yaratıcılık:
											Bir kavramı dünyadaki bir nesneye
dönüştürmektir.
									","
											Ich bin Teamleiter bei Google 
im Bereich Maschinenintelligenz,
											das ist die Ingenieurdisziplin,
mit der man Computern und Geräten
											etwas von dem beibringen kann,
was Gehirne können.
											Deshalb interessieren wir uns
auch für echte Gehirne
											und Neurowissenschaften,
											und besonders für die Dinge,
die unsere Gehirne können,
											die noch weit über die Fähigkeiten
von Computern hinausgehen.
									",How computers are learning to be creative,Blaise Agüera y Arcas,17:34,"AI,algorithm,beauty,art,collaboration,brain,future,demo,innovation,intelligence,machine learning,science and art,science,visualizations"
"
","
","
","
",How computers are learning to be creative,Blaise Agüera y Arcas,17:34,"AI,algorithm,beauty,art,collaboration,brain,future,demo,innovation,intelligence,machine learning,science and art,science,visualizations"
"
											Historically, one of those areas
has been perception,
											the process by which things
out there in the world —
											sounds and images —
											can turn into concepts in the mind.
											This is essential for our own brains,
											and it's also pretty useful on a computer.
											The machine perception algorithms,
for example, that our team makes,
											are what enable your pictures
on Google Photos to become searchable,
											based on what's in them.
											The flip side of perception is creativity:
											turning a concept into something
out there into the world.
											So over the past year,
our work on machine perception
											has also unexpectedly connected
with the world of machine creativity
											and machine art.
									","
											Históricamente, una de esas áreas 
ha sido la percepción,
											el proceso por el cual 
las cosas que hay en el mundo,
											sonidos e imágenes,
											pueden convertirse 
en conceptos en la mente.
											Esto es esencial 
para nuestro propio cerebro,
											y también es muy útil en una máquina.
											Nuestro equipo hace algoritmos
de percepción computacional
											que permiten encontrar imágenes en Google
											en función de lo que hay en ellas.
											La otra cara de la percepción 
es la creatividad:
											convertir un concepto 
en algo que hay en el mundo.
											Así que en el último año, nuestro 
trabajo en percepción computacional
											ha conectado de forma inesperada 
con el mundo de la creatividad
											y el arte computacionales.
									","
											Geçen yıl boyunca makine algısı üzerine
yaptığımız çalışmalar da
											beklenmedik bir şekilde makine 
yaratıcılığı ve makine sanatı dünyasıyla
											bağlandı.
									","
											Ein Teilbereich unserer Arbeit war 
schon immer die Wahrnehmung,
											also der Vorgang, durch den
die Dinge auf der Welt —
											Geräusche und Bilder —
											in unserem Kopf zu Konzepten werden.
											Das ist entscheidend für unsere Gehirne
											und auch ziemlich nützlich für Computer.
											Unser Team schreibt Algorithmen 
für maschinelle Wahrnehmung,
											die etwa ermöglichen, dass
Ihre Bilder auf Google Fotos
											basierend auf dem Bildinhalt
gesucht werden können.
											Das Gegenstück zur Wahrnehmung 
ist die Kreativität,
											also das Schaffen einer Sache
auf Grundlage eines Konzepts.
											Letztes Jahr kam zwischen unserer 
Arbeit an maschineller Wahrnehmung,
											dem Feld der maschinellen Kreativität
sowie der maschinellen Kunst
											unerwartet eine Verbindung zustande.
									",How computers are learning to be creative,Blaise Agüera y Arcas,17:34,"AI,algorithm,beauty,art,collaboration,brain,future,demo,innovation,intelligence,machine learning,science and art,science,visualizations"
"
","
","
","
",How computers are learning to be creative,Blaise Agüera y Arcas,17:34,"AI,algorithm,beauty,art,collaboration,brain,future,demo,innovation,intelligence,machine learning,science and art,science,visualizations"
"
											I think Michelangelo
had a penetrating insight
											into to this dual relationship
between perception and creativity.
											This is a famous quote of his:
											""Every block of stone
has a statue inside of it,
											and the job of the sculptor
is to discover it.""
											So I think that what
Michelangelo was getting at
											is that we create by perceiving,
											and that perception itself
is an act of imagination
											and is the stuff of creativity.
									","
											Creo que Miguel Ángel 
tenía una visión aguda
											en esta doble relación 
entre la percepción y la creatividad.
											Esta es una de sus célebres citas:
											""Cada bloque de piedra tiene 
una estatua en su interior,
											y el trabajo del escultor 
es descubrirla"".
											Pienso que Miguel Ángel quería decir
											que creamos al percibir,
											y que la propia percepción 
es un acto de imaginación
											y es la materia de la creatividad.
									","
											Bence Michelangelo algı ve yaratıcılık 
arasındaki ikili ilişkiye
											dair keskin bir bakış açısına sahipti.
											Onun ünlü bir sözüdür:
											""Her bir taş blok içinde bir heykel 
barındırır ve
											heykeltraşın görevi bunu ortaya 
çıkarmaktır.""
											Yani bence 
Michelangelo'nun anlatmak istediği
											algılayarak yaratırız,
											algının kendisi hayal gücümüzün 
bir eylemi ve
											yaratıcılığın malzemesidir.
									","
											Ich glaube, Michelangelo hatte 
einen scharfen Blick
											für das duale Verhältnis zwischen
Wahrnehmung und Kreativität.
											Ein berühmtes Zitat von ihm lautet:
											""Jeder rohe Stein hat eine Figur in sich,
											der Bildhauer muss sie nur entdecken.""
											Ich glaube, Michelangelo wollte sagen,
											dass wir durch Wahrnehmung erschaffen.
											Die Wahrnehmung ist
ein Akt der Vorstellung,
											die Grundlage für Kreativität.
									",How computers are learning to be creative,Blaise Agüera y Arcas,17:34,"AI,algorithm,beauty,art,collaboration,brain,future,demo,innovation,intelligence,machine learning,science and art,science,visualizations"
"
","
","
","
",How computers are learning to be creative,Blaise Agüera y Arcas,17:34,"AI,algorithm,beauty,art,collaboration,brain,future,demo,innovation,intelligence,machine learning,science and art,science,visualizations"
"
											The organ that does all the thinking
and perceiving and imagining,
											of course, is the brain.
											And I'd like to begin
with a brief bit of history
											about what we know about brains.
											Because unlike, say,
the heart or the intestines,
											you really can't say very much
about a brain by just looking at it,
											at least with the naked eye.
											The early anatomists who looked at brains
											gave the superficial structures
of this thing all kinds of fanciful names,
											like hippocampus, meaning ""little shrimp.""
											But of course that sort of thing
doesn't tell us very much
											about what's actually going on inside.
									","
											El órgano que crea todo el pensamiento, 
la percepción y la imaginación,
											por supuesto, es el cerebro.
											Y me gustaría empezar 
con un poquito de historia
											sobre lo que sabemos del cerebro.
											Porque a diferencia de, por ejemplo, 
el corazón o los intestinos,
											realmente no se puede decir mucho 
de un cerebro con solo mirarlo,
											al menos a simple vista.
											Los primeros anatomistas 
que exploraron cerebros dieron
											a las estructuras superficiales de esta 
cosa todo tipo de nombres de fantasía,
											como hipocampo, 
que significa ""pequeño camarón"".
											Pero, por supuesto, 
eso no nos dice mucho
											de lo que realmente 
sucede en el interior.
									","
											Düşünmeyi, algılamayı ve hayal etmeyi 
sağlayan organımız
											tabii ki de beynimizdir.
											Beyinler hakkında bildiğimiz şeylerin
											kısa bir tarihiyle başlamak istiyorum.
											Çünkü kalp ya da bağırsakların aksine
											en azından çıplak gözle 
bakarak bir beyin hakkında
											çok bir şey söyleyemezsin.
											Beyni inceleyen ilk anatomi uzmanları
											beynin yüzeysel yapılarına, ""denizatı"" 
anlamına gelen hipokampüs gibi
											birçok tuhaf isim vermişler.
											Fakat bu bize aslında içinde ne olduğu

											hakkında pek bir şey ifade etmiyor.
									","
											Das Organ, das all das Denken,
Wahrnehmen und Vorstellen erledigt,
											ist natürlich das Gehirn.
											Jetzt möchte ich kurz
historisch betrachten,
											was wir über Gehirne wissen.
											Denn anders als über 
das Herz oder die Eingeweide
											kann man nur durch Betrachten 
nicht viel über Gehirne herausfinden,
											zumindest nicht mit bloßem Auge.
											Die ersten Anatomen, 
die sich Gehirne ansahen,
											gaben der oberflächlichen Struktur
eine ganze Reihe fantasievoller Namen,
											wie Hippocampus, was 
""kleiner Shrimp"" bedeutet.
											Doch so etwas verrät uns 
natürlich nicht viel darüber,
											was im Inneren wirklich vor sich geht.
									",How computers are learning to be creative,Blaise Agüera y Arcas,17:34,"AI,algorithm,beauty,art,collaboration,brain,future,demo,innovation,intelligence,machine learning,science and art,science,visualizations"
"
","
","
","
",How computers are learning to be creative,Blaise Agüera y Arcas,17:34,"AI,algorithm,beauty,art,collaboration,brain,future,demo,innovation,intelligence,machine learning,science and art,science,visualizations"
"
											The first person who, I think, really
developed some kind of insight
											into what was going on in the brain
											was the great Spanish neuroanatomist,
Santiago Ramón y Cajal,
											in the 19th century,
											who used microscopy and special stains
											that could selectively fill in
or render in very high contrast
											the individual cells in the brain,
											in order to start to understand
their morphologies.
											And these are the kinds of drawings
that he made of neurons
											in the 19th century.
									","
											La primera persona que, creo, 
desarrolló una visión
											de lo que ocurría en el cerebro
											fue el gran neuroanatomista español, 
Santiago Ramón y Cajal,
											en el siglo XIX,
											que usó la microscopía 
y tinciones especiales
											para poder marcar selectivamente 
en un contraste muy alto
											las células individuales en el cerebro,
											para empezar a entender sus morfologías.
											Y estos son los tipos de dibujos 
que hizo de las neuronas
											en el siglo XIX.
									","
											Bence beyinde ne olduğuna dair gerçekten
bir bakış açısı geliştiren ilk kişi,
											19. yüzyılda beyindeki bireysel hücrelerin
											morfolojilerini (yapı) anlamaya 
başlamak için
											mikroskop ve
											bu hücreleri yüksek kontrastta
											titizlikle doldurabilen ya da 
eritebilen özel kimyasallar kullanan,
											büyük İspanyol nöro-anatomist
											Santiago Ramón y Cajal'dır.
											Bunlar da 19. yy'da nöronlardan 
(sinir hücresi) yaptığı
											çizimler.
									","
											Die erste Person, die meiner Meinung nach
wirklich eine Art Einblick
											in die inneren Vorgänge
des Gehirns gewann,
											war der große spanische Neuroanatom
Santiago Ramón y Cajal
											im 19. Jahrhundert,
											der mit Mikroskopie und Spezialfarbe
											die einzelnen Gehirnzellen 
selektiv ausfüllte
											oder kontrastreich darstellte,
											um die Morphologie
der Zellen zu verstehen.
											Das sind die Zeichnungen,
											die er im 19. Jahrhundert
von Neuronen anfertigte.
									",How computers are learning to be creative,Blaise Agüera y Arcas,17:34,"AI,algorithm,beauty,art,collaboration,brain,future,demo,innovation,intelligence,machine learning,science and art,science,visualizations"
