en,tr,pt,title,speaker,duration,tags
"
","
","
",How empowering women and girls can help stop global warming,Katharine Wilkinson,13:48,"climate change,biosphere,nature,women,education,science,sustainability,policy,farming,communication"
"
											There are two powerful phenomena
unfolding on earth:
											the rise of global warming
											and the rise of women and girls.
											The link between them is often overlooked,
											but gender equity is a key answer
to our planetary challenge.
											Let me explain.
									","
											Dünya üzerinde yayılan
büyük iki olay var:
											Bunlardan birisi küresel ısınma
											diğeri ise kadınların 
ve kız çocuklarının yükselişi.
											Aralarındaki bağlantı 
genellikle göz ardı ediliyor
									","
											Há dois fenómenos poderosos
que se desenrolam na Terra:
											o aumento do aquecimento global
											e a ascensão de mulheres e raparigas.
											A ligação entre eles
é muitas vezes negligenciada,
											mas a igualdade de género é uma resposta
chave para o problema planetário.
											Deixem-me explicar.
									",How empowering women and girls can help stop global warming,Katharine Wilkinson,13:48,"climate change,biosphere,nature,women,education,science,sustainability,policy,farming,communication"
"
","
","
",How empowering women and girls can help stop global warming,Katharine Wilkinson,13:48,"climate change,biosphere,nature,women,education,science,sustainability,policy,farming,communication"
"
											For the last few years,
											I have been working on an effort
called ""Project Drawdown.""
											Our team has scoured humanity's wisdom
											for solutions to draw down
heat-trapping, climate-changing emissions
											in the atmosphere —
											not ""someday, maybe,
if we're lucky"" solutions,
											the 80 best practices and technologies
											already in hand:
											clean, renewable energy,
including solar and wind;
											green buildings, both new and retrofitted;
											efficient transportation
from Brazil to China;
											thriving ecosystems through
protection and restoration;
											reducing waste and reclaiming its value;
											growing food in good ways
that regenerates soil;
											shifting diets to less meat, more plants;
											and equity for women and girls.
											Gender and climate
are inextricably linked.
											Drawing down emissions
depends on rising up.
									","
											fakat cinsiyet eşitliği dünyaya 
meydan okumamızda anahtar niteliğinde.
											Şöyle açıklayayım.
									","
											Nos últimos anos,
											tenho trabalhado num projeto
chamado ""Projeto Drawdown"".
											A nossa equipa vasculhou
a sabedoria da humanidade
											para encontrar soluções
que reduzam as emissões atmosféricas
											que retêm o calor e alteram o clima.
											Não soluções do tipo
""algum dia, talvez, se tivermos sorte"".
											São as 80 melhores práticas e tecnologias
											que já estão à mão:
											energia limpa e renovável,
incluindo a solar e a eólica;
											edifícios verdes, novos ou recuperados;
											transportes eficientes
tanto no Brasil como na China;
											ecossistemas prósperos
através de proteção e restauro;
											redução dos desperdícios
e recuperação do seu valor;
											cultivo de alimentos de forma
que o solo se regenere;
											mudança de dieta
para menos carne, mais plantas;
											e igualdade para mulheres e raparigas.
											O género e o clima
estão inseparavelmente ligados.
											A redução das emissões
depende da nossa evolução.
									",How empowering women and girls can help stop global warming,Katharine Wilkinson,13:48,"climate change,biosphere,nature,women,education,science,sustainability,policy,farming,communication"
"
","
","
",How empowering women and girls can help stop global warming,Katharine Wilkinson,13:48,"climate change,biosphere,nature,women,education,science,sustainability,policy,farming,communication"
"
											First, a bit of context.
											We are in a situation of urgency,
severity and scope
											never before faced by humankind.
											So far, our response isn't
anywhere close to adequate.
											But you already know that.
											You know it in your gut,
											in your bones.
											We are each part
of the planet's living systems,
											knitted together with almost
7.7 billion human beings
											and 1.8 million known species.
											We can feel the connections between us.
											We can feel the brokenness
											and the closing window to heal it.
											This earth, our home,
											is telling us that a better way of being
must emerge, and fast.
									","
											Son birkaç yıldır
											''Drawdown Projesi'' adında 
bir projede çalışıyorum.
											Ekibimiz atmosferdeki ısı kapanlarını
											ve iklimi değiştiren salınımları 
azaltmak için insanlığın bilgeliğini
											elekten geçirdi.
											""Şanslıysak belki bir gün""
diye bir şey yok.
											En iyi 80 yöntem ve teknolojiye
											çoktandır sahibiz.
											Güneş ve rüzgar enerjisini de içeren
temiz, yenilenebilir enerji
											yepyeni ve teknoloji bakımından 
yenilenmiş yeşil binalar;
											Brazilya'dan Çin'e hızlı
ve verimli ulaşım;
											koruma ve yenilenme yoluyla gelişip
büyüyen ekosistemler;
											israfın azaltılması ve değerininin 
geri kazanılması;
											toprağı ıslah edecek güzel yöntemlerle
ürün yetiştirilmesi;
											et içeren yeme alışkanlıklarının azaltılıp
daha fazla bitkiye yer verilmesi
											ve kadınlar ve kızlar için eşitlik.
											Cinsiyet ve iklim 
birbirinden ayrılmaz iki bütün.
											Emisyonun azaltılması
yükselmeyle bağlantılı.
									","
											Primeiro, um pouco de contexto.
											Estamos numa situação de urgência,
de gravidade e de alcance
											nunca antes enfrentada pela humanidade.
											Até agora, a nossa resposta
não é adequada, nem de longe.
											Mas vocês já sabem disso.
											Vocês sabem disso nas vossas entranhas,
											nos vossos ossos.
											Cada um de nós faz parte
dos sistemas vivos do planeta,
											interligados com quase
7700 milhões de seres humanos
											e 1,8 milhão de espécies conhecidas.
											Podemos sentir as ligações entre nós.
											Podemos sentir o aniquilamento
e a janela de oportunidade para o curar.
											Esta Terra, a nossa casa,
											está a dizer-nos que deve surgir
um melhor modo de ser, e rapidamente.
									",How empowering women and girls can help stop global warming,Katharine Wilkinson,13:48,"climate change,biosphere,nature,women,education,science,sustainability,policy,farming,communication"
"
","
","
",How empowering women and girls can help stop global warming,Katharine Wilkinson,13:48,"climate change,biosphere,nature,women,education,science,sustainability,policy,farming,communication"
"
											In my experience, to have eyes wide open
											is to hold a broken heart every day.
											It's a grief that I rarely speak,
											though my work calls
on the power of voice.
											I remind myself that the heart
can simply break, or it can break open.
											A broken-open heart is awake
and alive and calls for action.
											It is regenerative, like nature,
											reclaiming ruined ground, growing anew.
											Life moves inexorably toward more life,
											toward healing,
											toward wholeness.
											That's a fundamental ecological truth.
											And we, all of us,
											we are life force.
									","
											Öncelikle biraz bağlam.
											Daha önce insanlığın
hiç karşılaşmadığı kadar
											ciddi derecede aciliyete sahip 
bir durum içerisindeyiz.
											Şimdiye kadar, müdahalemiz yeterliliğin
yakınından dahi geçmedi.
											Fakat siz bunu zaten biliyorsunuz.
											Bunu kendi içinizde,
											iliklerinizde hissedebiliyorsunuz.
											Her birimiz yaklaşık 7,7 milyar insan
											ve 1,8 milyon bilinen canlı türünün 
birbirine kenetlendiği
											bir sistemin parçalarıyız.
											Aramızdaki bağlantıyı hissedebiliriz.
											Kırılmaları ve onarılmasını sağlayacak
											kapıların kapanışını hissedebiliriz.
											Dünya daha iyi bir varoluşun bir an önce
											ortaya çıkması gerektiğini
bizlere söylüyor.
									","
											Na minha experiência,
ter os olhos bem abertos
											é segurar um coração partido
todos os dias.
											É uma dor da qual eu raramente falo
											embora o meu trabalho exija
o poder da voz.
											Eu digo a mim mesma que o coração
pode simplesmente quebrar-se ou abrir-se.
											Um coração partido e aberto
está acordado e vivo e pede ação.
											É regenerativo, como a natureza
											recuperando um terreno arruinado
e crescendo novamente.
											A vida move-se inevitavelmente
para mais vida,
											em direção à cura, à integridade.
											Essa é uma verdade ecológica fundamental.
											E nós, todos nós, somos uma força vital.
									",How empowering women and girls can help stop global warming,Katharine Wilkinson,13:48,"climate change,biosphere,nature,women,education,science,sustainability,policy,farming,communication"
"
","
","
",How empowering women and girls can help stop global warming,Katharine Wilkinson,13:48,"climate change,biosphere,nature,women,education,science,sustainability,policy,farming,communication"
"
											On the face of it, the primary link
between women, girls and a warming world
											is not life but death.
											Awareness is growing that climate impacts
hit women and girls hardest,
											given existing vulnerabilities.
											There is greater risk of displacement,
											higher odds of being injured
or killed during a natural disaster.
											Prolonged drought
can precipitate early marriage
											as families contend with scarcity.
											Floods can force last-resort prostitution
											as women struggle to make ends meet.
											The list goes on and goes wide.
											These dynamics are most acute
under conditions of poverty,
											from New Orleans to Nairobi.
											Too often, the story ends here.
											But not today.
											Another empowering truth begs to be seen.
											If we gain ground on gender equity,
											we also gain ground
on addressing global warming.
											This connection comes to light
in three key areas,
											three areas where we can secure
the rights of women and girls,
											shore up resilience
											and avert emissions at the same time.
									","
											Tecrübelerime göre
gözünün açılması için
											her gün kırılmış bir kalbi onarmalısın.
											Çalıştığım iş sesin gücünü gerektirse de
											bu hakkında nadiren konuştuğum bir tasa.
											Kendime kalbin kolayca kırılabileceğini,
bir anda açılabileceğini hatırlatırım.
											Aniden açılmış bir kalp uyanık, 
canlı ve aksiyonu ister durumdadır.
											Tıpkı mahvolmuş yeryüzünü dönüştürüp

											yeniden yetiştiren doğa gibi yenileyici.
											Hayat sürekli olarak daha fazlasına,

											iyileşmeye, bütünlüğe
											doğru ilerliyor.
											Bu temel bir ekolojik gerçek.
											Ve bizler, hepimiz,
											yaşam enerjisiyiz.
											Görünüşe göre kadınlar, kızlar 
ve küresel ısınma arasındaki
											temel bağlantı hayat değil ölümün kendisi.
											Var olan zayıf noktalar 
göz önünde bulundurulduğunda
											iklimin en çok kadınları 
vurduğu bilinci artıyor.
											Doğal afetler sırasında evini terk etme,
											şiddetli yaralanma hatta ölüm riski var.
											Sürekli kuraklıkda aileler kıtlıkla
uğraşacağından dolayı
											erken evliliklere zemin hazırlayabilir.
											Kadınlar geçimlerini sağlamaya 
çalıştıkları için
											taşkınlar kadınları fuhuşa zorlayabilir.
											Liste bu şekilde uzar gider.
											Bu dinamikler New Orleans'dan
Nairobi'ye kadar fakirlik koşullarında
											en ağır hâldedirler.
											Neredeyse her zaman
hikâye burada son bulur.
											Fakat bugün değil.
											Diğer gerçek yakarışlar görülmeli.
											Eğer cinsiyet eşitliğinde
başarıya ulaşırsak
											aynı zamanda küresel ısınmaya 
dikkat çekmeyi de başarırız.
											Bu bağlantı üç ana alanı
aydınlığa kavuşturuyor;
											kadınların ve kızların haklarını 
koruyabileceğimiz,
											toparlanmayi destekleyebileceğimiz
											ve aynı zamanda emisyonu 
azaltabileceğimiz bir yer.
									","
											Dito isso, a ligação entre mulheres,
raparigas e um mundo em aquecimento
											não é a vida, é a morte.
											Cresce a consciência
de que os impactos climáticos
											atingem mais as mulheres e as raparigas,
											dadas as vulnerabilidades existentes.
											Há um risco maior de deslocação,
											uma maior probabilidade de serem feridas
ou mortas durante um desastre natural.
											Uma seca prolongada
pode levar a um casamento precoce
											porque as famílias enfrentam a escassez.
											As inundações podem forçar
a prostituição como último recurso,
											porque as mulheres
têm de lutar para sobreviver.
											A lista continua e só aumenta.
											Estas dinâmicas são mais agudas
em condições de pobreza,
											de Nova Orleães até Nairobi.
											Demasiadas vezes, a história termina aqui.
											Mas não hoje.
											Outra verdade fortalecedora
implora para ser vista.
											Se ganharmos terreno
com a igualdade de género,
											nós também ganhamos terreno
para lidar com o aquecimento global.
											Esta ligação aparece
em três áreas principais,
											três áreas em que podemos garantir
os direitos das mulheres e das raparigas:
											reforçar a resiliência
											e evitar as emissões
ao mesmo tempo.
									",How empowering women and girls can help stop global warming,Katharine Wilkinson,13:48,"climate change,biosphere,nature,women,education,science,sustainability,policy,farming,communication"
