en,pt,fr,title,speaker,duration,tags
"
","
","
",What a scrapyard in Ghana can teach us about innovation,DK Osseo-Asare,14:17,"technology,invention,innovation,computers,creativity,Africa,product design,collaboration,TED Fellows"
"
											Come with me to Agbogbloshie,
											a neighborhood in the heart of Accra,
											named after a god that lives
in the Odaw River.
											There's a slum, Old Fadama,
											built on land reclaimed
from the Korle Lagoon,
											just before it opens
into the Gulf of Guinea.
											There's a scrapyard here where people
take apart all kinds of things,
											from mobile phones to computers,
											automobiles to even entire airplanes.
									","
											Venham comigo até Agbogbloshie,
											um subúrbio no coração de Acra,
											que se chama assim, segundo um deus
que vive no Rio Odaw.
											Há lá um bairro de lata, Old Fadama,
											construído em terras roubadas
à Lagoa Korle,
											mesmo antes de esta se abrir
para o Golfo da Guiné.
											Há lá um parque de sucata onde as pessoas
desmontam todo o tipo de coisas,
											desde telemóveis a computadores,
											automóveis e até aviões inteiros.
									","
											Venez avec moi à Agbogbloshie,
											un quartier au cœur d'Accra,
											qui tient son nom d'un Dieu
vivant dans la rivière Odaw.
											Il y a un bidonville, Old Fadama,
											construit sur un terrain
emprunté pris sur le lagon Korle
											juste avant qu'il ne s'ouvre
sur le Golfe de Guinée.
											Il y a une décharge où les gens ramassent
toutes sortes de choses,
											des téléphones portables aux ordinateurs,
											des automobiles, voire des avions entiers.
									",What a scrapyard in Ghana can teach us about innovation,DK Osseo-Asare,14:17,"technology,invention,innovation,computers,creativity,Africa,product design,collaboration,TED Fellows"
"
","
","
",What a scrapyard in Ghana can teach us about innovation,DK Osseo-Asare,14:17,"technology,invention,innovation,computers,creativity,Africa,product design,collaboration,TED Fellows"
"
											Agbogbloshie's scrapyard is famous
											because it has become a symbol
of the downside of technology:
											the problem of planned obsolescence.
											It's seen as a place where devices
from around the world end their life,
											where your data comes to die.
									","
											O parque de sucata
de Agbogbloshie é famoso
											porque tornou-se num símbolo
do lado negativo da tecnologia:
											o problema da obsolescência planeada.
											É considerada um local onde morrem
os aparelhos do mundo inteiro,
											onde os vossos dados vão morrer.
									","
											La décharge d'Agbobloshie est célèbre
											car elle est devenue le symbole
des travers de la technologie :
											le problème de l'obsolescence programmée.
											Cet endroit est vu comme un cimetière
pour tous les appareils du monde,
											où toutes vos données viennent mourir.
									",What a scrapyard in Ghana can teach us about innovation,DK Osseo-Asare,14:17,"technology,invention,innovation,computers,creativity,Africa,product design,collaboration,TED Fellows"
"
","
","
",What a scrapyard in Ghana can teach us about innovation,DK Osseo-Asare,14:17,"technology,invention,innovation,computers,creativity,Africa,product design,collaboration,TED Fellows"
"
											These are the images
that the media loves to show,
											of young men and boys
burning wires and cables
											to recover copper and aluminum,
											using Styrofoam and old tires as fuel,
											seriously hurting themselves
and the environment.
											It's a super-toxic process,
											producing pollutants that enter
the global ecosystem,
											build up in fatty tissue
											and threaten the top of the food chain.
									","
											Estas são imagens, que os ""media""
adoram mostrar,
											de homens jovens e rapazes
a queimar fios e cabos
											para recuperar cobre e alumínio,
											usando poliestireno e pneus velhos
como combustível,
											prejudicando-se seriamente,
a si mesmos e ao ambiente.
											É um processo extremamente tóxico,
											que produz poluentes que entram
no ecossistema global,
											se acumulam nos tecidos gordos
											e ameaçam o topo
da cadeia alimentar.
									","
											Voici les images
que les médias adorent montrer,
											de jeunes hommes et garçons
en train de brûler fils et câbles
											pour récupérer le cuivre et l'aluminium,
											utilisant des pneus et du polystyrène
comme combustible,
											nuisant gravement à leur santé
et à l'environnement.
											C'est un procédé très toxique
											dont résultent des substances polluantes
qui pénètrent l'écosystème,
											s'accumulent dans les tissus adipeux
											et menacent le haut
de la chaîne alimentaire.
									",What a scrapyard in Ghana can teach us about innovation,DK Osseo-Asare,14:17,"technology,invention,innovation,computers,creativity,Africa,product design,collaboration,TED Fellows"
"
","
","
",What a scrapyard in Ghana can teach us about innovation,DK Osseo-Asare,14:17,"technology,invention,innovation,computers,creativity,Africa,product design,collaboration,TED Fellows"
"
											But this story is incomplete.
											There's a lot we can learn
from Agbogbloshie,
											where scrap collected
from city- and nationwide is brought.
											For so many of us,
											our devices are black boxes.
											We know what they do,
											but not how they work or what's inside.
											In Agbogbloshie, people
make it their business
											to know exactly what's inside.
											Scrap dealers recover copper,
aluminum, steel, glass, plastic
											and printed circuit boards.
											It's called ""urban mining.""
											It's now more efficient for us
to mine materials from our waste.
											There is 10 times more gold,
silver, platinum, palladium
											in one ton of our electronics
											than in one ton of ore mined
from beneath the surface of the earth.
											In Agbogbloshie,
											weight is a form of currency.
											Devices are dissected to recover
materials, parts and components
											with incredible attention to detail,
											down to the aluminum tips
of electric plugs.
									","
											Mas esta história está incompleta.
											Há muito mais a aprender
com Agbogbloshie,
											para onde é levada a sucata
recolhida na cidade e em todo o país.
											Para muitos de nós,
											os nossos aparelhos são caixas negras.
											Sabemos o que eles fazem,
											mas não como funcionam
nem o que está lá dentro.
											Em Agbogbloshie, as pessoas
tratam de aprender
											exatamente o que está lá dentro.
											Os sucateiros recuperam o cobre,
o alumínio, o aço, o vidro, o plástico
											e as placas de circuitos impressos.
											Chama-se a isto o ""minério urbano"".
											Para nós, é hoje mais produtivo
recuperar materiais do lixo.
											Há 10 vezes mais ouro, prata,
platina, paládio,
											numa tonelada da nossa eletrónica
											do que numa tonelada de minério
extraído do subsolo do planeta.
											Em Agbogbloshie,
											o peso é uma forma de moeda.
											Os aparelhos são dissecados
											para recuperar materiais,
peças e componentes
											com uma atenção incrível aos pormenores,
											até às pontas de alumínio
das tomadas elétricas.
									","
											Mais cette histoire est incomplète.
											Il y a beaucoup à apprendre d'Agbobloshie,
											où se retrouvent tous les déchets
collectés à l'échelle nationale.
											Pour beaucoup d'entre nous,
											les appareils ne sont
que des boîtes noires.
											Nous savons ce qu'elles font,
											mais pas comment elles fonctionnent,
ni de quoi elles sont composées.
											À Agbobloshie, c'est le travail des gens
											de connaître précisément l'intérieur.
											Des ferrailleurs récupèrent le plastique,
l'aluminium, l'acier, le verre, le cuivre
											et les circuits imprimés.
											Ça s'appelle « une mine urbaine ».
											C'est maintenant plus efficace pour nous
de recycler ces matériaux de nos déchets.
											Il y a dix fois plus d'or, d'argent,
de platine et de palladium
											dans une tonne d'appareils électroniques
											que dans une tonne de minerai
extrait d'une mine.
											À Agbobloshie,
											le poids est une forme de monnaie.
											Les appareils sont disséqués pour
récupérer matière, pièces et composants
											avec un soin particulier aux détails,
											jusqu'au fragment d'aluminium
d'une prise électrique.
									",What a scrapyard in Ghana can teach us about innovation,DK Osseo-Asare,14:17,"technology,invention,innovation,computers,creativity,Africa,product design,collaboration,TED Fellows"
"
","
","
",What a scrapyard in Ghana can teach us about innovation,DK Osseo-Asare,14:17,"technology,invention,innovation,computers,creativity,Africa,product design,collaboration,TED Fellows"
"
											But scrap dealers don't destroy
components that are still functional.
											They supply them to repair workshops
like this one in Agbogbloshie
											and the tens of thousands
of technicians across the country
											that refurbish electrical
and electronic equipment,
											and sell them as used products
to consumers that may not be able to buy
											a new television or a new computer.
											Make no mistake about it,
there are young hackers in Agbogbloshie —
											and I mean that in the very best
sense of that word —
											that know not only
how to take apart computers
											but how to put them back together,
how to give them new life.
											Agbogbloshie reminds us
that making is a cycle.
											It extends to remaking and unmaking
											in order to recover the materials
that enable us to make something anew.
									","
											Mas os sucateiros não destroem
os componentes que ainda funcionam.
											Vendem-nos às oficinas de reparação
como esta em Agbogbloshie
											e a dezenas de milhares
de técnicos por todo o país
											que recuperam equipamentos
elétricos e eletrónicos
											e os vendem, enquanto produtos usados,
											a consumidores que não podem pagar
uma televisão ou um computador novo.
											Não se enganem,
há jovens ""hackers"" em Agbogbloshie
											— e uso esta palavra no melhor sentido —
											que sabem como desmontar computadores
											e voltar a montá-los,
como dar-lhes uma vida nova.
											Agbogbloshie faz-nos lembrar
que o fabrico é um ciclo.
											Abrange desfazer e voltar a fazer
											para recuperar os materiais
que nos permitem fazer uma coisa nova.
									","
											Mais les ferrailleurs ne détruisent pas
les composants encore fonctionnels.
											Ils fournissent les ateliers de réparation
comme celui-ci à Agbobloshie
											et les dizaines de milliers
de techniciens à travers le pays
											qui rénovent les équipements
électriques et électroniques
											pour les revendre d'occasion
aux clients qui ne peuvent s'offrir
											une nouvelle télé ou un nouvel ordinateur.
											Ne vous méprenez pas, il y a
de jeunes hackers à Agbogbloshie
											- et je dis ça dans le bon sens du terme -
											qui savent non seulement comment
démonter des ordinateurs
											mais aussi comment les remonter
et leur donner une nouvelle vie.
											Agbobloshie nous rappelle
que créer est un cycle,
											qui englobe refaire et défaire
											pour récupérer les matériaux
qui nous permettront de créer à nouveau.
									",What a scrapyard in Ghana can teach us about innovation,DK Osseo-Asare,14:17,"technology,invention,innovation,computers,creativity,Africa,product design,collaboration,TED Fellows"
"
","
","
",What a scrapyard in Ghana can teach us about innovation,DK Osseo-Asare,14:17,"technology,invention,innovation,computers,creativity,Africa,product design,collaboration,TED Fellows"
