en,es,pt,title,speaker,duration,tags
"
","
","
",How yarn bombing grew into a worldwide movement,Magda Sayeg,5:30,"TEDYouth,beauty,entertainment,materials,street art,creativity,community,public spaces"
"
											I'm a textile artist
											most widely known for starting
the yarn bombing movement.
											Yarn bombing is when you take
knitted or crocheted material
											out into the urban environment,
graffiti-style —
											or, more specifically,
											without permission and unsanctioned.
									","
											Soy artista textil
											más bien conocida por iniciar 
el movimiento del bombardeo de hilos.
											El bombardeo de hilos consiste
en cubrir con lana o hilo
											el mobiliario urbano,
sustituyendo el graffiti,
											o, más específicamente,
											sin permiso y sin ser multado.
									","
											Sou artista têxtil,
											mais conhecida por ter começado
o movimento ""yarn bombing"".
											O ""yarn bombing""
é quando levamos malhas ou tricô
											para o ambiente urbano,
ao estilo do grafiti,
											ou, mais especificamente,
sem permissão mas sem punições.
									",How yarn bombing grew into a worldwide movement,Magda Sayeg,5:30,"TEDYouth,beauty,entertainment,materials,street art,creativity,community,public spaces"
"
","
","
",How yarn bombing grew into a worldwide movement,Magda Sayeg,5:30,"TEDYouth,beauty,entertainment,materials,street art,creativity,community,public spaces"
"
											But when I started this over 10 years ago,
											I didn't have a word for it,
											I didn't have any
ambitious notions about it,
											I had no visions of grandeur.
											All I wanted to see was something
warm and fuzzy and human-like
											on the cold, steel, gray facade
that I looked at everyday.
									","
											Pero cuando empecé esto
hace más de 10 años,
											no tenía una palabra para ello,
											tampoco un nombre
ambicioso en este sentido,
											ni visiones de grandeza.
											Lo único que quería era ver
algo cálido, mullido y humano
											cubriendo la fría fachada de acero
gris que veía todos los días.
									","
											Mas, quando comecei isto,
há mais de dez anos,
											não sabia como o designar.
											Não tinha nenhuma ambição,
não tinha perspetivas de grandeza.
											Só queria ver algo quente,
felpudo e humano
											na fria e cinzenta fachada de aço
que via todos os dias.
									",How yarn bombing grew into a worldwide movement,Magda Sayeg,5:30,"TEDYouth,beauty,entertainment,materials,street art,creativity,community,public spaces"
"
","
","
",How yarn bombing grew into a worldwide movement,Magda Sayeg,5:30,"TEDYouth,beauty,entertainment,materials,street art,creativity,community,public spaces"
"
											So I wrapped the door handle.
											I call this the Alpha Piece.
											Little did I know that this tiny piece
would change the course of my life.
									","
											Así que cubrí el mango de la puerta.
											Esta es la Pieza Alfa.
											No tenía ni idea de que esta pequeña pieza
iba a cambiar el curso de mi vida.
									","
											Então, cobri o puxador da porta.
											Chamei-lhe a ""Peça Alfa"".
											Mal eu sabia que esta pequena peça
mudaria o rumo da minha vida.
									",How yarn bombing grew into a worldwide movement,Magda Sayeg,5:30,"TEDYouth,beauty,entertainment,materials,street art,creativity,community,public spaces"
"
","
","
",How yarn bombing grew into a worldwide movement,Magda Sayeg,5:30,"TEDYouth,beauty,entertainment,materials,street art,creativity,community,public spaces"
"
											So clearly the reaction was interesting.
											It intrigued me and I thought,
""What else could I do?""
											Could I do something in the public domain
that would get the same reaction?
											So I wrapped the stop sign
pole near my house.
											The reaction was wild.
											People would park their cars
											and get out of their cars and stare at it,
											and scratch their heads and stare at it,
											and take pictures of it
and take pictures next to it,
											and all of that was really exciting to me
											and I wanted to do every stop sign pole
in the neighborhood.
											And the more that I did,
the stronger the reaction.
									","
											Está claro que la reacción
fue interesante.
											Me fascinó y me pregunté:
""¿Qué otra cosa podía hacer?""
											¿Puedo hacer algo en el dominio público
y lograr la misma reacción?
											Así que cubrí la señal de stop
cerca de mi casa.
											La reacción fue salvaje.
											La gente se paraba,
											salía del auto para mirarlo,
											se rascaba la cabeza
y volvía a mirar,
											tomaba fotos, y se sacaba a su lado
											y todo aquello fue
muy emocionante para mí,
											por eso quise cubrir
cada señal de stop del barrio.
											Y cuanto más lo hice,
más fuerte fue la reacción.
									","
											A reação foi claramente interessante.
											Intrigou-me e pensei:
""O que mais posso fazer?""
											Poderia fazer alguma coisa no domínio
público que despertasse a mesma reação?
											Então, cobri o poste do sinal STOP,
ao pé de minha casa.
											A reação foi de loucos.
											As pessoas encostavam o carro,
saíam do veículo, olhavam para ele,
											coçavam a cabeça e olhavam para ele,
											tiravam fotografias ao sinal
e ao lado dele.
											Tudo isto era muito entusiasmante
para mim
											e quis fazê-lo em todos os sinais STOP
da vizinhança.
											Quanto mais fazia,
mais intensa era a reação.
									",How yarn bombing grew into a worldwide movement,Magda Sayeg,5:30,"TEDYouth,beauty,entertainment,materials,street art,creativity,community,public spaces"
"
","
","
",How yarn bombing grew into a worldwide movement,Magda Sayeg,5:30,"TEDYouth,beauty,entertainment,materials,street art,creativity,community,public spaces"
"
											So at this point I'm smitten.
											I'm hooked.
											This was all seductive.
											I found my new passion
											and the urban environment
was my playground.
									","
											De modo que me obsesioné.
											Estaba enganchada.
											Todo esto era atractivo.
											Encontré mi nueva pasión
											y el entorno urbano
se volvió mi lugar predilecto.
									","
											Aqui, fiquei apaixonada.
Estava viciada.
											Era tudo muito sedutor.
											Descobrira a minha nova paixão
											e o ambiente urbano
era o meu parque de diversões.
									",How yarn bombing grew into a worldwide movement,Magda Sayeg,5:30,"TEDYouth,beauty,entertainment,materials,street art,creativity,community,public spaces"
"
","
","
",How yarn bombing grew into a worldwide movement,Magda Sayeg,5:30,"TEDYouth,beauty,entertainment,materials,street art,creativity,community,public spaces"
"
											So this is some of my early work.
											I was very curious about this idea
of enhancing the ordinary,
											the mundane, even the ugly,
											and not taking away its identity
or its functionality
											but just giving it a well-tailored
suit out of knitting.
											And this was fun for me.
											It was really fun
to take inanimate objects
											and have them come to life.
									","
											Aquí pueden ver algunos
de mis primeros trabajos.
											Me atraía la idea
de mejorar lo común,
											lo mundano, incluso lo feo,
											sin quitarle su identidad
o su funcionalidad
											sino solo proveer un buen traje
personalizado hecho de punto.
											Y esto fue muy divertido para mí.
											Fue muy divertido tomar objetos inanimados
											y hacer que cobren vida.
									","
											Estes são alguns
dos meus primeiros trabalhos.
											Estava muito curiosa quanto a esta ideia
de valorizar o comum,
											o mundano e até o feio,
											sem retirar
a sua identidade e funcionalidade,
											mas dando-lhe
um bom fato de tricô.
											Era uma diversão, para mim.
											Era muito divertido pegar
em objetos inanimados e dar-lhes vida.
									",How yarn bombing grew into a worldwide movement,Magda Sayeg,5:30,"TEDYouth,beauty,entertainment,materials,street art,creativity,community,public spaces"
"
","
","
",How yarn bombing grew into a worldwide movement,Magda Sayeg,5:30,"TEDYouth,beauty,entertainment,materials,street art,creativity,community,public spaces"
"
											So ...
											I think we all see the humor in this,
											but —
									","
											Así que...
											Creo que todos lo encontramos divertido,
											pero...
									","
											Creio que todos vemos
o humor nisto, mas...
									",How yarn bombing grew into a worldwide movement,Magda Sayeg,5:30,"TEDYouth,beauty,entertainment,materials,street art,creativity,community,public spaces"
"
","
","
",How yarn bombing grew into a worldwide movement,Magda Sayeg,5:30,"TEDYouth,beauty,entertainment,materials,street art,creativity,community,public spaces"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									",How yarn bombing grew into a worldwide movement,Magda Sayeg,5:30,"TEDYouth,beauty,entertainment,materials,street art,creativity,community,public spaces"
"
","
","
",How yarn bombing grew into a worldwide movement,Magda Sayeg,5:30,"TEDYouth,beauty,entertainment,materials,street art,creativity,community,public spaces"
"
											I was at a point where
I wanted to take it seriously.
											I wanted to analyze it.
											I wanted to know why I was letting
this take over my life,
											why I was passionate about it,
											why were other people
reacting so strongly to it.
											And I realized something.
											We all live in this
fast-paced, digital world,
											but we still crave and desire
something that's relatable.
									","
											llegué a un punto en el que
quise tomarlo en serio.
											Quería analizarlo.
											Quería saber por qué dejaba que 
esto tome el control de mi vida,
											por qué me apasionaba
											y por qué otra gente
respondía de esta manera.
											Y me di cuenta de algo.
											Todos vivimos en este
mundo digital, acelerado,
											pero todavía anhelamos y deseamos
algo con lo que podernos relacionar.
									","
											... a dada altura, quis levar
aquilo a sério. Quis analisá-lo.
											Queria saber porque deixava isto
tomar conta da minha vida,
											porque era apaixonada por isto,
porque é que os outros reagiam assim?
											E apercebi-me de uma coisa.
											Todos vivemos
neste mundo digital e acelerado,
											mas ainda ansiamos por algo
com que possamos relacionar-nos.
									",How yarn bombing grew into a worldwide movement,Magda Sayeg,5:30,"TEDYouth,beauty,entertainment,materials,street art,creativity,community,public spaces"
"
","
","
",How yarn bombing grew into a worldwide movement,Magda Sayeg,5:30,"TEDYouth,beauty,entertainment,materials,street art,creativity,community,public spaces"
