en,fr,tr,title,speaker,duration,tags
"
","
","
",Make data more human,Jer Thorp,17:22,"TEDx,data,design,media,news"
"
											I want to talk to you about two
of the most exciting possible things.
											You've probably guessed what they are —
											data and history.
											Right?
											So, I'm not a historian.
											I'm not going to give you
a definition of history.
											But let's think instead
of history within a framework.
									","
											Je veux de vous parler de deux des
choses les plus excitantes au monde.
											Vous avez deviné, n'est-ce pas ?
											Les données et l'histoire.
											Oui ?
											Je ne suis pas un historien.
											Je ne vais pas vous donner
une définition de l'histoire.
											Mais envisageons l'histoire
dans un contexte particulier.
									","
											Size en heyecan verici iki olası
şeyden bahsetmek istiyorum.
											Muhtemelen ne olduklarını
tahmin ettiniz -
											veri ve tarih.
											Değil mi?
											Ben bir tarihçi değilim.
											Size tarihin bir tanımını yapmayacağım.
											Bunun yerine tarihi bir çerçeve
içerisinde düşünelim.
									",Make data more human,Jer Thorp,17:22,"TEDx,data,design,media,news"
"
","
","
",Make data more human,Jer Thorp,17:22,"TEDx,data,design,media,news"
"
											So, when we're making history,
											or when we're creating
historical documents,
											we're taking things
that have happened in the past,
											and we're stitching them
together into a story.
											So let me start with a little bit
of my own story.
											Like anybody my age
who works creatively with computers,
											I was a popular, socially
well-adjusted young man —
									","
											Quand on fait de l'histoire,
											c'est-à-dire quand on crée
des documents historiques,
											en fait, on crée un récit
en cousant ensemble
											des événements survenus dans le passé.
											Commençons donc par mon propre récit.
											Comme tous ceux de mon âge à l'imagination
débridée avec des ordinateurs,
											j'étais un jeune homme
populaire et très sociable.
									","
											Bizler tarih yazarken
											veya tarihi dökümanlar oluştururken,
											geçmişte olmuş şeyleri alıyor
											ve onları bir hikayede birleştiriyoruz.
											Kendi hikayemi anlatarak 
başlamama izin verin.
											Bilgisayarlarla yaratıcı alanda
çalışan her yaşıtım gibi,
											ben de popüler, sosyal olarak
uyumlu genç bir adamdım —
									",Make data more human,Jer Thorp,17:22,"TEDx,data,design,media,news"
"
","
","
",Make data more human,Jer Thorp,17:22,"TEDx,data,design,media,news"
"
											(Laughter)
									","
											(Rires)
									","
											(Gülüşmeler)
									",Make data more human,Jer Thorp,17:22,"TEDx,data,design,media,news"
"
","
","
",Make data more human,Jer Thorp,17:22,"TEDx,data,design,media,news"
"
											And sporty!
											Sporty young man.
											And like a lot of people my age
in the type of business that I'm in,
											I was influenced tremendously by Apple.
											But notice my choice of logo here, right?
											The Apple on the left,
not the Apple on the right.
											I'm influenced as much
by the Apple on the right
											as the next person,
											but the Apple on the left —
I mean, look at that logo!
											It's a rainbow.
It's not even in the right order!
									","
											Sportif !
											Un jeune homme sportif.
											Comme beaucoup de personnes
de mon âge actives dans mon domaine,
											Apple m'a profondément influencé.
											Remarquez, s'il vous plaît,
mon choix du logo.
											La pomme de gauche, pas celle de droite.
											La pomme de droite m'influence
autant que n'importe qui, je l'avoue,
											mais la pomme de gauche,
quelle pomme ! Quel logo !
											C'est un arc-en-ciel,
et même pas dans le bon ordre !
									","
											Ayrıca sportiftim!
											Sportif bir genç adam.
											İçerisinde olduğum sektörde
çalışan her yaşıtım gibi,
											Apple'dan son derece etkilenmiştim.
											Fakat buradaki logo tercihimi
fark ettiniz, değil mi?
											Soldaki Apple, sağdaki değil.
											Sağdaki Apple'dan en az 
benden sonraki kişinin
											etkileneceği kadar etkilendim,
											fakat soldaki Apple —
yani, logoya bakın!
											Bir gökkuşağı.
Doğru sırada bile değil!
									",Make data more human,Jer Thorp,17:22,"TEDx,data,design,media,news"
"
","
","
",Make data more human,Jer Thorp,17:22,"TEDx,data,design,media,news"
"
											(Laughter)
									","
											(Rires)
									","
											(Gülüşmeler)
									",Make data more human,Jer Thorp,17:22,"TEDx,data,design,media,news"
"
","
","
",Make data more human,Jer Thorp,17:22,"TEDx,data,design,media,news"
"
											That's how crazy Apple was.
									","
											Le symbole même de la folie chez Apple.
									","
											İşte Apple böyle çılgındı.
									",Make data more human,Jer Thorp,17:22,"TEDx,data,design,media,news"
"
","
","
",Make data more human,Jer Thorp,17:22,"TEDx,data,design,media,news"
"
											(Laughter)
									","
											(Rires)
									","
											(Gülüşmeler)
									",Make data more human,Jer Thorp,17:22,"TEDx,data,design,media,news"
"
","
","
",Make data more human,Jer Thorp,17:22,"TEDx,data,design,media,news"
