en,fr,de,title,speaker,duration,tags
"
","
","
",How books can open your mind,Lisa Bu,6:16,"creativity,culture,entertainment,library,literature,introvert"
"
											So I was trained to become a gymnast
											for two years in Hunan, China in the 1970s.
											When I was in the first grade, the government
											wanted to transfer me to a school for athletes,
											all expenses paid.
											But my tiger mother said, ""No.""
											My parents wanted me to become
											an engineer like them.
											After surviving the Cultural Revolution,
											they firmly believed there's only one sure way to happiness:
											a safe and well-paid job.
											It is not important if I like the job or not.
									","
											J'ai été entraînée
pour devenir gymnaste
											pendant 2 ans, dans la province d'Hunan 
en Chine dans les années 1970.
											Quand j'étais en première année, 
le gouvernement
											a voulu me transférer 
dans une école pour athlètes,
											tous frais payés.
											Mais maman tigre a dit, « Non. »
											Mes parents voulaient que je devienne
											ingénieure comme eux.
											Ayant survécu à la révolution culturelle,
											ils croyaient dur comme fer qu'il n'y avait 
qu'un seul vrai moyen d'être heureux :
											un emploi stable et bien payé.
											Que j'aime ce travail ou non 
n'avait pas d'importance.
									","
											Ich wurde zwei Jahre lang trainiert, 
um eine Turnerin zu werden,
											in Hunan, China, in den 1970er Jahren.
											Als ich in der ersten Klasse war, 
wollte mich die Regierung
											auf eine Schule für Athleten schicken,
											alle Unkosten bezahlt.
											Aber meine Mutter sagte: „Nein.“
											Meine Eltern wollten,
											dass ich Ingenieur wie sie werde.
											Nachdem sie die Kulturrevolution 
überlebt hatten,
											glaubten sie fest daran, 
dass der einzige Weg zum Glück
											ein sicherer und gut bezahlter Job sei.
											Es ist nicht wichtig, 
ob ich den Job mag oder nicht.
									",How books can open your mind,Lisa Bu,6:16,"creativity,culture,entertainment,library,literature,introvert"
"
","
","
",How books can open your mind,Lisa Bu,6:16,"creativity,culture,entertainment,library,literature,introvert"
"
											But my dream was to become a Chinese opera singer.
											That is me playing my imaginary piano.
											An opera singer must start training young
											to learn acrobatics,
											so I tried everything I could to go to opera school.
											I even wrote to the school principal
											and the host of a radio show.
											But no adults liked the idea.
											No adults believed I was serious.
											Only my friends supported me, but they were kids,
											just as powerless as I was.
											So at age 15, I knew I was too old to be trained.
											My dream would never come true.
											I was afraid that for the rest of my life
											some second-class happiness
											would be the best I could hope for.
									","
											Mais mon rêve était de devenir 
chanteuse d'opéra chinois.
											Ça, c'est moi qui joue 
sur mon piano imaginaire.
											Une chanteuse d'opéra doit commencer 
à s'entraîner dès son plus jeune âge
											pour apprendre l'acrobatie,
											alors j'ai tout essayé 
pour être acceptée à l'école d'opéra.
											J'ai même écrit au directeur de l'école
											et à l'animateur d'une émission de radio.
											Mais aucun adulte n'a aimé cette idée.
											Aucun adulte n'a cru que j'étais sérieuse.
											Seuls mes amis m'ont soutenue, 
mais c'était des enfants,
											tout aussi impuissants que moi.
											Alors à quinze ans, j'ai compris 
que j'étais trop vieille pour être entraînée.
											Mon rêve ne se réaliserait jamais.
											J'ai eu peur que pour le reste de ma vie,
											un bonheur fade
											serait ce que je pouvais espérer de mieux.
									","
											Aber mein Traum war es, 
eine chinesische Opernsängerin zu werden.
											Das bin ich, wie ich 
auf meinem imaginären Klavier spiele.
											Eine Opernsängerin muss sehr früh
											mit dem Akrobatik-Training beginnen.
											Also habe ich alles versucht, 
um in die Opernschule gehen zu können.
											Ich schrieb sogar an den Schuldirektor
											und an den Moderator einer Radioshow.
											Aber die Erwachsenen 
mochten meine Idee nicht.
											Die Erwachsenen glaubten nicht, 
dass es mir ernst damit war.
											Nur meine Freunde unterstützten mich, 
aber sie waren auch nur Kinder,
											genauso machtlos wie ich selbst.
											Und mit 15 Jahren wusste ich, dass ich zu alt war, 
um noch mit dem Training anzufangen.
											Mein Traum würde also nie wahr werden.
											Ich hatte Angst davor,
dass ich mir den Rest meines Lebens
											nur ein Glück zweiter Wahl
											erhoffen konnte.
									",How books can open your mind,Lisa Bu,6:16,"creativity,culture,entertainment,library,literature,introvert"
"
","
","
",How books can open your mind,Lisa Bu,6:16,"creativity,culture,entertainment,library,literature,introvert"
"
											But that's so unfair.
											So I was determined to find another calling.
											Nobody around to teach me? Fine.
											I turned to books.
									","
											Mais c'est tellement injuste.
											J'étais déterminée à trouver une autre vocation.
											Personne pour m'apprendre ? Parfait.
											Je me suis tournée vers les livres.
									","
											Aber das ist so ungerecht.
											Also hatte ich mir in den Kopf gesetzt, 
eine andere Berufung zu finden.
											Keiner da, um mich etwas zu lehren? 
Auch gut.
											Also wendete ich mich Büchern zu.
									",How books can open your mind,Lisa Bu,6:16,"creativity,culture,entertainment,library,literature,introvert"
"
","
","
",How books can open your mind,Lisa Bu,6:16,"creativity,culture,entertainment,library,literature,introvert"
"
											I satisfied my hunger for parental advice
											from this book by a family of writers and musicians.[""Correspondence in the Family of Fou Lei""]
									","
											J'ai satisfait ma soif de conseils parentaux
											en lisant ce livre écrit par une famille 
d'écrivains et de musiciens.
["" Correspondance dans la Famille de Fou Lei ""]
									","
											Ich stillte meinen Hunger nach elterlichem Rat
mit diesem Buch
											über eine Schriftsteller- und Musikerfamilie. 
[„Briefe der Familie von Fu Lei“]
									",How books can open your mind,Lisa Bu,6:16,"creativity,culture,entertainment,library,literature,introvert"
"
","
","
",How books can open your mind,Lisa Bu,6:16,"creativity,culture,entertainment,library,literature,introvert"
"
											I found my role model of an independent woman
											when Confucian tradition requires obedience.[""Jane Eyre""]
									","
											Je me suis trouvé un modèle 
de femme indépendante
											alors que la tradition confucianiste 
exigeait l'obéissance. ["" Jane Eyre ""]
									","
											Ich fand mein Vorbild in einer unabhängigen Frau,
											während die konfuzianische Tradition 
Gehorsam verlangt. [„Jane Eyre“]
									",How books can open your mind,Lisa Bu,6:16,"creativity,culture,entertainment,library,literature,introvert"
"
","
","
",How books can open your mind,Lisa Bu,6:16,"creativity,culture,entertainment,library,literature,introvert"
"
											And I learned to be efficient from this book.[""Cheaper by the Dozen""]
									","
											Et avec ce livre, j'ai appris à être efficace.
["" Treize à la douzaine ""]
									","
											Von diesem Buch habe ich gelernt effizient zu sein. 
[„Im Dutzend billiger“]
									",How books can open your mind,Lisa Bu,6:16,"creativity,culture,entertainment,library,literature,introvert"
"
","
","
",How books can open your mind,Lisa Bu,6:16,"creativity,culture,entertainment,library,literature,introvert"
"
											And I was inspired to study abroad after reading these.
									","
											Et après avoir lu ce livre, 
j'ai eu envie d'aller étudier à l'étranger.
									","
											Bücher haben mich dazu inspiriert, 
im Ausland zu studieren.
									",How books can open your mind,Lisa Bu,6:16,"creativity,culture,entertainment,library,literature,introvert"
"
","
","
",How books can open your mind,Lisa Bu,6:16,"creativity,culture,entertainment,library,literature,introvert"
"
											[""Complete Works of Sanmao"" (aka Echo Chan)] [""Lessons From History"" by Nan Huaijin]
									","
											["" Oeuvres complètes de Sanmao "" (alias Echo Chan)]
["" Des Leçons de l'Histoire "" pas Nan Huaijin]
									","
											[„Sanmaos Gesamtwerk“ (alias Echo Chan)] 
[„Lektionen der Geschichte“ von Nan Huaijin]
									",How books can open your mind,Lisa Bu,6:16,"creativity,culture,entertainment,library,literature,introvert"
"
","
","
",How books can open your mind,Lisa Bu,6:16,"creativity,culture,entertainment,library,literature,introvert"
"
											I came to the U.S. in 1995,
											so which books did I read here first?
											Books banned in China, of course.
											""The Good Earth"" is about Chinese peasant life.
											That's just not convenient for propaganda. Got it.
											The Bible is interesting, but strange.
											(Laughter)
											That's a topic for a different day.
											But the fifth commandment gave me an epiphany:
											""You shall honor your father and mother.""
											""Honor,"" I said. ""That's so different,
											and better, than obey.""
											So it becomes my tool to climb out
											of this Confucian guilt trap
											and to restart my relationship with my parents.
									","
											Je suis arrivée aux États-Unis en 1995,
											et selon vous, quels livres ai-je lu en arrivant ?
											Les livres interdits en Chine, bien sûr.
											"" La Terre chinoise "" 
parle de la vie rurale en Chine.
											Pas vraiment l'idéal pour la propagande. D'accord.
											La Bible est intéressante, mais étrange.
											(Rires)
											Ce n'est pas notre sujet d'aujourd'hui.
											Mais le cinquième commandement 
fût une révélation :
											« Tu honoreras ton père et ta mère . »
											« Honorer », je me suis dit, « c'est tellement différent,
											et mieux qu'obéir. »
											C'est devenu mon tremplin pour sortir
											de cette culpabilité confucéenne
											et pour reconstruire 
ma relation avec mes parents.
									","
											1995 kam ich in die USA.
											Und welche Bücher habe ich zuerst gelesen?
											Natürlich Bücher, die in China verboten sind.
											„Die gute Erde“ handelt
vom Leben der chinesischen Bauern.
											Das eignet sich einfach nicht als Propaganda. 
Hab ich verstanden.
											Die Bibel ist interessant, aber seltsam.
											(Lachen)
											Aber das ist ein Thema für ein anderes Mal.
											Aber das fünfte Gebot brachte mir 
eine Art Erleuchtung:
											„Du sollst deinen Vater und deine Mutter ehren.“
											„Ehre“, dachte ich, „das ist so anders
											und viel besser als Gehorsam.“
											Das war meine Art und Weise,
											um mich von dem 
konfuzianischen Schuldgefühl zu befreien
											und die Beziehung 
zu meinen Eltern zu erneuern.
									",How books can open your mind,Lisa Bu,6:16,"creativity,culture,entertainment,library,literature,introvert"
"
","
","
",How books can open your mind,Lisa Bu,6:16,"creativity,culture,entertainment,library,literature,introvert"
