en,es,tr,fr,title,speaker,duration,tags
"
","
","
","
",Plug into your hard-wired happiness,Srikumar Rao,18:12,"business,happiness,life,mind,psychology,self"
"
											I have a vision for each one of you,
											and the vision I have for you
											is that when you wake up in the morning,
											your blood is singing at the thought
of being who you are
											and doing what you do;
											that as you go through the day,
											you can literally sink
to your knees in gratitude
											at the tremendous good fortune
that's been bestowed on you;
											that as you go through the day,
											you become radiantly alive several times.
											And if your life isn't like that,
											I'd like to humbly suggest
that you're wasting your life.
											A life is too short to be wasted.
									","
											Tengo una visión para cada uno de Uds.,
											y la visión que tengo
											es que cuando despierten por la mañana,
											lo hagan pensando en quiénes son
											y qué hacen;
											y a medida que transcurra el día,
											literalmente caigan 
de rodillas agradecidos
											por la tremenda buena suerte
que se les ha dado;
											y a medida que transcurra el día,
											estén radiantes varias veces.
											Y si sus vidas no son así,
											humildemente les digo que
están desperdiciando sus vidas.
											La vida es muy corta para desperdiciarla.
									","
											Her biriniz için bir vizyonum var.
											Vizyonum, sabah kalktığınızda,
											kanınız, kim olduğunuz ve
											ne yaptığınız fikrinde
											şarkı söylüyor.
											Öyle ki, gün içerisinde,
											dizlerinizin üzerine çöküp
minnettarlıkla
											size bahşedilmiş olan muhteşem
şans için şükredebilirsiniz.
											Yine gün boyunca,
											ışıltı saçacak şekilde canlı olursunuz.
											Eğer hayatınız böyle değilse de,
											naçizane fikrim
hayatınızı heba ettiğinizdir.
											Hayat, heba etmek için çok kısa.
									","
											J'ai une vision pour chacun de vous
											et la vision que j'ai pour vous
											est que quand vous
vous réveillez le matin,
											votre sang chante à la pensée
d'être qui vous êtes
											et de faire ce que vous faites.
											Au cours de la journée,
											vous avez littéralement
de la gratitude jusqu'aux genoux
											face à la bonne fortune
qui vous a été conférée.
											Au cours de la journée,
											vous êtes plusieurs fois éclatant de vie.
											Et si votre vie ne ressemble pas à cela,
											j'aimerais humblement vous dire
que vous gâchez votre vie.
											La vie est trop courte
pour être gâchée.
									",Plug into your hard-wired happiness,Srikumar Rao,18:12,"business,happiness,life,mind,psychology,self"
"
","
","
","
",Plug into your hard-wired happiness,Srikumar Rao,18:12,"business,happiness,life,mind,psychology,self"
"
											So what I propose to do
in the next 17 minutes —
											I've used up one minute already —
											is to give you a set of powerful tools
											which can get you started on being there.
											Is that of interest to you?
									","
											Por eso en los próximos 17 minutos
les propongo...
											ya he usado un minuto...
											darles herramientas poderosas
											que pueden ayudarles 
a moverse hacia allí.
											¿Les interesa?
									","
											Bu nedenle önümüzdeki
17 dakika boyunca
											—ki bir dakikasını kullandım bile—
											amacım, bunlara başlamanızı sağlayacak
											güçlü araçlar vermek olacak.
											Bu ilginizi çeker mi?
									","
											Ce que je propose de faire
pendant les prochaines 17 minutes —
											j'ai déjà consommé une minute —
											est de vous donner une série
d'outils puissants
											qui peuvent vous aider
à atteindre ce stade de votre vie.
											Ça vous intéresse ?
									",Plug into your hard-wired happiness,Srikumar Rao,18:12,"business,happiness,life,mind,psychology,self"
"
","
","
","
",Plug into your hard-wired happiness,Srikumar Rao,18:12,"business,happiness,life,mind,psychology,self"
"
											Audience: Yes.
									","
											Público: Sí.
									","
											Dinleyiciler: Evet.
									","
											Public : Oui.
									",Plug into your hard-wired happiness,Srikumar Rao,18:12,"business,happiness,life,mind,psychology,self"
"
","
","
","
",Plug into your hard-wired happiness,Srikumar Rao,18:12,"business,happiness,life,mind,psychology,self"
"
											Srikumar Rao: OK.
									","
											Srikumar Rao: Bien.
									","
											Srikumar Rao: Tamam.
									","
											Shrikumar Rao : OK.
									",Plug into your hard-wired happiness,Srikumar Rao,18:12,"business,happiness,life,mind,psychology,self"
"
","
","
","
",Plug into your hard-wired happiness,Srikumar Rao,18:12,"business,happiness,life,mind,psychology,self"
"
											This is a conference on happiness,
											but even if it wasn't
a conference on happiness,
											would it be right if I said
that in some way, shape, fashion or form,
											you're devoting your entire life
											to being happy?
											Everything you do — your job, family,
children, relationships, whatever —
											is a quest for happiness.
											Correct?
									","
											Esta conferencia es sobre la felicidad,
											pero aunque no lo fuera,
											¿estaría bien si dijera que 
de alguna forma, manera o modo,
											dedican toda su vida
											a ser felices?
											Todo lo que hacen — trabajo, familia,
los niños, las relaciones, lo que sea —
											es en busca de la felicidad.
											¿Correcto?
									","
											Bu, mutluluk üzerine bir konferans.
											Ancak öyle olmasaydı bile,
											herhangi bir şekilde, formda, akımda
											hayatınız boyunca kendinizi
mutlu olmaya adadığınızı söylemem
											doğru olmaz mıydı?
											Yaptığınız her şey — 
işiniz, çocuklarınız,
											ilişkileriniz, aileniz ya da her neyse —
											bir mutluluk arayışıdır.
											Doğru mu?
									","
											C'est une conférence sur le bonheur,
											mais même si ce n'était pas le cas,
											serait-ce exact de dire que d'une façon,
tournure, manière ou forme,
											vous consacrez votre vie
											à être heureux ?
											Tout ce que vous faites — travail,
famille, enfants, relations, etc. —
											est une quête du bonheur.
											Est-ce exact ?
									",Plug into your hard-wired happiness,Srikumar Rao,18:12,"business,happiness,life,mind,psychology,self"
