pt,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
",How a dead duck changed my life,Kees Moeliker,11:52,"biology,birds,humor,science,sex,environment"
"
											Este é o Museu de História Natural em Roterdão,
											onde trabalho como conservador.
											Cabe-me assegurar que a coleção está em ordem
											e que vai aumentando,
											e, basicamente, isso significa recolher animais mortos.
											Em 1995,
											obtivemos uma nova ala junto ao museu.
											Era feita de vidro,
											e esse edifício ajudou-me a fazer bem 
o meu trabalho.
											O edifício era um autêntico assassino de pássaros.
											Sabem que as aves não compreendem
											o conceito do vidro. Não o vêem,
											por isso voam contra as janelas e morrem.
											A única coisa que eu tinha de fazer era sair,
											apanhá-los e embalsamá-los para a colecção.
											(Risos)
											Nesse tempo,
											conseguia identificar os pássaros
											pelo barulho que faziam quando batiam no vidro.
									","
											Burası, küratör olarak çalıştığım
											Rotterdam Doğa Tarihi Müzesi.
											Koleksiyonun iyi durumda olduğunu ve
											büyüdüğünü kontrol etmek benim işim
											ve bu da, temelde, ölü hayvan koleksiyonu yapıyorum demek oluyor.
											1995'lere dönersek,
											o günlerde müzenin yanına yeni bir kanat açılmıştı.
											Camdan yapılmıştı
											ve bu bina, işimi iyi yapmamda gerçekten yardımcı oldu.
											Bina gerçek bir kuş-katiliydi.
											Tahmin edersiniz ki kuşlar cam kavramını
											anlamazlar. Onu göremezler,
											cama doğru uçarlar ve ölürler.
											Benim yapmam gereken tek şey ise dışarı çıkmak,
											kuşları toplamak ve koleksiyonum için içlerini doldurmaktı.
											(Gülüşler)
											Ve o günlerde,
											kuşları, cama çarpınca çıkardıkları çarpma seslerinden
											ayırt edebilmek için iyice kulak kesiliyordum.
									","
											This is the Natural History Museum in Rotterdam,
											where I work as a curator.
											It's my job to make sure the collection stays okay,
											and that it grows,
											and basically it means I collect dead animals.
											Back in 1995,
											we got a new wing next to the museum.
											It was made of glass,
											and this building really helped me to do my job good.
											The building was a true bird-killer.
											You may know that birds don't understand
											the concept of glass. They don't see it,
											so they fly into the windows and get killed.
											The only thing I had to do was go out,
											pick them up, and have them stuffed for the collection.
											(Laughter)
											And in those days,
											I developed an ear to identify birds
											just by the sound of the bangs they made against the glass.
									","
											Voici le Musée d'Histoire Naturelle de Rotterdam,
											où je travaille en tant que conservateur.
											Mon travail c'est de m'assurer 
que la collection soit correcte,
											et qu'elle se développe,
											et, essentiellement, cela signifie 
que je collectionne des cadavres d'animaux.
											En 1995,
											nous avons obtenu une 
nouvelle aile à côté du musée.
											Elle était en verre,
											et ce bâtiment m'a vraiment aidé 
à bien faire mon travail.
											Le bâtiment était meurtrier pour les oiseaux.
											Vous savez peut-être que 
les oiseaux ne comprennent pas
											ce qu'est le verre. Ils ne le voient pas,
											ils volent dans les fenêtres et meurent.
											La seule chose que j'avais à faire était de sortir,
											les ramasser, et les empailler pour la collection.
											(Rires)
											A cette époque,
											j'ai développé l'oreille 
pour identifier des oiseaux
											uniquement au bruit du choc 
qu'ils prenaient contre la vitre.
									","
											Das ist das Museum für 
Naturgeschichte in Rotterdam,
											an dem ich als Kurator tätig bin.
											Ich sorge mich um das Wohlergehen 
und das Wachstum
											der Kunstsammlung.
											Im Prinzip sammle ich tote Tiere.
											1995 bekamen wir
											einen neuen Museumsflügel.
											Er war aus Glas,
											und das Gebäude war 
ein Segen für meinen Job.
											Es war ein richtiger Vogelmörder.
											Vielleicht wissen Sie, dass 
Vögel das Konzept ""Glas""
											nicht verstehen. Sie sehen es nicht,
											also fliegen sie gegen 
das Fenster und sterben.
											Ich musste also nur rausgehen,
											sie einsammeln und für 
die Sammlung präparieren lassen.
											(Lachen)
											Damals
											entwickelte ich ein Gehör dafür, die Vögel
											nur am Geräusch zu erkennen, 
als sie gegen die Scheibe klatschten.
									",How a dead duck changed my life,Kees Moeliker,11:52,"biology,birds,humor,science,sex,environment"
"
","
","
","
","
",How a dead duck changed my life,Kees Moeliker,11:52,"biology,birds,humor,science,sex,environment"
"
											Foi em 5 de Junho de 1995
											que ouvi uma grande pancada no vidro
											que mudou a minha vida e acabou com a de um pato.
											E foi isto o que vi quando olhei pela janela.
											Isto é um pato morto. Voou contra a janela.
											Está deitado de barriga.
											Mas ao lado do pato morto está um pato vivo,
											e prestem atenção:
											são os dois machos.
											E, depois, aconteceu isto:
											o pato vivo foi para cima do pato morto,
											e começou a copular.
									","
											Ve 5 Haziran 1995'te,
											camın dışından gelen şiddetli bir çarpma sesi
											benim hayatımı değiştirdi, ördeğinkininse sonu oldu.
											Camdan dışarı baktığımda gördüğüm şey buydu.
											Buradaki ölü ördek. Cama doğru uçmuştu.
											Karnının üstünde ölmüş bir halde yatıyor.
											Fakat ölü ördeğin yanında canlı bir ördek var,
											ve lütfen dikkat ediniz.
											Her ikisinin cinsiyeti de erkek.
											Ve sonra şu olay oldu.
											Canlı ördek ölü ördeğin üstüne çıktı
											ve çiftleşmeye başladı.
									","
											And it was on June 5, 1995,
											that I heard a loud bang against the glass
											that changed my life and ended that of a duck.
											And this is what I saw when I looked out of the window.
											This is the dead duck. It flew against the window.
											It's laying dead on its belly.
											But next to the dead duck is a live duck,
											and please pay attention.
											Both are of the male sex.
											And then this happened.
											The live duck mounted the dead duck,
											and started to copulate.
									","
											Le 5 Juin 1995,
											j'ai entendu un grand coup contre la vitre
											qui a changé ma vie et mis fin à celle d'un canard.
											Voici ce que j'ai vu en regardant par la fenêtre.
											Voici le canard mort. Il s'est cogné contre la fenêtre.
											Il est allongé sur son ventre, mort.
											Mais à côté du canard mort il y a un canard vivant,
											et faites attention.
											Tous les deux sont des mâles.
											Et voici ce qui est arrivé.
											Le canard vivant a monté le canard mort,
											et commencé à s’accoupler.
									","
											Und am 5. Juni 1995
											hörte ich einen lauten Knall 
an der Scheibe,
											der mein Leben veränderte 
und das einer Ente beendete.
											Ich sah das hier, als ich 
aus dem Fenster sah.
											Das ist die tote Ende. 
Sie flog gegen das Fenster.
											Sie liegt tot auf dem Bauch.
											Aber daneben steht eine lebendige Ende,
											und beachten Sie:
											Beide sind Erpel.
											Und dann passierte dies.
											Der lebende Erpel stieg auf den toten
											und begann zu kopulieren.
									",How a dead duck changed my life,Kees Moeliker,11:52,"biology,birds,humor,science,sex,environment"
"
","
","
","
","
",How a dead duck changed my life,Kees Moeliker,11:52,"biology,birds,humor,science,sex,environment"
"
											Bom, eu sou um biólogo. Sou um ornitólogo.
											Disse: ""Há aqui algo errado.""
											Um está morto, um está vivo. 
Isto deve ser necrofilia.
											Olhei. Eram os dois machos.
											Necrofilia homossexual.
									","
											Ben bir biyoloğum. Ben bir kuş bilimcisiyim.
											""Burada bir yanlışlık var."" dedim.
											Bir tanesi ölü, bir tanesi canlı. Bu ölü sevicilik olmalı.
											Baktım. İkisinin de cinsiyeti erkek.
											Eşcinsel ölü sevicilik.
									","
											Well, I'm a biologist. I'm an ornithologist.
											I said, ""Something's wrong here.""
											One is dead, one is alive. That must be necrophilia.
											I look. Both are of the male sex.
											Homosexual necrophilia.
									","
											Eh bien, je suis biologiste. Je suis ornithologue.
											Je me suis dit: « Il y a quelque chose qui cloche. »
											L'un est mort, l'autre est vivant. 
Ce doit être de la nécrophilie.
											Je regarde. Les deux sont de sexe masculin.
											Nécrophilie homosexuelle.
									","
											Ich bin ein Biologe. Ein Ornithologe.
											Ich dachte mir: ""Hier stimmt doch was nicht.""
											Einer war tot, einer lebendig. 
Das war Nekrophilie.
											Ich schaute hin: Beide sind männlich.
											Homosexuelle Nekrophilie.
									",How a dead duck changed my life,Kees Moeliker,11:52,"biology,birds,humor,science,sex,environment"
"
","
","
","
","
",How a dead duck changed my life,Kees Moeliker,11:52,"biology,birds,humor,science,sex,environment"
"
											Por isso — 
(Risos)
									","
											Sonra ben — (Gülüşler)
									","
											So I — (Laughter)
									","
											Donc je — (Rires)
									","
											Also – (Lachen)
									",How a dead duck changed my life,Kees Moeliker,11:52,"biology,birds,humor,science,sex,environment"
"
","
","
","
","
",How a dead duck changed my life,Kees Moeliker,11:52,"biology,birds,humor,science,sex,environment"
"
											peguei na minha câmara, no meu bloco,
											puxei uma cadeira e comecei a
observar este comportamento.
											Ao fim de 75 minutos
— (Risos) —
											tinha visto o suficiente, estava com fome
											e queria ir para casa.
											Por isso fui lá fora, apanhei o pato,
											e antes de o pôr no congelador,
											verifiquei se a vítima era mesmo um macho.
											E esta é uma imagem rara 
do pénis de um pato,
											por isso, era mesmo um macho.
											É uma imagem rara porque há 
10 000 espécies de aves
											e apenas 300 têm pénis.
									","
											Kameramı çıkardım, defterimi çıkardım,
											bir sandalye çektim ve bu davranışı gözlemlemeye başladım.
											75 dakika sonra - (Gülüşler) -
											göreceğim kadarını görmüştüm ve karnım acıkmıştı
											ve eve gitmek istedim.
											Böylelikle dışarı çıktım, ördeği aldım
											ve dondurucuya koymadan önce,
											kurbanın cinsiyetinin gerçekten erkek olup olmadığını kontrol ettim.
											İşte bu, bir ördeğin penisinin nadide bir resmi;
											yani ördek gerçekten de erkekti.
											Bu nadide bir resim, çünkü 10.000 adet kuş çeşidi var
											ve bunlardan sadece 300 tanesi penise sahip.
									","
											I took my camera, I took my notebook,
											took a chair, and started to observe this behavior.
											After 75 minutes — (Laughter) —
											I had seen enough, and I got hungry,
											and I wanted to go home.
											So I went out, collected the duck,
											and before I put it in the freezer,
											I checked if the victim was indeed of the male sex.
											And here's a rare picture of a duck's penis,
											so it was indeed of the male sex.
											It's a rare picture because there are 10,000 species of birds
											and only 300 possess a penis.
									","
											J'ai pris mon appareil photo, 
j'ai pris mon ordinateur portable,
											j'ai pris une chaise et 
j'ai commencé à observer ce comportement.
											Après 75 minutes — (Rires) —
											J'en avais assez vu, j'avais faim,
											et je voulais rentrer chez moi.
											Alors je suis sorti, j'ai ramassé le canard,
											et avant de le mettre dans le congélateur,
											j'ai vérifié si la victime était
vraiment de sexe masculin.
											Et voici une rare photo de pénis d'un canard,
											donc il était bien de sexe masculin.
											C'est une image rare car 
il y a 10 000 espèces d'oiseaux
											et seulement 300 possèdent un pénis.
									","
											Also nehme ich meine Kamera, 
mein Notizbuch,
											zog einen Stuhl heran und
beobachtete das Geschehen.
											Nach 75 Minuten – (Lachen) –
											hatte ich genug gesehen 
und außerdem Hunger.
											Ich wollte nach Hause.
											Also ging ich raus, sammelte die Ente ein
											und bevor ich sie in den Eisschrank steckte,
											vergewisserte ich mich 
noch einmal des Geschlechts.
											Hier ist das seltene Bild eines Entenpenis,
											es war also wirklich ein Erpel.
											Es ist deswegen so selten, 
weil es 10.000 Vogelarten gibt
											und nur 300 einen Penis haben.
									",How a dead duck changed my life,Kees Moeliker,11:52,"biology,birds,humor,science,sex,environment"
