en,tr,es,fr,title,speaker,duration,tags
"
","
","
","
",What if gentrification was about healing communities instead of displacing them?,Liz Ogbu,15:01,"architecture,collaboration,design,community,social change,society,urban planning"
"
											I grew up in a family
of social scientists,
											but I was the weird child who drew.
									","
											Toplum bilimcilerin olduğu
bir ailede büyüsem de
											ben resim yapabilen 
şu tuhaf çocuktum.
									","
											Crecí en el seno
de una familia de sociólogos
											pero yo era la niña rara que dibujaba.
									","
											J'ai grandi dans une famille
de sociologues,
											où j'étais un enfant étrange
qui faisait des dessins.
									",What if gentrification was about healing communities instead of displacing them?,Liz Ogbu,15:01,"architecture,collaboration,design,community,social change,society,urban planning"
"
","
","
","
",What if gentrification was about healing communities instead of displacing them?,Liz Ogbu,15:01,"architecture,collaboration,design,community,social change,society,urban planning"
"
											(Laughter)
									","
											(Gülüşler)
									","
											(Risas)
									","
											(Rires)
									",What if gentrification was about healing communities instead of displacing them?,Liz Ogbu,15:01,"architecture,collaboration,design,community,social change,society,urban planning"
"
","
","
","
",What if gentrification was about healing communities instead of displacing them?,Liz Ogbu,15:01,"architecture,collaboration,design,community,social change,society,urban planning"
"
											From making sketches of the models
in my mom's Sears catalog ...
											to a bedroom so full of my craft projects
											that it was like my own
personal art gallery,
											I lived to make.
											I don't think anyone in my family
was surprised when I became an architect.
											But to be honest with you,
											the real foundation
of the architect I became
											was not laid in that bedroom art gallery
											but by the conversations
around my family's dinner table.
											There were stories of how people
lived and connected to one another,
											from the impact of urban migration
on a village in Zambia
											to the complex health care needs
											of the homeless
in the streets of San Francisco.
									","
											Annemin Sears kataloğundaki modellerin
çizimlerini yapmaktan tutun da
											sanatsal projelerimle dolu 
yatak odasına kadar,
											sanki burası benim kişisel 
sanat galerim gibiydi
											ve ben çizim yapmak için 
yaşıyordum.
											Ailemden kimsenin, benim bir mimar 
olmama şaşırdığını sanmıyorum.
											Ama dürüst olmam gerekirse
											mimar olmamın temelinde,
											yatak odasındaki sanat galerisi değil,
											ailemin yemek masasındaki 
sohbetleri yatıyor.
											İnsanların nasıl yaşadığı ve birbirleri 
ile nasıl iletişim kurduklarıyla
											ilgili hikâyeler vardı; kente göçlerin 
Zambiya'daki köylere etkilerinden tutun,
											San Francisco sokaklarındaki evsizlerin 
komplike sağlık ihtiyaçlarına kadar.
									","
											Hacía desde bosquejos de modelos
de los catálogos 'Sears' de mi mamá
											hasta un montón de manualidades
que llenaban mi habitación,
											que era como mi galería de arte personal.
											Vivía para hacer.
											No fue una sorpresa para la familia
											cuando me gradué como arquitecta.
											Pero, en realidad,
											la verdadera base de mi vocación
											no estaba en la galería
de arte que era mi cuarto,
											sino en las charlas que discurrían
en torno a la mesa familiar.
											Hablábamos de cómo vivía la gente
y de cómo se relacionaba,
											desde el impacto de la migración
urbana en una aldea de Zambia,
											a las complejas necesidades sanitarias
											de los indigentes 
en las calles de San Francisco.
									","
											Des croquis des modèles
des catalogues Sears de ma mère
											à une chambre remplie
de projets artistiques,
											qui formaient comme
ma galerie d'art personnelle,
											je vivais pour créer.
											Personne dans ma famille n'a été surpris
que je devienne architecte.
											Mais pour être honnête,
											la vraie origine
de ma vocation d'architecte,
											ce n'est pas ma chambre-musée.
											Ça vient des conversations
familiales au dîner.
											On parlait de gens qui vivaient
connectés les uns aux autres :
											de l'impact de l'exode rural
sur un village en Zambie
											aux complexes besoins sanitaires
											des sans-abris des rues de San Francisco.
									",What if gentrification was about healing communities instead of displacing them?,Liz Ogbu,15:01,"architecture,collaboration,design,community,social change,society,urban planning"
"
","
","
","
",What if gentrification was about healing communities instead of displacing them?,Liz Ogbu,15:01,"architecture,collaboration,design,community,social change,society,urban planning"
"
											Now, it would be fair
											if you're looking over at your seatmate
											and wondering, ""What the hell
does that have to do with architecture?""
											Well, all of these stories involved space
											and how it did or didn't accommodate us.
											The fact is,
											we share some of our deepest connections
											in physical space.
											And our stories play out,
											even in this crazy age
of texting and tweeting,
											in physical space.
											Unfortunately, architecture
hasn't done a great job
											of telling all of our stories equally.
											Too often, we see the building
of monuments like the Gherkin
											or even Trump Tower ...
									","
											Şuan, yanınızda oturanlara dönüp
											""Bunun mimarlıkla ne alakası var?""
											diye soruyor olabilirsiniz.
											Tüm bu hikâyeler, mekân ve
											bizi nasıl barındırdığı ya da 
barındırmadığı ile ilişkili.
											Aslına bakarsanız,
											en derin ilişkilerimizi 
fiziksel mekânda
											paylaşıyoruz.
											Mesajlaşılan ve twit atılan
											bu çılgın dönemde bile,
hikâyelerimiz
											fiziksel mekânda yaşanıyor.
											Ne yazık ki mimari, hepimizin 
hikâyelerini eşit ve adil bir şekilde
											anlatmak konusunda 
iyi bir iş çıkaramamış.
											Sıklıkla, Gherkin ya da 
Trump Tower gibi
											anıtlar görüyoruz...
									","
											Ahora bien, sería lógico
											preguntarse
											""¿Qué diablos tiene que ver 
eso con la arquitectura?""
											Pues bien,
											todas estas historias tenían
que ver con el espacio
											y con la forma en que ese espacio
nos contenía, o no.
											Lo cierto es que nuestras conexiones
más profundas se comparten
											dentro de un espacio físico.
											Y nuestras historias transcurren,
											aun en esta alocada era de los tuits
y de los mensajes de texto,
											dentro de un espacio físico.
											Lamentablemente, la arquitectura
no nos ha hecho el favor
											de contar todas las historias 
de manera equitativa.
											Con demasiada frecuencia,
se construyen monumentos
											como el Gherkin
											o incluso la Torre Trump ...
									","
											Je comprendrais
											que vous regardiez votre voisin
											en vous disant : « Mais quel est
le lien avec l'architecture ? »
											Eh bien, tous ces récits
étaient liés à un espace
											et à la façon dont cet espace
répond à nos besoins.
											C'est un fait,
											nos relations les plus étroites se nouent
											dans un espace physique.
											Nos vies se déroulent –
											même à notre folle époque
des SMS et des tweets –
											dans un espace physique.
											Malheureusement, l'architecture
n'a pas bien réussi
											à dépeindre tous nos récits de vie
équitablement.
											Trop souvent, on construit
de monuments comme le Gherkin
											ou même la Trump Tower ...
									",What if gentrification was about healing communities instead of displacing them?,Liz Ogbu,15:01,"architecture,collaboration,design,community,social change,society,urban planning"
"
","
","
","
",What if gentrification was about healing communities instead of displacing them?,Liz Ogbu,15:01,"architecture,collaboration,design,community,social change,society,urban planning"
"
											(Laughter)
									","
											(Gülüşler)
									","
											(Risas)
									","
											(Rires)
									",What if gentrification was about healing communities instead of displacing them?,Liz Ogbu,15:01,"architecture,collaboration,design,community,social change,society,urban planning"
