es,pt,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
",One very dry demo,Mark Shaw,5:31,"demo,invention,nanoscale,technology,water"
"
											Estoy aquí para mostrarles
											qué tan divertido es ver 
algo que no se puede ver.
											Están a punto de experimentar 
una tecnología nueva,
											disponible y emocionante, 
que nos hará replantear
											la forma en que 
impermeabilizamos nuestras vidas.
									","
											Estou aqui para mostrar
											como uma coisa que não se vê 
pode ser tão fixe de se olhar.
											Estão prestes a observar uma tecnologia
nova, disponível e fantástica
											que nos fará repensar
											como impermeabilizamos a nossa vida.
									","
											Bugün size göremediğiniz
											bir şeye bakmanın ne kadar eğlenceli olabileceğini göstermek için buradayım.
											Birazdan yeni, kullanışlı ve heyecan verici
											bir teknolojiye tanık olacaksınız. Bu teknoloji hayatımızı nasıl su geçirmez
											yapabileceğimizi gözden geçirmemezi sağlayacak.
									","
											I'm here to show you
											how something you can't see can be so much fun to look at.
											You're about to experience a new, available
											and exciting technology that's going to make us rethink
											how we waterproof our lives.
									","
											Je suis ici pour vous montrer
											comment quelque chose d'invisible peut être 
incroyablement amusant à regarder.
											Vous êtes sur le point de faire l'expérience
une technologie nouvelle, disponible
											et excitante, qui nous fera repenser
											comment imperméabiliser nos vies.
									","
											Ich möchte Ihnen zeigen,
											wie etwas Unsichtbares so 
schön anzuschauen sein kann.
											Gleich erleben Sie eine 
neue, bereits existierende
											und aufregende Technologie, 
die uns ganz neu über
											Wasserfestigkeit nachdenken lässt.
									",One very dry demo,Mark Shaw,5:31,"demo,invention,nanoscale,technology,water"
"
","
","
","
","
","
",One very dry demo,Mark Shaw,5:31,"demo,invention,nanoscale,technology,water"
"
											Aquí tengo un 
bloque de cemento,
											cuya mitad hemos cubierto 
con un spray nanotecnológico
											que se puede aplicar a 
casi cualquier material.
											Se llama Ultra-Ever Dry
											y cuando se aplica 
a cualquier material
											se convierte en 
un escudo superhidrofóbico.
											Este es un bloque de 
concreto sin revestir,
											y pueden ver que es poroso, 
que absorbe el agua.
											Ya no.
											Poroso, no poroso.
									","
											Temos aqui um bloco de betão
											em que revestimos metade
com um ""spray"" de nanotecnologia
											aplicável a quase
todo o tipo de materiais.
											Chama-se ""Ultra-Ever Dry"".
											Quando se aplica a qualquer material,
											torna-se um escudo super-hidrofóbico.
											Isto é um bloco de betão, não revestido,
											vemos que é poroso, absorve a água.
											Já não o faz.
											Poroso, não poroso.
									","
											Önümde bir briket var.
											ve yarısını nanoteknoloji sprey ile kapladık.
											Bu sprey neredeyse her tür malzemeye uygulanabilir.
											Buna Ultra-Hep Kuru adını veriyoruz,
											ve herhangi bir malzemeye uyguladığınızda
											süperhidrofobik (su tutmaz) kalkana dönüşüyor.
											Bu kaplanmamış briket,
											ve gördüğünüz gibi gözenekli, suyu emiyor.
											Artık emmiyor.
											Gözenekli, gözeneksiz.
									","
											What I have here is a cinder block
											that we've coated half with a nanotechnology spray
											that can be applied to almost any material.
											It's called Ultra-Ever Dry,
											and when you apply it to any material,
											it turns into a superhydrophobic shield.
											So this is a cinder block, uncoated,
											and you can see that it's porous, it absorbs water.
											Not anymore.
											Porous, nonporous.
									","
											J'ai ici un parpaing
											que nous avons à moitié recouvert 
d'un spray fait de nanotechnologie
											qui peut être appliqué sur 
presque tous les matériaux.
											Il s'appelle Ultra-Ever Dry (Sec Pour Toujours),
											et une fois appliqué sur n'importe quel matériau,
											il se transforme en un bouclier super-hydrophobe.
											Donc, ici, le parpaing brut,
											et vous pouvez voir que c'est poreux, 
ça absorbe l'eau.
											Plus maintenant.
											Poreux, non poreux.
									","
											Hier ist ein Betonschalstein,
											der zur Hälfte mit einem 
nanotechnologischen Spray,
											das fast auf jedem Material 
anwendbar ist, bedeckt ist.
											Es heißt Ultra-Ever Dry
											und bildet, auf ein Material aufgebracht,
											einen superhydrophobischen Schild.
											Diese Hälfte hier ist unbehandelt.
											Der Beton ist porös und absorbiert Wasser.
											Aber nicht hier.
											Porös, nicht porös.
									",One very dry demo,Mark Shaw,5:31,"demo,invention,nanoscale,technology,water"
"
","
","
","
","
","
",One very dry demo,Mark Shaw,5:31,"demo,invention,nanoscale,technology,water"
"
											Entonces, ¿qué quiere 
decir superhidrofóbico?
											Superhidrofóbico 
es cómo medimos
											una gota de agua 
sobre una superficie.
											Cuanto más redonda, 
más hidrofóbica es,
											y si es realmente redonda, 
es superhidrófoba.
											En un auto recién encerado, 
las moléculas de agua se deslizan
											a unos 90 grados.
											En un parabrisas va a 
ser a unos 110 grados.
											Pero lo que están viendo aquí 
es de 160 hasta 175 grados,
											y todo lo que supera 
los 150 es superhidrófobo.
											Para continuar 
con la demostración,
											tengo un par de guantes,
											y uno lo hemos recubierto
											con el revestimiento 
nanotecnológico.
											Veamos si adivinan cuál es,
											y les voy a dar una pista.
									","
											O que é ""super-hidrofóbico""?
											""Super-hidrofóbico"" é como medimos
											uma gota de água numa superfície.
											Quanto mais redonda, mais hidrofóbica é,
											e se for mesmo redonda,
então é super-hidrofóbica.
											Num carro recém-encerado,
											as moléculas de água deformam-se
em cerca de 90 graus.
											Um parabrisas revestido
dará cerca de 110 graus.
											Mas o que vemos aqui
são 160 a 175 graus.
											Tudo acima dos 150 graus
é super-hidrofóbico.
											Como parte da demonstração,
tenho aqui umas luvas.
											Revestimos uma dessas luvas
											com o revestimento nanotecnológico,
											e vamos ver se descobrem qual é.
											Vou dar-vos uma pista.
									","
											Peki nedir bu süperhidrofobik?
											Süperhidrofobik bir su damlasının bir yüzeyde
											nasıl davrandığının bir ölçüsü.
											Yuvarlıklığı arttıkça, hidrofobikliği (su tutmazlığı) artıyor,
											ve iyice yuvarlak ise, süperhidrofobik diyoruz.
											Yeni cilalanmış bir arabada su molekülleri
											yaklaşık 90 dereceye kadar çöküyor.
											Ön cam kaplaması yaklaşık 110 derece veriyor.
											Ama burada gördüğünüz 160-175 derece arası
											ve 150 derecenin üstü süperhidrofobik olarak adlandırılıyor.
											Bu gösterinin bir parçası olarak,
											bir çift eldivenim var,
											ve bunların birini nanoteknoloji kaplama ile
											kapladık.
											Bakalım, hangisi olduğunu söylebilecek misiniz
											ve size bir ipucu vereceğim.
									","
											So what's superhydrophobic?
											Superhydrophobic is how we measure
											a drop of water on a surface.
											The rounder it is, the more hydrophobic it is,
											and if it's really round, it's superhydrophobic.
											A freshly waxed car, the water molecules slump
											to about 90 degrees.
											A windshield coating is going to give you about 110 degrees.
											But what you're seeing here is 160 to 175 degrees,
											and anything over 150 is superhydrophobic.
											So as part of the demonstration,
											what I have is a pair of gloves,
											and we've coated one of the gloves
											with the nanotechnology coating,
											and let's see if you can tell which one,
											and I'll give you a hint.
									","
											Que signifie super-hydrophobe ?
											Super-hydrophobe représente 
la façon dont on mesure
											une goutte d'eau sur une surface.
											Plus la goutte est ronde, 
plus la surface est hydrophobe,
											et si elle est vraiment ronde, 
alors la surface est super-hydrophobe.
											Sur une voiture tout juste lustrée, 
la molécule d'eau se voûte
											à environ 90 degrés.
											Un manteau imperméable donnera quelque chose 
de l'ordre de 110 degrés.
											Mais ce que vous voyez là se situe 
entre 160 et 175 degrés,
											et toute chose au-dessus de 150 degrés 
est qualifiée de super-hydrophobe.
											Pour continuer la démonstration,
											j'ai ici une paire de gants,
											et nous avons recouvert l'un d'eux
											avec la pellicule nanotechnologique,
											voyons voir si vous pouvez deviner lequel,
											et je vais vous donner un indice.
									","
											Was bedeutet superhydrophobisch?
											So messen wir einen Wassertropfen
											auf einer Oberfläche.
											Je runder er ist, desto 
hydrophobischer ist er.
											Wenn er ganz rund ist, 
ist er superhydrophobisch.
											Bei einem frisch gewachsten Auto 
rutscht das Wasser
											bei Winkeln bis 90° ab.
											Eine imprägnierte Windschutzscheibe
erhöht das auf 110°.
											Aber das hier sind 160-175°,
											und alles über 150°
ist superhydrophobisch.
											Als Teil der Demonstration
											habe ich ein Paar Handschuhe.
											Einer der Handschuhe ist mit der
											Nanotechnologie behandelt.
											Vielleicht finden Sie ja heraus, welcher.
											Ich gebe Ihnen einen Tipp.
									",One very dry demo,Mark Shaw,5:31,"demo,invention,nanoscale,technology,water"
"
","
","
","
","
","
",One very dry demo,Mark Shaw,5:31,"demo,invention,nanoscale,technology,water"
"
											¿Adivinaron el que estaba seco?
									","
											Perceberam qual delas estava seca?
									","
											Kuru olanı tahmin ettiniz mi?
									","
											Did you guess the one that was dry?
									","
											Vous avez trouvé lequel est sec ?
									","
											Haben Sie den trockenen entdeckt?
									",One very dry demo,Mark Shaw,5:31,"demo,invention,nanoscale,technology,water"
"
","
","
","
","
","
",One very dry demo,Mark Shaw,5:31,"demo,invention,nanoscale,technology,water"
"
											Con la nanotecnología 
y la nanociencia,
											ahora hemos adquirido 
la capacidad de observar
											los átomos y las moléculas, 
y de hecho controlarlos
											para obtener 
grandes beneficios.
											Y estamos hablando 
de cosas muy pequeñas.
											La nanotecnología 
se mide en nanómetros,
											y un nanómetro es 
la milmillonésima parte de un metro.
											Para que se hagan una idea:
											si tuvieran una nanopartícula 
de un nanómetro de espesor
											y pusieran 50 000 iguales, 
una al lado de la otra,
											obtendrían el ancho 
de un cabello humano.
											Algo muy pequeño, 
pero muy útil.
									","
											Quando se usa a nanotecnologia 
e a nanociência,
											acontece que nos tornamos aptos
											a ver átomos e moléculas
e até a controlá-los
											conseguindo grandes benefícios.
											Falamos de coisas mesmo pequenas.
											O modo como medimos
a nanotecnologia é em nanómetros,
											e um nanómetro é uma milésima
de milionésina do metro.
											Para pormos isso à escala,
											se tivéssemos uma nanopartícula
com um nanómetro de espessura,
											e 50 mil delas, colocadas lado a lado,
											teríamos a largura de um cabelo humano.
											Portanto, minúsculas, mas muito úteis.
									","
											Nanoteknoloji ve nanobilime sahip olduğunuzda
											atom ve moleküllere bakıp
											onları bize büyük faydalar getirecek şekilde kontrol
											edebileceğinizi fark ediyorsunuz.
											Ve burada gerçekten küçük şeylerden bahsediyoruz.
											Nanoteknolojide ölçülerinizi nanometre mertebesinde alırsınız,
											ve bir nanometre bir metrenin milyarda biridir,
											ve bunu bir ölçeğe oturtmak gerekirse,
											bir nanometre kalınlığında nanoparçacığınız varsa,
											ve 50,000 tanesini yan yana koyarsanız,
											bir insan saçı kalınlığına ulaşırsınız.
											Yani çok küçük, ama çok kullanışlı.
									","
											When you have nanotechnology and nanoscience,
											what's occurred is that we're able to now
											look at atoms and molecules and actually control them
											for great benefits.
											And we're talking really small here.
											The way you measure nanotechnology is in nanometers,
											and one nanometer is a billionth of a meter,
											and to put some scale to that,
											if you had a nanoparticle that was one nanometer thick,
											and you put it side by side, and you had 50,000 of them,
											you'd be the width of a human hair.
											So very small, but very useful.
									","
											Avec la nanotechnologie et la nanoscience,
											on est désormais capables
											de regarder les atomes et les molécules 
et de les contrôler
											afin d'obtenir de grands bénéfices.
											Et on parle de très petites choses là.
											On mesure la nanotechnologie en nanomètres,
											et un nanomètre, c'est un milliardième de mètre.
											Pour mettre ça à l'échelle,
											si vous preniez une nanoparticule 
épaisse d'un nanomètre,
											et que vous en mettiez 50 000 
les unes à côté des autres,
											vous obtiendriez l'équivalent de 
la largeur d'un cheveu humain.
											Donc, quelque chose de très petit, mais de très utile.
									","
											Nanotechnologie und Nanowissenschaft
											lassen uns Atome und Moleküle
											regelrecht steuern und daraus Vorteile
											gewinnen.
											Es geht hier also um superkleine Dinge.
											Nanotechnologie wird in Nanometern gemessen,
											also ein Milliardstel Meter.
											Setzen wir das in einen Maßstab,
											nehmen wir einen Nanopartikel 
mit einem Nanometer Dicke
											und legen 50.000 davon nebeneinander, 
hätten wir die Dicke
											eines menschlichen Haars.
											Ungeheuer klein, aber ungeheuer nützlich.
									",One very dry demo,Mark Shaw,5:31,"demo,invention,nanoscale,technology,water"
