en,es,tr,de,title,speaker,duration,tags
"
","
","
","
",How data will transform business,Philip Evans,13:57,"business,economics"
"
											I'm going to talk a little bit about strategy
											and its relationship with technology.
											We tend to think of business strategy
											as being a rather abstract body
											of essentially economic thought,
											perhaps rather timeless.
											I'm going to argue that, in fact,
											business strategy has always been premised
											on assumptions about technology,
											that those assumptions are changing,
											and, in fact, changing quite dramatically,
											and that therefore what that will drive us to
											is a different concept of what we mean
											by business strategy.
									","
											Les hablaré un poco
acerca de la estrategia
											y su relación con la tecnología.
											Tendemos a pensar en 
la estrategia de negocios
											como un cuerpo más bien abstracto
											esencialmente de pensamiento económico,
											quizá más bien atemporal.
											Voy a argumentar que, de hecho,
											la estrategia empresarial 
siempre se ha basado
											en suposiciones acerca de la tecnología,
											que esos supuestos están cambiando,
											y, de hecho, cambiando 
de manera espectacular,
											y que por lo tanto 
nos va a conducir a
											un concepto diferente de 
lo que queremos decir
											por estrategia de negocio.
									","
											Biraz strateji ve onun teknoloji ile
											ilişkisi hakkında konuşacağım.
											İş stratejisini, temelde ekonomik düşünceye ait
											daha ziyade soyut bir yapı
											olarak düşünmeye meyilliyiz,
											belki de biraz zamandan bağımsız.
											İş stratejisinin aslında her zaman
											teknolojiye dair varsayımlar
											üzerine kurulmuş olduğunu iddia edeceğim,
											bu varsayımların değiştiğini de
											ve aslında oldukça dramatik olarak değiştiklerini
											ve bu yüzden bizi harekete geçirenin iş stratejisi diye
											kastettiğimiz şeyden
											farklı bir kavram olduğunu.
									","
											Ich werde ein wenig über Strategie
											und ihre Beziehung zu Technologie reden.
											Wir neigen dazu, Geschäftsstrategie
											als ein ziemlich abstraktes Gebilde
											wirtschaftlichen Denkens zu betrachten,
											ein zeitloses vielleicht.
											Ich werde argumentieren, 
dass Geschäftsstrategie
											immer schon auf Annahmen 
über Technologie basiert,
											dass sich diese Annahmen ändern,
											und dass sie sich sogar 
ziemlich dramatisch ändern,
											und folglich, dass das, 
wohin uns das führt,
											ein anderes Konzept ist als das,
											was wir unter
Geschäftsstrategie verstehen.
									",How data will transform business,Philip Evans,13:57,"business,economics"
"
","
","
","
",How data will transform business,Philip Evans,13:57,"business,economics"
"
											Let me start, if I may,
											with a little bit of history.
											The idea of strategy in business
											owes its origins to two intellectual giants:
											Bruce Henderson, the founder of BCG,
											and Michael Porter, professor
at the Harvard Business School.
											Henderson's central idea was what you might call
											the Napoleonic idea of concentrating mass
											against weakness, of overwhelming the enemy.
											What Henderson recognized was that,
											in the business world,
											there are many phenomena which are characterized
											by what economists would call increasing returns —
											scale, experience.
											The more you do of something,
											disproportionately the better you get.
											And therefore he found a logic for investing
											in such kinds of overwhelming mass
											in order to achieve competitive advantage.
											And that was the first introduction
											of essentially a military concept of strategy
											into the business world.
									","
											Empezaré, si me lo permiten,
											con un poco de historia.
											La idea de la estrategia en los negocios
											debe sus orígenes a 
dos gigantes intelectuales:
											Bruce Henderson, fundador de BCG,
											y Michael Porter, profesor de 
la Escuela de Negocios de Harvard.
											La idea central de Henderson era 
lo que podríamos llamar
											la idea napoleónica de la 
concentración de masas
											contra la debilidad, 
de abrumar al enemigo.
											Lo que Henderson identificó fue que,
											en el mundo de los negocios,
											hay muchos fenómenos caracterizados
											por lo que los economistas llamarían 
rendimientos crecientes:
											escala, experiencia.
											Cuanto más se haga algo,
											desproporcionadamente obtendrás lo mejor.
											Y por lo tanto, se encontró con 
una lógica para invertir
											en tales tipos de masa abrumadora
											con el fin de lograr 
una ventaja competitiva.
											Y esa era la primera introducción
											de un concepto esencialmente
militar de la estrategia
											en el mundo de los negocios.
									","
											İzin verin, kısa bir
											tarihçe ile başlayayım.
											İş hayatında strateji fikri,
											kökenlerini iki entellektüel deve borçludur:
											BCG'nin kurucusu Bruce Henderson
											ve Harvard İşletme Okulu'nda profesör olan Michael Porter.
											Henderson'un ana fikri,
											kitleleri zayıflığa karşı yoğunlaştırma,
											düşmanı etki altına almaydı, ki buna Napolyon'a ait fikir de diyebilirsiniz.
											Henderson'un farkına vardığı şey,
											iş dünyasında
											ekonomistlerin artan getiri diye tanımladıkları pek çok
											olgunun bulunduğudur-
											ölçek, deneyim.
											Bir şeyi daha fazla yaptıkça,
											çok daha iyi hâle gelirsiniz.
											Ve bu yüzden rekabetçi avantaj elde edebilmek için
											öylesine büyük bir kitleye
											yatırım yapmak gibi bir mantık buldu.
											Ve aslında bu bir askerî strateji konseptinin
											ilk defa iş dünyasına
											tanıtılmasıydı.
									","
											Ich möchte mit 
ein wenig Geschichte beginnen.
											Strategie im Unternehmen
											verdankt ihre Ursprünge 
zwei Geistesgrößen:
											Bruce Henderson, der Gründer von BCG,
											und Michael Porter, 
Professor an der Harvard Business School.
											Henderson vertrat 
die ""Napoleonische Idee"",
											die Konzentration 
von Masse gegen Schwäche,
											die Überforderung des Feindes.
											Henderson erkannte,
											dass es in der Wirtschaftswelt
											viele Phänomene gibt, 
deren Kennzeichen
											für Ökonome so genannte 
steigende Renditen sind —
											Wachstum, Erfahrung.
											Je mehr man etwas tut,
											desto besser wird man.
											Und deshalb entwickelte er ein System,
											wie man in diese Art 
der überwältigenden Masse investiert,
											um einen Wettbewerbsvorteil zu erlangen.
											Und das war die erste Einführung
											des im Wesentlichen 
militärischen Konzepts der Strategie
											in die Geschäftswelt.
									",How data will transform business,Philip Evans,13:57,"business,economics"
"
","
","
","
",How data will transform business,Philip Evans,13:57,"business,economics"
"
											Porter agreed with that premise,
											but he qualified it.
											He pointed out, correctly, that that's all very well,
											but businesses actually have multiple steps to them.
											They have different components,
											and each of those components might be driven
											by a different kind of strategy.
											A company or a business
might actually be advantaged
											in some activities but disadvantaged in others.
											He formed the concept of the value chain,
											essentially the sequence of steps with which
											a, shall we say, raw material, becomes a component,
											becomes assembled into a finished product,
											and then is distributed, for example,
											and he argued that advantage accrued
											to each of those components,
											and that the advantage of the whole
											was in some sense the sum or the average
											of that of its parts.
											And this idea of the value chain was predicated
											on the recognition that
											what holds a business together is transaction costs,
											that in essence you need to coordinate,
											organizations are more efficient at coordination
											than markets, very often,
											and therefore the nature and role and boundaries
											of the cooperation are defined by transaction costs.
											It was on those two ideas,
											Henderson's idea of increasing returns
											to scale and experience,
											and Porter's idea of the value chain,
											encompassing heterogenous elements,
											that the whole edifice of business strategy
											was subsequently erected.
									","
											Porter estuvo de acuerdo con esa premisa,
											pero la calificó.
											Señaló, correctamente, 
que todo eso está muy bien,
											pero las empresas realmente tienen 
múltiples pasos para ello.
											Tienen diferentes componentes,
											y cada uno de esos componentes 
podrían estar impulsados
											por un tipo diferente de estrategia.
											Una empresa o un negocio 
en realidad podría verse favorecido
											en algunas actividades, 
pero en desventaja en otras.
											Formuló el concepto de 
la cadena de valor,
											esencialmente la secuencia 
de pasos por la cual
											una, digamos, materia prima, 
se convierte en un componente,
											que se ensambla en 
un producto terminado,
											y luego se distribuye, por ejemplo,
											y argumentó que la ventaja acumulada
											a cada uno de esos componentes,
											y la ventaja de la totalidad
											era, en cierto sentido, 
la suma o el promedio
											de la de sus partes.
											Y esta idea de la cadena de valor se basa
											en el reconocimiento de que
											lo que mantiene a un negocio unido 
son los costos de transacción,
											que, en esencia, se necesitan para coordinar,
											que las organizaciones son más 
eficientes en la coordinación
											que los mercados, muy a menudo,
											y que por lo tanto la naturaleza 
y el rol y los límites
											de la cooperación se definen por 
los costos de transacción.
											Fue en esas dos ideas,
											la idea de Henderson de los 
rendimientos crecientes
											a escala y experiencia,
											y la idea de Porter, 
de la cadena de valor,
											contando con elementos heterogéneos,
											que todo el edificio de 
la estrategia de negocios
											se erigió posteriormente.
									","
											Porter bu kavramla hemfikirdi,
											ancak ona nitelik kazandırdı.
											Bunların hepsinin uygun olduğuna, ancak şirketlerin
											aslında buralarda birçok basamağı olduğuna haklı olarak işaret etti.
											Farklı bileşenleri vardır
											ve bu bileşenlerin her biri farklı
											bir stratejiyle hareket edebilir.
											Bir şirket ve iş bazı faaliyetlerde avantajlı olabilir,
											ancak diğerlerinde dezavantajlı olabilir.
											Değer zinciri kavramını ortaya koymuştur,
											özünde birbiri ardına sıralanan basamaklar olup,
											şöyle söyleyebiliriz, hammadde bileşene dönüşür,
											o da nihai ürün olarak biraraya getirilir
											ve sonra da dağıtılır, örnek olarak
											ve bu bileşenlerin her birine
											bu avantajın eklendiğini
											ve bütünün avantajının
											bir nevi ona ait parçalarının ortalaması veya toplamının
											olduğunu savundu.
											Ve bu değer zinciri fikri,
											şirketleri birarada tutan şeyin
											işlem maliyeti olduğunu,
											esasen koordinasyonun yapılması gerektiğini,
											ki organizasyonlar çoğunlukla pazarlardan çok koordinasyonda etkilidir
											ve bu yüzden işbirliğinin doğası,
											rolü ve sınırlarının işlem maliyeti ile tanımlandığını
											anlamaya dayanıyor.
											Şu iki fikre dayanıyordu,
											Henderson'un ölçekleme ve deneyimle
											artan getiriler fikri
											ve Porter'ın bütün iş stratejisinin
											bilahare üzerine inşa edildiği
											heterojen elementleri kapsayan
											değer zinciri fikri.
									","
											Porter stimmte dieser Prämisse zu,
											aber er modifizierte sie.
											Zu Recht wies er darauf hin, 
dass das schön und gut ist,
											aber dass Unternehmen eigentlich 
mehrere Schritte umfassen.
											Sie beinhalten unterschiedliche Komponenten
											und jede dieser Komponenten 
könnte vielleicht
											durch eine andere Art Strategie 
gesteuert werden.
											Eine Firma oder ein Unternehmen 
könnte so in einigen Aktivitäten
											bevorteilt, aber in anderen 
benachteiligt sein.
											Er entwickelte das Konzept 
der Wertschöpfungskette,
											im Grunde die Reihenfolge 
der Schritte, mit denen ein,
											sagen wir mal ""Rohmaterial""
zu einem Einzelteil wird,
											in ein fertiges Produkt eingebaut
											und dann zum Beispiel vertrieben wird.
											Und er argumentierte, dass Vorteile
											für jede dieser Komponenten entstehen,
											und dass der Nutzen für das Ganze
											in gewisser Weise 
die Summe oder der Durchschnitt
											aller Einzelteile war.
											Und diese Idee 
der Wertschöpfungskette beruhte
											auf der Erkenntnis,
											dass ein Unternehmen grundlegend 
auf Transaktionskosten aufbaut,
											die man koordinieren muss,
											und da Organisationen
im Koordinieren
											oft effizienter sind als Märkte,
											und damit die Natur, die Rolle 
und die Grenzen
											einer Kooperation durch 
die Transaktionskosten definiert sind.
											Es basierte auf diesen beiden Ideen,
											also Hendersons Idee 
der zunehmenden Rendite
											bei Wachstum und Erfahrung
											und Porters Idee der Wertschöpfungskette,
											das Umfassen heterogener Elemente,
											auf denen das ganze Gebäude 
der Geschäftsstrategie
											später errichtet wurde.
									",How data will transform business,Philip Evans,13:57,"business,economics"
"
","
","
","
",How data will transform business,Philip Evans,13:57,"business,economics"
"
											Now what I'm going to argue is
											that those premises are, in fact, being invalidated.
											First of all, let's think about transaction costs.
											There are really two components
to transaction costs.
											One is about processing information,
and the other is about communication.
											These are the economics of
processing and communicating
											as they have evolved over a long period of time.
											As we all know from so many contexts,
											they have been radically transformed
											since the days when Porter and Henderson
											first formulated their theories.
											In particular, since the mid-'90s,
											communications costs have actually been falling
											even faster than transaction costs,
											which is why communication, the Internet,
											has exploded in such a dramatic fashion.
											Now, those falling transaction costs
											have profound consequences,
											because if transaction costs are the glue
											that hold value chains together, and they are falling,
											there is less to economize on.
											There is less need for vertically
integrated organization,
											and value chains at least can break up.
											They needn't necessarily, but they can.
											In particular, it then becomes possible for
											a competitor in one business
											to use their position in one step of the value chain
											in order to penetrate or attack
											or disintermediate the competitor in another.
									","
											Ahora, lo que sostengo es
											que esas premisas son, 
de hecho, invalidadas.
											En primer lugar, vamos a pensar en 
los costos de transacción.
											En realidad, hay dos componentes 
en los costos de transacción.
											Uno, el procesamiento de la información, 
y el otro es acerca de la comunicación.
											Estos son la economía de
procesar y comunicar
											como han evolucionado a lo largo de 
un largo período de tiempo.
											Como todos sabemos de tantos contextos,
											estos se han transformado radicalmente
											desde los días en que Porter y Henderson
											formularan por primera vez sus teorías.
											En particular, 
desde mediados de los años 90,
											los costos de comunicación han ido cayendo
											incluso más rápido que 
los costos de transacción,
											por lo que la comunicación, la Internet,
											ha explotado de una manera tan dramática.
											Ahora, la caída de 
los costos de transacción
											tiene consecuencias profundas,
											porque si los costos de transacción 
son el pegamento
											que sostiene las cadenas de valor juntas, 
y estas están cayendo,
											hay menos que economizar.
											Hay menos necesidad de una organización 
integrada verticalmente,
											y las cadenas de valor, al menos, 
se pueden romper.
											No necesariamente, 
pero pueden.
											En particular, se hace posible luego para
											un competidor en un negocio
											utilizar su posición en un solo eslabón 
de la cadena de valor
											con el fin de penetrar o atacar
											o desintermediar al competidor en otro.
									","
											Şimdi iddia edeceğim şey,
											bu kavramların aslında hükümsüz hâle geldiğidir.
											Öncelikle, işlem maliyetlerini düşünelim.
											İşlem maliyetlerinin aslında iki bileşeni vardır.
											Biri bilginin işlenmesi, diğeri de iletişim ile ilgilidir.
											Bunlar, uzun bir zaman içinde evrildikleri üzere
											işleme ve iletişimin ekonomisidir.
											Pek çok kaynaktan bildiğimiz gibi,
											bunlar Porter ve Henderson'un teorilerini
											ilk formüle ettikleri zamandan bu yana
											radikal olarak değişmişlerdir.
											Özellikle, 90'ların ortalarından beri,
											iletişim maliyetleri işlem maliyetlerinden de
											daha hızlı bir şekilde düşmektedir,
											bu yüzden iletişim, internet
											böylesine dramatik bir şekilde artış göstermiştir.
											İşte bu düşen işlem maliyetlerinin
											çok önemli sonuçları bulunmaktadır,
											çünkü eğer işlem maliyetleri değer zincirlerini
											birarada tutan tutkalsa ve giderek düşüyorlarsa,
											tasarruf edecek daha az şey vardır.
											Dikey olarak entegre olan organizasyona daha az ihtiyaç vardır
											ve değer zincirleri en azından kırılabilir.
											Böyle olması gerekmez, ama yapılabilir.
											Özellikle, o zaman bir işteki
											bir rakibin
											bir diğerindeki rakibi etkilemek, saldırmak
											veya ortadan kaldırmak için değer zincirinde
											bulunan bir basamaktaki pozisyonunu kullanması mümkün hâle gelir.
									","
											Ich möchte weiter erörtern,
											dass diese Prämissen 
in der Tat für ungültig erklärt werden.
											Betrachten wir zunächst 
den Gedanken der Transaktionskosten.
											Im Prinzip gibt es bei den 
Transaktionskosten zwei Komponenten.
											Es geht um Informationsverarbeitung
und um Kommunikation.
											Dies ist die Ökonomie 
der Verarbeitung und Kommunikation,
											die sich über einen langen Zeitraum
entwickelt haben.
											Wie wir alle aus vielen Kontexten wissen,
											haben sie sich grundlegend verändert
											seit den Tagen, 
als Porter und Henderson
											erstmals ihre Theorien formulierten.
											Insbesondere seit Mitte der 1990er
											sind Kommunikationskosten 
noch schneller gefallen
											als Transaktionskosten,
											weshalb Kommunikation, das Internet,
											in so dramatischer Weise explodiert sind.
											Diese Transaktionskosten
											haben tiefgreifende Folgen,
											denn wenn Transaktionskosten 
der Leim sind,
											der die Wertschöpfungskette zusammenhält, 
und diese fallen,
											dann gibt es weniger zu sparen.
											Es gibt weniger Bedarf 
für vertikal integrierte Unternehmen,
											und Wertschöpfungsketten können 
zumindest aufgebrochen werden.
											Müssen sie nicht unbedingt, 
aber sie können.
											Im Einzelfall kann ein Mitbewerber
											auf diese Weise in einem Geschäft
											seine Position in einem Schritt 
der Wertschöpfungskette ausnutzen,
											um einzudringen, anzugreifen,
											oder einen Konkurrenten 
überflüssig machen.
									",How data will transform business,Philip Evans,13:57,"business,economics"
"
","
","
","
",How data will transform business,Philip Evans,13:57,"business,economics"
"
											That is not just an abstract proposition.
											There are many very specific stories
											of how that actually happened.
											A poster child example was
the encyclopedia business.
											The encyclopedia business
											in the days of leatherbound books
											was basically a distribution business.
											Most of the cost was the
commission to the salesmen.
											The CD-ROM and then the Internet came along,
											new technologies made the distribution of knowledge
											many orders of magnitude cheaper,
											and the encyclopedia industry collapsed.
											It's now, of course, a very familiar story.
											This, in fact, more generally was the story
											of the first generation of the Internet economy.
											It was about falling transaction costs
											breaking up value chains
											and therefore allowing disintermediation,
											or what we call deconstruction.
									","
											Esa no es una proposición abstracta.
											Hay muchas historias específicas
											sobre cómo ocurrió en realidad.
											Un ejemplo ilustrativo es 
el negocio de las enciclopedias.
											El negocio de las enciclopedias
											en los días de los libros 
encuadernados en cuero
											era básicamente 
un negocio de distribución.
											La mayor parte del costo era la 
comisión para los vendedores.
											Entonces llegaron el CD y luego el Internet,
											nuevas tecnologías que hacen que 
la distribución del conocimiento
											sea más barata
en muchos órdenes de magnitud 

											y la industria de la enciclopedia colapsó.
											Es ahora, por supuesto, 
una historia conocida.
											Más generalmente esto fue,
de hecho, la historia
											de la primera generación de 
la economía de Internet.
											Fue acerca de la caída de 
los costos de transacción
											rompiendo las cadenas de valor
											y por lo tanto permitiendo 
la desintermediación,
											o lo que llamamos la deconstrucción.
									","
											Bu sadece soyut bir fikir değildir.
											Bunun aslında nasıl olduğuna dair
											pek çok özgül hikâye bulunmaktadır.
											Bunun en tipik örneği ansiklopedi işiydi.
											Ansiklopedi işi,
											deri kaplı kitapların olduğu günlerde
											sadece bir dağıtım işiydi.
											Maliyetin büyük bir kısmı satıcının komisyonuydu.
											CD-ROM ve sonra da internet ortaya çıktı,
											yeni teknolojiler bilginin dağıtımını
											katbekat ucuzlattı
											ve ansiklopedi endüstrisi çöktü.
											Bu elbette çok bilinen bir hikâye.
											Bu aslında, daha ziyade internet ekonomisinin
											ilk jenerasyonunun hikâyesiydi.
											Düşen işlem maliyetleri,
											değer zincirlerinin kırılması ve bu sebeple
											aracıların kaybolmasının veya yapıbozum dediğimiz şeyin
											mümkün hâle gelmesiyle ilgiliydi.
									","
											Das ist nicht nur
ein abstraktes Unterfangen.
											Es gibt viele ganz konkrete Geschichten,
											wie das wirklich geschah.
											Ein Paradebeispiel dafür war 
das Geschäft mit Enzyklopädien.
											Das Enzyklopädien-Geschäft
											aus den Tagen der ledergebundenen Bücher
											war im Grunde ein Vertriebsgeschäft.
											Der Großteil der Kosten war 
die Kommission an den Verkäufer.
											Dann kamen die CD-ROM 
und danach das Internet auf,
											die neuen Technologien 
machten die Verbreitung von Wissen
											um ein Vielfaches preiswerter
											und die Enzyklopädie-Industrie stürzte ein.
											Das ist natürlich 
eine sehr bekannte Geschichte.
											Dies ist im Allgemeinen die Geschichte
											der ersten Generation von Internet-Wirtschaft.
											Es ging um fallende Transaktionskosten,
											um das Aufbrechen 
der Wertschöpfungsketten
											und folglich das Ermöglichen
von Disintermediation,
											oder was wir Dekonstruktion nennen.
									",How data will transform business,Philip Evans,13:57,"business,economics"
