en,pt,tr,title,speaker,duration,tags
"
","
","
",How does laser eye surgery work?,Dan Reinstein,5:16,"TED-Ed,education,science,animation,medicine,Surgery,medical research,health,health care,public health,healthcare,technology,biology,physiology"
"
											In 1948, Spanish ophthalmologist 
Jose Ignacio Barraquer Moner
											was fed up with glasses.
											He wanted a solution for blurry 
vision that fixed the eye itself,
											without relying on external aids.
											But the surgery he eventually devised 
was not for the faint of heart.
											Barraquer began by slicing off the front
of a patient’s cornea
											and dunking it in liquid nitrogen.
											Using a miniature lathe, he ground the 
frozen cornea
											into the precise shape necessary to focus
the patient’s vision.
											Then he thawed the disc, and sewed 
it back on.
											Barraquer called this procedure 
keratomileusis,
											from the Greek words for “carving” 
and “cornea.”
											And though it might sound grisly, 
his technique produced reliable results.
											So how did Barraquer’s surgery work?
									","
											Em 1948, o oftalmologista espanhol
José Ignacio Barraquer Moner
											estava farto dos óculos.
											Ele queria uma solução para a visão
desfocada, que curasse o olho em si,
											sem depender de ajudas externas.
											Mas a cirurgia que acabou por criar
não era para medrosos.
											Barraquer começou por cortar
a frente da córnea de um paciente
											e mergulhá-la em nitrogénio líquido.
											Utilizando um mini torno,
ele polia a córnea congelada
											até à forma necessária
para focar a visão do paciente.
											Depois descongelava o disco
e costurava-o novamente.
											Barraquer apelidou este procedimento
de ""queratomileusis"",
											das palavras gregas
para ""escultura"" e ""córnea"".
											Embora possa parecer horrendo,
a sua técnica produzia bons resultados.
											Como funcionava a cirurgia de Barraquer?
									","
											1948'de İspanyol göz doktoru
Jose Ignacio Barraquer Moner
											gözlük takmaktan usandı.
											Bulanık görme problemine gözün 
kendisini yardım almadan
											düzeltebileceği bir çözüm bulmak istedi.
											Fakat geliştirdiği ameliyat biçimi
herkesin kaldırabileceği bir şey değildi.
											Barraquer bir hastanın 
korneasını kesip
											sıvı nitrojenin içine atarak
işleme başladı.
											Minyatür bir çark kullanarak
donmuş korneaya
											hastanın görüşünü düzeltmek
için gerekli olan şekli verdi.
											Sonra korneayı çözüp göze geri dikti.
											Barraquer bu yönteme Yunancada 
""kornea"" ve ""oyma"" anlamına gelen
											""Keratomileusis"" adını verdi.
											Tekniği kulağa biraz ürkütücü gelse de
güvenilir sonuçlar üretti.
											Peki, Barraquer’in yöntemi
nasıl işe yaradı?
									",How does laser eye surgery work?,Dan Reinstein,5:16,"TED-Ed,education,science,animation,medicine,Surgery,medical research,health,health care,public health,healthcare,technology,biology,physiology"
"
","
","
",How does laser eye surgery work?,Dan Reinstein,5:16,"TED-Ed,education,science,animation,medicine,Surgery,medical research,health,health care,public health,healthcare,technology,biology,physiology"
"
											Keratomileusis corrects what are called 
refractive errors:
											imperfections in the way the eye focuses 
incoming light.
											Ideally, the cornea and lens work 
together to focus light
											on the surface of the retina,
											but several kinds of refractive errors 
can impair this delicate system.
											In people with myopia, 
or short-sightedness,
											a steep cornea focuses light just short 
of the retina.
											Those with hyperopia, or far-sightedness, 
have the opposite problem:
											light is focused too far 
beyond the retina.
											And in people with astigmatism, 
the cornea has two different curvatures
											which focus light at two distances and 
produce blurry vision.
											Even those with perfect vision will 
eventually suffer from presbyopia,
											or “aging eyes.”
											As the proteins in the lens age, they 
slowly increase its size.
											By an adult’s mid-40’s, the lens is too
large
											to easily change shape and shift focus.
									","
											A ""queratomileusis""
corrige os erros de refração:
											as imperfeições na forma
como os olhos focam a luz exterior.
											Idealmente, a córnea e a lente
trabalham juntas para focar a luz
											na superfície da retina,
											mas vários tipos de erros refrativos
podem prejudicar este sistema delicado.
											Em pessoas com miopia, ou visão curta,
											uma córnea acentuada foca a luz
pouco antes da retina.
											Quem tem hiperopia, ou hipermetropia,
tem o problema oposto:
											a luz é focada muito além da retina.
											E nas pessoas com astigmatismo,
a córnea tem duas curvaturas diferentes
											que focam a luz a duas distâncias
e produzem uma visão desfocada.
											Mesmo aqueles com visão perfeita
irão eventualmente sofrer de presbiopia,
											ou ""vista cansada"".
											Conforme as proteínas na lente envelhecem,
aumentam lentamente de tamanho.
											Nos adultos de 40 e poucos anos,
a lente está muito grande
											para mudar facilmente
de forma e mudar o foco.
									","
											Keratomileusis gözde kırma denilen şeyi,
											yani gözün gelen ışığa odaklanma 
sorununu düzeltir.
											Kornea ve lens retinanın yüzeyine
ışığı odaklamak için
											kusursuz bir biçimde birlikte çalışır.
											Fakat birkaç kırma sorunu
bu hassas sisteme zarar verebilir.
											Miyop veya kısa görüşlülük olan kişilerde
											dik kornea ışığı sadece
retinanın kısa kısmına odaklar.
											Hipermetrop ya da uzun görüşlülük
olan kişilerde bu durum tam tersidir.
											Işık retinanın çok ötesine odaklanır.
											Astigmatlık olan kişilerde ise, 
korneanın ışığı iki mesafeye odaklayan
											ve bulanık görme sağlayan 
iki farklı eğriliği var.
											Mükemmel bir görüşe sahip olanlar bile
er geç presbiyopi ya da yaştan kaynaklı
											bir göz sıkıntısı çekecek.
											Lensteki proteinler yaşlandıkça,
yavaş yavaş büyümeye başlar.
											Bir yetişkin kırklı yaşlarının ortasına
geldiğinde lens çok fazla büyür,
											şekli kolayca değişir
ve odak kayması yaşanır.
									",How does laser eye surgery work?,Dan Reinstein,5:16,"TED-Ed,education,science,animation,medicine,Surgery,medical research,health,health care,public health,healthcare,technology,biology,physiology"
"
","
","
",How does laser eye surgery work?,Dan Reinstein,5:16,"TED-Ed,education,science,animation,medicine,Surgery,medical research,health,health care,public health,healthcare,technology,biology,physiology"
"
											Glasses and contact lenses bend light 
to compensate for these refractive errors.
											But, as Barraquer’s procedure shows,
											we can also alter the shape 
of the cornea itself;
											moving the focal point backwards, 
forwards,
											or pulling a divided image together.
											And thankfully, modern eye surgeons can 
sculpt the cornea
											with far less invasive tools.
									","
											Os óculos e as lentes de contacto
curvam a luz
											para compensar estes erros refrativos.
											Mas, como mostra
o procedimento de Barraquer,
											também podemos alterar a forma
da própria córnea;
											movendo o ponto focal
para trás, para a frente
											ou juntando uma imagem dividida.
											Felizmente, os cirurgiões oftálmicos
modernos conseguem esculpir a córnea
											com métodos muito menos invasivos.
									","
											Kontak lens ve gözlükler kırılma
sorunlarını düzeltmek için ışığı büker.
											Ancak Barraquer’in yöntemi
											korneanın şeklini de
değiştirebileceğimizi gösteriyor.
											Korneanın odak noktasını 
geri ve ileri hareket ettirerek
											veya bölünmüş parçalarını bir araya
getirerek yapılabileceğini söylüyor.
											Neyse ki modern göz cerrahları
											korneayı çok daha az temas
gerektiren araçlarla şekillendirebiliyor.
									",How does laser eye surgery work?,Dan Reinstein,5:16,"TED-Ed,education,science,animation,medicine,Surgery,medical research,health,health care,public health,healthcare,technology,biology,physiology"
"
","
","
",How does laser eye surgery work?,Dan Reinstein,5:16,"TED-Ed,education,science,animation,medicine,Surgery,medical research,health,health care,public health,healthcare,technology,biology,physiology"
"
											In corrective laser eye surgery, surgeons 
rely on excimer lasers.
											These tools are accurate enough to etch 
words into a human hair.
											To safely accomplish these 
ultra-fine incisions,
											they use a technique called photoablation.
											This allows the laser to essentially 
evaporate organic tissue
											without overheating 
surrounding eye tissue.
									","
											Na cirurgia oftálmica corretiva a laser,
os cirurgiões dependem de lasers exciplex.
											São ferramentas precisas o suficiente
para gravar palavras num cabelo humano.
											Para realizar estas incisões ultrafinas,
com segurança,
											usam uma técnica chamada fotoablação.
											Isto basicamente permite ao laser
evaporar o tecido orgânico
											sem aquecer demais
o tecido ocular envolvente.
									","
											Cerrahlar lazer göz ameliyatında 
excimer lazerlere güvenir.
											Bu araçlar kelimeleri saçın içine
kazıyacak kadar hassas yapıda.
											Ultra ince kesikleri güvenli
bir şekilde gerçekleştirmek için
											lazerle ablasyon dedikleri
tekniği kullanırlar.
											Bu teknik aslında lazerin organik
dokuyu göz dokusunun çevresini
											aşırı ısıtmadan
buharlaştırmasına izin verir.
									",How does laser eye surgery work?,Dan Reinstein,5:16,"TED-Ed,education,science,animation,medicine,Surgery,medical research,health,health care,public health,healthcare,technology,biology,physiology"
"
","
","
",How does laser eye surgery work?,Dan Reinstein,5:16,"TED-Ed,education,science,animation,medicine,Surgery,medical research,health,health care,public health,healthcare,technology,biology,physiology"
"
											So how does laser eye surgery 
actually work?
											The first step is to separate a thin layer
from the front of the cornea.
											This can be done with either a flat, 
wide blade, or a femto-second laser
											that produces millions of tiny plasma 
bubbles
											to create a plane beneath 
the corneal surface.
											Surgeons then lift the flap to expose the 
inside of the cornea.
											Guided by the refractive error and the 
shape of the cornea,
											the excimer laser robotically sculpts the
exposed corneal bed
											into the correct shape.
											This process usually takes less than 30 
seconds for each eye.
											Finally, the flap is closed,
											and its edges reseal themselves 
in just a few hours.
									","
											Como funciona verdadeiramente
a cirurgia oftálmica a laser?
											Primeiro, separa-se uma camada fina
na frente da córnea.
											Isto pode ser feito com uma lâmina plana
e larga, ou um laser de fentossegundo
											que produz milhões
de bolhas de plasma minúsculas
											para criar um plano
por baixo da superfície da córnea.
											Os cirurgiões depois levantam a lamela
para expor o interior da córnea.
											Guiado pelo erro refrativo
e a forma da córnea,
											o laser de excímeros esculpe
roboticamente o leito exposto da córnea
											na forma correta.
											Este processo habitualmente demora
menos de 30 segundos para cada olho.
											Por fim, a lamela é fechada,
											e as bordas selam-se novamente
em apenas algumas horas.
									","
											Peki lazer göz ameliyatı
gerçek anlamda nasıl yapılır?
											İlk aşamada korneanın önünden
ince bir tabaka ayrılır.
											Bu işlem düz, geniş bir bıçak
ya da kornea yüzeyinin altında
											bir düzlem yaratmak amacıyla milyonlarca
küçük plazma kabarcıkları üreten
											femtosaniye lazer ile yapılabilir.
											Sonra cerrahlar korneanın iç kısmını
açığa çıkarmak için tabakayı kaldırır.
											Kırma kusuru ve kornea
şeklinin rehberliğinde
											excimer lazer, açığa çıkan kornea
yatağını robotik bir süreçle
											doğru şekle sokar.
											Bu süreç genellikle her göz için
30 saniyeden az bir zaman alır.
											Son olarak, kesilen tabaka kapatılır
											ve tabakanın kenarları birkaç saat
içinde kendini mühürler.
									",How does laser eye surgery work?,Dan Reinstein,5:16,"TED-Ed,education,science,animation,medicine,Surgery,medical research,health,health care,public health,healthcare,technology,biology,physiology"
