es,tr,fr,title,speaker,duration,tags
"
","
","
",The best stats you've ever seen,Hans Rosling,19:50,"Africa,Asia,Google,demo,economics,global issues,health,statistics,global development,visualizations,math"
"
											Hace unos 10 años, emprendí la tarea 
de enseñar desarrollo global
											a estudiantes universitarios suecos. 
Fue después de haber pasado
											unos 20 años estudiando las hambrunas 
en África con instituciones africanas,
											por lo que se esperaba que yo supiera 
algo sobre el mundo.
											En nuestra Universidad de Medicina, 
el Instituto Karolinska,
											di origen a un curso universitario llamado Salud Global. Pero cuando uno tiene
											una oportunidad así, se pone un poco nervioso. Pensé: estos estudiantes
											que vienen a aprender con nosotros tienen el nivel más alto que se puede
											obtener en los sistemas universitarios suecos... pueden saber todo
											lo que enseñaré. Por eso preparé una evaluación previa para cuando llegaran
											Una de las preguntas de la cual aprendí mucho fue esta:
											""¿Qué país tiene el mayor índice de mortalidad infantil de estos cinco pares?""
									","
											Yaklaşık 10 yıl önce, İsveçli lisans öğrencilerine küresel kalkınma
											dersi vermeyi kabul etmiştim. Bu, yaklaşık 20 yıl boyunca
											Afrika kurumlarıyla Afrika'daki açlık üzerine araştırma yaptıktan sonra idi,
											yani artık dünya hakkında biraz bilgi sahibi olmam beklenirdi.
											Tıp fakültemizde, Karolinska Enstitüsü’nde,
											Küresel Sağlık adını verdiğimiz bir lisans dersi açtım. Ama elinize o imkan
											geçtiğinde biraz geriliyorsunuz. Bize gelecek olan bu öğrencilerin
											İsveç okullarında alınabilecek en yüksek dereceye
											sahip olduklarını düşündüm, yani onlara öğreteceğim her şeyi
											biliyor olabilirlerdi. Bu yüzden geldikleri zaman onlara bir ön test yaptım.
											Ve bana çok şey öğreten sorulardan biri şuydu:
											“Bu beş çift arasında en yüksek çocuk ölüm oranına sahip olan ülke hangisidir?”
									","
											Il y a 10 ans de cela, j'ai accepté
d'enseigner le développement global
											à des étudiants suédois. Je venais de passer
											20 ans à étudier la faim en Afrique avec des institutions,
											donc je connaissais un peu le sujet.
											J'ai démarré un cours appelé Santé globale dans notre
											université médicale, Karolinska Institute.
											j'avais un peu le trac, je dois dire. Après tout, ces étudiants
											étaient extrêmement brillants,
											les meilleurs du pays... peut-être qu'ils savaient déjà
											tout ce que je comptais leur apprendre. J'ai donc fait un petit test avant de commencer.
											Et il y a une question qui m'a permis d'apprendre beaucoup de choses :
											""Sur ces cinq paires, quel est le pays qui a la mortalité infantile la plus élevée ?""
									",The best stats you've ever seen,Hans Rosling,19:50,"Africa,Asia,Google,demo,economics,global issues,health,statistics,global development,visualizations,math"
"
","
","
",The best stats you've ever seen,Hans Rosling,19:50,"Africa,Asia,Google,demo,economics,global issues,health,statistics,global development,visualizations,math"
"
											Agrupé los países de manera tal de que en cada par
											uno de los países tuviera el doble de mortalidad infantil que el otro. Y esto implica que
											la diferencia es mucho mayor que la incertidumbre de los datos.
											No los evaluaré ahora, pero la respuesta es Turquía,
											con el índice más alto, Polonia, Rusia, Paquistán y Sudáfrica.
											Y estos fueron los resultados de los estudiantes suecos. Lo hice para obtener
											el intervalo de confianza, que resultó bastante limitado, y me sentí feliz,
											sin duda: un 1,8 de respuestas correctas en 5 posibles. Esto significa que
											había lugar para un profesor de salud internacional...
											(Risas) y para mi curso.
									","
											Birinin çocuk ölüm oranı diğerinin iki katı olacak şekilde
											ülkeleri eşleştirdim. Ve bu, bilgilerin
											belirsizliğinin yanında çok daha büyük bir fark.
											Sizi burada teste tabi tutmayacağım ama aralarında en yüksek olanı
											Türkiye, Polonya, Rusya, Pakistan ve Güney Afrika.
											İsveçli öğrencilerin verdikleri cevaplar şöyleydi. Çok dar bir
											güven aralığı oluşturdum ve mutlu oldum tabii ki:
											Her beş cevaptan 1.8’i doğru idi. Bu demek oluyor ki
											artık bir uluslar arası sağlık profesörü için ihtiyaç vardı
											(Gülüşmeler) ve vereceğim kurs için de.
									","
											Dans chaque paire proposée,
											l'un des pays avait une mortalité infantile deux fois plus importante que l'autre.
											Ça fait une grosse différence.
											Je ne vais pas vous demander de faire le test, mais c'est la Turquie,
											la Pologne, la Russie, le Pakistan et l'Afrique du Sud.
											Et voici les résultats des étudiants suédois. J'ai eu
											une intervalle de confidence, et j'étais ravi des résultats.
											1,8 bonne réponse sur les cinq possibles. Cela voulait dire
											qu'il y avait une place pour un professeur et
											(rires) pour mes cours.
									",The best stats you've ever seen,Hans Rosling,19:50,"Africa,Asia,Google,demo,economics,global issues,health,statistics,global development,visualizations,math"
"
","
","
",The best stats you've ever seen,Hans Rosling,19:50,"Africa,Asia,Google,demo,economics,global issues,health,statistics,global development,visualizations,math"
"
											Pero una noche, mientras recopilaba datos para un informe
											realmente tomé conciencia de mi descubrimiento. He demostrado
											que, estadísticamente, los estudiantes suecos de primer nivel tienen un conocimiento
											del mundo significativamente más bajo que los chimpancés.
											(Risas).
											Porque un chimpancé lograría la mitad del puntaje correcto si le diera
											dos bananas con Sri Lanka y Turquía. Estarían en lo correcto la mitad de las veces.
									","
											Bir gece geç vakit, raporumu düzenlerken
											buluşumun farkına vardım. İsveç'in en
											başarılı öğrencilerinin dünya hakkında, istatiksel anlamda,
											şempanzelerden daha az bilgiye sahip olduklarını ispatladım.
											(Gülüşmeler.)
											Çünkü bir şempanzeye Sri Lanka ve Türkiye için
											muz verseydim yarısını doğru cevaplardı. Problemlerin yarısı doğru cevaplanırdı.
									","
											Mais un soir, alors que je compilais le rapport,
											je me suis rendu compte de quelque chose. J'ai démontré
											que les étudiants suédois les plus brillants avaient, statistiquement parlant,
											moins de connaissances sur le monde que les chimpanzés.
											(Rires).
											Parce que les chimpanzés auraient 50 % de bonnes réponses
											si je leur donnais deux bananes avec le Sri Lanka et la Turquie.
									",The best stats you've ever seen,Hans Rosling,19:50,"Africa,Asia,Google,demo,economics,global issues,health,statistics,global development,visualizations,math"
"
","
","
",The best stats you've ever seen,Hans Rosling,19:50,"Africa,Asia,Google,demo,economics,global issues,health,statistics,global development,visualizations,math"
"
											Pero los estudiantes no logran ese resultado. Para mí el problema no fue la ignorancia:
											sino las ideas preconcebidas.
									","
											Ama öğrenciler bunu başaramadı. Benim için sorun bilgisizlik değildi:
											asıl sorun ön yargılı düşüncelerdi.
									","
											Mais pas les étudiants. Le problème pour moi, ce n'était pas l'ignorance,
											c'était les idées préconçues.
									",The best stats you've ever seen,Hans Rosling,19:50,"Africa,Asia,Google,demo,economics,global issues,health,statistics,global development,visualizations,math"
"
","
","
",The best stats you've ever seen,Hans Rosling,19:50,"Africa,Asia,Google,demo,economics,global issues,health,statistics,global development,visualizations,math"
"
											También realicé un estudio no muy ético de los profesores del Instituto Karolinska
											(Risas).
											...el mismo que entrega el Premio Nobel de Medicina...
											y están al mismo nivel que los chimpancés en este tema.
											(Risas).
											Fue ahí cuando me di cuenta de que existía una necesidad real de comunicar
											porque los datos de lo que está sucediendo en el mundo
											y la salud infantil en cada país se conocen bien.
									","
											Ayrıca Karolinska Enstitüsündeki hocalar üzerinde etik olmayan bir araştırma yaptım
											(Gülüşmeler.)
											bu araştırma sonucu Nobel Tıp Ödülü veriliyor
											ve hocalar da şempanzelerle eşit düzeyde.
											(Gülüşmeler.)
											Ve bu anda gerçekten iletişime ihtiyaç olduğunu anladım,
											çünkü dünyada olup bitenlerle ilgili veriler
											ve her ülkenin çocuk sağlığı çok iyi biliniyor.
									","
											J'ai également réalisé une étude contraire à l'éthique sur les professeurs du Karolinska Institute,
											(rires)
											cet institut qui décerne le prix Nobel de médecine,
											et dans ce cas, les professeurs sont au niveau des chimpanzés.
											(Rires).
											C'est là que je me suis rendu compte qu'il y avait un besoin de communication
											car les informations sur ce qui se passe dans le monde,
											sur la santé des enfants dans tous les pays, ces informations existent.
									",The best stats you've ever seen,Hans Rosling,19:50,"Africa,Asia,Google,demo,economics,global issues,health,statistics,global development,visualizations,math"
"
","
","
",The best stats you've ever seen,Hans Rosling,19:50,"Africa,Asia,Google,demo,economics,global issues,health,statistics,global development,visualizations,math"
"
											Diseñamos este software que se visualiza así: cada burbuja es un país.
											Este país que ven aquí es China. Este es India.
											El tamaño de la burbuja representa la población, y en este eje pongo la tasa de fertilidad.
											Porque lo que respondían mis estudiantes
											cuando analizaban el mundo, y les pregunté:
											""¿Qué piensan realmente del mundo?""
											Bueno, lo primero que descubrí es que su principal libro de referencia era Tintin.
											(Risas)
											Y respondieron que el mundo sigue siendo `nosotros´ y `ellos´.
											Y nosotros significa el Mundo Occidental y ellos el Tercer Mundo""
											Les pregunté qué era para ellos el mundo occidental
											""Bueno, larga vida y familia pequeña, y el Tercer Mundo es corta vida y familia numerosa""
									","
											Bunu gösteren yazılım geliştirdik: Buradaki her baloncuk bir ülkeyi temsil ediyor.
											Burada gördüğünüz ülke Çin. Bu, Hindistan.
											Baloncuğun büyüklüğü nüfusu temsil ediyor ve bu eksenin üzerine doğurganlık oranını koyuyorum.
											Çünkü öğrencilerimin, dünyaya baktıklarında
											ve ben onlara
											“Dünya hakkında gerçekten ne düşünüyorsunuz?” diye sorduğumda,
											laf arasında, ders kitabının genelde Tenten olduğunu ilk kez öğrenmiştim,
											(Gülüşmeler.)
											Şu cevabı aldım: “Dünya halen ‘biz’ ve ‘onlar’dan oluşuyor.
											Biz Batı Dünyası oluyoruz ve onlar Üçüncü Dünya oluyor.”
											“Peki Batı Dünyası’ndan kastınız ne?” diye sordum.
											“Yani, uzun yaşam süresi ve küçük bir aile. Üçüncü Dünya’da ise kısa yaşam süresi ve büyük bir aile.”
									","
											On a créé un logiciel qui fonctionne de la façon suivante : chaque bulle correspond à un pays.
											Ce pays là, c'est la Chine. Là, c'est l'Inde.
											La taille de la bulle correspond à la population du pays, et cet axe là, c'est le taux de fécondité.
											Parce qu'en fait, mes étudiants...
											quand ils ont regardé le monde, et que je leur ai demandé :
											""Que pensez-vous du monde ?""...
											J'ai découvert que c'était un livre de Tintin.
											(Rires).
											Ils m'ont répondu : ""Le monde est toujours divisé entre 'nous' et 'eux'.
											Nous, c'est les Occidentaux, eux, le Tiers monde.""
											""C'est quoi le monde occidental pour vous ?""
											""Une vie longue, une famille réduite... dans le Tiers monde, c'est l'inverse.""
									",The best stats you've ever seen,Hans Rosling,19:50,"Africa,Asia,Google,demo,economics,global issues,health,statistics,global development,visualizations,math"
"
","
","
",The best stats you've ever seen,Hans Rosling,19:50,"Africa,Asia,Google,demo,economics,global issues,health,statistics,global development,visualizations,math"
"
											Eso es lo que puedo mostrar aquí. Pongo la tasa de fertilidad aquí: la cantidad de hijos por mujer,
											uno, dos, tres, cuatro, hasta ocho por mujer.
											Tenemos buenos datos desde 1960-1962 sobre el tamaño familiar en todos los países.
											El margen de error es pequeño. Aquí pongo la expectativa de vida al nacer,
											que va de 30 años en algunos países a más de 70.
											Y en 1962, realmente había una cantidad de países aquí.
											Países industrializados que tenían familias pequeñas y largas vidas.
											Y estos eran los países en desarrollo:
											tenían familias numerosas y vidas relativamente cortas.
											Ahora, ¿qué sucedió desde 1962? Queremos ver el cambio.
											¿Los estudiantes están en lo cierto? ¿Todavía existen dos tipos de países?
											¿O estos países en desarrollo han optado por familias más pequeñas y viven aquí?
											¿O tienen mayor expectativa de vida y viven hasta aquí?
									","
											Bunu burada gösterebilirim. Doğurganlık oranını buraya koyuyorum: kadın başına
											çocuk sayısı, bir, iki, üç, dört, kadın başına sekiz çocuğa kadar çıkıyor.
											1962, yaklaşık 1960 yılından beri bütün ülkelerin aile büyüklüğü ile ilgili çok iyi verilere sahibiz.
											Yanılma payı küçük. Buraya doğumda ortalama yaşam süresini koyuyorum.
											Bazı ülkelerde 30 yaşından 70 yaşına kadar çıkıyor.
											Ve 1962 yılı, o zamanlar burada bir grup ülke vardı,
											sanayileşmiş ülkeler ve onların küçük aileleri ve uzun yaşam süreleri vardı.
											Ve bunlar da gelişmekte olan ülkeler:
											Büyük aileleri ve nispeten kısa yaşam süreleri vardı.
											Şimdi 1962’den bu yana ne oldu? Değişimi görmek istiyoruz.
											Öğrenciler haklı mı? Halen iki tip ülke mi var?
											Yoksa bu gelişmekte olan ülkelerin aileleri küçüldü ve burada mı yaşıyor?
											Yoksa yaşam süreleri uzadı ve şurada mı yaşıyorlar?
									","
											Voici donc ce que j'ai mis là. J'ai inscrit le taux de fécondité : nombre d'enfants par femme,
											un, deux, trois, quatre, jusqu'à huit enfants par femme.
											Depuis 1962, on a des informations précises sur la taille des familles dans tous les pays du monde.
											La marge d'erreurs est très faible. Là j'ai inscrit l'espérance de vie à la naissance,
											de 30 ans pour certains pays à 70 ans pour d'autres.
											En 1962, il y avait un ensemble de pays
											industrialisés, dont la taille des familles était réduite et l'espérance de vie était importante.
											Et il y avait à côté les pays en voie de développement,
											avec de grandes familles et une espérance de vie relativement courte.
											Qu'est-ce qui s'est passé depuis 1962 ? On veut voir le changement.
											Les étudiants ont-ils raison ? Est-ce qu'il y a toujours deux types de pays ?
											Ou est-ce que les données ont changé pour les pays en voie de développement ?
											Où est-ce qu'ils sont ? Quelle est leur espérance de vie ?
									",The best stats you've ever seen,Hans Rosling,19:50,"Africa,Asia,Google,demo,economics,global issues,health,statistics,global development,visualizations,math"
