tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
",How to build with clay ... and community,Diébédo Francis Kéré,12:11,"Africa,architecture,sustainability"
"
											Sizlere mimarlığın halkımın
											hayatını nasıl değiştirdiğini
											ve hayal kurmak için ne gibi yeni fırsatllar
											sunduğunu göstermek istiyorum.
									","
											I would like to show you how
											architecture has helped
											to change the life of my community
											and has opened opportunities to hope.
									","
											J'aimerais vous montrer
											comment l'architecture a aidé
											à changer la vie de ma communauté
											et a donné de nouvelles chances à l'espoir.
									","
											Ich möchte Ihnen zeigen,
											inwieweit Architektur dazu beigetragen hat,
											mein Leben, und das meiner Gemeinde, zu verändern
											und wie sie uns Hoffnung gegeben hat.
									",How to build with clay ... and community,Diébédo Francis Kéré,12:11,"Africa,architecture,sustainability"
"
","
","
","
",How to build with clay ... and community,Diébédo Francis Kéré,12:11,"Africa,architecture,sustainability"
"
											Burkina Faso'da doğdum.
											Dünya Bankası'na göre, Burkina Faso
											dünyadaki en yoksul ülkelerden biri,
											ama böyle bir yerde
											büyümek nasıl birşey?
											Ben bunun bir örneğiyim.
											Gando adlı küçük bir köyde doğdum.
											Gando'da, elektrik yoktu,
											temiz suya erişim ve okul yoktu.
											Ama babam benim okumayı
											ve yazmayı öğrenmemi istedi.
											Bu nedenle, yedi yaşımdayken ailemden
											ayrılmak ve köyüme çok uzak bir şehirde
											ailemle hiç iletişim kurmadan
											yaşamak zorunda kaldım.
											Bu yerde,
											böyle bir sınıfta
											150'den çocukla beraber,
											altı yıl oturdum.
											Bir seferinde, okula geldiğimde
sınıf arkadaşlarımdan
											birinin öldüğünü fark ettim.
									","
											I am a native of Burkina Faso.
											According to the World Bank, Burkina Faso
											is one of the poorest countries in the world,
											but what does it look like
											to grow up in a place like that?
											I am an example of that.
											I was born in a little village called Gando.
											In Gando, there was no electricity,
											no access to clean drinking water, and no school.
											But my father wanted me
											to learn how to read and write.
											For this reason, I had to leave my family
											when I was seven and to stay in a city
											far away from my village
											with no contact with my family.
											In this place I sat
											in a class like that
											with more than 150 other kids,
											and for six years.
											In this time, it just happened to me to come to school
											to realize that my classmate died.
									","
											Je suis né au Burkina Faso.
											Selon la Banque Mondiale, le Burkina Faso
											est l'un des pays les plus pauvres au monde,
											mais qu'est-ce que ça veut dire,
											grandir dans un tel endroit ?
											J'en suis un exemple.
											Je suis né dans un petit village appelé Gando.
											À Gando, il n'y avait pas d'électricité,
											pas d'eau potable, pas d'école.
											Mais mon père voulait
											que j'apprenne à lire et à écrire.
											C'est pourquoi j'ai dû quitter ma famille
											à sept ans pour vivre en ville
											loin de mon village
											sans aucun contact avec ma famille.
											Là, je me trouvais
											dans une classe comme celle-ci
											avec plus de 150 enfants
											et pendant six ans.
											Il m'arrivait de venir à l'école
											et d'apprendre 
que l'un de mes camarades était mort.
									","
											Ich komme aus Burkina Faso.
											Nach Angaben der Weltbank
ist Burkina Faso
											eines der ärmsten Länder der Welt.
											Aber wie ist es,
											an so einem Ort aufzuwachsen?
											Ich bin ein Beispiel dafür.
											Ich bin in einem kleinen Dorf 
namens Gando geboren.
											In Gando gab es keinen Strom,
											keinen Zugang zu sauberem Trinkwasser 
und keine Schule.
											Aber mein Vater wollte,
											dass ich lesen und schreiben lerne.
											Aus diesem Grund musste ich 
mit sieben Jahren
											meine Familie verlassen 
um in einer Stadt zu leben,
											weit weg von meinem Dorf,
											ohne Kontakt zu meiner Familie.
											Dort saß ich dann
											sechs Jahre lang
											in einer Klasse wie dieser
											zusammen mit mehr als 150 Kindern.
											Einmal kam ich zur Schule und bemerkte,
											dass einer meiner Klassenkameraden 
gestorben ist.
									",How to build with clay ... and community,Diébédo Francis Kéré,12:11,"Africa,architecture,sustainability"
"
","
","
","
",How to build with clay ... and community,Diébédo Francis Kéré,12:11,"Africa,architecture,sustainability"
"
											Bugün, pek bir şey değişmedi.
											Köyümde hala elektrik yok.
											Burkina Faso'da insanlar hala ölüyor
											ve temiz içme suyuna erişim
											hâlâ büyük bir sorun.
									","
											Today, not so much has changed.
											There is still no electricity in my village.
											People still are dying in Burkina Faso,
											and access to clean drinking water
											is still a big problem.
									","
											Aujourd'hui, presque rien n'a changé.
											Il n'y a toujours pas d'électricité 
dans mon village.
											Les gens meurent encore au Burkina Faso,
											et l'accès à l'eau potable
											est encore un grand problème.
									","
											Bis heute hat sich nicht viel verändert.
											In meinem Dorf gibt es 
immer noch keinen Strom.
											Noch immer sterben Menschen 
in Burkina Faso,
											und auch der Zugang 
zu sauberem Trinkwasser
											ist noch immer ein großes Problem.
									",How to build with clay ... and community,Diébédo Francis Kéré,12:11,"Africa,architecture,sustainability"
"
","
","
","
",How to build with clay ... and community,Diébédo Francis Kéré,12:11,"Africa,architecture,sustainability"
"
											Şansım vardı. Şanslıydım,
çünkü böyle bir yerde
											büyüdüğünüzde, bu hayatın bir gerçeğidir.
											Ama ben şanslıydım.
											Bursum vardı.
											Eğitim görmek için Almanya'ya gidebildim.
									","
											I had luck. I was lucky, because this is a fact of life
											when you grow up in a place like that.
											But I was lucky.
											I had a scholarship.
											I could go to Germany to study.
									","
											J'ai eu de la chance, 
parce cela fait partie de la vie
											quand on grandit 
dans un endroit comme celui-là.
											Mais j'ai eu de la chance.
											J'ai eu une bourse.
											Je suis allé faire des études en Allemagne.
									","
											Ich hatte Glück, denn so etwas passiert,
											wenn man an einem Ort 
wie diesem aufwächst.
											Aber ich hatte Glück.
											Ich hatte ein Stipendium.
											Ich konnte nach Deutschland gehen, 
um zu studieren.
									",How to build with clay ... and community,Diébédo Francis Kéré,12:11,"Africa,architecture,sustainability"
"
","
","
","
",How to build with clay ... and community,Diébédo Francis Kéré,12:11,"Africa,architecture,sustainability"
"
											Şimdi herhalde
											bugün önünüzde durmanın benim için ne büyük
											bir ayrıcalık olduğunu size açıklamama gerek yok.
											Burkina Faso'daki köyüm Gando'dan,
											Almanya, Berlin'den bir mimar olmak
											büyük bir adım.
											Ama bu ayrıcalıkla ne yapmalı?
											Öğrenci olduğumdan beri, Gando'daki
											diğer çocuklara daha iyi fırsatlar sunmak istedim.
											Sadece yeteneğimi kullanmak
ve bir okul inşa etmek istedim.
											Ama hala bir öğrenciyken ve hiç paranız yokken
											bunu nasıl yaparsınız?
											Evet, çizimler yapmaya başladım
											ve para istedim.
											Bağış toplama kolay bir görev değildi.
											Hatta okul arkadaşlarımdan
											kahve ve sigaraya daha az
para harcamalarını ve
											okul projeme sponsorluk yapmalarını istedim.
											Şaşırtıcı bir şekilde, iki yıl sonra,
											50.000 Amerikan doları toplamayı başardım.
									","
											So now, I suppose,
											I don't need to explain to you how great a privilege
											it is for me to be standing before you today.
											From Gando, my home village in Burkina Faso,
											to Berlin in Germany to become an architect
											is a big, big step.
											But what to do with this privilege?
											Since I was a student, I wanted to open up
											better opportunities to other kids in Gando.
											I just wanted to use my skills and build a school.
											But how do you do it when you're still a student
											and you don't have money?
											Oh yes, I started to make drawings
											and asked for money.
											Fundraising was not an easy task.
											I even asked my classmates
											to spend less money on coffee and cigarettes,
											but to sponsor my school project.
											In real wonder, two years later,
											I was able to collect 50,000 U.S. dollars.
									","
											Alors, je suppose
											qu'il n'est pas nécessaire que j'explique 
que c'est un immense privilège
											pour moi de me trouver 
devant vous aujourd'hui.
											Partir de Gando, mon village au Burkina Faso
											et arriver à Berlin en Allemagne 
et devenir architecte,
											est un grand, très grand pas en avant.
											Mais que faire de ce privilège ?
											Depuis mes années d'étudiant, 
je voulais offrir
											de meilleures opportunités 
pour les autres enfants de Gando.
											Je voulais utiliser mes connaissances 
pour construire une école.
											Mais comment faire quand on est étudiant
											et qu'on n'a pas d'argent ?
											Bien sûr, je faisais des dessins
											et je me faisais payer.
											Mais récolter des fonds n'était pas facile.
											J'ai même demandé 
à mes camarades étudiants
											de dépenser moins d'argent 
en cafés et en cigarettes
											pour financer mon projet d'école.
											À ma grande surprise, en deux ans
											j'ai pu recueillir 50 000 dollars.
									","
											Ich glaube,
											ich brauche nicht zu erklären, 
was für ein großes Privileg es ist,
											heute vor Ihnen zu stehen.
											Von Gando, meinem Heimatdorf 
in Burkina Faso,
											nach Berlin zu gehen, 
um Architekt zu werden,
											ist ein sehr großer Schritt.
											Aber was tut man mit diesem Privileg?
											Seit meiner Zeit als Student
wollte ich für andere Kinder
											in Gando bessere Möglichkeiten eröffnen.
											Ich wollte meine Fähigkeiten nutzen 
und eine Schule bauen.
											Aber wie macht man das, 
wenn man noch Student ist
											und man kein Geld hat?
											Ich begann Zeichnungen zu erstellen
											und bat die Menschen um Geld.
											Fundraising war keine leichte Aufgabe.
											Ich bat sogar meine Klassenkameraden,
											weniger Geld für 
Kaffee und Zigaretten auszugeben,
											und stattdessen mein Schulprojekt 
zu unterstützen.
											Auf wundersame Weise war es mir möglich ,
											innerhalb von zwei Jahren 
50.000 US-Dollar zu sammeln.
									",How to build with clay ... and community,Diébédo Francis Kéré,12:11,"Africa,architecture,sustainability"
"
","
","
","
",How to build with clay ... and community,Diébédo Francis Kéré,12:11,"Africa,architecture,sustainability"
"
											İyi haberi vermek için
											Gando'ya döndüğümde,
											halkım bulutların üzerine çıktılar,
											ama kil kullanmayı
											planladığımı farkettiklerinde,
											şoka uğradılar.
									","
											When I came home to Gando
											to bring the good news,
											my people were over the moon,
											but when they realized
											that I was planning to use clay,
											they were shocked.
									","
											Quand je suis retourné à Gando
											pour leur annoncer la bonne nouvelle
											les gens étaient aux anges,
											mais quand ils ont vu
											que je comptais construire en argile
											ils ont été choqués.
									","
											Als ich nach Gando zurückkam
											mit dieser guten Nachricht,
											waren meine Leute überglücklich.
											Als sie jedoch bemerkten,
											dass ich plante, Lehm zu benutzen,
											waren sie schockiert.
									",How to build with clay ... and community,Diébédo Francis Kéré,12:11,"Africa,architecture,sustainability"
"
","
","
","
",How to build with clay ... and community,Diébédo Francis Kéré,12:11,"Africa,architecture,sustainability"
"
											&amp;quot;Kil bir bina yağmurlu bir mevsime dayanamaz
											ve Francis kil kullanarak,
bir okul inşa etmemizi istiyor.
											Bizimle beraber tarlada çalışmak yerine
											Avrupa'da bu kadar
											zaman geçirmesinin sebebi bu mu?""
									","
											""A clay building is not able to stand a rainy season,
											and Francis wants us to use it and build a school.
											Is this the reason why he spent so much time
											in Europe studying
											instead of working in the field with us?""
									","
											« Une construction en argile 
ne résiste pas à la saison des pluies
											et Francis veut construire une école en argile.
											C'est pour ça qu'il a passé tout ce temps
											en Europe, pour faire des études
											au lieu de travailler dans les champs avec nous ? »
									","
											""Ein Lehm-Gebäude kann
die Regenzeit nicht überstehen,
											und Francis will Lehm benutzen, 
um eine Schule zu bauen.
											Warum hat er also 
so viel Zeit damit zugebracht,
											in Europa zu studieren,
											anstelle hier mit uns 
auf dem Feld zu arbeiten?""
									",How to build with clay ... and community,Diébédo Francis Kéré,12:11,"Africa,architecture,sustainability"
"
","
","
","
",How to build with clay ... and community,Diébédo Francis Kéré,12:11,"Africa,architecture,sustainability"
"
											Halkım sürekli kil kullanarak inşa ediyorlar,
											ama çamur ile ilgili hiçbir yenilik görmüyorlar.
											O nedenle herkesi ikna etmek zorundaydım.
											Köy halkı ile konuşmaya başladım
											ve herkesi ikna etmeyi başardım
											ve çalışmaya başlayabildik.
											Ve kadınlar, erkekler,
											köyden herkes
											bu inşaat sürecinin bir parçasıydı.
											Geleneksel teknikleri bile kullanmama izin verildi.
											Örneğin kil zemin,
											genç erkekler geliyor ve böyle vuruyorlar
											saatler boyunca
											ve sonra anneleri geliyor
											ve onlar da bu poziyonda vuruyorlar
											saatler boyunca, su döküyor ve vuruyorlar.
											Ve sonra cilacılar geliyor.
											Saatler boyunca bir taşla cilalıyorlar.
											Ve bu sonuca varıyorsunuzi
											çok düz, bebek poposu gibi.
											(Kahkaha)
											Photoshoplanmadı. (Kahkaha)
											Burası okul, köy halkı ile inşa edildi.
											Duvarlar tamamen Gando'dan gelen
											sıkılaştırılmış kil bloklardan yapıldı.
											Çatı yapısı, normal olarak
											betonun içinde saklanan
											ucuz demir çubuklardan yapıldı.
											Ve sınıfta, tavan ikisi beraber
											kullanılarak yapıldı.
									","
											My people build all the time with clay,
											but they don't see any innovation with mud.
											So I had to convince everybody.
											I started to speak with the community,
											and I could convince everybody,
											and we could start to work.
											And the women, the men,
											everybody from the village,
											was part of this building process.
											I was allowed to use even traditional techniques.
											So clay floor for example,
											the young men come and stand like that, beating,
											hours for hours,
											and then their mothers came,
											and they are beating in this position,
											for hours, giving water and beating.
											And then the polishers come.
											They start polishing it with a stone for hours.
											And then you have this result,
											very fine, like a baby bottom.
											(Laughter)
											It's not photoshopped. (Laughter)
											This is the school, built with the community.
											The walls are totally made out
											of compressed clay blocks from Gando.
											The roof structure is made
											with cheap steel bars
											normally hiding inside concrete.
											And the classroom, the ceiling is made
											out of both of them used together.
									","
											Chez moi, on construit tout le temps en argile
											mais ils ne voient aucune différence 
par rapport à la boue.
											J'ai du convaincre tout le monde.
											J'ai commencé à parler avec la communauté
											et je suis arrivé à convaincre tout le monde
											et nous avons pu commencer à travailler.
											Les femmes, les hommes,
											tous dans le village
											ont participé de ce processus de construction.
											On m'a permis d'utiliser 
des techniques traditionnelles
											comme les sols en argile, par exemple.
											les hommes se mettent comme ça, en battant
											pendant des heures
											puis viennent leur mères
											et elles se mettent à battre en cette position
											pendant des heures, elles mouillent 
et battent en même temps
											Puis c'est le tour des polisseurs.
											Ils polissent avec une pierre pendant des heures.
											Voici le résultat,
											très doux, comme les fesses d'un bébé
											(Rires)
											Ce n'est pas du photoshop. 
(Rires)
											Voici l'école, construite avec la communauté.
											Les murs sont faits entièrement
											de blocs d'argile comprimés de Gando.
											La structure du toit
											est en barres d'acier bon marché
											qui sont normalement cachées par le ciment.
											Dans les salles de classe, le plafond est fait
											de ces deux éléments ensemble.
									","
											Mein Volk baut sehr viel mit Lehm,
											aber sie sehen dabei keine Innovation.
											Also musste ich alle überzeugen.
											Ich begann mit der Gemeinschaft zu sprechen.
											Ich konnte alle überzeugen
											und wir konnten anfangen zu arbeiten.
											Männer und Frauen,
											jeder aus dem Dorf,
											wurde Teil des Bauprozesses.
											Man erlaubte mir sogar, 
traditionelle Techniken zu verwenden,
											zum Beispiel Lehmboden.
											Die jungen Männer stehen so da,
											stampfen stundenlang.
											Dann kommen ihre Mütter
											und stampfen in dieser Haltung stundenlang,
											geben Wasser darauf und stampfen.
											Und dann kommen die Polierer.
											Sie beginnen den Boden stundenlang 
mit einem Stein zu polieren.
											Am Ende ist der Boden sehr fein,
											wie ein Babypopo.
											(Gelächter)
											Das Bild ist nicht bearbeitet. (Gelächter)
											Dies ist die Schule, 
die mit der Gemeinschaft gebaut wurde.
											Die Wände sind komplett
											aus gepressten Lehmblöcken 
aus Gando hergestellt worden.
											Die Dachkonstruktion
											besteht aus billigen Stahlstangen,
											welche normalerweise 
hinter Beton versteckt werden.
											Und die Decke des Klassenzimmers
											wurde aus beidem zusammen gebaut.
									",How to build with clay ... and community,Diébédo Francis Kéré,12:11,"Africa,architecture,sustainability"
"
","
","
","
",How to build with clay ... and community,Diébédo Francis Kéré,12:11,"Africa,architecture,sustainability"
"
											Bu okulda, basit bir fikir vardı:
											sınıfta konfor yaratmak.
											Unutmayın, Burkina Faso'da
sıcaklık 45 dereceyi bulabiliyor,
											yani basit bir havalandırma ile,
											sınıfı eğitim ve öğretim için
											elverişli yapmak istedim.
											Ve projenin bugünkü hali bu,
											12 yaşında, hala çok iyi durumda.
											Ve çocuklar ona bayılıyor.
									","
											In this school, there was a simple idea:
											to create comfort in a classroom.
											Don't forget, it can be 45 degrees in Burkina Faso,
											so with simple ventilation,
											I wanted to make the classroom
											good for teaching and learning.
											And this is the project today,
											12 years old, still in best condition.
											And the kids, they love it.
									","
											Dans cette école, 
il y avait une idée très simple à la base
											pour qu'une salle de classe soit confortable.
											N'oublions pas qu'il peut faire 
45 degrés au Burkina Faso,
											et donc par un simple système de ventilation
											je voulais que la salle de classe
											soit adaptée à l'enseignement et l'apprentissage.
											Voici le projet aujourd'hui,
											12 ans plus tard, il est encore 
dans d'excellentes conditions.
											Et les enfants, ils l'adorent.
									","
											Bei dieser Schule 
gab es eine einfache Idee:
											ein Klassenzimmer mit Komfort zu bauen.
											Vergessen Sie nicht, es kann 
in Burkina Faso bis zu 45 Grad werden,
											also wollte ich einen Raum
											mit einfacher Ventilation
											für gutes Lehren und Lernen schaffen.
											So sieht das Projekt heute aus,
											12 Jahre alt und in bester Verfassung.
											Die Kinder lieben es.
									",How to build with clay ... and community,Diébédo Francis Kéré,12:11,"Africa,architecture,sustainability"
"
","
","
","
",How to build with clay ... and community,Diébédo Francis Kéré,12:11,"Africa,architecture,sustainability"
"
											Ve ben ve topluluğum için,
											bu proje büyük bir başarıydı.
											Gando'da daha fazla projeler
											yapmak için fırsat verdi.
											Böylece birçok proje yapabildim,
											ve şimdi sizinle üç tanesini
											payalaşacağım.
									","
											And for me and my community,
											this project was a huge success.
											It has opened up opportunities
											to do more projects in Gando.
											So I could do a lot of projects,
											and here I am going to share with you
											only three of them.
									","
											Et pour moi et ma communauté,
											ce projet a eu un immense succès.
											Il a ouvert de nouvelles possibilités
											de réaliser d'autres projets à Gando.
											J'ai donc pu réaliser beaucoup de projets
											et je vais vous parler ici
											de trois d'entre eux.
									","
											Für mich und meine Gemeinschaft
											war dieses Projekt ein riesiger Erfolg.
											Es hat die Möglichkeit eröffnet,
											weitere Projekte in Gando zu starten.
											Ich konnte viele Projekte machen,
											und ich möchte Ihnen heute
											nur drei von ihnen vorstellen.
									",How to build with clay ... and community,Diébédo Francis Kéré,12:11,"Africa,architecture,sustainability"
"
","
","
","
",How to build with clay ... and community,Diébédo Francis Kéré,12:11,"Africa,architecture,sustainability"
