en,fr,es,title,speaker,duration,tags
"
","
","
",Why gender-based marketing is bad for business,Gaby Barrios,10:49,"business,advertising,marketing,gender,social change,society"
"
											Like a lot of people around the world,
											earlier this summer
my friends and I were obsessed
											with the Women's World Cup held in France.
											Here we are, watching
these incredible athletes,
											the goals were amazing,
the games were clean and engaging,
											and at the same time, outside the field,
											these women are talking about equal pay,
											and in the case of some countries,
any pay at all for their sport.
											So because we were mildly obsessed,
we wanted to watch the games live,
											and we decided that one of
the Spanish-speaking networks in the US
											was the best place for us to start.
											And it wasn't until a few games
into the tournament
											that a friend of mine
talks to me and says,
											""Why does it feel
like everything I'm seeing
											is commercials for makeup and
household cleaning products and diets?""
									","
											Comme beaucoup de gens dans le monde,
											plus tôt cet été, mes amies et moi
étions obnubilées
											par la coupe du monde féminine
de football en France.
											Nous voilà à regarder
ces athlètes incroyables,
											les buts étaient incroyables,
les matchs irréprochables et intéressants
											et en même temps, en dehors du terrain,
											ces femmes parlaient de parité salariale
											et, dans le cas de certains pays,
simplement d'un salaire pour leur sport.
											Puisque nous étions un peu obsédées,
											nous voulions regarder
les matchs en direct
											et avons décidé que l'un
des réseaux américains en espagnol
											était le meilleur endroit pour commencer.
											Et ce n'est que quelques matchs
après le début du tournoi
											qu'une de mes amies m'a dit :
											« Pourquoi ai-je l'impression de ne voir
											que des pubs pour du maquillage,
											des produits d'entretien
et des régimes ? »
									","
											Como muchas personas en todo el mundo,
											en verano mis amigos
y yo estábamos obsesionados
											con la Copa Mundial Femenina
celebrada en Francia.
											Aquí estamos, viendo a
estas increíbles atletas,
											los goles fueron asombrosos,
el juego era limpio y atractivo,
											y al mismo tiempo, fuera del campo,
											estas mujeres hablaban
de igualdad salarial,
											y en el caso de algunos países,
cualquier pago por sus deportes.
											Como estábamos un poco obsesionados
queríamos ver los juegos en vivo,
											y decidimos que una de las cadenas
de habla hispana en EE.UU.
											era el mejor lugar para comenzar.
											Y no fue hasta después de
unos pocos juegos en el torneo
											que un amigo me habla y dice:
											""¿Por qué parece que todo lo que veo
											son comerciales de maquillaje, 
productos de limpieza y dietas?"".
									",Why gender-based marketing is bad for business,Gaby Barrios,10:49,"business,advertising,marketing,gender,social change,society"
"
","
","
",Why gender-based marketing is bad for business,Gaby Barrios,10:49,"business,advertising,marketing,gender,social change,society"
"
											It did feel a little bit too obvious,
											and I don't know if
we were sensitive about it
											or the fact that we were watching
with men and boys in our lives,
											but it did feel a little bit too obvious
											that we're being targeted for being women.
									","
											Cela semblait un peu trop évident
											et j'ignorais si nous étions
sensibles à cela
											ou si le fait que nous regardions
avec les hommes et garçons de nos vies,
											mais cela semblait un peu trop évident
											que nous étions ciblées
comme étant des femmes.
									","
											Se sintió un poco demasiado obvio,
											y no sé si fuimos sensibles al respecto
											o el hecho de que lo viéramos
con hombres y niños en nuestras vidas
											pero se sintió demasiado obvio
											que estábamos siendo
el objetivo por ser mujeres.
									",Why gender-based marketing is bad for business,Gaby Barrios,10:49,"business,advertising,marketing,gender,social change,society"
"
","
","
",Why gender-based marketing is bad for business,Gaby Barrios,10:49,"business,advertising,marketing,gender,social change,society"
"
											And to be honest there's nothing
necessarily wrong with that.
											Someone sat down and looked
at the tournament and said,
											""Well, this thing is likely
to be seen by more women,
											these women are Hispanic
because they're watching in Spanish,
											and this is women content.
											Therefore, this is a great place
for me to place all these commercials
											that are female-centric
and maybe not other things.""
											If I think about it as a marketer,
											I know that I absolutely
should not be annoyed about it,
											because this is what marketers
are tasked with doing.
											Marketers are tasked with building brands
with very limited budget,
											so there's a little bit of an incentive
											to categorize people in buckets
											so they can reach their target faster.
											So if you think about this,
											it's kind of like a shortcut.
											They're using gender as a shortcut
to get to their target consumer.
									","
											Pour être honnête, il n'y a rien
de nécessairement mal à cela.
											Quelqu'un a réfléchi,
a regardé le tournoi et a dit :
											« Ce truc va probablement
être vu par plus de femmes,
											ces femmes sont hispaniques
car elles regardent en espagnol
											et c'est du contenu pour femmes.
											De ce fait, c'est un bon endroit
pour placer toutes ces publicités
											qui sont centrées sur les femmes
et peut-être rien d'autre. »
											Si je le vois en tant qu'annonceur,
											je sais que je ne devrais
absolument pas être irritée
											car c'est le travail des annonceurs.
											Les annonceurs doivent établir des marques
avec un budget très limité,
											il y a donc une certaine incitation
											à catégoriser les gens dans des boîtes
											afin d'atteindre leur cible plus vite.
											Si vous y réfléchissez,
											c'est une sorte de raccourci.
											Ils utilisent le genre comme raccourci
pour atteindre leur client cible.
									","
											Y para ser sincera, no hay nada
necesariamente malo en eso.
											Alguien se sentó, miró el torneo y dijo:
											""Bueno, es probable que esto
sea visto más por mujeres,
											estas mujeres son hispanas,
porque lo están viendo en español
											y es un contenido femenino.
											Por lo tanto, es un buen lugar para
colocar todos estos comerciales
											que están centrados en mujeres
y quizás no otras cosas"".
											Si lo pienso como un publicista,
											sé que eso no debería
molestarme en absoluto,
											porque esto es lo que los publicistas
tienen la tarea de hacer.
											Los publicistas tienen la tarea de
crear marcas con un presupuesto limitado,
											por lo que hay un pequeño incentivo
											en clasificar a la gente en categorías
											para alcanzar
su objetivo más rápido.
											Si piensan sobre esto,
											es un poco como un atajo.
											Utilizan el género como atajo
para llegar a su consumidor objetivo.
									",Why gender-based marketing is bad for business,Gaby Barrios,10:49,"business,advertising,marketing,gender,social change,society"
"
","
","
",Why gender-based marketing is bad for business,Gaby Barrios,10:49,"business,advertising,marketing,gender,social change,society"
"
											The issue is that as logical
as that argument seems,
											gender as a shortcut
is actually not great.
											In this day and age,
if you still blindly use a gender view
											for your marketing activities,
											actually it's just plain bad business.
											I'm not talking even about the backlash
on stereotypes in advertising,
											which is a very real thing
that has to be addressed.
											I'm saying it's bad business because
you're leaving money on the table
											for your brands and your products.
											Because gender is such an easy thing
to find in the market
											and to target and to talk about,
											it actually distracts you
from the fun things
											that could be driving growth
from your brands
											and, at the same time,
											it continues to create
separation around genders
											and perpetuate stereotypes.
											So at the same time
this activity is bad for your business
											and bad for society, so double whammy.
											And gender is one of those things
like other demographics
											that have historically been
good marketing shortcuts.
											At some point, however,
											we forgot that at the core
we were targeting needs
											around cooking and cleaning
and personal care and driving and sports
											and we just made it all a bucket
											and we said, ""Men and women
are different.""
											We got used to it and
we never challenged it again,
											and it's fascinating to me,
											and by fascinating I mean
a little bit insane,
											that we still talk about this as a segment
											when it's most likely carryover bias.
									","
											Le problème est que, aussi logique
que cet argument puisse paraître,
											le genre en tant que raccourci,
ce n'est pas super.
											Si vous croyez encore aveuglément
à l'utilisation d'un point de vue genré
											pour vos activités commerciales,
											c'est simplement
mauvais pour les affaires.
											Je ne parle même pas du retour de flamme
sur les stéréotypes dans la publicité,
											qui sont une chose
à laquelle il faut remédier.
											C'est mauvais pour les affaires -
c'est jeter de l'argent par les fenêtres
											pour vos marques et vos produits.
											Car le genre est une chose si facile
à trouver sur le marché,
											à cibler et à évoquer,
											cela vous distrait des choses plaisantes
											pouvant stimuler
la croissance de vos marques
											et, en même temps,
											cela continue de créer
une séparation autour des genres
											et de perpétuer des stéréotypes.
											En même temps, cette activité
est mauvaise pour vos affaires
											et mauvaise pour la société,
le coût est double.
											Le genre est l'une de ces choses,
comme toute autre donnée démographique,
											qui a historiquement été
un bon raccourci pour la publicité.
											A un moment donné, cependant,
											nous avons oublié qu'au fond,
nous ciblions des besoins
											liés à la cuisine, le ménage,
											les soins personnels,
la conduite et le sport
											et nous en avons fait une boîte et dit :
											« Les hommes et les femmes
sont différents. »
											Nous nous y sommes habitués,
ne l'avons pas questionné
											et cela me fascine,
											et je veux dire que c'est assez fou
											que nous en parlions encore
comme d'un segment
											alors que c'est majoritairement
un transfert de préjugés.
									","
											El problema es que por lógico
que parezca ese argumento,
											el género como atajo
no es realmente bueno.
											En la actualidad, si todavía
usan ciegamente una visión de género
											en sus actividades de marketing
											es simplemente un mal negocio.
											Ni siquiera hablo de la reacción
negativa de estereotipos en anuncios,
											lo que es algo muy real
que debe ser abordado.
											Estoy diciendo que es un mal negocio
porque dejas dinero sobre la mesa
											para tus marcas y productos.
											Debido a que el género es tan fácil
de encontrar en el mercado,
											así como señalarlo y hablar sobre él,
											realmente los distrae 
de las cosas divertidas
											que sus marcas podrían estar impulsando
											y, al mismo tiempo,
											continúan creando separación
alrededor de los géneros
											y perpetuando estereotipos.
											Al mismo tiempo, esta actividad
es mala para su negocio
											y mala para la sociedad,
o sea, doble agravante.
											Y el género es una de esas cosas
como otras características demográficas
											que históricamente han sido
buenos atajos de mercadotecnia.
											En algún momento, sin embargo,
											olvidamos que en el fondo
enfocamos necesidades
											de cocina, limpieza, cuidado
personal, conducción y deportes
											y lo pusimos todo en un cubo
											y dijimos: ""Los hombres
y las mujeres son diferentes"".
											Nos acostumbramos y
nunca más lo desafiamos,
											y es fascinante para mí,
											y por fascinante quiero decir
un poco insensato,
											que aún hablamos de esto
como un segmento
											cuando es más como un remanente.
									",Why gender-based marketing is bad for business,Gaby Barrios,10:49,"business,advertising,marketing,gender,social change,society"
"
","
","
",Why gender-based marketing is bad for business,Gaby Barrios,10:49,"business,advertising,marketing,gender,social change,society"
"
											In fact, I don't come
to this conclusion lightly.
											We have enough data to suggest
that gender is not the best place
											to start for you to design
and target your brands.
											And I would even go one step further:
											unless you are working in
a very gender-specific product category,
											probably anything else
											you're hypothesizing
about your consumer right now
											is going to be more useful than gender.
									","
											Je n'en viens pas
à cette conclusion à la légère.
											Nous avons assez de données
											suggérant que le genre n'est pas
le meilleur point de départ
											pour concevoir et cibler vos marques.
											J'irais même plus loin :
											à moins que vous ne travailliez
											sur une catégorie de produits
spécifique à un genre,
											probablement que n'importe quelle autre
hypothèse sur votre consommateur
											vous sera plus utile que le genre.
									","
											De hecho, no llego a 
esta conclusión a la ligera.
											Tenemos suficientes datos para sugerir
que el género no es el mejor lugar
											para que comiencen a diseñar
y orientar sus marcas.
											E incluso iría un paso más allá:
											a menos que estén trabajando en
una categoría de producto muy específica
											cualquier otra cosa que
											estén hipotetizando sobre
su consumidor ahora mismo
											va a ser más útil que el género.
									",Why gender-based marketing is bad for business,Gaby Barrios,10:49,"business,advertising,marketing,gender,social change,society"
