es,pt,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
",Why we shouldn't trust markets with our civic life,Michael Sandel,14:37,"Debate,business,social change,markets"
"
											Aquí hay una pregunta 
que necesitamos repensar juntos:
											¿Cuál debería ser el papel del dinero
											y los mercados en nuestras sociedades?
									","
											Eis uma pergunta em que é preciso 
voltarmos a pensar todos juntos:
											Qual deverá ser o papel do dinheiro
											e dos mercados nas nossas sociedades?
									","
											İşte hep birlikte yeniden düşünmemiz gereken bir soru:
											Toplumlarımızda paranın ve
											piyasaların rolü ne olmalıdır?
									","
											Here's a question we need to rethink together:
											What should be the role of money
											and markets in our societies?
									","
											Voici une question que nous devons repenser ensemble :
											quel rôle doivent jouer l'argent
											et les marchés dans nos sociétés ?
									","
											Hier ist eine Frage, die wir 
zusammen neu durchdenken müssen:
											Welche Rolle sollten Geld
											und Märkte in unseren Gesellschaften spielen?
									",Why we shouldn't trust markets with our civic life,Michael Sandel,14:37,"Debate,business,social change,markets"
"
","
","
","
","
","
",Why we shouldn't trust markets with our civic life,Michael Sandel,14:37,"Debate,business,social change,markets"
"
											Hoy en día, hay muy pocas cosas
											que el dinero no puede comprar.
											Si están sentenciados a una pena de cárcel
											en Santa Bárbara, California,
											deberían saber
											que si no les gusta el alojamiento estándar,
											pueden pagar por una celda mejor.
											Es cierto. ¿Cuánto creen que cuesta?
											¿Cuánto se imaginan que puede costar?
											¿Quinientos dólares?
											¡No es el Ritz-Carlton! !Es una cárcel!
											Ochenta y dos dólares por noche.
											Ochenta y dos dólares por noche.
											Si van a un parque de diversiones
											y no quieren hacer esas largas filas
											para las atracciones populares,
											ahora hay una solución.
											En muchos parques temáticos, 
se puede pagar extra
											para saltar al principio de la fila.
											Los llaman boletos Vía Rápida o VIP.
									","
											Hoje em dia há muito poucas coisas
											que o dinheiro não possa comprar.
											Se forem condenados a uma pena de prisão
											em Santa Bárbara, na Califórnia,
											convém saberem
											que, se não gostarem 
do alojamento normal,
											podem comprar uma melhoria 
para a cela prisional.
											(Risos)
											É verdade. Quanto acham que pode custar?
											Qual seria o vosso palpite?
											Quinhentos dólares?
											Não é o Ritz-Carlton. É uma prisão!
											Oitenta e dois dólares por noite.
											Oitenta e dois dólares por noite.
											Se forem a um parque de diversões
											e não quiserem ficar em longas filas
											para as atrações mais concorridas,
											existe agora uma solução.
											Em muitos desses parques 
podemos pagar um extra
											para passar para a frente da fila.
											Chamam-lhe bilhetes ""rápidos"" ou VIP.
									","
											Günümüzde paranın satın alamayacağı
											pek az şey bulunuyor.
											Eğer bir süre için hapse mahkum edilirseniz,
											Santa Barbara, Kaliforniya'da,
											bilmeniz gereken bir şey;
											standart konaklama olanaklarını sevmediyseniz,
											bir hapishane hücresi yükseltmesi satın alabilirsiniz.
											Gerçekten. Ne kadara mal olduğunu düşünüyorsunuz?
											Ne kadar tahmin edebilirsiniz?
											Beş yüz dolar mı?
											Orası Ritz-Carlton değil, bir hapishane !
											Geceliği Seksen iki dolar.
											Geceliği seksen iki dolar.
											Eğer bir lunaparka giderde,
											popüler oyuncaklara binmek için uzun kuyruklarda
											beklemek istemezseniz,
											artık bir çözüm var.
											Birçok tema parkında, sıranın başına geçmek için
											ekstra ödeme yapabilirsiniz.
											Buna ""Hızlı hat"" veya ""VIP bilet"" diyorlar.
									","
											Today, there are very few things
											that money can't buy.
											If you're sentenced to a jail term
											in Santa Barbara, California,
											you should know
											that if you don't like the standard accommodations,
											you can buy a prison cell upgrade.
											It's true. For how much, do you think?
											What would you guess?
											Five hundred dollars?
											It's not the Ritz-Carlton. It's a jail!
											Eighty-two dollars a night.
											Eighty-two dollars a night.
											If you go to an amusement park
											and don't want to stand in the long lines
											for the popular rides,
											there is now a solution.
											In many theme parks, you can pay extra
											to jump to the head of the line.
											They call them Fast Track or VIP tickets.
									","
											Aujourd'hui, il y a très peu de choses
											que l'argent ne peut pas acheter.
											Si vous êtes condamné à une peine d'emprisonnement
											à Santa Barbara, Californie,
											il faut savoir
											que si vous n'aimez pas la version ""standard"" de votre cellule
											vous pouvez l'améliorer en payant.
											C'est vrai. Pour combien pensez-vous ?
											Vous diriez combien?
											Cinq cents dollars?
											Ce n'est pas le Ritz. C'est une prison!
											Quatre-vingt deux dollars par nuit.
											Quatre-vingt deux dollars par nuit.
											Quand vous allez dans un parc d'attractions
											et que vous n'avez pas envie de faire la queue
											pour les attractions les plus fréquentées,
											il existe une solution.
											Dans de nombreux parcs à thème, vous pouvez payer un supplément
											qui vous permet de couper la queue.
											On les appelle billets ""à embarquement prioritaire"" 
ou billets ""VIP"".
									","
											Heute gibt es sehr wenige Dinge,
											die man nicht mit Geld kaufen kann.
											Wenn Sie in Santa Barbara, Kalifornien,
											zu einer Gefängnisstrafe verurteilt wurden,
											dann können Sie sich,
											falls die Standard-Unterkünfte 
Ihnen nicht gefallen,
											einen Gefängniszellen-Upgrade kaufen.
											Ehrlich. Was glauben Sie, 
wie viel das kostet?
											Was schätzen Sie?
											Fünfhundert Dollar?
											Es ist nicht das Ritz-Carlton. 
Es ist ein Gefängnis!
											82 Dollar pro Nacht.
											82 Dollar.
											Wenn man in einen Freizeitpark geht
											und nicht in den langen Schlangen 
vor den populärsten Attraktionen
											warten will,
											gibt es jetzt eine Lösung.
											In vielen Themenparks 
kann man draufzahlen,
											um direkt an den Anfang
der Schlange zu gelangen.
											Das nennt man Schnellspur 
oder VIP-Tickets.
									",Why we shouldn't trust markets with our civic life,Michael Sandel,14:37,"Debate,business,social change,markets"
"
","
","
","
","
","
",Why we shouldn't trust markets with our civic life,Michael Sandel,14:37,"Debate,business,social change,markets"
"
											Y esto no está sucediendo únicamente 
en los parques de atracciones.
											En Washington, D.C., a veces se forman
											largas filas, colas,
											para las audiencias importantes del Congreso.
											Y a algunas personas 
no les gusta hacer esas largas colas,
											quizá una noche y hasta bajo la lluvia.
											Y entonces ahora hay, 
para grupos de presión y otros
											que estén deseosos de asistir a las audiencias
											pero que no les gusten las colas,
											empresas de hacer fila
											a las que uno puede acudir.
											Se les paga una cierta cantidad de dinero,
											contratan a habitantes de la calle 
y a otros que necesiten trabajo
											para que hagan la cola 
el tiempo que sea necesario,
											y el cabildero, justo antes de empezar la audiencia,
											toma el lugar de él o ella en la cabeza de la cola
											y puede así tener un asiento en primera fila.
											Pago por hacer fila.
									","
											Isto não acontece só 
nos parques de diversão.
											Em Washington, D.C., 
formam-se por vezes longas filas,
											para importantes sessões do Congresso.
											Ora bem, as pessoas não gostam 
de esperar em longas filas,
											talvez durante toda a noite, 
às vezes à chuva.
											Então, para lobistas e outras pessoas
											que querem assistir a essas sessões,
											mas não gostam de esperar,
											há companhias especializadas 
em colocar pessoas
											para reservar lugares em filas.
											Podemos contactá-las,
											pagamos-lhes uma certa quantia
em dinheiro
											e eles contratam pessoas sem-abrigo 
e outras que precisam de emprego
											para ficar na fila o tempo
que for preciso.
											Um pouco antes do início da sessão,
											o lobista coloca-se no lugar dele, 
no início da fila,
											e senta-se nas primeiras cadeiras da sala.
											Pagar para outra pessoa ficar na fila!
									","
											Ve bu sadece eğlence parklarında olmuyor.
											Washington, DC'de bazen
											önemli Kongre görüşmeleri nedeniyle
											uzun kuyruklar oluşuyor.
											Bazı insanlar uzun kuyruklarda beklemeyi sevmezler,
											Belki gece boyunca, hatta yağmurda bile.
											Ve şimdi, bu duruşmalara katılmak için
											çok hevesli olan, ama beklemeyi sevmeyen
											lobiciler ve diğerleri için, bazı şirketler var,
											sıra tutan şirketler,
											onlarla gidebilirsiniz,
											Onlara belirli bir miktar para ödeyebilirsiniz,
											onlar, evsiz insanları ve iş arayanları tutuyorlar,
											sıraya girip, gerektiği kadar beklemek için,
											ve lobiciler, görüşmenin başlamasından hemen önce
											gelip onların yerini alabiliyorlar, sıranın en başından,
											ve salonun ön koltuklarından.
											Paralı sıra bekleyicilik.
									","
											And this isn't only happening in amusement parks.
											In Washington, D.C., long lines,
											queues sometimes form
											for important Congressional hearings.
											Now some people don't like to wait in long queues,
											maybe overnight, even in the rain.
											So now, for lobbyists and others
											who are very keen to attend these hearings
											but don't like to wait, there are companies,
											line-standing companies,
											and you can go to them.
											You can pay them a certain amount of money,
											they hire homeless people and others who need a job
											to stand waiting in the line for as long as it takes,
											and the lobbyist, just before the hearing begins,
											can take his or her place at the head of the line
											and a seat in the front of the room.
											Paid line standing.
									","
											Et cela ne se limite pas qu'aux parcs d'attractions.
											A Washington, D.C., de longues files d'attente,
											des queues se forment parfois
											pour des audiences importantes du Congrès.
											Maintenant, certains n'aiment pas faire la queue
pendant des heures,
											parfois toute la nuit, et même sous la pluie.
											Donc, pour les lobbyistes et d'autres
											qui sont très désireux d'assister à ces audiences
											mais n'aiment pas attendre, il existe des sociétés,
											des sociétés 'qui-font-la-queue',
											vers lesquelles ils peuvent se tourner.
											Vous leur payez une certaine somme d'argent,
											ils emploient des SDF ou d'autres qui ont besoin de travailler
											pour faire la queue aussi longtemps qu'il le faut,
											et le lobbyiste, juste avant le début de l'audience,
											peut prendre sa place au début de la queue
											et s'asseoir au premier rang dans la salle.
											File d'attente payante.
									","
											Und das passiert nicht nur in Freizeitparks.
											In Washington, D.C., entstehen manchmal
											lange Warteschlangen
											bei wichtigen Kongressverhandlungen.
											Nun warten aber einige nicht gerne 
in langen Schlangen,
											manchmal nachts, sogar im Regen.
											Nun also, für Lobbyisten und andere,
											die ganz scharf auf 
solche Verhandlungen sind,
											aber nicht gerne warten, 
gibt es Unternehmen,
											schlangestehende Unternehmen,
											und man kann zu denen gehen,
											ihnen eine gewisse Summe zahlen,
											sie stellen Obdachlose und andere ein, 
die einen Job brauchen,
											um so lange wie nötig 
in der Schlange zu stehen,
											und der Lobbyist kann sich, 
kurz bevor die Verhandlung beginnt,
											seinen oder ihren Platz 
am Anfang der Schlange
											und einen Platz vorne im Raum einnehmen.
											Bezahltes Schlangestehen.
									",Why we shouldn't trust markets with our civic life,Michael Sandel,14:37,"Debate,business,social change,markets"
"
","
","
","
","
","
",Why we shouldn't trust markets with our civic life,Michael Sandel,14:37,"Debate,business,social change,markets"
"
											Está sucediendo, se está recurriendo 
a soluciones de mercado,
											a mecanismos de mercado 
y a esta forma de pensar
											en las grandes arenas.
											Piensen en la manera 
en que peleamos nuestras guerras.
											¿Sabían que, en Iraq y Afganistán,
											hubo en el terreno
más contratistas militares privados
											que efectivos militares de EE. UU.?
											Esto no es porque tuviéramos un debate público
											sobre la subcontratación de la guerra
											con empresas privadas,
											sino que es lo que sucedió.
									","
											Está a verificar-se o recurso 
a mecanismos de mercado,
											ao pensamento de mercado 
e a soluções de mercado
											em arenas bem maiores.
											Pensem na forma 
como fazemos as nossas guerras.
											Sabiam que, no Iraque e no Afeganistão,
											havia mais militares privados 
contratados no terreno
											do que militares das tropas dos EUA?
											Não porque tivesse havido um debate público
											sobre se devemos entregar ou não 
a guerra a terceiros,
											a companhias privadas,
											mas foi o que aconteceu.
									","
											Bu daha büyük alanlarda oluyor, piyasa mekanizmalarının,
											piyasanın düşünüş şeklinin ve
											piyasanın çözümlerine cevap olarak
											Bizim savaş yapma şeklimizi ele alalım.
											Biliyor muydunuz, Irak ve Afganistan'da,
											cephede ABD askeri birliklerinden daha fazla sayıda
											özel askeri taşeronlar var.
											Bu kamuoyunda, savaşta özel şirketleri taşeron olarak
											kullanmayı isteyip istemediğimizle ilgili
											bir tartışma olduğundan değil,
											Ama bu gerçekleşti.
									","
											It's happening, the recourse to market mechanisms
											and market thinking and market solutions,
											in bigger arenas.
											Take the way we fight our wars.
											Did you know that, in Iraq and Afghanistan,
											there were more private military contractors on the ground
											than there were U.S. military troops?
											Now this isn't because we had a public debate
											about whether we wanted to outsource war
											to private companies,
											but this is what has happened.
									","
											Ça existe, le recours aux mécanismes de marché
											et la pensée de marché ainsi que les solutions de marché
											dans de plus vastes domaines.
											Prenez la manière dont nous menons nos guerres.
											Saviez-vous que, en Irak et en Afghanistan,
											il y a plus d'entrepreneurs militaires privés sur le terrain
											que de troupes militaires américaines ?
											Ce n'est pas parce que nous avons eu un débat public
											pour décider de sous-traiter ou non la guerre
											à des sociétés privées,
											mais voici ce qui s'est passé.
									","
											Es ist so weit, der Rückanspruch 
von Marktmechanismus
											und Marktdenken und Marktlösungen,
											auf größeren Bühnen.
											Nehme man die Art, 
wie wir Kriege bestreiten.
											Wussten Sie, dass es 
in Irak und Afghanistan
											mehr private Militärunternehmer 
am Boden gab
											als US-amerikanische 
militärische Streitkräfte?
											Das liegt keineswegs an 
der öffentlichen Diskussion
											darüber, ob wir den Krieg 
an Privatunternehmen
											outsourcen möchten,
											aber so ist es passiert.
									",Why we shouldn't trust markets with our civic life,Michael Sandel,14:37,"Debate,business,social change,markets"
"
","
","
","
","
","
",Why we shouldn't trust markets with our civic life,Michael Sandel,14:37,"Debate,business,social change,markets"
"
											En las últimas tres décadas,
											hemos asistido a una revolución silenciosa.
											Hemos pasado casi sin darnos cuenta
											de tener una economía de mercado
											a convertirnos en sociedades de mercado.
											La diferencia es la siguiente: 
una economía de mercado es una herramienta,
											un instrumento valioso y eficaz
											para la organización de la actividad productiva,
											y una sociedad de mercado es un lugar donde
											casi todo está a la venta.
											Es una forma de vida en la que el pensamiento
											y los valores del mercado empiezan a dominar
											todos los aspectos de la vida:
											las relaciones personales, la vida familiar, 
la salud, la educación,
											la política, la ley, la vida cívica.
									","
											Nos últimos 30 anos
											temos vivido uma revolução silenciosa.
											Fomos desviados, 
quase sem nos apercebermos,
											de possuir uma economia de mercado
											para nos tornarmos sociedades de mercado.
											A diferença é esta: 
uma economia de mercado é uma ferramenta,
											uma ferramenta valiosa e eficaz,
											para organizar uma atividade produtiva.
											Mas uma sociedade de mercado é um lugar
											em que quase tudo está à venda.
											É um modo de vida em que começam a dominar
											o pensamento do mercado e os seus valores,
											todos os aspetos da vida:
											relações pessoais, 
vida familiar, saúde, educação,
											política, leis, cidadania.
									","
											Son otuz yılda,
											sessiz bir devrim yaşadık.
											Neredeyse farkında olmadan,
											bir pazar ekonomisine sahip olmaktan
											bir piyasa toplumu olmaya sürüklendik
											Fark şudur: Pazar ekonomisi bir araçtır,
											değerli ve etkili bir araç
											üretken etkinliği düzenlemek için,
											Ama piyasa toplumu, hemen hemen herşeyin
											satılık olduğu bir yerdir.
											Bu, piyasa düşüncesinin ve
											piyasa değerlerinin yaşamın her yönünde
											egemen olmaya başladığı bir yaşam biçimidir:
											kişisel ilişkiler, aile hayatı, sağlık, eğitim,
											siyaset, hukuk, toplumsal hayat.
									","
											Over the past three decades,
											we have lived through a quiet revolution.
											We've drifted almost without realizing it
											from having a market economy
											to becoming market societies.
											The difference is this: A market economy is a tool,
											a valuable and effective tool,
											for organizing productive activity,
											but a market society is a place where
											almost everything is up for sale.
											It's a way of life, in which market thinking
											and market values begin to dominate
											every aspect of life:
											personal relations, family life, health, education,
											politics, law, civic life.
									","
											Au cours des trois dernières décennies,
											nous avons vécu une révolution silencieuse.
											Nous avons dérivé, sans vraiment nous en rendre compte,
											d'une économie de marché
											à des sociétés de marché.
											La différence est la suivante : 
une économie de marché est un outil,
											un outil précieux et efficace,
											pour l'organisation de l'activité productive,
											mais une société de marché est un lieu où
											presque tout est à vendre.
											C'est un style de vie, dans lequel la pensée de marché
											et les valeurs de marché commencent à dominer
											tous les aspects de la vie :
											relations personnelles, vie de famille, santé, éducation,
											politique, justice et vie civique.
									","
											Über die letzten drei Jahrzehnte
											haben wir eine stille Revolution durchlebt.
											Wir haben uns, fast 
ohne es bemerkt zu haben,
											von einer Marktwirtschaft
											zu einer Marktgesellschaft bewegt.
											Der Unterschied ist folgender: 
Eine Marktwirtschaft ist ein Werkzeug,
											ein nützliches und effektives Werkzeug,
											um produktive Aktivität zu organisieren,
											aber eine Marktgesellschaft ist ein Ort,
											an dem fast alles zum Verkauf steht.
											Es ist eine Lebenshaltung,
in der Marktdenken
											und Marktwerte anfangen,
											jeden Aspekt des Lebens zu dominieren:
											persönliche Beziehungen, 
Familienleben, Gesundheit, Bildung,
											Politik, Recht, öffentliches Leben.
									",Why we shouldn't trust markets with our civic life,Michael Sandel,14:37,"Debate,business,social change,markets"
