en,tr,es,title,speaker,duration,tags
"
","
","
",Three ideas. Three contradictions. Or not.,Hannah Gadsby,18:33,"comedy,personal growth,creativity,art,storytelling,performance,Autism spectrum disorder,humor"
"
											My name is Hannah.
											And that is a palindrome.
											That is a word you can spell
the same forwards and backwards,
											if you can spell.
											But the thing is —
									","
											Benim adım Hannah.
											Bu bir palindrom.
											Yani baştan da sondan da 
aynı okunan kelimeler.
											Tabii heceleyebilirseniz.
											Olay şu ki —
									","
											Mi nombre es Hannah.
											Y es un palíndromo.
											Es una palabra que puedes deletrear igual
al derecho y al revés,
											si puedes deletrear.
											Pero la cuestión es...
									",Three ideas. Three contradictions. Or not.,Hannah Gadsby,18:33,"comedy,personal growth,creativity,art,storytelling,performance,Autism spectrum disorder,humor"
"
","
","
",Three ideas. Three contradictions. Or not.,Hannah Gadsby,18:33,"comedy,personal growth,creativity,art,storytelling,performance,Autism spectrum disorder,humor"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									",Three ideas. Three contradictions. Or not.,Hannah Gadsby,18:33,"comedy,personal growth,creativity,art,storytelling,performance,Autism spectrum disorder,humor"
"
","
","
",Three ideas. Three contradictions. Or not.,Hannah Gadsby,18:33,"comedy,personal growth,creativity,art,storytelling,performance,Autism spectrum disorder,humor"
"
											my entire family have palindromic names.
											It's a bit of a tradition.
											We've got Mum, Dad —
									","
											tüm ailem palindromik isimlere sahip.
											Bir nevi gelenek.
											Ana, Ata —
									","
											toda mi familia tiene nombres palíndromos.
											Es como una tradición.
											Tenemos Mum [mamá], Dad (papá)...
									",Three ideas. Three contradictions. Or not.,Hannah Gadsby,18:33,"comedy,personal growth,creativity,art,storytelling,performance,Autism spectrum disorder,humor"
"
","
","
",Three ideas. Three contradictions. Or not.,Hannah Gadsby,18:33,"comedy,personal growth,creativity,art,storytelling,performance,Autism spectrum disorder,humor"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									",Three ideas. Three contradictions. Or not.,Hannah Gadsby,18:33,"comedy,personal growth,creativity,art,storytelling,performance,Autism spectrum disorder,humor"
"
","
","
",Three ideas. Three contradictions. Or not.,Hannah Gadsby,18:33,"comedy,personal growth,creativity,art,storytelling,performance,Autism spectrum disorder,humor"
"
											Nan, Pop.
									","
											Nan, Pop.
									","
											Nan, Pop
									",Three ideas. Three contradictions. Or not.,Hannah Gadsby,18:33,"comedy,personal growth,creativity,art,storytelling,performance,Autism spectrum disorder,humor"
"
","
","
",Three ideas. Three contradictions. Or not.,Hannah Gadsby,18:33,"comedy,personal growth,creativity,art,storytelling,performance,Autism spectrum disorder,humor"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									",Three ideas. Three contradictions. Or not.,Hannah Gadsby,18:33,"comedy,personal growth,creativity,art,storytelling,performance,Autism spectrum disorder,humor"
"
","
","
",Three ideas. Three contradictions. Or not.,Hannah Gadsby,18:33,"comedy,personal growth,creativity,art,storytelling,performance,Autism spectrum disorder,humor"
"
											And my brother, Kayak.
									","
											Bir de kardeşim Kayak.
									","
											y mi hermano, Kayak.
									",Three ideas. Three contradictions. Or not.,Hannah Gadsby,18:33,"comedy,personal growth,creativity,art,storytelling,performance,Autism spectrum disorder,humor"
"
","
","
",Three ideas. Three contradictions. Or not.,Hannah Gadsby,18:33,"comedy,personal growth,creativity,art,storytelling,performance,Autism spectrum disorder,humor"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									",Three ideas. Three contradictions. Or not.,Hannah Gadsby,18:33,"comedy,personal growth,creativity,art,storytelling,performance,Autism spectrum disorder,humor"
"
","
","
",Three ideas. Three contradictions. Or not.,Hannah Gadsby,18:33,"comedy,personal growth,creativity,art,storytelling,performance,Autism spectrum disorder,humor"
"
											There you go.
											That's just a bit a joke, there.
									","
											İşte oldu.
											Sadece biraz şaka.
									","
											Ahí lo tienen.
											Es solo una broma.
									",Three ideas. Three contradictions. Or not.,Hannah Gadsby,18:33,"comedy,personal growth,creativity,art,storytelling,performance,Autism spectrum disorder,humor"
"
","
","
",Three ideas. Three contradictions. Or not.,Hannah Gadsby,18:33,"comedy,personal growth,creativity,art,storytelling,performance,Autism spectrum disorder,humor"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									",Three ideas. Three contradictions. Or not.,Hannah Gadsby,18:33,"comedy,personal growth,creativity,art,storytelling,performance,Autism spectrum disorder,humor"
"
","
","
",Three ideas. Three contradictions. Or not.,Hannah Gadsby,18:33,"comedy,personal growth,creativity,art,storytelling,performance,Autism spectrum disorder,humor"
