en,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",The way we think about work is broken,Barry Schwartz,8:02,"business,economics,happiness,psychology,work,science,TED Books"
"
											Today I'm going to talk about work.
											And the question I want to ask
and answer is this:
											""Why do we work?""
											Why do we drag ourselves
out of bed every morning
											instead of living our lives
											just filled with bouncing from one
TED-like adventure to another?
									","
											Bugün iş hakkında konuşacağım.
											Sormak ve cevaplamak istediğim soru şu:
											""Niye çalışıyoruz?""
											Neden bir TED benzeri maceradan 
diğerine atlamakla
											dolu bir hayat yaşamak yerine,
											her sabah kendimizi yataktan 
dışarı sürüklüyoruz?
									","
											Aujourd'hui, je vais parler du travail.
											La question que je pose
et à laquelle je réponds est :
											« Pourquoi travaillons-nous ? »
											Pourquoi nous tirons-nous
du lit chaque matin
											au lieu de vivre nos vies
											simplement remplies, rebondissant
d'une aventure TED à une autre ?
									","
											Heute werde ich über Arbeit sprechen.
											Dabei möchte ich folgende Frage
stellen und beantworten:
											""Warum arbeiten wir?""
											Warum quälen wir uns
jeden Morgen aus dem Bett
											und jagen stattdessen nicht
											einem TED-artigen Abenteuer
nach dem anderen nach?
									",The way we think about work is broken,Barry Schwartz,8:02,"business,economics,happiness,psychology,work,science,TED Books"
"
","
","
","
",The way we think about work is broken,Barry Schwartz,8:02,"business,economics,happiness,psychology,work,science,TED Books"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Gelächter)
									",The way we think about work is broken,Barry Schwartz,8:02,"business,economics,happiness,psychology,work,science,TED Books"
"
","
","
","
",The way we think about work is broken,Barry Schwartz,8:02,"business,economics,happiness,psychology,work,science,TED Books"
"
											You may be asking yourselves
that very question.
											Now, I know of course,
we have to make a living,
											but nobody in this room thinks
that that's the answer to the question,
											""Why do we work?""
											For folks in this room,
the work we do is challenging,
											it's engaging, it's stimulating,
it's meaningful.
											And if we're lucky,
it might even be important.
									","
											Kendinize tam da bu soruyu 
soruyor olabilirsiniz.
											Biliyorum, elbette ki geçinmek zorundayız;
											ama ""Niye çalışıyoruz?"" sorusuna 
cevabın bu olmadığını bu odadaki
											herkes biliyor.
											Bu odadaki kişiler için, 
yaptığımız iş zorlayıcı,
											ilgi uyandırıcı, ilham verici, anlamlı.
											Eğer şanslıysak, önemli bile olabilir.
									","
											Vous vous posez sans doute
cette question.
											Je sais bien sûr
que nous devons gagner notre vie,
											mais personne dans cette salle pense
que c'est la réponse à
											« Pourquoi travaillons-nous ? »
											Pour les gens dans cette salle,
le travail que nous faisons est difficile,
											il est engageant, stimulant
et significatif.
											Et si nous sommes chanceux,
il peut même être important.
									","
											Vielleicht fragen Sie sich ja genau das.
											Natürlich müssen wir
unser täglich Brot verdienen,
											aber niemand hier glaubt wirklich,
das sei die Antwort auf die Frage:
											""Warum arbeiten wir?""
											Für uns hier in diesem Raum ist
unsere Arbeit herausfordernd,
											ansprechend, anregend und sinnvoll.
											Wenn wir Glück haben, ist sie
vielleicht sogar bedeutend.
									",The way we think about work is broken,Barry Schwartz,8:02,"business,economics,happiness,psychology,work,science,TED Books"
"
","
","
","
",The way we think about work is broken,Barry Schwartz,8:02,"business,economics,happiness,psychology,work,science,TED Books"
"
											So, we wouldn't work
if we didn't get paid,
											but that's not why we do what we do.
											And in general,
											I think we think that material rewards
are a pretty bad reason
											for doing the work that we do.
											When we say of somebody
that he's ""in it for the money,""
											we are not just being descriptive.
									","
											Eğer para verilmeseydi, çalışmazdık;
											ama yaptığımız şeyi yapma 
sebebimiz bu değil.
											Bence genelde,
											yaptığımız işi yapmak için 
maddi ödüllerin oldukça
											kötü bir sebep olduğunu düşünüyoruz.
											Biri hakkında ""işi para 
için yapıyor"" dersek,
											pek iyi tasvir etmiş olmayız.
									","
											Nous ne travaillerions pas
sans être payé,
											mais ça n'est pas pourquoi
nous le faisons.
											En général,
											nous pensons que les récompenses
matérielles sont une mauvaise raison
											pour faire le travail que nous faisons.
											Quand nous disons de quelqu'un
qu'il est « là pour l'argent »,
											nous ne sommes pas simplement descriptifs.
									","
											Wir würden zwar nicht
ohne Bezahlung arbeiten,
											aber das ist nicht der Grund,
warum wir arbeiten.
											Materielle Entlohnung halten wir allgemein
											für eine eher schlechte Begründung
											für unsere berufliche Tätigkeit.
									",The way we think about work is broken,Barry Schwartz,8:02,"business,economics,happiness,psychology,work,science,TED Books"
"
","
","
","
",The way we think about work is broken,Barry Schwartz,8:02,"business,economics,happiness,psychology,work,science,TED Books"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											Wenn wir etwa sagen:
""Der macht es nur fürs Geld"",
									",The way we think about work is broken,Barry Schwartz,8:02,"business,economics,happiness,psychology,work,science,TED Books"
"
","
","
","
",The way we think about work is broken,Barry Schwartz,8:02,"business,economics,happiness,psychology,work,science,TED Books"
"
											Now, I think this is totally obvious,
											but the very obviousness of it
raises what is for me
											an incredibly profound question.
											Why, if this is so obvious,
											why is it that for the overwhelming
majority of people on the planet,
											the work they do
has none of the characteristics
											that get us up and out of bed
and off to the office every morning?
											How is it that we allow
the majority of people on the planet
											to do work that is monotonous,
meaningless and soul-deadening?
											Why is it that as capitalism developed,
											it created a mode of production,
of goods and services,
											in which all the nonmaterial satisfactions
that might come from work were eliminated?
											Workers who do this kind of work,
											whether they do it in factories,
in call centers,
											or in fulfillment warehouses,
											do it for pay.
											There is certainly no other earthly reason
to do what they do except for pay.
									","
											Bence bu tamamen aşikâr;
											ama benim için bu kadar açık olması
											inanılmaz derin bir soruyu akla getiriyor.
											Eğer bu kadar aşikârsa,
											niye gezegendeki insanların 
çok büyük bir çoğunluğunun
											yaptıkları iş, bizi her sabah uyandırıp, 
yataktan kaldırarak
											ofise gitmemizi sağlayan özelliklerin 
hiçbirine sahip değil?
											Nasıl oluyor da gezegendeki 
insanların çoğunun
											monoton, anlamsız ve insanı tüketen işler 
yapmalarına izin veriyoruz?
											Neden kapitalizm geliştikçe,
											işten gelebilecek maddi olmayan 
tatminlerin hepsini yok eden
											mallar ve hizmetleri üreten 
bir model yarattık?
											Bu tip işleri yapan çalışanlar,
											ister fabrikalarda, çağrı 
merkezlerinde olsun,
											isterse ikmal depolarında,
											işi para için yapıyorlar.
											Yaptıkları işi yapmak için para dışında 
kesinlikle akla gelen başka bir neden yok.
									","
											Je pense que c'est tout à fait évident,
											mais l'évidence même de ça
soulève ce qui pour moi
											une question incroyablement profonde.
											Pourquoi, si c'est si évident,
											pourquoi est-ce que, pour l'écrasante
majorité des gens sur la planète,
											le travail qu'ils font
n'a aucune des caractéristiques
											qui font nous sortir du lit et aller
au bureau tous les matins ?
											Comment est-ce que nous laissons
la majorité des gens sur la planète
											faire un travail qui est monotone,
vide de sens et qui amoindrit l'âme ?
											Pourquoi alors est-ce que
que le capitalisme s'est développé,
											il a créé un mode de production,
des biens et services, où
											toutes les satisfactions immatérielles 
des travaux ont été éliminées ?
											Les travailleurs qui font
ce genre de travail,
											qu'ils le fassent dans des usines,
dans des centres d'appels,
											ou dans des entrepôts de logistique,
											le font pour un salaire.
											Il n'y a aucune autre raison terrestre
de le faire à part pour un salaire.
									","
											dann ist das keine neutrale Beschreibung.
											(Gelächter)
											Das ist wohl vollkommen einleuchtend.
											Aber genau darum stellt sich mir
											eine unglaublich tiefgreifende Frage:
											Wenn das so einleuchtend ist,
											warum hat die weit überwiegende Mehrheit
der Menschen auf diesem Planeten
											dann eine Arbeit, für die sie morgens
nicht aus dem gleichen Grund
											wie wir aufstehen und ins Büro gehen?
											Wie können wir nur zusehen, wie die
Mehrheit der Menschen auf der Welt
											einer eintönigen, bedeutungslosen
und zermürbenden Arbeit nachgeht?
											Wieso konnten durch den Kapitalismus
											Produktionsbedingungen für
Waren und Dienstleistungen entstehen,
											die der Arbeit jegliche
nicht-materielle Befriedigung nahmen?
											Einer derartigen Arbeit,
											sei es in Fabriken, in Callcentern
											oder in Verpackungsbetrieben,
									",The way we think about work is broken,Barry Schwartz,8:02,"business,economics,happiness,psychology,work,science,TED Books"
"
","
","
","
",The way we think about work is broken,Barry Schwartz,8:02,"business,economics,happiness,psychology,work,science,TED Books"
