en,pt,fr,de,title,speaker,duration,tags
"
","
","
","
",The danger of hiding who you are,Morgana Bailey,10:22,"LGBT,business,social change,work,gender equality"
"
											When I was young,
I prided myself as a nonconformist
											in the conservative
U.S. state I live in, Kansas.
											I didn't follow along with the crowd.
											I wasn't afraid to try
weird clothing trends or hairstyles.
											I was outspoken and extremely social.
											Even these pictures and postcards 
of my London semester abroad 16 years ago
											show that I obviously didn't care
if I was perceived as weird or different.
											(Laughter)
									","
											Quando era jovem,
orgulhava-me de não ser conformista
											no conservador estado americano 
em que vivo, o Kansas.
											Não costumava seguir o rebanho.
											Não tinha medo de experimentar 
roupas ou penteados estranhos.
											Não tinha medo de dar a minha
opinião e era extremamente social.
											Até estas fotografias e postais do meu
semestre em Londres há 16 anos
											mostram que eu não me importava se os 
outros pensavam que era estranha.
											(Risos)
									","
											Quand j’étais jeune,
je me piquais d’être anticonformiste
											dans l’état conservateur
dans lequel je vis, le Kansas.
											Je n'imitais pas la foule.
											Je n’avais pas peur d’oser
des tenues ou des coiffures bizarres.
											J’étais franche et extrêmement sociable.
											Même ces photos et cartes postales
de mon semestre à Londres, il y a 16 ans,
											montrent qu’il m’importait peu
d’être perçue comme bizarre ou différente.
											(Rires)
									","
											Als ich jung war, war ich stolz darauf,
im konservativen US-Bundesstaat Kansas
											jemand zu sein, der sich nicht anpasste.
											Ich ging andere Wege als die Masse,
											ich schreckte nicht vor verrückten 
Modetrends oder Frisuren zurück,
											ich nahm kein Blatt vor den Mund
und war sehr sozial.
											Selbst die 16 Jahre alten 
Bilder und Postkarten
											von meinem Auslandssemester 
in London zeigen,
											dass es mir wirklich egal war, ob mich
andere komisch oder anders fanden.
											(Lachen)
									",The danger of hiding who you are,Morgana Bailey,10:22,"LGBT,business,social change,work,gender equality"
"
","
","
","
",The danger of hiding who you are,Morgana Bailey,10:22,"LGBT,business,social change,work,gender equality"
"
											But that same year 
I was in London, 16 years ago,
											I realized something about myself
that actually was somewhat unique,
											and that changed everything.
											I became the opposite
of who I thought I once was.
											I stayed in my room
instead of socializing.
											I stopped engaging in clubs
and leadership activities.
											I didn't want to stand out
in the crowd anymore.
											I told myself it was because
I was growing up and maturing,
											not that I was suddenly
looking for acceptance.
											I had always assumed I was immune
to needing acceptance.
											After all, I was a bit unconventional.
											But I realize now
											that the moment I realized
something was different about me
											was the exact same moment
that I began conforming and hiding.
									","
											Mas nesse mesmo ano em que
eu estava em Londres, há 16 anos,
											percebi algo sobre mim
que era efetivamente algo único
											e isso mudou tudo.
											Tornei-me o oposto de
quem eu achava que era.
											Ficava no meu quarto em
vez de socializar.
											Deixei de participar nos clubes
e em atividades de liderança.
											Já não queria destacar-me da multidão.
											Dizia a mim mesma que era porque
estava a crescer e a amadurecer,
											não porque estava, de repente,
à procura de aceitação.
											Assumi sempre que era imune
à necessidade de aceitação.
											Afinal, eu era pouco convencional.
											Mas agora percebo
											que o momento em que percebi
que havia algo de diferente em mim
											foi o exato momento em que
me comecei a conformar e a esconder.
									","
											Mais cette année-là, il y a 16 ans,
au cours de mon séjour à Londres,
											j’ai pris conscience que j'avais 
quelque chose de relativement différent,
											et ça a tout bouleversé.

											Je suis devenue le contraire
de ce que je croyais être.
											Je restais dans ma chambre
au lieu de socialiser.
											J’ai arrêté de m’engager dans des groupes
et des activités d’encadrement.
											Je ne voulais plus du tout
me distinguer des autres.
											Je me disais que c’était 
parce que je grandissais et murissais,
											et non pas que je recherchais
d’être acceptée par les autres.
											J’ai toujours considéré être à l’ abri
du besoin d’être acceptée.
											Apres tout, j’étais un peu atypique.
											Mais je réalise maintenant,
											que c’est au moment 
où j’ai ressenti être différente
											que j’ai commencé
à me conformer et me cacher.
									","
											Doch als ich vor 16 Jahren
dort in London war,
											entdeckte ich etwas an mir, 
das wirklich einzigartig war.
											Und das sollte alles verändern.
											Ich wurde das genaue Gegenteil von dem,
was ich gedacht hatte zu sein.
											Ich blieb zuhause, anstatt raus zu gehen.
											Ich hörte auf, mich in Vereinen 
und Gruppen zu engagieren.
											Ich wollte nicht mehr auffallen.
											Ich sagte mir, ich würde älter
und erwachsener werden,
											und nicht plötzlich 
nach Bestätigung suchen.
											Ich dachte nämlich immer,
das bräuchte ich nicht.
											Ich war ja immer etwas unkonventionell.
											Aber jetzt verstehe ich,
											dass genau der Moment, in dem ich
etwas anderes an mir entdeckte,
											der Moment war, in dem ich begann,
mich zu verstecken und anzupassen.
									",The danger of hiding who you are,Morgana Bailey,10:22,"LGBT,business,social change,work,gender equality"
"
","
","
","
",The danger of hiding who you are,Morgana Bailey,10:22,"LGBT,business,social change,work,gender equality"
"
											Hiding is a progressive habit,
											and once you start hiding,
											it becomes harder and harder
to step forward and speak out.
											In fact, even now,
											when I was talking to people
about what this talk was about,
											I made up a cover story
											and I even hid the truth
about my TED Talk.
											So it is fitting and scary
											that I have returned 
to this city 16 years later
											and I have chosen this stage
to finally stop hiding.
											What have I been hiding
for 16 years?
											I am a lesbian.
									","
											Esconder-se é um hábito progressivo,
											uma vez que nos 
começamos a esconder,
											torna-se cada vez mais difícil 
dar um passo em frente e falar.
											De facto, mesmo agora,
											quando contei a algumas pessoas 
qual o assunto desta palestra,
											inventei uma história
											e escondi a verdade 
sobre a minha TED Talk.
											Portanto parece-me apropriado e assustador
											voltar a esta cidade 16 anos mais tarde
											e escolher este palco para, finalmente,
deixar de me esconder.
											O que é que eu andei a esconder
durante 16 anos?
											Sou lésbica.
									","
											Se cacher est une habitude 
qui vient progressivement
											et dès que vous commencez,
											il devient de plus en plus difficile
d’aller de l’avant et de s'exprimer.
											En fait, même là,
											quand je racontais aux gens
de quoi parlait mon exposé,
											j’ai dû inventer une histoire
											et même cacher la vérité
sur mon TED Talk.
											Voici le moment propice et effrayant
											que d’être revenue 16 ans plus tard
dans cette ville,
											et d’avoir choisi cette scène
pour enfin, arrêter de me cacher.
											Qu'est ce que je cache depuis 16 ans ?
											Je suis une lesbienne.
									","
											Verstecken wird zur Gewohnheit.
											Wenn man erst einmal anfängt,
											wird es immer schwerer, da wieder heraus 
zu kommen und die Wahrheit zu sagen.
											Selbst jetzt,
											als ich mit Leuten über diesen
Vortrag und seinen Inhalt sprach,
											sagte ich ihnen nicht die Wahrheit
											und dachte mir stattdessen
eine andere Geschichte aus.
											Es ist also irgendwie bedeutsam 
und ein wenig unheimlich,
											dass ich nach 16 Jahren 
hierher zurückgekehrt bin
											und mir diese Bühne ausgesucht habe,
um endlich mit dem Verstecken aufzuhören.
											Was habe ich 16 Jahre lang versteckt?
											Ich bin lesbisch.
									",The danger of hiding who you are,Morgana Bailey,10:22,"LGBT,business,social change,work,gender equality"
"
","
","
","
",The danger of hiding who you are,Morgana Bailey,10:22,"LGBT,business,social change,work,gender equality"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									",The danger of hiding who you are,Morgana Bailey,10:22,"LGBT,business,social change,work,gender equality"
"
","
","
","
",The danger of hiding who you are,Morgana Bailey,10:22,"LGBT,business,social change,work,gender equality"
"
											Thank you.
									","
											Obrigada.
									","
											Merci.
									","
											Danke schön.
									",The danger of hiding who you are,Morgana Bailey,10:22,"LGBT,business,social change,work,gender equality"
