en,es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Experiments that point to a new understanding of cancer,Mina Bissell,16:18,"biology,cancer,health care,science,health,chemistry,molecular biology,genetics,DNA,microbiology,women,medical research,illness,disease,medicine,innovation"
"
											Now, I don't usually like cartoons,
											I don't think many of them are funny,
											I find them weird. But I love this cartoon from the New Yorker.
									","
											No me suelen gustar las tiras cómicas,
											la mayoría no me parecen graciosas,
											me resultan extrañas. Pero me encanta esta viñeta del New Yorker.
									","
											Ben genelde karikatürlerden hoşlanmadığımdan,
											pek çoğunun komik olduğunu düşünmüyorum,
											onları garip buluyorum. Ama New Yorker'daki şu karikatüre bayılıyorum.
									","
											En général, je n'aime pas les caricatures,
											je ne pense pas qu'il y en ait beaucoup de drôles,
											je les trouve bizarres. Mais j'aime ce dessin du New Yorker.
									","
											Nun, normalerweise mag ich Cartoons nicht besonders.
											Viele finde ich gar nicht so lustig.
											Ich finde sie eher seltsam. Aber diesen Cartoon hier, 
aus dem New Yorker, den liebe ich.
									",Experiments that point to a new understanding of cancer,Mina Bissell,16:18,"biology,cancer,health care,science,health,chemistry,molecular biology,genetics,DNA,microbiology,women,medical research,illness,disease,medicine,innovation"
"
","
","
","
","
",Experiments that point to a new understanding of cancer,Mina Bissell,16:18,"biology,cancer,health care,science,health,chemistry,molecular biology,genetics,DNA,microbiology,women,medical research,illness,disease,medicine,innovation"
"
											(Text: Never, ever think outside the box.) (Laughter)
									","
											(Texto: Ni se te ocurra salirte de los límites) (Risas)
									","
											(Yazı: Asla, ama asla kutunun dışında düşünme.) (Gülüşler)
									","
											(Texte : n'essaye jamais d'être d'original.) (Rires)
									","
											(Text: Denke nie, nie außerhalb der Kiste.) 
(Lachen)
									",Experiments that point to a new understanding of cancer,Mina Bissell,16:18,"biology,cancer,health care,science,health,chemistry,molecular biology,genetics,DNA,microbiology,women,medical research,illness,disease,medicine,innovation"
"
","
","
","
","
",Experiments that point to a new understanding of cancer,Mina Bissell,16:18,"biology,cancer,health care,science,health,chemistry,molecular biology,genetics,DNA,microbiology,women,medical research,illness,disease,medicine,innovation"
"
											So, the guy is telling the cat,
											don't you dare think outside the box.
											Well, I'm afraid I used to be the cat.
											I always wanted to be outside the box.
											And it's partly because I came to this field
											from a different background, chemist and a bacterial geneticist.
											So, what people were saying to me
											about the cause of cancer, sources of cancer,
											or, for that matter, why you are who you are,
											didn't make sense.
									","
											El tipo le está diciendo al gato:
											«no te atrevas a pensar fuera de lo convencional».
											Pues me temo que yo solía ser el gato.
											Siempre deseaba pensar creativamente.
											Y en parte, es debido a que llegué a esta especialidad
											desde una rama diferente, genetista química y bacteriana.
											Lo que la gente me decía
											acerca de la causa del cáncer, la procedencia del cáncer
											o el motivo por el que somos lo que somos,
											no tenía sentido.
									","
											Yani, adam kediye kutunun dışında düşünmeye
											cüret etmemesini söylüyor.
											Şey, korkarım, ben bu kedi gibiydim.
											Her zaman kutunun dışında olmak istedim.
											Ve bu biraz da bu alana
											farklı bir zeminden, kimya ve bakteri genetiğinden, geldiğim için böyle.
											Böylece, insanların bana
											kanserin sebebi, kaynakları ve hatta
											neden olduğun kişi olduğun hakkında söyledikleri
											bana mantıklı gelmedi.
									","
											Donc, le gars dit au chat,
											n'essaye jamais d'être d'original.
											J'ai bien peur d'avoir été ce chat.
											J'ai toujours voulu être originale.
											C'est pour cela que j'en suis venue à ce domaine
											alors qu'auparavant, j'étais dans la chimie et la génétique bactérienne.
											Les gens me parlaient
											des causes du cancer, des sources de cancer,
											ou, d'ailleurs, des raisons pour lesquelles vous êtes qui vous êtes,
											cela n'avait pas de sens.
									","
											Der Mann sagt also zu der Katze:
											""Wag es ja nicht, quer zu denken.""
											Nun, es tut mir leid, ich war immer die Katze.
											Ich wollte immer um die Ecke denken.
											Und das ist teilweise der Grund, 
weshalb ich mit diesem Hintergrund,
											als Chemikerin und Bakteriengenetikerin, 
zu diesem Beruf kam.
											Also, was die Leute mir
											über die Ursache von Krebs, 
die Auslöser von Krebs erzählten,
											oder auch, warum du bist, wer du bist,
											das machte keinen Sinn.
									",Experiments that point to a new understanding of cancer,Mina Bissell,16:18,"biology,cancer,health care,science,health,chemistry,molecular biology,genetics,DNA,microbiology,women,medical research,illness,disease,medicine,innovation"
"
","
","
","
","
",Experiments that point to a new understanding of cancer,Mina Bissell,16:18,"biology,cancer,health care,science,health,chemistry,molecular biology,genetics,DNA,microbiology,women,medical research,illness,disease,medicine,innovation"
"
											So, let me quickly try and tell you why I thought that
											and how I went about it.
											So, to begin with, however,
											I have to give you a very, very quick lesson
											in developmental biology,
											with apologies to those of you who know some biology.
											So, when your mom and dad met,
											there is a fertilized egg,
											that round thing with that little blip.
											It grows and then it grows,
											and then it makes this handsome man.
									","
											Permítanme rápidamente explicarles por qué pensaba eso
											y cómo lo abordé.
											Para empezar, no obstante,
											tengo que darles una clase muy rápida
											de biología del desarrollo,
											mis disculpas a aquellos que sepan algo de biología.
											Cuando sus mamás y papás se encontraron,
											se forma un huevo fertilizado,
											esa cosa redonda con esa pequeña irregularidad,
											que crece y crece,
											hasta convertirse en este hombre atractivo.
									","
											Şimdi, size neden böyle düşündüğümü ve
											nasıl ele aldığımı hızlıca anlatmaya çalışayım.
											Fakat başlangıç için,
											biraz biyoloji bilenlerden özür dileyerek,
											sizlere çok çok kısa bir gelişim biyolojisi dersi
											vermek zorundayım.
											Anneniz ve babanız buluştuğunda,
											döllenmiş bir yumurta oldu;
											şu küçük çıkıntılı yuvarlak şey.
											O büyüyor, büyüyor
											ve sonra bu yakışıklı adamı meydana getiriyor.
									","
											Permettez-moi donc, rapidement, d'essayer de vous dire pourquoi j'ai pensé ça
											et comment je m'y suis prise.
											Pour commencer, cependant,
											je dois vous donner une leçon très, très rapide
											en biologie du développement,
											avec mes excuses à ceux d'entre vous qui s'y connaissent en biologie.
											Lorsque votre papa et maman se sont rencontrés,
											il y a un œuf fécondé,
											cette chose ronde avec une petite excroissance.
											Il grandit encore et encore,
											et puis il fait ce bel homme.
									","
											Lassen Sie mich kurz erklären, 
warum ich das dachte
											und was ich unternahm.
											Aber zu Anfang
											muss ich Ihnen eine sehr, sehr kurze Lektion
											in Entwicklungsbiologie erteilen
											und entschuldige mich gleich bei denen, 
die etwas von Biologie verstehen.
											Als Ihre Mutter und Ihr Vater 
sich kennenlernten,
											gab es da ein befruchtetes Ei,
											dieses runde Ding mit dem kleinen Fleck.
											Es wächst und wächst
											und dann wird es zu diesem attraktiven Mann.
									",Experiments that point to a new understanding of cancer,Mina Bissell,16:18,"biology,cancer,health care,science,health,chemistry,molecular biology,genetics,DNA,microbiology,women,medical research,illness,disease,medicine,innovation"
"
","
","
","
","
",Experiments that point to a new understanding of cancer,Mina Bissell,16:18,"biology,cancer,health care,science,health,chemistry,molecular biology,genetics,DNA,microbiology,women,medical research,illness,disease,medicine,innovation"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkış)
									","
											(Applaudissements)
									","
											(Applaus)
									",Experiments that point to a new understanding of cancer,Mina Bissell,16:18,"biology,cancer,health care,science,health,chemistry,molecular biology,genetics,DNA,microbiology,women,medical research,illness,disease,medicine,innovation"
