en,pt,fr,title,speaker,duration,tags
"
","
","
",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
											Hi.
											You might have noticed
that I have half a beard.
											It's not because I lost a bet.
											Many years ago, I was badly burned.
											Most of my body is covered with scars,
											including the right side of my face.
											I just don't have hair.
That's just how it happened.
											It looks symmetrical, but almost.
									","
											Olá.
											Já devem ter reparado 
que só tenho metade da barba.
											Não é porque perdi uma aposta.
											Há muitos anos, fiquei gravemente queimado
											A maior parte do meu corpo
está coberta de cicatrizes
											incluindo o lado direito do meu rosto.
											Não tenho cabelo.
Foi isso que aconteceu.
											Parece simétrico, é quase.
									","
											Bonjour.
											Vous avez peut-être remarqué
que j'ai une demie barbe.
											Ce n'est pas parce que j'ai perdu un pari.
											Il y a de nombreuses années,
j'ai été sévèrement brûlé.
											Mon corps est couvert de cicatrices,
											y compris le côté droit de mon visage.
											Je n'ai simplement pas de poils.
C'est arrivé, c'est tout.
											Cela semble presque symétrique.
									",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
","
","
",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
											Anyway, now that we discussed facial hair,
											let's move to social science.
											And in particular, I want us to think
about where is the potential for humanity
											and where we are now.
											And if you think about it,
there's a big gap
											between where we think we could be
and where we are,
											and it's in all kinds of areas.
									","
											Mas agora que discutimos os pelos faciais,
											vamos às ciências sociais.
											Em particular, pensemos onde
fica o potencial da humanidade
											e onde estamos agora.
											Se pensarem nisso,
há um grande fosso
											entre onde pensamos poder estar
e onde estamos,
											e é em todo o tipo de áreas.
									","
											Bref, maintenant que
nous avons discuté de barbe,
											passons aux sciences sociales.
											En particulier, je veux que nous
réfléchissions aux questions de savoir
											où se trouve le potentiel de l'humanité
											et où nous en sommes actuellement.
											Quand on y réfléchit,
il y a un grand fossé
											entre où nous pensons pouvoir être
et où nous sommes,
											dans toutes sortes de domaines.
									",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
","
","
",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
											So let me ask you:
											How many of you in the last month
have eaten more than you think you should?
											Just kind of general. OK.
											How many of you in the last month have
exercised less than you think you should?
											OK, and for how many of you
has raising your hands twice
											been the most exercise you got today?
									","
											Por isso, vou perguntar-vos:
											No mês passado, quem comeu mais
do que aquilo que acha que devia?
											Apenas em geral. Ok.
											No mês passado, quem aqui se exercitou
menos do que aquilo que acha que devia?
											Ok, e para aqueles que levantaram
as mãos duas vezes
											qual foi o maior exercício
que fizeram hoje?
									","
											J'ai une question pour vous :
											le mois dernier, combien d'entre vous
ont mangé plus qu'ils ne devraient ?
											En général. D'accord.
											Le mois dernier, combien d'entre vous
											ont fait moins de sport
qu'ils ne devraient ?
											Et pour combien d'entre vous
lever deux fois la main -
											a été l'activité la plus sportive
de la journée ?
									",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
","
","
",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
","
","
",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
											How many of you have ever
texted while driving?
											OK, we're getting honest.
Let's test your honesty.
											How many people here in the last month
											have not always washed your hands
when you left the bathroom?
									","
											Quantos de vocês já enviaram
mensagens enquanto conduziam?
											Ok, estamos a ficar honestos. 
Vamos testar a vossa honestidade.
											Quantas pessoas aqui, no mês passado,
											não lavou sempre as mãos
depois de sair da casa de banho?
									","
											Combien d'entre vous ont déjà
envoyé des messages en conduisant ?
											Nous devenons honnêtes.
Testons votre honnêteté.
											Le mois dernier, combien de personnes
											ne se sont pas toujours lavé les mains
en sortant des toilettes ?
									",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
","
","
",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
","
","
",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
											A little less honest.
											By the way, it's interesting how we're
willing to admit texting and driving
											but not washing our hands,
that's difficult.
									","
											Um bocadinho menos honestos.
											Já agora, é interessante como estamos
dispostos a admitir enviar SMS e conduzir
											mas não lavar as mãos,
isso é difícil.
									","
											Un peu moins honnêtes.
											Il est intéressant d'être prêt à admettre
utiliser son téléphone au volant
											mais ne pas se laver les mains,
c'est difficile.
									",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
","
","
",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
","
","
",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
											We can go on and on.
											The problem, the topic is
that there's lots of things
											when we know what we could do —
											we could be very, very different,
but we're acting in a very different way.
											And when we think
how do we bridge that gap,
											the usual answer is, ""Just tell people.""
											For example, just tell people
that texting and driving is dangerous.
											Did you know it's dangerous?
You should stop doing it.
											You tell people something
is dangerous, and they will stop.
									","
											E podíamos continuar com isto.
											O problema é que há muitas coisas
											que nós sabemos que podíamos fazer
											— podíamos ser muito, muito diferentes,
mas agimos de uma forma diferente.
											Quando pensamos
como eliminamos esse fosso,
											a resposta usual é: 
""Simplesmente, diz às pessoas.""
											Por exemplo, dizer às pessoas
que enviar SMS e conduzir é perigoso.
											Sabiam que é perigoso?
Deviam ter deixado de o fazer.
											Dizer às pessoas que algo 
é perigoso e elas vão parar.
									","
											Nous pourrions continuer.
											Le problème, le sujet,
c'est qu'il y a beaucoup de choses
											que nous savons
que nous pourrions faire —
											nous pourrions être très, très différents,
mais nous agissons différemment.
											Quand nous pensons
à comment combler cet écart,
											la réponse habituelle est :
« Dites-le aux gens. »
											Dites aux gens qu'envoyer un message
en conduisant est dangereux.
											Saviez-vous que c'est dangereux ?
Vous devriez arrêter.
											Dites aux gens qu'une chose
est dangereuse, ils arrêteront.
									",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
","
","
",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
											Texting and driving is one example.
											Another very sad example
is that in the US,
											we spend between seven
and eight hundred million dollars a year
											on what's called ""financial literacy.""
											And what do we get
as a consequence of that?
											There was recently a study that looked
at all the research ever to be conducted
											on financial literacy —
what's called a meta-analysis.
											And what they found is that
when you tell people,
											you teach them financial literacy,
											they learn and they remember.
											But do people execute? Not so much.
											The improvement is about
three or four percent
											immediately after the course,
											and then it goes down.
											And at the end of the day,
											the improvement is about 0.1 percent —
											not zero, but as humanly close
to zero as possible.
									","
											Usar o telemóvel enquanto 
se conduz é um exemplo.
											Outro exemplo lamentável
é que, nos EUA,
											nós gastamos entre setecentos
a oitocentos milhões de dólares por ano
											no que se chama 'literacia financeira.'
											E o que obtemos em consequência disso?
											Um estudo recente analisou
toda a pesquisa já realizada

											em literacia financeira
— a chamada meta-análise.
											Descobriram que,
quando dizemos às pessoas,
											quando lhes ensinamos
literacia financeira,
											elas aprendem e lembram-se.
											Mas as pessoas executam? Nem por isso.
											A melhoria é à volta
de três a quatro por cento,
											imediatamente depois do curso,
											e depois diminui.
											E, no final,
											a melhoria é à volta de 0,1%
											— não é zero, mas o mais humanamente
perto do zero possível.
									","
											Les messages au volant sont un exemple.
											Un autre triste exemple
est qu'aux États-Unis,
											nous dépensons entre sept
et huit cents millions de dollars par an
											pour de « l'alphabétisation financière ».
											Qu'obtenons-nous en conséquence de cela ?
											Une étude récente a considéré
toutes les recherches jamais conduites
											sur l'alphabétisation financière —
c'était une méta-analyse.
											Ils ont découvert
que quand vous dites aux gens,
											que vous leur enseignez les finances,
											ils apprennent et s'en souviennent.
											Mais les gens mettent-ils en œuvre ?
											Pas tellement.
											L'amélioration est d'environ 3 ou 4%
											immédiatement après le cours,
											puis cela décroît.
											Au final,
											l'amélioration est d'environ 0,1% —
											pas zéro, mais aussi proche de zéro
qu'humainement possible.
									",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
","
","
",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
","
","
",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
											So that's the sad news.
											The sad news is, giving
information to people
											is just not a good recipe
to change behavior.
											What is?
									","
											E essa é a triste notícia.
											A triste notícia é que dar
informação às pessoas
											não é uma boa receita
para mudar comportamentos.
											Então, qual é?
									","
											C'est la mauvaise nouvelle :
											donner des informations aux gens
											n'est pas une bonne recette
pour changer leur comportement.
											Que faire ?
									",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
"
","
","
",How to change your behavior for the better,Dan Ariely,15:13,"decision-making,behavioral economics,cognitive science,economics,motivation,humanity,psychology,self"
