en,es,pt,tr,de,title,speaker,duration,tags
"
","
","
","
","
",The mysterious world of underwater caves,Jill Heinerth,6:49,"TEDYouth,adventure,climate change,curiosity,environment,robots,exploration,nature,science,technology,water,plants,green,ecology,sustainability"
"
											I'm an underwater explorer,
											more specifically a cave diver.
									","
											Soy exploradora submarina,
											más específicamente: 
buceadora de cavernas.
									","
											Sou uma exploradora subaquática,
											mais especificamente,
uma mergulhadora espeleologista.
									","
											Ben bir su altı kâşifiyim.
											Daha çok bir mağara dalgıcı.
									","
											Ich bin Unterwasserforscherin,
											genauer gesagt Höhlentaucherin.
									",The mysterious world of underwater caves,Jill Heinerth,6:49,"TEDYouth,adventure,climate change,curiosity,environment,robots,exploration,nature,science,technology,water,plants,green,ecology,sustainability"
"
","
","
","
","
",The mysterious world of underwater caves,Jill Heinerth,6:49,"TEDYouth,adventure,climate change,curiosity,environment,robots,exploration,nature,science,technology,water,plants,green,ecology,sustainability"
"
											I wanted to be an astronaut
when I was a little kid,
											but growing up in Canada as a young girl,
that wasn't really available to me.
											But as it turns out,
we know a lot more about space
											than we do about the underground waterways
coursing through our planet,
											the very lifeblood of Mother Earth.
											So I decided to do something
that was even more remarkable.
											Instead of exploring outer space,
											I wanted to explore
the wonders of inner space.
									","
											De niña, quería ser astronauta
											Pero en Canadá, en aquel entonces,
no era posible.
											Pero resulta que sabemos 
mucho más sobre el espacio
											que sobre los cursos de agua 
subterráneos que surcan el planeta,
											el alma de la Madre Tierra.
											Por eso decidí hacer algo 
aún más notable.
											En lugar de explorar 
el espacio exterior,
											quería explorar las maravillas 
del espacio interior.
									","
											Quando era miúda queria ser astronauta,
											mas tendo crescido no Canadá, 
não era uma opção muito viável para mim.
											Mas, na verdade, sabemos 
muito mais sobre o espaço
											do que sobre os cursos de água subterrâneos
que atravessam o nosso planeta,
											que são o sangue vital da Terra Mãe.
											Portanto decidi fazer 
algo ainda mais notável.
											Em vez de explorar o espaço exterior,
											quis explorar 
as maravilhas do espaço interior.
									","
											Küçük bir çocukken 
astronot olmak istiyordum
											ama Kanada'da büyüyen genç bir kız olarak
bu benim için mümkün değildi.
											Fakat tabiat ananın yaşam kaynağı olan,
											gezegenimizi dolaşan yeraltı sularının 
yollarına kıyasla uzay hakkında
											daha fazla bilgiye 
sahip olduğumuz ortaya çıktı.
											Bu yüzden daha dikkat çekici bir şey 
yapmaya karar verdim.
											Uzayı keşfetmek yerine,
											iç dünyamızdaki güzellikleri 
keşfetmeyi istedim.
									","
											Als Kind wollte ich Astronautin werden,
											aber als junges Mädchen in Kanada
waren meine Chancen gering.
											In Wahrheit wissen wir
mehr über den Weltraum
											als über die unterirdischen
Wasserläufe unseres Planeten,
											den Lebensadern von Mutter Erde.
											Also beschloss ich, etwas noch
Faszinierenderes zu tun.
											Anstatt den Weltraum
dort draußen zu erforschen,
											wollte ich die Wunder hier
auf unserer Erde entdecken.
									",The mysterious world of underwater caves,Jill Heinerth,6:49,"TEDYouth,adventure,climate change,curiosity,environment,robots,exploration,nature,science,technology,water,plants,green,ecology,sustainability"
"
","
","
","
","
",The mysterious world of underwater caves,Jill Heinerth,6:49,"TEDYouth,adventure,climate change,curiosity,environment,robots,exploration,nature,science,technology,water,plants,green,ecology,sustainability"
"
											Now, a lot of people will tell you
											that cave diving is perhaps
one of the most dangerous endeavors.
											I mean, imagine yourself
here in this room,
											if you were suddenly
plunged into blackness,
											with your only job to find the exit,
											sometimes swimming
through these large spaces,
											and at other times
crawling beneath the seats,
											following a thin guideline,
											just waiting for the life support
to provide your very next breath.
											Well, that's my workplace.
									","
											Mucha gente dirá
											que el buceo en cavernas es quizá
una de las tareas más peligrosas.
											Quiero decir, imaginen
aquí en esta sala,
											si de repente quedáramos 
sumidos en la oscuridad,
											con la única misión
de encontrar la salida,
											a veces nadando en grandes espacios,
											y en otros momentos arrastrándonos
bajo los asientos,
											siguiendo una delgada guía,
											esperando el soporte vital
para la siguiente respiración.
											Bueno, ese es mi lugar de trabajo.
									","
											Agora, muita gente irá dizer-vos
											que o mergulho em espeleologia é talvez 
uma das actividades mais perigosas.
											Quero dizer, imaginem-se aqui nesta sala,
											se, de repente,
ficassem mergulhados na escuridão,
											sendo a vossa única tarefa 
encontrar a saída,
											às vezes a nadar 
entre estes espaços grandes,
											e outras vezes a rastejar 
por baixo dos assentos,
											a seguir um fio-guia fininho,
											só à espera do apoio vital para
vos proporcionar a próxima respiração.
											Bem, esse é o meu local de trabalho.
									","
											Şimdi birçok insan size mağara dalışının
											belki de en tehlikeli uğraşlardan 
biri olduğunu söyleyecektir.
											Şunu demek istiyorum,
kendinizi bu odada
											aniden karanlığa gömülü 
bir şekilde sadece
											çıkış yolunu aradığınızı,
											bazen geniş boşlukta yüzdüğünüzü,
											bazı zamanlarda ise ince 
bir kılavuzu takip ederek
											koltukların altında emeklediğinizi,
											sadece bir sonraki nefesinizi sağlamak 
için yaşam desteği beklediğinizi düşünün.
											İşte bu benim çalışma alanım.
									","
											Viele Leute werden jetzt sagen,
											dass Höhlentauchen wohl eine der 
gefährlichsten Aktivitäten überhaupt ist.
											Stellt euch einmal vor,
											dass es in diesem Saal plötzlich
absolut dunkel werden würde
											und ihr müsstet den Ausgang finden,
											indem ihr durch weite Räume schwimmen
											und dann wieder unter
den Sitzen durchkriechen müsstet.
											Dabei folgt ihr einer dünnen Schnur
											und wartet auf den nächsten
Atemzug aus eurem Tauchgerät.
											Tja, das ist mein Arbeitsplatz.
									",The mysterious world of underwater caves,Jill Heinerth,6:49,"TEDYouth,adventure,climate change,curiosity,environment,robots,exploration,nature,science,technology,water,plants,green,ecology,sustainability"
"
","
","
","
","
",The mysterious world of underwater caves,Jill Heinerth,6:49,"TEDYouth,adventure,climate change,curiosity,environment,robots,exploration,nature,science,technology,water,plants,green,ecology,sustainability"
"
											But what I want to teach you today
											is that our world
is not one big solid rock.
											It's a whole lot more like a sponge.
											I can swim through a lot of the pores
in our earth's sponge,
											but where I can't,
											other life-forms and other materials
can make that journey without me.
											And my voice is the one
that's going to teach you
											about the inside of Mother Earth.
									","
											Pero lo que quiero enseñarles hoy
											es que nuestro mundo
no es una gran roca sólida.
											Se parece mucho más a una esponja.
											Puedo nadar por una gran cantidad 
de poros de nuestra Tierra,
											pero donde no puedo nadar,
											otras formas de vida y otros materiales
pueden hacer ese viaje sin mí.
											Y mi voz les va a mostrar
											el interior de la Madre Tierra.
									","
											Mas o que quero ensinar-vos hoje
											é que o nosso mundo 
não é uma rocha grande e sólida.
											É muito mais como se fosse uma esponja.
											Consigo nadar através de muitos 
dos poros na esponja da Terra,
											mas, onde eu não consigo,
											há outros materiais e formas de vida
que podem fazer a viagem sem mim.
											E a minha voz é a que irá ensinar-vos
											sobre o interior da Terra Mãe.
									","
											Ama bugün size öğretmek istediğim şey
											dünyamızın tek bir büyük kaya olmadığı.
											Daha çok bir sünger gibi.
											Dünyamızın süngeri içinde 
bir sürü deliğin arasında yüzebiliyorum,
											ama bunu yapamadığımda
											diğer yaşam formları ve diğer maddeler 
yolculuğu bensiz yapabilirler.
											Benim sesim size tabiat ananın içinde
											olanları öğretecek.
									","
											Heute möchte ich euch aber zeigen,
											dass unsere Welt nicht ein einziger
riesiger, massiver Felsen ist.
											Sie ist vielmehr wie ein Schwamm.
											Ich kann durch viele der Poren 
dieses Erdschwamms schwimmen,
											aber wo ich das nicht kann,
											können andere Lebensformen und 
Stoffe diese Reise ohne mich machen.
											Meine Stimme wird euch etwas über
das Innere von Mutter Erde verraten.
									",The mysterious world of underwater caves,Jill Heinerth,6:49,"TEDYouth,adventure,climate change,curiosity,environment,robots,exploration,nature,science,technology,water,plants,green,ecology,sustainability"
"
","
","
","
","
",The mysterious world of underwater caves,Jill Heinerth,6:49,"TEDYouth,adventure,climate change,curiosity,environment,robots,exploration,nature,science,technology,water,plants,green,ecology,sustainability"
"
											There was no guidebook available to me
											when I decided to be the first person
to cave dive inside Antarctic icebergs.
											In 2000, this was the largest
moving object on the planet.
											It calved off the Ross Ice Shelf,
											and we went down there
to explore ice edge ecology
											and search for life-forms beneath the ice.
									","
											Yo no tuve ninguna guía
											al decidir ser la primera persona en 
zambullirme en los témpanos antárticos.
											En el 2000, este fue el objeto
más grande en movimiento en el planeta.
											Se desprendió de la barrera 
de hielo de Ross,
											y bajamos allí para explorar
la ecología del hielo
											en busca de formas de vida 
bajo el hielo.
									","
											Não tinha 
nenhum guia de viagens disponível
											quando decidi ser a primeira pessoa 
a mergulhar em icebergues antárcticos.
											No ano 2000, este era 
o maior objecto móvel do planeta.
											Esculpiu a Plataforma de gelo Ross,
											e fomos lá abaixo para explorar 
a ecologia das margens geladas
											e procurar formas de vida debaixo do gelo.
									","
											Güney Kutbu buzdağları içindeki 
mağaralara dalan
											ilk kişi olmaya karar verdiğimde 
bir rehber kitap yoktu.
											2000'de gezegenimizdeki hareket eden 
en büyük obje buydu.
											Ross Buzulu'ndan kopmuştu,
											oraya buz kenarı ekolojisini keşfetmek
											ve buzun altındaki yaşam 
formlarını aramak için gittik.
									","
											Ich hatte keinen Reiseführer,
											als ich beschloss, als Erste ins Innere
antarktischer Eisberge zu tauchen.
											Im Jahr 2000 war dies das größte, sich
bewegende Objekt auf dem Planeten.
											Es kalbte vom Ross-Schelfeis
											und wir tauchten dort, um die
Ökologie des Eisrandes zu erforschen
											und nach Lebensformen 
unter dem Eis zu suchen.
									",The mysterious world of underwater caves,Jill Heinerth,6:49,"TEDYouth,adventure,climate change,curiosity,environment,robots,exploration,nature,science,technology,water,plants,green,ecology,sustainability"
