en,pt,fr,de,title,speaker,duration,tags
"
","
","
","
",How to fix a broken education system ... without any more money,Seema Bansal,14:28,"children,communication,community,education,india,policy,potential,global issues,global development"
"
											So we all have our own biases.
											For example, some of us tend to think
											that it's very difficult to transform
failing government systems.
											When we think of government systems,
											we tend to think that they're archaic,
set in their ways,
											and perhaps, the leadership
is just too bureaucratic
											to be able to change things.
											Well, today, I want
to challenge that theory.
											I want to tell you a story
of a very large government system
											that has not only put itself
on the path of reform
											but has also shown
fairly spectacular results
											in less than three years.
									","
											Todos temos os nossos preconceitos.
											Por exemplo, alguns de nós acham
											que é muito difícil transformar
sistemas governamentais falidos.
											Ao pensarmos em sistemas de governo,
											é comum acharmos que são arcaicos,
aparelhados à sua maneira,
											e talvez, os líderes imponham
burocracia a mais
											o que impede a mudança das coisas.
											Bem, hoje, eu quero
questionar essa teoria.
											Quero contar-vos a história de
um enorme sistema governamental
											que não só se colocou a caminho da reforma
											mas também demonstrou
resultados espetaculares
											em menos de três meses.
									","
											Nous avons tous des préjugés.
											Par exemple, certains d'entre nous pensent
											qu'il est très difficile de changer
											des organisations
gouvernementales en échec.
											Quand on pense aux gouvernements,
											on pense souvent qu'ils sont archaïques,
conservateurs,
											et peut-être que les dirigeants
sont trop bureaucratiques
											pour pouvoir changer les choses.
											Aujourd'hui, je veux contester cette idée.
											Je veux vous raconter une histoire
d'une large organisation gouvernementale
											qui, non seulement, a pris
le chemin de la réforme
											mais a aussi obtenu
des résultats spectaculaires
											en moins de 3 ans.
									","
											Jeder von uns hat seine Vorurteile.
											Einige von uns sind etwa der Meinung,
											dass es sehr schwierig ist, 
marode Regierungssysteme zu ändern.
											Wir halten Regierungssysteme
											allgemein für veraltet und verkrustet
											und die Führungsriege 
wohl für zu bürokratisch,
											um etwas ändern zu können.
											Heute möchte ich diese Theorie anfechten.
											Ich erzähle Ihnen die Geschichte
eines sehr großen Regierungssystems,
											das nicht nur Reformen in Angriff nimmt,
											sondern auch ziemlich 
spektakuläre Ergebnisse vorweisen kann,
											und das nach knapp 3 Jahren.
									",How to fix a broken education system ... without any more money,Seema Bansal,14:28,"children,communication,community,education,india,policy,potential,global issues,global development"
"
","
","
","
",How to fix a broken education system ... without any more money,Seema Bansal,14:28,"children,communication,community,education,india,policy,potential,global issues,global development"
"
											This is what a classroom
in a public school in India looks like.
											There are 1 million such schools in India.
											And even for me,
who's lived in India all her life,
											walking into one of these schools
is fairly heartbreaking.
											By the time kids are 11,
											50 percent of them have fallen
so far behind in their education
											that they have no hope to recover.
											11-year-olds cannot do simple addition,
											they cannot construct
a grammatically correct sentence.
											These are things that you and I
would expect an 8-year-old
											to be able to do.
											By the time kids are 13 or 14,
											they tend to drop out of schools.
											In India, public schools
not only offer free education —
											they offer free textbooks,
free workbooks, free meals,
											sometimes even cash scholarships.
											And yet, 40 percent of the parents today
											are choosing to pull their children
out of public schools
											and pay out of their pockets
to put them in private schools.
											As a comparison,
in a far richer country, the US,
											that number is only 10 percent.
											That's a huge statement on how broken
the Indian public education system is.
									","
											Isto é o aspeto
das escolas públicas na Índia.
											Há um milhão de escolas assim na Índia.
											Até para mim, que vivi
na Índia toda a vida,
											entrar numa dessas escolas
é de partir o coração.
											Quando as crianças fazem 11 anos,
											metade delas já ficaram
tão atrasadas nos estudos
											que já não recuperam mais.
											Essas crianças são incapazes
de realizar uma simples adição,
											não conseguem construir uma frase
gramaticalmente correta.
											Isso é algo que nós esperaríamos
que uma criança de oito anos
											fosse capaz de fazer.
											Quando atingem os 13 ou 14 anos,
											elas tendem a abandonar a escola.
											Na Índia, as escolas públicas
para além da educação gratuita,
											também oferecem os livros,
cadernos e refeições de graça,
											às vezes até mesmo bolsas de estudo.
											Mesmo assim, 40% dos pais, hoje em dia
											preferem retirar os filhos
das escolas públicas
											e pagar do próprio bolso
escolas particulares para os filhos.
											Em comparação, em países riquíssimos,
como os Estados Unidos da América,
											esse número chega somente a 10%.
											É um enorme indício de como o sistema
de educação pública indiano está falido.
									","
											Voilà à quoi ressemble une classe
dans une école publique en Inde.
											Il y a 1 million d'écoles
comme celle-ci en Inde.
											Et même pour moi,
qui ai vécu en Inde toute ma vie,
											pénétrer dans l'une de ces écoles
est vraiment déchirant.
											Quand les enfants atteignent 11 ans,
											50% d'entre eux ont
un tel retard dans leur éducation
											qu'ils ne pourront jamais se rattraper.
											A 11 ans, ils ne peuvent pas
faire de simple additions,
											ni construire des phrases
grammaticalement correctes.
											Des choses que vous et moi
attendrions d'un enfant de 8 ans.
											Quand les enfants atteignent 13 ou 14 ans,
											ils quittent généralement l'école.
											En Inde, les écoles publiques
n'offrent pas que l'éducation gratuite
											elles donnent des cahiers, des livres
et des repas gratuitement,
											parfois elles proposent même des bourses.
											Et pourtant aujourd'hui, 40% des parents
											choisissent de sortir leurs enfants
des écoles publiques
											et de payer de leur poche
pour les mettre en école privée.
											Pour comparer :
											dans un pays bien plus riche,
les États-Unis,
											ce nombre n'est que de 10%.
											C'est une démonstration d'à quel point
le système éducatif indien a failli.
									","
											So sieht in Indien ein Klassenzimmer
in einer öffentlichen Schule aus.
											Es gibt dort mehr
als 1 Million solcher Schulen.
											Und selbst mir, die ich 
schon immer in Indien lebe,
											bricht es fast das Herz,
wenn ich in so eine Schule komme.
											50 % der 11-jährigen Kinder
											sind in ihrem Lernfortschritt
uneinholbar in Rückstand geraten.
											11-Jähige schaffen keine
einfachen Rechenaufgaben,
											sie können keinen 
grammatisch korrekten Satz bilden.
											Das würden Sie und ich aber
von einem 8-Jährigen erwarten.
											Wenn die Kinder 13 oder 14 sind,
											brechen sie oft die Schule ab.
											In Indien bieten öffentliche Schulen
nicht nur kostenlose Bildung,
											sondern auch lernmittelfreie Bücher,
kostenlose Mahlzeiten,
											manchmal sogar Stipendien.
											Und doch nehmen heute 40 % der Eltern
											ihre Kinder aus den öffentlichen Schulen
											und stecken sie 
in eine teure Privatschule.
											Zum Vergleich: In den
weitaus wohlhabenderen USA
											beträgt diese Zahl nur 10 %.
											Das ist ein gigantisches Armutszeugnis
für die öffentliche Bildung in Indien.
									",How to fix a broken education system ... without any more money,Seema Bansal,14:28,"children,communication,community,education,india,policy,potential,global issues,global development"
"
","
","
","
",How to fix a broken education system ... without any more money,Seema Bansal,14:28,"children,communication,community,education,india,policy,potential,global issues,global development"
"
											So it was with that background
that I got a call in the summer of 2013
											from an absolutely brilliant lady
called Surina Rajan.
											She was, at that time, the head
of the Department of School Education
											in a state called Haryana in India.
											So she said to us, ""Look, I've been
heading this department
											for the last two years.
											I've tried a number of things,
and nothing seems to work.
											Can you possibly help?""
									","
											Foi nesse contexto que eu recebi
um telefonema no verão de 2013
											de uma senhora extremamente
brilhante, chamada Surina Rajan.
											Ela era, na época, a chefe
do departamento do ensino escolar,
											num estado chamado Haryana, na Índia.
											Ela disse-nos: ""Oiça, estou
a chefiar este departamento
											""há dois anos.
											""Tentei de inúmeras maneiras,
e nada parece funcionar.
											""Será que pode ajudar?""
									","
											C'est dans ce contexte que
j'ai reçu un appel durant l'été 2013
											d'une femme absolument brillante
nommée Surina Rajan.
											Elle était alors à la tête
du Ministère de l'Education Scolaire
											dans un état appelé Haryana en Inde.
											Et elle nous a dit : « Écoutez,
je dirige ce ministère
											depuis deux ans.
											J'ai essayé énormément de choses
et rien ne semble marcher.
											Pourriez-vous aider ? »
									","
											Vor diesem Hintergrund erreichte mich
im Sommer 2013 ein Telefonanruf
											von einer großartigen Frau
namens Surina Rajan.
											Sie war damals Leiterin
der Bildungsabteilung
											im indischen Staat Haryana.
											Sie sagte: ""Seit 2 Jahren
leite ich diese Abteilung.
											Ich habe einiges ausprobiert
und nichts scheint zu funktionieren.
											Können Sie vielleicht helfen?""
									",How to fix a broken education system ... without any more money,Seema Bansal,14:28,"children,communication,community,education,india,policy,potential,global issues,global development"
"
","
","
","
",How to fix a broken education system ... without any more money,Seema Bansal,14:28,"children,communication,community,education,india,policy,potential,global issues,global development"
"
											Let me describe Haryana
a little bit to you.
											Haryana is a state
which has 30 million people.
											It has 15,000 public schools
											and 2 million plus
children in those public schools.
											So basically, with that phone call,
											I promised to help a state and system
											which was as large as that of Peru
or Canada transform itself.
											As I started this project,
I was very painfully aware of two things.
											One, that I had never done
anything like this before.
											And two, many others had,
perhaps without too much success.
											As my colleagues and I
looked across the country
											and across the world,
											we couldn't find another example
											that we could just pick up
and replicate in Haryana.
											We knew that we had to craft
our own journey.
									","
											Deixem-me descrever Haryana
um bocadinho.
											Haryana é um estado
com 30 milhões de pessoas.
											Tem 15 000 escolas públicas
											e mais de dois milhões
de crianças naquelas escolas.
											Basicamente, com aquele telefonema,
											prometi ajudar a transformar
											um estado e um sistema do tamanho
do Peru ou do Canadá.
											Quando iniciei esse projeto,
sabia muito bem duas coisas.
											Primeiro, que eu nunca havia feito
nada desse género.
											Segundo, muitos outros haviam feito,
talvez sem muito êxito.
											Uns colegas e eu
procurámos no país inteiro
											e no mundo inteiro
											sem poder encontrar outro exemplo
											que pudéssemos aproveitar
para replicar em Haryana.
											Sabíamos que tínhamos de criar
o nosso próprio percurso.
									","
											Laissez-moi vous décrire
Haryana rapidement.
											Haryana est un état
de 30 million d'habitants.
											Il y a 15 000 d'écoles publiques
											et plus de 2 millions d'enfants
dans ces écoles publiques.
											Donc en fait, durant ce coup de fil,
											j'ai promis d'aider un état et un système
											aussi large que le Pérou
ou le Canada à se transformer.
											En commençant ce projet, j'étais
douloureusement consciente de 2 choses.
											Premièrement : je n'avais jamais tenté
quelque chose comme ça avant.
											Deuxièmement : d'autres avaient tenté
mais n'avait pas forcément réussi.
											Alors que mes collègues et moi
cherchions dans le pays
											et dans le monde,
											nous ne trouvions pas d'exemples
											que nous pourrions récupérer
et reproduire en Haryana.
											Il fallait que nous bâtissions
notre propre chemin.
									","
											Ich möchte Ihnen Haryana 
ein bisschen beschreiben.
											Haryana ist ein Staat
mit 30 Millionen Einwohnern.
											Es gibt 15.000 öffentliche Schulen
											mit mehr als 2 Millionen Kindern.
											Ich versprach also 
aufgrund dieses Telefonats,
											einen Staat und ein System
											in der Größe Perus oder Kanadas
bei Änderungen zu unterstützen.
											Zu Beginn des Projekts waren mir 
zwei Dinge schmerzlich bewusst.
											Erstens, dass ich so etwas
noch nie gemacht hatte.
											Zweitens, dass es viele andere 
mit nur mäßigem Erfolg versucht hatten.
											Meine Kollegen und ich sahen uns im Land
											und auf der ganzen Welt um,
fanden aber kein Beispiel,
											das wir einfach hätten aufgreifen
und in Haryana umsetzen können.
											Wir würden also unseren
eigenen Weg finden müssen.
									",How to fix a broken education system ... without any more money,Seema Bansal,14:28,"children,communication,community,education,india,policy,potential,global issues,global development"
"
","
","
","
",How to fix a broken education system ... without any more money,Seema Bansal,14:28,"children,communication,community,education,india,policy,potential,global issues,global development"
"
											But anyway, we jumped right in
and as we jumped in,
											all sorts of ideas started flying at us.
											People said, ""Let's change
the way we recruit teachers,
											let's hire new principals and train them
											and send them on international
learning tours,
											let's put technology inside classrooms.""
											By the end of week one,
we had 50 ideas on the table,
											all amazing, all sounded right.
											There was no way we were
going to be able to implement 50 things.
									","
											De qualquer forma, empenhámo-nos
											e conforme entrámos, começaram a surgir
todo o tipo de ideias.
											As pessoas diziam: ""Vamos mudar
a forma de recrutar os professores,
											""vamos contratar diretores e treiná-los,
											""mandá-los a cursos
de aprendizagem internacional,
											""vamos colocar tecnologia
nas salas de aula.""
											No final da primeira semana,
tínhamos 50 ideias em cima da mesa,
											todas pareciam boas e corretas.
											Não havia hipótese de podermos
implementar 50 coisas.
									","
											Mais nous nous sommes lancés
et, en nous lançant,
											toutes sortes d'idées
nous étaient proposées.
											Des gens disaient : « Changeons
le recrutement des professeurs,
											recrutons de nouveaux
directeurs et formons-les
											et envoyons-les apprendre à l'étranger,
											installons la technologie
dans les salles de classe. »
											Après la première semaine,
nous avions 50 idées,
											toutes incroyables, toutes sonnant bien.
											Il était impossible que
nous mettions en œuvre ces 50 idées.
									","
											Wir machten uns sofort an die Arbeit
											und schon prasselten 
alle möglichen Ideen auf uns ein.
											Die Leute sagten: ""Werbt Lehrer
nach anderen Kriterien an,
											stellt neue Schulleiter ein,
											lernt sie an und schickt sie
auf internationale Fortbildungen,
											stattet die Klassenräume technisch aus.""
											Nach der ersten Woche
hatten wir 50 Ideen vorliegen,
											alle großartig, alle einleuchtend.
											Doch wir waren nicht in der Lage,
50 Dinge umzusetzen.
									",How to fix a broken education system ... without any more money,Seema Bansal,14:28,"children,communication,community,education,india,policy,potential,global issues,global development"
