en,es,pt,tr,de,title,speaker,duration,tags
"
","
","
","
","
","Save the oceans, feed the world!",Jackie Savitz,11:10,"TEDx,oceans,sustainability"
"
											You may be wondering
											why a marine biologist from Oceana
											would come here today to talk to you
											about world hunger.
											I'm here today because
											saving the oceans is more than an ecological desire.
											It's more than a thing we're doing
											because we want to create jobs for fishermen
											or preserve fishermen's jobs.
											It's more than an economic pursuit.
											Saving the oceans can feed the world.
											Let me show you how.
									","
											Puede que se estén preguntando
por qué una bióloga marina de Oceana
											viene hoy aquí a hablarles
del hambre en el mundo.
											Estoy hoy aquí porque
salvar los océanos es más
											que un deseo ecológico.
											Lo hacemos por algo más que
que por crear trabajos para los pescadores
											o por preservarlos.
											Es más que un objetivo económico.
											Salvar los mares puede
alimentar el mundo.
											Déjenme mostrarles cómo.
									","
											Podem estar a pensar
											porque é que uma 
bióloga marinha da Oceana
											aparece aqui hoje para vos falar
											sobre a fome no mundo.
											Estou hoje aqui porque salvar os oceanos
											é mais do que um desejo ecológico,
											é mais do que uma coisa 
que andamos a fazer
											por querermos criar trabalho 
para os pescadores
											ou preservar o trabalho dos pescadores.
											É mais do que uma preocupação económica.
											Salvar os oceanos pode alimentar o mundo.
											Vou mostrar-vos como.
									","
											Belki Oceana'dan bir deniz biyoloğunun
											neden buraya gelip
											dünya açlığı hakkında konuşacağını
											merak ediyorsunuzdur.
											Bugün okyanusları kurtarmaktan çok
											ekolojik arzu için buradayım.
											Bir de balıkçılara
											iş alanı yaratmak istediğimiz ya da
											işlerini korumak istediğimiz için.
											Bu ekonomik takipten daha fazla bir şey.
											Okyanusları kurtarmak dünyayı besleyebilir.
											İzin verin size nasıl olduğunu göstereyim.
									","
											Vielleicht fragen Sie sich,
											wieso eine Meeresbiologin von Oceana
											heute mit Ihnen über 
den Hunger auf der Welt spricht.
											Ich bin heute hier,
											weil die Rettung der Ozeane nicht
nur ein ökologischer Wunsch ist.
											Sie ist nicht nur ein Weg,
											Arbeitsplätze für Fischer 
zu schaffen oder zu erhalten
											und hat nicht nur einen 
wirtschaftlichen Zweck.
											Die Rettung der Ozeane
kann die Welt ernähren.
											Ich zeige Ihnen, wie.
									","Save the oceans, feed the world!",Jackie Savitz,11:10,"TEDx,oceans,sustainability"
"
","
","
","
","
","Save the oceans, feed the world!",Jackie Savitz,11:10,"TEDx,oceans,sustainability"
"
											As you know, there are already
											more than a billion hungry people on this planet.
											We're expecting that problem to get worse
											as world population grows to nine billion
											or 10 billion by midcentury,
											and we can expect to have greater pressure
											on our food resources.
											And this is a big concern,
											especially considering where we are now.
											Now we know that our arable land per capita
											is already on the decline
											in both developed and developing countries.
											We know that we're headed for climate change,
											which is going to change rainfall patterns,
											making some areas drier, as you can see in orange,
											and others wetter, in blue,
											causing droughts in our breadbaskets,
											in places like the Midwest and Central Europe,
											and floods in others.
											It's going to make it harder for the land
											to help us solve the hunger problem.
											And that's why the oceans need
to be their most abundant,
											so that the oceans can provide us
											as much food as possible.
									","
											Como saben, ya hay más de
mil millones de personas que
											pasan hambre en el planeta.
											Se espera que este problema empeore
por el aumento de la población mundial
											a 9 o 10 mil millones
para mediados de siglo,
											y por tanto habrá más presión
sobre nuestros recursos alimentarios.
											Y esto es muy preocupante,
sobre todo si consideramos
											dónde estamos ahora.
											Ahora sabemos que nuestro 
terreno cultivable per capita
											está disminuyendo tanto en países
desarrollados, como en vía de desarrollo.
											Sabemos que nos precipitamos
hacia un cambio climático
											que va a modificar los patrones de lluvia,
volviendo unas zonas más secas,
											como se puede ver en naranja,
y otras, más húmedas, en azul,
											causando sequías en las cestas del pan,
de lugares como el Medio Oeste
											y Europa Central, e inundaciones en otros.
											Será más difícil para la tierra firme
ayudarnos a solucionar
											el problema del hambre.
											Por esto es necesaria la 
abundancia en el mar,
											para que nos puedan proporcionar
tanta comida como sea posible.
									","
											Como sabem,
											já há mais de mil milhões de pessoas 
com fome neste planeta.
											Receamos que este problema vá piorar
											à medida que a população se encaminha
											para 9 ou 10 mil milhões 
em meados do século.
											É de esperar ter maior pressão
											sobre os nossos recursos alimentares.
											É uma grande preocupação,
											especialmente considerando 
onde nos encontramos hoje.
											Sabemos que a terra arável per capita
											já está a diminuir
											nos países desenvolvidos 
e nos países em desenvolvimento.
											Sabemos que caminhamos 
para uma mudança climática,
											que vai alterar os padrões 
da precipitação da chuva,
											tornando algumas áreas mais secas, 
como veem a laranja,
											e outras mais húmidas, a azul,
											provocando secas em áreas cerealíferas,
											como o Midwest e a Europa Central,
											e inundações noutras áreas.
											Vai ser mais difícil a terra ajudar-nos
											a resolver o problema da fome.
											Por isso os oceanos precisam 
de ser muito abundantes,
											para que os oceanos nos possam fornecer
											a maior quantidade de comida possível.
									","
											Bildiğiniz gibi, dünya üzerinde
											Bir milyardan fazla hazır aç insan var.
											Yüzyılın ortasında dünya nüfusu
											Dokuz veya on milyara ulaştığında bu problemin
											daha da kötüleşeceğini tahmin ediyoruz
											ve gıda kaynaklarımız üzerinde
											daha büyük bir baskı bekleyebiliriz.
											İşte bu büyük problem,
											özellikle şimdi nerede olduğumuzu düşündürüyor.
											Kişi başına düşen ekilebilir arazilerimizin
											gelişmiş ve gelişmekte olan ülkelerde
											düştüğünü biliyoruz.
											İklim değişikliğinin yağmur damlalarının
											düşme şeklini değiştirdiğini,
											turuncu renkteki alanlarda görebileceğiniz kuraklığa sebep olduğunu,
											daha nemli olan mavi renkteki Ortabatı ve Orta Avrupa
											gibi bölgelerde ekmek sepetimizde
											kuraklığa sebep olduğunu
											ve diğer bölgelerde seller olduğunu biliyoruz.
											Bu açlık problemini çözmemizde
											araziler için işimizi daha da zorlaştıracak.
											İşte okyanusların neden en verimli olması 
gerektiğinin sebebi bu.
											Demek ki okyanuslar gıdaların yapabildiğinden
											daha fazlasını yapabilir.
									","
											Bekanntlich gibt es 
auf diesem Planeten
											bereits über eine Milliarde
hungriger Menschen.
											Dieses Problem wird 
wahrscheinlich zunehmen,
											wenn die Weltbevölkerung
Mitte des Jahrhunderts
											auf 9 oder 10 Milliarden ansteigt.
											Das wird höchstwahrscheinlich
											den Druck auf unsere 
Nahrungsressourcen erhöhen.
											Das ist sehr ernst,
											besonders angesichts 
unserer heutigen Situation.
											Wir wissen jetzt, dass 
die Ackerfläche pro Kopf
											bereits am Abnehmen ist —
											sowohl in Industrie- als auch
in Entwicklungsländern.
											Wir wissen, dass wir auf 
einen Klimawandel zusteuern,
											der die Niederschlagsmuster ändern wird.
											Einige Gebiete, in Orange dargestellt, 
werden trockener,
											und andere, in Blau, feuchter,
											was zu Dürren in den Kornkammern
											der USA und in Zentraleuropa führt,
											und anderswo zu Überflutungen.
											Für das Land wird es immer schwerer,
											unser Hungerproblem mitzulösen.
											Daher müssen die Ozeane 
so üppig wie möglich sein,
											damit uns die Meere
											mit möglichst viel Nahrung 
versorgen können.
									","Save the oceans, feed the world!",Jackie Savitz,11:10,"TEDx,oceans,sustainability"
"
","
","
","
","
","Save the oceans, feed the world!",Jackie Savitz,11:10,"TEDx,oceans,sustainability"
"
											And that's something the oceans have been doing
											for us for a long time.
											As far back as we can go, we've seen an increase
											in the amount of food we've been able to harvest
											from our oceans.
											It just seemed like it was continuing to increase,
											until about 1980,
											when we started to see a decline.
											You've heard of peak oil.
											Maybe this is peak fish.
											I hope not. I'm going to come back to that.
											But you can see about an 18-percent decline
											in the amount of fish we've gotten in our world catch
											since 1980.
											And this is a big problem. It's continuing.
											This red line is continuing to go down.
									","
											Y esto es lo que los océanos 
han estado haciendo por nosotros
											durante mucho tiempo.
											Volviendo la vista atrás, 
observamos un aumento
											en la cantidad de alimentos 
que hemos podido extraer
											de nuestros mares.
											Parecía que iba a seguir aumentando
hasta 1980,
											cuando se empezó a ver un descenso.
											Han oído hablar de la cima del petróleo.
											Puede que esta sea la cima del pescado.
											Espero que no. Volveré a ello más adelante.
											Lo que sí se puede observar
es un 18% de descenso
											en la cantidad de pescado obtenida 
en la captura mundial desde 1980.
											Y este es un gran problema. Sigue creciendo.
											Esta línea roja sigue hacia abajo.
									","
											É o que os oceanos têm vindo a fazer
											já há muito tempo.
											Tanto quanto podemos recuar, 
temos assistido a um aumento
											na quantidade de alimentos
											que temos colhido nos nossos oceanos.
											Parecia que ia continuar a aumentar,
											até por volta de 1980,
											quando começámos a assistir a um declínio.
											Já ouviram falar no pico do petróleo?
											Talvez este seja o pico do peixe.
											Espero que não. Mas já lá vou voltar.
											Podemos ver um declínio de cerca de 18 %
											na quantidade de peixe que apanhámos
											na pesca mundial, desde 1980.
											É um grande problema. 
E está a continuar.
											Esta linha vermelha 
está a continuar a descer.
									","
											Ayrıca bu okyanusların bizim için
											uzun zaman boyunca yapacağı bir iş oluyor.
											Çok öncelere gidecek olursak
											okyanuslarımızdaki yiyecek toplamada
											artışı görürüz.
											Bu sürekli artış gösteren bir biçimde ilerliyordu,
											ta ki zayıflamaya başladığını gördüğümüz
											1980'e kadar.
											Petrol üretiminde zirve yapmayı duymuşsunuzdur.
											Belki de bu balık üretiminin zirve yapmasıdır.
											Umarım öyle değildir. Buna konuya geri döneceğim.
											Ama dünyamızda yakaladığımız balık sayısının
											1980'den beri yüzde 18 düştüğünü
											görebiliyoruz.
											Bu büyük bir problem. Devam ediyor.
											Kırmızı çizgi aşağıya doğru inmeye devam ediyor.
									","
											Das haben die Meere
											seit jeher für uns getan.
											Soweit wir zurückblicken können, 
sehen wir eine Zunahme
											in der Nahrungsmenge,
											die wir aus unseren Meeren beziehen.
											Es schien, als würde es
ständig so weitergehen,
											bis etwa zum Jahr 1980.
											Ab dann beobachten wir einen Rückgang.
											Wir kennen das ""Ölfördermaximum"".
											Vielleicht ist das ein 
""Fischfördermaximum"".
											Ich hoffe nicht. Dazu später mehr.
											Zumindest sieht man, 
dass der weltweite Fischfang
											seit 1980 um etwa 18 % zurückgegangen ist.
											Das ist ein großes Problem, 
das sich fortsetzt.
											Diese rote Linie geht 
stetig weiter nach unten.
									","Save the oceans, feed the world!",Jackie Savitz,11:10,"TEDx,oceans,sustainability"
"
","
","
","
","
","Save the oceans, feed the world!",Jackie Savitz,11:10,"TEDx,oceans,sustainability"
"
											But we know how to turn it around,
											and that's what I'm going to talk about today.
											We know how to turn that curve back upwards.
											This doesn't have to be peak fish.
											If we do a few simple things in targeted places,
											we can bring our fisheries back and use them
											to feed people.
									","
											Pero sabemos cómo darle la vuelta,
y esto es de lo que voy a hablar hoy.
											Sabemos cómo hacer que 
la línea vaya en ascenso.
											Esto no tiene por qué ser 
la cima del pescado.
											Haciendo cosas simples
en lugares específicos
											podemos recuperar nuestras
pesquerías y usarlas
											para alimentar a la gente.
									","
											Mas sabemos como inverter a situação
											e é disso que vos venho falar hoje.
											Sabemos como fazer com que a curva suba.
											Isto não tem que ser o pico do peixe.
											Se fizermos umas coisas 
simples em locais escolhidos,
											podemos recuperar a nossa pesca
											e usá-la para alimentar as pessoas.
									","
											Fakat biz bunu nasıl tersine çevirebileceğimizi biliyoruz,
											ve ben de bugün bu konu hakkında konuşacağım.
											Bu eğriyi yukarıya doğru çevirmeyi biliyoruz.
											Bu balık üretiminin zirve yapmasıyla olmaz.
											Eğer hedeflenen bölgelerde basit birkaç şey yaparsak,
											Su ürünlerimizi geri kazanabilir ve
											bunları besin olarak kullanabiliriz.
									","
											Aber wir wissen,
wie wir das umkehren können,
											darüber will ich heute sprechen.
											Wir wissen, wie wir die Kurve
wieder hoch bekommen.
											Dies muss nicht das 
Fischfördermaximum bedeuten.
											Mit wenigen Maßnahmen
an ausgesuchten Plätzen
											können wir den Fischbestand 
wieder steigern,
											um Menschen zu ernähren.
									","Save the oceans, feed the world!",Jackie Savitz,11:10,"TEDx,oceans,sustainability"
"
","
","
","
","
","Save the oceans, feed the world!",Jackie Savitz,11:10,"TEDx,oceans,sustainability"
"
											First we want to know where the fish are,
											so let's look where the fish are.
											It turns out the fish, conveniently,
											are located for the most part
											in our coastal areas of the countries,
											in coastal zones,
											and these are areas that national jurisdictions
											have control over,
											and they can manage their fisheries
											in these coastal areas.
											Coastal countries tend to have jurisdictions
											that go out about 200 nautical miles,
											in areas that are called exclusive economic zones,
											and this is a good thing that they can control
											their fisheries in these areas,
											because the high seas,
											which are the darker areas on this map,
											the high seas, it's a lot harder to control things,
											because it has to be done internationally.
											You get into international agreements,
											and if any of you are tracking
the climate change agreement,
											you know this can be a very slow,
											frustrating, tedious process.
											And so controlling things nationally
											is a great thing to be able to do.
									","
											Primero queremos saber 
dónde está el pescado,
											así que echemos un vistazo.
											Resulta que el pescado, convenientemente,
está situado en su mayoría
											en áreas aledañas a los países,
en zonas costeras,
											áreas sobre las cuales
las jurisdicciones nacionales
											tienen control y manejan sus pesquerías
en estas zonas costeras.
											Los países costeros tienen jurisdicciones
que comprenden
											alrededor de 370 km desde la costa
en áreas llamadas
											zonas económicas exclusivas.
Es bueno que se puedan controlar
											sus pesquerías en estas zonas,
porque en alta mar,
											que son las zonas más oscuras del mapa,
es mucho más difícil,
											porque tendría 
que hacerse a nivel internacional.
											Se mete uno en ámbitos internacionales
y, si alguno de Uds. está siguiendo
											el acuerdo del cambio climático,
sabe que puede ser un proceso muy lento,
											frustrante y tedioso.
											Así que controlar las cosas 
a nivel nacional está muy bien.
									","
											Primeiro, temos que saber 
onde estão os peixes.
											Vejamos onde estão os peixes.
											Muito convenientemente,
											os peixes estão localizados, 
na sua maioria,
											nas águas costeiras dos países,
											nas zonas costeiras.
											Essas áreas são áreas controladas
											pelas jurisdições nacionais
											que podem gerir as suas pescas
											nessas áreas costeiras.
											Os países costeiros têm 
normalmente jurisdição
											que vai até 350 km
											em áreas que são chamadas 
zonas económicas exclusivas.
											É bom que possam controlar
											as suas pescas nessas áreas,
											porque no alto mar,
											— que são as áreas 
mais escuras neste mapa —
											no alto mar, o controlo 
é muito mais difícil.
											Tem que ser feito a nível internacional.
											São precisos acordos internacionais,
											e, se acompanham o acordo 
sobre a alteração climática,
											sabem que isso pode ser um processo
											muito lento, frustrante e cansativo.
											Portanto, é ótimo ser possível 
controlar as coisas a nível nacional.
									","
											İlk olarak bilmek istediğimiz şey balıkların nerede olduğu,
											bu yüzden gelin balıkların nerede olduklarına bakalım.
											Balıkların, uygun şekilde
											ülkelerin en çok
											sahil bölgelerinde ortaya çıktığı
											tespit edildi,
											kıyı bölgeleri ve bu bölgeler
											ulusal yetki sınırları içerisindedir
											ve bu kıyı bölgelerinde
											su ürünleri işletilebilir.
											Kıyı ülkeleri özel ekonomik alanlar da denen bölgelerde
											200 deniz mili boyunca
											yetki alanına sahiptir
											ve bu bölgelerde su ürünleri işletilebileceğinden
											bu iyi bir fikirdir,
											çünkü haritada koyu renkte gördüğümüz
											açık denizler,
											uluslararası açıdan ele alındığında
											birçok zorluğu vardır.
											Uluslararası antlaşmalara bakabilirsiniz
											ve herhangi bir iklim değişikliği maddesini inceleyecek olursanız,
											bunların çok ağır, beyhude ve can sıkan
											işlemler olduğunu anlayabilirsiniz.
											Dolayısıyla yapılacak en iyi şey,
											ulusal anlamda kontrol etme düşüncesidir.
									","
											Erst muss man wissen,
wo die Fische sind.
											Suchen wir sie einmal.
											Fische sind — praktischerweise —
											meist in den Küstenregionen 
von Ländern zu finden,
											in Küstengebieten,
											und diese Gebiete unterstehen
											der nationalen Hoheit,
											die den Fischfang
											in diesen Küstengebieten verwaltet.
											Jene Hoheitsgewässer erstrecken sich meist
											über etwa 200 Seemeilen.
											Diese Flächen heißen
""Ausschließliche Wirtschaftszonen"".
											Und es ist gut, dass sie ihre Fischgründe
											kontrollieren können,
											denn auf der Hochsee,
											auf dieser Karte dunkel gekennzeichnet,
											ist es viel schwerer 
Dinge zu kontrollieren,
											da sie international 
geregelt werden müssen.
											Man braucht internationale Abkommen,
											und am Beispiel des Klimaschutzabkommens
											sehen Sie, was für ein langsamer,
											frustrierender, mühsamer Prozess das ist.
											Darum ist es gut,
											Dinge auf nationaler Ebene 
verwalten zu können.
									","Save the oceans, feed the world!",Jackie Savitz,11:10,"TEDx,oceans,sustainability"
