en,es,title,speaker,duration,tags
"
","
",The secret weapon that let dinosaurs take over the planet,Emma Schachner,10:12,"dinosaurs,science,TEDx,paleontology,history"
"
											We've all heard about
how the dinosaurs died.
											The story I'm going to tell you
											happened over 200 million years
before the dinosaurs went extinct.
											This story starts at the very beginning,
											when dinosaurs were just
getting their start.
											One of the biggest mysteries
in evolutionary biology
											is why dinosaurs were so successful.
											What led to their global dominance
for so many years?
											When people think about
why dinosaurs were so amazing,
											they usually think about the biggest
or the smallest dinosaur,
											or who was the fastest,
											or who had the most feathers,
											the most ridiculous armor,
spikes or teeth.
											But perhaps the answer had to do
with their internal anatomy —
											a secret weapon, so to speak.
											My colleagues and I,
we think it was their lungs.
									","
											Todos hemos oído hablar sobre
cómo murieron los dinosaurios.
											La historia que voy a contarles
											sucedió alrededor de 200 millones de años
antes de la extinción de los dinosaurios.
											Esta historia comienza
al principio de todo,
											con el origen de los dinosaurios.
											Uno de los grandes misterios
de la biología evolutiva
											es por qué los dinosaurios
fueron tan gloriosos.
											¿Qué les condujo a su dominancia global
durante tantos años?
											Cuando la gente piensa por qué
los dinosaurios fueron tan increíbles,
											normalmente piensa en los dinosaurios
más grandes o más pequeños,
											o sobre quién era más rápido,
											o quién tenía más plumas,
											la armadura más ridícula,
puntas o dientes.
											Pero quizás la respuesta tenga que ver
con su anatomía interna;
											un arma secreta, por llamarlo
de alguna forma.
											Mis compañeros y yo creemos
que fueron sus pulmones.
									",The secret weapon that let dinosaurs take over the planet,Emma Schachner,10:12,"dinosaurs,science,TEDx,paleontology,history"
"
","
",The secret weapon that let dinosaurs take over the planet,Emma Schachner,10:12,"dinosaurs,science,TEDx,paleontology,history"
"
											I am both a paleontologist
and a comparative anatomist,
											and I am interested in understanding
											how the specialized dinosaur lung
helped them take over the planet.
											So we are going to jump back
over 200 million years
											to the Triassic period.
											The environment was extremely harsh,
											there were no flowering plants,
											so this means that there was no grass.
											So imagine a landscape
filled with all pine trees and ferns.
											At the same time,
there were small lizards,
											mammals, insects,
											and there were also carnivorous
and herbivorous reptiles —
											all competing for the same resources.
									","
											Soy paleontóloga y anatomista comparativa
											y estoy centrada en entender
											cómo el pulmón especial de los dinosaurios
les ayudó a dominar el planeta.
											Vamos a viajar atrás en el tiempo
hasta hace unos 200 millones de años,
											al periodo Triásico.
											El entorno era extremadamente áspero,
											no había plantas florales,
											lo que quiere decir que no había césped.
											Imaginen un paisaje repleto
de pinos y helechos.
											Al mismo tiempo, había pequeños lagartos,
											mamíferos, insectos,
											y había reptiles carnívoros y herbívoros,
											todos compitiendo por los mismos recursos.
									",The secret weapon that let dinosaurs take over the planet,Emma Schachner,10:12,"dinosaurs,science,TEDx,paleontology,history"
"
","
",The secret weapon that let dinosaurs take over the planet,Emma Schachner,10:12,"dinosaurs,science,TEDx,paleontology,history"
"
											Critical to this story
											is that oxygen levels have been estimated
to have been as low as 15 percent,
											compared to today's 21 percent.
											So it would have been crucial
for dinosaurs to be able to breathe
											in this low-oxygen environment,
											not only to survive
											but to thrive and to diversify.
									","
											Esencial en esta historia
											es que el nivel de oxígeno se ha estimado
que era tan bajo que alcanzaba 15 %,
											comparado con el 21 % actual.
											Así que era esencial para 
los dinosaurios poder respirar
											en este entorno bajo de oxígeno;
											no solo para sobrevivir,
											sino para prosperar y diversificarse.
									",The secret weapon that let dinosaurs take over the planet,Emma Schachner,10:12,"dinosaurs,science,TEDx,paleontology,history"
"
","
",The secret weapon that let dinosaurs take over the planet,Emma Schachner,10:12,"dinosaurs,science,TEDx,paleontology,history"
"
											So, how do we know
what dinosaur lungs were even like,
											since all that remains of a dinosaur
generally is its fossilized skeleton?
											The method that we use is called
""extant phylogenetic bracketing.""
											This is a fancy way of saying
that we study the anatomy —
											specifically in this case,
the lungs and skeleton —
											of the living descendants of dinosaurs
on the evolutionary tree.
											So we would look at the anatomy of birds,
											who are the direct
descendants of dinosaurs,
											and we'd look at
the anatomy of crocodilians,
											who are their closest living relatives,
											and then we would look at
the anatomy of lizards and turtles,
											who we can think of like their cousins.
											And then we apply these anatomical data
to the fossil record,
											and then we can use that
to reconstruct the lungs of dinosaurs.
											And in this specific instance,
											the skeleton of dinosaurs most closely
resembles that of modern birds.
									","
											Y ¿cómo sabemos cómo eran
los pulmones de los dinosaurios
											cuando todo lo que nos queda de ellos son,
sobre todo, sus esqueletos fosilizados?
											El método que empleamos se denomina
""horquillado filogenético conservado"".
											Es una forma elegante de decir
que estudiamos la anatomía
											— en este caso específico,
los pulmones y el esqueleto —
											de los descendientes actuales de los
dinosaurios según su árbol filogenético.
											Por lo que observaremos
la anatomía de los pájaros,
											que son descendientes directos
de los dinosaurios,
											y observaremos la anatomía
de los cocodrilos,
											sus parientes vivos más cercanos,
											y luego observaremos la anatomía
de lagartos y tortugas,
											a los que podemos considerar sus primos.
											Y después aplicamos estos datos
analíticos a los registros fósiles
											y los usamos para reconstruir
los pulmones de los dinosaurios.
											Y en este caso específico,
											el esqueleto de los dinosaurios se parece
sobre todo al de los pájaros modernos.
									",The secret weapon that let dinosaurs take over the planet,Emma Schachner,10:12,"dinosaurs,science,TEDx,paleontology,history"
"
","
",The secret weapon that let dinosaurs take over the planet,Emma Schachner,10:12,"dinosaurs,science,TEDx,paleontology,history"
"
											So, because dinosaurs were competing with
early mammals during this time period,
											it's important to understand
the basic blueprint of the mammalian lung.
											Also, to reintroduce you
to lungs in general,
											we will use my dog Mila of Troy,
											the face that launched a thousand treats,
											as our model.
									","
											Como los dinosaurios competían con los
primeros mamíferos durante este periodo,
											es importante comprender la plantilla
básica del pulmón de mamíferos.
											Además, para darles información
general sobre los pulmones,
											usaremos a mi perra, Mila de Troya,
											la cara que ganó mil obsequios,
											como nuestro modelo.
									",The secret weapon that let dinosaurs take over the planet,Emma Schachner,10:12,"dinosaurs,science,TEDx,paleontology,history"
