en,es,fr,tr,title,speaker,duration,tags
"
","
","
","
",What young women believe about their own sexual pleasure,Peggy Orenstein,17:00,"children,communication,family,empathy,feminism,gender equality,inequality,parenting,humanity,relationships,sex,social change,women,society"
"
											For several years now,
											we've been engaged in a national debate
about sexual assault on campus.
											No question —
											it's crucial that young people
understand the ground rules for consent,
											but that's where the conversation
about sex is ending.
											And in that vacuum of information
											the media and the Internet —
											that new digital street corner —
											are educating our kids for us.
											If we truly want young people
to engage safely, ethically,
											and yes, enjoyably,
											it's time to have open honest discussion
about what happens after ""yes,""
											and that includes breaking
the biggest taboo of all
											and talking to young people
											about women's capacity for
and entitlement to sexual pleasure.
											Yeah.
									","
											Desde hace varios años,
											estamos inmersos en un debate nacional 
sobre agresión sexual en los campus.
											No hay duda,
											es crucial que los jóvenes comprendan 
las reglas básicas del consentimiento,
											pero es ahí termina la conversación 
sobre sexo.
											Y en ese vacío de información
											los medios de comunicación e Internet,
											esa nueva esquina digital urbana,
											están asumiendo la educación 
de nuestros hijos por nosotros.
											Si realmente queremos que los jóvenes 
se involucren con seguridad, ética,
											y sí, con placer,
											es hora de tener un debate abierto y 
honesto sobre lo que sucede tras el ""sí"".
											Y eso incluye romper el tabú 
más grande de todos
											y hablar con los jóvenes
											sobre la capacidad y el derecho 
de las mujeres al placer sexual.
											Sí.
									","
											Depuis plusieurs années,
											nous avons engagé un débat national
											sur les agressions sexuelles
sur les campus.
											Aucun doute,
											il est crucial que les jeunes comprennent
les règles fondamentales du consentement,
											mais c'est là que prend fin
la conversation sur le sexe.
											Dans ce vide d'information,
											les médias et internet —
											ce nouveau coin de rue digital —
											éduquent nos enfants à notre place.
											Si nous voulons vraiment que les jeunes
s'y livrent de façon sûre, éthique
											et oui, agréable,
											il est temps d'avoir une discussion
ouverte et honnête
											sur ce qu'il se passe après « oui »
											et cela inclut de briser
le plus grand tabou
											et de parler aux jeunes
											de la capacité et du droit des femmes
d'éprouver du plaisir sexuel.
											Ouais.
									","
											Son birkaç yıldır,
											kampüsteki cinsel istismar hakkında
ulusal bir tartışmayla uğraşıyoruz.
											Şüphesiz olarak —
											genç insanların razı gelmek için
temel kuralları anlamaları önemlidir,
											fakat seks hakkındaki
iletişimin bittiği nokta da burası.
											Bu bilgi boşluğunda
											medya ve internet —
											o yeni dijital sokak köşesi —
											çocuklarımızı bizler için eğitiyor.
											Eğer genç insanların güvenli,
etik, ve evet, eğlenceli bir şekilde
											bir araya gelmelerini istiyorsak,
											""evet"" dedikten sonrası hakkında
açık ve dürüst bir tartışma başlatma
											zamanı geldi ve bu, en büyük
tabunun yıkılmasını ve kadınların
											cinsel haz kapasitesi ve hakkı
											konusunda genç
insanlarla konuşmayı da içeriyor.
											Evet.
									",What young women believe about their own sexual pleasure,Peggy Orenstein,17:00,"children,communication,family,empathy,feminism,gender equality,inequality,parenting,humanity,relationships,sex,social change,women,society"
"
","
","
","
",What young women believe about their own sexual pleasure,Peggy Orenstein,17:00,"children,communication,family,empathy,feminism,gender equality,inequality,parenting,humanity,relationships,sex,social change,women,society"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Alkış)
									",What young women believe about their own sexual pleasure,Peggy Orenstein,17:00,"children,communication,family,empathy,feminism,gender equality,inequality,parenting,humanity,relationships,sex,social change,women,society"
"
","
","
","
",What young women believe about their own sexual pleasure,Peggy Orenstein,17:00,"children,communication,family,empathy,feminism,gender equality,inequality,parenting,humanity,relationships,sex,social change,women,society"
"
											Come on, ladies.
									","
											Vamos, señoras.
									","
											Allez mesdemoiselles.
									","
											Haydi kadınlar.
									",What young women believe about their own sexual pleasure,Peggy Orenstein,17:00,"children,communication,family,empathy,feminism,gender equality,inequality,parenting,humanity,relationships,sex,social change,women,society"
"
","
","
","
",What young women believe about their own sexual pleasure,Peggy Orenstein,17:00,"children,communication,family,empathy,feminism,gender equality,inequality,parenting,humanity,relationships,sex,social change,women,society"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Alkış)
									",What young women believe about their own sexual pleasure,Peggy Orenstein,17:00,"children,communication,family,empathy,feminism,gender equality,inequality,parenting,humanity,relationships,sex,social change,women,society"
"
","
","
","
",What young women believe about their own sexual pleasure,Peggy Orenstein,17:00,"children,communication,family,empathy,feminism,gender equality,inequality,parenting,humanity,relationships,sex,social change,women,society"
"
											I spent three years
talking to girls ages 15 to 20
											about their attitudes
and experience of sex.
											And what I found was
											that while young women may feel
entitled to engage in sexual behavior,
											they don't necessarily
feel entitled to enjoy it.
											Take this sophomore
at the Ivy League college
											who told me,
											""I come from a long line
of smart, strong women.
											My grandmother was a firecracker,
											my mom is a professional,
											my sister and I are loud,
and that's our form of feminine power.""
											She then proceeded
to describe her sex life to me:
											a series of one-off hookups,
											starting when she was 13,
											that were ...
											not especially responsible,
											not especially reciprocal
											and not especially enjoyable.
											She shrugged.
											""I guess we girls are just socialized
to be these docile creatures
											who don't express our wants or needs.""
											""Wait a minute,"" I replied.
											""Didn't you just tell me
what a smart, strong woman you are?""
											She hemmed and hawed.
											""I guess,"" she finally said,
											""no one told me that that smart,
strong image applies to sex.""
									","
											Pasé tres años hablando 
con chicas entre 15 y 20 años
											sobre sus actitudes 
y experiencias sexuales.
											Y encontré que
											si bien las jóvenes quizá se sienten 
con el derecho a participar
											en conductas sexuales, no necesariamente 
se sienten con derecho a disfrutarlo.
											Veamos esta estudiante de 2º año 
en una universidad de prestigio
											quien me dijo:
											""Vengo de una larga línea 
de mujeres inteligentes y fuertes.
											Mi abuela era pura dinamita,
											mi mamá es profesional,
											mi hermana y yo somos fuertes, y 
esa es nuestra forma de poder femenino"".
											Luego procedió a describirme 
su vida sexual.
											Una serie de encuentros únicos,
											que comenzaron cuando ella tenía 13 años,
											y que fueron...
											no especialmente responsables,
											no especialmente recíprocos
											y no especialmente agradables.
											Se encogió de hombros.
											""Creo que a las chicas nos socializan 
para ser criaturas dóciles
											que no expresamos 
nuestros deseos o necesidades"".
											""Espera un momento"", respondí.
											""¿No me acabas de decir 
lo inteligente y fuerte que eres?""
											Ella encogió los hombros y bajó la cabeza.
											""Supongo"", dijo finalmente,
											""nadie me dijo que esa imagen 
inteligente y fuerte se aplica al sexo"".
									","
											J'ai passé trois ans à parler
à des filles ayant entre 15 et 20 ans
											quant à leur attitude
et leur expérience du sexe.
											Et j'ai découvert que,
											si les jeunes femmes se sentent autorisées
à se livrer à un comportement sexuel,
											elles ne croient pas toujours
être autorisées à l'apprécier.
											Une étudiante en deuxième année
d'Ivy League
											m'a dit :
											« Je viens d'une longue lignée
de femmes intelligentes, fortes.
											Ma grand-mère débordait d'énergie,
											ma mère est une professionnelle,
											ma sœur et moi sommes bruyantes
et c'est notre forme de pouvoir féminin. »
											Puis elle a poursuivi
en me décrivant sa vie sexuelle :
											une série de coups d'un soir
											qui ont commencé à ses 13 ans,
											qui n'étaient...
											pas particulièrement responsables,
											pas particulièrement réciproques
											et pas particulièrement agréables.
											Elle a haussé les épaules :
											« Je crois que nous, les filles, sommes
socialisées à être ces créatures dociles
											qui n'expriment pas
leurs désirs ou besoins. »
											« Attends un instant, ai-je dit.
											Ne m'as-tu pas dit que tu étais
une femme intelligente et forte ? »
											Elle a hésité.
											« Je suppose, a-t-elle fini par dire,
											que personne ne m'a dit qu'une image
intelligente, forte s'applique au sexe. »
									","
											15 ila 20 yaşlarında kızlarla,
seks tutumları ve deneyimleri
											hakkında konuşarak üç yıl geçirdim.
											Bulgum ise şuydu;
											genç kadınlar cinsel davranışla
meşgul olmak konusunda hak sahibi
											hissetseler de, haz almayı
hak ettiklerini hissetmiyorlar.
											Örneğin Ivy League
kolejindeki ikinci sınıf
											öğrencisi şöyle dedi:
											""Benim ailem çok fazla
zeki ve güçlü kadından oluşuyor.
											Büyükannem özgürdü, annem bir profesyonel
											ve kız kardeşlerimin ve benim de
											sesimiz çıkıyor,
bu bizim kadınsal gücümüz.""
											Daha sonra bana
seks hayatını anlattı:
											tek seferlik bir ilişkiler serisi,
											13 yaşındayken başlamış,
											ve bunlar ...
											güvenli değil,
											çift taraflı değil ve
											zevkli de değilmiş.
											Omuz silkti.
											""Sanırım biz kızlar, ihtiyaçlarını
veya isteklerini ifade etmeyen
											uysal yaratıklar
olarak sosyalleştirildik.""
											""Bir dakika,"" dedim.
											""Sen bana az önce zeki,
güçlü bir kadın olduğunu söylemedin mi?""
											Eveledi geveledi.
											Sonunda ""sanırım"" dedi,
											""bana kimse bu zeki, güçlü
imajının seksi içerdiğini söylemedi.""
									",What young women believe about their own sexual pleasure,Peggy Orenstein,17:00,"children,communication,family,empathy,feminism,gender equality,inequality,parenting,humanity,relationships,sex,social change,women,society"
