en,pt,es,fr,title,speaker,duration,tags
"
","
","
","
",How online abuse of women has spiraled out of control,Ashley Judd,16:10,"activism,bullying,communication,computers,feminism,gender,gender equality,global issues,policy,potential,social media,society,women,writing,Internet,sexual violence"
"
											[This talk contains graphic language
and descriptions of sexual violence]
											[Viewer discretion is advised]
									","
											[Esta palestra contém linguagem gráfica
e descrições de violência sexual]
											[Avisa-se o espetador]
									","
											[Esta charla contiene lenguaje explícito
y descripciones de violencia sexual ]
											[Recomendamos al espectador discreción]
									","
											[Contient du langage graphique
et des descriptions de violence sexuelle]
											[Public averti uniquement]
									",How online abuse of women has spiraled out of control,Ashley Judd,16:10,"activism,bullying,communication,computers,feminism,gender,gender equality,global issues,policy,potential,social media,society,women,writing,Internet,sexual violence"
"
","
","
","
",How online abuse of women has spiraled out of control,Ashley Judd,16:10,"activism,bullying,communication,computers,feminism,gender,gender equality,global issues,policy,potential,social media,society,women,writing,Internet,sexual violence"
"
											""Ashley Judd, stupid fucking slut.
									","
											""Ashley Judd, puta estúpida.""
									","
											""Ashley Judd, vaya una zorra estúpida""
									","
											« Ashley Judd, putain de salope stupide. »
									",How online abuse of women has spiraled out of control,Ashley Judd,16:10,"activism,bullying,communication,computers,feminism,gender,gender equality,global issues,policy,potential,social media,society,women,writing,Internet,sexual violence"
"
","
","
","
",How online abuse of women has spiraled out of control,Ashley Judd,16:10,"activism,bullying,communication,computers,feminism,gender,gender equality,global issues,policy,potential,social media,society,women,writing,Internet,sexual violence"
"
											""You can't sue someone
for calling them a cunt.""
									","
											""Não podes processar ninguém
por lhes chamarem puta.""
									","
											""No puedes demandar a alguien
por llamarte hija de puta""
									","
											« Tu ne peux pas poursuivre quelqu'un
pour t'avoir traitée de salope. »
									",How online abuse of women has spiraled out of control,Ashley Judd,16:10,"activism,bullying,communication,computers,feminism,gender,gender equality,global issues,policy,potential,social media,society,women,writing,Internet,sexual violence"
"
","
","
","
",How online abuse of women has spiraled out of control,Ashley Judd,16:10,"activism,bullying,communication,computers,feminism,gender,gender equality,global issues,policy,potential,social media,society,women,writing,Internet,sexual violence"
"
											""If you can't handle the Internet,
fuck off, whore.""
									","
											""Se não aguentas a Internet,
vai-te foder, puta.""
									","
											""Si no puedes manejar Internet,
que te den, puta""
									","
											« Si tu ne peux pas
supporter l'Internet, dégage, pute. »
									",How online abuse of women has spiraled out of control,Ashley Judd,16:10,"activism,bullying,communication,computers,feminism,gender,gender equality,global issues,policy,potential,social media,society,women,writing,Internet,sexual violence"
"
","
","
","
",How online abuse of women has spiraled out of control,Ashley Judd,16:10,"activism,bullying,communication,computers,feminism,gender,gender equality,global issues,policy,potential,social media,society,women,writing,Internet,sexual violence"
"
											""I wish Ashley Judd
would die a horrible death.
											She is the absolute worst.""
									","
											""Gostava que a Ashley Judd
tivesse uma morte horrível.
											""Ela é absolutamente a pior.""
									","
											""Ojalá Ashley Judd tenga
una muerte horrible""
											""Es lo peor""
									","
											« J'aimerais qu'Ashley Judd
meure d'une façon horrible.
											Elle est la pire de tous. »
									",How online abuse of women has spiraled out of control,Ashley Judd,16:10,"activism,bullying,communication,computers,feminism,gender,gender equality,global issues,policy,potential,social media,society,women,writing,Internet,sexual violence"
