en,de,title,speaker,duration,tags
"
","
",This scientist makes ears out of apples,Andrew Pelling,7:05,"biotech,design,exploration,collaboration,creativity,hack,future,innovation,invention,play,materials,potential,science,TED Fellows,technology"
"
											I've got a confession.
											I love looking through people's garbage.
											Now, it's not some creepy thing.
											I'm usually just looking
for old electronics,
											stuff I can take to my workshop and hack.
											I do have a fetish for CD-ROM drives.
											Each one's got three different motors,
											so now you can build things that move.
											There's switches so you can
turn things on and off.
											There's even a freaking laser,
											so you can make a cool robot
into an awesome robot.
									","
											Ich muss Ihnen etwas beichten.
											Ich wühle gerne im Müll anderer Leute.
											Es ist nichts Abartiges dabei.
											Ich suche bloß nach altem Elektroschrott,
											Zeug, das ich in meiner
Werkstatt zerhacken kann.
											Ich habe ein Fetisch für CD-ROM-Laufwerke.
											Jedes einzelne hat drei
verschiedene Triebwerke.
											Damit kann man bewegliche Teile bauen.
											Es gibt Schalter zum Ein- und Ausschalten.
											Es gibt sogar einen verdammten Laser.
											Und so kann man aus einem coolen,
einen total abgefahrenen Roboter machen.
									",This scientist makes ears out of apples,Andrew Pelling,7:05,"biotech,design,exploration,collaboration,creativity,hack,future,innovation,invention,play,materials,potential,science,TED Fellows,technology"
"
","
",This scientist makes ears out of apples,Andrew Pelling,7:05,"biotech,design,exploration,collaboration,creativity,hack,future,innovation,invention,play,materials,potential,science,TED Fellows,technology"
"
											Now, I've built
a lot of stuff out of garbage,
											and some of these things
have even been kind of useful.
											But here's the thing,
											for me, garbage is just a chance to play,
											to be creative and build things
to amuse myself.
											This is what I love doing,
so I just made it part of my day job.
											I lead a university-based
biological research lab,
											where we value curiosity
and exploration above all else.
											We aren't focused
on any particular problem,
											and we're not trying to solve
any particular disease.
											This is just a place where people can come
											and ask fascinating questions
and find answers.
											And I realized a long time ago
											that if I challenge people
to build the equipment they need
											out of the garbage I find,
											it's a great way to foster creativity.
											And what happened
											was that artists and scientists
from around the world
											started coming to my lab.
											And it's not just because
we value unconventional ideas,
											it's because we test and validate them
											with scientific rigor.
									","
											Ich habe schon einiges aus Müll gebastelt.
											Und manches war auch irgendwie nützlich.
											Es ist nur so:
											Für mich ist Müll einfach
eine Gelegenheit zum Spielen,
											kreativ zu sein und
aus Spaß Dinge zu bauen.
											Ich liebe das, also habe ich es einfach 
zu einem Teil meiner Arbeit gemacht.
											Ich leite das biologische 
Forschungslabor einer Uni,
											wo wir Neugier und Forschungsdrang
über alles schätzen.
											Der Fokus liegt 
auf keinem bestimmten Problem
											und wir versuchen keine
bestimmte Krankheit zu heilen.
											Menschen können einfach herkommen,
											um spannende Fragen zu stellen 
und Antworten zu finden.
											Vor einiger Zeit wurde mir klar,
											dass wenn ich Menschen herausfordere,
ihr benötigtes Equipment
											aus dem Müll zu machen, den ich finde,
											das ist eine großartige Art,
ihre Kreativität zu fördern.
											Und was passierte war,
											dass Künstler und Wissenschaftler
aus der ganzen Welt
											plötzlich in mein Labor kamen.
											Nicht nur, weil wir
außergewöhnliche Ideen schätzen,
											sondern weil wir sie wissenschaftlich
testen und auswerten.
									",This scientist makes ears out of apples,Andrew Pelling,7:05,"biotech,design,exploration,collaboration,creativity,hack,future,innovation,invention,play,materials,potential,science,TED Fellows,technology"
"
","
",This scientist makes ears out of apples,Andrew Pelling,7:05,"biotech,design,exploration,collaboration,creativity,hack,future,innovation,invention,play,materials,potential,science,TED Fellows,technology"
"
											So one day I was hacking something,
I was taking it apart,
											and I had this sudden idea:
											Could I treat biology like hardware?
											Could I dismantle a biological system,
											mix and match the parts
											and then put it back together
in some new and creative way?
											My lab started working on this,
											and I want to show you the result.
									","
											Einmal war ich dabei, 
etwas auseinanderzunehmen
											und hatte plötzlich diese Idee:
											Könnte ich mit Biologie 
wie mit Hardware umgehen?
											Könnte ich ein
biologisches System zerlegen,
											die Einzelteile vertauschen
											und in einer neuen, kreativen Weise 
wieder verbinden?
											Wir haben im Labor daran gearbeitet
											und ich will Ihnen das Ergebnis zeigen.
									",This scientist makes ears out of apples,Andrew Pelling,7:05,"biotech,design,exploration,collaboration,creativity,hack,future,innovation,invention,play,materials,potential,science,TED Fellows,technology"
"
","
",This scientist makes ears out of apples,Andrew Pelling,7:05,"biotech,design,exploration,collaboration,creativity,hack,future,innovation,invention,play,materials,potential,science,TED Fellows,technology"
"
											Can any of you guys
tell me what fruit this is?
									","
											Kann mir jemand sagen,
was das hier für eine Frucht ist?
									",This scientist makes ears out of apples,Andrew Pelling,7:05,"biotech,design,exploration,collaboration,creativity,hack,future,innovation,invention,play,materials,potential,science,TED Fellows,technology"
"
","
",This scientist makes ears out of apples,Andrew Pelling,7:05,"biotech,design,exploration,collaboration,creativity,hack,future,innovation,invention,play,materials,potential,science,TED Fellows,technology"
"
											Audience: Apple!
									","
											Publikum: Apfel!
									",This scientist makes ears out of apples,Andrew Pelling,7:05,"biotech,design,exploration,collaboration,creativity,hack,future,innovation,invention,play,materials,potential,science,TED Fellows,technology"
