en,fr,tr,de,title,speaker,duration,tags
"
","
","
","
",What's missing in the global debate over refugees,Yasin Kakande,4:27,"TED Fellows,journalism,immigration,refugees,humanity,history,work,politics,government"
"
											I am an immigrant from Uganda
living in the United States
											while waiting for my asylum application
											to go through.
									","
											Je suis un immigrant venu de l'Ouganda
vivant aux États-Unis
											en attendant que ma demande d'asile
											soit acceptée.
									","
											ABD'de yaşayan Ugandalı bir göçmenim
											ve sığınma başvurumun
											onaylanmasını bekliyorum.
											Günümüz dünyasında 
göçmenlerin seyahat özgürlüğünden
									","
											Ich bin ein Immigrant aus Uganda
und lebe in den Vereinigten Staaten,
											während ich auf die Bewilligung
meines Asylantrags warte.
											Migranten haben in unserer heutigen Welt
nicht viel Bewegungsfreiheit.
									",What's missing in the global debate over refugees,Yasin Kakande,4:27,"TED Fellows,journalism,immigration,refugees,humanity,history,work,politics,government"
"
","
","
","
",What's missing in the global debate over refugees,Yasin Kakande,4:27,"TED Fellows,journalism,immigration,refugees,humanity,history,work,politics,government"
"
											Migrants do not enjoy
much freedom of movement
											in our world today.
											This certainly applies to those
who are desperate enough
											to navigate choppy
and stormy seas in boats.
											These are the risks my cousins
from West Africa and North Africa face
											while trying to cross over to Europe.
											Indeed, it is a rare
but fortunate opportunity
											for a migrant to address
a gathering like this.
									","
											Les migrants ne jouissent pas
de beaucoup de liberté de mouvement
											dans notre monde actuel.
											Cela s'applique certainement à ceux
qui sont assez désespérés
											pour naviguer sur des mers
agitées et houleuses dans des bateaux.
											Il y a des risques auxquels font face
											mes cousins d'Afrique
de l'ouest et du nord
											en essayant de traverser vers l'Europe.
											C'est une rare opportunité
et une grande chance
											pour un migrant de s'adresser
à un tel rassemblement.
									","
											keyif aldıkları söylenemez.
											Şüphesiz bu,
dalgalı ve rüzgarlı denizde
											kayıklarla seyahat etmek zorunda 
kalanlar için de geçerli.
											Batı ve Kuzey Afrika'dan 
Avrupa'ya geçmeye çalışan
											kuzenlerimin karşılaştığı riskler bunlar.
											Nitekim böyle bir toplanma, 
bir göçmen için
											ender ancak talihli görülen bir fırsat.
											Bu aynı zamanda 
mülteciler, göçmenler
									","
											Das trifft sicher auf alle zu, 
die verzweifelt genug sind,
											um Boote durch eine raue
und stürmische See zu navigieren.
											Diesen Risiken sind meine Cousins
aus West- und Nordafrika ausgesetzt,
											wenn sie versuchen,
nach Europa überzusetzen.
											Für einen Migranten ist es wirklich
eine seltene, aber glückliche Gelegenheit,
											vor einer solchen Versammlung zu sprechen.
									",What's missing in the global debate over refugees,Yasin Kakande,4:27,"TED Fellows,journalism,immigration,refugees,humanity,history,work,politics,government"
"
","
","
","
",What's missing in the global debate over refugees,Yasin Kakande,4:27,"TED Fellows,journalism,immigration,refugees,humanity,history,work,politics,government"
"
											But this also signifies
what often is missing
											in the global debate over refugees,
											migrants and immigrants,
											voices of the disenfranchised.
											Citizens of many host countries,
											even those that previously
welcomed newcomers,
											are uneasy about the rising
numbers of individuals
											coming into their countries.
											The immediate criticism
is that the newcomers upend the stability
											of social welfare and employment
in their countries.
											Uncertain and skeptical citizens
look towards politicians
											who are competing against each other
to see who can claim the prize
											of the loudest voice
of populism and nationalism.
											It is a contest of who
is the toughest on migrants,
											the most willing to impose travel bans
											and the most eager to propose
projects in building walls.
									","
											Mais cela représente également
ce qu'il manque souvent
											dans le débat mondial
au sujet des réfugiés,
											des migrants et des immigrants :
											la voix de ceux qui sont
privés de leurs droits.
											Les citoyens de beaucoup de pays hôtes,
											même ceux où les nouveaux venus
étaient bienvenus,
											sont inquiets de l'augmentation
du nombre d'individus
											venant dans leur pays.
											La critique immédiate est que
les nouveaux venus renversent la stabilité
											de la sécurité sociale
et de l'emploi dans leur pays.
											Les citoyens incertains et sceptiques
se tournent vers les politiciens
											qui s'affrontent pour prétendre au titre
											de la voix la plus forte
de populisme et nationalisme.
											C'est une compétition de celui
qui sera le plus dur envers les migrants,
											le plus désireux à imposer
des interdictions de voyager
											et à proposer des projets
de construction de murs.
									","
											ve haklarını kaybedenlere ses olanlar
											üzerinden yürütülen küresel tartışmalarda
											neyin eksik kaldığına da işaret ediyor.
											Ev sahibi birçok ülkenin vatandaşları,
											önceden yeni gelenleri
hoş karşılamış olanlar dahi,
											ülkelerine gelen birey 
sayısındaki artıştan rahatsız.
											Doğrudan eleştirileri,
yeni gelenlerin ülkedeki sosyal refahı
											ve ülkenin istihdamındaki istikrarı
altüst etmesi yönünde.
											Kararsız ve şüpheci vatandaşlar ise, 
halkçılık ve milliyetçiliğin
											en güçlü sesi olma konusunda iddialaşarak
											rekabet eden politikacılara bakıyor.
											Bu yarış göçmenlere karşı 
en katı olanın
											seyahat yasağı getirmeye 
ve duvarlar inşa etmeye yönelik
											projeler sunmaya en istekli tarafın
kim olduğu hakkında.
											Tüm bu kısıtlamalar 
ilgili sorunun yalnızca belirtileri,
									","
											Das zeigt jedoch auch,
											was in der weltweiten Debatte
über Flüchtlinge,
											Migranten und Immigranten so oft fehlt:
											die Stimmen der Entrechteten.
											Die Bürger vieler Gastländer,
											selbst die, die vormals
die Neuankömmlinge begrüßten,
											fühlen sich angesichts der steigenden Zahl
an Neuankömmlingen unwohl.
											Es wird umgehend kritisiert,
											die Neuankömmlinge würden
die Stabilität der Sozialsysteme
											und Arbeitsmärkte
in diesen Ländern umkippen.
											Unsichere und skeptische Bürger 
schauen zu den Politikern,
											die sich gegenseitig an Populismus
											und Nationalismus zu überbieten suchen.
											Es ist ein Wettkampf darum,
											wer den Migranten gegenüber
am härtesten ist,
											am ehesten gewillt ist,
Einreiseverbote zu verhängen,
											und sich am stärksten
für den Mauerbau einsetzt.
									",What's missing in the global debate over refugees,Yasin Kakande,4:27,"TED Fellows,journalism,immigration,refugees,humanity,history,work,politics,government"
"
","
","
","
",What's missing in the global debate over refugees,Yasin Kakande,4:27,"TED Fellows,journalism,immigration,refugees,humanity,history,work,politics,government"
"
											All these restrictions simply address
symptoms of the problem,
											not the causes.
											Why are they coming?
											Migrants can share perspectives,
											if only politicians
would be willing to listen.
									","
											Toutes ces restrictions n'abordent
que les symptômes du problème,
											pas les causes.
											Pourquoi viennent-ils ?
											Les migrants pourraient l'expliquer,
											si seulement les politiciens
étaient prêts à écouter.
									","
											sebepleri değil.
											Neden geliyorlar?
											Göçmenler bakış açılarını paylaşabilir,
											keşke politikacılar da 
dinlemeye istekli olsa.
											Dubaide iken göçmen işgücünün
düzenli olarak maruz kaldığı
									","
											All diese Einschränkungen
betreffen aber nur die Symptome,
											nicht die Ursachen.
											Warum kommen sie?
											Migranten könnten ihre Ansichten teilen,
											wenn Politiker nur zuhören würden.
									",What's missing in the global debate over refugees,Yasin Kakande,4:27,"TED Fellows,journalism,immigration,refugees,humanity,history,work,politics,government"
"
","
","
","
",What's missing in the global debate over refugees,Yasin Kakande,4:27,"TED Fellows,journalism,immigration,refugees,humanity,history,work,politics,government"
"
											In Dubai, I chronicled injustices
and inequalities inflicted regularly
											on the migrant labor force.
											As a result, pressures
from the governments
											of the respective countries
											led to me being forced out of my career
as a journalist in the Middle East.
											I was deported to Uganda,
											where economic deprivation
puts everyone at the risk of starvation.
											I fled Uganda to come to the United States
											in the hope of sustaining a voice
for my brothers and sisters
											who experience a more
serious plight as migrants.
									","
											A Dubaï, j'ai relaté les injustices
et inégalités infligées régulièrement
											à la main d’œuvre de migrants.
											En conséquence, les pressions
des gouvernements
											des pays respectifs
											m'ont fait abandonner ma carrière
de journaliste au Moyen-Orient.
											J'ai été déporté en Ouganda,
											où le dénuement économique met
tout le monde en danger de famine.
											J'ai fui l'Ouganda
pour venir aux États-Unis
											dans l'espoir de maintenir une voix
pour mes frères et sœurs
											qui connaissent un calvaire plus important
en tant que migrants.
									","
											haksızlık ve eşitsizliklerin 
kayıtlarını tuttum.
											Bunun sonucu olarak, 
saygın ülkelerin
											hükûmetlerinden gelen baskılar
											Orta Doğu'daki işimi kaybetmeme 
sebep oldu.
											Ekonomik yoksunluğun herkesi
											açlık tehlikesiyle karşı karşıya 
bıraktığı Uganda'ya sürüldüm.
											Göçmen olarak başından 
daha kötü şeyler geçmiş
											erkek ve kız kardeşlerime 
ses olabilme umuduyla
											ABD'ye gelmek için Uganda'dan kaçtım.
											Babam, sınır dışı edilme
ve işsizlik riski taşıyan konularda
									","
											In Dubai habe ich das Unrecht
und die Benachteiligungen aufgezeichnet,
											die den Gastarbeitern
regelmäßig angetan werden.
											Die Regierungen der jeweiligen Länder
übten daraufhin Druck auf mich aus
											und beendeten meine Karriere
als Journalist im Nahen Osten.
											Ich wurde nach Uganda abgeschoben,
											wo der wirtschaftliche Mangel
viele Menschen verhungern lässt.
											Ich floh aus Uganda
in die Vereinigten Staaten,
											in der Hoffnung, eine Stimme
für meine Brüder und Schwestern zu sein,
											die als Migranten große Not erfahren.
									",What's missing in the global debate over refugees,Yasin Kakande,4:27,"TED Fellows,journalism,immigration,refugees,humanity,history,work,politics,government"
