en,pt,tr,title,speaker,duration,tags
"
","
","
",Beethoven the businessman,José Bowen,12:49,"TEDx,business,history,music"
"
											This was the first title
I thought of for this talk,
											""Beethoven as Bill Gates.""
											Does that make sense?
											Maybe not. OK, so think about that.
											Being an educator,
I am going to tell you the story,
											and then you'll figure it out
for yourselves.
									","
											O primeiro título que pensei
para esta palestra foi:
											""Beethoven como Bill Gates"".
											Faz sentido?
											Talvez não.
Ok, então pensem nisso.
											Sendo professor,
vou contar-vos a história
											e, depois, irão perceber
por vocês próprios.
									","
											Bu konuşma için ilk başlığım aslında
											''Bill Gates olarak Beethoven''dı.
											Mantıklı mı?
											Belki değil. Tamam şimdi bir düşünün.
											Size bir eğitmen olarak
hikâyeyi anlatacağım.
											Daha sonra çıkarımları siz yaparsınız.
									",Beethoven the businessman,José Bowen,12:49,"TEDx,business,history,music"
"
","
","
",Beethoven the businessman,José Bowen,12:49,"TEDx,business,history,music"
"
											So the second thought I had
was that I would tell the story
											of the history of music delivery,
literally from the beginning,
											from pounding rocks to pounding rock.
											The good news about this is
the first 10,000 years just sailed by.
											So for 10,000 years,
if you want to make music,
											you literally pick up rocks, later
instruments, those sorts of things.
											And this goes on for a very long time.
											Gradually in the West, mostly
we start to get a performing class,
											people who were experts,
who were really good at pounding rocks.
											So, by the 18th century,
we're still basically doing this.
											We have a class of experts, professionals,
											who play very expensive instruments,
for the most part,
											things like the organ,
complicated instruments,
											and if you wanted to hear music
in the 18th century,
											it was live.
											You had to go to a concert.
											You had to go to church,
you had to go to a civic event,
											you had to go hear somebody
making music live.
											So, music always involved
social interaction.
											There were no headphones you could put on,
											there was no iPhone,
there was no record player.
											If you wanted to hear music,
you had to get out of the house.
											There's really, basically,
no music in your house.
									","
											O segundo pensamento que tive
foi que vos iria contar a história
											da história da música,
literalmente desde o início,
											desde o martelar de pedras
até às batidas do ""rock"".
											As boas notícias é que
os primeiros 10 000 anos já ""voaram"".
											Durante 10 000 anos,
se quisessem fazer música,
											era com pedras, depois instrumentos
e coisas do género.
											E foi algo que durou muito tempo.
											Gradualmente, no Ocidente,
fomos começando a ter aulas
											com pessoas especialistas,
que eram mesmo boas a bater pedras.
											No século XVIII, ainda fazíamos o mesmo.
											Tínhamos uma série
de especialistas, de profissionais,
											em que a maioria tocava
instrumentos caros,
											como o órgão
e instrumentos complicados.
											Se quiséssemos ouvir música
no século XVIII, era ao vivo.
											Era preciso ir a um concerto.
											Tínhamos de ir à igreja,
a um evento social,
											tínhamos de ir ouvir alguém
que tocasse, ao vivo.
											Assim, a música envolvia
sempre interação social.
											Não havia auscultadores,
											não havia iPhones,
não havia gira-discos.
											Se quiséssemos ouvir música,
tínhamos de sair de casa.
											Não havia música dentro de casa.
									","
											Aklıma gelen ikinci düşünce
size müzik dağıtımı tarihini
											baştan sona anlatmaktı, 
kelimenin tam anlamıyla en başından.
											Taşları birbirine vurmaktan 
rock müziğe kadar.
											İyi haber ilk 10.000 yıl 
hemen hemen aynıydı.
											Yani 10.000 yıl boyunca, 
eğer müzik yapmak isterseniz
											önce elinize gerçekten bir taş almanız 
gerekirdi, sonra enstrüman gibi şeyler.
											Bu uzunca bir süre böyle gitti.
											Kademeli olarak, Batı'da 
müzik üreten bir sınıf oluştu.
											İşinde uzman olan, taşları
birbirine vurmakta iyi olan insanlar
											18. yüzyıla kadar aşağı yukarı 
buna benzer şeyler yapıyorduk.
											Profesyoneller ve uzmanlardan 
oluşan bir sınıf.
											Bu sınıf çoğunlukla kilise orgu gibi
											pahalı ve karmaşık enstrümanlar çalarlardı
											ve eğer 18. yüzyılda müzik 
dinlemek isteseydiniz,
											müzik canlı yapılırdı.
											Bir konsere gitmek zorundaydınız.
											Kiliseye veya toplumsal
bir etkinliğe katılmalıydınız.
											Canlı müzik yapan birinin 
yanında olmanız gerekirdi.
											Müzik her zaman bir 
sosyal etkileşim içeriyordu.
											Takabileceğiniz bir kulaklık yoktu.
											iPhone veya ses kayıt cihazı da yoktu.
											Müzik dinlemek istiyorsanız 
evinizden dışarı çıkmanız gerekiyordu.
											Evinizde gerçekten hiç müzik yoktu.
									",Beethoven the businessman,José Bowen,12:49,"TEDx,business,history,music"
"
","
","
",Beethoven the businessman,José Bowen,12:49,"TEDx,business,history,music"
"
											This goes on through the 18th century
from the beginning,
											and then we have ...
											our first disruption.
											These two things actually happened
together, these two disruptions.
											We get the piano, right?
											The piano was a new technology
											that really starts to happen
in the 18th century,
											and then it becomes something
that you could mass-produce cheaply.
											So you can now have an instrument
that's not too expensive,
											that everyone can have one,
											that you can have at home.
											So this allows for a kind of disruption,
											but it wouldn't have happened
if the second disruption hadn't happened
											at the same time,
											which is that somebody figured out
how to do cheap music printing.
									","
											E isto continuou desde o início
até ao fim do século XVIII.
											Até que temos...
[Três ruturas]
											A primeira rotura.
[A impressão da música e o piano]
											Estas duas coisas aconteceram
ao mesmo tempo.
											Aparece-nos o piano.
											O piano era uma tecnologia nova
											que surge em força no século XVIII
											e que se tornou algo que podia ser
produzido em massa e com custo baixo.
											Então, podíamos ter um instrumento
não muito caro,
											acessível a qualquer pessoa
											e que podíamos ter em casa.
											Esta situação levou
a uma espécie de rutura,
											mas que não teria acontecido
sem uma segunda rutura, ao mesmo tempo.
											Alguém descobriu como imprimir música
de uma forma barata.
									","
											Bu 18. yüzyıl boyunca hep böyle oldu.
											Ve sonra...
											ilk kırılma gerçekleşti.
											Bu iki şey, iki kırılma 
aslında beraber oldu.
											Piyanomuz var, değil mi?

											Piyano tam anlamıyla 18. yüzyılda
											kendini bulmuş yeni bir teknolojiydi.
											Sonraları ucuza seri üretebileceğiniz 
bir şey hâline geldi.
											Yani artık enstrüman sahibi 
olabilirdiniz.
											Ucuz ve herkesin sahip olabileceği,
											evde bulunabilecek bir tane.
											Bu bir kırılmaya sebebiyet verdi
											fakat eğer ikinci kırılma da 
aynı zamanda olmasaydı bu olmazdı.
											İkinci kırılma,
											ucuz bir şekilde müziği
kağıda aktarma yolunun bulunmasıydı.
									",Beethoven the businessman,José Bowen,12:49,"TEDx,business,history,music"
"
","
","
",Beethoven the businessman,José Bowen,12:49,"TEDx,business,history,music"
"
											Remember Gutenberg
and the other kind of printing?
											Music is a little more complicated.
											It took a little longer to figure out:
											How do I create a cheap way
to distribute sheet music?
											In London, at the time
of the American Revolution,
											there are 12 music shops.
											By 1800, there are 30.
											By 1820, there are 150.
											So the internet wasn't
the first time this happened,
											because think about what happens
when, all of a sudden,
											you go from ""If I want to hear music,
											I've got to go hear Bach,
I've got to go hear Mozart.""
											That meant you had
to actually go hear Mozart.
											You didn't buy a CD of Mozart,
you didn't download Mozart.
											You couldn't even buy Mozart sheet music,
at least not easily or cheaply.
											But if you wanted to hear Mozart or Bach,
											you had to go to Germany and go hear them.
									","
											Lembram-se de Gutenberg
e da outra forma de impressão?
											A música é um pouco mais complicada.
											Demorou mais tempo para se descobrir
											como distribuir partituras
com um custo reduzido.
											Em Londres,
na altura da Revolução Americana,
											havia 12 lojas de música.
											Em 1800, eram 30.
											Em 1820, eram 150.
											Portanto, não foi só com a Internet
que algo deste género aconteceu.
											Pensem no que acontece
quando, de repente,
											vocês passam de
""Se eu quiser ouvir música,
											""tenho de ir ouvir Bach,
tenho de ir ouvir Mozart.""
											Isso significava que tinham, literalmente,
de ir ouvir Mozart.
											Não compravam um CD de Mozart,
não faziam ""download"" de Mozart.
											Nem se podia comprar partituras de Mozart,
pelo menos, facilmente e em conta.
											Mas, se quisessem ouvir Mozart ou Bach,
											tinham de ir até à Alemanha para ouvi-los.
									","
											Gutenberg'i ve matbaayı hatırladınız mı?
											Müzik biraz daha karmaşıktır.
											Müziği dağıtmanın
ucuz yolunu nasıl bulurum
											sorusunu cevaplamak dolayısıyla
biraz daha zaman aldı.
											Londra'da Amerikan Devrimi sırasında
											12 müzik dükkanı vardı.
											Sayıları 1800 itibarıyla 30
											1820 itibarıyla ise 150 oldu.
											Yani internet bunun 
olduğu ilk yer değildi.
											Çünkü eğer olanları düşünürseniz insanlar,
											""Eğer müzik dinlemek istiyorsam
											gidip Bach dinlemeliyim,
gidip Mozart dinlemeliyim.""
											dediklerinde gerçekten 
gidip dinlemelilerdi.
											Bir Mozart CD'si alamazdınız
veya gidip Mozart indiremezdiniz.
											Mozart'ın nota kağıdını bile satın 
alamazdınız en azından ucuz veya kolayca.
											Mozart veya Bach dinlemek istiyorsanız
											bunun için Almanya'ya gitmeliydiniz.
									",Beethoven the businessman,José Bowen,12:49,"TEDx,business,history,music"
"
","
","
",Beethoven the businessman,José Bowen,12:49,"TEDx,business,history,music"
"
											But that's not true for Beethoven.
											And Beethoven figures out that,
in fact, there's a new market.
											Beethoven is an entrepreneur,
											not unlike our other friend, Bill Gates.
											He's an entrepreneur that figures out,
											""Hey, I don't have
to actually go to London.
											I can actually just sell sheet music.
											And it can be printed
and mass-distributed,
											and I will be famous everywhere,
and everybody else will play my music.""
											So that changes the experience
of music for everybody.
											It changes the variety, it
changes the global pyramid,
											it changes all sorts of things.
											It creates a new class of musicians,
of composers and performers —
											there's a division of labor.
											If you hire Bach to play for your wedding,
											guess who shows up?
											Bach!
									","
											Com Beethoven, já não era assim.
											Beethoven percebeu
que havia um novo mercado.
											Beethoven era um empreendedor,
											do género de Bill Gates,
do nosso outro amigo.
											Ele foi um empreendedor
que percebeu:
											""Eu não tenho de ir a Londres.
											""Posso vender partituras.
											""Podem ser impressas
e distribuídas em massa
											""Serei famoso em qualquer lugar
e todos tocarão a minha música.""
											Isto muda a experiência da música
para todos.
											Muda a variedade,
muda a pirâmide global,
											muda tudo.
											Cria um novo grupo de músicos,
de compositores e artistas
											— cria uma divisão de trabalho.
											Se contratassem Bach para tocar
no vosso casamento,
											adivinhem quem apareceria?
											Bach!
									","
											Bu Beethoven için doğru değildi.
											Beethoven fark etti ki aslında 
ortada bir pazar vardı.
											Beethoven bir girişimciydi,
											Bill Gates'in aksine,
											o şunu fark etti,
											""Hey, gerçekten Londra'ya
gitmeme gerek yok.
											Aslında sadece
nota kağıtlarını satabilirim.
											Onlar basılıp kitlesel olarak dağıtılıyor
											ve bu sayede her yerde ünlü olurum,
her yerde benim müziğim çalar.""
											Bu herkes için müzik 
deneyimini değiştirdi.
											Bu çeşitliliği değiştirdi,
küresel piramidi değiştirdi.
											Bu hemen her şeyi değiştirdi.
											Yeni bir müzisyen ve bestekâr
sınıfı ortaya koydu-
											İş dağılımı oluştu.
											Eğer düğününüzde çalması 
için Bach'ı kiralarsanız,
											tahmin edin kim gelir?
											Bach!
									",Beethoven the businessman,José Bowen,12:49,"TEDx,business,history,music"
