es,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
",The rise of human-computer cooperation,Shyam Sankar,12:12,"AI,algorithm,computers,data,engineering,intelligence,security,technology,machine learning"
"
											Quiero hablarles sobre dos partidas de ajedrez.
											La primera fue en 1997, cuando Garry Kasparov,
											un humano, perdió ante Deep Blue, una máquina.
											Para muchos, este era el inicio de una nueva era,
											en la que las máquinas dominarían a los hombres.
											Sin embargo aquí estamos, 20 años después,
											y el mayor cambio en nuestra relación con las computadoras
											es el iPad, no HAL.
									","
											Size iki satranç karşılaşmasından bahsetmek istiyorum.
											1997'de olan ilk karşılaşmayı Garry Kasparov
											Deep Blue isimli makineye karşı kaybetti.
											Çoğu için bu, insanın makineler tarafından
											hükmedileceği yeni bir çağın şafağıydı.
											Ama şimdi burdayız, 20 yıl geçti ve bilgisayarlarla en
											büyük münasebetimiz Ipad yoluyla.
											HAL değil. 
(HAL: Space Odyssey filmindeki akıllı bilgisayar)
									","
											I'd like to tell you about two games of chess.
											The first happened in 1997, in which Garry Kasparov,
											a human, lost to Deep Blue, a machine.
											To many, this was the dawn of a new era,
											one where man would be dominated by machine.
											But here we are, 20 years on, and the greatest change
											in how we relate to computers is the iPad,
											not HAL.
									","
											J'aimerais vous parler de deux parties d'échecs.
											La première a eu lieu en 1997, et dans cette partie, 
Garry Kasparov,
											un humain, a perdu contre Deep Blue, une machine.
											Pour beaucoup, ce fut l'aube d'une ère nouvelle,
											où l'homme serait dominé par la machine.
											Mais nous voilà, 20 ans plus tard, 
et le plus grand changement
											dans nos rapports avec les ordinateurs est l'iPad,
											pas HAL.
									","
											Ich möchte von zwei Schachspielen erzählen.
											Das erste fand 1997 statt: Garry Kasparow,
											ein Mensch, verlor gegen Deep Blue, eine Maschine.
											Für viele war das der Beginn einer neuen Ära,
											in der Maschinen herrschen.
											Heute ist die größte Veränderung
											in unserer Beziehung zu Computern
											nicht HAL, sondern das iPad.
									",The rise of human-computer cooperation,Shyam Sankar,12:12,"AI,algorithm,computers,data,engineering,intelligence,security,technology,machine learning"
"
","
","
","
","
",The rise of human-computer cooperation,Shyam Sankar,12:12,"AI,algorithm,computers,data,engineering,intelligence,security,technology,machine learning"
"
											La segunda partida fue durante un torneo de ajedrez libre, en 2005,
											en el que 
hombre y máquina podían inscribirse como equipo
											y no como adversarios, si así lo deseaban.
											Al principio se tuvieron resultados predecibles;
											incluso un Gran Maestro derrotó a una supercomputadora
											con un computador portátil más bien de bajo desempeño.
											La sorpresa llegó al final: ¿quién ganó?
											No un Gran Maestro con una supercomputadora,
											sino dos aficionados norteamericanos
											con tres portátiles más bien de bajo desempeño.
											Su habilidad para instruir y 
manipular sus computadoras
											para explorar posiciones específicas en profundidad
											contrarrestó con eficacia 
los conocimientos superiores en ajedrez
											de los Grandes Maestros 
y el poder superior de computación
											de otros adversarios.
											Este es un resultado increíble: hombres promedio
											y máquinas convencionales que vencen
al mejor hombre, a la mejor máquina.
											Y además, ¿no se supone que se trata del hombre contra la máquina?
											En cambio, se trata de cooperación 
y del tipo correcto de cooperación.
									","
											İkinci karşılaşma 2005'te seçtikleri takdirde
											insan ve makinenin rakip yerine ortak olarak
											beraber girebileceği serbest stil bir satranç turnuvasıydı.
											Başta, sonuçlar öngörülebilirdi.
											Bir superbilgisayar bile görece daha zayıf bir bilgisayara sahip
											bir satranç şampiyonu tarafından yenilebilirdi.
											Sonuç süpriz oldu. Kim kazandı?
											Süper bilgisayarlı bir şampiyon değil,
											üç adet görece zayıf bilgisayar kullanan
											iki Amerikalı amatör.
											Onların bilgisayarlarını idare etmedeki, yönlendirmedeki
											belirli pozisyonları tetkik etmedeki yetenekleri
											şampiyonların üstün satranç bilgisinin ve
											diğer rakiplerin üstün sayısal gücünün
											etkisini verimli bir şekilde yok etti.
											Bu hayret verici bir sonuçtu: Ortalama insan
											ortalama makineler, en iyi insan ve en iyi makineleri yeniyordu.
											Her neyse, bunun 'insan bilgisayara karşı' olması gerekmiyor muydu?
											Onun yerine, işbirliği oldu. Doğru tür bir işbirliği.
									","
											The second game was a freestyle chess tournament
											in 2005, in which man and machine could enter together
											as partners, rather than adversaries, if they so chose.
											At first, the results were predictable.
											Even a supercomputer was beaten by a grandmaster
											with a relatively weak laptop.
											The surprise came at the end. Who won?
											Not a grandmaster with a supercomputer,
											but actually two American amateurs
											using three relatively weak laptops.
											Their ability to coach and manipulate their computers
											to deeply explore specific positions
											effectively counteracted the superior chess knowledge
											of the grandmasters and the superior computational power
											of other adversaries.
											This is an astonishing result: average men,
											average machines beating the best man, the best machine.
											And anyways, isn't it supposed to be man versus machine?
											Instead, it's about cooperation, and the right type of cooperation.
									","
											La deuxième partie était un tournoi d'échecs freestyle
											en 2005, au cours duquel l'homme et la machine
se sont rencontrés
											en tant que partenaires, plutôt qu'adversaires, 
si c'est ce qu'ils choisissent.
											Au début, les résultats étaient prévisibles.
											Même un superordinateur a été battu par un grand maître
											et un ordinateur portable relativement faiblard.
											La surprise est venue à la fin. Qui a gagné ?
											Pas un grand maître avec un superordinateur,
											mais en fait deux Américains amateurs
											se servant de trois ordinateurs portables 
relativement faiblards.
											Leur capacité à entraîner et manipuler leurs ordinateurs
											pour explorer en profondeur des positions spécifiques
											qui contrecarraient efficacement les connaissances
supérieures des échecs
											des grands maîtres et la puissance de calcul supérieure
											des autres adversaires.
											C'est un résultat étonnant : des hommes moyens,
											des machines moyennes qui battent le meilleur homme et la meilleure machine.
											D'ailleurs, est-ce que ce n'est pas censé être
l'homme contre la machine ?
											Au lieu de ça, il s'agit de coopération, 
et du bon type de coopération.
									","
											Das zweite Spiel war ein Freestyle-Turnier
											2005, bei dem Mensch und Maschine
											als Partner statt als Gegner spielen konnten.
											Anfangs waren die Ergebnisse klar.
											Selbst ein Supercomputer 
wurde von einem Großmeister
											mit einem einfachen Laptop geschlagen.
											Die Überraschung kam zum Schluss.
Wer gewann?
											Kein Großmeister mit einem Supercomputer,
											sondern zwei amerikanische Amateure,
											die drei einfache Laptops benutzten.
											Ihrer Fähigkeit, ihre Computer so auszureizen,
											um bestimmte Stellungen intensiv zu erforschen,
											waren weder das Wissen der Großmeister
											noch die Rechnerleistung der Supercomputer
											anderer Gegener gewachsen.
											Ein erstaunliches Ergebnis: 
Durchschnittliche Menschen
											mit durchschnittlicher Technik schlagen 
die besten Menschen und die beste Maschine.
											Heißt es nicht eigentlich Mensch gegen Maschine?
											Stattdessen geht es um die richtige Zusammenarbeit.
									",The rise of human-computer cooperation,Shyam Sankar,12:12,"AI,algorithm,computers,data,engineering,intelligence,security,technology,machine learning"
"
","
","
","
","
",The rise of human-computer cooperation,Shyam Sankar,12:12,"AI,algorithm,computers,data,engineering,intelligence,security,technology,machine learning"
"
											Durante los últimos 50 años, hemos prestado mucha atención a la visión
											que tiene Marvin Minsky de la inteligencia artificial
											Es una visión atractiva, por supuesto; 
muchos la han adoptado.
											Se ha convertido en la escuela dominante de pensamiento en la ciencia de la computación.
											Pero a medida que entramos en la era de los grandes volúmenes de datos, de los sistemas de red,
											de las plataformas abiertas 
y de la tecnología embebida,
											quiero sugerir que es tiempo 
de reevaluar una visión alternativa
											que en realidad se desarrolló en la misma época.
											Me refiero a la idea de la simbiosis 
humano-computadora, de J.C.R. Licklider,
											tal vez mejor llamada 
«aumento de la inteligencia», o I.A. (en inglés)
									","
											Son 50 yılda Marvin Minsky'nin yapay zeka ile
											ilgili vizyonuna çok ilgi gösterir olduk.
											Bu kesinlikle çekici bir vizyon. Çoğu insan bu vizyonu kabul etti.
											Bilgisayar bilimlerinde hakim bir düşünce tarzı haline geldi
											Ama büyük veriler, network sistemleri, açık platformlar
											ve birbirine ilişik teknolojiler çağına girerken
											artık yaklaşık aynı zamanlarda geliştirilmiş
											alternatif bir vizyonu değerlendirmenin zamanıdır derim.
											Bahsettiğim şey J.C.R. Licklider'ın insan-bilgisayar ortak yaşamı
											belki daha iyi bir isimle ""Zeka Takviyesi"" I.A.
									","
											We've been paying a lot of attention to Marvin Minsky's
											vision for artificial intelligence over the last 50 years.
											It's a sexy vision, for sure. Many have embraced it.
											It's become the dominant school of thought in computer science.
											But as we enter the era of big data, of network systems,
											of open platforms, and embedded technology,
											I'd like to suggest it's time to reevaluate an alternative vision
											that was actually developed around the same time.
											I'm talking about J.C.R. Licklider's human-computer symbiosis,
											perhaps better termed ""intelligence augmentation,"" I.A.
									","
											Nous avons accordé beaucoup d'attention à la vision
											de Marvin Minsky sur l'intelligence artificielle 
ces 50 dernières années.
											C'est une vision attirante, c'est sûr. Beaucoup l'ont adoptée.
											Elle est devenue l'école dominante de pensée 
en informatique.
											Mais alors que nous entrons dans l'ère des méga-données, des systèmes de réseaux,
											des plates-formes ouvertes et de la technologie embarquée,
											j'aimerais suggérer qu'il est temps de réévaluer 
une version alternative
											qui a été développée en fait
à peu près à la même période.
											Je parle de la symbiose homme-machine de J.C.R. Licklider,
											peut-être mieux nommée ""augmentation d'intelligence"", A. I.
									","
											In den letzten 50 Jahren war 
große Aufmerksamkeit
											auf Marvin Minskys Vision 
der künstlichen Intelligenz (KI) gerichtet.
											Sie wurde zur dominierenden Denkrichtung
in der Informatik.
											Sie wurde zur dominierenden Denkrichtung
in der Informatik.
											Angesichts der großen Daten, 
der Netzwerk-Systeme,
											Plattformen und eingebetteter Technologie
											wird es Zeit, eine andere Vision 
wieder zu beleben,
											die etwa zur gleichen Zeit entstand.
											Ich meine Lickliders Mensch-Maschine-Symbiose
											oder ""Intelligence Augmentation"" (IA).
									",The rise of human-computer cooperation,Shyam Sankar,12:12,"AI,algorithm,computers,data,engineering,intelligence,security,technology,machine learning"
"
","
","
","
","
",The rise of human-computer cooperation,Shyam Sankar,12:12,"AI,algorithm,computers,data,engineering,intelligence,security,technology,machine learning"
"
											Licklider fue un titán de la informática 
que tuvo un impacto profundo
											en el desarrollo de la tecnología 
y de internet.
											Su visión era la de habilitar la cooperación 
entre hombre y máquina
											en la toma de decisiones, 
y controlar situaciones complejas
											sin la dependencia inflexible
											de programas predeterminados.
											Fíjense en la palabra «cooperación».
											Licklider nos alienta, no a tomar un tostador
											y convertirlo en «Data», de «Star Trek»,
											sino a tomar a un ser humano y hacerlo más capaz.
											Los humanos somos tan sorprendentes... 
cómo pensamos,
											nuestros enfoques no lineales, nuestra creatividad,
											las hipótesis iterativas; 
todo esto es muy difícil, si no imposible,
											para las computadoras.
											Licklider se dio cuenta de esto intuitivamente 
al contemplar a los humanos
											establecer las metas, formular las hipótesis,
											determinar los criterios y realizar la evaluación.
											Por supuesto, los humanos somos muy limitados 
en otras áreas.
											Somos muy malos para grandes escalas, volumen y para computar.
											Necesitamos una gestión superior de talento
											para mantener al grupo de rock unido y tocando.
											Licklider previó que las computadoras
harían todo el trabajo rutinario
											que se necesitaba para preparar el camino
al conocimiento y la toma de decisiones.
									","
											Licklider teknolojinin ve internetin gelişmesinde
											derin bir etkisi olan bir bilgisayar bilimi deviydi.
											Onun vizyonu, bilgisayar ve insana, kararlar vermek ve
											karmaşık durumları kontrol etmek için önceden belirli programlara
											katı bir bağımlılık olmadan,
											işbirliği yapma imkanı vermekti.
											İşbirliği kelimesini dikkat edin.
											Licklider bizi bir tost makinesi alıp da Star Trek'teki Data
											haline getirelim diye teşvik etmiyor
											ama insanı alıp daha yetkin hale getirmeyi teşvik ediyor.
											İnsanlar çok ilginç — nasıl düşündüğümüz,
											doğrusal olmayan yaklaşımlarımız, yaratıcılığımız
											tekrarlayan hipotezler. Hepsi de bilgisayarlar için
											yapabilselerdi bile, çok zor olurdu.
											Licklider bunu, insanları hedefler koyarken
											hipotezler hazırlarken, kriterler belirler ve değerlendirmeler yaparken izleyip
											sezgisel bir şekilde fark etti
											Tabii ki başka yönlerden de insanlar çok sınırlı.
											Ölçeklendirmede, hesaplamada ve hacimde berbatız.
											Rock grubunu bir arada ve çalar vaziyette tutmak için
											üst düzey bir yetenek yönetimine gereksinim duyuyoruz.
											Licklider, anlayış ve karar verme yolunu hazırlayacak
											tüm rutin işlerin bilgisayarlar tarafından yapıldığını öngördü.
									","
											Licklider was a computer science titan who had a profound
											effect on the development of technology and the Internet.
											His vision was to enable man and machine to cooperate
											in making decisions, controlling complex situations
											without the inflexible dependence
											on predetermined programs.
											Note that word ""cooperate.""
											Licklider encourages us not to take a toaster
											and make it Data from ""Star Trek,""
											but to take a human and make her more capable.
											Humans are so amazing — how we think,
											our non-linear approaches, our creativity,
											iterative hypotheses, all very difficult if possible at all
											for computers to do.
											Licklider intuitively realized this, contemplating humans
											setting the goals, formulating the hypotheses,
											determining the criteria, and performing the evaluation.
											Of course, in other ways, humans are so limited.
											We're terrible at scale, computation and volume.
											We require high-end talent management
											to keep the rock band together and playing.
											Licklider foresaw computers doing all the routinizable work
											that was required to prepare the way for insights and decision making.
									","
											Licklider était un titan de l'informatique qui a eu
											un effet profond sur le développement 
de la technologie et d'Internet.
											Sa vision était de permettre à l'homme et 
à la machine de coopérer
											pour prendre des décisions, contrôler 
des situations complexes
											sans dépendance inflexible
											à des programmes prédéterminés.
											Notez le mot ""coopérer"".
											Licklider nous encourage à ne pas prendre un grille-pain
											pour en faire Data de Star Trek,
											mais à prendre un Humain et le rendre plus capable.
											Les Humains sont si extraordinaires — notre façon de penser,
											nos approches non linéaires, notre créativité,
											les hypothèses itératives, tout ça est difficile, 
voire impossible
											à faire pour des ordinateurs.
											Licklider a compris ça de manière intuitive, 
en observant les humains
											se fixer des objectifs, formuler des hypothèses,
											déterminer les critères et effectuer l'évaluation.
											Bien sûr, d'une autre manière, les humains sont tellement limités.
											Nous sommes très mauvais avec l'échelle, 
le calcul et le volume.
											Nous avons besoin d'une gestion des compétences 
de haut niveau
											pour garder ensemble un groupe de rock
pour qu'il continue à jouer.
											Licklider a prévu que les ordinateurs feraient
tout le travail de routine
											nécessaire pour préparer la voie aux idées et à la prise de décision.
									","
											Licklider hatte einen großen Einfluss
											auf die Entwicklung der Technologie 
und das Internet.
											Seine Vision war, die Mensch-Computer-Kooperation
											bei Entscheidungen und Kontrolle komplexer Situationen zu ermöglichen
											ohne jegliche Abhängigkeit von
vorgegebenen Programmen.
											ohne jegliche Abhängigkeit von
vorgegebenen Programmen.
											Die Betonung liegt auf ""kooperieren"".
											Er meinte nicht, einen Toaster zu benutzen,
											um Daten von ""Star Trek"" zu generieren,
											sondern Menschen leistungsfähiger zu machen.
											Der Mensch ist unglaublich – wie er denkt,
											seine nichtlinearen Gedankengänge, Kreativität, 
– all das kann ein Computer
											seine nichtlinearen Gedankengänge, Kreativität, 
– all das kann ein Computer
											nur mit großen Schwierigkeiten.
											Licklider erkannte das intuitiv, während er Menschen
											bei der Formulierung von Zielen und Hypothesen
											und der Auswertung von Erhebungen beobachtete.
											Natürlich sind Menschen andererseits begrenzt.
											Wir machen Fehler bei Maßstab, 
Berechnungen und Umfang.
											Wir benötigen ein talentiertes Management,
											um Rockbands zum Spielen zu bringen
											Licklider erkannte, Computer können 
die notwendige Routinearbeit tun,
											um Einsichten und 
Entscheidungen vorzubereiten.
									",The rise of human-computer cooperation,Shyam Sankar,12:12,"AI,algorithm,computers,data,engineering,intelligence,security,technology,machine learning"
"
","
","
","
","
",The rise of human-computer cooperation,Shyam Sankar,12:12,"AI,algorithm,computers,data,engineering,intelligence,security,technology,machine learning"
"
											En silencio, sin mucha fanfarria,
											este enfoque ha ido acumulando triunfos 
más allá del ajedrez.
											El plegamiento de proteínas, un tema que comparte con el ajedrez la increíble expansividad:
											hay más formas de plegar una proteína 
que átomos en el universo.
											Este es un problema capaz de cambiar el mundo
con enormes repercusiones
											en nuestra capacidad para comprender 
y tratar las enfermedades.
											Y para esta tarea, la fuerza bruta de las supercomputadoras simplemente no basta.
											«Foldit», un juego creado por 
científicos de la informática,
											ilustra el valor de este enfoque.
											Aficionados sin formación en tecnología ni biología 
juegan un videojuego
											en el que reordenan visualmente 
la estructura de la proteína,
											permitiendo que la computadora 
se encargue de las fuerzas atómicas
											de las interacciones
y de identificar los problemas estructurales.
											Este enfoque ha vencido a las supercomputadoras 
el 50 % de las veces
											y ha empatado con ellas el 30 %.
											«Foldit» realizó hace poco 
un descubrimiento científico importante
											al descifrar la estructura del virus Mason-Pfizer de los monos.
											Una proteasa que no había podido ser determinada 
en más de 10 años
											fue resuelta por tres jugadores en cuestión de días;
											tal vez el primer avance científico importante
											que haya surgido de jugar un videojuego.
									","
											Sessizce, çok tantana olmadan
											bu yaklaşım, satranç alanında zaferler biriktirdi.
											Satrançla aynı inanılmaz yayılmayı paylaşan protein katlaması konusu—
											evrendeki atomların sayısından daha fazla protein katlama yolu var.
											Hastalıkları anlayıp tedavi etme yetimiz üzerinde devasa etkileri olacak
											dünyayı değiştirecek bir problem bu.
											Ve bu görev için, süper bilgisayar alanının kaba kuvveti yeterli değil.
											Bilgisayar bilimcileri tarafından yaratılan Foldit adlı oyun
											bu yaklaşımın değerini örnekliyor.
											Teknik veya biyolog olmayan amatörler bir bilgisayar oyunu oynayarak
											bir proteinin yapısını görsel olarak yeniden düzenleyip
											bilgisayarın atom kuvvetlerini ve ilişkilerini yönetmesini sağlayıp
											yapısal sorunları tanımlıyorlar.
											Bu yaklaşım süper bilgisayaları %50 oranda yenerken
											%30 oranda da berabere kaldı
											Foldit, Mason-Pfizer maymun virüsünün yapısal şifresini çözmek suretiyle
											kayda değer ve önemli bir bilimsel keşif yaptı.
											Ne olduğununu saptanmasından 10 yıldan uzun süredir yakayı sıyıran Proteaz enzimi
											sadece günler içinde, üç oyuncu tarafından çözüldü.
											Belki de bir bilgisayar oyununundan kaynaklanan
											ilk büyük bilimsel gelişmeydi bu.
									","
											Silently, without much fanfare,
											this approach has been compiling victories beyond chess.
											Protein folding, a topic that shares the incredible expansiveness of chess —
											there are more ways of folding a protein than there are atoms in the universe.
											This is a world-changing problem with huge implications
											for our ability to understand and treat disease.
											And for this task, supercomputer field brute force simply isn't enough.
											Foldit, a game created by computer scientists,
											illustrates the value of the approach.
											Non-technical, non-biologist amateurs play a video game
											in which they visually rearrange the structure of the protein,
											allowing the computer to manage the atomic forces
											and interactions and identify structural issues.
											This approach beat supercomputers 50 percent of the time
											and tied 30 percent of the time.
											Foldit recently made a notable and major scientific discovery
											by deciphering the structure of the Mason-Pfizer monkey virus.
											A protease that had eluded determination for over 10 years
											was solved was by three players in a matter of days,
											perhaps the first major scientific advance
											to come from playing a video game.
									","
											En silence, sans tambour ni trompette,
											cette approche accumule les victoires au-delà des échecs.
											Le repliement des protéines, un sujet qui partage 
l'incroyable expansivité des échecs —
											il y a plus de façons de replier une protéine 
qu'il n'y a d'atomes dans l'univers.
											C'est un problème qui peut changer le monde,
aux implications énormes
											quant à notre capacité à comprendre et à traiter la maladie.
											Pour cette tâche, la force brute
d'un superordinateur ne suffit pas.
											Foldit, un jeu créé par des chercheurs en informatique,
											illustre la valeur de l'approche.
											Des amateurs qui ne sont ni techniciens, 
ni biologistes, jouent à un jeu vidéo
											dans lequel ils réarrangent visuellement 
la structure de la protéine,
											permettant à l'ordinateur de gérer les forces
et les interactions atomiques
											et d'identifier les problèmes structurels.
											Cette approche a battu les superordinateurs 50 % du temps
											et a obtenu l'égalité 30 % du temps.
											Foldit a fait une découverte scientifique 
remarquable et majeure récemment
											en déchiffrant la structure du virus simien de Mason-Pfizer.
											Une protéase qui avait échappé à la détermination
pendant plus de 10 ans
											a été résolue par 3 joueurs en quelques jours,
											peut-être la première avancée scientifique majeure
											issue d'une partie de jeu vidéo.
									","
											um Einsichten und 
Entscheidungen vorzubereiten.
											Dieser Ansatz ist nicht nur im Schach sehr erfolgreich.
											Proteinfaltung ist wie ein Schachspiel:
											es gibt zahllose Möglichkeiten, 
ein Protein zu falten.
											Dies ist ein Problem 
mit großen Auswirkungen
											auf unsere Fähigkeit, 
Krankheiten zu behandeln.
											Die rohe Gewalt eines Computers ist nicht genug.
											Foldit, ein Wissenschaftsspiel,
											illustriert den Wert dieses Ansatzes.
											Amateure müssen die Struktur eines Proteins
											visuell neu ordnen, 
während sie dem Computer
											erlauben, die atomaren Kräfte und
											Wechselwirkungen zu verwalten 
und Probleme zu identifizieren.
											Dieser Ansatz übertraf 
in 50 % der Fälle die Supercomputer
											und war in 30 % der Fälle gleichwertig.
											Foldit machte kürzlich eine große Entdeckung
											bei der Entzifferung 
des Mason-Pfizer-Affen-Virus.
											Eine Protease, die der Bestimmung über 10 Jahre auswich,
											wurde von drei Spielern 
in ein paar Tagen gelöst,
											vielleicht der erste bedeutende Fortschritt,
											der aus einem Videospiel hervorging.
									",The rise of human-computer cooperation,Shyam Sankar,12:12,"AI,algorithm,computers,data,engineering,intelligence,security,technology,machine learning"
