en,fr,es,title,speaker,duration,tags
"
","
","
",An economic case for protecting the planet,Naoko Ishii,14:14,"global commons,biodiversity,climate change,community,collaboration,biosphere,economics,conservation,environment,future,global issues,innovation,natural resources,nature,oceans,pollution,social change,society,sustainability,water,trees"
"
											Good evening, everyone.
									","
											Bonsoir tout le monde.
									","
											Buenas noches a todos.
									",An economic case for protecting the planet,Naoko Ishii,14:14,"global commons,biodiversity,climate change,community,collaboration,biosphere,economics,conservation,environment,future,global issues,innovation,natural resources,nature,oceans,pollution,social change,society,sustainability,water,trees"
"
","
","
",An economic case for protecting the planet,Naoko Ishii,14:14,"global commons,biodiversity,climate change,community,collaboration,biosphere,economics,conservation,environment,future,global issues,innovation,natural resources,nature,oceans,pollution,social change,society,sustainability,water,trees"
"
											I am from Japan,
											so I'd like to start with a story
about Japanese fishing villages.
											In the past, every fisherman was tempted
to catch as many as fish as possible,
											but if everybody did that,
											the fish, common shared resource
in the community, would disappear.
											The result would be hardship
and poverty for everyone.
											This happened in some cases,
											but it did not happen in other cases.
											In these communities,
											the fishermen developed
a kind of social contract
											that told each one of them
to hold back a bit to prevent overfishing.
											The fisherman would keep
an eye on each other.
											There would be a penalty
if you were caught cheating.
											But once the benefit of a social contract
became clear to everyone,
											the incentive to cheat
dramatically dropped.
									","
											Je viens du Japon,
											j'aimerais donc commencer en vous parlant
de villages de pêcheurs japonais.
											Dans le passé, chaque pêcheur était tenté
d'attraper le plus de poissons possible,
											mais si tout le monde faisait ça,
											le poisson, une ressource partagée par
la communauté, disparaîtrait.
											Il en résulterait des difficultés
et de la pauvreté pour tout le monde.
											Dans certains cas, c'est arrivé,
											mais dans d'autres, non.
											Dans ces communautés,
											les pêcheurs ont développé une sorte
de contrat social
											qui engageait chacun d'eux à se retenir
un peu pour empêcher la surpêche.
											Les pêcheurs se surveillaient
les uns les autres,
											il y avait une punition en cas
de non-respect.
											Mais une fois que tout le monde a compris
l'intérêt de ce contrat social,
											la tentation de tricher a 
considérablement chuté.
									","
											Soy japonesa,
											así que voy a empezar con una historia
sobre las aldeas de pescadores en Japón.
											En el pasado, todos los pescadores querían
pescar la mayor cantidad de peces posible.
											Pero, si todos lo hacían,
											los peces, un recurso compartido
por toda la comunidad, desaparecerían.
											Como resultado, todos pasarían
dificultades y hambre.
											Esto sucedió en algunos casos,
											pero en otros casos no.
											En estas comunidades,
											los pescadores desarrollaron
una especie de contrato social
											que le decía a cada uno
que pescara un poco menos
											para prevenir la sobrepesca.
											Los pescadores se vigilarían
los unos a los otros
											y los infractores serían sancionados.
											Sin embargo, cuando todos entendieron
las ventajas del contrato social,
											el incentivo para hacer trampa
se redujo drásticamente.
									",An economic case for protecting the planet,Naoko Ishii,14:14,"global commons,biodiversity,climate change,community,collaboration,biosphere,economics,conservation,environment,future,global issues,innovation,natural resources,nature,oceans,pollution,social change,society,sustainability,water,trees"
"
","
","
",An economic case for protecting the planet,Naoko Ishii,14:14,"global commons,biodiversity,climate change,community,collaboration,biosphere,economics,conservation,environment,future,global issues,innovation,natural resources,nature,oceans,pollution,social change,society,sustainability,water,trees"
"
											We find the same story around the world.
											This is how villagers in medieval Europe
											managed pasture and forests.
											This is how communities in Asia
managed water,
											and this is how indigenous peoples
in the Amazon managed wildlife.
											These communities realized
they relied on a finite, shared resource.
											They developed rules and practices
on how to manage those resources,
											and they changed their behavior
											so that they could continue
to rely on those shared resources tomorrow
											by not overfishing,
											not overgrazing,
											not polluting or depleting
water streams today.
									","
											On peut trouver cette histoire
partout dans le monde.
											C'est comme ça que les villageois
européens au Moyen-Âge
											géraient les pâturages et les forêts.
											C'est comme ça que les communautés
en Asie géraient l'eau,
											et que les peuples indigènes d'Amazonie
géraient leur environnement naturel.
											Ces communautés se savaient dépendantes
d'une ressource limitée et partagée.
											Elles ont développé des règles
pour gérer ces ressources,
											et elles ont changé leur comportement
											pour pouvoir continuer à compter sur ces
ressources communes dans l'avenir
											en évitant la surpêche,
											le surpâturage,
											et la pollution ou l'assèchement
des cours d'eau.
									","
											La misma historia se repite
en todo el mundo.
											Así hacían los aldeanos en Europa medieval
											para administrar pastizales y bosques.
											Así es como administraban el agua
las comunidades en Asia,
											y así es como los indígenas del Amazonas
administraban la vida silvestre.
											Estas comunidades vieron que dependían
de un recurso limitado y compartido.
											Desarrollaron reglas y prácticas
para administrar esos recursos,
											y modificaron su conducta
											para poder seguir teniendo
esos recursos compartidos en el futuro,
											evitando la sobrepesca,
											el sobrepastoreo,
											la contaminación y el agotamiento
de los cursos acuíferos disponibles.
									",An economic case for protecting the planet,Naoko Ishii,14:14,"global commons,biodiversity,climate change,community,collaboration,biosphere,economics,conservation,environment,future,global issues,innovation,natural resources,nature,oceans,pollution,social change,society,sustainability,water,trees"
"
","
","
",An economic case for protecting the planet,Naoko Ishii,14:14,"global commons,biodiversity,climate change,community,collaboration,biosphere,economics,conservation,environment,future,global issues,innovation,natural resources,nature,oceans,pollution,social change,society,sustainability,water,trees"
"
											This is a story of the commons,
											and also how to avoid
the so-called tragedy of the commons.
											But this is also a story of an economy
											that was mainly local,
											where everybody had
a very strong sense of belonging.
									","
											C'est l'histoire des biens communs,
											et de comment éviter ce qu'on appelle
la « tragédie des biens communs ».
											Mais c'est aussi l'histoire d'une économie
											qui était principalement locale,
											où tout le monde avait un très fort
sentiment d'appartenance.
									","
											Esta es la historia de los bienes comunes,
											y también de cómo evitar
la llamada tragedia de los comunes.
											Pero también es 
la historia de una economía
											que era principalmente local,
											donde todos tenían un fuerte
sentido de pertenencia.
									",An economic case for protecting the planet,Naoko Ishii,14:14,"global commons,biodiversity,climate change,community,collaboration,biosphere,economics,conservation,environment,future,global issues,innovation,natural resources,nature,oceans,pollution,social change,society,sustainability,water,trees"
"
","
","
",An economic case for protecting the planet,Naoko Ishii,14:14,"global commons,biodiversity,climate change,community,collaboration,biosphere,economics,conservation,environment,future,global issues,innovation,natural resources,nature,oceans,pollution,social change,society,sustainability,water,trees"
"
											Our economies are no longer local.
											When we moved away from being local,
											we started to lose
our connection to the commons.
											We carried economic objectives,
goals and systems beyond the local,
											but we did not carry the notion
of taking care of the commons.
									","
											Nos économies ne sont plus locales.
											Quand elles ont cessé de l'être,
											nous avons perdu notre connexion
avec les ressources communes.
											Nous avons poursuivi des objectifs
économiques à grande échelle,
											mais nous avons oublié de prendre soin
de nos biens communs.
									","
											Nuestras economías ya no son locales.
											Cuando dejamos de ser locales,
											empezamos a perder nuestra
conexión con los bienes comunes.
											Trasladamos nuestros objetivos económicos,
metas y sistemas más allá de lo local,
											pero no trasladamos la noción
de cuidar los bienes comunes.
									",An economic case for protecting the planet,Naoko Ishii,14:14,"global commons,biodiversity,climate change,community,collaboration,biosphere,economics,conservation,environment,future,global issues,innovation,natural resources,nature,oceans,pollution,social change,society,sustainability,water,trees"
"
","
","
",An economic case for protecting the planet,Naoko Ishii,14:14,"global commons,biodiversity,climate change,community,collaboration,biosphere,economics,conservation,environment,future,global issues,innovation,natural resources,nature,oceans,pollution,social change,society,sustainability,water,trees"
"
											So our oceans, forests,
											once very close to us
as our local commons,
											moved very far away from us.
											So today, we pump millions of tons
of greenhouse gases into the air,
											we dump plastics, fertilizers
and industrial waste
											into the rivers and oceans,
											and we cut down forests that absorb CO2.
											We make the wild biodiversity
much more fragile.
											We seem to have totally forgotten
											that there is such a thing
as global commons:
											air, water, forests and biodiversity.
									","
											Nos océans, nos forêts,
											autrefois biens communs locaux
si importants pour nous,
											sont devenus très lointains.
											Aujourd'hui, nous rejetons des millions de
tonnes de gaz à effet de serre dans l'air,
											du plastique, des fertilisants,
et des déchets industriels
											dans les rivières et les océans,
											et nous abattons les forêts qui
absorbent le CO2.
											Nous rendons la biodiversité sauvage
beaucoup plus fragile.
											Il semble que nous ayons
complètement oublié
											le concept de biens communs universels :
											l'air, l'eau, les forêts
et la biodiversité.
									","
											Entonces, nuestros océanos y bosques
											que antes estaban tan cerca nuestro
como bienes comunes locales,
											se nos fueron muy lejos.
											Hoy enviamos al aire millones de toneladas
de gases de efecto invernadero,
											arrojamos plásticos, fertilizantes
y desechos industriales
											en los ríos y océanos,
											y talamos los bosques 
que absorben el CO2.
											Vulneramos muchísimo
la biodiversidad silvestre.
											Parece que hemos olvidado totalmente
											que existen los bienes comunes mundiales:
											el aire, el agua, los bosques
y la biodiversidad.
									",An economic case for protecting the planet,Naoko Ishii,14:14,"global commons,biodiversity,climate change,community,collaboration,biosphere,economics,conservation,environment,future,global issues,innovation,natural resources,nature,oceans,pollution,social change,society,sustainability,water,trees"
"
","
","
",An economic case for protecting the planet,Naoko Ishii,14:14,"global commons,biodiversity,climate change,community,collaboration,biosphere,economics,conservation,environment,future,global issues,innovation,natural resources,nature,oceans,pollution,social change,society,sustainability,water,trees"
"
											Now, it is modern science
											that reminds us how vital
the global commons are.
											In 2009, a group of scientists proposed
											how to assess the health
of the global commons.
											They defined nine planetary boundaries
vital to our survival,
											then they measured how far we could go
											before we cross over
the tipping points or thresholds
											that would lead us to the irreversible
or even catastrophic change.
									","
											Maintenant, c'est la science
											qui nous rappelle à quel point
les biens communs universels sont vitaux.
											En 2009, un groupe 
de scientifiques a proposé
											un moyen d'évaluer la santé 
de nos biens communs.
											Ils ont défini neufs limites planétaires
vitales pour notre survie,
											ils ont ensuite mesuré jusqu'où 
nous pourrions aller
											avant d'atteindre les valeurs limites
											qui nous entraîneraient vers un changement
irréversible voire catastrophique.
									","
											Hoy, la ciencia moderna nos recuerda
											lo vitales que son estos
bienes comunes mundiales.
											En 2009, un grupo de científicos propuso
											un modo de evaluar la salud
de los bienes comunes mundiales.
											Definieron nueve límites planetarios
vitales para nuestra supervivencia
											y midieron hasta dónde podíamos llegar
											antes de sobrepasar los valores críticos
											que nos llevarían a un cambio
irreversible o incluso catastrófico.
									",An economic case for protecting the planet,Naoko Ishii,14:14,"global commons,biodiversity,climate change,community,collaboration,biosphere,economics,conservation,environment,future,global issues,innovation,natural resources,nature,oceans,pollution,social change,society,sustainability,water,trees"
"
","
","
",An economic case for protecting the planet,Naoko Ishii,14:14,"global commons,biodiversity,climate change,community,collaboration,biosphere,economics,conservation,environment,future,global issues,innovation,natural resources,nature,oceans,pollution,social change,society,sustainability,water,trees"
"
											This is where we were in the 1950s.
											We broadly remained
within safe operating space,
											marked by the green line.
											But look at where we are now.
											We have crossed four of those boundaries,
											and we will be crossing others
in the future.
									","
											Voilà où nous en étions
dans les années 50.
											Nous restions largement
dans la zone de sécurité,
											indiquée par la ligne verte.
											Mais voyez où nous en sommes maintenant.
											Nous avons dépassé quatre de ces limites,
											et nous dépasserons les autres
dans le futur.
									","
											Aquí es donde estábamos en los años 50.
											En general, estábamos dentro
del marco de la seguridad,
											indicado por la línea verde.
											Pero miren dónde estamos ahora.
											Hemos sobrepasado cuatro de los límites
											y vamos a sobrepasar más en el futuro.
									",An economic case for protecting the planet,Naoko Ishii,14:14,"global commons,biodiversity,climate change,community,collaboration,biosphere,economics,conservation,environment,future,global issues,innovation,natural resources,nature,oceans,pollution,social change,society,sustainability,water,trees"
"
","
","
",An economic case for protecting the planet,Naoko Ishii,14:14,"global commons,biodiversity,climate change,community,collaboration,biosphere,economics,conservation,environment,future,global issues,innovation,natural resources,nature,oceans,pollution,social change,society,sustainability,water,trees"
