es,pt,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
",The secret lives of paintings,Maurizio Seracini,12:34,"art,science,technology,science and art,visualizations,biotech,culture,history,collaboration,exploration,conservation,painting"
"
											En 1975, conocí al profesor Carlo Pedretti en Florencia,
											entonces era mi profesor de historia del arte y hoy
											es un especialista en Leonardo da Vinci de renombre mundial.
											Él me pidió si podía encontrar la vía tecnológica
											para desvelar un misterio de cinco siglos de antigüedad referente
											a una obra maestra perdida de Leonardo da Vinci,
											la ""Batalla de Anghiari"", que se supone se encuentra
											en la Sala del Cinquecento en el Palazzo Vecchio, en Florencia.
											A mediados de los años 70 no había muchas oportunidades
											para un bioingeniero como yo, particularmente en Italia,
											así que decidí, con algunos investigadores de EE.UU.
											y de la Universidad de Florencia, empezar a sondear los murales
											decorados por Vasari en los largos muros de la Sala del Cinquecento
											en busca del Leonardo perdido.
									","
											Em 1975, encontrei em Florença um Professor, 
Carlo Pedretti,
											o meu antigo Professor de História da Arte, e hoje
											um especialista em Leonardo da Vinci 
mundialmente reconhecido.
											Bem, ele perguntou-me se eu conseguiria 
encontrar uma maneira tecnológica
											de revelar um mistério com cinco séculos 
relacionado com
											uma obra-prima perdida de Leonardo da Vinci,
											a ""Batalha de Anghiari"", que se supõe 
estar localizada
											no Salão dos Quinhentos, no Palazzo Vecchio, 
em Florença.
											Bem, em meados dos anos de 1970, 
não havia grandes oportunidades
											para um bioengenheiro como eu, 
especialmente em Itália, e portanto,
											decidi, com alguns investigadores dos E.U.A.
											e da Universidade de Florença, começar a
sondar os murais
											decorados por Vasari nas longas 
paredes do Salão dos Quinhentos
											à procura do Leonardo perdido.
									","
											1975'te, Floransa'da Carlo Pedretti adında bir profesörle tanıştım,
											benim eski sanat tarihi profesörüm ve bugün
											Leonardo Da Vinci konusunda dünyaca tanınmış bir bilim adamı
											bana teknolojik bir yol bulup bulamayacağımı sordu
											beş asırlık bir esrar perdesini kaldırmak için
											Leonardo da Vinci'nin kayıp bir şaheseriyle ilgili
											""Anghiari Savaşı"" adındaki tablonun
											Floransa'da Vecchio Sarayında ""500'ler Salonu"" nda olduğu sanılıyor.
											Doğrusu, 70'lerin ortasında benim gibi bir biomühendis için büyük fırsatlar yoktu
											özellikle İtalya'da ve böylece ben
											Birleşik Devletler'den ve Floransa Üniversitesinden bazı araştırmacılarla
											duvar resimlerinde inceleme başlatmaya karar verdim
											Vasari tarafından süslenen 500'ler Salonunun uzun duvarlarında
											kayıp Leonardo'yu aramak üzere.
									","
											In 1975, I met in Florence a professor, Carlo Pedretti,
											my former professor of art history, and today
											a world-renowned scholar of Leonardo da Vinci.
											Well, he asked me if I could find some technological way
											to unfold a five-centuries-old mystery related to
											a lost masterpiece by Leonardo da Vinci,
											the ""Battle of Anghiari,"" which is supposed to be located
											in the Hall of the 500 in Palazzo Vecchio, in Florence.
											Well, in the mid-'70s, there were not great opportunities
											for a bioengineer like me, especially in Italy, and so
											I decided, with some researchers from the United States
											and the University of Florence, to start probing the murals
											decorated by Vasari on the long walls of the Hall of the 500
											searching for the lost Leonardo.
									","
											En 1975 j'ai connu à Florence un professeur, Carlo Pedretti,
											mon ancien professeur d'histoire de l'art. 
Aujourd'hui
											il est un spécialiste de Léonard de Vinci de renommée mondiale.
											Il m'a demandé si je pouvais retrouver un moyen technologique
											de trouver une solution à un mystère vieux de 5 siècles
											lié à un chef-d'œuvre de Léonard de Vinci,
											« La Bataille d'Anghiari », qui est censée se trouver
											dans la Salle des Cinq-Cents au Palazzo Vecchio, à Florence.
											Au milieu des années 70 il n'y avait pas de grandes opportunités
											pour un bioingénieur comme moi, particulièrement en Italie.
											Donc j'ai décidé, avec des chercheurs des États-Unis
											et de l'Université de Florence, de commencer à sonder les fresques
											décorées par Vasari sur les longs murs de la Salle des Cinq-Cents,
											pour chercher le Léonard perdu.
									","
											1975 traf ich in Florenz 
Professor Carlo Pedretti,
											mein ehemaliger Professor 
für Kunstgeschichte, und ein
											weltweit anerkannter Experte
für Leonardo da Vinci.
											Er fragte mich, ob es einen 
technischen Weg gäbe,
											um ein fünf Jahrhunderte 
altes Geheimnis zu lüften,
											über ein verlorengegangenes
Meisterwerk Leonardo da Vincis:
											""Die Schlacht von Anghiari"",
das sich vermutlich
											im Saal der 500 im Palazzo Vecchio
in Florenz befindet.
											Mitte der '70er gab es in Italien
nicht viele Möglichkeiten
											für einen Bioingenieur 
wie mich. Deshalb
											entschied ich mich, mit 
einigen Kollegen aus den USA
											und der Universität von Florenz,
die Wandmalereien gründlich zu untersuchen,
											die von Vasari auf den langen Wänden
des Saales der 500 ausgestaltet worden waren,
											um nach dem verschwundenen 
Leonardo zu suchen.
									",The secret lives of paintings,Maurizio Seracini,12:34,"art,science,technology,science and art,visualizations,biotech,culture,history,collaboration,exploration,conservation,painting"
"
","
","
","
","
","
",The secret lives of paintings,Maurizio Seracini,12:34,"art,science,technology,science and art,visualizations,biotech,culture,history,collaboration,exploration,conservation,painting"
"
											Por desgracia, en ese momento no sabíamos que ese
											no era exactamente el lugar donde debíamos buscar,
											debíamos profundizar más, y por eso se detuvo
											la investigación y se retomó recién en el 2000,
											gracias al interés y al entusiasmo de la familia Guinness.
											Esta vez hicimos hincapié en el aspecto que tenía
											la Sala del Cinquecento antes de la remodelación,
											y la denominada Sala Grande, construida en 1494,
											y en descubrir las puertas y ventanas originales,
											y para hacerlo primero creamos un modelo 3D
											y luego mediante termografía continuamos descubriendo
											ventanas ocultas. Estas son las ventanas originales
											de la Sala Grande. También descubrimos la altura
											del techo, y nos las ingeniamos para reconstruir luego
											todo el diseño de esta sala original
											tal y como era antes de que viniera Vasari
											y lo reestructurara todo,
											inclusive una escalera que era muy importante
											para, precisamente, colocar ""La batalla de Anghiari""
											en una zona específica de una de las herramientas.
									","
											Infelizmente, na altura não sabíamos que
											não era exatamente aí que deveríamos 
estar a procurar,
											porque tínhamos de aprofundar muito mais, 
e, portanto, a pesquisa
											foi suspensa, e só foi retomada em 2000
											graças ao interesse e entusiasmo 
da família Guinness.
											Bem, desta vez, concentrámo-nos 
em tentar reconstruir
											o Salão dos Quinhentos, de como era 
antes da remodelação,
											e a chamada Sala Grande, que foi 
construída em 1494,
											e em encontrar as portas originais, as janelas,
											e para isso, criámos primeiro um modelo a 3D,
											e depois, com a termografia, descobrimos
											as janelas escondidas. Estas são 
as janelas originais do <i>hall</i>
											da Sala Grande. Também descobrimos a altura
											do teto, e conseguimos reconstruir assim,
											todo o traçado deste hall original
											tal como era, antes de Vasari ter vindo
											reestruturar tudo aquilo,
											incluindo uma escadaria que era 
muito importante
											para situar com precisão o local de 
""A Batalha de Anghiari""
											numa área específica de uma das ferramentas.
									","
											Malesef, o zamanlarda
											oranın tam olarak bakmamız gereken yer olmadığını bilmiyorduk
											çünkü çok daha derine inmek gerekiyordu ve bu nedenle araştırma
											durma noktasına geldi ve ancak 2000'de tekrar ele alındı
											Guiness ailesinin ilgisi ve şevki sayesinde.
											Bu kez, yeniden modelleme öncesindeki halini anlamaya
											500'ler Salonunun eski halini yeniden oluşturmaya odaklandık
											1494'te yapıldığında Büyük Salon olarak adlandırılıyordu
											ve orijinal kapıları, pencereleri ortaya çıkartmak üzere
											bu amaçla, önce 3 boyutlu bir model yarattık ve sonra
											ısı görüntülemeyle (thermography) gizli pencereleri ortaya çıkarmaya başladık.
											Bunlar Büyük Salon'a açılan koridorun özgün pencereleridir.
											Üstelik tavanın yüksekliğini de ortaya çıkardık ve
											yeniden inşa etmeyi başardık, bu nedenle
											tüm koridorun özgün yerleşimini
											Vasari oraya gelmeden önceki haliyle
											bütünüyle yeniden yapılandırabildik,
											bir merdiven bölümü de dahil, ki o merdivenlerin
											iki duvarından birinin üzerindeki belirli bir alanda yer alan
											""Anghiari Savaşı"" nın yerini kesin olarak belirlemek açısından çok önemli
									","
											Unfortunately, at that time we did not know that
											that was not exactly where we should be looking,
											because we had to go much deeper in, and so the research
											came to a halt, and it was only taken up in 2000
											thanks to the interest and the enthusiasm of the Guinness family.
											Well, this time, we focused on trying to reconstruct
											the way the Hall of the 500 was before the remodeling,
											and the so-called Sala Grande, which was built in 1494,
											and to find out the original doors, windows,
											and in order to do that, we first created a 3D model,
											and then, with thermography, we went on to discover
											hidden windows. These are the original windows of the hall
											of the Sala Grande. We also found out about the height
											of the ceiling, and we managed to reconstruct, therefore,
											all the layout of this original hall
											the way it was before there came Vasari,
											and restructured the whole thing,
											including a staircase that was very important
											in order to precisely place ""The Battle of Anghiari""
											on a specific area of one of the two walls.
									","
											Malheureusement, à ce moment-là on ne savait pas que
											ce n'était pas exactement là où on devait chercher.
											On devait aller beaucoup plus en profondeur, donc la recherche
											s'est arrêtée. Elle a été reprise en 2000
											grâce à l'intérêt et l'enthousiasme de la famille Guinness.
											Cette fois nous nous sommes concentrés sur la reconstruction
											de la Salle des Cinq-Cents avant la rénovation.
											et la dite Sala Grande, construite en 1494,
											pour retrouver les portes et fenêtres originales.
											Pour faire cela, on a d'abord créé un modèle en 3D,
											et puis, avec de la thermographie, nous avons découvert
											des fenêtres cachées. Voici les fenêtres originales du hall
											de la Sala Grande. Nous avons également découvert la hauteur
											du plafond, et nous avons réussi à reconstruire
											toute la disposition originelle de ce hall,
											comment il était avant Vasari
											et nous avons tout reconstruit,
											y-compris un escalier qui était très important
											afin de placer « La Bataille d'Anghiari »
											dans un lieu spécifique de l'un des outils.
									","
											Unglücklicherweise wussten wir
zu dieser Zeit nicht,
											dass wir nicht gerade da suchen sollten.
											Denn wir hätten viel tiefer gehen sollen,
und so kam das Projekt
											ins Stocken und wurde erst im 
Jahre 2000 wieder aufgenommen,
											dem Interesse und dem Enthusiasmus
der Familie Guinness sei Dank.
											Diesmal versuchten wir nachzuvollziehen,
											wie der Saal der 500 
vor dem Umbau aussah,
											und die Sala Grande, die 1494 gebaut wurde,
											um die Originalfenster und Türen zu finden.
											Dazu entwarfen wir ein 3D-Modell.
											Mit Thermografie entdeckten wir dann
											versteckte Fenster. Dies sind 
die Originalfenster des Saales,
											der Sala Grande. 
Wir fanden auch die Höhe
											der Decke heraus und wir rekonstruierten
											den Grundriss des Originalsalons,
											bevor Vasari dazugekommen war
											und alles umgestaltete.
											Wir fanden auch eine Treppenanlage,
die von Bedeutung war,
											um den genauen Platz der 
""Schlacht von Anghiari"" an
											einem spezifischen Ort auf einer 
der beiden Wände zu bestimmen.
									",The secret lives of paintings,Maurizio Seracini,12:34,"art,science,technology,science and art,visualizations,biotech,culture,history,collaboration,exploration,conservation,painting"
"
","
","
","
","
","
",The secret lives of paintings,Maurizio Seracini,12:34,"art,science,technology,science and art,visualizations,biotech,culture,history,collaboration,exploration,conservation,painting"
"
											También aprendimos que a Vasari se le encomendó
											remodelar la Sala del Cinquecento entre 1560 y 1574;
											fue a pedido del Gran Duque Cósimo I de la familia Medici.
											Hubo al menos dos casos en los que se salvaron obras maestras,
											específicamente colocando un muro de ladrillo frente a ella
											y dejando un pequeño hueco de aire.
											Aquí vemos una, Masaccio, la iglesia de Santa Maria Novella en Florencia,
											así que dijimos, quizá Visari hizo lo mismo
											en el caso de esta gran obra de arte de Leonardo,
											dado que era un gran admirador de Leonardo da Vinci.
									","
											Bem, também soubemos que Vasari, 
que foi encarregado
											de remodelar o Salão dos Quinhentos, 
entre 1560 e 1574,
											pelo Grande Duque Cosimo I da família Medici,
											temos, pelo menos, dois exemplos de ele 
ter salvado obras-primas
											especificamente por colocar uma parede 
de tijolos em frente delas
											deixando um pequeno espaço de ar.
											Uma que [vemos] aqui, Masaccio, a igreja 
de Santa Maria Novella em Florença,
											por isso, dissemos: ""Bem se calhar,
Vasari procedeu
											""de igual modo no caso desta grande
obra de arte de Leonardo,
											""visto que ele era um grande admirador de 
Leonardo da Vinci.""
									","
											Doğrusu, ayrıca Vasari'nin,
											500'ler Salonunun girişini 1560 ve 1574 yılları arasında Medici ailesinden Grand Duke Cosimo I tarafından
											yeniden modellemeyle görevlendirildiğini öğrendik
											(Vasari'nin) özel olarak arada küçük bir boşluk bırakarak önüne
											tuğla duvar örmek suretiyle şaheserleri koruduğunu bildiğimiz
											en az iki örnek var.
											Burada gördüğümüz, Masaccio, Floransa'daki Santa Maria Novella kilisesi.
											Böylece, belki dedik, Vasari Leonardo'nun bu şaheseri
											söz konusu olduğunda da buna benzer bir şey yapmıştır,
											çünkü Leonardo da Vinci'nin büyük bir hayranıydı.
									","
											Well, we also learned that Vasari, who was commissioned
											to remodel the Hall of the 500 between 1560 and 1574
											by the Grand Duke Cosimo I of the Medici family,
											we have at least two instances when he saved masterpieces
											specifically by placing a brick wall in front of it
											and leaving a small air gap.
											One that we [see] here, Masaccio, the church of Santa Maria Novella in Florence,
											so we just said, well maybe, Visari has done something
											like that in the case of this great work of art by Leonardo,
											since he was a great admirer of Leonardo da Vinci.
									","
											Nous avons appris aussi que Vasari, qui avait été chargé
											de rénover la Salle des Cinq-Cents entre 1560 et 1574
											par le Grand-Duc Cosimo I de la famille de Médicis,
											avait sauvé des chef-d'œuvres au moins deux fois.
											Précisément en plaçant devant un mur de briques,
											et en laissant un vide d'air.
											Nous voyons ici une œuvre de Masaccio, l'église de Santa Maria Novella à Florence.
											Nous nous sommes dit : «  Peut-être que Vasari a fait quelque chose
											comme ça dans le cas du chef-d'œuvre de Léonard,
											puisqu'il était un grand admirateur de Léonard de Vinci. »
									","
											Wir fanden auch heraus,
dass Vasari beauftragt wurde,
											den Saal der 500 zwischen
1560 und 1574 umzugestalten,
											und zwar vom Großherzog 
Cosimo I von Medici.
											Immerhin fanden wir bei seiner Rettung 
von Meisterwerken zwei Situationen vor:
											Er baute nämlich eine
dicke Ziegelwand davor,
											mit einem schmalen
Luftspalt dazwischen.
											Hier sehen wir Masaccio, die Basilica 
Santa Maria Novella in Florenz.
											Wahrscheinlich arbeitete Vasari daran,
											wie bei dem Meisterwerk
von Leonardo,
											denn er bewunderte ihn sehr.
									",The secret lives of paintings,Maurizio Seracini,12:34,"art,science,technology,science and art,visualizations,biotech,culture,history,collaboration,exploration,conservation,painting"
"
","
","
","
","
","
",The secret lives of paintings,Maurizio Seracini,12:34,"art,science,technology,science and art,visualizations,biotech,culture,history,collaboration,exploration,conservation,painting"
"
											Fue así que construimos unas antenas de radio muy sofisticadas
											para sondear ambos muros en busca de huecos de aire.
											Y encontramos muchos en el panel derecho del muro del este,
											un hueco de aire y es allí
											donde creemos que debería estar
											""La batalla de Anghiari"", o al menos la parte que conocemos,
											denominada ""La lucha por la norma"".
									","
											E, assim, construímos umas sofisticadas 
antenas de rádio
											apenas para sondar ambas as paredes 
e procurar um espaço de ar.
											E encontrámos muitos no painel direito 
da parede oriental,
											um espaço de ar, e é aí
											que cremos que ""A Batalha de Anghiari"",
											ou pelo menos a parte pintada que conhecemos,
											que se chama ""A Luta pelo Estandarte"", 
esteja localizada.
									","
											Ve böylece sırf her iki duvarda inceleme yapmak ve bir hava boşluğu aramak üzere
											çok sofistike radyo antenleri kurduk.
											Ve doğu duvarının sağ panelinde çok sayıda hava boşluğu bulduk ve orada
											""The Battle of Anghiari,""nin olduğuna inanıyoruz ya da en azından
											""The Fight for the Standard,"" adıyla tanınan
											resmedildiğini bildiğimiz parçası
											orada olmalı.
									","
											And so we built some very sophisticated radio antennas
											just for probing both walls and searching for an air gap.
											And we did find many on the right panel of the east wall,
											an air gap, and that's where
											we believe ""The Battle of Anghiari,""
											or at least the part that we know has been painted,
											which is called ""The Fight for the Standard,"" should be located.
									","
											Nous avons donc construit des antennes radio très sophistiquées
											pour sonder les murs et chercher les interstices.
											Nous avons trouvé beaucoup d'interstices sur le panneau droit
											du mur est, et c'est là où on croyait
											que se trouvait « La Bataille d'Anghiari »,
											ou du moins la partie que nous savions être peinte ici,
											qui s'appelle « La Lutte pour l'Étendard ».
									","
											Wir bauten also sehr 
anspruchsvolle Radioantennen,
											bloß um an beiden Wänden
nach einem Luftspalt zu suchen.
											An der rechten Platte 
der Ostwand wurden wir fündig:
											ein Luftspalt,
und da könnte
											""Die Schlacht 
von Anghiari"",
											oder zumindest der Teil,
der gemalt worden war –
											nämlich ""Der Kampf um die Fahne"" –
angeordnet gewesen sein.
									",The secret lives of paintings,Maurizio Seracini,12:34,"art,science,technology,science and art,visualizations,biotech,culture,history,collaboration,exploration,conservation,painting"
"
","
","
","
","
","
",The secret lives of paintings,Maurizio Seracini,12:34,"art,science,technology,science and art,visualizations,biotech,culture,history,collaboration,exploration,conservation,painting"
"
											A partir de allí, por desgracia,
											en 2004 el proyecto
											se detuvo por varias razones políticas.
											Así que decidí regresar a mi alma mater,
											y en la Universidad de California, en San Diego,
											propuse abrir un centro de investigación
											de ciencias de la ingeniería y patrimonio cultural.
											Y en 2007, creamos CISA3 como centro de investigación
											del patrimonio cultural, específicamente del arte, la arquitectura
											y la arqueología. Empezaron a llegar los estudiantes
											y empezamos a crear tecnologías, porque era lo que
											necesitábamos básicamente para avanzar y volver
											a hacer trabajos de campo.
									","
											Bem, aqui, infelizmente,
											em 2004, o projeto
											foi suspenso. Muitas razões políticas.
											Por isso decidi voltar à minha <i>alma mater</i>,
											e, na Universidade da Califórnia, San Diego,
											propus abrir um centro de pesquisa
											para as ciências da engenharia
aplicadas ao património cultural.
											E em 2007, criámos o CISA3 como 
centro de pesquisa
											para o património cultural, especificamente: 
arte, arquitetura
											e arqueologia. Os estudantes 
começaram a afluir,
											e começámos a construir tecnologias, 
porque isso é,
											basicamente, o que também precisávamos,
de maneira a seguir em frente
											e fazer trabalho de campo.
									","
											2004'te o noktada, malesef proje
											pek çok politik nedenle
											durma noktasına geldi.
											Böylece mezun olduğum okuluma dönmeye karar verdim ve
											California Üniversitesi, San Diego'da
											kültürel miras için mühendislik bilimleri üzerine
											bir araştırma merkezi açılmasını önerdim.
											Ve 2007'de CISA3'ü bir araştırma merkezi olarak kurduk
											kültürel miras için, özellikle sanat, mimari ve arkeoloji alanlarinda.
											Böylece öğrenciler akmaya başladı,
											ve biz teknolojiler geliştirmeye başladık çünkü temel olarak
											bu aynı zamanda ilerlemek ve gidip saha çalışması yapmak
											için ihtiyacımız olan şeydi.
									","
											Well, from there, unfortunately,
											in 2004, the project
											came to a halt. Many political reasons.
											So I decided to go back to my alma mater,
											and, at the University of California, San Diego,
											and I proposed to open up a research center
											for engineering sciences for cultural heritage.
											And in 2007, we created CISA3 as a research center
											for cultural heritage, specifically art, architecture
											and archaeology. So students started to flow in,
											and we started to build technologies, because that's
											basically what we also needed in order to move forward
											and go and do fieldwork.
									","
											À partir de ce moment, malheureusement,
											en 2004 le projet
											s'est arrêté à cause de plusieurs raisons politiques.
											J'ai décidé de rentrer à mon alma mater.
											À l'Université de Californie à San Diego
											j'ai proposé d'ouvrir un centre de recherches
											de sciences de l'ingénieur pour le patrimoine culturel.
											En 2007 nous avons créé le centre de recherche CISA3
											pour le patrimoine culturel, plus particulièrement pour les arts, l'architecture
											et l'archéologie. Les élèves ont commencé à arriver
											et nous avons commencé à créer des technologies, car c'est
											fondamentalement ce dont on avait besoin pour avancer
											et réaliser le travail sur le terrain.
									","
											Von da an kam, unglücklicherweise,
											2004 das Projekt
											ins Stocken. Es gab viele 
politische Gründe dafür.
											Daraufhin beschloss ich wieder zu 
meiner Alma Mater zurückzukehren,
											an die University of California 
in San Diego
											und ich schlug vor, ein
Forschungszentrum zu eröffnen:
											Ingenieurwissenschaften 
für Kulturerbe.
											Im Jahre 2007 gründeten wir dann
das Forschungszentrum CISA3
											für Kulturerbe, insbesondere
der Kunst, der Architektur
											und der Archäologie. 
Die Studenten strömten herein
											und wir entwickelten
Technologien, denn auch
											diese brauchten wir
um weiterzukommen,
											und um sie in der
Praxis auszuprobieren.
									",The secret lives of paintings,Maurizio Seracini,12:34,"art,science,technology,science and art,visualizations,biotech,culture,history,collaboration,exploration,conservation,painting"
