en,tr,fr,title,speaker,duration,tags
"
","
","
",The secret student resistance to Hitler,Iseult Gillespie,5:09,"history,war,animation,TED-Ed,world cultures,activism,culture,women,government,politics,social change,youth,society"
"
											In 1943 Allied aircraft swooped 
over Nazi Germany,
											raining tens of thousands of 
leaflets on people below.
											Written by anonymous Germans, the 
leaflets urged readers to renounce Hitler,
											to fight furiously for the future— 
and to never give up hope.
									","
											1943'de müteffik uçakları
Nazi Almanya'sı üzerinde uçuyor,
											on binlerce broşür aşağıdaki 
insanların üzerine yağıyordu.
											Kimliği belirsiz Almanlar 
tarafından yazılan broşürler
											okuyucuları Hitler'i bırakmamak,
gelecek için şiddetle savaşmak
											ve umutlarını kaybetmemeleri 
için teşvik ediyordu.
									","
											En 1943, un avion allié 
piqua sur l'Allemagne nazie,
											lâchant des dizaines de milliers
de tracts dans les rues.
											Écrits par des Allemands anonymes,
les tracts exhortaient à renier Hitler,
											à lutter furieusement pour le futur
et à ne jamais perdre l'espoir.
									",The secret student resistance to Hitler,Iseult Gillespie,5:09,"history,war,animation,TED-Ed,world cultures,activism,culture,women,government,politics,social change,youth,society"
"
","
","
",The secret student resistance to Hitler,Iseult Gillespie,5:09,"history,war,animation,TED-Ed,world cultures,activism,culture,women,government,politics,social change,youth,society"
"
											Their call to action rippled through 
homes and businesses—
											and news of their message even reached 
concentration camps and prisons.
											It was only after the war had ended 
that the authors’ identities, stories,
											and tragic fate would come to light.
									","
											Eylem çağrıları, 
evlere ve işletmelere yayıldı—
											mesajlarının haberleri toplama kamplarına 
ve hapishanelere bile ulaştı.
											Savaş sona erdikten sonra ancak
											yazarların kimlikleri, hikayeleri
ve trajik kaderleri gün yüzüne çıktı.
									","
											Leur appel à l'action se propagea
dans les maisons et les entreprises.
											Il arriva même dans les camps
de concentration et dans les prisons.
											Ce fut seulement après la fin de la guerre
que les identités, les histoires
											et le destin tragique des auteurs
furent découverts.
									",The secret student resistance to Hitler,Iseult Gillespie,5:09,"history,war,animation,TED-Ed,world cultures,activism,culture,women,government,politics,social change,youth,society"
"
","
","
",The secret student resistance to Hitler,Iseult Gillespie,5:09,"history,war,animation,TED-Ed,world cultures,activism,culture,women,government,politics,social change,youth,society"
"
											When Hitler seized power 
10 years earlier,
											Hans and Sophie Scholl were teenagers 
in the town of Forchtenberg.
											At that time, fear, propaganda, 
and surveillance
											kept all aspects of life for the Scholl 
family and millions of other Germans
											under Nazi control.
									","
											10 yıl önce Hitler gücü ele geçirdiğinde
											Hans ve Sophie Scholl, Forchtenberg
kasabasında yaşayan gençlerdi.
											O sıralarda korku, propaganda ve denetim
											Scholl ailesi ve diğer 
milyonlarca Alman için
											hayatın tüm alanlarını
Nazi kontrolü altına aldı.
									","
											Lorsqu'Hitler prit le pouvoir
10 ans auparavant,
											Hans et Sophie Scholl étaient adolescents
dans la ville de Forchtenberg.
											À l'époque, la peur, la propagande
et la surveillance
											gardaient sous le contrôle nazi
tout aspect de la vie de la famille Scholl
											et de millions d'Allemands.
									",The secret student resistance to Hitler,Iseult Gillespie,5:09,"history,war,animation,TED-Ed,world cultures,activism,culture,women,government,politics,social change,youth,society"
"
","
","
",The secret student resistance to Hitler,Iseult Gillespie,5:09,"history,war,animation,TED-Ed,world cultures,activism,culture,women,government,politics,social change,youth,society"
"
											The government specifically 
targeted young people,
											setting up institutions to regulate their 
behavior and police their thoughts.
											As teenagers, Hans was a member 
of the Hitler Youth
											and Sophie joined The League 
of German Girls.
									","
											Hükümet özellikle 
genç kişileri hedef aldı,
											davranışlarını düzene sokmak
											ve düşüncelerini denetlemek 
için kurumlar kurdu.
											Gençler olarak, Hans 
Hitler Gençliği'nin bir üyesiydi
											ve Sophie de 
Alman Kız Birliği'ne katılmıştı.
									","
											Le gouvernement ciblait
spécialement les jeunes,
											établissant des institutions
pour en réguler le comportement
											et en contrôler les pensées.
											Adolescents, Hans était membre
de la Jeunesse Hitlérienne
											et Sophie avait rejoint la Ligue
de jeunes filles allemandes.
									",The secret student resistance to Hitler,Iseult Gillespie,5:09,"history,war,animation,TED-Ed,world cultures,activism,culture,women,government,politics,social change,youth,society"
"
","
","
",The secret student resistance to Hitler,Iseult Gillespie,5:09,"history,war,animation,TED-Ed,world cultures,activism,culture,women,government,politics,social change,youth,society"
"
											Hans rose through the ranks
											and oversaw the training and 
indoctrination of other young people.
											In 1936, he was chosen to carry 
the flag at a national rally.
											But when he witnessed the zeal 
of Nazi rhetoric,
											he began to question it for 
the first time.
									","
											Hans rütbe aldı
											ve diğer genç kişilerin eğitimini 
ve beyinlerinin yıkanışını denetledi.
											1936'da ulusal bir mitingde
bayrağı taşıması için seçildi.
											Ancak Nazi hitabetinin 
hararetine şahit olunca
											ilk kez sorgulamaya başladı.
									","
											Hans gravit les échelons
											et supervisait l’entraînement
et l'endoctrinement des autres jeunes.
											En 1936, il fut choisi
pour porter le drapeau
											lors d'un rassemblement national.
											Mais quand il assista
au zèle de la rhétorique nazie,
											il commença à en douter
pour la première fois.
									",The secret student resistance to Hitler,Iseult Gillespie,5:09,"history,war,animation,TED-Ed,world cultures,activism,culture,women,government,politics,social change,youth,society"
"
","
","
",The secret student resistance to Hitler,Iseult Gillespie,5:09,"history,war,animation,TED-Ed,world cultures,activism,culture,women,government,politics,social change,youth,society"
"
											Meanwhile, Sophie was also starting to 
doubt the information she was being fed.
											Their parents Robert and Magdalena,
											who had feared they were losing 
their children to Nazi ideology,
											encouraged these misgivings.
											At home, Robert and Magdalena listened 
to foreign radio stations
											that the government first discouraged 
and later banned.
											While the government churned out national
broadcasts which denied Nazi atrocities,
											the Scholls learned shocking truths.
									","
											Bu sırada, Sophie de ona sunulan 
bilgilerden şüphe etmeye başlamıştı.
											Çocuklarını Nazi ideolojisine kaybetmekten
korkan ebeveynleri Robert ve Magdalena,
											bu şüpheleri destekledi.
											Evde Robert ve Magdalena,
hükümetin başta desteklemediği
											ve daha sonrasında da yasakladığı
yabancı radyo istasyonlarını dinliyordu.
											Hükümet, Nazi zulmünü inkar eden
ulusal radyo yayınlarını kurarken
											Scholl ailesi şok edici 
gerçekleri öğreniyordu
									","
											Entretemps, Sophie
commençait aussi à s'interroger
											sur les infos qu'on lui donnait.
											Leurs parents, Robert et Magdalena,
											qui craignaient de perdre
leurs enfants à l'idéologie nazie,
											encouragèrent ces doutes.
											Chez eux, Robert et Magdalena
écoutaient des stations radio étrangères
											que le gouvernement avait tout d'abord
découragées et après bannies.
											Alors que le gouvernement diffusait
des émissions niant les atrocités nazies,
											les Scholl apprirent
des vérités troublantes.
									",The secret student resistance to Hitler,Iseult Gillespie,5:09,"history,war,animation,TED-Ed,world cultures,activism,culture,women,government,politics,social change,youth,society"
"
","
","
",The secret student resistance to Hitler,Iseult Gillespie,5:09,"history,war,animation,TED-Ed,world cultures,activism,culture,women,government,politics,social change,youth,society"
"
											And yet, they were still subject to 
the rules of life in Hitler’s Germany.
											After the outbreak of war,
											Sophie reluctantly worked for 
the national effort,
											and Hans had to take on army duties 
while attending medical school in Munich.
									","
											ve yine de hala Hitler Almanya'sındaki
hayatın kurallarına bağlıydılar.
											Savaş çıktıktan sonra
											Sophie, ulusal güç için 
istemeyerek çalıştı
											ve Hans, Münih'de tıp fakültesine giderken
ordu görevlerini üstlenmek zorunda kaldı.
									","
											Malgré ça, ils étaient encore soumis
											aux règles de la vie
dans l'Allemagne d'Hitler.
											Après le déclenchement de la guerre,
											Sophie travailla à contrecœur
pour l'effort national,
											et Hans dut faire son service militaire
alors qu'il étudiait médecine à Munich.
									",The secret student resistance to Hitler,Iseult Gillespie,5:09,"history,war,animation,TED-Ed,world cultures,activism,culture,women,government,politics,social change,youth,society"
"
","
","
",The secret student resistance to Hitler,Iseult Gillespie,5:09,"history,war,animation,TED-Ed,world cultures,activism,culture,women,government,politics,social change,youth,society"
