en,fr,es,tr,title,speaker,duration,tags
"
","
","
","
",Why we ignore obvious problems — and how to act on them,Michele Wucker,10:05,"decision-making,psychology,social change,finance,economics,climate change,personal growth"
"
											So what if there were
a highly obvious problem
											right in front of you?
											One that everyone was talking about,
											one that affected you directly.
											Would you do everything
within your power to fix things
											before they got worse?
											Don't be so sure.
											We are all much more likely
than any of us would like to admit
											to miss what's right in front of our eyes.
											And in fact,
											we're sometimes most likely
to turn away from things
											precisely because of the threat
that they represent to us,
											in business, life and the world.
									","
											Et s'il y avait un problème évident
											juste devant vous ?
											Un problème dont tout le monde parle,
											un problème qui vous affecte directement.
											Feriez-vous tout ce qui est en votre
pouvoir pour arranger les choses
											avant qu'elles n'empirent ?
											N'en soyez pas si sûrs.
											Nous prenons tous plus de risques
que nous ne voudrions l'admettre
											de passer à côté de ce qui est
juste sous nos yeux.
											En fait,
											nous prenons parfois plus de risques
de nous détourner de certaines choses
											précisément à cause de la menace
qu'elles représentent pour nous,
											au travail, dans la vie et dans le monde.
									","
											¿Qué pasaría si tuviesen 
un problema realmente obvio
											justo enfrente suyo?
											Uno del que todo el mundo
estuviese hablando,
											uno que los afectase directamente.
											¿Harían todo lo que esté 
a su alcance para arreglar las cosas
											antes de que empeoren?
											No estén tan seguros.
											Somos mucho más propensos
de lo que nos gustaría admitir
											a pasar por alto lo que está
frente a nuestros ojos.
											Y, de hecho,
											a veces somos más propensos
a alejarnos de los problemas
											precisamente porque para nosotros
representan una amenaza
											en los negocios, la vida y el mundo.
									","
											Düşünün ki ortada büyük bir sorun var
											apaçık gözünüzün önünde duruyor.
											Öyle bir sorun ki herkes ondan bahsediyor
											ve sizleri de doğrudan etkiliyor.
											İşler daha da kötüleşmeden 
bu sorunu çözmek için
											elinizden gelen her şeyi yapar mıydınız?
											Cevabınızdan çok da emin olmayın!
											Zira biz, gözümüzün önünde apaçık duran 
gerçekleri görmemeye meyilliyizdir
											ve hiçbirimiz bunu kabullenmek istemez.
											Hatta öyle ki
											iş veya özel hayatımızda 
ya da dünya üzerinde karşılaşabileceğimiz
											tehlikeleri bize hatırlattıkları için
											bu gerçeklerden gözümüzü kaçırırız.
									",Why we ignore obvious problems — and how to act on them,Michele Wucker,10:05,"decision-making,psychology,social change,finance,economics,climate change,personal growth"
"
","
","
","
",Why we ignore obvious problems — and how to act on them,Michele Wucker,10:05,"decision-making,psychology,social change,finance,economics,climate change,personal growth"
"
											So I want to give you an example
from my world, economic policy.
											So when Alan Greenspan
was head of the Federal Reserve,
											his entire job was to watch out
for problems in the US economy
											and to make sure that they
didn't spin out of control.
											So, after 2006,
											when real estate prices peaked,
											more and more and more
respected leaders and institutions
											started to sound the alarm bells
											about risky lending
and dangerous market bubbles.
											As you know, in 2008
it all came tumbling down.
											Banks collapsed,
											global stock markets
lost nearly half their value,
											millions and millions of people
lost their homes to foreclosure.
											And at the bottom,
											nearly one in 10 Americans
was out of work.
									","
											Je veux vous donner un exemple issu
de mon monde, la politique économique.
											Quand Alan Greenspan
était à la tête de la Réserve fédérale,
											son travail consistait à surveiller
d'éventuels problèmes
											dans l'économie américaine
											et à s'assurer qu'ils ne dégénéraient pas.
											Après 2006,
											quand les prix immobiliers
ont atteint des sommets,
											de plus en plus de dirigeants
et d'institutions respectés
											ont commencé à tirer la sonnette d'alarme
											quant aux prêts risqués
et aux dangereuses bulles de marché.
											Comme nous le savons, en 2008,
tout s'est écroulé.
											Des banques se sont effondrées,
											les marchés boursiers mondiaux ont perdu
près de la moitié de leur valeur,
											des millions et des millions de gens
ont perdu leur maison lors de saisies.
											Au plus bas,
											près d'un Américain sur 10
était sans emploi.
									","
											Quiero darles un ejemplo
de mi mundo: la política económica.
											Cuando Alan Greenspan era
presidente de la Reserva Federal,
											su trabajo consistía en atender
los problemas económicos de EE. UU.
											y asegurarse de que no 
se saliesen de control.
											Entonces, después del 2006,
											cuando los precios inmobiliarios
alcanzaron su pico,
											fue cada vez mayor la cantidad 
de líderes e instituciones respetables
											que hicieron a sonar las alarmas de alerta
											sobre los préstamos de riesgo 
y el peligro de las burbujas del mercado.
											Como saben, en el 2008 todo se vino abajo.
											Los bancos colapsaron,
											los mercados bursátiles del mundo
perdieron casi la mitad de su valor,
											y millones de personas perdieron
sus hogares por la ejecución hipotecaria.
											Y en el fondo de todo,
											cerca de uno de cada diez 
estadounidenses se quedó sin trabajo.
									","
											Kendi alanımdan, ekonomi politikasından
bir örnek vermek istiyorum.
											Merkez Bankası'nın başındayken
Alan Greenspan'in tüm görevi,
											ABD ekonomisindeki sorunlara karşı 
dikkatli hareket etmek
											ve bu sorunların 
kontrolden çıkmamalarını sağlamaktı.
											2006 sonrasına geldiğimizde ise
											gayrimenkul fiyatlarının 
yükselmesiyle birlikte
											her geçen gün daha fazla 
hatırı sayılır lider ve kurum
											kredi riskleri ve piyasa
balonlarından bahsederek
											tehlike çanlarını çalmaya başladı.
											Sizlerin de bildiği gibi 
2008'de her şey tepetaklak oldu.
											Bankalar battı,
											uluslararası piyasalar değerlerinin
yarısına yakınını kaybetti,
											milyonlarca insanın evine haciz konuldu.
											En sonunda
											neredeyse her 10 Amerikalıdan biri
işsiz kalmış oldu.
									",Why we ignore obvious problems — and how to act on them,Michele Wucker,10:05,"decision-making,psychology,social change,finance,economics,climate change,personal growth"
"
","
","
","
",Why we ignore obvious problems — and how to act on them,Michele Wucker,10:05,"decision-making,psychology,social change,finance,economics,climate change,personal growth"
"
											So after things calmed down a little bit,
											Greenspan and many others
came out with a postmortem and said,
											""Nobody could have predicted that crisis.""
											They called it ""a black swan.""
											Something that was unimaginable,
											unforeseeable and completely improbable.
											A total surprise.
											Except it wasn't always such a surprise.
											For example, my Manhattan apartment
nearly doubled in value
											in less than four years.
											I saw the writing on the wall
and I sold it.
									","
											Après que les choses
se sont un peu calmées,
											Greenspan et de nombreux autres
ont réalisé une autopsie et ont affirmé :
											« Personne n'aurait pu
prévoir cette crise ».
											Ils l'ont qualifiée de « cygne noir ».
											Quelque chose d'inimaginable,
											d'imprévisible
et de totalement improbable.
											Une véritable surprise.
											Sauf que ce n'était pas
vraiment une surprise.
											Par exemple, la valeur de mon appartement
à Manhattan a presque doublé
											en moins de quatre ans.
											J'ai aperçu le signe avant-coureur
et je l'ai vendu.
									","
											Después de que las cosas
se calmaron un poco,
											Greenspan y muchos otros publicaron
un balance que afirmaba lo siguiente:
											""Nadie podría haber predicho esta crisis"".
											Lo llamaron un 'cisne negro'.
											Algo que era inimaginable,
											imprevisible y totalmente improbable.
											Una verdadera sorpresa.
											Excepto que no siempre fue una sorpresa.
											Por ejemplo, mi departamento 
en Manhattan casi duplicó su valor
											en menos de cuatro años.
											Advertí lo que se avecinaba, y lo vendí.
									","
											Ortalık biraz durulduğunda ise
											Greenspan ve daha pek çoğu, 
ellerinde bir durum analiziyle
											""Krizi öngörmek mümkün değildi,"" dediler
											ve krizi ""bir siyah kuğu""
olarak nitelendirdiler.
											Yani hayal edilemez bir şey olarak,
											öngörülemez ve kesinlikle 
olasılıksız bir şey olarak.
											Tam anlamıyla bir sürpriz yani.
											Ancak bu durum aslında 
hiç de bir sürpriz gibi gelişmedi.
											Benim Manhattan'daki dairem örneğin
dört yıldan daha kısa bir süre içinde
											değerini neredeyse ikiye katlamıştı.
											Ben de tehlike işaretlerini 
görüp satmıştım evimi.
									",Why we ignore obvious problems — and how to act on them,Michele Wucker,10:05,"decision-making,psychology,social change,finance,economics,climate change,personal growth"
"
","
","
","
",Why we ignore obvious problems — and how to act on them,Michele Wucker,10:05,"decision-making,psychology,social change,finance,economics,climate change,personal growth"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											(Gülüşmeler)
									",Why we ignore obvious problems — and how to act on them,Michele Wucker,10:05,"decision-making,psychology,social change,finance,economics,climate change,personal growth"
"
","
","
","
",Why we ignore obvious problems — and how to act on them,Michele Wucker,10:05,"decision-making,psychology,social change,finance,economics,climate change,personal growth"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Alkışlar)
									",Why we ignore obvious problems — and how to act on them,Michele Wucker,10:05,"decision-making,psychology,social change,finance,economics,climate change,personal growth"
