es,en,fr,de,title,speaker,duration,tags
"
","
","
","
","When you're making a deal, what's going on in your brain?",Colin Camerer,13:49,"TEDx,behavioral economics,choice,economics,monkeys,neuroscience"
"
											Voy a hablarles del cerebro estratégico.
											Vamos a utilizar una 
combinación inusual de herramientas
											de la teoría de juegos y la neurociencia
											para entender cómo la gente interactúa 
socialmente cuando hay valor en juego.
									","
											I'm going to talk about the strategizing brain.
											We're going to use an unusual combination of tools
											from game theory and neuroscience
											to understand how people interact socially when value is on the line.
									","
											Je vais parler du cerveau stratège.
											Nous allons utiliser une combinaison inhabituelle d'outils
											de la théorie des jeux et des neurosciences
											pour comprendre comment les gens interagissent socialement lorsqu'il s'agit d'argent.
									","
											Mein Thema ist das strategische Gedächtnis.
											Wir sehen eine ungewöhnliche
Werkzeugkombination
											aus Spieltheorie und 
Neurowissenschaft,
											um soziale Interaktion von Menschen 
zu verstehen, wenn es um Werte geht.
									","When you're making a deal, what's going on in your brain?",Colin Camerer,13:49,"TEDx,behavioral economics,choice,economics,monkeys,neuroscience"
"
","
","
","
","When you're making a deal, what's going on in your brain?",Colin Camerer,13:49,"TEDx,behavioral economics,choice,economics,monkeys,neuroscience"
"
											La teoría de juegos es, originalmente, 
una rama de las matemáticas aplicadas,
											utilizada sobre todo en economía y 
ciencia política, un poco en biología,
											que nos da una taxonomía 
matemática de la vida social
											y predice lo que las personas probablemente harán
											y lo que creen que los otros harán
											en casos donde las acciones de 
todos afectan a todos los demás.
											Son muchas cosas: 
competencia, cooperación, negociación,
											juegos como el escondite y el póker.
									","
											So game theory is a branch of, originally, applied mathematics,
											used mostly in economics and political science, a little bit in biology,
											that gives us a mathematical taxonomy of social life
											and it predicts what people are likely to do
											and believe others will do
											in cases where everyone's actions affect everyone else.
											That's a lot of things: competition, cooperation, bargaining,
											games like hide-and-seek, and poker.
									","
											La théorie des jeux est à la base une branche des mathématiques appliquées,
											utilisée principalement en économie et en sciences politiques, et un peu en biologie,
											qui nous donne une taxinomie mathématique de la vie sociale
											et prédit ce que les gens sont susceptibles de faire
											et ce qu'ils croient que les autres feront
											dans des cas où les actions de chacun affectent tout le monde.
											Ça inclut beaucoup de choses : la compétition, la coopération, la négociation,
											des jeux comme cache-cache et le poker.
									","
											Die Spieltheorie war ursprünglich ein 
Zweig der angewandten Mathematik
											und wird meist in Wirtschaft, Politologie 
und manchmal Biologie eingesetzt.
											Mit ihr kann man das Sozialleben
mathematisch klassifizieren
											und voraussagen, was Menschen
wahrscheinlich tun werden
											und was sie von anderen erwarten,
											wenn jede Handlung alle 
anderen beeinflusst.
											Beispiele dafür sind Wettbewerb, 
Kooperation, Verhandeln,
											Versteckenspielen oder Poker.
									","When you're making a deal, what's going on in your brain?",Colin Camerer,13:49,"TEDx,behavioral economics,choice,economics,monkeys,neuroscience"
"
","
","
","
","When you're making a deal, what's going on in your brain?",Colin Camerer,13:49,"TEDx,behavioral economics,choice,economics,monkeys,neuroscience"
"
											Este es un juego simple para comenzar.
											Todos eligen un número de 0 a 100,
											calcularemos el promedio de esos números,
											y quien esté más cerca de los dos tercios 
del promedio, gana un premio determinado.
											Así que quieren estar un poco por debajo del promedio,
											pero no demasiado, y todo el mundo quiere estar
											un poco por debajo del promedio, también.
											Piensen en el que escogerían.
											Están pensando, este es un modelo elemental
de algo como
											vender en la bolsa en un mercado al alza, ¿verdad?
											No quieren vender demasiado pronto, 
porque pierden ganancias,
											pero no quieren esperar demasiado
											para cuando todo el mundo vende, 
desencadenando un crack.
											Quieren estar un poco adelante de la competencia, 
pero no demasiado por delante.
											Bueno, aquí hay dos teorías sobre 
cómo la gente podría pensar en esto,
											y luego veremos algunos datos.
											Algunas les sonarán familiares 
porque probablemente están
											pensando así. Usaré mi teoría del cerebro para ver.
											Mucha gente dice, ""Realmente no sé 
lo que los demás van a elegir,
											así que creo que el promedio será 50"".
											No están siendo realmente estratégicos en absoluto.
											""Escogeré dos tercios de 50. Es 33"". Es un comienzo.
											Otras personas que son un poco más sofisticadas,
											utilizan más memoria de trabajo,
											dicen, ""Creo que la gente elegirá 33 
porque van a elegir una respuesta a 50,
											y así que escogeré 22, 
que es dos tercios de 33"".
											Están haciendo un paso adicional 
de pensamiento, dos pasos.
											Es mejor. Y por supuesto, en principio,
											uno podría hacer tres, cuatro o más,
											pero empieza a volverse muy difícil.
											Al igual que en el lenguaje y otros dominios, 
sabemos que es difícil para la gente analizar
											oraciones muy complejas con una 
especie de estructura recursiva.
											Esta se llama teoría jerárquica cognitiva, por cierto.
											Es algo en lo que he trabajado 
y algunas otras personas,
											e indica una especie de jerarquía junto con
											algunas suposiciones acerca de 
cuántas personas paran en distintas etapas
											y cómo se ven afectados los pasos del pensamiento
											por un montón de variables interesantes y 
personas variantes, como veremos en un minuto.
											Una teoría muy diferente, una versión 
mucho más popular y más antigua
											debido en gran parte a la fama del 
John Nash de ""Una mente brillante"",
											es lo que se llama análisis de equilibrio.
											Si alguna vez han hecho un curso 
de teoría de juegos en cualquier nivel,
											habrán aprendido un poco sobre esto.
											Un equilibrio es un estado matemático 
en que todo el mundo
											ha comprendido exactamente 
lo que todo el mundo hará.
											Es un concepto muy útil, 
pero visto desde el comportamiento,
											no puede explicar exactamente 
lo que las personas harán
											la primera vez que juegan 
estos tipos de juegos económicos
											o en situaciones en el mundo exterior.
											En este caso, el equilibrio hace una predicción muy audaz,
											que todo el mundo quiere estar 
por debajo de todos los demás,
											y por lo tanto juegan 0.
									","
											Here's a simple game to get us started.
											Everyone chooses a number from zero to 100,
											we're going to compute the average of those numbers,
											and whoever's closest to two-thirds of the average wins a fixed prize.
											So you want to be a little bit below the average number,
											but not too far below, and everyone else wants to be
											a little bit below the average number as well.
											Think about what you might pick.
											As you're thinking, this is a toy model of something like
											selling in the stock market during a rising market. Right?
											You don't want to sell too early, because you miss out on profits,
											but you don't want to wait too late
											to when everyone else sells, triggering a crash.
											You want to be a little bit ahead of the competition, but not too far ahead.
											Okay, here's two theories about how people might think about this,
											and then we'll see some data.
											Some of these will sound familiar because you probably are
											thinking that way. I'm using my brain theory to see.
											A lot of people say, ""I really don't know what people are going to pick,
											so I think the average will be 50.""
											They're not being really strategic at all.
											""And I'll pick two-thirds of 50. That's 33."" That's a start.
											Other people who are a little more sophisticated,
											using more working memory,
											say, ""I think people will pick 33 because they're going to pick a response to 50,
											and so I'll pick 22, which is two-thirds of 33.""
											They're doing one extra step of thinking, two steps.
											That's better. And of course, in principle,
											you could do three, four or more,
											but it starts to get very difficult.
											Just like in language and other domains, we know that it's hard for people to parse
											very complex sentences with a kind of recursive structure.
											This is called a cognitive hierarchy theory, by the way.
											It's something that I've worked on and a few other people,
											and it indicates a kind of hierarchy along with
											some assumptions about how many people stop at different steps
											and how the steps of thinking are affected
											by lots of interesting variables and variant people, as we'll see in a minute.
											A very different theory, a much more popular one, and an older one,
											due largely to John Nash of ""A Beautiful Mind"" fame,
											is what's called equilibrium analysis.
											So if you've ever taken a game theory course at any level,
											you will have learned a little bit about this.
											An equilibrium is a mathematical state in which everybody
											has figured out exactly what everyone else will do.
											It is a very useful concept, but behaviorally,
											it may not exactly explain what people do
											the first time they play these types of economic games
											or in situations in the outside world.
											In this case, the equilibrium makes a very bold prediction,
											which is everyone wants to be below everyone else,
											therefore they'll play zero.
									","
											Voici un simple jeu pour commencer.
											Tout le monde choisit un certain nombre de 0 à 100,
											nous allons calculer la moyenne de ces nombres,
											et celui qui est plus proche de deux-tiers 
de la moyenne gagne un prix.
											Donc vous voulez être un peu en-dessous du nombre moyen,
											mais pas trop loin en-dessous, 
et tout le monde veut être
											un peu en-dessous du nombre moyen.
											Pensez au nombre que vous pourriez choisir.
											Comme vous le pensez, c'est un modèle simplifié de quelque chose comme
											vendre sur le marché boursier sur un marché en hausse. N'est-ce pas ?
											Vous ne voulez pas vendre trop tôt, parce que vous passerez à côté des profits,
											mais vous ne voulez pas attendre trop tard
											jusqu'à ce que tout le monde vende, déclenchant un crash.
											Vous voulez être un peu en avance sur vos concurrents, mais pas trop loin devant.
											Bon, voici deux théories sur comment les gens pourraient penser le problème,
											et nous verrons ensuite les données.
											Certaines choses vous paraîtront familières parce que, peut-être,
											vous pensez ainsi. Je vais utiliser ma théorie du cerveau pour vérifier.
											Beaucoup de gens se disent, « Je ne sais vraiment pas 
ce que les autres vont choisir,
											donc je pense que la moyenne sera 50. »
											Ils ne sont pas du tout stratégiques.
											« Et je vais prendre deux tiers de 50. Ça fait 33. » 
C'est un début.
											D'autres personnes qui sont un peu plus sophistiquées,
											utilisent la mémoire de travail,
											et se disent : « Je pense que les gens vont choisir 33 parce qu'ils pensent que la moyenne est 50,
											alors je prends 22, ce qui fait deux tiers de 33 ».
											Ils effectuent un niveau de réflexion supplémentaire, à deux étapes.
											C'est mieux. Et bien sûr, en principe,
											vous pourriez faire trois, quatre ou plus,
											mais ça commence à devenir très difficile.
											Tout comme dans les autres domaines et la langue, nous savons qu'il est difficile pour les gens d'analyser
											des phrases très complexes avec une sorte de structure récursive.
											Cela s'appelle une théorie de hiérarchie cognitive.
											J'ai travaillé dessus, ainsi que quelques autres persones,
											et cela indique un type de hiérarchie ainsi que
											quelques hypothèses sur combien de personnes qui s'arrêtent à chaque étape
											et comment les étapes de réflexion sont affectées
											par de nombreuses variables et individus variables, 
comme nous le verrons dans un instant.
											Une toute autre théorie, plus populaire et plus vieille,
											attribuée en grande partie à John Nash, « Un homme d'exception »,
											est ce qu'on appelle l'analyse de l'équilibre.
											Donc, si vous avez déjà pris un cours de théorie des jeux de n'importe quel niveau,
											vous en connaissez déjà un peu à ce sujet.
											Un équilibre est un état mathématique dans lequel tout le monde
											a compris exactement ce que tout le monde va faire.
											C'est un concept très utile, mais au niveau du comportement,
											il peut ne pas expliquer exactement ce que font les individus
											la première fois qu'ils jouent à ce type de jeux économiques
											ou dans des situations concrètes du monde extérieur.
											Dans ce cas, l'équilibre fait une prévision très audacieuse,
											qui est que tout le monde veut être en-dessous des autres,
											et qu'au final ils jouent zéro.
									","
											Fangen wir mit einem 
einfachen Spiel an.
											Wählen Sie bitte eine Zahl zwischen 0 und 100,
											wir errechnen dann den Durchschnitt,
											und wer dem Zweidrittelwert 
am nächsten kommt, gewinnt einen Preis.
											Man sollte also etwas unter 
dem Durchschnitt liegen,
											aber nicht zu sehr, und jeder andere
											will das auch.
											Wie könnte Ihre Wahl lauten?
											Während Sie überlegen:
Es ist so, als würden Sie
											etwas an der Börse bei 
steigenden Kursen verkaufen.
											Wenn man zu früh verkauft,
schmälert man die Gewinne,
											aber wenn man zu lange wartet,
											bis alle verkaufen, stürzt der Kurs ab.
											Man sollte der Konkurrenz ein wenig –
aber nicht zu sehr – voraus sein.
											Hier sind 2 Theorien,
wie Menschen dies angehen,
											dann sehen wir einige Daten.
											Einiges wird Ihnen 
bekannt vorkommen, weil Sie
											vielleicht gerade so denken. 
Ich verwende meine Gehirntheorie.
											Viele sagen: ""Ich weiß nicht,
was die anderen nehmen,
											also rechne ich mit
einem Durchschnitt von 50.""
											Sie denken gar nicht strategisch.
											""Ich nehme 2/3 von 50, also 33."" Das ist ein Anfang.
											Anspruchsvollere Menschen
											verwenden ihr Arbeitsgedächtnis
											und sagen: ""Die anderen nehmen 
sicher 33, weil sie 50 erwarten,
											also nehme ich 22, das sind 2/3 von 33.""
											Sie gehen einen Schritt weiter 
und machen 2 Schritte.
											Das ist besser. Prinzipiell kann man
											natürlich drei, vier oder noch mehr machen,
											aber dann wird es sehr schwierig.
											Von Sprachen und anderen Bereichen 
wissen wir, dass Menschen
											sehr komplexe Sätze mit rekursiven 
Strukturen schwer analysieren können.
											Das nennt man kognitive 
Hierarchie-Theorie.
											Daran haben ich und 
einige andere gearbeitet.
											Sie weist auf eine Hierarchie hin und
											überlegt, wie viele Menschen 
wie viele Schritte machen
											und wie viele interessante 
Variablen und Menschen
											diese Gedankenschritte beeinflussen.
											Eine ganz andere Theorie 
ist viel beliebter und älter.
											Sie beruht hauptsächlich auf John Nash, 
bekannt aus ""A beautiful mind"",
											und heißt ""Gleichgewichtsanalyse"".
											Falls Sie je einen Kurs in 
Spieltheorie besucht haben,
											haben Sie sicher davon gehört.
											Gleichgewicht ist ein mathematischer Zustand,
											in dem jeder genau weiß, 
was alle anderen tun werden.
											Das Konzept ist sehr nützlich,
											aber es erklärt nicht genau, 
was Menschen tun werden,
											wenn sie diese Art Wirtschaftsspiele 
zum ersten Mal spielen
											oder sich in der Außenwelt befinden.
											In diesem Fall sagt das Gleichgewicht kühn voraus,
											dass jeder niedriger als die anderen sein will,
											und deshalb auf 0 setzt.
									","When you're making a deal, what's going on in your brain?",Colin Camerer,13:49,"TEDx,behavioral economics,choice,economics,monkeys,neuroscience"
"
","
","
","
","When you're making a deal, what's going on in your brain?",Colin Camerer,13:49,"TEDx,behavioral economics,choice,economics,monkeys,neuroscience"
"
											Veamos qué pasa. Este experimento 
se ha hecho muchas, muchas veces.
											Algunos de los primeros se realizaron en los años 90
											por mí y Rosemarie Nagel y otros.
											Este es un hermoso conjunto de 
datos de 9 000 personas que escribió en
											tres periódicos y revistas que tenían un concurso.
											El concurso decía: envíen sus números
											y quien esté cerca de dos tercios del 
promedio ganará un gran premio.
											Y como pueden ver, hay muchos datos aquí, 
pueden ver los picos muy visiblemente.
											Hay una punta en el 33. 
Son personas que hacen un paso.
											Hay otro punto visible en 22.
											Y note, por cierto, que la mayoría de la 
gente elige números justo alrededor de allí.
											No necesariamente eligen 22 y 33 exactamente.
											Hay un poco de ruido alrededor de ellos.
											Pero pueden ver los picos, y están allí.
											Hay otro grupo de personas que parecen tener
											un agarre firme en el análisis de equilibrio,
											porque escogieron 0 o 1.
											Pero pierden, ¿verdad?
											Porque escoger un número tan bajo 
es realmente una mala elección
											si otras personas no están haciendo 
el análisis de equilibrio también.
											Por lo que son inteligentes, pero pobres.
									","
											Let's see what happens. This experiment's been done many, many times.
											Some of the earliest ones were done in the '90s
											by me and Rosemarie Nagel and others.
											This is a beautiful data set of 9,000 people who wrote in
											to three newspapers and magazines that had a contest.
											The contest said, send in your numbers
											and whoever is close to two-thirds of the average will win a big prize.
											And as you can see, there's so much data here, you can see the spikes very visibly.
											There's a spike at 33. Those are people doing one step.
											There is another spike visible at 22.
											And notice, by the way, that most people pick numbers right around there.
											They don't necessarily pick exactly 33 and 22.
											There's something a little bit noisy around it.
											But you can see those spikes, and they're there.
											There's another group of people who seem to have
											a firm grip on equilibrium analysis,
											because they're picking zero or one.
											But they lose, right?
											Because picking a number that low is actually a bad choice
											if other people aren't doing equilibrium analysis as well.
											So they're smart, but poor.
									","
											Voyons ce qu'il se passe. Cette expérience a été répliquée de très nombreuses fois.
											Une des premières a été réalisée dans les années 90
											par moi et Rosemarie Nagel et d'autres.
											Il s'agit d'une belle base de données de 9000 personnes qui ont écrit
											à trois journaux et magazines qui avaient fait un concours.
											La consigne était d'envoyer ses nombres
											et celui qui est proche des deux tiers de la moyenne gagne un gros prix.
											Et vous voyez, il y a tant de données ici que nous pourrons très bien voir les pics.
											Il y en a un à 33. Ces individus effectuent une étape.
											Il y a un autre pic visible à 22.
											Et notez, au passage, que la pluspart des individus ont choisis des nombres proches de ces valeurs.
											Ils n'ont pas nécessairement choisi exactement 33 ou 22.
											Il y a un peu de bruit autour de ces valeurs.
											Mais vous pouvez voir ces pics, et qu'il y en a trois.
											Il y a un autre groupe de personnes qui semblent avoir
											une prise ferme sur l'analyse de l'équilibre,
											parce qu'ils ont choisi zéro ou un.
											Mais ils perdent, pas vrai ?
											Parce que choisir un nombre aussi faible est réellement un mauvais choix
											si les autres ne font pas de l'analyse de l'équilibre.
											Ils sont donc intelligents, mais pauvres.
									","
											Schauen wir uns das an. Dieses
Experiment wurde schon oft gemacht.
											Die frühesten wurden in den 90er-Jahren
											von mir, Rosemarie Nagel 
und anderen durchgeführt.
											Dies ist ein schöner Datensatz 
von 9.000 Teilnehmern
											eines Wettbewerbs dreier
Zeitungen und Magazine.
											Man musste seine Zahlen einschicken,
											und jeder nahe bei 2/3 des Durchschnitts 
gewann einen großen Preis.
											Es gibt dazu so viele Daten, dass 
man die Spitzen sehr gut sehen kann.
											Eine Spitze ist bei 33. 
Diese Leute machen 1 Schritt.
											Eine weitere sichtbare Spitze ist bei 22.
											Übrigens wählen die meisten 
Leute umliegende Zahlen
											und nicht unbedingt genau 33 und 22.
											Hier herrscht ein bisschen Gedränge.
											Sie können die Spitzen aber klar erkennen.
											Eine andere Gruppe Leute scheint
											die Gleichgewichtsanalyse gut zu kennen,
											weil sie 0 oder 1 wählen.
											Aber sie verlieren, richtig?
											Eine so niedrige Zahl ist 
nämlich eine schlechte Wahl,
											wenn andere Menschen keine 
Gleichgewichtsanalyse machen.
											Sie sind also schlau, aber arm.
									","When you're making a deal, what's going on in your brain?",Colin Camerer,13:49,"TEDx,behavioral economics,choice,economics,monkeys,neuroscience"
"
","
","
","
","When you're making a deal, what's going on in your brain?",Colin Camerer,13:49,"TEDx,behavioral economics,choice,economics,monkeys,neuroscience"
"
											(Risas)
									","
											(Laughter)
									","
											(Rires)
									","
											(Lachen)
									","When you're making a deal, what's going on in your brain?",Colin Camerer,13:49,"TEDx,behavioral economics,choice,economics,monkeys,neuroscience"
