en,tr,fr,title,speaker,duration,tags
"
","
","
",SpaceX's plan to fly you across the globe in 30 minutes,Gwynne Shotwell,21:30,"adventure,business,cosmos,curiosity,engineering,entrepreneur,extraterrestrial life,future,exploration,humanity,innovation,leadership,rocket science,space,science,universe"
"
											Chris Anderson: So two months ago,
something crazy happened.
											Can you talk us through this, because
this caught so many people's attention?
									","
											Chris Anderson: İki ay önce
inanılmaz bir şey oldu.
											Bunu biraz anlatır mısın?
Çünkü çok fazla insanın dikkatini çekti.
									","
											Chris Anderson : Il y a 2 mois,
une chose folle est arrivée.
											Pouvez-vous nous l’expliquer ?
Elle a attiré l’attention de beaucoup.
									",SpaceX's plan to fly you across the globe in 30 minutes,Gwynne Shotwell,21:30,"adventure,business,cosmos,curiosity,engineering,entrepreneur,extraterrestrial life,future,exploration,humanity,innovation,leadership,rocket science,space,science,universe"
"
","
","
",SpaceX's plan to fly you across the globe in 30 minutes,Gwynne Shotwell,21:30,"adventure,business,cosmos,curiosity,engineering,entrepreneur,extraterrestrial life,future,exploration,humanity,innovation,leadership,rocket science,space,science,universe"
"
											Gwynne Shotwell: I'll stay quiet
for the beginning,
											and then I'll start talking.
									","
											Gwynne Shotwell: İlk kısımda 
sessiz kalayım,
											sonra anlatmaya başlayacağım.
									","
											Gwynne Shotwell :
Je vais me taire au début,
											puis je parlerai.
									",SpaceX's plan to fly you across the globe in 30 minutes,Gwynne Shotwell,21:30,"adventure,business,cosmos,curiosity,engineering,entrepreneur,extraterrestrial life,future,exploration,humanity,innovation,leadership,rocket science,space,science,universe"
"
","
","
",SpaceX's plan to fly you across the globe in 30 minutes,Gwynne Shotwell,21:30,"adventure,business,cosmos,curiosity,engineering,entrepreneur,extraterrestrial life,future,exploration,humanity,innovation,leadership,rocket science,space,science,universe"
"
											(Video) Voices: Five, four,
three, two, one.
									","
											(Video) Sesler: Beş, dört, üç, iki, bir.
									","
											(Vidéo) Voix : Cinq, quatre,
trois, deux, un.
									",SpaceX's plan to fly you across the globe in 30 minutes,Gwynne Shotwell,21:30,"adventure,business,cosmos,curiosity,engineering,entrepreneur,extraterrestrial life,future,exploration,humanity,innovation,leadership,rocket science,space,science,universe"
"
","
","
",SpaceX's plan to fly you across the globe in 30 minutes,Gwynne Shotwell,21:30,"adventure,business,cosmos,curiosity,engineering,entrepreneur,extraterrestrial life,future,exploration,humanity,innovation,leadership,rocket science,space,science,universe"
"
											(Cheering)
									","
											(Tezahüratlar)
									","
											(Encouragements)
									",SpaceX's plan to fly you across the globe in 30 minutes,Gwynne Shotwell,21:30,"adventure,business,cosmos,curiosity,engineering,entrepreneur,extraterrestrial life,future,exploration,humanity,innovation,leadership,rocket science,space,science,universe"
"
","
","
",SpaceX's plan to fly you across the globe in 30 minutes,Gwynne Shotwell,21:30,"adventure,business,cosmos,curiosity,engineering,entrepreneur,extraterrestrial life,future,exploration,humanity,innovation,leadership,rocket science,space,science,universe"
"
											Woman: Liftoff. Go Falcon Heavy.
									","
											Kalkış. Falcon Heavy havada.
									","
											Femme : Décollage. Allez Falcon Heavy.
									",SpaceX's plan to fly you across the globe in 30 minutes,Gwynne Shotwell,21:30,"adventure,business,cosmos,curiosity,engineering,entrepreneur,extraterrestrial life,future,exploration,humanity,innovation,leadership,rocket science,space,science,universe"
