en,tr,es,title,speaker,duration,tags
"
","
","
",What causes an economic recession?,Richard Coffin,4:48,"education,TED-Ed,animation,economics,business,global issues,finance,money,history"
"
											For millennia,
											the people of Britain had been using 
bronze to make tools and jewelry,
											and as a currency for trade.
											But around 800 BCE, that began to change:
											the value of bronze declined, causing 
social upheaval and an economic crisis—
											what we would call a recession today.
									","
											Britanyalılar, bin yıl boyunca bronzu 
aletler ve ziynetler yapmak için
											ve ticaret için para birimi
olarak kullandılar.
											Ama M.Ö. 800'de bu durum
değişmeye başladı:
											Bronzun değeri düştü, bu da toplumsal
değişime ve ekonomik krize sebep oldu—
											bugün adlandırdığımız hâliyle
ekonomik durgunluğa sebep oldu.
									","
											Durante miles de años,
											los habitantes de Gran Bretaña usaron
el bronce para hacer joyas y herramientas,
											y también como moneda de cambio.
											Pero alrededor del año 800 a. C., 
la situación empezó a cambiar:
											el valor del bronce se desplomó
											y desató revueltas sociales
y una crisis económica,
											es decir, lo que hoy
llamaríamos una recesión.
									",What causes an economic recession?,Richard Coffin,4:48,"education,TED-Ed,animation,economics,business,global issues,finance,money,history"
"
","
","
",What causes an economic recession?,Richard Coffin,4:48,"education,TED-Ed,animation,economics,business,global issues,finance,money,history"
"
											What causes recessions?
											This question has long been the subject 
of heated debate among economists,
											and for good reason.
											A recession can be a mild decline in 
economic activity
											in a single country that lasts months,
											a long-lasting downturn with global 
ramifications that last years,
											or anything in between.
											Complicating matters further,
											there are countless variables that 
contribute to an economy’s health,
											making it difficult to pinpoint 
specific causes.
									","
											Durgunluğa ne sebep olur?
											Bu soru haklı olarak uzun süredir
											ekonomistler arasında
hararetli bir tartışma konusu.
											Durgunluk, tek bir ülkedeki
ekonomik faaliyetlerde
											aylarca süren hafif bir düşüş olabilir,
											küresel dallanma ile uzun süren
gerileme dönemi yıllar alabilir
											veya bu aralarda bir süre alabilir.
											Konuyu daha da karmaşıklaştırır,
											belli sebeplerin tam yerini 
saptamayı zorlaştırarak
											ekonominin sağlamlığına katkıda 
bulunan sayısız değişken var.
									","
											¿Cuáles son las causas de una recesión?
											Durante largo tiempo,
											esta pregunta ha sido objeto 
de encendidos debates entre economistas,
											y con justa razón.
											Una recesión puede ser un leve descenso
de la actividad económica
											en un país determinado, y durar meses,
											o un derrumbe de efecto prolongado
con repercusiones internacionales,
											y durar años,
											o bien una situación intermedia.
											El panorama se complica más aún
por la existencia de numerosas variables
											que afectan el buen funcionamiento
de una economía,
											las cuales impiden identificar
fácilmente sus causas específicas.
									",What causes an economic recession?,Richard Coffin,4:48,"education,TED-Ed,animation,economics,business,global issues,finance,money,history"
"
","
","
",What causes an economic recession?,Richard Coffin,4:48,"education,TED-Ed,animation,economics,business,global issues,finance,money,history"
"
											So it helps to start with the big picture:
											recessions occur when there is a negative 
disruption
											to the balance between supply and demand.
											There’s a mismatch between how many 
goods people want to buy,
											how many products and services producers 
can offer,
											and the price of the goods and services 
sold, which prompts an economic decline.
									","
											Bu yüzden bu durum büyük resme
bakmamıza yardımcı oluyor:
											Durgunluklar, arz ve talep
arasındaki dengeye yönelik
											olumsuz bozulmalar
olduğunda meydana gelir.
											İnsanların kaç ürün almak istedikleri,
											üreticilerin ne kadar 
ürün ve hizmet sunabilecekleri,
											ve ekonomik düşüşe sebep olan
											satılan ürünlerin ve servislerin
fiyatları arasında bir uyumsuzluk var.
									","
											Un buen recurso es empezar 
por el concepto general:
											las recesiones ocurren 
cuando se produce un desequilibrio
											entre la oferta y la demanda.
											Hay una disparidad

											entre la cantidad de productos
que el consumidor quiere comprar,
											la cantidad de bienes y servicios
que el productor puede ofrecer,
											y el precio de venta 
de esos bienes y servicios,
											todo lo cual acelera una caída económica.
									",What causes an economic recession?,Richard Coffin,4:48,"education,TED-Ed,animation,economics,business,global issues,finance,money,history"
"
","
","
",What causes an economic recession?,Richard Coffin,4:48,"education,TED-Ed,animation,economics,business,global issues,finance,money,history"
"
											An economy’s relationship between supply 
and demand
											is reflected in its inflation rates 
and interest rates.
									","
											Bir ekonominin arz talep
arasındaki ilişkisi
											enflasyon ve faiz oranlarına yansır.
									","
											La relación entre la oferta y la demanda
en el ámbito de la economía
											se refleja en las tasas de inflación
y en las tasas de interés.
									",What causes an economic recession?,Richard Coffin,4:48,"education,TED-Ed,animation,economics,business,global issues,finance,money,history"
"
","
","
",What causes an economic recession?,Richard Coffin,4:48,"education,TED-Ed,animation,economics,business,global issues,finance,money,history"
"
											Inflation happens when goods and services 
get more expensive.
											Put another way, the value 
of money decreases.
											Still, inflation isn’t necessarily 
a bad thing.
											In fact, a low inflation rate is thought 
to encourage economic activity.
											But high inflation that isn’t accompanied 
with high demand
											can both cause problems for an economy 
and eventually lead to a recession.
									","
											Ürünler ve hizmetler daha pahalı
olmaya başladığında enflasyon olur.
											Bir başka deyişle, paranın değeri düşer.
											Yine de bu, enflasyonun ille de
kötü bir şey olduğu anlamına gelmez.
											Aslında düşük enflasyon oranının 
ekonomik hareketliliği koruduğu düşünülür.
											Ama yüksek enflasyonun
yüksek talebe eşlik etmemesi
											hem ekonomide sorunlara yol açar
hem de er geç bir durgunluğa sebep olur.
									","
											La inflación obedece al aumento
en el precio de bienes y servicios.
											Dicho de otro modo, la moneda se devalúa.
											Sin embargo, la inflación no siempre
es un síntoma negativo.
											Por cierto, una baja tasa inflacionaria
puede estimular la actividad económica.
											Pero una inflación elevada 
sin una demanda también elevada
											puede perjudicar la economía
y, a la larga, desembocar en recesión.
									",What causes an economic recession?,Richard Coffin,4:48,"education,TED-Ed,animation,economics,business,global issues,finance,money,history"
