en,pt,title,speaker,duration,tags
"
","
",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
											The Earth is 4.6 billion years old,
											but a human lifetime often lasts
for less than 100 years.
											So why care about
the history of our planet
											when the distant past seems
so inconsequential to everyday life?
											You see, as far as we can tell,
											Earth is the only planet
in our solar system
											known to have sparked life,
											and the only system able to provide
life support for human beings.
									","
											A Terra tem 4600 milhões de anos,
											mas a vida duma pessoa, em geral,
dura menos de 100 anos.
											Porque é que nos preocupamos
com a história do nosso planeta
											quando o passado distante
parece tão inconsequente
											para a nossa vida diária?
											Tanto quanto podemos dizer,
											a Terra é o único planeta
no nosso sistema solar,
											conhecido por ter criado vida
											e o único sistema capaz
de sustentar a vida humana.
									",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
","
",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
											So why Earth?
											We know Earth is unique
for having plate tectonics,
											liquid water on its surface
											and an oxygen-rich atmosphere.
											But this has not always been the case,
											and we know this because ancient rocks
have recorded the pivotal moments
											in Earth's planetary evolution.
											And one of the best places
to observe those ancient rocks
											is in the Pilbara of Western Australia.
											The rocks here are 3.5 billion years old,
											and they contain some of the oldest
evidence for life on the planet.
									","
											Mas porquê a Terra?
											Sabemos que a Terra é única
por ter placas tectónicas,
											água líquida à superfície
											e uma atmosfera rica em oxigénio.
											Mas nem sempre foi assim.
											Sabemos isso porque rochas antigas
registaram momentos fundamentais
											na história da evolução do planeta Terra.
											Um dos melhores locais
para observar estas rochas antigas
											é em Pilbara na Austrália Ocidental.
											As rochas aqui têm 3500 milhões de anos,
											e contêm algumas das provas
mais antigas de vida no planeta.
									",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
","
",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
											Now, often when we think of early life,
											we might imagine a stegosaurus
											or maybe a fish crawling onto land.
											But the early life that I'm talking about
											is simple microscopic life, like bacteria.
											And their fossils are often preserved
as layered rock structures,
											called stromatolites.
											This simple form of life
is almost all we see in the fossil record
											for the first three billion years
of life on Earth.
											Our species can only be traced
back in the fossil record
											to a few hundred thousand years ago.
											We know from the fossil record,
											bacteria life had grabbed
a strong foothold
											by about 3.5 to four billion years ago.
											The rocks older than this
have been either destroyed
											or highly deformed
through plate tectonics.
											So what remains a missing
piece of the puzzle
											is exactly when and how
life on Earth began.
											Here again is that ancient
volcanic landscape in the Pilbara.
											Little did I know that our research here
would provide another clue
											to that origin-of-life puzzle.
									","
											Quando pensamos na vida primitiva,
											talvez imaginemos um estegossauro
											ou talvez um peixe
arrastando-se em terra firme.
											Mas a vida primitiva de que falo
											é uma vida simples, microscópica,
como as bactérias.
											E os seus fósseis estão,
muitas vezes, preservados
											em estruturas de camadas rochosas,
											chamadas estromatólitos.
											Esta simples forma de vida é quase
tudo o que vemos no registo fóssil
											nos primeiros 3000 milhões
de anos de vida na Terra.
											A nossa espécie só é
detetada no registo fóssil
											há poucas centenas de milhares de anos.
											Sabemos, pelo registo fóssil,
											que a vida das bactérias 
tinha já uma forte posição
											há cerca de 3500 a 4000 milhões de anos.
											As rochas mais antigas do que isso
ou foram destruídas
											ou profundamente deformadas
pelas placas tectónicas.
											A peça que falta neste ""puzzle""
											é exatamente quando e como
começou a vida na Terra.
											Mais uma vez aparece aquela antiga
paisagem vulcânica no Pilbara.
											Mal eu sabia que a nossa investigação
aqui ia fornecer outra pista
											a esse ""puzzle"" da origem da vida.
									",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
","
",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
											It was on my first field trip here,
											toward the end of a full,
long week mapping project,
											that I came across something
rather special.
											Now, what probably looks like
a bunch of wrinkly old rocks
											are actually stromatolites.
											And at the center of this mound
was a small, peculiar rock
											about the size of a child's hand.
											It took six months before we inspected
this rock under a microscope,
											when one of my mentors
at the time, Malcolm Walter,
											suggested the rock resembled geyserite.
											Geyserite is a rock type that only forms
											in and around the edges
of hot spring pools.
									","
											Foi na minha primeira viagem
aqui no terreno
											no final de um projeto de mapeamento
que durou uma longa semana,
											que eu encontrei uma coisa muito especial.
											O que provavelmente parece
um conjunto de antigas rochas enrugadas
											são estromatólitos.
											E no centro deste monte
estava uma pequena rocha, peculiar
											com o tamanho da mão duma criança.
											Passaram-se seis meses até inspecionarmos
esta rocha ao microscópio,
											quando um dos meus mentores
na época, Malcolm Walter,
											sugeriu que a rocha parecia geiserite.
											A geiserite é uma rocha que só se forma
											dentro ou à volta de nascentes quentes.
									",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
","
",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
											Now, in order for you to understand
the significance of geyserite,
											I need to take you back
a couple of centuries.
											In 1871, in a letter
to his friend Joseph Hooker,
											Charles Darwin suggested:
											""What if life started
in some warm little pond
											with all sort of chemicals
											still ready to undergo
more complex changes?""
									","
											Para compreenderem
o significado da geiserite,
											preciso de vos fazer recuar
quase dois séculos.
											Em 1871, numa carta
ao seu amigo Joseph Hooker,
											Charles Darwin sugeria:
											""E se a vida começou
nalguma pequena lagoa quente
											""com todo o tipo de químicos
											""já pronta para sofrer
mudanças mais complexas?""
									",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
","
",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
											Well, we know of warm little ponds.
We call them ""hot springs.""
											In these environments, you have hot water
											dissolving minerals
from the underlying rocks.
											This solution mixes with organic compounds
											and results in a kind of chemical factory,
											which researchers have shown
can manufacture simple cellular structures
											that are the first steps toward life.
									","
											Conhecemos pequenas lagoas quentes,
chamamos-lhe ""nascentes quentes"".
											Nestes ambientes, temos água quente
											que dissolve minerais
das rochas subjacentes.
											Esta solução mistura-se
com compostos orgânicos
											e resulta numa espécie de fábrica química
											que os investigadores mostraram poder
fabricar simples estruturas celulares
											que são os primeiros passos para a vida.
									",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
","
",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
											But 100 years after Darwin's letter,
											deep-sea hydrothermal vents, or hot vents,
were discovered in the ocean.
											And these are also chemical factories.
											This one is located along
the Tonga volcanic arc,
											1,100 meters below sea level
in the Pacific Ocean.
											The black smoke that you see billowing
out of these chimneylike structures
											is also mineral-rich fluid,
											which is being fed off by bacteria.
											And since the discovery
of these deep-sea vents,
											the favored scenario for an origin of life
has been in the ocean.
											And this is for good reason:
											deep-sea vents are well-known
in the ancient rock record,
											and it's thought that the early Earth
had a global ocean
											and very little land surface.
											So the probability that deep-sea vents
were abundant on the very early Earth
											fits well with an origin of life
											in the ocean.
									","
											Cem anos depois da carta de Darwin,
											descobriram-se fontes hidrotérmicas
no fundo do mar.
											E também são fábricas químicas.
											Esta aqui está situada ao longo
do arco vulcânico Tonga,
											a 1100 metros abaixo do nível do mar
no Oceano Pacífico.
											O fumo negro que vemos a sair
destas estruturas parecidas com chaminés,
											também é um fluido rico em minerais,
											que está a ser alimentado por bactérias.
											Desde a descoberta destas fontes
no mar profundo,
											o cenário favorito para a origem da vida
tem sido no oceano.
											E isso por uma boa razão:
											as fontes do mar profundo
são bem conhecidas
											no registo das rochas antigas.
											Pensa-se que a Terra primitiva
tinha um oceano global
											e muito pouca superfície terrestre.
											A probabilidade
de as fontes do fundo do mar
											serem abundantes na Terra primitiva
											encaixa bem com a origem da vida
no oceano.
									",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
","
",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
											However ...
											our research in the Pilbara
provides and supports
											an alternative perspective.
											After three years, finally, we were
able to show that, in fact,
											our little rock was geyserite.
											So this conclusion suggested
not only did hot springs exist
											in our 3.5 billion-year-old
volcano in the Pilbara,
											but it pushed back evidence for life
living on land in hot springs
											in the geological record of Earth
											by three billion years.
											And so, from a geological perspective,
											Darwin's warm little pond
is a reasonable origin-of-life candidate.
									","
											Contudo...
											a nossa investigação no Pilbara
proporciona e apoia
											uma perspetiva alternativa.
											Ao fim de três anos, pudemos
mostrar que, de facto,
											a nossa pequena rocha era geiserite.
											Esta conclusão sugeria
que não só existiam fontes quentes
											no nosso vulcão em Pilbara,
com 3500 milhões de anos,
											mas apontava para indícios de vida
em terra, em fontes quentes
											no registo geológico da Terra
											em 3000 milhões de anos.
											Assim, numa perspetiva geológica,
											a pequena lagoa quente de Darwin,
											é uma candidata razoável
para a origem da vida.
									",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
","
",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
											Of course, it's still debatable
how life began on Earth,
											and it probably always will be.
											But it is clear that it's flourished;
											it has diversified,
											and it has become ever more complex.
											Eventually, it reached
the age of the human,
											a species that has begun
to question its own existence
											and the existence of life elsewhere:
											Is there a cosmic community
waiting to connect with us,
											or are we all there is?
									","
											Claro que continua a ser discutível
como a vida começou na Terra
											e provavelmente sempre será.
											Mas é óbvio que floresceu;
											diversificou-se e tornou-se
cada vez mais complexa.
											Por fim, chegou à era do ser humano,
											uma espécie que começou
a questionar a sua própria existência
											e a existência da vida noutros locais.
											Haverá uma comunidade cósmica
à espera de comunicar connosco
											ou só nós é que existimos?
									",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
","
",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
											A clue to this puzzle again
comes from the ancient rock record.
											At about 2.5 billion years ago,
											there is evidence that bacteria
had begun to produce oxygen,
											kind of like plants do today.
											Geologists refer to
the period that followed
											as the Great Oxidation Event.
											It is implied from rocks
called banded iron formations,
											many of which can be observed as
hundreds-of-meter-thick packages of rock
											which are exposed in gorges
											that carve their way through
the Karijini National Park
											in Western Australia.
											The arrival of free oxygen allowed
two major changes to occur on our planet.
									","
											Uma pista para este ""puzzle""
provém do registo das rochas antigas.
											Há cerca de 2500 milhões de anos,
											há indícios de as bactérias
terem começado a produzir oxigénio,
											tal como as plantas fazem hoje.
											Os geólogos referem-se
ao período que se seguiu
											como a Grande Oxidação.
											Deduz-se das rochas chamadas
""formações ferríferas bandadas"",
											muitas das quais podem ser observadas
como conjuntos de rochas
											com centenas de metros de espessura
											que estão expostas em desfiladeiros
											que existem no Parque Nacional Karijini
											na Austrália Ocidental.
											A chegada do oxigénio livre permitiu
duas importantes mudanças no planeta.
									",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
","
",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
											First, it allowed complex life to evolve.
											You see, life needs oxygen
to get big and complex.
											And it produced the ozone layer,
which protects modern life
											from the harmful effects
of the sun's UVB radiation.
											So in an ironic twist, microbial life
made way for complex life,
											and in essence, relinquished
its three-billion-year reign
											over the planet.
											Today, we humans dig up
fossilized complex life
											and burn it for fuel.
											This practice pumps vast amounts
of carbon dioxide into the atmosphere,
											and like our microbial predecessors,
											we have begun to make
substantial changes to our planet.
											And the effects of those
are encompassed by global warming.
									","
											Primeiro, permitiu que evoluísse
uma vida complexa.
											A vida precisa de oxigénio
para crescer e ficar mais complexa.
											E produziu a camada de ozono
que protege a vida moderna
											dos efeitos prejudiciais
das radiações ultravioletas do sol.
											Portanto, numa reviravolta irónica,
a vida microbiológica abriu caminho
											à vida complexa,
											e, na essência, abdicou do seu reinado
de 3000 milhões de anos, no planeta.
											Hoje, nós, seres humanos,
escavamos a vida complexa fossilizada
											e queimamo-la como combustível.
											Esta prática atira grande quantidade
de dióxido de carbono para a atmosfera
											e, tal como os nossos antepassados
microbianos,
											começámos a fazer mudanças
substanciais no nosso planeta.
											Os efeitos dessas mudanças
											são acompanhados
por um aquecimento global.
									",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
","
",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
											Unfortunately, the ironic twist here
could see the demise of humanity.
											And so maybe the reason
we aren't connecting with life elsewhere,
											intelligent life elsewhere,
											is that once it evolves,
											it extinguishes itself quickly.
									","
											Infelizmente, esta reviravolta irónica
pode ver a morte da Humanidade.
											Talvez a razão por que não encontramos
vida em parte alguma,
											vida inteligente em parte alguma
											é que, depois de ela evoluir,
											rapidamente se extingue.
									",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
","
",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
											If the rocks could talk,
											I suspect they might say this:
											life on Earth is precious.
											It is the product of
four or so billion years
											of a delicate and complex co-evolution
											between life and Earth,
											of which humans only represent
the very last speck of time.
											You can use this information
as a guide or a forecast —
											or an explanation as to why it seems
so lonely in this part of the galaxy.
											But use it to gain some perspective
											about the legacy that you
want to leave behind
											on the planet that you call home.
									","
											Se as rochas falassem,
											suspeito que podiam dizer isto:
											A vida na Terra é preciosa.
											É o produto de 4000 milhões
de anos, ou mais,
											de uma evolução conjunta,
delicada e complexa,
											entre a vida e a Terra,
											de que os seres humanos
apenas representam

											a última fase do tempo.
											Podemos usar estas informações
como um guia ou uma previsão
											ou como uma explicação
para a vida parecer tão solitária
											nesta parte da galáxia.
											Mas usemo-las para ter uma perspetiva
											quanto ao legado
que queremos deixar
											no planeta a que chamamos o nosso lar.
									",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
","
",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
											Thank you.
									","
											Obrigada.
									",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
","
",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
											(Applause)
									","
											(Aplausos)
									",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
"
","
",This ancient rock is changing our theory on the origin of life,Tara Djokic,9:30,"science,evolution,human origins,geology,astrobiology,biodiversity,nature,discovery,TEDx,environment,life"
