en,fr,title,speaker,duration,tags
"
","
",How to resolve racially stressful situations,Howard C. Stevenson,17:34,"community,humanity,education,communication,leadership,social change,identity,race,society,United States,TEDMED"
"
											There's an African proverb that goes,
											""The lion's story will never be known
											as long as the hunter
is the one to tell it.""
									","
											Il y a un proverbe africain qui dit :
											« L'histoire du lion ne sera jamais connue
											tant qu'elle sera racontée
par le chasseur. »
									",How to resolve racially stressful situations,Howard C. Stevenson,17:34,"community,humanity,education,communication,leadership,social change,identity,race,society,United States,TEDMED"
"
","
",How to resolve racially stressful situations,Howard C. Stevenson,17:34,"community,humanity,education,communication,leadership,social change,identity,race,society,United States,TEDMED"
"
											More than a racial conversation,
we need a racial literacy
											to decode the politics
of racial threat in America.
											Key to this literacy is a forgotten truth,
											that the more we understand
											that our cultural differences
represent the power
											to heal the centuries
											of racial discrimination,
											dehumanization and illness.
									","
											Plus qu'une conversation raciale,
il nous faut une alphabétisation raciale
											pour décoder la politique
de la menace raciale en Amérique.
											La clé de cette alphabétisation
est une vérité oubliée :
											plus nous comprenons
											que nos différences
culturelles ont le pouvoir
											de guérir des siècles
											de discrimination raciale,
											de déshumanisation et de maladie.
									",How to resolve racially stressful situations,Howard C. Stevenson,17:34,"community,humanity,education,communication,leadership,social change,identity,race,society,United States,TEDMED"
"
","
",How to resolve racially stressful situations,Howard C. Stevenson,17:34,"community,humanity,education,communication,leadership,social change,identity,race,society,United States,TEDMED"
"
											Both of my parents were African-American.
											My father was born in Southern Delaware,
											my mother, North Philadelphia,
											and these two places are as different
from each other as east is from west,
											as New York City is
from Montgomery, Alabama.
											My father's way of dealing
with racial conflict
											was to have my brother Bryan,
my sister Christy and I in church
											what seemed like 24 hours a day,
seven days a week.
									","
											Mes deux parents sont afro-américains.
											Mon père est né dans le sud du Delaware,
											ma mère, le nord de Philadelphie,
											et ces deux endroits sont aussi différents
que l'Est est différent de l'Ouest,
											que New York est différente
de Montgomery, en Alabama.
											Mon père gérait les conflits raciaux
											en mettant mon frère Bryan,
ma sœur Christy et moi à l'église,
											ce qui semblait être 24 heures sur 24,
sept jours sur sept.
									",How to resolve racially stressful situations,Howard C. Stevenson,17:34,"community,humanity,education,communication,leadership,social change,identity,race,society,United States,TEDMED"
"
","
",How to resolve racially stressful situations,Howard C. Stevenson,17:34,"community,humanity,education,communication,leadership,social change,identity,race,society,United States,TEDMED"
"
											(Laughter)
									","
											(Rires)
									",How to resolve racially stressful situations,Howard C. Stevenson,17:34,"community,humanity,education,communication,leadership,social change,identity,race,society,United States,TEDMED"
"
","
",How to resolve racially stressful situations,Howard C. Stevenson,17:34,"community,humanity,education,communication,leadership,social change,identity,race,society,United States,TEDMED"
"
											If anybody bothered us
because of the color of our skin,
											he believed that you should pray for them,
											knowing that God
would get them back in the end.
									","
											Si quelqu'un nous embêtait
à cause de la couleur de notre peau,
											il croyait que nous devions
prier pour lui,
											sachant que Dieu
finirait par les rappeler.
									",How to resolve racially stressful situations,Howard C. Stevenson,17:34,"community,humanity,education,communication,leadership,social change,identity,race,society,United States,TEDMED"
"
","
",How to resolve racially stressful situations,Howard C. Stevenson,17:34,"community,humanity,education,communication,leadership,social change,identity,race,society,United States,TEDMED"
"
											(Laughter)
									","
											(Rires)
									",How to resolve racially stressful situations,Howard C. Stevenson,17:34,"community,humanity,education,communication,leadership,social change,identity,race,society,United States,TEDMED"
"
","
",How to resolve racially stressful situations,Howard C. Stevenson,17:34,"community,humanity,education,communication,leadership,social change,identity,race,society,United States,TEDMED"
"
											You could say that his racial-coping
approach was spiritual —
											for later on, one day,
											like Martin Luther King.
									","
											On peut dire spirituelle
cette approche d'adaptation raciale —
											pour plus tard, un jour,
											comme Martin Luther King.
									",How to resolve racially stressful situations,Howard C. Stevenson,17:34,"community,humanity,education,communication,leadership,social change,identity,race,society,United States,TEDMED"
"
","
",How to resolve racially stressful situations,Howard C. Stevenson,17:34,"community,humanity,education,communication,leadership,social change,identity,race,society,United States,TEDMED"
"
											My mother's coping approach
was a little different.
											She was, uh, you could say,
more relational —
											right now, like, in your face,
											right now.
											More like Malcolm X.
									","
											L'approche de ma mère
était un peu différente.
											On pourrait dire qu'elle était
plus relationnelle —
											immédiatement, face à vous,
											immédiatement.
											Plutôt comme Malcolm X.
									",How to resolve racially stressful situations,Howard C. Stevenson,17:34,"community,humanity,education,communication,leadership,social change,identity,race,society,United States,TEDMED"
"
","
",How to resolve racially stressful situations,Howard C. Stevenson,17:34,"community,humanity,education,communication,leadership,social change,identity,race,society,United States,TEDMED"
"
											(Laughter)
									","
											(Rires)
									",How to resolve racially stressful situations,Howard C. Stevenson,17:34,"community,humanity,education,communication,leadership,social change,identity,race,society,United States,TEDMED"
"
","
",How to resolve racially stressful situations,Howard C. Stevenson,17:34,"community,humanity,education,communication,leadership,social change,identity,race,society,United States,TEDMED"
"
											She was raised from neighborhoods
											in which there was racial
violence and segregation,
											where she was chased out of neighborhoods,
											and she exacted violence
to chase others out of hers.
											When she came to Southern Delaware,
											she thought she had come
to a foreign country.
											She didn't understand anybody,
											particularly the few black and brown folks
											who were physically deferential
and verbally deferential
											in the presence of whites.
											Not my mother.
											When she wanted to go
somewhere, she walked.
											She didn't care what you thought.
											And she pissed a lot of people off
with her cultural style.
									","
											Elle a été élevée dans des quartiers
											avec de la violence
et de la ségrégation raciales,
											elle était chassée de certains quartiers
											et, violemment, elle chassait
les autres de son quartier.
											A son arrivée dans le Delaware,
											elle a cru être arrivée
dans un pays étranger.
											Elle ne comprenait personne,
											surtout pas les quelques personnes
à la peau noire ou marron
											qui étaient physiquement
et verbalement déférents
											en présence de blancs.
											Pas ma mère.
											Elle marchait pour aller
là où elle voulait.
											Elle se moquait de ce que vous pensiez.
											Elle énervait beaucoup de gens
avec son style culturel.
									",How to resolve racially stressful situations,Howard C. Stevenson,17:34,"community,humanity,education,communication,leadership,social change,identity,race,society,United States,TEDMED"
"
","
",How to resolve racially stressful situations,Howard C. Stevenson,17:34,"community,humanity,education,communication,leadership,social change,identity,race,society,United States,TEDMED"
