en,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",The sore problem of prosthetic limbs,David Sengeh,4:43,"Senses,TED Fellows,global issues,prosthetics,technology"
"
											I was born and raised in Sierra Leone,
											a small and very beautiful country
											in West Africa,
											a country rich both in physical resources
											and creative talent.
									","
											Nasci e fui criado na Serra Leoa,
											um pequeno e lindo país
											da África Ocidental,
											um país rico, tanto em recursos físicos
											quanto em criatividade.
									","
											Ben Sierra Leone'da doğup büyüdüm,
											Batı Afrika'daki küçük ve çok güzel,
											hem maddi kaynaklar
											hem de yaratıcı yetenekler
											bakımından zengin bir ülkede.
									","
											Je suis né et j'ai grandi en Sierra Leone,
											un petit pays et très beau pays
											de l'Afrique de l'Ouest,
											un pays riche en ressources naturelles
											et en talents créatifs.
									","
											Ich bin in Sierra Leone
geboren und aufgewachsen,
											einem kleinen und sehr schönen Land
											in Westafrika,
											einem Land reich sowohl an Bodenschätzen
											als auch an kreativen Talenten.
									",The sore problem of prosthetic limbs,David Sengeh,4:43,"Senses,TED Fellows,global issues,prosthetics,technology"
"
","
","
","
","
",The sore problem of prosthetic limbs,David Sengeh,4:43,"Senses,TED Fellows,global issues,prosthetics,technology"
"
											However, Sierra Leone is infamous
											for a decade-long rebel war in the '90s
											when entire villages were burnt down.
											An estimated 8,000 men, women and children
											had their arms and legs amputated during this time.
											As my family and I ran for safety
											when I was about 12 from one of those attacks,
											I resolved that I would do everything I could
											to ensure that my own children
											would not go through the 
same experiences we had.
											They would, in fact, be part of a Sierra Leone
											where war and amputation
											were no longer a strategy for gaining power.
									","
											No entanto, a Serra Leoa 
é tristemente conhecida
											por 10 anos de guerra na década de 90
											em que foram queimadas aldeias inteiras.
											Cerca de 8 000 homens, mulheres e crianças
											ficaram sem braços e pernas nesse período.
											Quando eu e a minha família 
fugimos de um desses ataques,
											tinha eu cerca de 12 anos,
,
											decidi que faria tudo o que pudesse
											para assegurar que os meus filhos
											não passassem pelo mesmo tipo 
de experiência que tivemos.
											Na verdade, eles fariam parte 
de uma Serra Leoa
											em que a guerra e as amputações
											deixariam de ser uma estratégia 
para tomar o poder.
									","
											Ancak, Sierra Leone'nun 90'lı yıllarda on yıl süren
											ve tüm köylerin yakılıp yıkıldığı iç savaştan
											dolayı kötü bir şöhreti vardır.
											Bu süre boyunca yaklaşık 8.000 erkek, kadın ve çocuğun
											kol ve bacakları kesilmiştir.
											Yaklaşık 12 yaşlarındayken ailemle beraber
											bu saldırılardan birinden kaçtığımızda
											kendi çocuklarımı bizim 
yaşadıklarımızı yaşamaktan korumak için
											elimden gelen her şeyi yapmaya karar verdim.
											Aslında, onlar artık savaşın ve amputasyonun
											güç elde etme taktiği olmadığı
											bir Sierra Leone'nun parçası olacaktı.
									","
											Mais la Sierra Leone est tristement connue
											pour 10 ans de guerre rebelle 
dans les années 1990
											lorsque des villages
entiers ont été incendiés.
											Environ 8000 hommes, femmes, et enfants
											ont eu leurs bras et leurs jambes 
amputés à cette époque.
											Alors que ma famille et moi
avons fui une de ces attaques
											pour notre sécurité lorsque
j'avais environ 12 ans.
											je m'étais résolu 
à faire tout mon possible
											pour m'assurer que mes propres enfants
											n'aient pas à revivre 
les mêmes événements.
											Ils allaient faire partie 
d'une Sierra Leone
											où la guerre et les amputations
											ne seraient plus une stratégie 
pour gagner le pouvoir.
									","
											Allerdings ist Sierra Leone berüchtigt
											für einen jahrzehntelangen Rebellenkrieg
in den 90ern,
											in dem ganze Dörfer niedergebrannt wurden.
											Schätzungsweise 8 000 Männern,
Frauen und Kindern
											wurden in dieser Zeit
Arme und Beine amputiert.
											Meine Familie und ich
brachten uns vor einem dieser Angriffe
											in Sicherheit, als ich 12 war.
											In diesem Moment nahm ich mir vor,
alles zu tun,
											um sicherzustellen,
dass meine eigenen Kinder
											nicht dasselbe erleben müssen,
was wir erlebt haben.
											Vielmehr sollten sie Teil von
einem Sierra Leone sein,
											in dem Krieg und Amputationen
											nicht als Strategie zur Machtgewinnung
genutzt werden.
									",The sore problem of prosthetic limbs,David Sengeh,4:43,"Senses,TED Fellows,global issues,prosthetics,technology"
"
","
","
","
","
",The sore problem of prosthetic limbs,David Sengeh,4:43,"Senses,TED Fellows,global issues,prosthetics,technology"
"
											As I watched people who I knew, loved ones,
											recover from this devastation,
											one thing that deeply troubled me
											was that many of the amputees in the country
											would not use their prostheses.
											The reason, I would come to find out,
											was that their prosthetic sockets
											were painful because they did not fit well.
											The prosthetic socket is the part
											in which the amputee inserts their residual limb,
											and which connects to the prosthetic ankle.
											Even in the developed world,
											it takes a period of three weeks to often years
											for a patient to get a comfortable socket, if ever.
											Prosthetists still use conventional processes
											like molding and casting
											to create single-material prosthetic sockets.
											Such sockets often leave intolerable amounts
											of pressure on the limbs of the patient,
											leaving them with pressure sores and blisters.
											It does not matter
											how powerful your prosthetic ankle is.
											If your prosthetic socket is uncomfortable,
											you will not use your leg,
											and that is just simply unacceptable in our age.
									","
											Enquanto eu via pessoas que conhecia, 
pessoas queridas,
											a recuperar dessa devastação,
											uma coisa que me incomodava profundamente
											era que muitos desses amputados do país
											não usavam as suas próteses.
											A razão, como vim a saber mais tarde,
											era que o encaixe das próteses
											era doloroso por não ser 
um encaixe perfeito.
											O encaixe de uma prótese é a parte
											em que o amputado insere o coto do membro,
											e que liga com a articulação prostética.
											Mesmo no mundo desenvolvido,
											demora um período de três semanas a anos
											até um paciente ter um encaixe confortável, 
se é que chega a ter.
											Os protésicos ainda usam 
processos convencionais,
											como a criação de moldes e gesso,
											para confecionar encaixes de próteses 
de um único material.
											Esses encaixes provocam 
uma quantidade intolerável
											de pressão nos membros dos pacientes,
											deixando-os com escaras e feridas.
											Não importa
											a alta qualidade de uma prótese.
											Se o encaixe da nossa prótese 
for desconfortável,
											não usaremos a perna,
											e isso é inaceitável nos nossos tempos.
									","
											Tanıdığım, sevdiğim insanların
											bu yıkımın yaralarını sarışını izlerken
											beni çok üzen şey ülkede
											uzuvları kesilmiş olan çoğu insanın
											protezlerini kullanmamasıydı.
											Sebebi, sonradan öğrendiğim üzere
											protez soketlerinin düzgün oturmadığı için
											canlarını yakmasıymış.
											Protez soketi, uzvu kesilmiş kişinin
											kesik uzvuna taktığı ve böylece
											uzvu protez ayağa bağladığı parçadır.
											Gelişmiş ülkelerde bile
											bir hastanın rahat bir soket alabilmesi
											3 haftadan yıllara kadar çıkabiliyor, tabi alabilirse.
											Protez kullananlar tek parça protez soketleri yapmak için
											hala kalıp çıkarma ve kalıba dökme gibi
											geleneksel yöntemler kullanıyor.
											Bu tür soketler genelde hastanın uzvuna
											dayanılmaz ölçüde baskı yaparak
											yaralara ve su toplamasına neden oluyor.
											Protez ayak
											ne kadar güçlü olursa olsun.
											Eğer protez soketiniz rahat değilse
											bacağınızı kullanamazsınız, ki bu da açıkça
											bizim çağımızda kabul edilemez bir şey.
									","
											Alors que je voyais les gens 
que je connaissais et que j'aimais
											se rétablir de cette dévastation,
											une chose qui m'a beaucoup troublé
											était que beaucoup
des amputés dans le pays
											n'utilisaient pas leurs prothèses.
											J'allais découvrir que la raison en était
											que l'emboîture de leurs prothèses
											était douloureuse 
car elle ne s'adaptait pas bien.
											L'emboîture de la prothèse est la partie
											dans laquelle la personne amputée 
insère son moignon,
											et qui le relie 
à la prothèse de la cheville.
											Même dans les pays développés,
											cela prend de 3 semaines à des années
											pour qu'un patient obtienne une emboîture
confortable, s'il en obtient une.
											Les prothésistes utilisent encore
des procédés traditionnels
											comme le moulage et le coulage
											pour créer des emboîtures prothétiques 
faites d'un seul matériau.
											De telles emboîtures 
entraînent souvent une pression
											intolérable sur le moignon du patient,
											leur laissant des escarres 
et des ampoules.
											Peu importe la puissance
											de votre cheville prothétique.
											Si votre emboîture est inconfortable,
											vous n'utiliserez pas votre jambe,
											et c'est simplement
inacceptable à notre époque.
									","
											Ich beobachtete Menschen,
die ich kannte, liebte,
											wie sie sich
von dieser Verwüstung erholten,
											aber eine Sache quälte mich zutiefst,
											und zwar, dass viele der Amputierten
in diesem Land
											nicht ihre Prothesen benutzten.
											Der Grund, wie ich später herausfand,
											waren die Prothesenschäfte,
											die Schmerzen verursachten,
weil sie nicht gut passten.
											Der Prothesenschaft ist der Teil,
											in welchen der Amputierte
seinen Stumpf steckt,
											der mit der eigentlichen Prothese
verbunden ist.
											Selbst in den Industrieländern
											dauert es drei Wochen bis hin zu Jahren,
											bis sich ein Patient
an den Schaft gewöhnt, wenn überhaupt.
											Prothesenbauer benutzen immer noch
konventionelle Methoden,
											wie Pressen und Gießen,
											um Unibody-Prothesenschäfte herzustellen.
											Solche Schäfte
üben oft unerträglichen Druck
											auf die Glieder der Patienten aus
											und verursachen Druckwunden und Blasen.
											Ganz gleich, wie leistungsfähig
die Knöchelprothese ist,
											wenn der Prothesenschaft unbequem ist,
											werden Sie die Prothese nicht nutzen,
											und das ist heutzutage
einfach inakzeptabel.
									",The sore problem of prosthetic limbs,David Sengeh,4:43,"Senses,TED Fellows,global issues,prosthetics,technology"
"
","
","
","
","
",The sore problem of prosthetic limbs,David Sengeh,4:43,"Senses,TED Fellows,global issues,prosthetics,technology"
"
											So one day, when I met professor Hugh Herr
											about two and a half years ago,
											and he asked me if I knew 
how to solve this problem,
											I said, ""No, not yet,
											but I would love to figure it out.""
											And so, for my Ph.D. at the MIT Media Lab,
											I designed custom prosthetic sockets
											quickly and cheaply
											that are more comfortable
											than conventional prostheses.
											I used magnetic resonance imaging
											to capture the actual shape of the patient's anatomy,
											then use finite element modeling to better predict
											the internal stresses and strains
											on the normal forces,
											and then create a prosthetic socket for manufacture.
											We use a 3D printer to create
											a multi-material prosthetic socket
											which relieves pressure where needed
											on the anatomy of the patient.
											In short, we're using data
											to make novel sockets quickly and cheaply.
											In a recent trial we just wrapped up
											at the Media Lab,
											one of our patients, a U.S. veteran
											who has been an amputee for about 20 years
											and worn dozens of legs,
											said of one of our printed parts,
											""It's so soft, it's like walking on pillows,
											and it's effing sexy.""
											(Laughter)
									","
											Um dia, quando conheci 
o Professor Hugh Herr,
											há cerca de dois anos e meio,
											ele perguntou-me se eu sabia 
como resolver esse problema.
											Eu disse: ""Não, ainda não,
											""mas gostaria muito de descobrir.""
											Então, para a minha tese de doutoramento 
no Media Lab da MIT,
											desenvolvi encaixes de próteses por medida,
											de forma rápida e barata,
											que são mais confortáveis 
que as próteses convencionais.
											Usei imagens de ressonância magnética
											para captar a real anatomia do paciente,
											depois usei modelagem 
por elementos finitos para prever melhor
											as tensões e os esforços internos
											sobre as forças normais,
											para depois criar um encaixe 
de prótese para fabrico.
											Usamos uma impressora 3D
											para criar um encaixe 
feito de vários materiais
											que alivia a pressão onde é necessário,
											de acordo com a anatomia do paciente.
											Resumindo, estamos a usar dados
											para fazer novos encaixes, 
rapidamente e com baixo custo.
											Num ensaio recente, 
que acabamos de concluir
											no Media Lab da MIT,
											um dos nossos pacientes, 
um veterano de guerra americano,
											que foi amputado há cerca de 20 anos
											e já usou dezenas de próteses,
											disse que um dos nossos 
encaixes impressos,
											""é tão macio quanto andar sobre almofadas,
											""e é super sexy.""
											(Risos)
									","
											Yaklaşık iki buçuk yıl önce bir gün,
											Profesör Hugh Herr ile tanıştım ve o bana
											bu sorunun nasıl çözüleceğini bilip bilmediğimi sordu.
											""Hayır, henüz değil,
											ama öğrenmeyi çok isterim"" dedim.
											Böylece, MIT Medya Laboratuvarı'nda
											doktora çalışmam olarak
											hızlı ve ucuz bir şekilde
											klasik soketlerden daha rahat
											protez soketleri tasarladım.
											Hastanın anatomisinin gerçek biçimini yakalamak için
											manyetik rezonans görüntülemesini kullandım ve
											normal kuvvetlerde iç gerilme ve deformasyon noktalarını
											daha iyi tahmin edebilmek için
											sonlu elemanlar modellemesini kullandım,
											sonra da üretilmek üzere bir protez soketi yaptım.
											Hastanın anatomisinde
											gerekli yerlerdeki baskıyı azaltan
											çok parçalı bir protez soketi yapmak için
											üç boyutlu yazıcı kullandık.
											Kısacası, çabuk ve ucuz
											yeni soketler yapmak için verileri kullanıyoruz.
											Son bir denemede, Medya Laboratuvarı'nda,
											artık tamamladık,
											hastalarımızdan biri, Amerikalı bir gazi,
											düzinelerce protez giymiş
											neredeyse 20 yıllık bir ampüte,
											bizim yazdırdığımız parçalardan biri hakkında dedi ki,
											""Çok yumuşak, yastıkların üzerinde yürüyormuşsun gibi
											ve çok çekici.""
											(Gülüşmeler)
									","
											Un jour, j'ai rencontré 
le professeur Hugh Herr,
											il y a deux ans et demi,
											et il m'a demandé si
je savais résoudre ce problème,
											je lui ai dit : « Non, pas encore,
											mais j'adorerais trouver un moyen. »
											Donc, pour mon doctorat au MIT Media Lab,
											j'ai conçu des emboîtures 
de prothèses personnalisables
											rapidement et à bas coût
											qui sont plus confortables
											que les prothèses traditionnelles.
											J'ai utilisé l'imagerie 
par résonance magnétique
											pour prendre la forme réelle 
de l'anatomie du patient,
											puis la modélisation par éléments
finis pour mieux prévoir
											les contraintes et déformations internes
											sur des efforts normaux,
											et j'ai ensuite créé une emboîture 
prête à être manufacturée.
											Nous utilisons 
une imprimante 3D pour créer
											une emboîture faite de plusieurs matériaux
											qui atténue la pression lorsque nécessaire
											sur l'anatomie du patient.
											En résumé, nous utilisons des données
											pour créer de nouvelles emboîtures 
rapidement et bon marché.
											Lors d'un essai récent à peine terminé
											au Media Lab,
											l'un de nos patients, 
un vétéran de l'armée américaine
											qui est amputé depuis 20 ans
											et qui a porté des douzaines de prothèses,
											a dit de l'une de nos pièces imprimées :
											« C'est si doux, c'est comme 
marcher sur des coussins,
											et c'est sacrément sexy. »
											(Rires)
									","
											Damals, als ich Professor Hugh Herr
											vor zweieinhalb Jahren traf,
											und er mich fragte, ob ich eine Lösung
für dieses Problem hätte,
											sagte ich: ""Nein, noch nicht,
											aber ich würde sie liebend gerne finden.""
											Also habe ich für meine Doktorarbeit
am MIT Media Lab
											maßgefertige Prothesenschäfte entworfen,
											schnell und günstig,
											mit mehr Tragekomfort
als herkömmliche Prothesen.
											Mittels Magnetresonanztomografie (MRT)
											erfasste ich die genaue Form
der Anatomie des Patienten,
											benutzte die Berechnungstechnologie FEM,
um besser vorherzusehen,
											welche inneren Belastungen
bei normaler Nutzung entstehen,
											und lies danach einen Prothesenschaft
herstellen.
											Wir benutzen 3D-Drucker,
											um Prothesenschäfte aus mehreren
Materialen herzustellen,
											die den Druck dort verringern,
											wo es die Anatomie
des Patienten nötig macht.
											Kurz gesagt, wir benutzen Daten,
											um neuartige Schäfte
schnell und günstig herzustellen.
											In einem Versuch, den wir vor kurzem
											am Media Lab durchführten,
											hat einer unserer Patienten,
ein US-Veteran,
											der seit über 20 Jahren amputiert ist
											und schon dutzende Prothesen getragen hat,
											Folgendes über unsere
ausgedruckten Prothesen gesagt:
											""Sie ist so weich,
als würde man auf Kissen laufen,
											und verdammt sexy.""
											(Lachen)
									",The sore problem of prosthetic limbs,David Sengeh,4:43,"Senses,TED Fellows,global issues,prosthetics,technology"
"
","
","
","
","
",The sore problem of prosthetic limbs,David Sengeh,4:43,"Senses,TED Fellows,global issues,prosthetics,technology"
"
											Disability in our age
											should not prevent anyone
											from living meaningful lives.
											My hope and desire is that the tools and processes
											we develop in our research group
											can be used to bring highly functional prostheses
											to those who need them.
											For me, a place to begin healing the souls
											of those affected by war and disease
											is by creating comfortable and affordable interfaces
											for their bodies.
											Whether it's in Sierra Leone or in Boston,
											I hope this not only restores
											but indeed transforms their
sense of human potential.
									","
											A deficiência física nos dias de hoje
											não deveria impedir as pessoas
											de terem vidas satisfatórias.
											A minha esperança e desejo é que 
as ferramentas e os processos
											que desenvolvemos 
no nosso grupo de pesquisa
											possam ser usadas para criar próteses 
altamente funcionais
											para aqueles que precisam.
											Para mim, um lugar 
para começar a curar as almas
											das pessoas afetadas por guerras e doenças
											é através da criação de dispositivos 
confortáveis e acessíveis
											para os seus corpos.
											Seja na Serra Leoa ou em Boston,
											espero que isso não só restaure
											mas que também transforme 
o seu senso de potencial humano.
									","
											Günümüzde engellilik
											kimseyi manidar yaşamlar sürmekten
											alıkoymamalı.
											Umudum ve dileğim şu ki, araştırma grubumuzda
											geliştirdiğimiz araçlar ve yöntemler
											ona ihtiyacı olanlara çok işlevli protezler
											götürmekte kullanılabilir.
											Bana göre, savaş ve hastalıktan etkilenen ruhları
											iyileştirmeye başlamanın yolu
											bedenleri için rahat ve ekonomik
											arayüzler oluşturmaktır.
											Sierra Leone'da veya Boston'da,
											umarım bu yalnızca onları iyileştirmekle kalmaz,
											aynı zamanda onların insan 
potansiyeli anlayışlarını da değiştirir.
									","
											Le handicap, à notre époque,
											ne devrait pas empêcher quiconque
											de vivre une vie qui en vaille la peine.
											Mon espoir et mon désir 
sont que les outils et les procédés
											développés dans notre groupe de recherche
											puissent être utilisés 
pour mettre à disposition
											des prothèses fonctionnelles 
à ceux qui en ont besoin.
											Pour moi, la façon de commencer 
à guérir les âmes
											de ceux qui sont touchés 
par la guerre et la maladie
											est de créer des interfaces
confortables et à prix abordables
											pour leurs corps.
											Que ce soit en Sierra Leone ou à Boston,
											j'espère que cela non seulement restaure
											mais aussi transforme 
leur sens du potentiel humain.
									","
											Heutzutage sollten Behinderungen
											niemanden mehr daran hindern,
											ein sinnsvolles Leben zu führen.
											Meine Hoffnung und mein Wunsch ist es,
dass die Werkzeuge und Prozesse,
											die wir in unserer
Forschungsgruppe entwickeln,
											genutzt werden können,
um hochfunktionale Prothesen herzustellen,
											für die, die sie brauchen.
											Für mich ist es ein Anfang, um
die Seelen derer zu heilen,
											die vom Krieg und 
Krankheiten betroffen sind,
											ist für mich komfortable
und erschwingliche Schnittstellen
											für ihre Körper herzustellen.
											Ob in Sierra Leone oder in Boston,
											ich hoffe, dass dies nicht nur ihren Sinn
für menschliches Können wiederherstellt,
											
sondern verändert.
									",The sore problem of prosthetic limbs,David Sengeh,4:43,"Senses,TED Fellows,global issues,prosthetics,technology"
