en,es,pt,tr,title,speaker,duration,tags
"
","
","
","
",The museum of you,Jake Barton,15:38,"collaboration,design,museums"
"
											This is Charley Williams.
											He was 94 when this photograph was taken.
											In the 1930s, Roosevelt put
											thousands and thousands of Americans back to work
											by building bridges and infrastructure and tunnels,
											but he also did something interesting,
											which was to hire a few hundred writers
											to scour America to capture the stories of ordinary Americans.
											Charley Williams, a poor sharecropper,
											wouldn't ordinarily be the subject of a big interview,
											but Charley had actually been a slave
											until he was 22 years old.
											And the stories that were captured of his life
											make up one of the crown jewels
											of histories, of human-lived experiences
											filled with ex-slaves.
									","
											Él es Charley Williams.
											Tenía 94 años cuando
tomaron esta fotografía.
											En 1930, Roosevelt volvió a poner
											a trabajar a miles y miles
de norteamericanos
											en la construcción de puentes,
túneles e infraestructura,
											pero también hizo algo interesante,
											contrató unos pocos cientos de escritores
											para recorrer EE. UU. para capturar las 
historias de los estadounidenses comunes.
											Charley Williams, un pobre aparcero,
											ordinariamente no sería
objeto de una gran entrevista,
											pero Charley había sido en realidad
un esclavo
											hasta sus 22 años de edad.
											Y las historias que fueron
capturadas de su vida
											constituyen una de las joyas de historias
											de las experiencias humanas vividas
											de los exesclavos.
									","
											Este é o Charley Williams.
											Ele tinha 94 anos quando esta foto foi tirada.
											Nos anos 30, Roosevelt
											deu trabalho a milhares de norte-americanos
											na construção de pontes e infraestruturas e túneis,
											mas ele também fez algo 
bastante interessante
											que foi contratar algumas centenas de escritores
											para percorrer os EUA para captar 
histórias de norte-americanos comuns.
											Charley Williams, um pobre meeiro,
											normalmente não seria
assunto para uma grande entrevista,
											mas na verdade, Charley tinha sido um escravo
											até aos 22 anos.
											E as histórias da sua vida que foram captadas
											formam uma das jóias da coroa
											das histórias, de experiências humanas
											cheias de ex-escravos.
									","
											Bu Charley Williams.
											Bu fotoğraf çekildiğinde 94 yaşındaydı.
											1930larda Roosevelt, köprü, tünel ve
											altyapı inşa ederek binlerce amerikalıya
											iş imkanı sağladı.
											ama o ilginç bir şey daha yaptı;
											Amerikayı gezip sıradan Amerikalıların
											hikayelerini yazması için birkaç yüz yazar tuttu.
											Fakir bir hisse ortağı olan Charley Williams
											büyük bir röportajın pek de konusu olamaz
											ama Charley 22 yaşına kadar
											kölelik yapmıştı.
											Ve hayatından çıkarılan öyküler
											zamanında kölelik yapmış insanlarla dolu
											gerek tarih gerek tecrübe olarak
											çok değerli parçalar taşımaktadır.
									",The museum of you,Jake Barton,15:38,"collaboration,design,museums"
"
","
","
","
",The museum of you,Jake Barton,15:38,"collaboration,design,museums"
"
											Anna Deavere Smith famously said that
											there's a literature inside of each of us,
											and three generations later, I was part of a project
											called StoryCorps,
											which set out to capture
											the stories of ordinary Americans
											by setting up a soundproof booth in public spaces.
											The idea is very, very simple.
											You go into these booths, you interview your grandmother
											or relative, you leave with a copy of the interview
											and an interview goes into the Library of Congress.
											It's essentially a way to make a national oral histories archive
											one conversation at a time.
											And the question is, who do you want to remember —
											if you had just 45 minutes with your grandmother?
											What's interesting, in conversations with the founder, Dave Isay,
											we always actually talked about this
											as a little bit of a subversive project,
											because when you think about it,
											it's actually not really about the stories that are being told,
											it's about listening,
											and it's about the questions that you get to ask,
											questions that you may not have permission to
											on any other day.
											I'm going to play you just a couple of quick excerpts from the project.
									","
											Anna Deavere Smith dijo
la famosa frase
											hay una literatura dentro
de cada uno de nosotros
											y tres generaciones después, 
yo era parte de un proyecto
											llamado StoryCorps,
											que se dedicaba a capturar
											las historias de
norteamericanos comunes
											mediante la creación de una cabina 
insonorizada en los espacios públicos.
											La idea es muy, muy simple.
											Entras en estas cabinas,
entrevistas a tu abuela
											o algún familiar,
te vas con una copia de la entrevista
											y la entrevista va a
la Biblioteca del Congreso.
											Básicamente se trata de una manera
de hacer un archivo nacional de historias orales,
											una conversación a la vez.
											Y la pregunta es, ¿qué te gustaría recordar
											si tuvieras tan solo 45 minutos con tu abuela?
											Lo que es interesante, en las conversaciones 
con el fundador, Dave Isay,
											en realidad siempre hablamos de esto
											un poco como un proyecto subversivo,
											porque cuando lo piensas,
											en realidad no es realmente acerca de 
las historias que se cuentan,
											es acerca de escuchar
											y es acerca de las preguntas
que puedes hacer,
											preguntas que no tenías
permiso para hacer
											en otra época.
											Voy a reproducir solo un par de 
pasajes rápidos del proyecto.
									","
											Anna Deavere Smith disse a frase célebre:
											""Há uma literatura em cada um de nós"",
											e três gerações mais tarde, 
eu era parte de um projeto
											chamado StoryCorps,
											cujo objetivo era captar
											as histórias de norte-americanos comuns
											montando uma cabina à prova de som
em espaços públicos.
											A ideia é muito, muito simples.
											Vai-se a essas cabinas, entrevista-se a avó
											ou um familiar, parte-se com uma cópia da entrevista
											e uma entrevista vai para a Biblioteca do Congresso.
											É basicamente uma forma de criar 
um arquivo nacional de histórias orais
											uma conversa de cada vez.
											E a pergunta é: ""De quem se quer lembrar
											""se só tivesse 45 minutos com a sua avó?""
											O que é interessante, 
em conversa com o fundador Dave Isay,
											por acaso falámos sempre sobre isto
											um pouco como um projeto subversivo,
											porque quando pensamos nisso,
											não se trata das histórias que são contadas,
											trata-se de escutar,
											e das perguntas que se fazem,
											perguntas que se pode não ter permissão
											para fazer noutro dia.
											Vou só mostrar-vos uns excertos rápidos do projeto.
									","
											Anne Deavere Smith'in ünlü sözü der ki:
											""Hepimizin içinde edebi bir eser vardır.""
											ve 3 jenerasyon sonra, StoryCorps adında
											bir projenin parçasıydım.
											Amacımız sıradan Amerikalıların
											hikayelerini sokağa kurduğumuz
											ses geçirmez bir kabin aracılığıyla kaydetmekti.
											Fikir oldukça basit.
											Bu kabinlerden birine giriyorsunuz, büyük annenizi
											ya da bir akrabanızı röportaja alıyorsunuz ve ardından bir kopya sizde kalıyor
											bize bıraktığınız kopya ise kütüphane şurasına gönderiliyor.
											Oral ulusal tarih arşivleri oluşturmak için
											oldukça iyi bir yöntem.
											Soru da şu: Büyük annenizle sadece 45 dakikanız
											olsaydı kimi hatırlamak isterdiniz?
											İlginç olan, kurucu Dave Isay ile geçen konuşmalarımızda bunun,
											hatta bunu hep konuştuk,
											biraz yıkıcı olabilecek bir proje olduğuydu
											Çünkü düşününce,
											olay anlatılan hikayenin kendisinden çok
											dinlemekle alakalı
											ve sorduğunuz sorularla alakalı.
											başka bir günde sormaya izninizin
											olmayacağı sorularla alakalı.
											Size projeden birkaç küçük alıntı göstereceğim
									",The museum of you,Jake Barton,15:38,"collaboration,design,museums"
"
","
","
","
",The museum of you,Jake Barton,15:38,"collaboration,design,museums"
"
											[Jesus Melendez talking about poet Pedro Pietri's final moments]
									","
											[Jesús Meléndez habla de los últimos 
momentos del poeta Pedro Pietri]
									","
											[Jesus Melendez sobre os momentos finais 
do poeta Pedro Pietri]
									","
											[Jesus Melendez şair Pedro Pietri'nin son anlarından bahsediyor]
									",The museum of you,Jake Barton,15:38,"collaboration,design,museums"
"
","
","
","
",The museum of you,Jake Barton,15:38,"collaboration,design,museums"
"
											Jesus Melendez: We took off, and as we were ascending,
											before we had leveled off,
											our level-off point was 45,000 feet,
											so before we had leveled off,
											Pedro began leaving us,
											and the beauty about it
											is that I believe that there's something after life.
											You can see it in Pedro.
									","
											Jesús Meléndez: Salimos y 
como estábamos ascendiendo,
											antes de habernos estabilizado,
											nuestro punto de nivel inicial era de 14 km
											entonces antes de habernos estabilizado,
											Pedro empezó a dejarnos,
											y la belleza de esto
											es que creo que hay algo después de la vida.
											Lo puedes ver en Pedro.
									","
											Jesus Melendez: Nós levantámos voo, 
e enquanto estávamos a subir
											antes de termos estabilizado
											— o nosso ponto de estabilização 
era nos 14 000 metros —
											antes de estabilizarmos,
											o Pedro começou a deixar-nos
											e a beleza disso
											é que eu acredito 
que há algo depois da morte.
											Podem vê-lo no Pedro.
									","
											Jesus Melendez: Uçağımız kalktı ve yükselirken
											düz uçuşa geçmeden önce,
											düz uçuş irtifamız 45,000 feet idi,
											düz uçuşa geçmeden önce,
											Pedro aramızdan ayrılıyordu,
											ve olayın güzelliği şuydu,
											ben ölümden sonra bir hayat olduğuna inanırım.
											Bunu Pedro'da görebilirsiniz.
									",The museum of you,Jake Barton,15:38,"collaboration,design,museums"
"
","
","
","
",The museum of you,Jake Barton,15:38,"collaboration,design,museums"
"
											[Danny Perasa to his wife Annie Perasa married 26 years]
									","
											[Danny Perasa a su esposa Annie Perasa 
con quien estuvo casado 26 años]
									","
											[Danny Perasa para a sua esposa 
Annie Perasa, casados há 26 anos]
									","
											[Danny Perasa'dan eşi Annie Perasa'ya 26 yıldır evliler]
									",The museum of you,Jake Barton,15:38,"collaboration,design,museums"
"
","
","
","
",The museum of you,Jake Barton,15:38,"collaboration,design,museums"
