en,pt,fr,title,speaker,duration,tags
"
","
","
",These robots come to the rescue after a disaster,Robin Murphy,8:59,"disaster relief,engineering,natural disaster,robots,technology"
"
											Over a million people are killed
each year in disasters.
											Two and a half million people
will be permanently disabled or displaced,
											and the communities will take
20 to 30 years to recover
											and billions of economic losses.
									","
											Todos os anos morrem mais 
de um milhão de pessoas em desastres.
											Dois milhões e meio de pessoas
											ficarão permanentemente
incapacitadas ou deslocadas
											e serão necessários 20 a 30 anos
para as comunidades recuperarem
											dos milhares de milhões 
de prejuízos económicos.
									","
											Plus d'un million de personnes sont tuées
chaque année dans des catastrophes.
											2,5 millions garderont des séquelles
ou seront déplacées
											et les communautés mettront
20 à 30 ans à s'en remettre
											sans compter les milliards
en pertes financières.
									",These robots come to the rescue after a disaster,Robin Murphy,8:59,"disaster relief,engineering,natural disaster,robots,technology"
"
","
","
",These robots come to the rescue after a disaster,Robin Murphy,8:59,"disaster relief,engineering,natural disaster,robots,technology"
"
											If you can reduce
the initial response by one day,
											you can reduce the overall recovery
											by a thousand days, or three years.
											See how that works?
											If the initial responders
can get in, save lives,
											mitigate whatever flooding
danger there is,
											that means the other groups can get in
											to restore the water,
the roads, the electricity,
											which means then the construction people,
the insurance agents,
											all of them can get in
to rebuild the houses,
											which then means
you can restore the economy,
											and maybe even make it better
and more resilient to the next disaster.
											A major insurance company told me
											that if they can get a homeowner's claim
processed one day earlier,
											it'll make a difference of six months
											in that person getting
their home repaired.
									","
											Se pudermos reduzir a resposta inicial
num dia que seja,
											podemos reduzir a recuperação geral
											em mil dias, ou seja, três anos.
											Veem como é que funciona?
											Se os socorristas iniciais
puderem intervir, salvar vidas,
											minimizar o perigo de cheias,
											isso significa que os outros grupos
podem avançar
											para repor a água,
as estradas, a eletricidade,
											o que significa que os construtores,
os agentes dos seguros,
											todos eles podem começar
a reconstruir as casas,

											o que significa
que podemos relançar a economia,
											e talvez mesmo melhorá-la
											e torná-la mais resistente
para a catástrofe seguinte.
											Uma importante companhia
de seguros disse-me
											que, se pudessem processar uma reclamação
de um proprietário um dia mais cedo,
											isso faria uma diferença de seis meses
											no tempo de reparação
da casa dessa pessoa.
									","
											Si on pouvait réduire d'un jour
la phase des premiers secours,
											on pourrait réduire la reconstruction
entière
											d'un millier de jours, soit 3 ans.
											Pourquoi cela ?
											Si les premiers secours peuvent accéder,
sauver des vies,
											parer à un risque d'inondation,
											alors d'autres équipes peuvent accéder
											pour rétablir l'eau, les routes, 
l'électricité,
											puis les équipes de construction, 
les agents d'assurance,
											tous peuvent commencer à reconstruire
les maisons,
											ce qui signifie veut dire que vous pouvez
restaurer l'économie,
											et peut-être même l'améliorer et la rendre
plus résistante au prochain désastre.
											Une grande compagnie 
d'assurance m'a dit
											que s'ils peuvent traiter le dossier
d'un propriétaire un jour plus tôt,
											cela améliorera de 6 mois le delai
											pour réparer sa maison.
									",These robots come to the rescue after a disaster,Robin Murphy,8:59,"disaster relief,engineering,natural disaster,robots,technology"
"
","
","
",These robots come to the rescue after a disaster,Robin Murphy,8:59,"disaster relief,engineering,natural disaster,robots,technology"
"
											And that's why I do disaster robotics —
											because robots can
make a disaster go away faster.
									","
											É por isso que eu faço 
robótica de desastres,
											porque os robôs podem fazer desaparecer
um desastre mais depressa.
									","
											Voilà pourquoi je m'occupe de
robotique de secours
											parce que les robots peuvent accélérer
le retour à la normale.
									",These robots come to the rescue after a disaster,Robin Murphy,8:59,"disaster relief,engineering,natural disaster,robots,technology"
"
","
","
",These robots come to the rescue after a disaster,Robin Murphy,8:59,"disaster relief,engineering,natural disaster,robots,technology"
"
											Now, you've already seen
a couple of these.
											These are the UAVs.
											These are two types of UAVs:
											a rotorcraft, or hummingbird;
											a fixed-wing, a hawk.
											And they're used extensively since 2005 —
											Hurricane Katrina.
											Let me show you how this hummingbird,
this rotorcraft, works.
											Fantastic for structural engineers.
											Being able to see damage from angles you
can't get from binoculars on the ground
											or from a satellite image,
											or anything flying at a higher angle.
											But it's not just structural engineers
and insurance people who need this.
											You've got things
like this fixed-wing, this hawk.
											Now, this hawk can be used
for geospatial surveys.
											That's where you're
pulling imagery together
											and getting 3D reconstruction.
									","
											Vocês já devem ter visto
coisas destas.
											São os UAVs 
[veículos aéreos não pilotados]
											Há dois tipos de UAVs:
											um com asas giratórias, ou colibri;
											um de asas fixas, um falcão.
											São usados amplamente desde 2005
— no Furacão Katrina.
											Vou mostrar como funciona este colibri,
de asas giratórias, o colibri.
											É fantástico para 
os engenheiros de estruturas.
											Pode observar os danos 
por ângulos que não conseguimos ver
											no terreno com binóculos
nem numa imagem por satélite,
											nem por nada que voe
a um ângulo mais alto.
											Mas não são só 
os engenheiros de estruturas
											e os agentes de seguros
que precisam deles.
											Dispomos de coisas
como este falcão, de asa fixa.
											Este falcão pode ser usado
para reconhecimentos geoespaciais.
											É quando juntamos todas as imagens
											e conseguimos uma reconstrução a 3D.
									","
											Vous en avez déjà vu quelques exemples.
											Je veux parler des drones.
											Il y en a 2 sortes :
											à rotor, ou colibri,
											à aile fixe, ou faucon.
											Et ils sont beaucoup utilisés
depuis l'ouragan Katrina, en 2005.
											Je vais vous montrer comment marche
ce drone colibri.
											Fantastique pour les ingénieurs
en structures.
											Être capable de voir les dommages d'un
autre angle que depuis le sol
											ou sur une image satellite,
											ou de n'importe quoi volant plus haut.
											Mais ce n'est pas utile que pour les
ingénieurs et les assureurs.
											Vous avez ce drone à aile fixe, ce faucon.
											Il peut être utilisé pour des études
géo-spatiales.
											Lorsque vous combinez les images ensemble
											pour créer des reconstitutions en 3D.
									",These robots come to the rescue after a disaster,Robin Murphy,8:59,"disaster relief,engineering,natural disaster,robots,technology"
"
","
","
",These robots come to the rescue after a disaster,Robin Murphy,8:59,"disaster relief,engineering,natural disaster,robots,technology"
"
											We used both of these at the Oso mudslides
up in Washington State,
											because the big problem
											was geospatial and hydrological
understanding of the disaster —
											not the search and rescue.
											The search and rescue teams
had it under control
											and knew what they were doing.
											The bigger problem was that river
and mudslide might wipe them out
											and flood the responders.
											And not only was it challenging
to the responders and property damage,
											it's also putting at risk
the future of salmon fishing
											along that part of Washington State.
											So they needed to understand
what was going on.
											In seven hours, going from Arlington,
											driving from the Incident Command Post
to the site, flying the UAVs,
											processing the data, driving back
to Arlington command post —
											seven hours.
											We gave them in seven hours
data that they could take
											only two to three days
to get any other way —
											and at higher resolution.
											It's a game changer.
									","
											Usámos estes dois tipos 
nos deslizamentos em Oso
											no estado de Washington,
											porque o grande problema
											era a compreensão geoespacial
e hidrológica do desastre,
											não era a pesquisa e o salvamento.
											As equipas de pesquisa e salvamento
tinham tudo sob controlo
											e sabiam o que estavam a fazer.
											O maior problema era
que o rio e os deslizamentos
											podiam arrastar e afogar os socorristas.
											Não só era um perigo para os socorristas
e prejuízos para a propriedade,
											também podia pôr em risco
o futuro da pesca do salmão
											ao longo daquela parte
do estado de Washington.
											Por isso era preciso perceber
o que se estava a passar.
											Em sete horas, partimos de Arlington,
											do Posto de Comando do Incidente
até ao local,
											pusemos os UAVs a voar, 
processámos os dados,
											e voltámos ao posto de comando de Arlington
											— sete horas!
											Em sete hora, demos-lhes os dados
											que eles, de outro modo, só conseguiriam
obter em dois ou três dias
											— e com uma resolução maior.
											Isto altera tudo.
									","
											Nous les avons utilisés lors des
glissements de terrain à Oso,
											car le problème majeur
											était la compréhension géospatiale et
hydrologique du désastre —
											pas le sauvetage.
											Les équipes de secours
contrôlaient la situation
											et savaient quoi faire.
											Le risque principal était que la rivière 
et la coulée de boue emportent
											et engloutissent les secours.
											Et ce n'était pas risqué seulement pour
les secours et les habitations,
											mais aussi pour le futur de
la pêche au saumon
											dans l’État de Washington.
											Ils avaient besoin de comprendre
ce qui ce passait.
											En 7 heures, ils ont pu rouler d'Arlington
											jusqu'au PC de crise, puis au site,
faire décoller les drones,
											traiter les données, et revenir au poste
de commandement d'Arlington —
											sept heures.
											Nous leur avons fourni en 7 heures
les données qu'ils auraient mis
											2 à 3 jours à obtenir autrement —
											et avec une meilleure précision.
											C'est un changement radical.
									",These robots come to the rescue after a disaster,Robin Murphy,8:59,"disaster relief,engineering,natural disaster,robots,technology"
"
","
","
",These robots come to the rescue after a disaster,Robin Murphy,8:59,"disaster relief,engineering,natural disaster,robots,technology"
"
											And don't just think about the UAVs.
											I mean, they are sexy — but remember,
											80 percent of the world's
population lives by water,
											and that means our critical
infrastructure is underwater —
											the parts that we can't get to,
like the bridges and things like that.
											And that's why we have
unmanned marine vehicles,
											one type of which you've already met,
which is SARbot, a square dolphin.
											It goes underwater and uses sonar.
											Well, why are marine vehicles so important
											and why are they very, very important?
											They get overlooked.
											Think about the Japanese tsunami —
											400 miles of coastland totally devastated,
											twice the amount of coastland devastated
by Hurricane Katrina in the United States.
											You're talking about your bridges,
your pipelines, your ports — wiped out.
											And if you don't have a port,
											you don't have a way
to get in enough relief supplies
											to support a population.
											That was a huge problem
at the Haiti earthquake.
											So we need marine vehicles.
									","
											E não pensem só nos UAVs.
											Quer dizer, eles são atrativos,
mas lembrem-se,
											80% da população do mundo
vive junto da água.
											Isso significa que as infraestruturas
críticas estão debaixo de água
											— locais a que não conseguimos chegar,
como as pontes.
											Por isso é que temos
veículos marítimos sem piloto.
											Já conhecem um deles,
o SARbot, um golfinho quadrado.
											Anda debaixo de água e usa o sonar.
											Porque é que os veículos marítimos
são tão importantes
											e porque é que são mesmo 
muito importantes?
											Passam muito desapercebidos.
											Pensem no tsunami no Japão,
											400 milhas de costa totalmente devastada,
											o dobro da costa devastada
pelo Furacão Katrina nos EUA.
											Estamos a falar de pontes,
de oleodutos, de portos, devastados.
											Se não tivermos um porto,
											não temos forma de abastecer
mantimentos suficientes
											para a população.
											Foi um problema enorme
no terramoto do Haiti.
											Portanto, precisamos
de veículos marítimos.
									","
											Et il n'y a pas que les drones.
											D'accord, ils sont sexy — mais 
rappelez-vous que
											80% de la population mondiale
vit à côté de l'eau,
											donc une part essentielle
de notre infrastructure
											peut être sous l'eau, inaccessible,
par exemple les ponts.
											Et c'est pourquoi nous avons
des drones sous-marins,
											dont vous connaissez déjà un spécimen,
SARbot, un dauphin cubique.
											Il va sous l'eau et utilise un sonar.
											Pourquoi les robots marins
sont si importants,
											et pourquoi sont-ils 
très très importants ?
											On les oublie.
											Prenez le tsunami au Japon —
											650 km de côtes totalement dévastées,
											deux fois l'étendue ravagée
par Katrina aux États-Unis.
											Il s'agit des ponts, des pipelines,
des ports — rasés.
											Et si vous n'avez pas de port,
											vous n'avez pas de moyen d'envoyer
assez d'aide humanitaire
											pour aider la population.
											C'était un problème majeur lors
du tremblement de terre en Haïti.
											Donc nous avons besoin des robots marins.
									",These robots come to the rescue after a disaster,Robin Murphy,8:59,"disaster relief,engineering,natural disaster,robots,technology"
"
","
","
",These robots come to the rescue after a disaster,Robin Murphy,8:59,"disaster relief,engineering,natural disaster,robots,technology"
